energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.24462231,1.38776410,0.45060675,0.84670747,0.15963820,0.40312820,0.00039574,0.01187656,0.21425745,0.00000000
-3.23861931,1.36335893,0.43101228,0.83444536,0.15452515,0.40225841,0.00042889,0.01150231,0.20813225,0.00000000
-3.23261631,1.34128298,0.41174510,0.82426070,0.14960020,0.40183198,0.00046666,0.01120165,0.20155022,0.00000000
-3.22661331,1.32195156,0.39300047,0.81650087,0.14488649,0.40186266,0.00050866,0.01097723,0.19454357,0.00000000
-3.22061031,1.30572106,0.37496467,0.81146306,0.14040452,0.40235140,0.00055438,0.01083026,0.18715799,0.00000000
-3.21460730,1.29287653,0.35781046,0.80938705,0.13617038,0.40328289,0.00060325,0.01076032,0.17945108,0.00000000
-3.20860430,1.28362255,0.34169339,0.81044986,0.13219435,0.40462300,0.00065462,0.01076532,0.17149050,0.00000000
-3.20260130,1.27807751,0.32674888,0.81476256,0.12847999,0.40631759,0.00070772,0.01084145,0.16335195,0.00000000
-3.19659830,1.27627177,0.31309022,0.82236938,0.12502365,0.40829256,0.00076174,0.01098333,0.15511687,0.00000000
-3.19059530,1.27814954,0.30080730,0.83324907,0.12181456,0.41045535,0.00081577,0.01118407,0.14687023,0.00000000
-3.18459230,1.28357464,0.28996630,0.84731856,0.11883527,0.41269777,0.00086890,0.01143558,0.13869820,0.00000000
-3.17858929,1.29233967,0.28060999,0.86443866,0.11606260,0.41490011,0.00092015,0.01172879,0.13068601,0.00000000
-3.17258629,1.30417814,0.27275872,0.88442164,0.11346893,0.41693632,0.00096858,0.01205402,0.12291589,0.00000000
-3.16658329,1.31877921,0.26641205,0.90704033,0.11102375,0.41867995,0.00101325,0.01240136,0.11546531,0.00000000
-3.16058029,1.33580394,0.26155072,0.93203818,0.10869544,0.42001069,0.00105329,0.01276103,0.10840538,0.00000000
-3.15457729,1.35490250,0.25813905,0.95914009,0.10645309,0.42082099,0.00108791,0.01312383,0.10179965,0.00000000
-3.14857429,1.37573138,0.25612750,0.98806314,0.10426836,0.42102252,0.00111642,0.01348147,0.09570315,0.00000000
-3.14257129,1.39796961,0.25545537,1.01852701,0.10211718,0.42055200,0.00113829,0.01382698,0.09016176,0.00000000
-3.13656828,1.42133332,0.25605349,1.05026328,0.09998133,0.41937619,0.00115311,0.01415496,0.08521182,0.00000000
-3.13056528,1.44558769,0.25784681,1.08302346,0.09784968,0.41749557,0.00116066,0.01446187,0.08088006,0.00000000
-3.12456228,1.47055590,0.26075677,1.11658521,0.09571909,0.41494662,0.00116086,0.01474616,0.07718370,0.00000000
-3.11855928,1.49612451,0.26470349,1.15075645,0.09359500,0.41180248,0.00115385,0.01500836,0.07413077,0.00000000
-3.11255628,1.52224507,0.26960758,1.18537747,0.09149157,0.40817197,0.00113991,0.01525110,0.07172051,0.00000000
-3.10655328,1.54893217,0.27539170,1.22032083,0.08943145,0.40419688,0.00111949,0.01547897,0.06994390,0.00000000
-3.10055028,1.57625789,0.28198177,1.25548935,0.08744520,0.40004791,0.00109319,0.01569836,0.06878428,0.00000000
-3.09454727,1.60434333,0.28930789,1.29081241,0.08557037,0.39591919,0.00106173,0.01591719,0.06821790,0.00000000
-3.08854427,1.63334787,0.29730492,1.32624097,0.08385035,0.39202185,0.00102592,0.01614457,0.06821463,0.00000000
-3.08254127,1.66345668,0.30591289,1.36174182,0.08233300,0.38857693,0.00098665,0.01639039,0.06873858,0.00000000
-3.07653827,1.69486766,0.31507716,1.39729155,0.08106927,0.38580797,0.00094486,0.01666493,0.06974874,0.00000000
-3.07053527,1.72777834,0.32474850,1.43287069,0.08011166,0.38393372,0.00090148,0.01697838,0.07119971,0.00000000
-3.06453227,1.76237386,0.33488294,1.46845861,0.07951286,0.38316119,0.00085744,0.01734040,0.07304240,0.00000000
-3.05852926,1.79881639,0.34544162,1.50402956,0.07932443,0.38367951,0.00081361,0.01775967,0.07522479,0.00000000
-3.05252626,1.83723687,0.35639058,1.53955004,0.07959569,0.38565473,0.00077080,0.01824351,0.07769283,0.00000000
-3.04652326,1.87772919,0.36770043,1.57497782,0.08037279,0.38922571,0.00072974,0.01879751,0.08039126,0.00000000
-3.04052026,1.92034713,0.37934601,1.61026267,0.08169800,0.39450135,0.00069106,0.01942526,0.08326472,0.00000000
-3.03451726,1.96510386,0.39130594,1.64534849,0.08360917,0.40155889,0.00065526,0.02012812,0.08625875,0.00000000
-3.02851426,2.01197391,0.40356210,1.68017690,0.08613946,0.41044351,0.00062273,0.02090512,0.08932092,0.00000000
-3.02251126,2.06089708,0.41609895,1.71469175,0.08931708,0.42116878,0.00059377,0.02175287,0.09240205,0.00000000
-3.01650825,2.11178382,0.42890278,1.74884430,0.09316524,0.43371799,0.00056852,0.02266562,0.09545730,0.00000000
-3.01050525,2.16452142,0.44196069,1.78259849,0.09770202,0.44804604,0.00054706,0.02363535,0.09844733,0.00000000
-3.00450225,2.21898042,0.45525961,1.81593588,0.10294030,0.46408167,0.00052934,0.02465199,0.10133929,0.00000000
-2.99849925,2.27502065,0.46878506,1.84885988,0.10888754,0.48172978,0.00051524,0.02570364,0.10410769,0.00000000
-2.99249625,2.33249631,0.48251989,1.88139885,0.11554549,0.50087372,0.00050458,0.02677686,0.10673508,0.00000000
-2.98649325,2.39125979,0.49644305,1.91360768,0.12290976,0.52137739,0.00049712,0.02785705,0.10921247,0.00000000
-2.98049025,2.45116397,0.51052835,1.94556783,0.13096921,0.54308702,0.00049257,0.02892880,0.11153945,0.00000000
-2.97448724,2.51206284,0.52474346,1.97738565,0.13970523,0.56583269,0.00049064,0.02997628,0.11372407,0.00000000
-2.96848424,2.57381068,0.53904911,2.00918898,0.14909103,0.58942970,0.00049101,0.03098368,0.11578234,0.00000000
-2.96248124,2.63625992,0.55339863,2.04112231,0.15909074,0.61367967,0.00049336,0.03193556,0.11773742,0.00000000
-2.95647824,2.69925810,0.56773788,2.07334064,0.16965878,0.63837183,0.00049740,0.03281728,0.11961858,0.00000000
-2.95047524,2.76264440,0.58200572,2.10600238,0.18073921,0.66328447,0.00050285,0.03361533,0.12145987,0.00000000
-2.94447224,2.82624610,0.59613485,2.13926163,0.19226547,0.68818670,0.00050947,0.03431773,0.12329853,0.00000000
-2.93846923,2.88987565,0.61005321,2.17326036,0.20416032,0.71284089,0.00051704,0.03491428,0.12517339,0.00000000
-2.93246623,2.95332855,0.62368583,2.20812065,0.21633631,0.73700570,0.00052540,0.03539689,0.12712308,0.00000000
-2.92646323,3.01638248,0.63695690,2.24393754,0.22869667,0.76043979,0.00053441,0.03575973,0.12918435,0.00000000
-2.92046023,3.07879793,0.64979226,2.28077261,0.24113662,0.78290637,0.00054400,0.03599950,0.13139041,0.00000000
-2.91445723,3.14032019,0.66212181,2.31864873,0.25354531,0.80417819,0.00055411,0.03611545,0.13376950,0.00000000
-2.90845423,3.20068278,0.67388193,2.35754589,0.26580808,0.82404316,0.00056475,0.03610952,0.13634360,0.00000000
-2.90245123,3.25961206,0.68501768,2.39739846,0.27780914,0.84231006,0.00057595,0.03598630,0.13912755,0.00000000
-2.89644822,3.31683258,0.69548452,2.43809374,0.28943452,0.85881418,0.00058779,0.03575295,0.14212835,0.00000000
-2.89044522,3.37207289,0.70524955,2.47947178,0.30057510,0.87342264,0.00060036,0.03541906,0.14534491,0.00000000
-2.88444222,3.42507128,0.71429208,2.52132662,0.31112965,0.88603884,0.00061377,0.03499646,0.14876808,0.00000000
-2.87843922,3.47558099,0.72260350,2.56340855,0.32100763,0.89660594,0.00062816,0.03449891,0.15238100,0.00000000
-2.87243622,3.52337462,0.73018641,2.60542771,0.33013171,0.90510893,0.00064368,0.03394177,0.15615983,0.00000000
-2.86643322,3.56824736,0.73705307,2.64705858,0.33843965,0.91157510,0.00066044,0.03334156,0.16007457,0.00000000
-2.86043022,3.61001891,0.74322330,2.68794559,0.34588568,0.91607292,0.00067858,0.03271552,0.16409020,0.00000000
-2.85442721,3.64853408,0.74872191,2.72770973,0.35244106,0.91870906,0.00069818,0.03208111,0.16816787,0.00000000
-2.84842421,3.68366222,0.75357595,2.76595609,0.35809392,0.91962387,0.00071931,0.03145548,0.17226613,0.00000000
-2.84242121,3.71529567,0.75781189,2.80228234,0.36284831,0.91898532,0.00074196,0.03085490,0.17634220,0.00000000
-2.83641821,3.74334764,0.76145307,2.83628809,0.36672251,0.91698180,0.00076612,0.03029427,0.18035306,0.00000000
-2.83041521,3.76774991,0.76451749,2.86758510,0.36974677,0.91381408,0.00079166,0.02978662,0.18425653,0.00000000
-2.82441221,3.78845078,0.76701634,2.89580806,0.37196048,0.90968689,0.00081841,0.02934265,0.18801207,0.00000000
-2.81840920,3.80541369,0.76895325,2.92062581,0.37340912,0.90480050,0.00084614,0.02897036,0.19158142,0.00000000
-2.81240620,3.81861673,0.77032438,2.94175270,0.37414101,0.89934283,0.00087452,0.02867477,0.19492912,0.00000000
-2.80640320,3.82805338,0.77111950,2.95895956,0.37420417,0.89348243,0.00090316,0.02845774,0.19802265,0.00000000
-2.80040020,3.83373442,0.77132387,2.97208401,0.37364346,0.88736272,0.00093161,0.02831791,0.20083261,0.00000000
-2.79439720,3.83569094,0.77092088,2.98103939,0.37249817,0.88109776,0.00095937,0.02825074,0.20333260,0.00000000
-2.78839420,3.83397819,0.76989525,2.98582190,0.37080022,0.87476976,0.00098588,0.02824872,0.20549908,0.00000000
-2.78239120,3.82867992,0.76823664,2.98651525,0.36857301,0.86842828,0.00101055,0.02830167,0.20731113,0.00000000
-2.77638819,3.81991266,0.76594329,2.98329263,0.36583117,0.86209128,0.00103280,0.02839714,0.20875029,0.00000000
-2.77038519,3.80782947,0.76302553,2.97641522,0.36258093,0.85574774,0.00105205,0.02852093,0.20980031,0.00000000
-2.76438219,3.79262272,0.75950880,2.96622746,0.35882131,0.84936163,0.00106773,0.02865768,0.21044710,0.00000000
-2.75837919,3.77452523,0.75543609,2.95314870,0.35454596,0.84287707,0.00107933,0.02879150,0.21067876,0.00000000
-2.75237619,3.75380978,0.75086941,2.93766162,0.34974546,0.83622415,0.00108643,0.02890664,0.21048566,0.00000000
-2.74637319,3.73078645,0.74589034,2.92029767,0.34440999,0.82932531,0.00108867,0.02898812,0.20986074,0.00000000
-2.74037019,3.70579810,0.74059952,2.90162023,0.33853216,0.82210163,0.00108578,0.02902243,0.20879995,0.00000000
-2.73436718,3.67921393,0.73511507,2.88220618,0.33210984,0.81447900,0.00107765,0.02899799,0.20730270,0.00000000
-2.72836418,3.65142164,0.72957005,2.86262682,0.32514875,0.80639366,0.00106426,0.02890572,0.20537244,0.00000000
-2.72236118,3.62281860,0.72410912,2.84342911,0.31766474,0.79779702,0.00104570,0.02873942,0.20301734,0.00000000
-2.71635818,3.59380258,0.71888451,2.82511817,0.30968547,0.78865952,0.00102223,0.02849596,0.20025085,0.00000000
-2.71035518,3.56476267,0.71405162,2.80814194,0.30125157,0.77897350,0.00099420,0.02817554,0.19709229,0.00000000
-2.70435218,3.53607106,0.70976435,2.79287881,0.29241711,0.76875501,0.00096208,0.02778158,0.19356732,0.00000000
-2.69834917,3.50807593,0.70617051,2.77962878,0.28324934,0.75804452,0.00092643,0.02732069,0.18970829,0.00000000
-2.69234617,3.48109611,0.70340744,2.76860836,0.27382779,0.74690672,0.00088790,0.02680242,0.18555437,0.00000000
-2.68634317,3.45541747,0.70159799,2.75994942,0.26424274,0.73542941,0.00084722,0.02623888,0.18115157,0.00000000
-2.68034017,3.43129103,0.70084708,2.75370172,0.25459317,0.72372156,0.00080513,0.02564433,0.17655248,0.00000000
-2.67433717,3.40893280,0.70123875,2.74983853,0.24498426,0.71191084,0.00076242,0.02503469,0.17181581,0.00000000
-2.66833417,3.38852472,0.70283394,2.74826490,0.23552463,0.70014051,0.00071988,0.02442695,0.16700573,0.00000000
-2.66233117,3.37021639,0.70566880,2.74882756,0.22632341,0.68856594,0.00067828,0.02383860,0.16219105,0.00000000
-2.65632816,3.35412700,0.70975363,2.75132566,0.21748726,0.67735086,0.00063835,0.02328708,0.15744415,0.00000000
-2.65032516,3.34034694,0.71507234,2.75552152,0.20911752,0.66666331,0.00060078,0.02278914,0.15283983,0.00000000
-2.64432216,3.32893855,0.72158232,2.76115041,0.20130757,0.65667160,0.00056620,0.02236035,0.14845408,0.00000000
-2.63831916,3.31993574,0.72921481,2.76792905,0.19414053,0.64754010,0.00053515,0.02201462,0.14436272,0.00000000
-2.63231616,3.31334234,0.73787564,2.77556202,0.18768730,0.63942516,0.00050811,0.02176377,0.14064008,0.00000000
-2.62631316,3.30912918,0.74744633,2.78374638,0.18200509,0.63247114,0.00048546,0.02161721,0.13735766,0.00000000
-2.62031016,3.30723013,0.75778563,2.79217415,0.17713642,0.62680661,0.00046751,0.02158171,0.13458286,0.00000000
-2.61430715,3.30753777,0.76873157,2.80053330,0.17310865,0.62254094,0.00045447,0.02166124,0.13237783,0.00000000
-2.60830415,3.30989910,0.78010399,2.80850771,0.16993392,0.61976122,0.00044646,0.02185696,0.13079836,0.00000000
-2.60230115,3.31411216,0.79170772,2.81577673,0.16760964,0.61852974,0.00044353,0.02216724,0.12989300,0.00000000
-2.59629815,3.31992439,0.80333643,2.82201519,0.16611935,0.61888200,0.00044567,0.02258786,0.12970226,0.00000000
-2.59029515,3.32703335,0.81477716,2.82689455,0.16543397,0.62082547,0.00045276,0.02311221,0.13025804,0.00000000
-2.58429215,3.33509044,0.82581569,2.83008585,0.16551341,0.62433910,0.00046467,0.02373161,0.13158325,0.00000000
-2.57828914,3.34370819,0.83624243,2.83126494,0.16630834,0.62937354,0.00048119,0.02443572,0.13369155,0.00000000
-2.57228614,3.35247093,0.84585899,2.83012027,0.16776224,0.63585231,0.00050206,0.02521295,0.13658738,0.00000000
-2.56628314,3.36094910,0.85448507,2.82636309,0.16981347,0.64367367,0.00052699,0.02605095,0.14026611,0.00000000
-2.56028014,3.36871641,0.86196554,2.81973990,0.17239752,0.65271331,0.00055567,0.02693705,0.14471449,0.00000000
-2.55427714,3.37536933,0.86817739,2.81004640,0.17544905,0.66282776,0.00058776,0.02785877,0.14991117,0.00000000
-2.54827414,3.38054779,0.87303611,2.79714223,0.17890403,0.67385827,0.00062292,0.02880425,0.15582752,0.00000000
-2.54227114,3.38395598,0.87650140,2.78096537,0.18270162,0.68563530,0.00066081,0.02976268,0.16242859,0.00000000
-2.53626813,3.38538188,0.87858159,2.76154518,0.18678591,0.69798322,0.00070109,0.03072465,0.16967421,0.00000000
-2.53026513,3.38471426,0.87933661,2.73901287,0.19110738,0.71072514,0.00074343,0.03168241,0.17752025,0.00000000
-2.52426213,3.38195584,0.87887914,2.71360835,0.19562412,0.72368773,0.00078753,0.03263011,0.18592001,0.00000000
-2.51825913,3.37723163,0.87737376,2.68568263,0.20030271,0.73670583,0.00083313,0.03356385,0.19482563,0.00000000
-2.51225613,3.37079139,0.87503405,2.65569493,0.20511876,0.74962664,0.00087999,0.03448175,0.20418951,0.00000000
-2.50625313,3.36300590,0.87211737,2.62420436,0.21005712,0.76231336,0.00092793,0.03538382,0.21396568,0.00000000
-2.50025013,3.35435660,0.86891766,2.59185595,0.21511162,0.77464810,0.00097681,0.03627184,0.22411106,0.00000000
-2.49424712,3.34541890,0.86575633,2.55936136,0.22028455,0.78653400,0.00102654,0.03714904,0.23458650,0.00000000
-2.48824412,3.33683959,0.86297135,2.52747504,0.22558566,0.79789639,0.00107707,0.03801982,0.24535750,0.00000000
-2.48224112,3.32930921,0.86090525,2.49696659,0.23103083,0.80868295,0.00112841,0.03888935,0.25639466,0.00000000
-2.47623812,3.32353049,0.85989209,2.46859069,0.23664039,0.81886283,0.00118060,0.03976315,0.26767362,0.00000000
-2.47023512,3.32018424,0.86024416,2.44305579,0.24243711,0.82842480,0.00123372,0.04064661,0.27917461,0.00000000
-2.46423212,3.31989426,0.86223881,2.42099329,0.24844394,0.83737435,0.00128789,0.04154457,0.29088142,0.00000000
-2.45822911,3.32319280,0.86610591,2.40292843,0.25468151,0.84573006,0.00134325,0.04246089,0.30277998,0.00000000
-2.45222611,3.33048834,0.87201665,2.38925461,0.26116556,0.85351914,0.00139992,0.04339800,0.31485641,0.00000000
-2.44622311,3.34203718,0.88007387,2.38021221,0.26790429,0.86077257,0.00145806,0.04435657,0.32709473,0.00000000
-2.44022011,3.35792042,0.89030477,2.37587326,0.27489584,0.86751996,0.00151783,0.04533525,0.33947430,0.00000000
-2.43421711,3.37802751,0.90265592,2.37613273,0.28212594,0.87378444,0.00157936,0.04633044,0.35196709,0.00000000
-2.42821411,3.40204746,0.91699133,2.38070692,0.28956591,0.87957794,0.00164278,0.04733618,0.36453504,0.00000000
-2.42221111,3.42946841,0.93309336,2.38913946,0.29717115,0.88489703,0.00170823,0.04834416,0.37712765,0.00000000
-2.41620810,3.45958609,0.95066692,2.40081458,0.30488014,0.88971988,0.00177584,0.04934385,0.38967998,0.00000000
-2.41020510,3.49152099,0.96934667,2.41497746,0.31261427,0.89400435,0.00184575,0.05032266,0.40211130,0.00000000
-2.40420210,3.52424413,0.98870721,2.43076080,0.32027834,0.89768759,0.00191814,0.05126633,0.41432455,0.00000000
-2.39819910,3.55661051,1.00827591,2.44721673,0.32776201,0.90068733,0.00199323,0.05215928,0.42620680,0.00000000
-2.39219610,3.58739927,1.02754814,2.46335273,0.33494207,0.90290478,0.00207127,0.05298520,0.43763068,0.00000000
-2.38619310,3.61535905,1.04600408,2.47817004,0.34168558,0.90422933,0.00215263,0.05372758,0.44845706,0.00000000
-2.38019010,3.63925672,1.06312688,2.49070320,0.34785374,0.90454464,0.00223772,0.05437034,0.45853865,0.00000000
-2.37418709,3.65792754,1.07842114,2.50005873,0.35330653,0.90373612,0.00232709,0.05489851,0.46772469,0.00000000
-2.36818409,3.67032454,1.09143118,2.50545145,0.35790769,0.90169924,0.00242134,0.05529890,0.47586642,0.00000000
-2.36218109,3.67556474,1.10175816,2.50623674,0.36153010,0.89834832,0.00252120,0.05556065,0.48282309,0.00000000
-2.35617809,3.67297011,1.10907544,2.50193724,0.36406116,0.89362528,0.00262744,0.05567584,0.48846829,0.00000000
-2.35017509,3.66210103,1.11314126,2.49226264,0.36540791,0.88750769,0.00274090,0.05563993,0.49269617,0.00000000
-2.34417209,3.64278040,1.11380830,2.47712159,0.36550169,0.88001567,0.00286240,0.05545209,0.49542728,0.00000000
-2.33816908,3.61510705,1.11102941,2.45662510,0.36430210,0.87121706,0.00299273,0.05511539,0.49661362,0.00000000
-2.33216608,3.57945720,1.10485935,2.43108091,0.36179994,0.86123035,0.00313256,0.05463683,0.49624257,0.00000000
-2.32616308,3.53647375,1.09545219,2.40097920,0.35801896,0.85022504,0.00328239,0.05402720,0.49433944,0.00000000
-2.32016008,3.48704331,1.08305450,2.36697002,0.35301636,0.83841928,0.00344250,0.05330077,0.49096840,0.00000000
-2.31415708,3.43226194,1.06799455,2.32983341,0.34688191,0.82607457,0.00361281,0.05247481,0.48623171,0.00000000
-2.30815408,3.37339084,1.05066803,2.29044357,0.33973568,0.81348770,0.00379292,0.05156894,0.48026715,0.00000000
-2.30215108,3.31180398,1.03152078,2.24972881,0.33172443,0.80098024,0.00398194,0.05060444,0.47324374,0.00000000
-2.29614807,3.24893008,1.01102950,2.20862894,0.32301692,0.78888590,0.00417856,0.04960340,0.46535592,0.00000000
-2.29014507,3.18619167,0.98968125,2.16805253,0.31379815,0.77753642,0.00438093,0.04858785,0.45681655,0.00000000
-2.28414207,3.12494420,0.96795279,2.12883575,0.30426295,0.76724665,0.00458673,0.04757886,0.44784886,0.00000000
-2.27813907,3.06641822,0.94629074,2.09170509,0.29460910,0.75829952,0.00479316,0.04659576,0.43867790,0.00000000
-2.27213607,3.01166735,0.92509347,2.05724566,0.28503040,0.75093183,0.00499696,0.04565536,0.42952194,0.00000000
-2.26613307,2.96152478,0.90469571,2.02587661,0.27570986,0.74532139,0.00519455,0.04477129,0.42058408,0.00000000
-2.26013007,2.91657015,0.88535643,1.99783488,0.26681341,0.74157649,0.00538206,0.04395360,0.41204470,0.00000000
-2.25412706,2.87710863,0.86725073,1.97316794,0.25848446,0.73972811,0.00555547,0.04320837,0.40405488,0.00000000
-2.24812406,2.84316272,0.85046582,1.95173568,0.25083933,0.73972536,0.00571074,0.04253765,0.39673139,0.00000000
-2.24212106,2.81447723,0.83500136,1.93322129,0.24396399,0.74143456,0.00584395,0.04193953,0.39015309,0.00000000
-2.23611806,2.79053669,0.82077390,1.91715017,0.23791198,0.74464188,0.00595143,0.04140838,0.38435923,0.00000000
-2.23011506,2.77059408,0.80762515,1.90291589,0.23270371,0.74905962,0.00602991,0.04093527,0.37934941,0.00000000
-2.22411206,2.75370913,0.79533344,1.88981140,0.22832711,0.75433578,0.00607664,0.04050855,0.37508530,0.00000000
-2.21810905,2.73879389,0.78362765,1.87706397,0.22473946,0.76006646,0.00608949,0.04011448,0.37149382,0.00000000
-2.21210605,2.72466314,0.77220292,1.86387170,0.22187033,0.76581058,0.00606709,0.03973795,0.36847170,0.00000000
-2.20610305,2.71008693,0.76073716,1.84943982,0.21962551,0.77110621,0.00600880,0.03936325,0.36589103,0.00000000
-2.20010005,2.69384267,0.74890749,1.83301494,0.21789158,0.77548762,0.00591483,0.03897478,0.36360552,0.00000000
-2.19409705,2.67476426,0.73640590,1.81391557,0.21654106,0.77850256,0.00578618,0.03855771,0.36145716,0.00000000
-2.18809405,2.65178619,0.72295329,1.79155768,0.21543774,0.77972868,0.00562464,0.03809861,0.35928289,0.00000000
-2.18209105,2.62398080,0.70831135,1.76547435,0.21444211,0.77878863,0.00543270,0.03758591,0.35692109,0.00000000
-2.17608804,2.59058764,0.69229191,1.73532901,0.21341659,0.77536312,0.00521349,0.03701026,0.35421748,0.00000000
-2.17008504,2.55103409,0.67476333,1.70092209,0.21223037,0.76920147,0.00497066,0.03636483,0.35103044,0.00000000
-2.16408204,2.50494719,0.65565404,1.66219136,0.21076380,0.76012936,0.00470824,0.03564533,0.34723531,0.00000000
-2.15807904,2.45215698,0.63495317,1.61920666,0.20891207,0.74805355,0.00443054,0.03485011,0.34272784,0.00000000
-2.15207604,2.39269216,0.61270858,1.57215982,0.20658820,0.73296351,0.00414195,0.03397998,0.33742663,0.00000000
-2.14607304,2.32676909,0.58902253,1.52135080,0.20372529,0.71493022,0.00384689,0.03303809,0.33127460,0.00000000
-2.14007004,2.25477557,0.56404561,1.46717143,0.20027798,0.69410216,0.00354962,0.03202964,0.32423948,0.00000000
-2.13406703,2.17725074,0.53796913,1.41008762,0.19622316,0.67069908,0.00325414,0.03096166,0.31631361,0.00000000
-2.12806403,2.09486271,0.51101684,1.35062154,0.19156002,0.64500384,0.00296412,0.02984268,0.30751291,0.00000000
-2.12206103,2.00838507,0.48343611,1.28933436,0.18630940,0.61735282,0.00268281,0.02868250,0.29787534,0.00000000
-2.11605803,1.91867368,0.45548929,1.22681068,0.18051273,0.58812545,0.00241298,0.02749188,0.28745890,0.00000000
-2.11005503,1.82664461,0.42744549,1.16364492,0.17423036,0.55773331,0.00215690,0.02628238,0.27633929,0.00000000
-2.10405203,1.73325396,0.39957320,1.10043028,0.16753971,0.52660929,0.00191633,0.02506613,0.26460740,0.00000000
-2.09804902,1.63947998,0.37213376,1.03775002,0.16053298,0.49519712,0.00169253,0.02385568,0.25236663,0.00000000
-2.09204602,1.54630764,0.34537612,0.97617126,0.15331485,0.46394168,0.00148627,0.02266394,0.23973020,0.00000000
-2.08604302,1.45471559,0.31953266,0.91624081,0.14599996,0.43328028,0.00129791,0.02150404,0.22681849,0.00000000
-2.08004002,1.36566524,0.29481615,0.85848259,0.13871037,0.40363501,0.00112739,0.02038926,0.21375643,0.00000000
-2.07403702,1.28009148,0.27141776,0.80339628,0.13157305,0.37540632,0.00097433,0.01933301,0.20067100,0.00000000
-2.06803402,1.19889463,0.24950598,0.75145645,0.12471735,0.34896763,0.00083809,0.01834869,0.18768885,0.00000000
-2.06203102,1.12293305,0.22922621,0.70311189,0.11827259,0.32466111,0.00071780,0.01744962,0.17493406,0.00000000
-2.05602801,1.05301585,0.21070092,0.65878439,0.11236566,0.30279426,0.00061245,0.01664890,0.16252604,0.00000000
-2.05002501,0.98989532,0.19403015,0.61886693,0.10711873,0.28363732,0.00052092,0.01595927,0.15057759,0.00000000
-2.04402201,0.93425885,0.17929216,0.58372073,0.10264701,0.26742118,0.00044203,0.01539283,0.13919315,0.00000000
-2.03801901,0.88671997,0.16654418,0.55367118,0.09905662,0.25433570,0.00037459,0.01496087,0.12846724,0.00000000
-2.03201601,0.84780861,0.15582307,0.52900273,0.09644246,0.24452829,0.00031746,0.01467355,0.11848301,0.00000000
-2.02601301,0.81796074,0.14714580,0.50995263,0.09488631,0.23810265,0.00026950,0.01453955,0.10931116,0.00000000
-2.02001001,0.79750756,0.14050986,0.49670411,0.09445493,0.23511756,0.00022969,0.01456580,0.10100899,0.00000000
-2.01400700,0.78666477,0.13589345,0.48937905,0.09519832,0.23558576,0.00019705,0.01475710,0.09361973,0.00000000
-2.00800400,0.78552242,0.13325565,0.48803074,0.09714818,0.23947305,0.00017072,0.01511584,0.08717214,0.00000000
-2.00200100,0.79403597,0.13253645,0.49263720,0.10031663,0.24669754,0.00014992,0.01564164,0.08168046,0.00000000
-1.99599800,0.81201922,0.13365704,0.50309548,0.10469515,0.25712942,0.00013399,0.01633119,0.07714453,0.00000000
-1.98999500,0.83913981,0.13652010,0.51921758,0.11025389,0.27059123,0.00012235,0.01717802,0.07355041,0.00000000
-1.98399200,0.87491797,0.14101053,0.54072822,0.11694143,0.28685900,0.00011452,0.01817240,0.07087106,0.00000000
-1.97798899,0.91872902,0.14699655,0.56726515,0.12468496,0.30566436,0.00011009,0.01930137,0.06906755,0.00000000
-1.97198599,0.96981009,0.15433127,0.59838204,0.13339101,0.32669779,0.00010879,0.02054883,0.06809039,0.00000000
-1.96598299,1.02727137,0.16285481,0.63355433,0.14294673,0.34961315,0.00011038,0.02189577,0.06788115,0.00000000
-1.95997999,1.09011187,0.17239709,0.67218794,0.15322171,0.37403363,0.00011476,0.02332056,0.06837432,0.00000000
-1.95397699,1.15723971,0.18278103,0.71363088,0.16407045,0.39955895,0.00012188,0.02479945,0.06949931,0.00000000
-1.94797399,1.22749630,0.19382639,0.75718746,0.17533525,0.42577384,0.00013182,0.02630705,0.07118255,0.00000000
-1.94197099,1.29968407,0.20535396,0.80213465,0.18684966,0.45225760,0.00014473,0.02781697,0.07334967,0.00000000
-1.93596798,1.37259658,0.21718994,0.84774015,0.19844224,0.47859433,0.00016092,0.02930255,0.07592761,0.00000000
-1.92996498,1.44505019,0.22917052,0.89328138,0.20994066,0.50438369,0.00018078,0.03073751,0.07884671,0.00000000
-1.92396198,1.51591590,0.24114619,0.93806483,0.22117580,0.52925160,0.00020488,0.03209676,0.08204253,0.00000000
-1.91795898,1.58415019,0.25298582,0.98144465,0.23198594,0.55286044,0.00023393,0.03335711,0.08545752,0.00000000
-1.91195598,1.64882330,0.26458008,1.02283997,0.24222067,0.57491837,0.00026883,0.03449795,0.08904231,0.00000000
-1.90595298,1.70914382,0.27584406,1.06174988,0.25174448,0.59518718,0.00031068,0.03550187,0.09275665,0.00000000
-1.89994997,1.76447838,0.28671898,1.09776555,0.26043983,0.61348831,0.00036079,0.03635518,0.09656997,0.00000000
-1.89394697,1.81436536,0.29717274,1.13057876,0.26820956,0.62970673,0.00042073,0.03704828,0.10046143,0.00000000
-1.88794397,1.85852199,0.30719926,1.15998647,0.27497862,0.64379229,0.00049229,0.03757597,0.10441956,0.00000000
-1.88194097,1.89684445,0.31681662,1.18589114,0.28069492,0.65575852,0.00057757,0.03793751,0.10844146,0.00000000
