energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.69384692,4.74889150,0.01988649,1.44971341,5.07078655,1.40028612,0.10990367,1.21948347
-5.68784392,4.56399053,0.01906345,1.39649342,4.87650211,1.34922383,0.10570388,1.16931447
-5.68184092,4.37447079,0.01822441,1.34138187,4.67550312,1.29751120,0.10114060,1.11862306
-5.67583792,4.18304817,0.01738398,1.28519896,4.47060110,1.24596758,0.09627540,1.06810043
-5.66983492,3.99255639,0.01655732,1.22879453,4.26475431,1.19543880,0.09117668,1.01846922
-5.66383192,3.80586177,0.01575985,1.17302010,4.06097501,1.14677094,0.08591744,0.97046312
-5.65782891,3.62577625,0.01500688,1.11870066,3.86223445,1.10078387,0.08057306,0.92480588
-5.65182591,3.45497168,0.01431329,1.06660760,3.67136962,1.05824548,0.07521899,0.88219023
-5.64582291,3.29589890,0.01369315,1.01743361,3.49099546,1.01984753,0.06992865,0.84325758
-5.63981991,3.15071459,0.01315936,0.97177090,3.32342624,0.98618417,0.06477133,0.80857921
-5.63381691,3.02121850,0.01272333,0.93009337,3.17060902,0.95773375,0.05981051,0.77863954
-5.62781391,2.90880355,0.01239468,0.89274358,3.03407193,0.93484468,0.05510232,0.75382212
-5.62181091,2.81442024,0.01218097,0.85992493,2.91488896,0.91772577,0.05069438,0.73439874
-5.61580790,2.73855660,0.01208745,0.83169936,2.81366249,0.90644133,0.04662501,0.72052206
-5.60980490,2.68123411,0.01211694,0.80799045,2.73052382,0.90091111,0.04292270,0.71222188
-5.60380190,2.64201930,0.01226966,0.78859184,2.66515120,0.90091506,0.03960600,0.70940518
-5.59779890,2.62005024,0.01254321,0.77318029,2.61680431,0.90610252,0.03668372,0.71185993
-5.59179590,2.61407665,0.01293254,0.76133292,2.58437309,0.91600548,0.03415536,0.71926235
-5.58579290,2.62251172,0.01343009,0.75254768,2.56643880,0.93005537,0.03201180,0.73118745
-5.57978989,2.64349341,0.01402586,0.74626604,2.56134417,0.94760258,0.03023626,0.74712249
-5.57378689,2.67495285,0.01470769,0.74189708,2.56726960,0.96793813,0.02880532,0.76648274
-5.56778389,2.71468706,0.01546148,0.73884175,2.58231205,0.99031654,0.02769013,0.78862918
-5.56178089,2.76043336,0.01627154,0.73651633,2.60456322,1.01397917,0.02685760,0.81288746
-5.55577789,2.80994256,0.01712097,0.73437419,2.63218363,1.03817721,0.02627168,0.83856745
-5.54977489,2.86104862,0.01799208,0.73192489,2.66346973,1.06219343,0.02589457,0.86498289
-5.54377189,2.91173204,0.01886684,0.72875004,2.69691123,1.08536219,0.02568796,0.89147028
-5.53776888,2.96017505,0.01972734,0.72451525,2.73123637,1.10708683,0.02561405,0.91740655
-5.53176588,3.00480685,0.02055625,0.71897797,2.76544360,1.12685405,0.02563659,0.94222485
-5.52576288,3.04433738,0.02133728,0.71199095,2.79881843,1.14424481,0.02572173,0.96542791
-5.51975988,3.07777888,0.02205558,0.70350132,2.83093521,1.15894136,0.02583872,0.98659852
-5.51375688,3.10445474,0.02269810,0.69354576,2.86164400,1.17073044,0.02596052,1.00540688
-5.50775388,3.12399585,0.02325392,0.68224190,2.89104367,1.17950251,0.02606418,1.02161444
-5.50175088,3.13632512,0.02371447,0.66977672,2.91944280,1.18524711,0.02613113,1.03507435
-5.49574787,3.14163129,0.02407367,0.65639250,2.94731065,1.18804495,0.02614727,1.04572848
-5.48974487,3.14033378,0.02432800,0.64237124,2.97522098,1.18805689,0.02610297,1.05360132
-5.48374187,3.13304059,0.02447646,0.62801825,3.00379205,1.18551064,0.02599294,1.05879121
-5.47773887,3.12050175,0.02452050,0.61364587,3.03362590,1.18068587,0.02581595,1.06145936
-5.47173587,3.10356092,0.02446378,0.59955807,3.06525089,1.17389848,0.02557457,1.06181747
-5.46573287,3.08310784,0.02431196,0.58603675,3.09907051,1.16548503,0.02527474,1.06011466
-5.45972986,3.06003442,0.02407240,0.57333032,3.13532194,1.15578814,0.02492544,1.05662450
-5.45372686,3.03519686,0.02375381,0.56164513,3.17404698,1.14514364,0.02453823,1.05163303
-5.44772386,3.00938594,0.02336593,0.55114015,3.21507741,1.13387033,0.02412695,1.04542843
-5.44172086,2.98330728,0.02291918,0.54192499,3.25803611,1.12226283,0.02370730,1.03829307
-5.43571786,2.95757241,0.02242436,0.53406135,3.30235456,1.11058791,0.02329668,1.03049837
-5.42971486,2.93270115,0.02189236,0.52756773,3.34730592,1.09908462,0.02291388,1.02230272
-5.42371186,2.90913489,0.02133396,0.52242691,3.39205254,1.08796785,0.02257907,1.01395264
-5.41770885,2.88725953,0.02075960,0.51859592,3.43570529,1.07743534,0.02231364,1.00568674
-5.41170585,2.86743643,0.02017935,0.51601760,3.47739167,1.06767720,0.02214028,0.99774236
-5.40570285,2.85003864,0.01960277,0.51463313,3.51632864,1.05888737,0.02208297,0.99036390
-5.39969985,2.83548964,0.01903895,0.51439478,3.55189598,1.05127593,0.02216704,0.98381223
-5.39369685,2.82430129,0.01849651,0.51527786,3.58370546,1.04508116,0.02241918,0.97837401
-5.38769385,2.81710742,0.01798364,0.51729122,3.61166125,1.04058016,0.02286743,0.97437007
-5.38169085,2.81468999,0.01750820,0.52048554,3.63600730,1.03809694,0.02354106,0.97216152
-5.37568784,2.81799461,0.01707774,0.52495867,3.65735798,1.03800688,0.02447027,0.97215283
-5.36968484,2.82813320,0.01669949,0.53085768,3.67670894,1.04073671,0.02568586,0.97479099
-5.36368184,2.84637179,0.01638044,0.53837725,3.69542637,1.04675950,0.02721860,0.98056003
-5.35767884,2.87410282,0.01612724,0.54775428,3.71521379,1.05658411,0.02909850,0.98997080
-5.35167584,2.91280190,0.01594608,0.55925886,3.73805694,1.07073946,0.03135385,1.00354575
-5.34567284,2.96397017,0.01584260,0.57318194,3.76614831,1.08975371,0.03401009,1.02179922
-5.33966983,3.02906437,0.01582169,0.58982012,3.80179439,1.11412933,0.03708855,1.04521384
-5.33366683,3.10941765,0.01588722,0.60945839,3.84730962,1.14431502,0.04060513,1.07421400
-5.32766383,3.20615489,0.01604187,0.63235155,3.90490177,1.18067585,0.04456879,1.10913776
-5.32166083,3.32010692,0.01628683,0.65870528,3.97655446,1.22346326,0.04898027,1.15020856
-5.31565783,3.45172839,0.01662157,0.68865799,4.06391258,1.27278653,0.05383071,1.19750840
-5.30965483,3.60102417,0.01704368,0.72226419,4.16817651,1.32858754,0.05910059,1.25095409
-5.30365183,3.76748885,0.01754866,0.75948059,4.29001087,1.39062033,0.06475884,1.31027831
-5.29764882,3.95006362,0.01812991,0.80015571,4.42947271,1.45843711,0.07076235,1.37501666
-5.29164582,4.14711387,0.01877868,0.84402355,4.58596343,1.53138179,0.07705583,1.44450218
-5.28564282,4.35643029,0.01948419,0.89070213,4.75820743,1.60859197,0.08357218,1.51786801
-5.27963982,4.57525453,0.02023382,0.93969685,4.94425925,1.68900980,0.09023330,1.59405873
-5.27363682,4.80032988,0.02101340,0.99040894,5.14153964,1.77140171,0.09695147,1.67185044
-5.26763382,5.02797565,0.02180759,1.04214871,5.34689951,1.85438652,0.10363114,1.74987914
-5.26163082,5.25418300,0.02260033,1.09415304,5.55670919,1.93647108,0.11017126,1.82667655
-5.25562781,5.47472853,0.02337536,1.14560660,5.76696951,2.01609200,0.11646791,1.90071208
-5.24962481,5.68530114,0.02411675,1.19566578,5.97343963,2.09166184,0.12241729,1.97043933
-5.24362181,5.88163689,0.02480947,1.24348426,6.17177632,2.16161786,0.12791883,2.03434521
-5.23761881,6.05965592,0.02543999,1.28823928,6.35767820,2.22447112,0.13287841,2.09099960
-5.23161581,6.21559557,0.02599669,1.32915725,6.52702883,2.27885391,0.13721143,2.13910334
-5.22561281,6.34613377,0.02647042,1.36553769,6.67603232,2.32356336,0.14084574,2.17753256
-5.21960980,6.44849730,0.02685476,1.39677440,6.80133564,2.35759940,0.14372408,2.20537726
-5.21360680,6.52055027,0.02714636,1.42237300,6.90013258,2.38019547,0.14580616,2.22197257
-5.20760380,6.56085920,0.02734501,1.44196410,6.97024534,2.39084073,0.14707009,2.22692131
-5.20160080,6.56873205,0.02745371,1.45531164,7.01018082,2.38929299,0.14751312,2.22010695
-5.19559780,6.54423007,0.02747850,1.46231613,7.01916003,2.37558210,0.14715176,2.20169644
-5.18959480,6.48815245,0.02742825,1.46301287,6.99712022,2.35000372,0.14602112,2.17213311
-5.18359180,6.40199512,0.02731428,1.45756530,6.94469096,2.31310430,0.14417352,2.13211987
-5.17758879,6.28788623,0.02714992,1.44625406,6.86314607,2.26565800,0.14167661,2.08259372
-5.17158579,6.14850170,0.02694996,1.42946234,6.75433483,2.20863698,0.13861073,2.02469296
-5.16558279,5.98696501,0.02673001,1.40765841,6.62059627,2.14317645,0.13506607,1.95971824
-5.15957979,5.80673616,0.02650592,1.38137618,6.46466117,2.07053627,0.13113934,1.88908965
-5.15357679,5.61149448,0.02629307,1.35119469,6.28954643,1.99206071,0.12693040,1.81430124
-5.14757379,5.40502054,0.02610577,1.31771758,6.09844682,1.90913798,0.12253882,1.73687511
-5.14157079,5.19108152,0.02595668,1.28155335,5.89462848,1.82316131,0.11806069,1.65831656
-5.13556778,4.97332459,0.02585624,1.24329718,5.68132843,1.73549260,0.11358553,1.58007206
-5.12956478,4.75518153,0.02581225,1.20351499,5.46166365,1.64743006,0.10919382,1.50349134
-5.12356178,4.53978771,0.02582956,1.16273027,5.23855250,1.56018040,0.10495482,1.42979468
-5.11755878,4.32991721,0.02590978,1.12141390,5.01465061,1.47483638,0.10092507,1.36004628
-5.11155578,4.12793539,0.02605125,1.07997728,4.79230235,1.39235985,0.09714746,1.29513421
-5.10555278,3.93576913,0.02624903,1.03876865,4.57350848,1.31357029,0.09365092,1.23575721
-5.09954977,3.75489450,0.02649505,0.99807244,4.35990958,1.23913878,0.09045063,1.18241835
-5.09354677,3.58634064,0.02677840,0.95811144,4.15278441,1.16958692,0.08754889,1.13542524
-5.08754377,3.43070840,0.02708570,0.91905138,3.95306181,1.10529015,0.08493634,1.09489633
-5.08154077,3.28820169,0.02740161,0.88100737,3.76134422,1.04648494,0.08259368,1.06077279
-5.07553777,3.15866921,0.02770931,0.84405178,3.57794075,0.99327910,0.08049358,1.03283505
-5.06953477,3.04165413,0.02799121,0.80822296,3.40290761,0.94566455,0.07860280,1.01072322
-5.06353177,2.93644916,0.02822948,0.77353434,3.23609343,0.90353176,0.07688444,0.99396047
-5.05752876,2.84215456,0.02840678,0.73998335,3.07718741,0.86668539,0.07530008,0.98197843
-5.05152576,2.75773676,0.02850684,0.70755975,2.92576803,0.83486034,0.07381179,0.97414363
-5.04552276,2.68208536,0.02851506,0.67625305,2.78135052,0.80773777,0.07238399,0.96978409
-5.03951976,2.61406671,0.02841903,0.64605868,2.64343146,0.78496060,0.07098499,0.96821515
-5.03351676,2.55257251,0.02820896,0.61698282,2.51152910,0.76614819,0.06958817,0.96876384
-5.02751376,2.49656212,0.02787800,0.58904568,2.38521849,0.75090967,0.06817288,0.97079097
-5.02151076,2.44509782,0.02742249,0.56228339,2.26416062,0.73885601,0.06672490,0.97371049
-5.01550775,2.39737240,0.02684205,0.53674843,2.14812526,0.72961033,0.06523662,0.97700555
-5.00950475,2.35272891,0.02613956,0.51250895,2.03700741,0.72281667,0.06370679,0.98024102
-5.00350175,2.31067279,0.02532105,0.48964693,1.93083741,0.71814687,0.06214007,0.98307235
-4.99749875,2.27087674,0.02439546,0.46825573,1.82978519,0.71530593,0.06054635,0.98525059
-4.99149575,2.23317900,0.02337429,0.44843709,1.73415920,0.71403556,0.05893982,0.98662390
-4.98549275,2.19757586,0.02227122,0.43029785,1.64440047,0.71411630,0.05733797,0.98713562
-4.97948974,2.16420949,0.02110165,0.41394676,1.56107278,0.71536821,0.05576060,0.98681936
-4.97348674,2.13335196,0.01988217,0.39949147,1.48484938,0.71765028,0.05422876,0.98579155
-4.96748374,2.10538662,0.01863008,0.38703585,1.41649708,0.72085882,0.05276379,0.98424191
-4.96148074,2.08078768,0.01736287,0.37667781,1.35685823,0.72492489,0.05138647,0.98242237
-4.95547774,2.06009908,0.01609773,0.36850764,1.30683116,0.72981103,0.05011630,0.98063501
-4.94947474,2.04391309,0.01485112,0.36260673,1.26734938,0.73550731,0.04897097,0.97921950
-4.94347174,2.03284949,0.01363836,0.35904678,1.23935981,0.74202707,0.04796594,0.97854045
-4.93746873,2.02753551,0.01247336,0.35788925,1.22380042,0.74940217,0.04711423,0.97897506
-4.93146573,2.02858688,0.01136830,0.35918498,1.22157706,0.75767814,0.04642632,0.98090145
-4.92546273,2.03659006,0.01033351,0.36297372,1.23353993,0.76690907,0.04591022,0.98468763
-4.91945973,2.05208550,0.00937736,0.36928359,1.26045948,0.77715258,0.04557153,0.99068157
-4.91345673,2.07555202,0.00850620,0.37813018,1.30300205,0.78846460,0.04541367,0.99920213
-4.90745373,2.10739198,0.00772441,0.38951525,1.36170538,0.80089443,0.04543808,1.01053100
-4.90145073,2.14791729,0.00703447,0.40342503,1.43695433,0.81447978,0.04564442,1.02490557
-4.89544772,2.19733610,0.00643709,0.41982805,1.52895719,0.82924216,0.04603071,1.04251266
-4.88944472,2.25574033,0.00593138,0.43867257,1.63772335,0.84518257,0.04659350,1.06348309
-4.88344172,2.32309405,0.00551498,0.45988380,1.76304275,0.86227766,0.04732791,1.08788711
-4.87743872,2.39922319,0.00518433,0.48336100,1.90446819,0.88047656,0.04822760,1.11573054
-4.87143572,2.48380683,0.00493479,0.50897459,2.06130120,0.89969833,0.04928473,1.14695188
-4.86543272,2.57637063,0.00476086,0.53656373,2.23258246,0.91983050,0.05048985,1.18142036
-4.85942971,2.67628295,0.00465638,0.56593437,2.41708754,0.94072846,0.05183173,1.21893510
-4.85342671,2.78275426,0.00461468,0.59685803,2.61332881,0.96221621,0.05329721,1.25922549
-4.84742371,2.89484033,0.00462874,0.62907164,2.81956402,0.98408818,0.05487108,1.30195313
-4.84142071,3.01144952,0.00469131,0.66227848,3.03381198,1.00611251,0.05653593,1.34671520
-4.83541771,3.13135481,0.00479507,0.69615028,3.25387546,1.02803550,0.05827215,1.39304966
-4.82941471,3.25321022,0.00493269,0.73033067,3.47737110,1.04958734,0.06005792,1.44044220
-4.82341171,3.37557198,0.00509696,0.76443980,3.70176599,1.07048892,0.06186936,1.48833500
-4.81740870,3.49692380,0.00528085,0.79808016,3.92442007,1.09045950,0.06368071,1.53613718
-4.81140570,3.61570595,0.00547759,0.83084334,4.14263336,1.10922506,0.06546468,1.58323686
-4.80540270,3.73034726,0.00568070,0.86231760,4.35369688,1.12652696,0.06719282,1.62901450
-4.79939970,3.83929929,0.00588412,0.89209599,4.55494572,1.14213065,0.06883603,1.67285734
-4.79339670,3.94107157,0.00608218,0.91978477,4.74381296,1.15583404,0.07036509,1.71417432
-4.78739370,4.03426674,0.00626967,0.94501176,4.91788260,1.16747520,0.07175128,1.75241129
-4.78139070,4.11761463,0.00644192,0.96743449,5.07494024,1.17693916,0.07296699,1.78706587
-4.77538769,4.19000401,0.00659481,0.98674773,5.21301988,1.18416333,0.07398633,1.81770152
-4.76938469,4.25051101,0.00672476,1.00269032,5.33044549,1.18914151,0.07478575,1.84396030
-4.76338169,4.29842325,0.00682886,1.01505095,5.42586639,1.19192619,0.07534461,1.86557391
-4.75737869,4.33325890,0.00690479,1.02367283,5.49828512,1.19262900,0.07564566,1.88237251
-4.75137569,4.35477991,0.00695089,1.02845708,5.54707739,1.19141932,0.07567549,1.89429101
-4.74537269,4.36299901,0.00696616,1.02936475,5.57200335,1.18852097,0.07542485,1.90137241
-4.73936968,4.35818009,0.00695025,1.02641748,5.57320992,1.18420703,0.07488896,1.90376816
-4.73336668,4.34083182,0.00690344,1.01969666,5.55122421,1.17879301,0.07406759,1.90173512
-4.72736368,4.31169460,0.00682663,1.00934131,5.50693801,1.17262825,0.07296517,1.89562934
-4.72136068,4.27172100,0.00672130,0.99554455,5.44158377,1.16608603,0.07159072,1.88589651
-4.71535768,4.22205007,0.00658950,0.97854881,5.35670266,1.15955244,0.06995770,1.87305937
-4.70935468,4.16397624,0.00643372,0.95863998,5.25410544,1.15341427,0.06808382,1.85770227
-4.70335168,4.09891345,0.00625690,0.93614043,5.13582711,1.14804638,0.06599066,1.84045332
-4.69734867,4.02835553,0.00606236,0.91140132,5.00407650,1.14379876,0.06370333,1.82196468
-4.69134567,3.95383407,0.00585366,0.88479420,4.86118211,1.14098370,0.06124999,1.80289152
-4.68534267,3.87687493,0.00563458,0.85670219,4.70953577,1.13986362,0.05866133,1.78387045
-4.67933967,3.79895503,0.00540901,0.82751105,4.55153565,1.14063993,0.05597004,1.76549821
-4.67333667,3.72146090,0.00518088,0.79760029,4.38953041,1.14344343,0.05321021,1.74831153
-4.66733367,3.64565065,0.00495405,0.76733474,4.22576622,1.14832686,0.05041673,1.73276897
-4.66133067,3.57262088,0.00473225,0.73705676,4.06233830,1.15525991,0.04762472,1.71923568
-4.65532766,3.50328019,0.00451899,0.70707939,3.90114872,1.16412733,0.04486894,1.70797192
-4.64932466,3.43833042,0.00431751,0.67768074,3.74387178,1.17473029,0.04218326,1.69912593
-4.64332166,3.37825681,0.00413068,0.64909978,3.59192813,1.18679142,0.03960018,1.69273176
-4.63731866,3.32332768,0.00396100,0.62153374,3.44646860,1.19996348,0.03715041,1.68871236
-4.63131566,3.27360389,0.00381052,0.59513718,3.30836789,1.21384165,0.03486254,1.68688798
-4.62531266,3.22895786,0.00368086,0.57002273,3.17822849,1.22797915,0.03276274,1.68698970
-4.61930965,3.18910137,0.00357314,0.54626350,3.05639397,1.24190568,0.03087468,1.68867753
-4.61330665,3.15362099,0.00348802,0.52389696,2.94297111,1.25514806,0.02921938,1.69156242
-4.60730365,3.12201931,0.00342571,0.50293012,2.83785932,1.26725215,0.02781529,1.69523107
-4.60130065,3.09375999,0.00338599,0.48334561,2.74078574,1.27780517,0.02667837,1.69927234
-4.59529765,3.06831415,0.00336825,0.46510844,2.65134427,1.28645714,0.02582222,1.70330393
-4.58929465,3.04520565,0.00337153,0.44817297,2.56903634,1.29294058,0.02525835,1.70699787
-4.58329165,3.02405264,0.00339456,0.43248975,2.49331134,1.29708707,0.02499640,1.71010333
-4.57728864,3.00460300,0.00343585,0.41801180,2.42360488,1.29883993,0.02504433,1.71246558
-4.57128564,2.98676148,0.00349372,0.40469994,2.35937292,1.29826199,0.02540870,1.71403974
-4.56528264,2.97060685,0.00356637,0.39252704,2.30012038,1.29553789,0.02609479,1.71489864
-4.55927964,2.95639784,0.00365194,0.38148070,2.24542312,1.29097058,0.02710670,1.71523406
-4.55327664,2.94456728,0.00374854,0.37156451,2.19494256,1.28497179,0.02844734,1.71535108
-4.54727364,2.93570450,0.00385435,0.36279757,2.14843277,1.27804695,0.03011832,1.71565583
-4.54127064,2.93052673,0.00396763,0.35521252,2.10574021,1.27077481,0.03211972,1.71663704
-4.53526763,2.92984074,0.00408673,0.34885213,2.06679665,1.26378292,0.03444973,1.71884221
-4.52926463,2.93449678,0.00421020,0.34376467,2.03160642,1.25771976,0.03710426,1.72284964
-4.52326163,2.94533699,0.00433672,0.33999839,2.00022907,1.25322497,0.04007629,1.72923756
-4.51725863,2.96314113,0.00446520,0.33759542,1.97275879,1.25089903,0.04335539,1.73855215
-4.51125563,2.98857232,0.00459474,0.33658556,1.94930226,1.25127391,0.04692700,1.75127574
-4.50525263,3.02212581,0.00472465,0.33698014,1.92995625,1.25478601,0.05077183,1.76779713
-4.49924962,3.06408349,0.00485446,0.33876662,1.91478638,1.26175291,0.05486533,1.78838537
-4.49324662,3.11447666,0.00498391,0.34190394,1.90380825,1.27235499,0.05917718,1.81316839
-4.48724362,3.17305919,0.00511297,0.34631927,1.89697192,1.28662297,0.06367102,1.84211767
-4.48124062,3.23929272,0.00524184,0.35190603,1.89415055,1.30443200,0.06830429,1.87503972
-4.47523762,3.31234485,0.00537092,0.35852362,1.89513353,1.32550273,0.07302837,1.91157498
-4.46923462,3.39110094,0.00550087,0.36599877,1.89962448,1.34940942,0.07778896,1.95120415
-4.46323162,3.47418920,0.00563256,0.37412854,1.90724392,1.37559475,0.08252666,1.99326198
-4.45722861,3.56001824,0.00576715,0.38268488,1.91753650,1.40339080,0.08717795,2.03695791
-4.45122561,3.64682573,0.00590607,0.39142050,1.92998230,1.43204533,0.09167636,2.08140267
-4.44522261,3.73273627,0.00605104,0.40007601,1.94401156,1.46075215,0.09595383,2.12563989
-4.43921961,3.81582594,0.00620412,0.40838773,1.95902236,1.48868428,0.09994238,2.16868138
-4.43321661,3.89419110,0.00636771,0.41609608,1.97440023,1.51502853,0.10357585,2.20954452
-4.42721361,3.96601828,0.00654460,0.42295413,1.98953923,1.53901976,0.10679167,2.24729033
-4.42121061,4.02965233,0.00673799,0.42873588,2.00386340,1.55997349,0.10953274,2.28106050
-4.41520760,4.08365996,0.00695147,0.43324396,2.01684806,1.57731533,0.11174913,2.31011192
-4.40920460,4.12688567,0.00718908,0.43631647,2.02803995,1.59060586,0.11339970,2.33384719
-4.40320160,4.15849792,0.00745525,0.43783257,2.03707576,1.59955992,0.11445341,2.35183979
-4.39719860,4.17802327,0.00775476,0.43771678,2.04369811,1.60405945,0.11489042,2.36385286
-4.39119560,4.18536700,0.00809272,0.43594154,2.04776851,1.60415918,0.11470282,2.36985074
-4.38519260,4.18081932,0.00847447,0.43252827,2.04927672,1.60008508,0.11389494,2.37000268
-4.37918959,4.16504663,0.00890545,0.42754660,2.04834600,1.59222556,0.11248331,2.36467856
-4.37318659,4.13906823,0.00939104,0.42111206,2.04523391,1.58111578,0.11049622,2.35443675
-4.36718359,4.10421932,0.00993640,0.41338216,2.04032843,1.56741582,0.10797283,2.34000434
-4.36118059,4.06210170,0.01054628,0.40455118,2.03413925,1.55188365,0.10496204,2.32225079
-4.35517759,4.01452434,0.01122473,0.39484375,2.02728437,1.53534413,0.10152097,2.30215580
-4.34917459,3.96343597,0.01197490,0.38450763,2.02047208,1.51865530,0.09771325,2.28077268
-4.34317159,3.91085277,0.01279875,0.37380584,2.01447900,1.50267359,0.09360713,2.25918888
-4.33716858,3.85878387,0.01369682,0.36300849,2.01012442,1.48821928,0.08927354,2.23848500
-4.33116558,3.80915784,0.01466797,0.35238465,2.00824210,1.47604372,0.08478409,2.21969409
-4.32516258,3.76375299,0.01570919,0.34219446,2.00965005,1.46679981,0.08020918,2.20376291
-4.31915958,3.72413447,0.01681544,0.33268172,2.01511975,1.46101665,0.07561620,2.19151649
-4.31315658,3.69160033,0.01797954,0.32406734,2.02534556,1.45907964,0.07106801,2.18362769
-4.30715358,3.66713871,0.01919211,0.31654359,2.04091578,1.46121649,0.06662152,2.18059263
