energy_ev,total_up,Ag_p_up,Ag_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.86193097,5.23323243,0.38661575,4.71291611,0.25246863,0.01019475,0.06819761,0.19687873
-5.85592796,5.24866319,0.38397770,4.72915712,0.25150057,0.01018727,0.06888247,0.19644316
-5.84992496,5.25260548,0.38008221,4.73534274,0.24979896,0.01016285,0.06946096,0.19533086
-5.84392196,5.24476255,0.37494606,4.73118249,0.24735945,0.01012214,0.06992632,0.19355500
-5.83791896,5.22509656,0.36861065,4.71661770,0.24419228,0.01006599,0.07027256,0.19114165
-5.83191596,5.19383787,0.36114120,4.69183094,0.24032217,0.00999550,0.07049467,0.18812934
-5.82591296,5.15148668,0.35262525,4.65724847,0.23578763,0.00991197,0.07058906,0.18456821
-5.81990995,5.09880680,0.34317046,4.61353568,0.23063993,0.00981701,0.07055376,0.18051889
-5.81390695,5.03681183,0.33290184,4.56158534,0.22494173,0.00971242,0.07038884,0.17605102
-5.80790395,4.96674403,0.32195840,4.50249936,0.21876539,0.00960027,0.07009658,0.17124159
-5.80190095,4.89004657,0.31048953,4.43756426,0.21219104,0.00948288,0.06968176,0.16617314
-5.79589795,4.80833014,0.29865105,4.36822143,0.20530452,0.00936273,0.06915176,0.16093173
-5.78989495,4.72333488,0.28660125,4.29603293,0.19819523,0.00924251,0.06851661,0.15560494
-5.78389195,4.63688877,0.27449689,4.22264391,0.19095397,0.00912504,0.06778898,0.15027992
-5.77788894,4.55086387,0.26248949,4.14974290,0.18367078,0.00901321,0.06698398,0.14504141
-5.77188594,4.46713145,0.25072187,4.07902080,0.17643303,0.00890995,0.06611888,0.13996995
-5.76588294,4.38751740,0.23932511,4.01213012,0.16932353,0.00881815,0.06521275,0.13514029
-5.75987994,4.31375892,0.22841608,3.95064508,0.16241898,0.00874058,0.06428592,0.13061996
-5.75387694,4.24746375,0.21809547,3.89602390,0.15578860,0.00867983,0.06335940,0.12646808
-5.74787394,4.19007269,0.20844647,3.84957395,0.14949305,0.00863822,0.06245422,0.12273455
-5.74187094,4.14282630,0.19953405,3.81242072,0.14358361,0.00861775,0.06159070,0.11945935
-5.73586793,4.10673661,0.19140482,3.78548111,0.13810164,0.00861999,0.06078772,0.11667226
-5.72986493,4.08256431,0.18408745,3.76944177,0.13307832,0.00864606,0.06006199,0.11439279
-5.72386193,4.07080191,0.17759362,3.76474292,0.12853466,0.00869653,0.05942740,0.11263042
-5.71785893,4.07166335,0.17191938,3.77156793,0.12448167,0.00877142,0.05889442,0.11138503
-5.71185593,4.08508027,0.16704683,3.78983918,0.12092083,0.00887015,0.05846964,0.11064770
-5.70585293,4.11070510,0.16294610,3.81922015,0.11784465,0.00899154,0.05815546,0.11040154
-5.69984992,4.14792106,0.15957754,3.85912394,0.11523751,0.00913380,0.05794992,0.11062290
-5.69384692,4.19585908,0.15689393,3.90872829,0.11307654,0.00929457,0.05784672,0.11128258
-5.68784392,4.25342118,0.15484275,3.96699663,0.11133261,0.00947099,0.05783548,0.11234730
-5.68184092,4.31931022,0.15336841,4.03270516,0.10997151,0.00965972,0.05790207,0.11378115
-5.67583792,4.39206520,0.15241439,4.10447521,0.10895504,0.00985706,0.05802924,0.11554717
-5.66983492,4.47010152,0.15192510,4.18081035,0.10824226,0.01005906,0.05819731,0.11760890
-5.66383192,4.55175500,0.15184771,4.26013716,0.10779070,0.01026161,0.05838498,0.11993193
-5.65782891,4.63532872,0.15213358,4.34084879,0.10755752,0.01046056,0.05857033,0.12248531
-5.65182591,4.71914099,0.15273948,4.42134982,0.10750071,0.01065190,0.05873166,0.12524284
-5.64582291,4.80157320,0.15362859,4.50010111,0.10758009,0.01083182,0.05884858,0.12818421
-5.63981991,4.88111567,0.15477107,4.57566312,0.10775835,0.01099689,0.05890281,0.13129579
-5.63381691,4.95640998,0.15614439,4.64673598,0.10800182,0.01114416,0.05887908,0.13457126
-5.62781391,5.02628594,0.15773338,4.71219497,0.10828119,0.01127125,0.05876578,0.13801176
-5.62181091,5.08979188,0.15952989,4.77111970,0.10857196,0.01137644,0.05855557,0.14162577
-5.61580790,5.14621666,0.16153224,4.82281591,0.10885478,0.01145869,0.05824568,0.14542855
-5.60980490,5.19510251,0.16374429,4.86682871,0.10911552,0.01151772,0.05783814,0.14944122
-5.60380190,5.23624797,0.16617439,4.90294670,0.10934514,0.01155400,0.05733969,0.15368937
-5.59779890,5.26970052,0.16883397,4.93119648,0.10953936,0.01156866,0.05676164,0.15820147
-5.59179590,5.29573920,0.17173605,4.95182777,0.10969817,0.01156352,0.05611936,0.16300678
-5.58579290,5.31484774,0.17489355,4.96528962,0.10982511,0.01154093,0.05543175,0.16813323
-5.57978989,5.32767932,0.17831759,4.97219867,0.10992645,0.01150372,0.05472051,0.17360500
-5.57378689,5.33501456,0.18201572,4.97330085,0.11001026,0.01145503,0.05400926,0.17944015
-5.56778389,5.33771438,0.18599021,4.96942815,0.11008545,0.01139819,0.05332262,0.18564828
-5.56178089,5.33667024,0.19023653,4.96145258,0.11016071,0.01133661,0.05268526,0.19222840
-5.55577789,5.33275372,0.19474195,4.95023931,0.11024362,0.01127359,0.05212087,0.19916710
-5.54977489,5.32676816,0.19948444,4.93660126,0.11033969,0.01121218,0.05165125,0.20643711
-5.54377189,5.31940447,0.20443192,4.92125744,0.11045166,0.01115513,0.05129539,0.21399643
-5.53776888,5.31120345,0.20954184,4.90479682,0.11057883,0.01110471,0.05106864,0.22178798
-5.53176588,5.30252633,0.21476124,4.88764976,0.11071670,0.01106264,0.05098210,0.22973993
-5.52576288,5.29353513,0.22002726,4.87006819,0.11085671,0.01103009,0.05104203,0.23776674
-5.51975988,5.28418379,0.22526802,4.85211558,0.11098627,0.01100759,0.05124954,0.24577076
-5.51375688,5.27422054,0.23040408,4.83366725,0.11108896,0.01099507,0.05160039,0.25364460
-5.50775388,5.26320147,0.23535025,4.81442086,0.11114499,0.01099186,0.05208503,0.26127392
-5.50175088,5.25051454,0.24001777,4.79391671,0.11113181,0.01099680,0.05268882,0.26854077
-5.49574787,5.23541309,0.24431678,4.77156657,0.11102489,0.01100828,0.05339243,0.27532728
-5.48974487,5.21705694,0.24815909,4.74668991,0.11079863,0.01102434,0.05417247,0.28151948
-5.48374187,5.19455928,0.25146095,4.71855534,0.11042737,0.01104282,0.05500227,0.28701123
-5.47773887,5.16703702,0.25414598,4.68642551,0.10988646,0.01106148,0.05585274,0.29170799
-5.47173587,5.13366204,0.25614785,4.64960305,0.10915328,0.01107807,0.05669346,0.29553032
-5.46573287,5.09371096,0.25741285,4.60747526,0.10820825,0.01109055,0.05749373,0.29841694
-5.45972986,5.04661098,0.25790214,4.55955553,0.10703578,0.01109714,0.05822376,0.30032723
-5.45372686,4.99197961,0.25759353,4.50551926,0.10562504,0.01109642,0.05885576,0.30124305
-5.44772386,4.92965641,0.25648282,4.44523277,0.10397058,0.01108746,0.05936501,0.30116974
-5.44172086,4.85972527,0.25458452,4.37877375,0.10207283,0.01106983,0.05973087,0.30013641
-5.43571786,4.78252628,0.25193203,4.30644230,0.09993829,0.01104367,0.05993757,0.29819526
-5.42971486,4.69865658,0.24857712,4.22876230,0.09757957,0.01100967,0.05997487,0.29542023
-5.42371186,4.60896043,0.24458883,4.14647293,0.09501523,0.01096906,0.05983850,0.29190476
-5.41770885,4.51450887,0.24005178,4.06051104,0.09226932,0.01092358,0.05953032,0.28775899
-5.41170585,4.41657016,0.23506394,3.97198511,0.08937081,0.01087536,0.05905835,0.28310635
-5.40570285,4.31657226,0.22973391,3.88214231,0.08635280,0.01082688,0.05843638,0.27807974
-5.39969985,4.21605926,0.22417789,3.79233005,0.08325163,0.01078084,0.05768352,0.27281744
-5.39369685,4.11664361,0.21851633,3.70395391,0.08010581,0.01074000,0.05682340,0.26745894
-5.38769385,4.01995622,0.21287052,3.61843371,0.07695493,0.01070713,0.05588330,0.26214073
-5.38169085,3.92759661,0.20735915,3.53715967,0.07383857,0.01068481,0.05489304,0.25699244
-5.37568784,3.84108495,0.20209489,3.46145043,0.07079513,0.01067532,0.05388384,0.25213311
-5.36968484,3.76181789,0.19718137,3.39251438,0.06786084,0.01068055,0.05288714,0.24766807
-5.36368184,3.69102957,0.19271034,3.33141578,0.06506869,0.01070190,0.05193340,0.24368623
-5.35767884,3.62975917,0.18875936,3.27904666,0.06244768,0.01074014,0.05105099,0.24025805
-5.35167584,3.57882565,0.18538991,3.23610521,0.06002203,0.01079544,0.05026516,0.23743412
-5.34567284,3.53881029,0.18264611,3.20308093,0.05781068,0.01086726,0.04959718,0.23524435
-5.33966983,3.51004706,0.18055400,3.18024685,0.05582688,0.01095437,0.04906367,0.23369783
-5.33366683,3.49262064,0.17912134,3.16765833,0.05407804,0.01105489,0.04867608,0.23278330
-5.32766383,3.48637148,0.17833809,3.16515799,0.05256571,0.01116629,0.04844044,0.23247013
-5.32166083,3.49090733,0.17817726,3.17238619,0.05128570,0.01128550,0.04835729,0.23270985
-5.31565783,3.50562009,0.17859641,3.18879609,0.05022845,0.01140896,0.04842183,0.23343802
-5.30965483,3.52970718,0.17953934,3.21367236,0.04937946,0.01153272,0.04862423,0.23457650
-5.30365183,3.56219620,0.18093827,3.24615265,0.04871983,0.01165259,0.04895015,0.23603597
-5.29764882,3.60197189,0.18271617,3.28525084,0.04822702,0.01176425,0.04938135,0.23771864
-5.29164582,3.64780443,0.18478922,3.32988121,0.04787548,0.01186335,0.04989640,0.23952104
-5.28564282,3.69837818,0.18706930,3.37888276,0.04763752,0.01194567,0.05047153,0.24133692
-5.27963982,3.75232006,0.18946654,3.43104314,0.04748409,0.01200723,0.05108136,0.24306006
-5.27363682,3.80822705,0.19189161,3.48512153,0.04738558,0.01204439,0.05169983,0.24458709
-5.26763382,3.86469228,0.19425799,3.53987038,0.04731265,0.01205397,0.05230090,0.24582010
-5.26163082,3.92032945,0.19648384,3.59405546,0.04723694,0.01203332,0.05285937,0.24666915
-5.25562781,3.97379534,0.19849376,3.64647456,0.04713181,0.01198039,0.05335147,0.24705447
-5.24962481,4.02381036,0.20022013,3.69597439,0.04697291,0.01189378,0.05375552,0.24690853
-5.24362181,4.06917718,0.20160424,3.74146615,0.04673880,0.01177277,0.05405237,0.24617765
-5.23761881,4.10879731,0.20259704,3.78193954,0.04641134,0.01161734,0.05422576,0.24482343
-5.23161581,4.14168598,0.20315965,3.81647564,0.04597607,0.01142814,0.05426268,0.24282370
-5.22561281,4.16698503,0.20326358,3.84425846,0.04542246,0.01120647,0.05415347,0.24017316
-5.21960980,4.18397417,0.20289071,3.86458540,0.04474408,0.01095425,0.05389192,0.23688356
-5.21360680,4.19208035,0.20203307,3.87687664,0.04393856,0.01067396,0.05347530,0.23298348
-5.20760380,4.19088531,0.20069242,3.88068315,0.04300760,0.01036856,0.05290424,0.22851776
-5.20160080,4.18013111,0.19887972,3.87569347,0.04195679,0.01004145,0.05218261,0.22354636
-5.19559780,4.15972354,0.19661445,3.86173877,0.04079532,0.00969633,0.05131724,0.21814303
-5.18959480,4.12973303,0.19392386,3.83879616,0.03953564,0.00933715,0.05031776,0.21239342
-5.18359180,4.09039304,0.19084217,3.80698973,0.03819309,0.00896805,0.04919619,0.20639302
-5.17758879,4.04209549,0.18740968,3.76658913,0.03678539,0.00859319,0.04796668,0.20024475
-5.17158579,3.98538323,0.18367185,3.71800543,0.03533209,0.00821674,0.04664514,0.19405631
-5.16558279,3.92093916,0.17967839,3.66178387,0.03385410,0.00784277,0.04524885,0.18793746
-5.15957979,3.84957225,0.17548230,3.59859356,0.03237303,0.00747516,0.04379613,0.18199714
-5.15357679,3.77220033,0.17113884,3.52921399,0.03091070,0.00711754,0.04230598,0.17634062
-5.14757379,3.68982996,0.16670458,3.45451850,0.02948853,0.00677323,0.04079770,0.17106676
-5.14157079,3.60353376,0.16223637,3.37545499,0.02812704,0.00644519,0.03929059,0.16626538
-5.13556778,3.51442577,0.15779036,3.29302437,0.02684539,0.00613595,0.03780367,0.16201489
-5.12956478,3.42363547,0.15342102,3.20825732,0.02566092,0.00584761,0.03635535,0.15838025
-5.12356178,3.33228137,0.14918021,3.12219004,0.02458885,0.00558179,0.03496327,0.15541127
-5.11755878,3.24144502,0.14511635,3.03584002,0.02364194,0.00533966,0.03364405,0.15314147
-5.11155578,3.15214658,0.14127364,2.95018264,0.02283035,0.00512188,0.03241318,0.15158727
-5.10555278,3.06532269,0.13769149,2.86612957,0.02216156,0.00492867,0.03128490,0.15074791
-5.09954977,2.98180796,0.13440404,2.78450991,0.02164030,0.00475979,0.03027218,0.15060576
-5.09354677,2.90232053,0.13143994,2.70605499,0.02126869,0.00461462,0.02938665,0.15112736
-5.08754377,2.82745270,0.12882231,2.63138740,0.02104641,0.00449221,0.02863871,0.15226490
-5.08154077,2.75766699,0.12656900,2.56101480,0.02097098,0.00439127,0.02803757,0.15395828
-5.07553777,2.69329771,0.12469299,2.49532886,0.02103807,0.00431034,0.02759142,0.15613761
-5.06953477,2.63455822,0.12320316,2.43460922,0.02124195,0.00424779,0.02730754,0.15872616
-5.06353177,2.58155332,0.12210514,2.37903233,0.02157593,0.00420193,0.02719253,0.16164354
-5.05752876,2.53429613,0.12140243,2.32868447,0.02203283,0.00417106,0.02725248,0.16480910
-5.05152576,2.49272856,0.12109760,2.28357833,0.02260553,0.00415361,0.02749318,0.16814538
-5.04552276,2.45674422,0.12119357,2.24367206,0.02328742,0.00414813,0.02792035,0.17158147
-5.03951976,2.42621235,0.12169484,2.20888959,0.02407290,0.00415343,0.02853977,0.17505614
-5.03351676,2.40100140,0.12260871,2.17914103,0.02495773,0.00416858,0.02935739,0.17852063
-5.02751376,2.38100081,0.12394629,2.15434181,0.02593943,0.00419298,0.03037948,0.18194086
-5.02151076,2.36613960,0.12572325,2.13442939,0.02701750,0.00422637,0.03161255,0.18529913
-5.01550775,2.35640057,0.12796037,2.11937636,0.02819352,0.00426883,0.03306333,0.18859502
-5.00950475,2.35182916,0.13068364,2.10919916,0.02947121,0.00432082,0.03473858,0.19184555
-5.00350175,2.35253629,0.13392404,2.10396167,0.03085630,0.00438305,0.03664488,0.19508451
-4.99749875,2.35869487,0.13771697,2.10377352,0.03235632,0.00445654,0.03878821,0.19836105
-4.99149575,2.37053011,0.14210125,2.10878300,0.03398025,0.00454249,0.04117364,0.20173744
-4.98549275,2.38830403,0.14711781,2.11916503,0.03573808,0.00464222,0.04380474,0.20528623
-4.97948974,2.41229513,0.15280807,2.13510490,0.03764028,0.00475710,0.04668315,0.20908683
-4.97348674,2.44277421,0.15921217,2.15677865,0.03969723,0.00488844,0.04980793,0.21322172
-4.96748374,2.47997794,0.16636699,2.18433148,0.04191864,0.00503739,0.05317507,0.21777244
-4.96148074,2.52408162,0.17430417,2.21785539,0.04431285,0.00520488,0.05677695,0.22281554
-4.95547774,2.57517286,0.18304815,2.25736744,0.04688636,0.00539150,0.06060188,0.22841875
-4.94947474,2.63322774,0.19261444,2.30279027,0.04964320,0.00559745,0.06463370,0.23463741
-4.94347174,2.69809106,0.20300798,2.35393585,0.05258454,0.00582246,0.06885160,0.24151151
-4.93746873,2.76946171,0.21422192,2.41049379,0.05570832,0.00606577,0.07322993,0.24906330
-4.93146573,2.84688440,0.22623668,2.47202486,0.05900905,0.00632608,0.07773831,0.25729575
-4.92546273,2.92974801,0.23901940,2.53796039,0.06247769,0.00660157,0.08234177,0.26619170
-4.91945973,3.01729110,0.25252384,2.60760752,0.06610172,0.00688989,0.08700123,0.27571394
-4.91345673,3.10861399,0.26669061,2.68016035,0.06986526,0.00718825,0.09167395,0.28580607
-4.90745373,3.20269713,0.28144783,2.75471619,0.07374944,0.00749339,0.09631430,0.29639400
-4.90145073,3.29842453,0.29671212,2.83029630,0.07773274,0.00780174,0.10087461,0.30738815
-4.89544772,3.39461124,0.31238984,2.90586992,0.08179153,0.00810944,0.10530609,0.31868606
-4.88944472,3.49003331,0.32837866,2.98038044,0.08590059,0.00841246,0.10955992,0.33017534
-4.88344172,3.58345873,0.34456923,3.05277222,0.09003377,0.00870673,0.11358836,0.34173674
-4.87743872,3.67367791,0.36084698,3.12201697,0.09416461,0.00898817,0.11734584,0.35324718
-4.87143572,3.75953210,0.37709404,3.18713815,0.09826694,0.00925286,0.12079013,0.36458270
-4.86543272,3.83993870,0.39319110,3.24723255,0.10231551,0.00949711,0.12388335,0.37562100
-4.85942971,3.91391226,0.40901932,3.30148796,0.10628656,0.00971754,0.12659299,0.38624373
-4.85342671,3.98058070,0.42446205,3.34919646,0.11015829,0.00991117,0.12889277,0.39633826
-4.84742371,4.03919611,0.43940661,3.38976296,0.11391132,0.01007547,0.13076332,0.40579903
-4.84142071,4.08914036,0.45374581,3.42270892,0.11752900,0.01020845,0.13219277,0.41452854
-4.83541771,4.12992569,0.46737941,3.44767166,0.12099767,0.01030864,0.13317707,0.42243785
-4.82941471,4.16119089,0.48021545,3.46439958,0.12430681,0.01037514,0.13372014,0.42944694
-4.82341171,4.18269379,0.49217129,3.47274424,0.12744911,0.01040763,0.13383377,0.43548470
-4.81740870,4.19430109,0.50317468,3.47264993,0.13042041,0.01040636,0.13353737,0.44048892
-4.81140570,4.19597656,0.51316444,3.46414190,0.13321962,0.01037210,0.13285743,0.44440626
-4.80540270,4.18776851,0.52209114,3.44731397,0.13584847,0.01030614,0.13182681,0.44719216
-4.79939970,4.16979756,0.52991742,3.42231664,0.13831124,0.01021024,0.13048383,0.44881100
-4.79339670,4.14224547,0.53661821,3.38934619,0.14061446,0.01008655,0.12887128,0.44923632
-4.78739370,4.10534569,0.54218063,3.34863562,0.14276643,0.00993760,0.12703517,0.44845116
-4.78139070,4.05937590,0.54660380,3.30044770,0.14477685,0.00976618,0.12502353,0.44644860
-4.77538769,4.00465289,0.54989823,3.24507029,0.14665632,0.00957532,0.12288508,0.44323230
-4.76938469,3.94152959,0.55208519,3.18281400,0.14841582,0.00936819,0.12066795,0.43881705
-4.76338169,3.87039397,0.55319568,3.11401192,0.15006626,0.00914803,0.11841840,0.43322929
-4.75737869,3.79166959,0.55326935,3.03902104,0.15161796,0.00891811,0.11617971,0.42650744
-4.75137569,3.70581705,0.55235314,2.95822489,0.15308018,0.00868163,0.11399106,0.41870200
-4.74537269,3.61333584,0.55049988,2.87203675,0.15446069,0.00844167,0.11188674,0.40987541
-4.73936968,3.51476606,0.54776673,2.78090296,0.15576537,0.00820112,0.10989543,0.40010154
-4.73336668,3.41068927,0.54421358,2.68530557,0.15699789,0.00796263,0.10803971,0.38946483
-4.72736368,3.30172818,0.53990150,2.58576401,0.15815937,0.00772860,0.10633584,0.37805910
-4.72136068,3.18854467,0.53489119,2.48283513,0.15924823,0.00750106,0.10479370,0.36598599
-4.71535768,3.07183597,0.52924155,2.37711161,0.16025997,0.00728171,0.10341695,0.35335322
-4.70935468,2.95232898,0.52300839,2.26921832,0.16118715,0.00707188,0.10220341,0.34027252
-4.70335168,2.83077270,0.51624333,2.15980676,0.16201935,0.00687249,0.10114558,0.32685749
-4.69734867,2.70792909,0.50899291,2.04954780,0.16274324,0.00668407,0.10023125,0.31322143
-4.69134567,2.58456265,0.50129798,1.93912275,0.16334275,0.00650677,0.09944433,0.29947519
-4.68534267,2.46142911,0.49319329,1.82921339,0.16379925,0.00634039,0.09876556,0.28572514
-4.67933967,2.33926382,0.48470741,1.72049118,0.16409192,0.00618434,0.09817343,0.27207136
-4.67333667,2.21877026,0.47586293,1.61360628,0.16419807,0.00603777,0.09764496,0.25860608
-4.66733367,2.10060920,0.46667691,1.50917673,0.16409367,0.00589954,0.09715647,0.24541246
-4.66133067,1.98538895,0.45716160,1.40777837,0.16375386,0.00576830,0.09668431,0.23256365
-4.65532766,1.87365712,0.44732539,1.30993578,0.16315363,0.00564253,0.09620549,0.22012229
-4.64932466,1.76589415,0.43717396,1.21611472,0.16226852,0.00552062,0.09569821,0.20814028
-4.64332166,1.66250883,0.42671164,1.12671612,0.16107540,0.00540089,0.09514230,0.19665890
-4.63731866,1.56383587,0.41594278,1.04207200,0.15955334,0.00528169,0.09451953,0.18570921
-4.63131566,1.47013546,0.40487324,0.96244317,0.15768444,0.00516143,0.09381388,0.17531274
-4.62531266,1.38159477,0.39351185,0.88801875,0.15545473,0.00503865,0.09301167,0.16548230
-4.61930965,1.29833106,0.38187176,0.81891739,0.15285498,0.00491205,0.09210163,0.15622295
-4.61330665,1.22039618,0.36997163,0.75519001,0.14988147,0.00478055,0.09107495,0.14753312
-4.60730365,1.14778209,0.35783659,0.69682370,0.14653662,0.00464331,0.08992522,0.13940562
-4.60130065,1.08042709,0.34549888,0.64374669,0.14282948,0.00449976,0.08864839,0.13182872
-4.59529765,1.01822230,0.33299813,0.59583390,0.13877606,0.00434961,0.08724269,0.12478714
-4.58929465,0.96101823,0.32038129,0.55291299,0.13439930,0.00419286,0.08570850,0.11826291
-4.58329165,0.90863097,0.30770210,0.51477055,0.12972896,0.00402977,0.08404829,0.11223613
-4.57728864,0.86084803,0.29502013,0.48115819,0.12480114,0.00386089,0.08226651,0.10668552
-4.57128564,0.81743348,0.28239952,0.45179854,0.11965756,0.00368700,0.08036952,0.10158894
-4.56528264,0.77813248,0.26990734,0.42639089,0.11434463,0.00350908,0.07836548,0.09692368
-4.55927964,0.74267520,0.25761167,0.40461647,0.10891227,0.00332829,0.07626429,0.09266662
-4.55327664,0.71078018,0.24557960,0.38614342,0.10341262,0.00314591,0.07407754,0.08879441
-4.54727364,0.68215740,0.23387516,0.37063147,0.09789859,0.00296330,0.07181848,0.08528347
-4.54127064,0.65651103,0.22255729,0.35773627,0.09242241,0.00278186,0.06950192,0.08211001
-4.53526763,0.63354229,0.21167803,0.34711371,0.08703422,0.00260298,0.06714426,0.07925010
-4.52926463,0.61295245,0.20128103,0.33842396,0.08178073,0.00242800,0.06476344,0.07667971
-4.52326163,0.59444614,0.19140041,0.33133570,0.07670401,0.00225819,0.06237891,0.07437489
-4.51725863,0.57773511,0.18206011,0.32553014,0.07184062,0.00209470,0.06001158,0.07231197
-4.51125563,0.56254240,0.17327371,0.32070524,0.06722084,0.00193852,0.05768384,0.07046792
-4.50525263,0.54860695,0.16504480,0.31657975,0.06286828,0.00179054,0.05541940,0.06882075
-4.49924962,0.53568847,0.15736777,0.31289730,0.05879977,0.00165146,0.05324331,0.06735004
-4.49324662,0.52357238,0.15022908,0.30943020,0.05502548,0.00152181,0.05118174,0.06603747
-4.48724362,0.51207462,0.14360886,0.30598285,0.05154934,0.00140199,0.04926184,0.06486744
-4.48124062,0.50104601,0.13748268,0.30239477,0.04836967,0.00129225,0.04751148,0.06382759
-4.47523762,0.49037579,0.13182351,0.29854278,0.04547995,0.00119269,0.04595895,0.06290929
-4.46923462,0.47999419,0.12660363,0.29434247,0.04286976,0.00110334,0.04463250,0.06210804
-4.46323162,0.46987357,0.12179635,0.28974861,0.04052568,0.00102407,0.04355988,0.06142369
-4.45722861,0.46002800,0.11737756,0.28475441,0.03843224,0.00095474,0.04276769,0.06086039
-4.45122561,0.45051120,0.11332679,0.27938969,0.03657282,0.00089509,0.04228072,0.06042645
-4.44522261,0.44141265,0.10962801,0.27371778,0.03493039,0.00084485,0.04212113,0.06013384
-4.43921961,0.43285189,0.10626980,0.26783134,0.03348813,0.00080368,0.04230760,0.05999750
-4.43321661,0.42497140,0.10324516,0.26184702,0.03222989,0.00077124,0.04285443,0.06003439
-4.42721361,0.41792798,0.10055082,0.25589937,0.03114049,0.00074715,0.04377059,0.06026238
-4.42121061,0.41188319,0.09818617,0.25013396,0.03020580,0.00073098,0.04505884,0.06069891
-4.41520760,0.40699317,0.09615187,0.24470009,0.02941272,0.00072230,0.04671488,0.06135965
-4.40920460,0.40339835,0.09444830,0.23974346,0.02874901,0.00072064,0.04872665,0.06225706
-4.40320160,0.40121349,0.09307386,0.23539883,0.02820303,0.00072549,0.05107373,0.06339899
-4.39719860,0.40051861,0.09202335,0.23178330,0.02776344,0.00073627,0.05372707,0.06478753
-4.39119560,0.40135125,0.09128650,0.22899027,0.02741885,0.00075238,0.05664885,0.06641790
-4.38519260,0.40370048,0.09084677,0.22708440,0.02715756,0.00077315,0.05979270,0.06827772
-4.37918959,0.40750302,0.09068047,0.22609780,0.02696732,0.00079785,0.06310424,0.07034664
-4.37318659,0.41264172,0.09075639,0.22602770,0.02683514,0.00082570,0.06652198,0.07259624
-4.36718359,0.41894650,0.09103580,0.22683551,0.02674731,0.00085586,0.06997841,0.07499046
-4.36118059,0.42619783,0.09147304,0.22844751,0.02668942,0.00088747,0.07340158,0.07748635
-4.35517759,0.43413263,0.09201650,0.23075703,0.02664658,0.00091960,0.07671683,0.08003526
-4.34917459,0.44245229,0.09261004,0.23362806,0.02660371,0.00095134,0.07984873,0.08258441
-4.34317159,0.45083256,0.09319481,0.23690016,0.02654591,0.00098177,0.08272321,0.08507868
-4.33716858,0.45893493,0.09371126,0.24039438,0.02645894,0.00100999,0.08526976,0.08746270
-4.33116558,0.46641884,0.09410139,0.24392008,0.02632971,0.00103516,0.08742349,0.08968302
-4.32516258,0.47295437,0.09431096,0.24728219,0.02614676,0.00105648,0.08912725,0.09169036
-4.31915958,0.47823473,0.09429174,0.25028873,0.02590076,0.00107327,0.09033340,0.09344170
-4.31315658,0.48198806,0.09400350,0.25275824,0.02558495,0.00108494,0.09100534,0.09490233
-4.30715358,0.48398805,0.09341579,0.25452681,0.02519547,0.00109103,0.09111873,0.09604746
