energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.54977489,0.74597195,0.02117426,0.05172426,0.15095843,0.03761168,0.00210641,0.29692696,0.38528637,0.11148797
-5.54377189,0.72725816,0.02117070,0.05083628,0.14874440,0.03650392,0.00193912,0.28670317,0.37275948,0.11013820
-5.53776888,0.71121511,0.02126657,0.05006484,0.14701688,0.03558311,0.00178224,0.27753908,0.36114356,0.10925335
-5.53176588,0.69789707,0.02145413,0.04941236,0.14577344,0.03486169,0.00163623,0.26949177,0.35052015,0.10881694
-5.52576288,0.68727603,0.02172314,0.04887443,0.14500001,0.03434899,0.00150141,0.26259002,0.34092852,0.10879834
-5.51975988,0.67924700,0.02206105,0.04844034,0.14467168,0.03405093,0.00137800,0.25683510,0.33236738,0.10915443
-5.51375688,0.67363651,0.02245330,0.04809404,0.14475415,0.03396989,0.00126610,0.25220279,0.32479852,0.10983175
-5.50775388,0.67021399,0.02288374,0.04781519,0.14520571,0.03410470,0.00116565,0.24864647,0.31815211,0.11076907
-5.50175088,0.66870529,0.02333509,0.04758048,0.14597967,0.03445075,0.00107646,0.24610114,0.31233337,0.11190012
-5.49574787,0.66880771,0.02378943,0.04736500,0.14702707,0.03500018,0.00099822,0.24448809,0.30723023,0.11315659
-5.48974487,0.67020564,0.02422877,0.04714366,0.14829949,0.03574224,0.00093050,0.24372001,0.30272150,0.11447091
-5.48374187,0.67258606,0.02463561,0.04689258,0.14975190,0.03666362,0.00087281,0.24370613,0.29868530,0.11577904
-5.47773887,0.67565314,0.02499354,0.04659035,0.15134525,0.03774896,0.00082456,0.24435729,0.29500705,0.11702288
-5.47173587,0.67914120,0.02528768,0.04621917,0.15304873,0.03898132,0.00078515,0.24559048,0.29158674,0.11815225
-5.46573287,0.68282540,0.02550527,0.04576573,0.15484147,0.04034272,0.00075401,0.24733283,0.28834525,0.11912643
-5.45972986,0.68652985,0.02563601,0.04522179,0.15671376,0.04181468,0.00073055,0.24952468,0.28522908,0.11991517
-5.45372686,0.69013267,0.02567246,0.04458460,0.15866742,0.04337877,0.00071429,0.25212173,0.28221362,0.12049903
-5.44772386,0.69356808,0.02561031,0.04385687,0.16071563,0.04501716,0.00070484,0.25509618,0.27930466,0.12086931
-5.44172086,0.69682548,0.02544852,0.04304659,0.16288196,0.04671310,0.00070192,0.25843684,0.27653808,0.12102730
-5.43571786,0.69994571,0.02518947,0.04216647,0.16519880,0.04845148,0.00070540,0.26214826,0.27397789,0.12098317
-5.42971486,0.70301500,0.02483890,0.04123322,0.16770522,0.05021924,0.00071537,0.26624904,0.27171274,0.12075452
-5.42371186,0.70615704,0.02440591,0.04026658,0.17044444,0.05200585,0.00073206,0.27076941,0.26985098,0.12036456
-5.41770885,0.70952361,0.02390274,0.03928829,0.17346097,0.05380370,0.00075597,0.27574832,0.26851486,0.11984026
-5.41170585,0.71328463,0.02334461,0.03832090,0.17679770,0.05560845,0.00078781,0.28123022,0.26783385,0.11921045
-5.40570285,0.71761808,0.02274938,0.03738660,0.18049299,0.05741936,0.00082855,0.28726178,0.26793772,0.11850393
-5.39969985,0.72270034,0.02213726,0.03650616,0.18457802,0.05923952,0.00087941,0.29388867,0.26894964,0.11774792
-5.39369685,0.72869763,0.02153042,0.03569784,0.18907454,0.06107607,0.00094191,0.30115271,0.27097961,0.11696663
-5.38769385,0.73575891,0.02095259,0.03497661,0.19399301,0.06294030,0.00101783,0.30908951,0.27411869,0.11618031
-5.38169085,0.74401050,0.02042860,0.03435343,0.19933154,0.06484770,0.00110923,0.31772665,0.27843421,0.11540456
-5.37568784,0.75355273,0.01998394,0.03383488,0.20507533,0.06681791,0.00121847,0.32708266,0.28396624,0.11465008
-5.36968484,0.76445860,0.01964427,0.03342294,0.21119692,0.06887456,0.00134817,0.33716663,0.29072552,0.11392280
-5.36368184,0.77677452,0.01943492,0.03311513,0.21765715,0.07104499,0.00150122,0.34797864,0.29869287,0.11322433
-5.35767884,0.79052280,0.01938044,0.03290480,0.22440671,0.07335991,0.00168073,0.35951083,0.30782024,0.11255269
-5.35167584,0.80570581,0.01950407,0.03278173,0.23138836,0.07585290,0.00189006,0.37174908,0.31803317,0.11190326
-5.34567284,0.82231136,0.01982726,0.03273294,0.23853956,0.07855979,0.00213271,0.38467519,0.32923472,0.11126988
-5.33966983,0.84031893,0.02036922,0.03274368,0.24579547,0.08151800,0.00241228,0.39826934,0.34131061,0.11064601
-5.33366683,0.85970641,0.02114651,0.03279850,0.25309221,0.08476569,0.00273245,0.41251281,0.35413527,0.11002588
-5.32766383,0.88045679,0.02217260,0.03288248,0.26037001,0.08834090,0.00309684,0.42739061,0.36757867,0.10940551
-5.32166083,0.90256458,0.02345756,0.03298249,0.26757644,0.09228061,0.00350897,0.44289404,0.38151352,0.10878366
-5.31565783,0.92604146,0.02500777,0.03308842,0.27466923,0.09661974,0.00397209,0.45902286,0.39582252,0.10816251
-5.30965483,0.95092094,0.02682570,0.03319435,0.28161880,0.10139014,0.00448911,0.47578709,0.41040539,0.10754821
-5.30365183,0.97726175,0.02890978,0.03329961,0.28841021,0.10661959,0.00506246,0.49320822,0.42518538,0.10695110
-5.29764882,1.00514986,0.03125439,0.03340972,0.29504459,0.11233083,0.00569395,0.51131981,0.44011488,0.10638573
-5.29164582,1.03469895,0.03384985,0.03353707,0.30153986,0.11854062,0.00638464,0.53016742,0.45518002,0.10587072
-5.28564282,1.06604947,0.03668264,0.03370147,0.30793081,0.12525894,0.00713473,0.54980793,0.47040391,0.10542827
-5.27963982,1.09936616,0.03973553,0.03393034,0.31426846,0.13248822,0.00794342,0.57030806,0.48584857,0.10508369
-5.27363682,1.13483429,0.04298800,0.03425874,0.32061884,0.14022275,0.00880884,0.59174252,0.50161516,0.10486466
-5.26763382,1.17265463,0.04641654,0.03472901,0.32706103,0.14844815,0.00972795,0.61419139,0.51784276,0.10480042
-5.26163082,1.21303749,0.04999514,0.03539020,0.33368481,0.15714111,0.01069656,0.63773726,0.53470548,0.10492099
-5.25562781,1.25619582,0.05369579,0.03629719,0.34058772,0.16626917,0.01170928,0.66246194,0.55240807,0.10525627
-5.24962481,1.30233780,0.05748897,0.03750955,0.34787189,0.17579071,0.01275962,0.68844296,0.57118013,0.10583524
-5.24362181,1.35165884,0.06134418,0.03909012,0.35564050,0.18565512,0.01384006,0.71574994,0.59126895,0.10668508
-5.23761881,1.40433347,0.06523051,0.04110336,0.36399415,0.19580314,0.01494218,0.74444098,0.61293130,0.10783050
-5.23161581,1.46050698,0.06911713,0.04361355,0.37302720,0.20616735,0.01605690,0.77455901,0.63642426,0.10929296
-5.22561281,1.52028727,0.07297377,0.04668273,0.38282410,0.21667284,0.01717466,0.80612835,0.66199541,0.11109008
-5.21960980,1.58373671,0.07677118,0.05036863,0.39345593,0.22723805,0.01828572,0.83915146,0.68987258,0.11323505
-5.21360680,1.65086450,0.08048155,0.05472244,0.40497712,0.23777574,0.01938041,0.87360591,0.72025342,0.11573612
-5.20760380,1.72161930,0.08407886,0.05978666,0.41742257,0.24819415,0.02044945,0.90944163,0.75329514,0.11859613
-5.20160080,1.79588256,0.08753921,0.06559287,0.43080505,0.25839824,0.02148419,0.94657849,0.78910470,0.12181212
-5.19559780,1.87346243,0.09084108,0.07215976,0.44511312,0.26829108,0.02247693,0.98490427,0.82772965,0.12537493
-5.18959480,1.95408852,0.09396556,0.07949127,0.46030960,0.27777530,0.02342108,1.02427292,0.86915012,0.12926894
-5.18359180,2.03740773,0.09689653,0.08757497,0.47633043,0.28675461,0.02431135,1.06450335,0.91327199,0.13347180
-5.17758879,2.12298111,0.09962076,0.09638082,0.49308435,0.29513536,0.02514387,1.10537859,0.95992178,0.13795424
-5.17158579,2.21028212,0.10212799,0.10586031,0.51045294,0.30282808,0.02591620,1.14664552,1.00884331,0.14267995
-5.16558279,2.29869645,0.10441090,0.11594601,0.52829150,0.30974893,0.02662727,1.18801514,1.05969645,0.14760566
-5.15957979,2.38752351,0.10646510,0.12655169,0.54643046,0.31582114,0.02727728,1.22916352,1.11205806,0.15268116
-5.15357679,2.47597992,0.10828888,0.13757290,0.56467737,0.32097622,0.02786750,1.26973342,1.16542534,0.15784964
-5.14757379,2.56320508,0.10988306,0.14888821,0.58281957,0.32515508,0.02839997,1.30933680,1.21922155,0.16304809
-5.14157079,2.64826905,0.11125063,0.16036092,0.60062738,0.32830889,0.02887724,1.34755813,1.27280414,0.16820790
-5.13556778,2.73018276,0.11239631,0.17184141,0.61785781,0.33039974,0.02930203,1.38395867,1.32547514,0.17325565
-5.12956478,2.80791073,0.11332609,0.18316987,0.63425867,0.33140109,0.02967682,1.41808176,1.37649385,0.17811413
-5.12356178,2.88038622,0.11404668,0.19417965,0.64957314,0.33129789,0.03000363,1.44945918,1.42509121,0.18270350
-5.11755878,2.94652865,0.11456486,0.20470085,0.66354458,0.33008656,0.03028364,1.47761840,1.47048601,0.18694265
-5.11155578,3.00526323,0.11488691,0.21456424,0.67592154,0.32777471,0.03051698,1.50209092,1.51190212,0.19075077
-5.10555278,3.05554235,0.11501796,0.22360537,0.68646288,0.32438069,0.03070259,1.52242140,1.54858659,0.19404898
-5.09954977,3.09636837,0.11496151,0.23166860,0.69494291,0.31993297,0.03083814,1.53817748,1.57982796,0.19676212
-5.09354677,3.12681732,0.11471894,0.23861118,0.70115638,0.31446940,0.03092003,1.54896011,1.60497431,0.19882054
-5.08754377,3.14606273,0.11428918,0.24430700,0.70492325,0.30803646,0.03094356,1.55441408,1.62345046,0.20016188
-5.08154077,3.15339898,0.11366866,0.24864998,0.70609311,0.30068837,0.03090309,1.55423840,1.63477385,0.20073281
-5.07553777,3.14826331,0.11285123,0.25155701,0.70454910,0.29248631,0.03079234,1.54819624,1.63856838,0.20049065
-5.06953477,3.13025563,0.11182854,0.25297025,0.70021130,0.28349753,0.03060479,1.53612401,1.63457589,0.19940469
-5.06353177,3.09915539,0.11059039,0.25285872,0.69303941,0.27379459,0.03033400,1.51793911,1.62266480,0.19745740
-5.05752876,3.05493454,0.10912545,0.25121925,0.68303455,0.26345461,0.02997410,1.49364613,1.60283546,0.19464520
-5.05152576,2.99776601,0.10742206,0.24807647,0.67024031,0.25255850,0.02952016,1.46334093,1.57522206,0.19097896
-5.04552276,2.92802714,0.10546912,0.24348215,0.65474275,0.24119027,0.02896857,1.42721252,1.54009099,0.18648408
-5.03951976,2.84629748,0.10325714,0.23751366,0.63666941,0.22943633,0.02831739,1.38554235,1.49783545,0.18120014
-5.03351676,2.75335099,0.10077924,0.23027179,0.61618738,0.21738468,0.02756659,1.33870106,1.44896666,0.17518022
-5.02751376,2.65014249,0.09803205,0.22187787,0.59350030,0.20512423,0.02671824,1.28714242,1.39410179,0.16848971
-5.02151076,2.53778874,0.09501664,0.21247038,0.56884442,0.19274389,0.02577657,1.23139492,1.33394902,0.16120487
-5.01550775,2.41754464,0.09173911,0.20220116,0.54248385,0.18033175,0.02474795,1.17205088,1.26929018,0.15341104
-5.00950475,2.29077526,0.08821109,0.19123131,0.51470504,0.16797408,0.02364078,1.10975366,1.20096169,0.14520053
-5.00350175,2.15892471,0.08444992,0.17972704,0.48581069,0.15575433,0.02246528,1.04518328,1.12983430,0.13667046
-4.99749875,2.02348287,0.08047859,0.16785551,0.45611324,0.14375216,0.02123320,0.97904098,1.05679238,0.12792037
-4.99149575,1.88595127,0.07632540,0.15578078,0.42592819,0.13204234,0.01995750,0.91203328,0.98271351,0.11904993
-4.98549275,1.74780922,0.07202335,0.14366019,0.39556746,0.12069378,0.01865192,0.84485620,0.90844903,0.11015659
-4.97948974,1.61048152,0.06760937,0.13164103,0.36533293,0.10976862,0.01733060,0.77818005,0.83480612,0.10133353
-4.97348674,1.47530878,0.06312326,0.11985780,0.33551043,0.09932136,0.01600767,0.71263543,0.76253204,0.09266765
-4.96748374,1.34352142,0.05860664,0.10842996,0.30636444,0.08939826,0.01469683,0.64880100,0.69230093,0.08423802
-4.96148074,1.21621805,0.05410167,0.09746039,0.27813350,0.08003674,0.01341104,0.58719315,0.62470351,0.07611446
-4.95547774,1.09434883,0.04964991,0.08703434,0.25102654,0.07126518,0.01216214,0.52825816,0.56023979,0.06835668
-4.94947474,0.97870423,0.04529111,0.07721911,0.22522028,0.06310279,0.01096065,0.47236674,0.49931496,0.06101356
-4.94347174,0.86990908,0.04106222,0.06806418,0.20085762,0.05555974,0.00981555,0.41981120,0.44223833,0.05412297
-4.93746873,0.76842197,0.03699643,0.05960194,0.17804707,0.04863757,0.00873415,0.37080509,0.38922501,0.04771187
-4.93146573,0.67453947,0.03312246,0.05184878,0.15686321,0.04232968,0.00772207,0.32548513,0.34040028,0.04179663
-4.92546273,0.58840469,0.02946406,0.04480657,0.13734804,0.03662209,0.00678321,0.28391524,0.29580601,0.03638380
-4.91945973,0.51001950,0.02603967,0.03846439,0.11951310,0.03149430,0.00591982,0.24609228,0.25540882,0.03147094
-4.91345673,0.43925960,0.02286231,0.03280041,0.10334228,0.02692026,0.00513260,0.21195318,0.21910954,0.02704769
-4.90745373,0.37589161,0.01993971,0.02778384,0.08879512,0.02286942,0.00442090,0.18138306,0.18675349,0.02309692
-4.90145073,0.31959136,0.01727456,0.02337696,0.07581042,0.01930772,0.00378281,0.15422392,0.15814099,0.01959600
-4.89544772,0.26996264,0.01486492,0.01953694,0.06431004,0.01619873,0.00321544,0.13028351,0.13303794,0.01651798
-4.88944472,0.22655558,0.01270472,0.01621768,0.05420276,0.01350457,0.00271504,0.10934413,0.11118591,0.01383280
-4.88344172,0.18888418,0.01078444,0.01337136,0.04538794,0.01118685,0.00227727,0.09117096,0.09231151,0.01150842
-4.87743872,0.15644244,0.00909168,0.01094988,0.03775907,0.00920751,0.00189736,0.07551978,0.07613482,0.00951180
-4.87143572,0.12871865,0.00761187,0.00890599,0.03120689,0.00752947,0.00157027,0.06214375,0.06237679,0.00780985
-4.86543272,0.10520777,0.00632887,0.00719431,0.02562225,0.00611730,0.00129088,0.05079936,0.05076530,0.00637012
-4.85942971,0.08542158,0.00522563,0.00577200,0.02089844,0.00493759,0.00105410,0.04125128,0.04104023,0.00516146
-4.85342671,0.06889680,0.00428471,0.00459933,0.01693314,0.00395934,0.00085501,0.03327624,0.03295715,0.00415448
-4.84742371,0.05520104,0.00348873,0.00364001,0.01362997,0.00315414,0.00068892,0.02666589,0.02629001,0.00332190
-4.84142071,0.04393693,0.00282082,0.00286135,0.01089954,0.00249633,0.00055145,0.02122874,0.02083284,0.00263877
-4.83541771,0.03474447,0.00226491,0.00223433,0.00866016,0.00196299,0.00043858,0.01679138,0.01640054,0.00208260
-4.82941471,0.02730203,0.00180595,0.00173350,0.00683831,0.00153394,0.00034667,0.01319887,0.01282896,0.00163336
-4.82341171,0.02132599,0.00143013,0.00133682,0.00536867,0.00119156,0.00027248,0.01031464,0.00997437,0.00127349
-4.81740870,0.01656965,0.00112493,0.00102548,0.00419405,0.00092072,0.00021316,0.00801994,0.00771255,0.00098776
-4.81140570,0.01282123,0.00087920,0.00078360,0.00326508,0.00070854,0.00016627,0.00621294,0.00593751,0.00076315
-4.80540270,0.00990163,0.00068314,0.00059799,0.00253984,0.00054425,0.00012969,0.00480763,0.00456005,0.00058871
-4.79939970,0.00766175,0.00052827,0.00045783,0.00198335,0.00041895,0.00010171,0.00373257,0.00350623,0.00045535
-4.79339670,0.00597992,0.00040735,0.00035446,0.00156712,0.00032546,0.00008089,0.00292970,0.00271583,0.00035568
-4.78739370,0.00475925,0.00031433,0.00028107,0.00126858,0.00025808,0.00006613,0.00235307,0.00214087,0.00028390
-4.78139070,0.00392528,0.00024424,0.00023251,0.00107069,0.00021250,0.00005660,0.00196776,0.00174427,0.00023555
-4.77538769,0.00342390,0.00019312,0.00020509,0.00096150,0.00018561,0.00005172,0.00174892,0.00149865,0.00020747
-4.76938469,0.00321948,0.00015793,0.00019641,0.00093383,0.00017540,0.00005117,0.00168094,0.00138527,0.00019764
-4.76338169,0.00329358,0.00013646,0.00020525,0.00098506,0.00018090,0.00005486,0.00175680,0.00139326,0.00020516
-4.75737869,0.00364382,0.00012730,0.00023144,0.00111690,0.00020209,0.00006294,0.00197769,0.00151887,0.00023011
-4.75137569,0.00428327,0.00012980,0.00027581,0.00133542,0.00023986,0.00007578,0.00235265,0.00176508,0.00027358
-4.74537269,0.00524008,0.00014404,0.00034014,0.00165098,0.00029604,0.00009396,0.00289855,0.00214120,0.00033769
-4.73936968,0.00655747,0.00017081,0.00042715,0.00207834,0.00037336,0.00011830,0.00363999,0.00266270,0.00042551
-4.73336668,0.00829390,0.00021168,0.00054044,0.00263680,0.00047554,0.00014986,0.00460953,0.00335115,0.00054120
-4.72736368,0.01052342,0.00026898,0.00068455,0.00335035,0.00060726,0.00018993,0.00584779,0.00423414,0.00068998
-4.72136068,0.01333609,0.00034592,0.00086491,0.00424783,0.00077426,0.00024004,0.00740365,0.00534534,0.00087823
-4.71535768,0.01683842,0.00044660,0.00108784,0.00536310,0.00098338,0.00030199,0.00933441,0.00672445,0.00111352
-4.70935468,0.02115365,0.00057619,0.00136059,0.00673511,0.00124262,0.00037778,0.01170584,0.00841719,0.00140470
-4.70335168,0.02642180,0.00074095,0.00169123,0.00840795,0.00156115,0.00046968,0.01459209,0.01047514,0.00176187
-4.69734867,0.03279946,0.00094837,0.00208862,0.01043071,0.00194936,0.00058019,0.01807536,0.01295543,0.00219649
-4.69134567,0.04045908,0.00120732,0.00256233,0.01285727,0.00241885,0.00071197,0.02224536,0.01592034,0.00272133
-4.68534267,0.04958779,0.00152812,0.00312252,0.01574587,0.00298240,0.00086788,0.02719847,0.01943659,0.00335044
-4.67933967,0.06038553,0.00192262,0.00377973,0.01915849,0.00365387,0.00105088,0.03303643,0.02357446,0.00409907
-4.67333667,0.07306263,0.00240437,0.00454473,0.02316001,0.00444815,0.00126401,0.03986484,0.02840668,0.00498357
-4.66733367,0.08783651,0.00298855,0.00542822,0.02781718,0.00538093,0.00151030,0.04779113,0.03400698,0.00602121
-4.66133067,0.10492781,0.00369209,0.00644059,0.03319727,0.00646852,0.00179268,0.05692222,0.04044848,0.00722994
-4.65532766,0.12455568,0.00453356,0.00759156,0.03936661,0.00772754,0.00211393,0.06736175,0.04780178,0.00862810
-4.64932466,0.14693245,0.00553310,0.00888985,0.04638885,0.00917466,0.00247655,0.07920712,0.05613291,0.01023411
-4.64332166,0.17225772,0.00671224,0.01034282,0.05432307,0.01082613,0.00288269,0.09254615,0.06550112,0.01206604
