energy_ev,total_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.60380190,1.62962643,0.01530738,0.00000000,0.28660526,0.42655059,0.06911422,0.10597813,0.96586580,0.00000000
-5.59779890,1.70447159,0.01604634,0.00000000,0.30194420,0.45049934,0.07174716,0.11124809,1.00861926,0.00000000
-5.59179590,1.77804459,0.01677973,0.00000000,0.31777813,0.47522806,0.07411386,0.11645253,1.05014418,0.00000000
-5.58579290,1.84986853,0.01750213,0.00000000,0.33403340,0.50067942,0.07618938,0.12156215,1.09014433,0.00000000
-5.57978989,1.91959410,0.01820918,0.00000000,0.35065084,0.52681981,0.07795541,0.12655516,1.12840463,0.00000000
-5.57378689,1.98699304,0.01889742,0.00000000,0.36758224,0.55363506,0.07940035,0.13141659,1.16478797,0.00000000
-5.56778389,2.05194465,0.01956426,0.00000000,0.38478582,0.58112448,0.08051908,0.13613714,1.19922797,0.00000000
-5.56178089,2.11441621,0.02020768,0.00000000,0.40222085,0.60929329,0.08131255,0.14071167,1.23171784,0.00000000
-5.55577789,2.17443864,0.02082614,0.00000000,0.41984194,0.63814425,0.08178700,0.14513747,1.26229642,0.00000000
-5.54977489,2.23207909,0.02141824,0.00000000,0.43759310,0.66766872,0.08195318,0.14941231,1.29103210,0.00000000
-5.54377189,2.28741222,0.02198254,0.00000000,0.45540241,0.69783792,0.08182525,0.15353253,1.31800582,0.00000000
-5.53776888,2.34049243,0.02251734,0.00000000,0.47317731,0.72859502,0.08141981,0.15749121,1.34329430,0.00000000
-5.53176588,2.39132869,0.02302042,0.00000000,0.49080116,0.75984858,0.08075481,0.16127661,1.36695464,0.00000000
-5.52576288,2.43986405,0.02348900,0.00000000,0.50813132,0.79146788,0.07984865,0.16487101,1.38901132,0.00000000
-5.51975988,2.48596114,0.02391956,0.00000000,0.52499899,0.82328066,0.07871928,0.16824998,1.40944655,0.00000000
-5.51375688,2.52939483,0.02430791,0.00000000,0.54121096,0.85507336,0.07738366,0.17138222,1.42819459,0.00000000
-5.50775388,2.56985253,0.02464917,0.00000000,0.55655323,0.88659416,0.07585724,0.17423000,1.44514044,0.00000000
-5.50175088,2.60694220,0.02493799,0.00000000,0.57079648,0.91755853,0.07415384,0.17675014,1.46012292,0.00000000
-5.49574787,2.64020761,0.02516867,0.00000000,0.58370307,0.94765722,0.07228557,0.17889546,1.47294192,0.00000000
-5.48974487,2.66914951,0.02533544,0.00000000,0.59503527,0.97656609,0.07026310,0.18061683,1.48336927,0.00000000
-5.48374187,2.69325153,0.02543276,0.00000000,0.60456423,1.00395729,0.06809600,0.18186536,1.49116235,0.00000000
-5.47773887,2.71200875,0.02545561,0.00000000,0.61207917,1.02951109,0.06579322,0.18259486,1.49607952,0.00000000
-5.47173587,2.72495694,0.02539978,0.00000000,0.61739639,1.05292763,0.06336363,0.18276436,1.49789615,0.00000000
-5.46573287,2.73170056,0.02526217,0.00000000,0.62036735,1.07393782,0.06081661,0.18234043,1.49642019,0.00000000
-5.45972986,2.73193726,0.02504104,0.00000000,0.62088555,1.09231278,0.05816254,0.18129923,1.49150607,0.00000000
-5.45372686,2.72547751,0.02473616,0.00000000,0.61889163,1.10787118,0.05541322,0.17962821,1.48306606,0.00000000
-5.44772386,2.71225787,0.02434894,0.00000000,0.61437654,1.12048412,0.05258223,0.17732719,1.47107823,0.00000000
-5.44172086,2.69234708,0.02388250,0.00000000,0.60738245,1.13007722,0.04968506,0.17440894,1.45559058,0.00000000
-5.43571786,2.66594475,0.02334156,0.00000000,0.59800150,1.13662994,0.04673912,0.17089908,1.43672114,0.00000000
-5.42971486,2.63337277,0.02273240,0.00000000,0.58637235,1.14017220,0.04376362,0.16683540,1.41465403,0.00000000
-5.42371186,2.59506033,0.02206261,0.00000000,0.57267488,1.14077868,0.04077922,0.16226661,1.38963193,0.00000000
-5.41770885,2.55152360,0.02134086,0.00000000,0.55712327,1.13856125,0.03780766,0.15725056,1.36194555,0.00000000
-5.41170585,2.50334161,0.02057664,0.00000000,0.53995795,1.13366011,0.03487123,0.15185216,1.33192092,0.00000000
-5.40570285,2.45113016,0.01977992,0.00000000,0.52143681,1.12623434,0.03199218,0.14614099,1.29990534,0.00000000
-5.39969985,2.39551537,0.01896082,0.00000000,0.50182628,1.11645243,0.02919217,0.14018883,1.26625311,0.00000000
-5.39369685,2.33710885,0.01812935,0.00000000,0.48139262,1.10448363,0.02649164,0.13406724,1.23131184,0.00000000
-5.38769385,2.27648578,0.01729505,0.00000000,0.46039398,1.09049044,0.02390931,0.12784527,1.19541033,0.00000000
-5.38169085,2.21416736,0.01646680,0.00000000,0.43907351,1.07462287,0.02146174,0.12158747,1.15884858,0.00000000
-5.37568784,2.15060841,0.01565262,0.00000000,0.41765388,1.05701465,0.01916293,0.11535228,1.12189059,0.00000000
-5.36968484,2.08619062,0.01485951,0.00000000,0.39633329,1.03778159,0.01702413,0.10919082,1.08476013,0.00000000
-5.36368184,2.02122152,0.01409337,0.00000000,0.37528312,1.01702198,0.01505364,0.10314621,1.04763954,0.00000000
-5.35767884,1.95593866,0.01335899,0.00000000,0.35464722,0.99481891,0.01325683,0.09725328,1.01067150,0.00000000
-5.35167584,1.89051854,0.01266010,0.00000000,0.33454256,0.97124411,0.01163621,0.09153879,0.97396319,0.00000000
-5.34567284,1.82508903,0.01199936,0.00000000,0.31506123,0.94636297,0.01019163,0.08602202,0.93759267,0.00000000
-5.33966983,1.75974429,0.01137859,0.00000000,0.29627345,0.92024016,0.00892047,0.08071565,0.90161650,0.00000000
-5.33366683,1.69456077,0.01079878,0.00000000,0.27823128,0.89294547,0.00781800,0.07562695,0.86607825,0.00000000
-5.32766383,1.62961327,0.01026033,0.00000000,0.26097280,0.86455919,0.00687769,0.07075909,0.83101698,0.00000000
-5.32166083,1.56498964,0.00976315,0.00000000,0.24452642,0.83517681,0.00609158,0.06611247,0.79647535,0.00000000
-5.31565783,1.50080338,0.00930679,0.00000000,0.22891508,0.80491257,0.00545062,0.06168612,0.76250655,0.00000000
-5.30965483,1.43720336,0.00889063,0.00000000,0.21416011,0.77390158,0.00494504,0.05747897,0.72917995,0.00000000
-5.30365183,1.37438019,0.00851392,0.00000000,0.20028459,0.74230056,0.00456468,0.05349090,0.69658494,0.00000000
-5.29764882,1.31256903,0.00817590,0.00000000,0.18731606,0.71028694,0.00429925,0.04972373,0.66483306,0.00000000
-5.29164582,1.25204903,0.00787586,0.00000000,0.17528854,0.67805662,0.00413861,0.04618190,0.63405833,0.00000000
-5.28564282,1.19313967,0.00761318,0.00000000,0.16424382,0.64582057,0.00407300,0.04287290,0.60441593,0.00000000
-5.27963982,1.13619445,0.00738733,0.00000000,0.15423199,0.61380035,0.00409318,0.03980753,0.57607951,0.00000000
-5.27363682,1.08159256,0.00719791,0.00000000,0.14531140,0.58222313,0.00419064,0.03699989,0.54923733,0.00000000
-5.26763382,1.02972927,0.00704458,0.00000000,0.13754795,0.55131632,0.00435764,0.03446721,0.52408769,0.00000000
-5.26163082,0.98100564,0.00692710,0.00000000,0.13101379,0.52130230,0.00458735,0.03222948,0.50083385,0.00000000
-5.25562781,0.93581811,0.00684528,0.00000000,0.12578572,0.49239337,0.00487384,0.03030896,0.47967880,0.00000000
-5.24962481,0.89454860,0.00679891,0.00000000,0.12194309,0.46478734,0.00521213,0.02872956,0.46082007,0.00000000
-5.24362181,0.85755541,0.00678779,0.00000000,0.11956544,0.43866383,0.00559816,0.02751614,0.44444486,0.00000000
-5.23761881,0.82516520,0.00681167,0.00000000,0.11872987,0.41418145,0.00602873,0.02669382,0.43072554,0.00000000
-5.23161581,0.79766616,0.00687021,0.00000000,0.11950824,0.39147581,0.00650145,0.02628717,0.41981552,0.00000000
-5.22561281,0.77530238,0.00696297,0.00000000,0.12196428,0.37065850,0.00701461,0.02631942,0.41184563,0.00000000
-5.21960980,0.75826928,0.00708935,0.00000000,0.12615049,0.35181679,0.00756705,0.02681176,0.40692083,0.00000000
-5.21360680,0.74670999,0.00724858,0.00000000,0.13210519,0.33501403,0.00815799,0.02778253,0.40511734,0.00000000
-5.20760380,0.74071252,0.00743964,0.00000000,0.13984957,0.32029064,0.00878680,0.02924653,0.40647995,0.00000000
-5.20160080,0.74030749,0.00766129,0.00000000,0.14938487,0.30766541,0.00945286,0.03121442,0.41101965,0.00000000
-5.19559780,0.74546640,0.00791193,0.00000000,0.16068996,0.29713709,0.01015524,0.03369213,0.41871146,0.00000000
-5.18959480,0.75610036,0.00818966,0.00000000,0.17371923,0.28868607,0.01089250,0.03668035,0.42949256,0.00000000
-5.18359180,0.77205931,0.00849213,0.00000000,0.18840109,0.28227608,0.01166246,0.04017422,0.44326074,0.00000000
-5.17758879,0.79313182,0.00881658,0.00000000,0.20463714,0.27785583,0.01246194,0.04416307,0.45987339,0.00000000
-5.17158579,0.81904568,0.00915979,0.00000000,0.22230219,0.27536051,0.01328662,0.04863033,0.47914714,0.00000000
-5.16558279,0.84946954,0.00951804,0.00000000,0.24124519,0.27471321,0.01413084,0.05355360,0.50085827,0.00000000
-5.15957979,0.88401571,0.00988714,0.00000000,0.26129117,0.27582624,0.01498753,0.05890492,0.52474423,0.00000000
-5.15357679,0.92224444,0.01026246,0.00000000,0.28224421,0.27860240,0.01584819,0.06465112,0.55050619,0.00000000
-5.14757379,0.96366973,0.01063896,0.00000000,0.30389148,0.28293618,0.01670293,0.07075443,0.57781300,0.00000000
-5.14157079,1.00776687,0.01101128,0.00000000,0.32600811,0.28871508,0.01754061,0.07717319,0.60630630,0.00000000
-5.13556778,1.05398153,0.01137381,0.00000000,0.34836294,0.29582084,0.01834901,0.08386268,0.63560696,0.00000000
-5.12956478,1.10174022,0.01172088,0.00000000,0.37072472,0.30413090,0.01911517,0.09077603,0.66532266,0.00000000
-5.12356178,1.15046199,0.01204682,0.00000000,0.39286868,0.31351981,0.01982573,0.09786514,0.69505629,0.00000000
-5.11755878,1.19957071,0.01234617,0.00000000,0.41458307,0.32386081,0.02046731,0.10508166,0.72441502,0.00000000
-5.11155578,1.24850761,0.01261382,0.00000000,0.43567524,0.33502726,0.02102700,0.11237784,0.75301951,0.00000000
-5.10555278,1.29674342,0.01284518,0.00000000,0.45597716,0.34689423,0.02149279,0.11970724,0.78051299,0.00000000
-5.09954977,1.34378951,0.01303628,0.00000000,0.47534979,0.35933988,0.02185405,0.12702540,0.80656965,0.00000000
-5.09354677,1.38920751,0.01318397,0.00000000,0.49368623,0.37224670,0.02210197,0.13429011,0.83090206,0.00000000
-5.08754377,1.43261688,0.01328596,0.00000000,0.51091328,0.38550262,0.02222988,0.14146167,0.85326706,0.00000000
-5.08154077,1.47370005,0.01334092,0.00000000,0.52699141,0.39900186,0.02223365,0.14850278,0.87347003,0.00000000
-5.07553777,1.51220497,0.01334848,0.00000000,0.54191300,0.41264556,0.02211180,0.15537823,0.89136715,0.00000000
-5.06953477,1.54794487,0.01330927,0.00000000,0.55569900,0.42634218,0.02186571,0.16205445,0.90686567,0.00000000
-5.06353177,1.58079546,0.01322483,0.00000000,0.56839415,0.44000781,0.02149958,0.16849887,0.91992219,0.00000000
-5.05752876,1.61068979,0.01309757,0.00000000,0.58006109,0.45356621,0.02102031,0.17467918,0.93053907,0.00000000
-5.05152576,1.63761130,0.01293063,0.00000000,0.59077356,0.46694901,0.02043734,0.18056264,0.93875932,0.00000000
-5.04552276,1.66158549,0.01272774,0.00000000,0.60060943,0.48009577,0.01976232,0.18611538,0.94466020,0.00000000
-5.03951976,1.68267095,0.01249309,0.00000000,0.60964360,0.49295426,0.01900870,0.19130187,0.94834612,0.00000000
-5.03351676,1.70095037,0.01223116,0.00000000,0.61794166,0.50548092,0.01819135,0.19608463,0.94994110,0.00000000
-5.02751376,1.71652222,0.01194654,0.00000000,0.62555440,0.51764157,0.01732599,0.20042416,0.94958150,0.00000000
-5.02151076,1.72949364,0.01164380,0.00000000,0.63251376,0.52941226,0.01642876,0.20427919,0.94740927,0.00000000
-5.01550775,1.73997503,0.01132732,0.00000000,0.63883040,0.54078052,0.01551568,0.20760734,0.94356622,0.00000000
-5.00950475,1.74807663,0.01100120,0.00000000,0.64449315,0.55174664,0.01460217,0.21036601,0.93818956,0.00000000
-5.00350175,1.75390723,0.01066915,0.00000000,0.64947039,0.56232514,0.01370264,0.21251362,0.93140898,0.00000000
-4.99749875,1.75757508,0.01033442,0.00000000,0.65371323,0.57254611,0.01283012,0.21401117,0.92334526,0.00000000
-4.99149575,1.75919061,0.00999979,0.00000000,0.65716040,0.58245647,0.01199594,0.21482384,0.91411045,0.00000000
-4.98549275,1.75887076,0.00966753,0.00000000,0.65974451,0.59212081,0.01120955,0.21492284,0.90380949,0.00000000
-4.97948974,1.75674438,0.00933945,0.00000000,0.66139923,0.60162184,0.01047835,0.21428710,0.89254301,0.00000000
-4.97348674,1.75295805,0.00901693,0.00000000,0.66206703,0.61106010,0.00980767,0.21290499,0.88041093,0.00000000
-4.96748374,1.74768194,0.00870099,0.00000000,0.66170690,0.62055308,0.00920074,0.21077567,0.86751661,0.00000000
-4.96148074,1.74111480,0.00839233,0.00000000,0.66030155,0.63023342,0.00865886,0.20791026,0.85397104,0.00000000
-4.95547774,1.73348782,0.00809150,0.00000000,0.65786364,0.64024634,0.00818148,0.20433252,0.83989678,0.00000000
-4.94947474,1.72506679,0.00779887,0.00000000,0.65444056,0.65074632,0.00776643,0.20007908,0.82543113,0.00000000
-4.94347174,1.71615217,0.00751483,0.00000000,0.65011750,0.66189296,0.00741018,0.19519928,0.81072850,0.00000000
-4.93746873,1.70707710,0.00723979,0.00000000,0.64501852,0.67384635,0.00710803,0.18975436,0.79596137,0.00000000
-4.93146573,1.69820317,0.00697428,0.00000000,0.63930553,0.68676202,0.00685445,0.18381631,0.78132007,0.00000000
-4.92546273,1.68991415,0.00671899,0.00000000,0.63317519,0.70078571,0.00664331,0.17746622,0.76701111,0.00000000
-4.91945973,1.68260802,0.00647484,0.00000000,0.62685392,0.71604817,0.00646815,0.17079236,0.75325421,0.00000000
-4.91345673,1.67668763,0.00624300,0.00000000,0.62059119,0.73266028,0.00632242,0.16388787,0.74027808,0.00000000
-4.90745373,1.67255054,0.00602490,0.00000000,0.61465149,0.75070872,0.00619970,0.15684842,0.72831537,0.00000000
-4.90145073,1.67057853,0.00582223,0.00000000,0.60930538,0.77025227,0.00609392,0.14976971,0.71759680,0.00000000
-4.89544772,1.67112740,0.00563693,0.00000000,0.60482011,0.79131914,0.00599948,0.14274514,0.70834501,0.00000000
-4.88944472,1.67451737,0.00547119,0.00000000,0.60145022,0.81390521,0.00591145,0.13586350,0.70076837,0.00000000
-4.88344172,1.68102478,0.00532741,0.00000000,0.59942857,0.83797338,0.00582557,0.12920703,0.69505498,0.00000000
-4.87743872,1.69087512,0.00520815,0.00000000,0.59895829,0.86345402,0.00573843,0.12284965,0.69136735,0.00000000
-4.87143572,1.70423780,0.00511611,0.00000000,0.60020586,0.89024629,0.00564740,0.11685572,0.68983773,0.00000000
-4.86543272,1.72122258,0.00505407,0.00000000,0.60329567,0.91822040,0.00555071,0.11127903,0.69056450,0.00000000
-4.85942971,1.74187767,0.00502483,0.00000000,0.60830619,0.94722054,0.00544741,0.10616227,0.69360952,0.00000000
-4.85342671,1.76618924,0.00503115,0.00000000,0.61526773,0.97706817,0.00533730,0.10153686,0.69899656,0.00000000
-4.84742371,1.79408215,0.00507568,0.00000000,0.62416190,1.00756558,0.00522087,0.09742315,0.70671072,0.00000000
-4.84142071,1.82542142,0.00516091,0.00000000,0.63492250,1.03849937,0.00509923,0.09383084,0.71669878,0.00000000
-4.83541771,1.86001421,0.00528905,0.00000000,0.64743776,1.06964363,0.00497399,0.09075974,0.72887026,0.00000000
-4.82941471,1.89761191,0.00546198,0.00000000,0.66155369,1.10076272,0.00484712,0.08820066,0.74309907,0.00000000
-4.82341171,1.93791204,0.00568113,0.00000000,0.67707822,1.13161331,0.00472089,0.08613641,0.75922557,0.00000000
-4.81740870,1.98055980,0.00594744,0.00000000,0.69378591,1.16194591,0.00459768,0.08454288,0.77705887,0.00000000
-4.81140570,2.02514923,0.00626119,0.00000000,0.71142311,1.19150559,0.00447989,0.08339012,0.79637926,0.00000000
-4.80540270,2.07122403,0.00662197,0.00000000,0.72971314,1.22003222,0.00436978,0.08264338,0.81694068,0.00000000
-4.79939970,2.11827826,0.00702860,0.00000000,0.74836156,1.24726026,0.00426940,0.08226407,0.83847319,0.00000000
-4.79339670,2.16575720,0.00747903,0.00000000,0.76706130,1.27291839,0.00418049,0.08221068,0.86068556,0.00000000
-4.78739370,2.21305891,0.00797028,0.00000000,0.78549769,1.29672922,0.00410436,0.08243956,0.88326787,0.00000000
-4.78139070,2.25953693,0.00849846,0.00000000,0.80335328,1.31840952,0.00404182,0.08290559,0.90589447,0.00000000
-4.77538769,2.30450449,0.00905874,0.00000000,0.82031261,1.33767101,0.00399321,0.08356289,0.92822716,0.00000000
-4.76938469,2.34724088,0.00964534,0.00000000,0.83606682,1.35422227,0.00395829,0.08436530,0.94991901,0.00000000
-4.76338169,2.38700010,0.01025164,0.00000000,0.85031837,1.36777181,0.00393629,0.08526695,0.97061860,0.00000000
-4.75737869,2.42302215,0.01087025,0.00000000,0.86278563,1.37803242,0.00392591,0.08622275,0.98997503,0.00000000
-4.75137569,2.45454680,0.01149314,0.00000000,0.87320756,1.38472689,0.00392542,0.08718887,1.00764352,0.00000000
-4.74537269,2.48082966,0.01211176,0.00000000,0.88134834,1.38759499,0.00393263,0.08812321,1.02329158,0.00000000
-4.73936968,2.50116015,0.01271727,0.00000000,0.88700187,1.38640138,0.00394505,0.08898593,1.03660559,0.00000000
-4.73336668,2.51488067,0.01330072,0.00000000,0.88999606,1.38094423,0.00395997,0.08973991,1.04729766,0.00000000
-4.72736368,2.52140608,0.01385326,0.00000000,0.89019666,1.37106407,0.00397453,0.09035123,1.05511233,0.00000000
-4.72136068,2.52024266,0.01436632,0.00000000,0.88751054,1.35665235,0.00398585,0.09078962,1.05983301,0.00000000
-4.71535768,2.51100554,0.01483191,0.00000000,0.88188811,1.33765922,0.00399116,0.09102889,1.06128761,0.00000000
-4.70935468,2.49343347,0.01524274,0.00000000,0.87332486,1.31410001,0.00398785,0.09104727,1.05935324,0.00000000
-4.70335168,2.46740025,0.01559240,0.00000000,0.86186162,1.28605985,0.00397359,0.09082763,1.05395952,0.00000000
-4.69734867,2.43292194,0.01587554,0.00000000,0.84758371,1.25369610,0.00394641,0.09035769,1.04509048,0.00000000
-4.69134567,2.39015940,0.01608799,0.00000000,0.83061876,1.21723841,0.00390477,0.08963002,1.03278469,0.00000000
-4.68534267,2.33941596,0.01622678,0.00000000,0.81113325,1.17698603,0.00384759,0.08864201,1.01713373,0.00000000
-4.67933967,2.28113009,0.01629020,0.00000000,0.78932797,1.13330260,0.00377427,0.08739559,0.99827906,0.00000000
-4.67333667,2.21586367,0.01627781,0.00000000,0.76543249,1.08660853,0.00368471,0.08589700,0.97640736,0.00000000
-4.66733367,2.14428610,0.01619038,0.00000000,0.73969888,1.03737124,0.00357930,0.08415636,0.95174461,0.00000000
-4.66133067,2.06715531,0.01602981,0.00000000,0.71239502,0.98609366,0.00345885,0.08218717,0.92454929,0.00000000
-4.65532766,1.98529651,0.01579903,0.00000000,0.68379776,0.93330169,0.00332462,0.08000580,0.89510498,0.00000000
-4.64932466,1.89957962,0.01550191,0.00000000,0.65418622,0.87953101,0.00317815,0.07763096,0.86371270,0.00000000
-4.64332166,1.81089669,0.01514306,0.00000000,0.62383557,0.82531387,0.00302131,0.07508310,0.83068351,0.00000000
