energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.63981991,1.59499889,0.01210689,0.12247585,0.01930324,0.00000000,0.64810440,0.41191440,0.98642094,0.00000000
-5.63381691,1.57141349,0.01183085,0.12211782,0.01893789,0.00000000,0.65748208,0.40284957,0.97173150,0.00000000
-5.62781391,1.54928925,0.01162189,0.12207987,0.01856794,0.00000000,0.66796690,0.39403947,0.95775593,0.00000000
-5.62181091,1.52901879,0.01149474,0.12234029,0.01820126,0.00000000,0.67967793,0.38556188,0.94478440,0.00000000
-5.61580790,1.51092998,0.01146289,0.12287352,0.01784477,0.00000000,0.69268622,0.37749144,0.93306146,0.00000000
-5.60980490,1.49526941,0.01153829,0.12364991,0.01750420,0.00000000,0.70700754,0.36989574,0.92277497,0.00000000
-5.60380190,1.48218931,0.01173100,0.12463575,0.01718388,0.00000000,0.72259739,0.36283174,0.91404746,0.00000000
-5.59779890,1.47173897,0.01204892,0.12579359,0.01688663,0.00000000,0.73934861,0.35634300,0.90693031,0.00000000
-5.59179590,1.46386115,0.01249755,0.12708303,0.01661373,0.00000000,0.75709187,0.35045786,0.90140125,0.00000000
-5.58579290,1.45839415,0.01307971,0.12846186,0.01636489,0.00000000,0.77559911,0.34518868,0.89736543,0.00000000
-5.57978989,1.45507932,0.01379536,0.12988770,0.01613842,0.00000000,0.79458990,0.34053249,0.89465992,0.00000000
-5.57378689,1.45357398,0.01464141,0.13132000,0.01593132,0.00000000,0.81374047,0.33647279,0.89306156,0.00000000
-5.56778389,1.45346901,0.01561164,0.13272234,0.01573954,0.00000000,0.83269506,0.33298260,0.89229788,0.00000000
-5.56178089,1.45431046,0.01669663,0.13406496,0.01555820,0.00000000,0.85107915,0.33002845,0.89206035,0.00000000
-5.55577789,1.45562399,0.01788381,0.13532740,0.01538197,0.00000000,0.86851403,0.32757527,0.89201958,0.00000000
-5.54977489,1.45694093,0.01915753,0.13650102,0.01520530,0.00000000,0.88463204,0.32559167,0.89184159,0.00000000
-5.54377189,1.45782490,0.02049930,0.13759132,0.01502276,0.00000000,0.89909189,0.32405546,0.89120451,0.00000000
-5.53776888,1.45789743,0.02188805,0.13861995,0.01482939,0.00000000,0.91159341,0.32295892,0.88981483,0.00000000
-5.53176588,1.45686164,0.02330055,0.13962608,0.01462092,0.00000000,0.92189122,0.32231366,0.88742266,0.00000000
-5.52576288,1.45452265,0.02471189,0.14066723,0.01439407,0.00000000,0.92980664,0.32215456,0.88383526,0.00000000
-5.51975988,1.45080407,0.02609609,0.14181932,0.01414672,0.00000000,0.93523757,0.32254267,0.87892835,0.00000000
-5.51375688,1.44575958,0.02742671,0.14317586,0.01387805,0.00000000,0.93816585,0.32356675,0.87265480,0.00000000
-5.50775388,1.43957939,0.02867762,0.14484635,0.01358867,0.00000000,0.93866200,0.32534338,0.86505039,0.00000000
-5.50175088,1.43259104,0.02982372,0.14695385,0.01328065,0.00000000,0.93688699,0.32801544,0.85623653,0.00000000
-5.49574787,1.42525480,0.03084174,0.14963161,0.01295746,0.00000000,0.93309113,0.33174912,0.84641982,0.00000000
-5.48974487,1.41815351,0.03171095,0.15301917,0.01262399,0.00000000,0.92761007,0.33672924,0.83588860,0.00000000
-5.48374187,1.41197746,0.03241390,0.15725766,0.01228632,0.00000000,0.92085795,0.34315335,0.82500658,0.00000000
-5.47773887,1.40750470,0.03293698,0.16248475,0.01195168,0.00000000,0.91331793,0.35122447,0.81420384,0.00000000
-5.47173587,1.40557737,0.03327096,0.16882923,0.01162816,0.00000000,0.90553019,0.36114291,0.80396536,0.00000000
-5.46573287,1.40707482,0.03341136,0.17640546,0.01132455,0.00000000,0.89807787,0.37309739,0.79481759,0.00000000
-5.45972986,1.41288432,0.03335862,0.18530794,0.01105006,0.00000000,0.89157105,0.38725578,0.78731328,0.00000000
-5.45372686,1.42387021,0.03311817,0.19560603,0.01081408,0.00000000,0.88662927,0.40375577,0.78201505,0.00000000
-5.44772386,1.44084240,0.03270030,0.20733929,0.01062589,0.00000000,0.88386294,0.42269590,0.77947801,0.00000000
-5.44172086,1.46452510,0.03211982,0.22051333,0.01049442,0.00000000,0.88385408,0.44412724,0.78023211,0.00000000
-5.43571786,1.49552682,0.03139561,0.23509658,0.01042794,0.00000000,0.88713701,0.46804613,0.78476432,0.00000000
-5.42971486,1.53431252,0.03055002,0.25101799,0.01043379,0.00000000,0.89417935,0.49438826,0.79350146,0.00000000
-5.42371186,1.58117881,0.02960812,0.26816590,0.01051819,0.00000000,0.90536407,0.52302440,0.80679398,0.00000000
-5.41770885,1.63623315,0.02859689,0.28638801,0.01068592,0.00000000,0.92097310,0.55375803,0.82490119,0.00000000
-5.41170585,1.69937782,0.02754435,0.30549278,0.01094018,0.00000000,0.94117323,0.58632511,0.84797857,0.00000000
-5.40570285,1.77029937,0.02647870,0.32525193,0.01128239,0.00000000,0.96600476,0.62039604,0.87606741,0.00000000
-5.39969985,1.84846425,0.02542739,0.34540432,0.01171205,0.00000000,0.99537351,0.65557988,0.90908745,0.00000000
-5.39369685,1.93312085,0.02441636,0.36566100,0.01222664,0.00000000,1.02904675,0.69143085,0.94683273,0.00000000
-5.38769385,2.02330848,0.02346928,0.38571132,0.01282160,0.00000000,1.06665337,0.72745695,0.98897106,0.00000000
-5.38169085,2.11787311,0.02260690,0.40522996,0.01349033,0.00000000,1.10768846,0.76313048,1.03504720,0.00000000
-5.37568784,2.21548974,0.02184657,0.42388470,0.01422428,0.00000000,1.15152266,0.79790018,1.08449001,0.00000000
-5.36968484,2.31469098,0.02120187,0.44134471,0.01501304,0.00000000,1.19741591,0.83120474,1.13662330,0.00000000
-5.36368184,2.41390122,0.02068237,0.45728907,0.01584463,0.00000000,1.24453556,0.86248702,1.19068045,0.00000000
-5.35767884,2.51147525,0.02029356,0.47141527,0.01670568,0.00000000,1.29197832,0.89120877,1.24582222,0.00000000
-5.35167584,2.60574044,0.02003691,0.48344742,0.01758178,0.00000000,1.33879537,0.91686514,1.30115748,0.00000000
-5.34567284,2.69504102,0.01991007,0.49314386,0.01845788,0.00000000,1.38402004,0.93899866,1.35576609,0.00000000
-5.33966983,2.77778312,0.01990715,0.50030400,0.01931865,0.00000000,1.42669683,0.95721196,1.40872345,0.00000000
-5.33366683,2.85247889,0.02001914,0.50477400,0.02014897,0.00000000,1.46591109,0.97117900,1.45912561,0.00000000
-5.32766383,2.91778846,0.02023438,0.50645122,0.02093433,0.00000000,1.50081796,0.98065429,1.50611443,0.00000000
-5.32166083,2.97255802,0.02053908,0.50528721,0.02166136,0.00000000,1.53066975,0.98547971,1.54890170,0.00000000
-5.31565783,3.01585275,0.02091789,0.50128916,0.02231819,0.00000000,1.55484046,0.98558885,1.58679145,0.00000000
-5.30965483,3.04698347,0.02135445,0.49451973,0.02289488,0.00000000,1.57284668,0.98100854,1.61919971,0.00000000
-5.30365183,3.06552606,0.02183200,0.48509535,0.02338378,0.00000000,1.58436387,0.97185768,1.64567090,0.00000000
-5.29764882,3.07133282,0.02233384,0.47318284,0.02377977,0.00000000,1.58923739,0.95834339,1.66589043,0.00000000
-5.29164582,3.06453555,0.02284388,0.45899481,0.02408049,0.00000000,1.58748788,0.94075455,1.67969284,0.00000000
-5.28564282,3.04554015,0.02334705,0.44278362,0.02428644,0.00000000,1.57931062,0.91945318,1.68706540,0.00000000
-5.27963982,3.01501294,0.02382965,0.42483447,0.02440095,0.00000000,1.56506889,0.89486378,1.68814687,0.00000000
-5.27363682,2.97385926,0.02427967,0.40545760,0.02443013,0.00000000,1.54528163,0.86746129,1.68322158,0.00000000
-5.26763382,2.92319501,0.02468695,0.38498003,0.02438263,0.00000000,1.52060569,0.83775777,1.67270894,0.00000000
-5.26163082,2.86431221,0.02504333,0.36373708,0.02426934,0.00000000,1.49181338,0.80628859,1.65714876,0.00000000
-5.25562781,2.79863972,0.02534267,0.34206383,0.02410306,0.00000000,1.45976624,0.77359836,1.63718289,0.00000000
-5.24962481,2.72770035,0.02558083,0.32028706,0.02389795,0.00000000,1.42538582,0.74022716,1.61353378,0.00000000
-5.24362181,2.65306595,0.02575555,0.29871762,0.02366910,0.00000000,1.38962266,0.70669741,1.58698063,0.00000000
-5.23761881,2.57631170,0.02586623,0.27764362,0.02343189,0.00000000,1.35342456,0.67350180,1.55833405,0.00000000
-5.23161581,2.49897123,0.02591378,0.25732457,0.02320149,0.00000000,1.31770534,0.64109251,1.52840982,0.00000000
-5.22561281,2.42249383,0.02590029,0.23798662,0.02299222,0.00000000,1.28331515,0.60987202,1.49800291,0.00000000
-5.21960980,2.34820510,0.02582877,0.21981892,0.02281704,0.00000000,1.25101342,0.58018572,1.46786236,0.00000000
-5.21360680,2.27727226,0.02570282,0.20297130,0.02268707,0.00000000,1.22144544,0.55231633,1.43866804,0.00000000
-5.20760380,2.21067507,0.02552636,0.18755306,0.02261110,0.00000000,1.19512329,0.52648026,1.41100992,0.00000000
-5.20160080,2.14918321,0.02530335,0.17363299,0.02259532,0.00000000,1.17241187,0.50282592,1.38537068,0.00000000
-5.19559780,2.09334082,0.02503752,0.16124054,0.02264305,0.00000000,1.15352043,0.48143390,1.36211220,0.00000000
-5.18959480,2.04345850,0.02473221,0.15036791,0.02275457,0.00000000,1.13849975,0.46231894,1.34146636,0.00000000
-5.18359180,1.99961302,0.02439016,0.14097308,0.02292719,0.00000000,1.12724522,0.44543356,1.32353058,0.00000000
-5.17758879,1.96165469,0.02401348,0.13298358,0.02315528,0.00000000,1.11950533,0.43067318,1.30826820,0.00000000
-5.17158579,1.92922189,0.02360359,0.12630074,0.02343053,0.00000000,1.11489539,0.41788258,1.29551367,0.00000000
-5.16558279,1.90176245,0.02316122,0.12080450,0.02374226,0.00000000,1.11291579,0.40686343,1.28498245,0.00000000
-5.15957979,1.87856076,0.02268655,0.11635834,0.02407782,0.00000000,1.11297394,0.39738268,1.27628511,0.00000000
-5.15357679,1.85876986,0.02217928,0.11281440,0.02442309,0.00000000,1.11440916,0.38918156,1.26894523,0.00000000
-5.14757379,1.84144715,0.02163884,0.11001846,0.02476300,0.00000000,1.11651925,0.38198495,1.26242022,0.00000000
-5.14157079,1.82559234,0.02106458,0.10781477,0.02508214,0.00000000,1.11858788,0.37551075,1.25612443,0.00000000
-5.13556778,1.81018637,0.02045596,0.10605054,0.02536526,0.00000000,1.11991159,0.36947913,1.24945340,0.00000000
-5.12956478,1.79422965,0.01981279,0.10458002,0.02559789,0.00000000,1.11982538,0.36362121,1.24180838,0.00000000
-5.12356178,1.77677835,0.01913542,0.10326799,0.02576680,0.00000000,1.11772584,0.35768709,1.23262015,0.00000000
-5.11755878,1.75697721,0.01842491,0.10199270,0.02586050,0.00000000,1.11309122,0.35145285,1.22137105,0.00000000
-5.11155578,1.73408796,0.01768318,0.10064820,0.02586954,0.00000000,1.10549739,0.34472644,1.20761448,0.00000000
-5.10555278,1.70751217,0.01691310,0.09914590,0.02578686,0.00000000,1.09462964,0.33735220,1.19099109,0.00000000
-5.09954977,1.67680793,0.01611859,0.09741553,0.02560793,0.00000000,1.08028974,0.32921399,1.17124100,0.00000000
-5.09354677,1.64169995,0.01530455,0.09540544,0.02533082,0.00000000,1.06239835,0.32023682,1.14821184,0.00000000
-5.08754377,1.60208307,0.01447690,0.09308223,0.02495620,0.00000000,1.04099302,0.31038700,1.12186235,0.00000000
-5.08154077,1.55801923,0.01364243,0.09042989,0.02448719,0.00000000,1.01622203,0.29967091,1.09226160,0.00000000
-5.07553777,1.50972854,0.01280868,0.08744840,0.02392921,0.00000000,0.98833464,0.28813244,1.05958412,0.00000000
-5.06953477,1.45757514,0.01198380,0.08415197,0.02328966,0.00000000,0.95766853,0.27584931,1.02410135,0.00000000
-5.06353177,1.40204876,0.01117635,0.08056694,0.02257761,0.00000000,0.92463501,0.26292852,0.98617008,0.00000000
-5.05752876,1.34374310,0.01039507,0.07672954,0.02180349,0.00000000,0.88970283,0.24950101,0.94621843,0.00000000
-5.05152576,1.28333215,0.00964870,0.07268348,0.02097867,0.00000000,0.85338147,0.23571600,0.90473023,0.00000000
-5.04552276,1.22154543,0.00894573,0.06847762,0.02011510,0.00000000,0.81620443,0.22173509,0.86222853,0.00000000
-5.03951976,1.15914348,0.00829422,0.06416366,0.01922501,0.00000000,0.77871327,0.20772635,0.81925899,0.00000000
-5.03351676,1.09689424,0.00770158,0.05979401,0.01832051,0.00000000,0.74144287,0.19385880,0.77637365,0.00000000
-5.02751376,1.03555130,0.00717442,0.05541997,0.01741337,0.00000000,0.70490822,0.18029726,0.73411592,0.00000000
-5.02151076,0.97583445,0.00671834,0.05109005,0.01651475,0.00000000,0.66959307,0.16719778,0.69300686,0.00000000
-5.01550775,0.91841305,0.00633784,0.04684870,0.01563498,0.00000000,0.63594039,0.15470383,0.65353332,0.00000000
-5.00950475,0.86389230,0.00603623,0.04273537,0.01478346,0.00000000,0.60434477,0.14294316,0.61613799,0.00000000
-5.00350175,0.81280251,0.00581546,0.03878379,0.01396851,0.00000000,0.57514661,0.13202548,0.58121130,0.00000000
-4.99749875,0.76559121,0.00567615,0.03502166,0.01319732,0.00000000,0.54862777,0.12204086,0.54908537,0.00000000
-4.99149575,0.72261789,0.00561751,0.03147057,0.01247589,0.00000000,0.52500881,0.11305884,0.52002965,0.00000000
-4.98549275,0.68415109,0.00563732,0.02814617,0.01180903,0.00000000,0.50444725,0.10512813,0.49424813,0.00000000
-4.97948974,0.65036757,0.00573201,0.02505851,0.01120036,0.00000000,0.48703699,0.09827686,0.47187809,0.00000000
-4.97348674,0.62135317,0.00589663,0.02221261,0.01065232,0.00000000,0.47280845,0.09251333,0.45299001,0.00000000
-4.96748374,0.59710526,0.00612498,0.01960903,0.01016624,0.00000000,0.46172970,0.08782701,0.43758861,0.00000000
-4.96148074,0.57753640,0.00640968,0.01724465,0.00974231,0.00000000,0.45370819,0.08418997,0.42561494,0.00000000
-4.95547774,0.56247931,0.00674236,0.01511332,0.00937969,0.00000000,0.44859341,0.08155843,0.41694930,0.00000000
-4.94947474,0.55169284,0.00711374,0.01320666,0.00907655,0.00000000,0.44618038,0.07987453,0.41141518,0.00000000
-4.94347174,0.54486911,0.00751394,0.01151470,0.00883014,0.00000000,0.44621411,0.07906823,0.40878408,0.00000000
-4.93746873,0.54164172,0.00793261,0.01002657,0.00863683,0.00000000,0.44839510,0.07905933,0.40878131,0.00000000
-4.93146573,0.54159514,0.00835925,0.00873104,0.00849228,0.00000000,0.45238604,0.07975959,0.41109268,0.00000000
-4.92546273,0.54427507,0.00878346,0.00761706,0.00839150,0.00000000,0.45781960,0.08107495,0.41537227,0.00000000
-4.91945973,0.54919999,0.00919524,0.00667417,0.00832898,0.00000000,0.46430729,0.08290780,0.42125100,0.00000000
-4.91345673,0.55587348,0.00958526,0.00589281,0.00829886,0.00000000,0.47144942,0.08515932,0.42834613,0.00000000
-4.90745373,0.56379734,0.00994521,0.00526464,0.00829506,0.00000000,0.47884573,0.08773190,0.43627130,0.00000000
-4.90145073,0.57248499,0.01026799,0.00478265,0.00831150,0.00000000,0.48610656,0.09053146,0.44464705,0.00000000
-4.89544772,0.58147492,0.01054804,0.00444129,0.00834223,0.00000000,0.49286412,0.09346978,0.45311135,0.00000000
-4.88944472,0.59034368,0.01078148,0.00423653,0.00838161,0.00000000,0.49878351,0.09646669,0.46132991,0.00000000
-4.88344172,0.59871780,0.01096631,0.00416577,0.00842451,0.00000000,0.50357293,0.09945208,0.46900578,0.00000000
-4.87743872,0.60628434,0.01110248,0.00422782,0.00846646,0.00000000,0.50699271,0.10236757,0.47588785,0.00000000
-4.87143572,0.61279929,0.01119192,0.00442268,0.00850376,0.00000000,0.50886267,0.10516793,0.48177777,0.00000000
-4.86543272,0.61809361,0.01123849,0.00475144,0.00853357,0.00000000,0.50906745,0.10782201,0.48653502,0.00000000
-4.85942971,0.62207636,0.01124787,0.00521598,0.00855401,0.00000000,0.50755946,0.11031315,0.49007980,0.00000000
-4.85342671,0.62473478,0.01122733,0.00581878,0.00856416,0.00000000,0.50435926,0.11263917,0.49239343,0.00000000
-4.84742371,0.62613122,0.01118550,0.00656263,0.00856403,0.00000000,0.49955326,0.11481176,0.49351625,0.00000000
-4.84142071,0.62639687,0.01113201,0.00745041,0.00855450,0.00000000,0.49328891,0.11685531,0.49354313,0.00000000
-4.83541771,0.62572278,0.01107714,0.00848482,0.00853720,0.00000000,0.48576729,0.11880537,0.49261652,0.00000000
-4.82941471,0.62434828,0.01103136,0.00966825,0.00851438,0.00000000,0.47723370,0.12070665,0.49091760,0.00000000
-4.82341171,0.62254762,0.01100494,0.01100265,0.00848872,0.00000000,0.46796648,0.12261072,0.48865579,0.00000000
-4.81740870,0.62061543,0.01100749,0.01248949,0.00846312,0.00000000,0.45826466,0.12457367,0.48605722,0.00000000
-4.81140570,0.61885177,0.01104754,0.01412988,0.00844052,0.00000000,0.44843498,0.12665366,0.48335273,0.00000000
-4.80540270,0.61754763,0.01113215,0.01592484,0.00842367,0.00000000,0.43877899,0.12890877,0.48076607,0.00000000
-4.79939970,0.61697175,0.01126657,0.01787563,0.00841492,0.00000000,0.42958072,0.13139516,0.47850293,0.00000000
-4.79339670,0.61735958,0.01145400,0.01998438,0.00841610,0.00000000,0.42109565,0.13416570,0.47674144,0.00000000
-4.78739370,0.61890488,0.01169537,0.02225479,0.00842832,0.00000000,0.41354150,0.13726930,0.47562472,0.00000000
-4.78139070,0.62175481,0.01198926,0.02469302,0.00845192,0.00000000,0.40709118,0.14075095,0.47525583,0.00000000
-4.77538769,0.62600858,0.01233190,0.02730878,0.00848641,0.00000000,0.40186834,0.14465256,0.47569555,0.00000000
-4.76938469,0.63171995,0.01271727,0.03011643,0.00853045,0.00000000,0.39794575,0.14901458,0.47696303,0.00000000
-4.76338169,0.63890347,0.01313730,0.03313624,0.00858192,0.00000000,0.39534632,0.15387831,0.47903936,0.00000000
-4.75737869,0.64754405,0.01358214,0.03639556,0.00863805,0.00000000,0.39404700,0.15928885,0.48187387,0.00000000
-4.75137569,0.65760936,0.01404057,0.03992997,0.00869550,0.00000000,0.39398501,0.16529846,0.48539271,0.00000000
-4.74537269,0.66906428,0.01450038,0.04378423,0.00875062,0.00000000,0.39506613,0.17197005,0.48950929,0.00000000
-4.73936968,0.68188635,0.01494890,0.04801302,0.00879958,0.00000000,0.39717457,0.17938066,0.49413591,0.00000000
-4.73336668,0.69608135,0.01537347,0.05268125,0.00883865,0.00000000,0.40018377,0.18762444,0.49919571,0.00000000
-4.72736368,0.71169764,0.01576196,0.05786392,0.00886437,0.00000000,0.40396747,0.19681501,0.50463442,0.00000000
-4.72136068,0.72883832,0.01610328,0.06364555,0.00887379,0.00000000,0.40841044,0.20708666,0.51043084,0.00000000
-4.71535768,0.74767008,0.01638780,0.07011881,0.00886464,0.00000000,0.41341811,0.21859437,0.51660543,0.00000000
-4.70935468,0.76842772,0.01660776,0.07738262,0.00883547,0.00000000,0.41892453,0.23151216,0.52322637,0.00000000
-4.70335168,0.79141382,0.01675755,0.08553951,0.00878576,0.00000000,0.42489820,0.24602978,0.53041241,0.00000000
-4.69734867,0.81699287,0.01683396,0.09469229,0.00871598,0.00000000,0.43134527,0.26234756,0.53833225,0.00000000
-4.69134567,0.84557987,0.01683627,0.10494008,0.00862758,0.00000000,0.43830985,0.28066949,0.54720023,0.00000000
-4.68534267,0.87762338,0.01676626,0.11637387,0.00852294,0.00000000,0.44587146,0.30119463,0.55726829,0.00000000
-4.67933967,0.91358369,0.01662807,0.12907153,0.00840525,0.00000000,0.45413950,0.32410711,0.56881453,0.00000000
-4.67333667,0.95390674,0.01642807,0.14309270,0.00827840,0.00000000,0.46324519,0.34956501,0.58212871,0.00000000
-4.66733367,0.99899507,0.01617447,0.15847362,0.00814673,0.00000000,0.47333120,0.37768867,0.59749547,0.00000000
-4.66133067,1.04917711,0.01587704,0.17522211,0.00801488,0.00000000,0.48453976,0.40854888,0.61517596,0.00000000
-4.65532766,1.10467632,0.01554664,0.19331305,0.00788750,0.00000000,0.49699964,0.44215561,0.63538886,0.00000000
-4.64932466,1.16558206,0.01519478,0.21268459,0.00776905,0.00000000,0.51081301,0.47844784,0.65829188,0.00000000
-4.64332166,1.23182373,0.01483316,0.23323524,0.00766358,0.00000000,0.52604281,0.51728519,0.68396468,0.00000000
