energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,2.30307779,-5.79076238,0.00649953,-0.05563857,0.19472849,-0.38939469,1.62750599,-2.76101970,0.51524260,-0.79802339,0.02730400,-0.14557956,1.03683365,-3.04753803
-5.99399700,2.42436543,-5.53930338,0.00716416,-0.05086440,0.21141306,-0.37444249,1.73219949,-2.63076644,0.54328586,-0.76746268,0.02909099,-0.14015211,1.08290007,-2.91341255
-5.98799400,2.55118460,-5.29054681,0.00789331,-0.04637086,0.22903676,-0.35918266,1.84549324,-2.50620548,0.57203851,-0.73627083,0.03093572,-0.13456882,1.13112946,-2.78140710
-5.98199100,2.68285165,-5.04410347,0.00869344,-0.04215429,0.24753954,-0.34362793,1.96715473,-2.38663046,0.60133504,-0.70448518,0.03282713,-0.12884259,1.18124504,-2.65124717
-5.97598799,2.81876641,-4.79966494,0.00957168,-0.03820951,0.26685735,-0.32780131,2.09691395,-2.27133481,0.63103791,-0.67216633,0.03475799,-0.12298814,1.23301916,-2.52269308
-5.96998499,2.95843014,-4.55705485,0.01053577,-0.03453028,0.28692280,-0.31173731,2.23446538,-2.15965572,0.66104252,-0.63940115,0.03672513,-0.11702267,1.28628188,-2.39557095
-5.96398199,3.10145595,-4.31626849,0.01159390,-0.03110969,0.30766556,-0.29548246,2.37946713,-2.05101207,0.69128027,-0.60630427,0.03872958,-0.11096631,1.34092560,-2.26979751
-5.95797899,3.24757145,-4.07749967,0.01275455,-0.02794036,0.32901272,-0.27909517,2.53153728,-1.94493524,0.72171974,-0.57301800,0.04077647,-0.10484250,1.39690550,-2.14539773
-5.95197599,3.39661310,-3.84115400,0.01402625,-0.02501465,0.35088889,-0.26264498,2.69024784,-1.84109165,0.75236574,-0.53971070,0.04287482,-0.09867793,1.45423562,-2.02251484
-5.94597299,3.54851303,-3.60784898,0.01541739,-0.02232478,0.37321621,-0.24621125,2.85511703,-1.73929663,0.78325631,-0.50657385,0.04503702,-0.09250246,1.51298096,-1.90141278
