energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,2.17729318,-1.43881888,0.87651605,-0.60308760,0.55074726,-0.10759878,0.00425916,-0.00577051,0.32135233,-0.07663918,0.37740434,-0.30329539,0.30460977,-0.31608762,0.04394273,-0.04962744,0.92087053,-0.79978729
-5.93396698,2.23484199,-1.38807677,0.93221285,-0.57925728,0.57267365,-0.10283183,0.00401094,-0.00562810,0.33771123,-0.07223338,0.38986956,-0.29161716,0.30628925,-0.30847319,0.04202546,-0.04853201,0.93814371,-0.77390916
-5.92796398,2.29394803,-1.33696078,0.99112570,-0.55677350,0.59525784,-0.09817764,0.00376307,-0.00546389,0.35531130,-0.06793186,0.40208800,-0.28055678,0.30824639,-0.30012523,0.04006096,-0.04721698,0.95488311,-0.74777956
-5.92196098,2.35419863,-1.28605008,1.05303542,-0.53580553,0.61827363,-0.09369632,0.00351769,-0.00527955,0.37400799,-0.06377287,0.41397720,-0.27021948,0.31051114,-0.29116001,0.03806533,-0.04570736,0.97100257,-0.72171722
-5.91595798,2.41506101,-1.23596171,1.11763469,-0.51654297,0.64144750,-0.08944858,0.00327685,-0.00507714,0.39360667,-0.05979672,0.42545433,-0.26071020,0.31309452,-0.28171095,0.03605393,-0.04403129,0.98640364,-0.69606187
-5.90995498,2.47588633,-1.18734664,1.18452316,-0.49919885,0.66446428,-0.08549554,0.00304245,-0.00485906,0.41386681,-0.05604567,0.43643550,-0.25213419,0.31598679,-0.27192688,0.03404138,-0.04221932,1.00097293,-0.67117222
-5.90395198,2.53591996,-1.14088418,1.25320646,-0.48401164,0.68697519,-0.08189843,0.00281627,-0.00462799,0.43450844,-0.05256377,0.44683527,-0.24459710,0.31915630,-0.26196977,0.03204161,-0.04030366,1.01458027,-0.64742269
-5.89794897,2.59431768,-1.09727469,1.32309956,-0.47124582,0.70860806,-0.07871836,0.00259989,-0.00438674,0.45522078,-0.04939680,0.45656646,-0.23820457,0.32254945,-0.25201212,0.03006786,-0.03831742,1.02707796,-0.62519927
-5.89194597,2.65016742,-1.05723069,1.39353458,-0.46119100,0.72897931,-0.07601582,0.00239471,-0.00413825,0.47567265,-0.04659211,0.46554030,-0.23306124,0.32609140,-0.24223401,0.02813270,-0.03629383,1.03830122,-0.60489417
-5.88594297,2.70251589,-1.02146623,1.46377316,-0.45415928,0.74770727,-0.07385024,0.00220192,-0.00388544,0.49552438,-0.04419846,0.47366691,-0.22926912,0.32968782,-0.23281974,0.02624800,-0.03426553,1.04806985,-0.58689944
-5.87993997,2.75039910,-0.99068469,1.53302300,-0.45048070,0.76442632,-0.07227936,0.00202253,-0.00363116,0.51444068,-0.04226582,0.48085629,-0.22692553,0.33322752,-0.22395433,0.02442497,-0.03226391,1.05619125,-0.57159965
-5.87393697,2.79287568,-0.96556515,1.60045832,-0.45049694,0.77880123,-0.07135850,0.00185735,-0.00337814,0.53210391,-0.04084508,0.48701959,-0.22612042,0.33658588,-0.21581975,0.02267403,-0.03031841,1.06246470,-0.55936356
-5.86793397,2.82906161,-0.94674757,1.66524335,-0.45455301,0.79054098,-0.07113974,0.00170700,-0.00312890,0.54822721,-0.03998771,0.49207090,-0.22693338,0.33962898,-0.20859099,0.02100477,-0.02845604,1.06668672,-0.55053513
-5.86193097,2.85816495,-0.93481695,1.72655834,-0.46298723,0.79941162,-0.07167102,0.00157190,-0.00288573,0.56256687,-0.03974520,0.49592920,-0.22943027,0.34221821,-0.20243212,0.01942589,-0.02670081,1.06865759,-0.54542400
-5.85592796,2.87951903,-0.93028691,1.78362672,-0.47611955,0.80524739,-0.07299506,0.00145233,-0.00265062,0.57493345,-0.04016851,0.49852078,-0.23365979,0.34421533,-0.19749228,0.01794508,-0.02507338,1.06818848,-0.54429561
-5.84992496,2.89261269,-0.93358309,1.83574264,-0.49423844,0.80795966,-0.07514837,0.00134836,-0.00242527,0.58520107,-0.04130719,0.49978165,-0.23964984,0.34548756,-0.19390186,0.01656892,-0.02359069,1.06510918,-0.54736137
-5.84392196,2.89711615,-0.94502674,1.88229753,-0.51758680,0.80754326,-0.07816005,0.00125992,-0.00221107,0.59331439,-0.04320848,0.49966007,-0.24740419,0.34591262,-0.19176875,0.01530280,-0.02226576,1.05927586,-0.55476910
-5.83791896,2.89290127,-0.96481918,1.92280456,-0.54634726,0.80407981,-0.08205074,0.00118679,-0.00200907,0.59929318,-0.04591614,0.49811905,-0.25689925,0.34538356,-0.19117497,0.01415079,-0.02110753,1.05057871,-0.56659416
-5.83191596,2.88005525,-0.99302761,1.95691998,-0.58062725,0.79773790,-0.08683152,0.00112860,-0.00182000,0.60323398,-0.04946914,0.49513855,-0.26808139,0.34381295,-0.19217363,0.01311563,-0.02012077,1.03894894,-0.58283157
-5.82591296,2.85888707,-1.02957289,1.98446022,-0.62044471,0.78877016,-0.09250294,0.00108482,-0.00164432,0.60530895,-0.05390027,0.49071735,-0.28086480,0.34113655,-0.19478639,0.01219865,-0.01930615,1.02436475,-0.60338958
-5.81990995,2.82992629,-1.07421996,2.00541397,-0.66571475,0.77750720,-0.09905411,0.00105478,-0.00148217,0.60576198,-0.05923462,0.48487456,-0.29513002,0.33731603,-0.19900154,0.01139970,-0.01866032,1.00685610,-0.62808494
-5.81390695,2.79391417,-1.12657140,2.01994867,-0.71623820,0.76434871,-0.10646209,0.00103769,-0.00133348,0.60490213,-0.06548801,0.47765041,-0.31072339,0.33234084,-0.20477273,0.01071724,-0.01817613,0.98650783,-0.65664033
-5.80790395,2.75178732,-1.18606485,2.02841087,-0.77169254,0.74975223,-0.11469139,0.00103260,-0.00119792,0.60309471,-0.07266544,0.46910651,-0.32745742,0.32622910,-0.21201852,0.01014827,-0.01784289,0.96346101,-0.68868419
-5.80190095,2.70465477,-1.25197457,2.03132047,-0.83162604,0.73421982,-0.12369377,0.00103846,-0.00107502,0.60075046,-0.08075972,0.45932542,-0.34511215,0.31902737,-0.22062281,0.00968846,-0.01764677,0.93791242,-0.72375316
-5.79589795,2.65376898,-1.32341772,2.02935898,-0.89545556,0.71828343,-0.13340841,0.00105407,-0.00096412,0.59831329,-0.08975017,0.44840945,-0.36343765,0.31080953,-0.23043613,0.00933219,-0.01757118,0.91011196,-0.76129739
-5.78989495,2.60049233,-1.39936549,2.02335200,-0.96246870,0.70248944,-0.14376230,0.00107813,-0.00086448,0.59624691,-0.09960170,0.43647897,-0.38215750,0.30167472,-0.24127794,0.00907269,-0.01759726,0.88035830,-0.80068868
-5.78389195,2.54626013,-1.47865914,2.01424678,-1.03183054,0.68738297,-0.15467108,0.00110924,-0.00077526,0.59502114,-0.11026416,0.42366991,-0.40097344,0.29174442,-0.25293980,0.00890216,-0.01770447,0.84899269,-0.84123148
-5.77788894,2.49254164,-1.56003097,2.00308554,-1.10259529,0.67349270,-0.16604020,0.00114591,-0.00069560,0.59509824,-0.12167222,0.41013091,-0.41957086,0.28115887,-0.26518957,0.00881193,-0.01787113,0.81639124,-0.88217658
-5.77188594,2.44080060,-1.64212973,1.99097565,-1.17372275,0.66131655,-0.17776644,0.00118659,-0.00062461,0.59691973,-0.13374569,0.39602003,-0.43762526,0.27007299,-0.27777631,0.00879265,-0.01807501,0.78295598,-0.92273717
-5.76588294,2.39245658,-1.72355011,1.97905752,-1.24409959,0.65130886,-0.18973981,0.00122969,-0.00056140,0.60089426,-0.14639052,0.38150117,-0.45480933,0.25865187,-0.29043601,0.00883446,-0.01829401,0.74910503,-0.96210691
-5.75987994,2.34884843,-1.80286544,1.96847174,-1.31256476,0.64386936,-0.20184575,0.00127361,-0.00050515,0.60738678,-0.15950029,0.36674038,-0.47080055,0.24706616,-0.30289783,0.00892721,-0.01850668,0.71526215,-0.99947947
-5.75387694,2.31120097,-1.87866285,1.96032620,-1.37793852,0.63933431,-0.21396761,0.00131679,-0.00045504,0.61670932,-0.17295850,0.35190216,-0.48528909,0.23548731,-0.31489079,0.00906064,-0.01869286,0.68184625,-1.03406893
-5.74787394,2.28059590,-1.94957962,1.95566454,-1.43905420,0.63796980,-0.22598947,0.00135769,-0.00041034,0.62911361,-0.18664136,0.33714594,-0.49798560,0.22408312,-0.32615058,0.00922461,-0.01883418,0.64926098,-1.06513032
-5.74187094,2.25794740,-2.01433979,1.95543690,-1.49479150,0.63996752,-0.23779901,0.00139488,-0.00037040,0.64478553,-0.20042128,0.32262274,-0.50862888,0.21301340,-0.33642637,0.00940924,-0.01891454,0.61788500,-1.09197961
-5.73586793,2.24398314,-2.07178949,1.96047368,-1.54411028,0.64544275,-0.24929066,0.00142705,-0.00033462,0.66384154,-0.21417089,0.30847226,-0.51699286,0.20242616,-0.34548736,0.00960515,-0.01892051,0.58806304,-1.11401238
-5.72986493,2.23923073,-2.12093010,1.97146318,-1.58608330,0.65443455,-0.26036877,0.00145305,-0.00030248,0.68632696,-0.22776742,0.29482029,-0.52289285,0.19245421,-0.35312874,0.00980358,-0.01884161,0.56009817,-1.13072046
-5.72386193,2.24400970,-2.16094765,1.98893353,-1.61992683,0.66690796,-0.27095071,0.00147191,-0.00027356,0.71221593,-0.24109757,0.28177670,-0.52619069,0.18321237,-0.35917697,0.00999656,-0.01867054,0.53424537,-1.14170587
-5.71785893,2.25842879,-2.19123771,2.01323924,-1.64502764,0.68275783,-0.28097002,0.00148290,-0.00024748,0.74141301,-0.25406241,0.26943385,-0.52679866,0.17479535,-0.36349417,0.01017696,-0.01840325,0.51070670,-1.14669155
-5.71185593,2.28238831,-2.21142469,2.04455265,-1.66096533,0.70181418,-0.29037927,0.00148550,-0.00022396,0.77375612,-0.26658237,0.25786563,-0.52468190,0.16727626,-0.36598140,0.01033863,-0.01803897,0.48962801,-1.14552838
-5.70585293,2.31558698,-2.22137482,2.08286002,-1.66752893,0.72384861,-0.29915274,0.00147944,-0.00020276,0.80902054,-0.27860203,0.24712689,-0.51985939,0.16070577,-0.36658073,0.01047645,-0.01758005,0.47109741,-1.13819840
-5.69984992,2.35753296,-2.22120240,2.12796237,-1.66472710,0.74858145,-0.30728868,0.00146475,-0.00018371,0.84692395,-0.29009448,0.23725349,-0.51240333,0.15511205,-0.36527614,0.01058627,-0.01703183,0.45514535,-1.12481394
-5.69384692,2.40755832,-2.21126912,2.17948065,-1.65279136,0.77568949,-0.31481115,0.00144169,-0.00016667,0.88713205,-0.30106514,0.22826276,-0.50243700,0.15050127,-0.36209319,0.01066500,-0.01640225,0.44174642,-1.10561289
-5.68784392,2.46483652,-2.19217645,2.23686482,-1.63217235,0.80481388,-0.32177127,0.00141081,-0.00015155,0.92926473,-0.31155472,0.22015446,-0.49013123,0.14685880,-0.35709743,0.01071050,-0.01570160,0.43082259,-1.08095034
-5.68184092,2.52840236,-2.16475139,2.29940665,-1.60352910,0.83556792,-0.32824779,0.00137290,-0.00013832,0.97290250,-0.32164123,0.21291211,-0.47569953,0.14415102,-0.35039184,0.01072154,-0.01494205,0.42224803,-1.05128699
-5.67583792,2.59717384,-2.13002620,2.36625556,-1.56771190,0.86754478,-0.33434693,0.00132899,-0.00012696,1.01759324,-0.33144076,0.20650475,-0.45939229,0.14232759,-0.34211325,0.01069772,-0.01413719,0.41585505,-1.01717487
-5.66983492,2.66997564,-2.08921272,2.43643720,-1.52573943,0.90032468,-0.34020133,0.00128034,-0.00011746,1.06285888,-0.34110696,0.20088892,-0.44149005,0.14132431,-0.33242803,0.01063938,-0.01330164,0.41144129,-0.97924105
-5.66383192,2.74556355,-2.04367224,2.50887430,-1.47877121,0.93348169,-0.34596811,0.00122840,-0.00010986,1.10820224,-0.35082911,0.19601108,-0.42229629,0.14106628,-0.32152725,0.01054750,-0.01245052,0.40877768,-0.93817002
-5.65782891,2.82264985,-1.99488189,2.58240939,-1.42807635,0.96658999,-0.35182590,0.00117480,-0.00010420,1.15311381,-0.36082875,0.19181010,-0.40212999,0.14147145,-0.30962141,0.01042359,-0.01159906,0.40761717,-0.89468535
-5.65182591,2.89992893,-1.94439856,2.65582897,-1.37499999,0.99922955,-0.35797104,0.00112131,-0.00010055,1.19707861,-0.37135483,0.18822005,-0.38131808,0.14245436,-0.29693507,0.01026961,-0.01076219,0.40770377,-0.84953146
-5.64582291,2.97610321,-1.89382146,2.72788884,-1.32092869,1.03099133,-0.36461265,0.00106981,-0.00009895,1.23958301,-0.38267749,0.18517297,-0.36018824,0.14392993,-0.28370145,0.01008790,-0.00995413,0.40878185,-0.80345607
-5.63981991,3.04990871,-1.84475434,2.79734026,-1.26725592,1.06148203,-0.37196704,0.00102230,-0.00009950,1.28012166,-0.39508062,0.18260175,-0.33906208,0.14581729,-0.27015725,0.00988110,-0.00918816,0.41060522,-0.75719378
-5.63381691,3.12014022,-1.79876842,2.86295652,-1.21534907,1.09032845,-0.38025127,0.00098081,-0.00010224,1.31820458,-0.40885346,0.18044291,-0.31824900,0.14804344,-0.25653775,0.00965209,-0.00847629,0.41294582,-0.71145136
-5.62781391,3.18567555,-1.75736690,2.92355959,-1.16651876,1.11718154,-0.38967619,0.00094743,-0.00010726,1.35336427,-0.42428141,0.17863926,-0.29804071,0.15054658,-0.24307234,0.00940397,-0.00782911,0.41560178,-0.66689483
-5.62181091,3.24549854,-1.72195190,2.97804650,-1.12199150,1.14172027,-0.40043917,0.00092426,-0.00011462,1.38516300,-0.44163651,0.17714221,-0.27870664,0.15327906,-0.22998055,0.00914001,-0.00725561,0.41840434,-0.62413879
-5.61580790,3.29872040,-1.69379460,3.02541497,-1.08288642,1.16365527,-0.41271684,0.00091339,-0.00012435,1.41320022,-0.46116781,0.17591390,-0.26049011,0.15620971,-0.21746851,0.00886370,-0.00676314,0.42122370,-0.58373781
-5.60980490,3.34459880,-1.67400918,3.06478772,-1.05019632,1.18273248,-0.42665798,0.00091684,-0.00013649,1.43711992,-0.48309227,0.17492870,-0.24360536,0.15932554,-0.20572598,0.00857867,-0.00635731,0.42397327,-0.54617992
-5.60380190,3.38255437,-1.66353108,3.09543494,-1.02477357,1.19873654,-0.44237703,0.00093660,-0.00015105,1.45661785,-0.50758631,0.17417435,-0.22823537,0.16263258,-0.19492391,0.00828878,-0.00604199,0.42661237,-0.51188214
-5.59779890,3.41218393,-1.66309989,3.11679431,-1.00732067,1.21149413,-0.45994854,0.00097454,-0.00016801,1.47144851,-0.53477861,0.17365236,-0.21453036,0.16615592,-0.18521232,0.00799805,-0.00581938,0.42914696,-0.48118776
-5.59179590,3.43326989,-1.67324736,3.12848777,-0.99838548,1.22087711,-0.47940267,0.00103238,-0.00018734,1.48143157,-0.56474440,0.17337792,-0.20260694,0.16993874,-0.17671878,0.00771069,-0.00568998,0.43162873,-0.45436515
-5.58579290,3.44578551,-1.69429037,3.13033446,-0.99836069,1.22680525,-0.50072224,0.00111168,-0.00020895,1.48645744,-0.59750153,0.17337902,-0.19254779,0.17404051,-0.16954714,0.00743111,-0.00565271,0.43415202,-0.43160793
-5.57978989,3.44989535,-1.72632920,3.12235905,-1.00748720,1.22924850,-0.52384129,0.00121376,-0.00023275,1.48649188,-0.63300856,0.17369500,-0.18440185,0.17853418,-0.16377670,0.00716385,-0.00570497,0.43684918,-0.41303621
-5.57378689,3.44595073,-1.76925071,3.10479498,-1.02586070,1.22822866,-0.54864544,0.00133969,-0.00025859,1.48157912,-0.67116492,0.17437449,-0.17818493,0.18350261,-0.15946167,0.00691359,-0.00584274,0.43988405,-0.39869875
-5.56778389,3.43447989,-1.82273642,3.07808188,-1.05344096,1.22382010,-0.57497400,0.00149018,-0.00028632,1.47184334,-0.71181307,0.17547278,-0.17388066,0.18903424,-0.15663099,0.00668503,-0.00606064,0.44344416,-0.38857578
-5.56178089,3.41617296,-1.88627503,3.04285711,-1.09006301,1.21614948,-0.60262372,0.00166560,-0.00031574,1.45748819,-0.75474265,0.17704885,-0.17144183,0.19521824,-0.15528843,0.00648287,-0.00635208,0.44773164,-0.38258252
-5.55577789,3.39186179,-1.95917889,2.99994096,-1.13544969,1.20539427,-0.63135415,0.00186585,-0.00034667,1.43879419,-0.79969630,0.17916210,-0.17079207,0.20213929,-0.15541317,0.00631171,-0.00670935,0.45295342,-0.38057321
-5.54977489,3.36249512,-2.04060393,2.95031596,-1.18922466,1.19177986,-0.66089425,0.00209038,-0.00037890,1.41611381,-0.84637680,0.18186893,-0.17182789,0.20987222,-0.15696061,0.00617590,-0.00712376,0.45931114,-0.38234570
-5.54377189,3.32910981,-2.12957224,2.89510034,-1.25092556,1.17557528,-0.69095001,0.00233809,-0.00041223,1.38986427,-0.89445525,0.18521950,-0.17442104,0.21847687,-0.15986374,0.00607948,-0.00758578,0.46699099,-0.38764660
-5.53776888,3.29279886,-2.22499681,2.83551656,-1.32001650,1.15708751,-0.72121266,0.00260733,-0.00044650,1.36051808,-0.94357963,0.18925465,-0.17842135,0.22799324,-0.16403489,0.00602602,-0.00808523,0.47615430,-0.39617698
-5.53176588,3.25467748,-2.32570740,2.77285577,-1.39589967,1.13665441,-0.75136718,0.00289585,-0.00048157,1.32859151,-0.99338354,0.19400337,-0.18365991,0.23843746,-0.16936797,0.00601856,-0.00861140,0.48692909,-0.40759883
-5.52576288,3.21584845,-2.43047711,2.70843929,-1.47792566,1.11463643,-0.78110057,0.00320084,-0.00051737,1.29463138,-1.04349446,0.19948079,-0.18995265,0.24979855,-0.17574123,0.00605943,-0.00915332,0.49940311,-0.42154199
-5.51975988,3.17736810,-2.53804859,2.64357876,-1.56540235,1.09140742,-0.81010965,0.00351891,-0.00055391,1.25920050,-1.09354131,0.20568696,-0.19710436,0.26203645,-0.18302046,0.00615022,-0.00969994,0.51361881,-0.43761198
-5.51375688,3.14021463,-2.64715968,2.57953631,-1.65760240,1.06734481,-0.83810801,0.00384612,-0.00059127,1.22286232,-1.14316088,0.21260659,-0.20491301,0.27508131,-0.19106266,0.00629172,-0.01024039,0.52957048,-0.45539828
-5.50775388,3.10525983,-2.75656746,2.51748649,-1.75376944,1.04281955,-0.86483189,0.00417809,-0.00062967,1.18616545,-1.19200307,0.22020954,-0.21317435,0.28883431,-0.19972003,0.00648382,-0.01076419,0.54720385,-0.47448329
-5.50175088,3.07324599,-2.86507072,2.45848165,-1.85312323,1.01818633,-0.89004482,0.00451001,-0.00066943,1.14962860,-1.23973482,0.22845242,-0.22168677,0.30316990,-0.20884424,0.00672559,-0.01126156,0.56641820,-0.49445163
-5.49574787,3.04476887,-2.97153026,2.40342215,-1.95486418,0.99377435,-0.91354092,0.00483682,-0.00071099,1.11372657,-1.28604265,0.23728098,-0.23025610,0.31793960,-0.21829087,0.00701526,-0.01172362,0.58707097,-0.51489975
-5.48974487,3.02026765,-3.07488687,2.35303287,-2.05817766,0.96987925,-0.93514702,0.00515330,-0.00075494,1.07887810,-1.33063428,0.24663334,-0.23870049,0.33297714,-0.22792375,0.00735033,-0.01214263,0.60898483,-0.53544534
-5.48374187,3.00002248,-3.17417701,2.30784703,-2.16223867,0.94675661,-0.95472356,0.00545418,-0.00080198,1.04543589,-1.37323922,0.25644383,-0.24685490,0.34810482,-0.23761917,0.00772772,-0.01251223,0.63195667,-0.55573658
-5.47773887,2.98415975,-3.26854604,2.26819798,-2.26621715,0.92461709,-0.97216450,0.00573435,-0.00085293,1.01367938,-1.41360895,0.26664733,-0.25457530,0.36314078,-0.24726964,0.00814385,-0.01282760,0.65576838,-0.57546063
-5.47173587,2.97266464,-3.35725908,2.23421929,-2.36928466,0.90362383,-0.98739650,0.00598898,-0.00090871,0.98381059,-1.45151690,0.27718368,-0.26174231,0.37790693,-0.25678710,0.00859494,-0.01308562,0.68019870,-0.59435107
-5.46573287,2.96540036,-3.43970956,2.20585306,-2.47062239,0.88389183,-1.00037759,0.00621367,-0.00097030,0.95595319,-1.48675862,0.28800218,-0.26826402,0.39223701,-0.26610532,0.00907718,-0.01328493,0.70503558,-0.61219408
-5.45972986,2.96213285,-3.51542550,2.18286571,-2.56943091,0.86548961,-1.01109556,0.00640458,-0.00103872,0.93015472,-1.51915234,0.29906557,-0.27407809,0.40598456,-0.27518144,0.00958701,-0.01342596,0.73008835,-0.62883289
-5.45372686,2.96255937,-3.58407349,2.16487053,-2.66494148,0.84844279,-1.01956628,0.00655859,-0.00111499,0.90639190,-1.54854033,0.31035347,-0.27915278,0.41903020,-0.28399643,0.01012136,-0.01351097,0.75519904,-0.64417029
-5.44772386,2.96633929,-3.64546034,2.15135540,-2.75642868,0.83273950,-1.02583210,0.00667338,-0.00120007,0.88457860,-1.57479093,0.32186489,-0.28348701,0.43128798,-0.29255443,0.01067795,-0.01354386,0.78025206,-0.65816911
-5.44172086,2.97312496,-3.69953225,2.14171423,-2.84322408,0.81833705,-1.02996039,0.00674749,-0.00129481,0.86457602,-1.59780140,0.33361958,-0.28710938,0.44271016,-0.30088097,0.01125554,-0.01353012,0.80518165,-0.67085033
-5.43571786,2.98259079,-3.74637147,2.13528037,-2.92472996,0.80516960,-1.03204233,0.00678038,-0.00139991,0.84620452,-1.61750126,0.34565818,-0.29007607,0.45329044,-0.30902011,0.01185410,-0.01347656,0.82997656,-0.68228915
-5.42971486,2.99445851,-3.78619007,2.13136004,-3.00043274,0.79315623,-1.03219178,0.00677243,-0.00151587,0.82925637,-1.63385603,0.35804086,-0.29246790,0.46306508,-0.31703053,0.01247508,-0.01339109,0.85468153,-0.69260881
-5.42371186,3.00851688,-3.81932085,2.12926405,-3.06991486,0.78220885,-1.03054411,0.00672491,-0.00164289,0.81350877,-1.64687074,0.37084460,-0.29438641,0.47211195,-0.32498090,0.01312143,-0.01328245,0.87939528,-0.70197261
-5.41770885,3.02463460,-3.84620518,2.12833623,-3.13286443,0.77223949,-1.02725488,0.00663990,-0.00178089,0.79873643,-1.65659305,0.38415913,-0.29594937,0.48054743,-0.33294458,0.01379775,-0.01315987,0.90426497,-0.71057442
-5.41170585,3.04276527,-3.86737784,2.12797718,-3.18908180,0.76316660,-1.02249822,0.00652023,-0.00192945,0.78472307,-1.66311515,0.39808161,-0.29728569,0.48852123,-0.34099406,0.01451019,-0.01303277,0.92947735,-0.71862799
-5.40570285,3.06294426,-3.88344896,2.12766227,-3.23848230,0.75491976,-1.01646454,0.00636936,-0.00208775,0.77127122,-1.66657439,0.41271034,-0.29853016,0.49620931,-0.34919536,0.01526637,-0.01291043,0.95524681,-0.72635585
-5.39969985,3.08527744,-3.89508348,2.12695345,-3.28109465,0.74744286,-1.00935766,0.00619118,-0.00225461,0.75821007,-1.66715192,0.42813783,-0.29981807,0.50380529,-0.35760275,0.01607517,-0.01280171,0.98180096,-0.73397801
-5.39369685,3.10992251,-3.90297863,2.12550456,-3.31705496,0.74069531,-1.00139105,0.00598995,-0.00242845,0.74540087,-1.66506936,0.44444350,-0.30128015,0.51151062,-0.36625421,0.01694640,-0.01271479,1.00936454,-0.74170139
-5.38769385,3.13706428,-3.90784032,2.12306045,-3.34659623,0.73465151,-0.99278331,0.00577009,-0.00260732,0.73273990,-1.66058324,0.46168647,-0.30303786,0.51952411,-0.37516774,0.01789044,-0.01265692,1.03814227,-0.74971034
-5.38169085,3.16688540,-3.91035919,2.11945061,-3.37003399,0.72929863,-0.98375296,0.00553602,-0.00278894,0.72015895,-1.65397740,0.47989888,-0.30519950,0.52803122,-0.38433897,0.01891773,-0.01263432,1.06830191,-0.75815891
-5.37568784,3.19953476,-3.91118782,2.11457825,-3.38774860,0.72463290,-0.97451257,0.00529206,-0.00297074,0.70762356,-1.64555359,0.49908006,-0.30785703,0.53719382,-0.39374019,0.02003825,-0.01265201,1.09995819,-0.76716529
-5.36968484,3.23509556,-3.91091988,2.10840607,-3.40016534,0.72065490,-0.96526268,0.00504227,-0.00314995,0.69512928,-1.63562070,0.51919201,-0.31108403,0.54714074,-0.40332092,0.02126093,-0.01271384,1.13315883,-0.77680873
-5.36368184,3.27355546,-3.91007280,2.10094010,-3.40773351,0.71736410,-0.95618571,0.00479033,-0.00332363,0.68269632,-1.62448323,0.54015649,-0.31493474,0.55795977,-0.41301012,0.02259300,-0.01282252,1.16787329,-0.78712925
-5.35767884,3.31478082,-3.90907488,2.09221306,-3.41090574,0.71475326,-0.94744025,0.00453953,-0.00348878,0.67036319,-1.61242973,0.56185384,-0.31944416,0.56969147,-0.42271994,0.02403940,-0.01297972,1.20398517,-0.79813011
-5.35167584,3.35849709,-3.90825782,2.08226854,-3.41011888,0.71280304,-0.93915622,0.00429261,-0.00364247,0.65817966,-1.59972188,0.58412384,-0.32462934,0.58232502,-0.43235084,0.02560214,-0.01318624,1.24128860,-0.80978293
-5.34567284,3.40427662,-3.90785530,2.07114713,-3.40577773,0.71147725,-0.93143112,0.00405185,-0.00378187,0.64619974,-1.58658497,0.60676850,-0.33049162,0.59579651,-0.44179788,0.02727981,-0.01344221,1.27948906,-0.82203530
