energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,1.18390019,0.49827470,0.00000000,0.00475928,0.04277061,0.53446496,0.34540167,0.00725197,0.68241822
-5.99399700,1.08047248,0.45806144,0.00000000,0.00435540,0.03808031,0.48780135,0.31428855,0.00644048,0.62480220
-5.98799400,0.98063314,0.41849053,0.00000000,0.00396079,0.03379324,0.44291000,0.28448845,0.00569261,0.56867523
-5.98199100,0.88516477,0.37997195,0.00000000,0.00357930,0.02990989,0.40013018,0.25619477,0.00500904,0.51454197
-5.97598799,0.79474286,0.34286795,0.00000000,0.00321425,0.02642897,0.35976048,0.22957253,0.00438968,0.46284119
-5.96998499,0.70993037,0.30748834,0.00000000,0.00286836,0.02334812,0.32205624,0.20475727,0.00383381,0.41394097
-5.96398199,0.63117638,0.27408770,0.00000000,0.00254374,0.02066458,0.28722886,0.18185513,0.00334016,0.36813645
-5.95797899,0.55881869,0.24286466,0.00000000,0.00224195,0.01837596,0.25544682,0.16094389,0.00290703,0.32565016
-5.95197599,0.49308974,0.21396286,0.00000000,0.00196396,0.01648096,0.22683810,0.14207483,0.00253240,0.28663450
-5.94597299,0.43412535,0.18747361,0.00000000,0.00171026,0.01498006,0.20149386,0.12527531,0.00221404,0.25117608
-5.93996998,0.38197552,0.16343982,0.00000000,0.00148084,0.01387616,0.17947293,0.11055188,0.00194959,0.21930163
-5.93396698,0.33661654,0.14186088,0.00000000,0.00127531,0.01317513,0.16080674,0.09789368,0.00173669,0.19098490
-5.92796398,0.29796377,0.12269838,0.00000000,0.00109294,0.01288624,0.14550444,0.08727589,0.00157299,0.16615431
-5.92196098,0.26588419,0.10588203,0.00000000,0.00093273,0.01302248,0.13355779,0.07866312,0.00145626,0.14470076
-5.91595798,0.24020839,0.09131590,0.00000000,0.00079345,0.01360068,0.12494547,0.07201256,0.00138439,0.12648542
-5.90995498,0.22074108,0.07888430,0.00000000,0.00067376,0.01464147,0.11963672,0.06727660,0.00135540,0.11134700
-5.90395198,0.20727003,0.06845744,0.00000000,0.00057222,0.01616902,0.11759386,0.06440506,0.00136745,0.09910838
-5.89794897,0.19957302,0.05989648,0.00000000,0.00048734,0.01821059,0.11877376,0.06334668,0.00141882,0.08958239
-5.89194597,0.19742262,0.05305796,0.00000000,0.00041768,0.02079584,0.12312811,0.06405002,0.00150785,0.08257663
-5.88594297,0.20058884,0.04779751,0.00000000,0.00036182,0.02395588,0.13060256,0.06646376,0.00163288,0.07789720
-5.87993997,0.20883985,0.04397282,0.00000000,0.00031844,0.02772218,0.14113470,0.07053633,0.00179224,0.07535157
-5.87393697,0.22194094,0.04144597,0.00000000,0.00028633,0.03212522,0.15465128,0.07621515,0.00198409,0.07475051
-5.86793397,0.23965211,0.04008504,0.00000000,0.00026443,0.03719300,0.17106472,0.08344541,0.00220646,0.07590927
-5.86193097,0.26172475,0.03976521,0.00000000,0.00025181,0.04294946,0.19026920,0.09216867,0.00245707,0.07864826
-5.85592796,0.28789795,0.04036947,0.00000000,0.00024772,0.04941274,0.21213683,0.10232142,0.00273340,0.08279328
-5.84992496,0.31789486,0.04178893,0.00000000,0.00025160,0.05659355,0.23651401,0.11383368,0.00303253,0.08817564
-5.84392196,0.35141981,0.04392300,0.00000000,0.00026307,0.06449350,0.26321855,0.12662799,0.00335122,0.09463232
-5.83791896,0.38815641,0.04667945,0.00000000,0.00028193,0.07310363,0.29203772,0.14061883,0.00368584,0.10200628
-5.83191596,0.42776734,0.04997447,0.00000000,0.00030822,0.08240311,0.32272752,0.15571255,0.00403244,0.11014713
-5.82591296,0.46989591,0.05373287,0.00000000,0.00034217,0.09235830,0.35501353,0.17180816,0.00438679,0.11891230
-5.81990995,0.51416973,0.05788837,0.00000000,0.00038422,0.10292206,0.38859333,0.18879879,0.00474443,0.12816862
-5.81390695,0.56020652,0.06238407,0.00000000,0.00043504,0.11403355,0.42314060,0.20657398,0.00510084,0.13779443
-5.80790395,0.60762197,0.06717310,0.00000000,0.00049551,0.12561851,0.45831089,0.22502279,0.00545147,0.14768211
-5.80190095,0.65603937,0.07221939,0.00000000,0.00056671,0.13758993,0.49374884,0.24403759,0.00579194,0.15774095
-5.79589795,0.70510078,0.07749849,0.00000000,0.00064995,0.14984930,0.52909667,0.26351838,0.00611815,0.16790016
-5.78989495,0.75447909,0.08299851,0.00000000,0.00074670,0.16228832,0.56400354,0.28337762,0.00642644,0.17811190
-5.78389195,0.80389044,0.08872083,0.00000000,0.00085856,0.17479095,0.59813539,0.30354513,0.00671372,0.18835409
-5.77788894,0.85310634,0.09468080,0.00000000,0.00098731,0.18723591,0.63118479,0.32397300,0.00697759,0.19863273
-5.77188594,0.90196478,0.10090804,0.00000000,0.00113474,0.19949947,0.66288036,0.34464012,0.00721642,0.20898363
-5.76588294,0.95037955,0.10744647,0.00000000,0.00130270,0.21145828,0.69299513,0.36555612,0.00742947,0.21947334
-5.75987994,0.99834729,0.11435393,0.00000000,0.00149298,0.22299240,0.72135354,0.38676445,0.00761686,0.23019895
-5.75387694,1.04595152,0.12170121,0.00000000,0.00170723,0.23398821,0.74783658,0.40834432,0.00777962,0.24128694
-5.74787394,1.09336336,0.12957071,0.00000000,0.00194692,0.24434105,0.77238475,0.43041128,0.00791962,0.25289078
-5.74187094,1.14083854,0.13805445,0.00000000,0.00221322,0.25395770,0.79499879,0.45311635,0.00803947,0.26518742
-5.73586793,1.18871068,0.14725170,0.00000000,0.00250691,0.26275835,0.81573786,0.47664357,0.00814243,0.27837267
-5.72986493,1.23738088,0.15726606,0.00000000,0.00282835,0.27067813,0.83471542,0.50120581,0.00823221,0.29265565
-5.72386193,1.28730385,0.16820228,0.00000000,0.00317733,0.27766815,0.85209296,0.52703916,0.00831283,0.30825244
-5.71785893,1.33897109,0.18016277,0.00000000,0.00355308,0.28369588,0.86807177,0.55439560,0.00838840,0.32537919
-5.71185593,1.39289165,0.19324400,0.00000000,0.00395420,0.28874510,0.88288331,0.58353455,0.00846289,0.34424489
-5.70585293,1.44957123,0.20753294,0.00000000,0.00437863,0.29281527,0.89677854,0.61471319,0.00853995,0.36504413
