energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.89194597,2.47157542,0.31898629,0.19265824,0.00511142,0.52727023,0.07133937,0.87190305,0.49821863,0.47543090
-5.88594297,2.41364407,0.29867467,0.18805919,0.00467799,0.52450483,0.07183848,0.84544896,0.50077511,0.47732049
-5.87993997,2.37045450,0.28155385,0.18420799,0.00425847,0.52548500,0.07264729,0.82427432,0.50725972,0.48331146
-5.87393697,2.34219440,0.26724731,0.18108185,0.00385577,0.53082162,0.07368815,0.80769925,0.51826047,0.49395585
-5.86793397,2.32899586,0.25539356,0.17866373,0.00347234,0.54109138,0.07488349,0.79504807,0.53433667,0.50977391
-5.86193097,2.33090920,0.24564803,0.17694174,0.00311021,0.55681672,0.07615706,0.78565780,0.55599742,0.53123427
-5.85592796,2.34787729,0.23768506,0.17590858,0.00277091,0.57844514,0.07743538,0.77888732,0.58367960,0.55873355
-5.84992496,2.37971139,0.23120006,0.17556097,0.00245550,0.60632900,0.07864906,0.77412690,0.61772569,0.59257597
-5.84392196,2.42606934,0.22591164,0.17589907,0.00216461,0.64070610,0.07973427,0.77080792,0.65836264,0.63295374
-5.83791896,2.48643685,0.22156390,0.17692587,0.00189840,0.68168214,0.08063408,0.76841218,0.70568227,0.67992908
-5.83191596,2.56011267,0.21792846,0.17864644,0.00165668,0.72921574,0.08129965,0.76648049,0.75962427,0.73341871
-5.82591296,2.64619830,0.21480625,0.18106699,0.00143890,0.78310681,0.08169134,0.76461991,0.81996270,0.79318168
-5.81990995,2.74359280,0.21202884,0.18419378,0.00124424,0.84298911,0.08177950,0.76250916,0.88629670,0.85881149
-5.81390695,2.85099351,0.20945914,0.18803172,0.00107163,0.90832771,0.08154498,0.75990197,0.95804636,0.92973304
-5.80790395,2.96690293,0.20699143,0.19258283,0.00091984,0.97842183,0.08097940,0.75662793,1.03445429,1.00520535
-5.80190095,3.08964263,0.20455063,0.19784446,0.00078752,1.05241356,0.08008498,0.75259082,1.11459344,1.08433019
-5.79589795,3.21737414,0.20209071,0.20380747,0.00067328,1.12930258,0.07887410,0.74776448,1.19738129,1.16606707
-5.78989495,3.34812721,0.19959246,0.21045443,0.00057569,1.20796681,0.07736856,0.74218640,1.28160064,1.24925431
-5.78389195,3.47983534,0.19706055,0.21775800,0.00049339,1.28718862,0.07559849,0.73594945,1.36592636,1.33263608
-5.77788894,3.61037789,0.19452006,0.22567964,0.00042508,1.36568600,0.07360113,0.72919222,1.44895774,1.41489441
-5.77188594,3.73762835,0.19201270,0.23416893,0.00036957,1.44214759,0.07141937,0.72208870,1.52925537,1.49468539
-5.76588294,3.85950720,0.18959283,0.24316350,0.00032581,1.51527053,0.06910026,0.71483774,1.60538126,1.57067823
-5.75987994,3.97403807,0.18732358,0.25258984,0.00029291,1.58379955,0.06669345,0.70765320,1.67594090,1.64159556
-5.75387694,4.07940494,0.18527315,0.26236506,0.00027014,1.64656575,0.06424981,0.70075520,1.73962537,1.70625337
-5.74787394,4.17400849,0.18351149,0.27239963,0.00025696,1.70252336,0.06181999,0.69436299,1.79525195,1.76359883
-5.74187094,4.25651871,0.18210759,0.28260108,0.00025301,1.75078286,0.05945335,0.68868998,1.84180123,1.81274408
-5.73586793,4.32592159,0.18112730,0.29287862,0.00025810,1.79063882,0.05719693,0.68394079,1.87844931,1.85299461
-5.72986493,4.38155726,0.18063189,0.30314839,0.00027224,1.82159114,0.05509478,0.68031061,1.90459327,1.88387057
-5.72386193,4.42314731,0.18067722,0.31333926,0.00029556,1.84335865,0.05318742,0.67798648,1.91986900,1.90512002
-5.71785893,4.45080951,0.18131353,0.32339877,0.00032837,1.85588429,0.05151157,0.67715026,1.92416032,1.91672344
-5.71185593,4.46505852,0.18258579,0.33329883,0.00037111,1.85933162,0.05010001,0.67798261,1.91759912,1.91888915
-5.70585293,4.46679191,0.18453431,0.34304094,0.00042431,1.85407281,0.04898161,0.68066749,1.90055638,1.91203988
-5.69984992,4.45726132,0.18719567,0.35266040,0.00048857,1.84066875,0.04818138,0.68539641,1.87362467,1.89679113
-5.69384692,4.43802959,0.19060371,0.36222916,0.00056457,1.81984212,0.04772060,0.69237173,1.83759291,1.87392244
-5.68784392,4.41091518,0.19479029,0.37185712,0.00065298,1.79244500,0.04761685,0.70180836,1.79341474,1.84434300
-5.68184092,4.37792588,0.19978591,0.38169135,0.00075447,1.75942243,0.04788405,0.71393330,1.74217201,1.80905326
-5.67583792,4.34118452,0.20561982,0.39191332,0.00086965,1.72177388,0.04853228,0.72898258,1.68503517,1.76910460
-5.66983492,4.30284956,0.21231967,0.40273385,0.00099905,1.68051443,0.04956754,0.74719538,1.62322240,1.72555890
-5.66383192,4.26503387,0.21991059,0.41438596,0.00114303,1.63663749,0.05099138,0.76880529,1.55795944,1.67944993
-5.65782891,4.22972517,0.22841367,0.42711563,0.00130184,1.59108081,0.05280035,0.79402882,1.49044161,1.63174839
-5.65182591,4.19871121,0.23784384,0.44117094,0.00147549,1.54469717,0.05498539,0.82305174,1.42179989,1.58333199
-5.64582291,4.17351290,0.24820739,0.45678969,0.00166376,1.49823094,0.05753123,0.85601364,1.35307206,1.53496176
-5.63981991,4.15532797,0.25949905,0.47418631,0.00186618,1.45230125,0.06041573,0.89299155,1.28517984,1.48726540
-5.63381691,4.14498742,0.27169889,0.49353837,0.00208199,1.40739222,0.06360933,0.93398367,1.21891277,1.44072792
-5.62781391,4.14292624,0.28476927,0.51497340,0.00231014,1.36385025,0.06707470,0.97889396,1.15491877,1.39568963
-5.62181091,4.14916954,0.29865200,0.53855670,0.00254928,1.32188797,0.07076650,1.02751877,1.09370138,1.35235095
-5.61580790,4.16333430,0.31326594,0.56428078,0.00279778,1.28159423,0.07463157,1.07953646,1.03562311,1.31078338
-5.60980490,4.18464661,0.32850525,0.59205698,0.00305373,1.24294913,0.07860928,1.13450092,0.98091424,1.27094552
-5.60380190,4.21197342,0.34423861,0.62170988,0.00331499,1.20584303,0.08263235,1.19183966,0.92968605,1.23270300
-5.59779890,4.24386755,0.36030936,0.65297498,0.00357922,1.17009826,0.08662797,1.25085724,0.88194748,1.19585099
-5.59179590,4.27862410,0.37653692,0.68549983,0.00384394,1.13549222,0.09051931,1.31074410,0.83762405,1.16013795
-5.58579290,4.31434608,0.39271940,0.71884903,0.00410659,1.10178073,0.09422726,1.37059102,0.79657804,1.12528943
-5.57978989,4.34901680,0.40863755,0.75251284,0.00436461,1.06872039,0.09767253,1.42940901,0.75862878,1.09103068
-5.57378689,4.38057639,0.42405981,0.78591947,0.00461550,1.03608896,0.10077783,1.48615395,0.72357220,1.05710718
-5.56778389,4.40699984,0.43874857,0.81845061,0.00485695,1.00370306,0.10347020,1.53975540,0.69119880,1.02330223
-5.56178089,4.42637351,0.45246719,0.84945963,0.00508685,0.97143242,0.10568332,1.58914836,0.66130949,0.98945119
-5.55577789,4.43696784,0.46498771,0.87829196,0.00530345,0.93921048,0.10735967,1.63330697,0.63372884,0.95545186
-5.54977489,4.43730339,0.47609879,0.90430673,0.00550538,0.90704097,0.10845255,1.67127858,0.60831540,0.92127107
-5.54377189,4.42620819,0.48561369,0.92689882,0.00569172,0.87500067,0.10892771,1.70221684,0.58496904,0.88694745
-5.53776888,4.40286422,0.49337768,0.94552042,0.00586206,0.84323838,0.10876468,1.72541242,0.56363528,0.85259065
-5.53176588,4.36684165,0.49927474,0.95970118,0.00601653,0.81197057,0.10795761,1.74031981,0.54430685,0.81837744
-5.52576288,4.31811948,0.50323308,0.96906596,0.00615582,0.78147404,0.10651566,1.74657916,0.52702244,0.78454507
-5.51975988,4.25709202,0.50522914,0.97334949,0.00628111,0.75207621,0.10446288,1.74403200,0.51186330,0.75138253
-5.51375688,4.18456116,0.50528994,0.97240717,0.00639412,0.72414352,0.10183761,1.73273017,0.49894773,0.71922013
-5.50775388,4.10171461,0.50349351,0.96622160,0.00649698,0.69806867,0.09869147,1.71293743,0.48842398,0.68841812
-5.50175088,4.01009129,0.49996746,0.95490438,0.00659217,0.67425717,0.09508789,1.68512380,0.48046200,0.65935476
-5.49574787,3.91153518,0.49488558,0.93869331,0.00668243,0.65311383,0.09110042,1.64995266,0.47524431,0.63241440
-5.48974487,3.80813964,0.48846272,0.91794483,0.00677063,0.63502974,0.08681067,1.60826145,0.47295649,0.60797597
-5.48374187,3.70218441,0.48094815,0.89312237,0.00685966,0.62037021,0.08230622,1.56103654,0.47377773,0.58640236
-5.47773887,3.59606786,0.47261771,0.86478088,0.00695226,0.60946407,0.07767838,1.50938364,0.47787166,0.56803080
-5.47173587,3.49223727,0.46376507,0.83354839,0.00705094,0.60259462,0.07302000,1.45449488,0.48537789,0.55316473
-5.46573287,3.39311976,0.45469264,0.80010538,0.00715783,0.59999259,0.06842341,1.39761404,0.49640466,0.54206717
-5.45972986,3.30105652,0.44570240,0.76516288,0.00727457,0.60183116,0.06397845,1.34000135,0.51102264,0.53495564
-5.45372686,3.21824271,0.43708721,0.72944025,0.00740224,0.60822316,0.05977074,1.28289924,0.52926030,0.53199883
-5.44772386,3.14667495,0.42912285,0.69364354,0.00754128,0.61922031,0.05588019,1.22750025,0.55110085,0.53331482
-5.44172086,3.08810799,0.42206116,0.65844527,0.00769151,0.63481457,0.05237968,1.17491837,0.57648088,0.53897079
-5.43571786,3.04402141,0.41612458,0.62446639,0.00785205,0.65494117,0.04933410,1.12616433,0.60529072,0.54898406
-5.42971486,3.01559692,0.41150209,0.59226100,0.00802143,0.67948313,0.04679946,1.08212584,0.63737627,0.56332425
-5.42371186,3.00370595,0.40834671,0.56230431,0.00819764,0.70827688,0.04482234,1.04355278,0.67254245,0.58191623
-5.41770885,3.00890699,0.40677458,0.53498398,0.00837818,0.74111861,0.04343934,1.01104754,0.71055763,0.60464369
-5.41170585,3.03145154,0.40686530,0.51059510,0.00856026,0.77777084,0.04267685,0.98506034,0.75115916,0.63135291
-5.40570285,3.07129714,0.40866358,0.48933853,0.00874084,0.81796888,0.04255070,0.96588912,0.79405933,0.66185662
-5.39969985,3.12812592,0.41218176,0.47132256,0.00891687,0.86142672,0.04306609,0.95368338,0.83895164,0.69593741
-5.39369685,3.20136696,0.41740305,0.45656738,0.00908540,0.90784200,0.04421745,0.94845149,0.88551695,0.73335081
-5.38769385,3.29022070,0.42428519,0.44501197,0.00924370,0.95689987,0.04598840,0.95007055,0.93342912,0.77382761
-5.38169085,3.39368387,0.43276419,0.43652299,0.00938944,1.00827552,0.04835176,0.95829821,0.98236007,0.81707547
-5.37568784,3.51057390,0.44275799,0.43090496,0.00952080,1.06163532,0.05126973,0.97278584,1.03198378,0.86277984
-5.36968484,3.63955180,0.45416982,0.42791142,0.00963651,1.11663677,0.05469408,0.99309227,1.08197942,0.91060414
-5.36368184,3.77914303,0.46689107,0.42725633,0.00973598,1.17292730,0.05856658,1.01869780,1.13203335,0.96018957
-5.35767884,3.92775641,0.48080367,0.42862551,0.00981927,1.23014233,0.06281957,1.04901807,1.18184020,1.01115464
-5.35167584,4.08370130,0.49578186,0.43168753,0.00988712,1.28790300,0.06737680,1.08341742,1.23110311,1.06309476
-5.34567284,4.24520362,0.51169349,0.43610391,0.00994089,1.34581388,0.07215452,1.12122183,1.27953345,1.11558226
-5.33966983,4.41042159,0.52840088,0.44153828,0.00998249,1.40346139,0.07706281,1.16173116,1.32685021,1.16816719
-5.33366683,4.57746211,0.54576129,0.44766441,0.01001432,1.46041308,0.08200721,1.20423094,1.37277943,1.22037914
-5.32766383,4.74439857,0.56362734,0.45417306,0.01003913,1.51621849,0.08689063,1.24800359,1.41705398,1.27173044
-5.32166083,4.90929109,0.58184734,0.46077757,0.01005986,1.57041166,0.09161543,1.29233929,1.45941389,1.32172084
-5.31565783,5.07020953,0.60026578,0.46721823,0.01007960,1.62251563,0.09608572,1.33654653,1.49960749,1.36984384
-5.30965483,5.22525977,0.61872421,0.47326559,0.01010134,1.67204895,0.10020968,1.37996234,1.53739351,1.41559459
-5.30365183,5.37261294,0.63706244,0.47872264,0.01012792,1.71853411,0.10390199,1.42196236,1.57254405,1.45847915
-5.29764882,5.51053741,0.65512034,0.48342615,0.01016189,1.76150756,0.10708607,1.46197048,1.60484847,1.49802491
-5.29164582,5.63743252,0.67274016,0.48724712,0.01020539,1.80053108,0.10969621,1.49946819,1.63411791,1.53379176
-5.28564282,5.75186310,0.68976953,0.49009059,0.01026007,1.83520381,0.11167937,1.53400321,1.66019023,1.56538343
-5.27963982,5.85259334,0.70606491,0.49189477,0.01032704,1.86517445,0.11299665,1.56519751,1.68293500,1.59245857
-5.27363682,5.93861848,0.72149559,0.49262973,0.01040681,1.89015290,0.11362426,1.59275427,1.70225814,1.61474094
-5.26763382,6.00919284,0.73594799,0.49229556,0.01049930,1.90992076,0.11355405,1.61646355,1.71810583,1.63202811
-5.26163082,6.06385264,0.74933022,0.49092024,0.01060383,1.92433995,0.11279350,1.63620663,1.73046737,1.64419824
-5.25562781,6.10243214,0.76157657,0.48855712,0.01071912,1.93335901,0.11136512,1.65195849,1.73937657,1.65121443
-5.24962481,6.12507217,0.77265183,0.48528220,0.01084338,1.93701660,0.10930544,1.66378854,1.74491153,1.65312638
-5.24362181,6.13222000,0.78255509,0.48119108,0.01097435,1.93544195,0.10666348,1.67185918,1.74719267,1.65006912
-5.23761881,6.12462037,0.79132289,0.47639585,0.01110935,1.92885200,0.10349882,1.67642231,1.74637898,1.64225888
-5.23161581,6.10329730,0.79903136,0.47102178,0.01124537,1.91754555,0.09987942,1.67781362,1.74266259,1.62998604
-5.22561281,6.06952729,0.80579728,0.46520387,0.01137917,1.90189427,0.09587920,1.67644470,1.73626194,1.61360569
-5.21960980,6.02480445,0.81177764,0.45908342,0.01150734,1.88233123,0.09157557,1.67279308,1.72741381,1.59352590
-5.21360680,5.97079864,0.81716790,0.45280458,0.01162640,1.85933721,0.08704694,1.66739040,1.71636468,1.57019442
-5.20760380,5.90930798,0.82219843,0.44651095,0.01173287,1.83342547,0.08237040,1.66080891,1.70336171,1.54408425
-5.20160080,5.84220728,0.82712958,0.44034223,0.01182337,1.80512560,0.07761956,1.65364648,1.68864403,1.51567879
-5.19559780,5.77139406,0.83224502,0.43443115,0.01189468,1.77496700,0.07286274,1.64651072,1.67243454,1.48545713
-5.18959480,5.69873397,0.83784374,0.42890048,0.01194379,1.74346287,0.06816150,1.64000237,1.65493282,1.45388002
-5.18359180,5.62600745,0.84423087,0.42386036,0.01196798,1.71109505,0.06356950,1.63469848,1.63630925,1.42137721
-5.17758879,5.55485923,0.85170745,0.41940598,0.01196489,1.67830046,0.05913181,1.63113590,1.61670088,1.38833652
-5.17158579,5.48675243,0.86055968,0.41561550,0.01193250,1.64545953,0.05488462,1.62979547,1.59620889,1.35509498
-5.16558279,5.42292855,0.87104789,0.41254847,0.01186924,1.61288702,0.05085524,1.63108735,1.57489788,1.32193237
-5.15957979,5.36437467,0.88339564,0.41024459,0.01177395,1.58082544,0.04706253,1.63533809,1.55279693,1.28906726
-5.15357679,5.31179875,0.89777936,0.40872292,0.01164595,1.54944133,0.04351749,1.64277959,1.52990215,1.25665559
-5.14757379,5.26561372,0.91431901,0.40798160,0.01148500,1.51882434,0.04022416,1.65354053,1.50618076,1.22479169
-5.14157079,5.22593078,0.93306997,0.40799803,0.01129136,1.48898915,0.03718062,1.66764047,1.48157621,1.19351164
-5.13556778,5.19256205,0.95401660,0.40872948,0.01106570,1.45988003,0.03438009,1.68498676,1.45601422,1.16279856
-5.12956478,5.16503242,0.97706774,0.41011428,0.01080917,1.43137790,0.03181206,1.70537458,1.42940944,1.13258981
-5.12356178,5.14260017,1.00205427,0.41207348,0.01052331,1.40330948,0.02946342,1.72848999,1.40167232,1.10278538
-5.11755878,5.12428584,1.02872904,0.41451304,0.01021005,1.37545829,0.02731952,1.75391620,1.37271611,1.07325737
-5.11155578,5.10890847,1.05676915,0.41732647,0.00987167,1.34757710,0.02536518,1.78114285,1.34246367,1.04386012
-5.10555278,5.09512830,1.08578060,0.42039810,0.00951077,1.31940130,0.02358551,1.80957818,1.31085389,1.01444047
-5.09954977,5.08149487,1.11530536,0.42360677,0.00913020,1.29066291,0.02196675,1.83856411,1.27784766,0.98484793
-5.09354677,5.06649928,1.14483072,0.42683004,0.00873302,1.26110462,0.02049683,1.86739380,1.24343326,0.95494441
-5.08754377,5.04862948,1.17380083,0.42994890,0.00832247,1.23049356,0.01916597,1.89533156,1.20763103,0.92461317
-5.08154077,5.02642717,1.20163012,0.43285292,0.00790189,1.19863422,0.01796703,1.92163476,1.17049744,0.89376674
-5.07553777,4.99854517,1.22771848,0.43544578,0.00747470,1.16538033,0.01689592,1.94557745,1.13212848,0.86235375
-5.06953477,4.96380376,1.25146786,0.43765113,0.00704434,1.13064505,0.01595176,1.96647509,1.09266233,0.83036432
-5.06353177,4.92124478,1.27229982,0.43941865,0.00661420,1.09440953,0.01513709,1.98371016,1.05228146,0.79783412
-5.05752876,4.87018211,1.28967376,0.44073015,0.00618763,1.05672924,0.01445800,1.99675774,1.01121398,0.76484691
-5.05152576,4.81024709,1.30310522,0.44160559,0.00576787,1.01773817,0.01392411,2.00521074,0.96973442,0.73153571
-5.04552276,4.74142768,1.31218371,0.44210875,0.00535802,0.97765064,0.01354860,2.00880366,0.92816387,0.69808244
-5.03951976,4.66409993,1.31658963,0.44235233,0.00496102,0.93676072,0.01334814,2.00743439,0.88686932,0.66471635
-5.03351676,4.57905048,1.31610939,0.44250223,0.00457962,0.89543937,0.01334268,2.00118277,0.84626230,0.63171113
-5.02751376,4.48748888,1.31064835,0.44278062,0.00421638,0.85412923,0.01355526,1.99032533,0.80679675,0.59938092
-5.02151076,4.39104861,1.30024083,0.44346759,0.00387363,0.81333740,0.01401161,1.97534494,0.76896582,0.56807528
-5.01550775,4.29177579,1.28505666,0.44490104,0.00355350,0.77362633,0.01473975,1.95693463,0.73329774,0.53817331
-5.00950475,4.19210490,1.26540373,0.44747447,0.00325786,0.73560295,0.01576930,1.93599480,0.70035056,0.51007695
-5.00350175,4.09482094,1.24172619,0.45163253,0.00298837,0.69990654,0.01713082,1.91362294,0.67070553,0.48420369
-4.99749875,4.00300797,1.21459810,0.45786400,0.00274646,0.66719538,0.01885483,1.89109576,0.64495933,0.46097862
-4.99149575,3.91998431,1.18471227,0.46669231,0.00253331,0.63813256,0.02097079,1.86984315,0.62371480,0.44082610
-4.98549275,3.84922502,1.15286465,0.47866326,0.00234988,0.61337131,0.02350591,1.85141446,0.60757036,0.42416105
-4.97948974,3.79427315,1.11993426,0.49433046,0.00219689,0.59354002,0.02648379,1.83743733,0.59710810,0.41138000
-4.97348674,3.75864130,1.08685945,0.51423835,0.00207485,0.57922723,0.02992302,1.82957001,0.59288066,0.40285195
-4.96748374,3.74570608,1.05461086,0.53890343,0.00198400,0.57096706,0.03383571,1.82944843,0.59539724,0.39890931
-4.96148074,3.75859824,1.02416215,0.56879412,0.00192439,0.56922513,0.03822603,1.83862952,0.60510876,0.39983893
-4.95547774,3.80009184,0.99645938,0.60430988,0.00189581,0.57438546,0.04308883,1.85853267,0.62239294,0.40587351
-4.94947474,3.87249630,0.97239005,0.64576044,0.00189779,0.58673860,0.04840837,1.89038153,0.64753942,0.41718359
-4.94347174,3.97755542,0.95275308,0.69334598,0.00192968,0.60647130,0.05415733,1.93514844,0.68073579,0.43387030
-4.93746873,4.11635748,0.93823072,0.74713914,0.00199052,0.63365806,0.06029606,1.99350399,0.72205491,0.45595927
-4.93146573,4.28926067,0.92936370,0.80706995,0.00207917,0.66825499,0.06677222,2.06577398,0.77144439,0.48339595
-4.92546273,4.49583783,0.92653044,0.87291448,0.00219422,0.71009606,0.07352086,2.15190624,0.82871868,0.51604248
-4.91945973,4.73484398,0.92993139,0.94428822,0.00233405,0.75889231,0.08046500,2.25144914,0.89355464,0.55367665
-4.91345673,5.00420945,0.93957921,1.02064486,0.00249682,0.81423405,0.08751661,2.36354363,0.96549099,0.59599294
-4.90745373,5.30106072,0.95529530,1.10128104,0.00268049,0.87559628,0.09457823,2.48692994,1.04393209,0.64260598
-4.90145073,5.62176993,0.97671295,1.18534750,0.00288286,0.94234734,0.10154502,2.61996940,1.12815646,0.69305640
-4.89544772,5.96203280,1.00328721,1.27186657,0.00310156,1.01376085,0.10830720,2.76068160,1.21732998,0.74681917
-4.88944472,6.31697351,1.03431125,1.35975593,0.00333413,1.08903060,0.11475296,2.90679597,1.31052379,0.80331425
-4.88344172,6.68127393,1.06893860,1.44785800,0.00357799,1.16728821,0.12077152,3.05581643,1.40673636,0.86191932
-4.87743872,7.04932288,1.10621066,1.53497414,0.00383055,1.24762293,0.12625638,3.20509700,1.50491929,0.92198427
-4.87143572,7.41538065,1.14508836,1.61990247,0.00408915,1.32910320,0.13110862,3.35192564,1.60400586,0.98284701
-4.86543272,7.77375225,1.18448684,1.70147803,0.00435120,1.41079905,0.13523995,3.49361313,1.70294140,1.04384994
-4.85942971,8.11896294,1.22331173,1.77861348,0.00461413,1.49180471,0.13857562,3.62758338,1.80071413,1.10435663
-4.85342671,8.44592855,1.26049563,1.85033872,0.00487543,1.57126053,0.14105677,3.75146131,1.89638530,1.16376781
-4.84742371,8.75011358,1.29503337,1.91583759,0.00513270,1.64837334,0.14264241,3.86315460,1.98911716,1.22153633
-4.84142071,9.02767003,1.32601445,1.97447986,0.00538367,1.72243455,0.14331065,3.96092548,2.07819754,1.27718007
-4.83541771,9.27555076,1.35265155,2.02584691,0.00562614,1.79283513,0.14305932,4.04344942,2.16305963,1.33029260
-4.82941471,9.49159242,1.37430376,2.06974969,0.00585809,1.85907698,0.14190587,4.10985791,2.24329613,1.38055079
-4.82341171,9.67456394,1.39049387,2.10623780,0.00607758,1.92078014,0.13988661,4.15976331,2.31866683,1.42771931
-4.81740870,9.82417849,1.40091884,2.13559910,0.00628281,1.97768567,0.13705522,4.19326463,2.38909909,1.47165154
-4.81140570,9.94106842,1.40545347,2.15834939,0.00647211,2.02965402,0.13348078,4.21093383,2.45468114,1.51228714
-4.80540270,10.02672436,1.40414702,2.17521247,0.00664389,2.07665902,0.12924525,4.21378347,2.51564824,1.54964616
-4.79939970,10.08340152,1.39721349,2.18709113,0.00679671,2.11877788,0.12444069,4.20321710,2.57236231,1.58382004
-4.79339670,10.11399770,1.38501594,2.19503012,0.00692919,2.15617761,0.11916622,4.18096490,2.62528583,1.61495999
-4.78739370,10.12190880,1.36804611,2.20017275,0.00704009,2.18909844,0.11352492,4.14900761,2.67495118,1.64326318
-4.78139070,10.11086873,1.34690033,2.20371264,0.00712830,2.21783521,0.10762086,4.10949240,2.72192676,1.66895743
-4.77538769,10.08478120,1.32225307,2.20684299,0.00719282,2.24271722,0.10155628,4.06464471,2.76678151,1.69228507
-4.76938469,10.04755109,1.29482958,2.21070542,0.00723283,2.26408782,0.09542914,4.01668001,2.81004940,1.71348669
-4.76338169,10.00292304,1.26537883,2.21634062,0.00724768,2.28228427,0.08933100,3.96771974,2.85219563,1.73278550
-4.75737869,9.95433431,1.23464811,2.22464321,0.00723695,2.29761900,0.08334540,3.91971485,2.89358612,1.75037303
-4.75137569,9.90478809,1.20336027,2.23632264,0.00720044,2.31036279,0.07754674,3.87438039,2.93446179,1.76639667
-4.74537269,9.85675225,1.17219446,2.25187195,0.00713826,2.32073086,0.07199955,3.83314364,2.97491873,1.78094979
-4.73936968,9.81208730,1.14177103,2.27154594,0.00705081,2.32887215,0.06675830,3.79710745,3.01489549,1.79406461
-4.73336668,9.77200557,1.11264068,2.29534953,0.00693883,2.33486235,0.06186757,3.76703003,3.05416792,1.80570842
-4.72736368,9.73706223,1.08527804,2.32303691,0.00680341,2.33870105,0.05736251,3.74332103,3.09235197,1.81578303
-4.72136068,9.70717723,1.06007938,2.35412152,0.00664599,2.34031278,0.05326958,3.72605335,3.12891439,1.82412775
-4.71535768,9.68168563,1.03736385,2.38789636,0.00646840,2.33955223,0.04960746,3.71498913,3.16319093,1.83052559
-4.70935468,9.65941287,1.01737771,2.42346349,0.00627281,2.33621321,0.04638801,3.70961783,3.19441126,1.83471253
-4.70335168,9.63877007,1.00030058,2.45977163,0.00606175,2.33004100,0.04361718,3.70920381,3.22172960,1.83638951
-4.69734867,9.61786416,0.98625315,2.49565983,0.00583802,2.32074753,0.04129598,3.71284035,3.24425976,1.83523664
-4.69134567,9.59461682,0.97530513,2.52990533,0.00560472,2.30802888,0.03942114,3.71950712,3.26111312,1.83092901
-4.68534267,9.56688640,0.96748307,2.56127340,0.00536518,2.29158418,0.03798574,3.72812796,3.27143792,1.82315353
-4.67933967,9.53258685,0.96277710,2.58856691,0.00512289,2.27113519,0.03697960,3.73762608,3.27445831,1.81162606
-4.67333667,9.48979848,0.96114635,2.61067342,0.00488148,2.24644574,0.03638950,3.74697411,3.26951141,1.79610814
-4.66733367,9.43686585,0.96252266,2.62660785,0.00464464,2.21734022,0.03619923,3.75523698,3.25608105,1.77642265
-4.66133067,9.37247891,0.96681255,2.63554897,0.00441608,2.18372018,0.03638950,3.76160609,3.23382661,1.75246765
-4.65532766,9.29573500,0.97389759,2.63686820,0.00419945,2.14557856,0.03693775,3.76542379,3.20260604,1.72422792
-4.64932466,9.20617971,0.98363342,2.63014988,0.00399835,2.10301061,0.03781798,3.76619796,3.16249199,1.69178358
-4.64332166,9.10382637,0.99584795,2.61520244,0.00381622,2.05622136,0.03900048,3.76360688,3.11378056,1.65531549
