energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,1.67487666,0.10521392,0.00000000,0.00474599,0.91202988,1.02780273,0.34719495
-5.99399700,1.71641055,0.10929607,0.00000000,0.00518130,0.93562769,1.03564506,0.35959820
-5.98799400,1.76207887,0.11363446,0.00000000,0.00564915,0.96207734,1.04458580,0.37312415
-5.98199100,1.81137242,0.11821888,0.00000000,0.00614554,0.99111779,1.05428015,0.38761890
-5.97598799,1.86370948,0.12302975,0.00000000,0.00666582,1.02243960,1.06439661,0.40291067
-5.96998499,1.91844220,0.12803737,0.00000000,0.00720481,1.05568778,1.07462394,0.41881264
-5.96398199,1.97486476,0.13320170,0.00000000,0.00775687,1.09046586,1.08467662,0.43512610
-5.95797899,2.03222357,0.13847238,0.00000000,0.00831603,1.12634131,1.09429906,0.45164404
-5.95197599,2.08972974,0.14378935,0.00000000,0.00887612,1.16285251,1.10326876,0.46815521
-5.94597299,2.14657392,0.14908375,0.00000000,0.00943088,1.19951739,1.11139869,0.48444858
-5.93996998,2.20194338,0.15427939,0.00000000,0.00997418,1.23584351,1.11853914,0.50031803
-5.93396698,2.25504097,0.15929454,0.00000000,0.01050011,1.27133963,1.12457924,0.51556743
-5.92796398,2.30510548,0.16404406,0.00000000,0.01100314,1.30552821,1.12944812,0.53001556
-5.92196098,2.35143261,0.16844184,0.00000000,0.01147832,1.33795853,1.13311592,0.54350114
-5.91595798,2.39339569,0.17240336,0.00000000,0.01192135,1.36821986,1.13559441,0.55588734
-5.90995498,2.43046510,0.17584838,0.00000000,0.01232874,1.39595390,1.13693705,0.56706581
-5.90395198,2.46222533,0.17870352,0.00000000,0.01269789,1.42086604,1.13723850,0.57695985
-5.89794897,2.48838865,0.18090476,0.00000000,0.01302714,1.44273454,1.13663294,0.58552660
-5.89194597,2.50880434,0.18239959,0.00000000,0.01331581,1.46141710,1.13529135,0.59275796
-5.88594297,2.52346273,0.18314887,0.00000000,0.01356417,1.47685430,1.13341722,0.59868016
-5.87993997,2.53249349,0.18312821,0.00000000,0.01377344,1.48906950,1.13124071,0.60335184
-5.87393697,2.53615779,0.18232881,0.00000000,0.01394563,1.49816486,1.12901105,0.60686070
-5.86793397,2.53483440,0.18075775,0.00000000,0.01408349,1.50431372,1.12698743,0.60931867
-5.86193097,2.52900024,0.17843776,0.00000000,0.01419029,1.50774937,1.12542833,0.61085593
-5.85592796,2.51920595,0.17540633,0.00000000,0.01426967,1.50875067,1.12457982,0.61161379
-5.84992496,2.50604767,0.17171436,0.00000000,0.01432546,1.50762531,1.12466316,0.61173698
-5.84392196,2.49013647,0.16742436,0.00000000,0.01436141,1.50469149,1.12586233,0.61136556
-5.83791896,2.47206688,0.16260825,0.00000000,0.01438107,1.50025894,1.12831211,0.61062698
-5.83191596,2.45238638,0.15734492,0.00000000,0.01438752,1.49461052,1.13208738,0.60962863
-5.82591296,2.43156747,0.15171768,0.00000000,0.01438327,1.48798537,1.13719435,0.60845143
-5.81990995,2.40998408,0.14581160,0.00000000,0.01437009,1.48056478,1.14356437,0.60714482
-5.81390695,2.38789368,0.13971110,0.00000000,0.01434894,1.47246149,1.15105073,0.60572344
-5.80790395,2.36542631,0.13349767,0.00000000,0.01431994,1.46371346,1.15942896,0.60416583
-5.80190095,2.34258122,0.12724792,0.00000000,0.01428236,1.45428224,1.16840080,0.60241524
-5.79589795,2.31923150,0.12103202,0.00000000,0.01423475,1.44405648,1.17760172,0.60038264
-5.78989495,2.29513650,0.11491264,0.00000000,0.01417498,1.43286016,1.18661197,0.59795171
-5.78389195,2.26996135,0.10894430,0.00000000,0.01410047,1.42046538,1.19497060,0.59498572
-5.77788894,2.24330263,0.10317319,0.00000000,0.01400838,1.40660883,1.20219192,0.59133582
-5.77188594,2.21471854,0.09763743,0.00000000,0.01389582,1.39101104,1.20778362,0.58685039
-5.76588294,2.18376199,0.09236771,0.00000000,0.01376009,1.37339738,1.21126576,0.58138487
-5.75987994,2.15001461,0.08738818,0.00000000,0.01359893,1.35351937,1.21218966,0.57481159
-5.75387694,2.11311966,0.08271762,0.00000000,0.01341073,1.33117527,1.21015588,0.56702898
-5.74787394,2.07281203,0.07837065,0.00000000,0.01319470,1.30622848,1.20483040,0.55796962
-5.74187094,2.02894363,0.07435900,0.00000000,0.01295106,1.27862287,1.19595825,0.54760682
-5.73586793,1.98150270,0.07069267,0.00000000,0.01268109,1.24839404,1.18337414,0.53595914
-5.72986493,1.93062604,0.06738098,0.00000000,0.01238721,1.21567590,1.16700952,0.52309273
-5.72386193,1.87660363,0.06443335,0.00000000,0.01207291,1.18070219,1.14689605,0.50912144
-5.71785893,1.81987547,0.06185988,0.00000000,0.01174273,1.14380293,1.12316526,0.49420445
-5.71185593,1.76102094,0.05967159,0.00000000,0.01140207,1.10539605,1.09604477,0.47854186
-5.70585293,1.70074138,0.05788042,0.00000000,0.01105706,1.06597462,1.06585126,0.46236826
-5.69984992,1.63983706,0.05649892,0.00000000,0.01071430,1.02609053,1.03298070,0.44594480
-5.69384692,1.57917973,0.05553971,0.00000000,0.01038064,0.98633544,0.99789637,0.42955003
-5.68784392,1.51968228,0.05501480,0.00000000,0.01006294,0.94732009,0.96111521,0.41347013
-5.68184092,1.46226709,0.05493471,0.00000000,0.00976778,0.90965294,0.92319321,0.39798888
-5.67583792,1.40783446,0.05530749,0.00000000,0.00950125,0.87391923,0.88471023,0.38337795
-5.66983492,1.35723269,0.05613785,0.00000000,0.00926873,0.84066133,0.84625496,0.36988786
-5.66383192,1.31123085,0.05742618,0.00000000,0.00907469,0.81036134,0.80841030,0.35773999
-5.65782891,1.27049521,0.05916773,0.00000000,0.00892259,0.78342628,0.77173957,0.34711992
-5.65182591,1.23557009,0.06135197,0.00000000,0.00881475,0.76017674,0.73677380,0.33817236
-5.64582291,1.20686347,0.06396196,0.00000000,0.00875232,0.74083878,0.70400035,0.33099765
-5.63981991,1.18463748,0.06697411,0.00000000,0.00873530,0.72553952,0.67385284,0.32564994
-5.63381691,1.16900370,0.07035794,0.00000000,0.00876253,0.71430604,0.64670253,0.32213695
-5.62781391,1.15992293,0.07407618,0.00000000,0.00883181,0.70706749,0.62285122,0.32042115
-5.62181091,1.15720897,0.07808494,0.00000000,0.00894000,0.70365991,0.60252551,0.32042226
-5.61580790,1.16053596,0.08233416,0.00000000,0.00908313,0.70383343,0.58587260,0.32202073
-5.60980490,1.16944848,0.08676816,0.00000000,0.00925654,0.70726132,0.57295758,0.32506209
-5.60380190,1.18337416,0.09132634,0.00000000,0.00945503,0.71355039,0.56376215,0.32936184
-5.59779890,1.20163796,0.09594400,0.00000000,0.00967300,0.72225232,0.55818494,0.33471075
-5.59179590,1.22347786,0.10055330,0.00000000,0.00990458,0.73287548,0.55604350,0.34088030
-5.58579290,1.24806156,0.10508428,0.00000000,0.01014373,0.74489708,0.55707787,0.34762824
-5.57978989,1.27450380,0.10946594,0.00000000,0.01038439,0.75777504,0.56095596,0.35470394
-5.57378689,1.30188430,0.11362743,0.00000000,0.01062052,0.77095983,0.56728068,0.36185369
-5.56778389,1.32926599,0.11749926,0.00000000,0.01084625,0.78390574,0.57559882,0.36882573
-5.56178089,1.35571348,0.12101457,0.00000000,0.01105585,0.79608178,0.58541163,0.37537502
-5.55577789,1.38031167,0.12411040,0.00000000,0.01124389,0.80698205,0.59618690,0.38126785
-5.54977489,1.40218435,0.12672893,0.00000000,0.01140525,0.81613549,0.60737247,0.38628607
-5.54377189,1.42051255,0.12881881,0.00000000,0.01153516,0.82311510,0.61841068,0.39023111
-5.53776888,1.43455245,0.13033630,0.00000000,0.01162929,0.82754636,0.62875351,0.39292775
-5.53176588,1.44365247,0.13124643,0.00000000,0.01168382,0.82911501,0.63787797,0.39422755
-5.52576288,1.44726916,0.13152398,0.00000000,0.01169545,0.82757387,0.64530123,0.39401186
-5.51975988,1.44498146,0.13115433,0.00000000,0.01166151,0.82274865,0.65059492,0.39219447
-5.51375688,1.43650272,0.13013415,0.00000000,0.01158003,0.81454254,0.65339821,0.38872377
-5.50775388,1.42169025,0.12847176,0.00000000,0.01144975,0.80293950,0.65342905,0.38358423
-5.50175088,1.40055165,0.12618738,0.00000000,0.01127022,0.78800592,0.65049324,0.37679729
-5.49574787,1.37324777,0.12331294,0.00000000,0.01104183,0.76989072,0.64449087,0.36842143
-5.48974487,1.34009186,0.11989174,0.00000000,0.01076581,0.74882354,0.63541997,0.35855153
-5.48374187,1.30154489,0.11597773,0.00000000,0.01044424,0.72511122,0.62337710,0.34731725
-5.47773887,1.25820689,0.11163449,0.00000000,0.01008005,0.69913240,0.60855498,0.33488065
-5.47173587,1.21080461,0.10693406,0.00000000,0.00967694,0.67133032,0.59123713,0.32143301
-5.46573287,1.16017565,0.10195538,0.00000000,0.00923933,0.64220413,0.57178990,0.30719078
-5.45972986,1.10724963,0.09678269,0.00000000,0.00877222,0.61229865,0.55065192,0.29239097
-5.45372686,1.05302685,0.09150367,0.00000000,0.00828111,0.58219306,0.52832175,0.27728595
-5.44772386,0.99855518,0.08620757,0.00000000,0.00777187,0.55248867,0.50534383,0.26213787
-5.44172086,0.94490584,0.08098329,0.00000000,0.00725054,0.52379618,0.48229347,0.24721284
-5.43571786,0.89314874,0.07591747,0.00000000,0.00672320,0.49672263,0.45976129,0.23277504
-5.42971486,0.84432820,0.07109267,0.00000000,0.00619584,0.47185856,0.43833759,0.21908097
-5.42371186,0.79943962,0.06658571,0.00000000,0.00567418,0.44976551,0.41859722,0.20637389
-5.41770885,0.75940781,0.06246612,0.00000000,0.00516355,0.43096418,0.40108523,0.19487879
-5.41170585,0.72506729,0.05879484,0.00000000,0.00466877,0.41592364,0.38630379,0.18479775
-5.40570285,0.69714530,0.05562316,0.00000000,0.00419407,0.40505162,0.37470060,0.17630605
-5.39969985,0.67624750,0.05299188,0.00000000,0.00374302,0.39868620,0.36665897,0.16954897
-5.39369685,0.66284694,0.05093075,0.00000000,0.00331848,0.39708903,0.36248998,0.16463933
-5.38769385,0.65727617,0.04945818,0.00000000,0.00292259,0.40044020,0.36242645,0.16165594
-5.38169085,0.65972286,0.04858124,0.00000000,0.00255679,0.40883485,0.36661917,0.16064277
-5.37568784,0.67022870,0.04829595,0.00000000,0.00222185,0.42228166,0.37513512,0.16160909
-5.36968484,0.68869181,0.04858772,0.00000000,0.00191791,0.44070325,0.38795788,0.16453033
-5.36368184,0.71487239,0.04943225,0.00000000,0.00164458,0.46393859,0.40499001,0.16934982
-5.35767884,0.74840167,0.05079649,0.00000000,0.00140096,0.49174730,0.42605749,0.17598131
-5.35167584,0.78879397,0.05263992,0.00000000,0.00118581,0.52381605,0.45091604,0.18431218
-5.34567284,0.83546155,0.05491606,0.00000000,0.00099754,0.55976676,0.47925922,0.19420736
-5.33966983,0.88773217,0.05757413,0.00000000,0.00083439,0.59916672,0.51072812,0.20551383
-5.33366683,0.94486902,0.06056082,0.00000000,0.00069444,0.64154031,0.54492255,0.21806570
-5.32766383,1.00609240,0.06382234,0.00000000,0.00057574,0.68638224,0.58141344,0.23168964
-5.32166083,1.07060308,0.06730634,0.00000000,0.00047634,0.73317188,0.61975614,0.24621066
-5.31565783,1.13760637,0.07096402,0.00000000,0.00039437,0.78138848,0.65950444,0.26145800
-5.30965483,1.20633664,0.07475213,0.00000000,0.00032808,0.83052684,0.70022476,0.27727114
-5.30365183,1.27608138,0.07863489,0.00000000,0.00027589,0.88011294,0.74151037,0.29350553
-5.29764882,1.34620421,0.08258572,0.00000000,0.00023639,0.92971909,0.78299501,0.31003810
-5.29164582,1.41616608,0.08658881,0.00000000,0.00020840,0.97897811,0.82436556,0.32677221
