energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,2.52934330,0.02575757,0.16444531,0.02113610,0.00000000,1.26119359,0.62055395,0.00835702,1.51107541
-5.99399700,2.58875695,0.02615962,0.16595511,0.02180660,0.00000000,1.28764842,0.63312121,0.00857836,1.55089117
-5.98799400,2.63523001,0.02651223,0.16634824,0.02236902,0.00000000,1.30674995,0.64237511,0.00875819,1.58333846
-5.98199100,2.66819208,0.02681090,0.16561677,0.02281450,0.00000000,1.31818704,0.64826764,0.00889337,1.60800193
-5.97598799,2.68736340,0.02705128,0.16377640,0.02313637,0.00000000,1.32179986,0.65083529,0.00898152,1.62462970
-5.96998499,2.69276227,0.02722939,0.16086571,0.02333031,0.00000000,1.31758329,0.65019831,0.00902109,1.63314036
-5.96398199,2.68470341,0.02734187,0.15694468,0.02339447,0.00000000,1.30568556,0.64655719,0.00901134,1.63362501
-5.95797899,2.66378747,0.02738627,0.15209253,0.02332950,0.00000000,1.28640232,0.64018643,0.00895241,1.62634420
-5.95197599,2.63088161,0.02736125,0.14640498,0.02313850,0.00000000,1.26016640,0.63142579,0.00884532,1.61171966
-5.94597299,2.58709219,0.02726688,0.13999104,0.02282693,0.00000000,1.22753360,0.62066926,0.00869191,1.59032127
-5.93996998,2.53373017,0.02710478,0.13296953,0.02240244,0.00000000,1.18916534,0.60835229,0.00849484,1.56284943
-5.93396698,2.47227069,0.02687831,0.12546537,0.02187460,0.00000000,1.14580867,0.59493759,0.00825749,1.53011359
-5.92796398,2.40430817,0.02659257,0.11760596,0.02125465,0.00000000,1.09827459,0.58090012,0.00798397,1.49300763
-5.92196098,2.33150859,0.02625446,0.10951763,0.02055513,0.00000000,1.04741544,0.56671178,0.00767892,1.45248291
-5.91595798,2.25556070,0.02587256,0.10132240,0.01978953,0.00000000,0.99410222,0.55282641,0.00734751,1.40952015
-5.90995498,2.17812795,0.02545698,0.09313509,0.01897189,0.00000000,0.93920262,0.53966557,0.00699531,1.36510087
-5.90395198,2.10080279,0.02501916,0.08506096,0.01811644,0.00000000,0.88356059,0.52760574,0.00662813,1.32017983
-5.89794897,2.02506505,0.02457159,0.07719374,0.01723722,0.00000000,0.82797785,0.51696734,0.00625200,1.27565911
-5.89194597,1.95224587,0.02412748,0.06961440,0.01634772,0.00000000,0.77319814,0.50800590,0.00587296,1.23236507
-5.88594297,1.88349827,0.02370046,0.06239023,0.01546056,0.00000000,0.71989429,0.50090590,0.00549704,1.19102883
-5.87993997,1.81977538,0.02330424,0.05557466,0.01458724,0.00000000,0.66865856,0.49577727,0.00513011,1.15227110
-5.87393697,1.76181692,0.02295226,0.04920740,0.01373791,0.00000000,0.61999621,0.49265475,0.00477779,1.11659169
-5.86793397,1.71014408,0.02265739,0.04331507,0.01292123,0.00000000,0.57432227,0.49150015,0.00444537,1.08436415
-5.86193097,1.66506280,0.02243167,0.03791213,0.01214426,0.00000000,0.53196139,0.49220730,0.00413774,1.05583534
-5.85592796,1.62667477,0.02228606,0.03300213,0.01141241,0.00000000,0.49315034,0.49460940,0.00385932,1.03113004
