energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.50175337,-3.50141522,0.02714362,-0.02715297,0.83687814,-0.83681243,0.77055639,-0.77049572,1.20579332,-1.20575886,0.09310840,-0.09309546,0.72034946,-0.72025128
-5.99399700,3.39994358,-3.39959853,0.02970383,-0.02971373,0.81552573,-0.81546033,0.75155754,-0.75149897,1.19169699,-1.19166338,0.08959426,-0.08958074,0.69300989,-0.69290746
-5.98799400,3.29719960,-3.29685692,0.03240660,-0.03241701,0.79449366,-0.79443066,0.73329281,-0.73323824,1.17808465,-1.17805451,0.08594396,-0.08593016,0.66471923,-0.66461465
-5.98199100,3.19602155,-3.19568992,0.03524161,-0.03525248,0.77435320,-0.77429455,0.71627672,-0.71622785,1.16565871,-1.16563448,0.08223718,-0.08222339,0.63604589,-0.63594118
-5.97598799,3.09871622,-3.09840351,0.03819594,-0.03820723,0.75561883,-0.75556624,0.70095939,-0.70091766,1.15505511,-1.15503895,0.07855181,-0.07853831,0.60753108,-0.60742815
-5.96998499,3.00734196,-3.00705507,0.04125415,-0.04126578,0.73873578,-0.73869069,0.68771610,-0.68768266,1.14682593,-1.14681967,0.07496205,-0.07494911,0.57967651,-0.57957710
-5.96398199,2.92366503,-2.92340972,0.04439831,-0.04441020,0.72407039,-0.72403394,0.67683979,-0.67681550,1.14142552,-1.14143058,0.07153669,-0.07152455,0.55293437,-0.55284002
-5.95797899,2.84912836,-2.84890920,0.04760815,-0.04762023,0.71190354,-0.71187657,0.66853663,-0.66852201,1.13920025,-1.13921769,0.06833778,-0.06832665,0.52769988,-0.52761192
-5.95197599,2.78483274,-2.78465302,0.05086128,-0.05087345,0.70242700,-0.70241000,0.66292437,-0.66291964,1.14038213,-1.14041256,0.06541947,-0.06540954,0.50430661,-0.50422615
-5.94597299,2.73153009,-2.73139185,0.05413332,-0.05414549,0.69574258,-0.69573574,0.66003348,-0.66003853,1.14508604,-1.14512962,0.06282726,-0.06281868,0.48302438,-0.48295227
-5.93996998,2.68962789,-2.68953193,0.05739820,-0.05741025,0.69186389,-0.69186708,0.65981065,-0.65982509,1.15331043,-1.15336692,0.06059753,-0.06059041,0.46405965,-0.46399655
-5.93396698,2.65920376,-2.65914971,0.06062837,-0.06064021,0.69072039,-0.69073317,0.66212447,-0.66214765,1.16494122,-1.16500996,0.05875737,-0.05875180,0.44755820,-0.44750453
-5.92796398,2.64002855,-2.64001497,0.06379513,-0.06380664,0.69216342,-0.69218509,0.66677291,-0.66680392,1.17975852,-1.17983848,0.05732469,-0.05732071,0.43360969,-0.43356569
-5.92196098,2.63159648,-2.63162100,0.06686891,-0.06687997,0.69597380,-0.69600342,0.67349225,-0.67352996,1.19744573,-1.19753553,0.05630853,-0.05630616,0.42225377,-0.42221951
-5.91595798,2.63316080,-2.63322021,0.06981963,-0.06983013,0.70187080,-0.70190719,0.68196716,-0.68201031,1.21760066,-1.21769863,0.05570959,-0.05570882,0.41348728,-0.41346271
-5.90995498,2.64377319,-2.64386361,0.07261711,-0.07262694,0.70952197,-0.70956381,0.69184173,-0.69188889,1.23974829,-1.23985250,0.05552088,-0.05552167,0.40727221,-0.40725715
-5.90395198,2.66232552,-2.66244259,0.07523148,-0.07524051,0.71855371,-0.71859953,0.70273098,-0.70278067,1.26335468,-1.26346300,0.05572849,-0.05573076,0.40354388,-0.40353806
-5.89794897,2.68759269,-2.68773165,0.07763368,-0.07764181,0.72856220,-0.72861044,0.71423284,-0.71428351,1.28784182,-1.28795199,0.05631236,-0.05631604,0.40221904,-0.40222219
-5.89194597,2.71827502,-2.71843095,0.07979601,-0.07980313,0.73912450,-0.73917354,0.72594014,-0.72599027,1.31260298,-1.31271265,0.05724715,-0.05725213,0.40320362,-0.40321540
-5.88594297,2.75303949,-2.75320738,0.08169269,-0.08169871,0.74980958,-0.74985779,0.73745260,-0.73750069,1.33701824,-1.33712502,0.05850302,-0.05850917,0.40639957,-0.40641967
-5.87993997,2.79055848,-2.79073343,0.08330052,-0.08330536,0.76018908,-0.76023486,0.74838835,-0.74843302,1.36046989,-1.36057145,0.06004638,-0.06005356,0.41171088,-0.41173898
-5.87393697,2.82954553,-2.82972286,0.08459952,-0.08460311,0.76984767,-0.76988948,0.75839499,-0.75843498,1.38235746,-1.38245153,0.06184062,-0.06184870,0.41904829,-0.41908414
-5.86793397,2.86878717,-2.86896248,0.08557354,-0.08557583,0.77839272,-0.77842913,0.76715971,-0.76719392,1.40211187,-1.40219633,0.06384675,-0.06385556,0.42833281,-0.42837617
-5.86193097,2.90717027,-2.90733961,0.08621094,-0.08621190,0.78546321,-0.78549292,0.77441831,-0.77444586,1.41920860,-1.41928153,0.06602396,-0.06603334,0.43949768,-0.43954839
-5.85592796,2.94370455,-2.94386446,0.08650509,-0.08650469,0.79073760,-0.79075946,0.77996288,-0.77998311,1.43317939,-1.43323910,0.06833012,-0.06833990,0.45248911,-0.45254702
-5.84992496,2.97753971,-2.97768725,0.08645483,-0.08645311,0.79394059,-0.79395365,0.78364775,-0.78366024,1.44362226,-1.44366731,0.07072228,-0.07073229,0.46726544,-0.46733047
-5.84392196,3.00797705,-3.00810989,0.08606485,-0.08606182,0.79484857,-0.79485207,0.78539359,-0.78539818,1.45020960,-1.45023886,0.07315708,-0.07316716,0.48379517,-0.48386725
-5.83791896,3.03447557,-3.03459194,0.08534577,-0.08534150,0.79329366,-0.79328707,0.78518943,-0.78518624,1.45269404,-1.45270669,0.07559119,-0.07560115,0.50205372,-0.50213279
-5.83191596,3.05665254,-3.05675128,0.08431416,-0.08430872,0.78916623,-0.78914924,0.78309246,-0.78308185,1.45091208,-1.45090762,0.07798174,-0.07799142,0.52201931,-0.52210530
-5.82591296,3.07427905,-3.07435955,0.08299228,-0.08298578,0.78241594,-0.78238846,0.77922557,-0.77920815,1.44478533,-1.44476359,0.08028677,-0.08029600,0.54366811,-0.54376093
-5.81990995,3.08727093,-3.08733309,0.08140765,-0.08140021,0.77305122,-0.77301341,0.77377275,-0.77374936,1.43431948,-1.43428062,0.08246580,-0.08247442,0.56696901,-0.56706852
-5.81390695,3.09567586,-3.09572005,0.07959238,-0.07958414,0.76113738,-0.76108957,0.76697245,-0.76694412,1.41960116,-1.41954563,0.08448035,-0.08448820,0.59187826,-0.59198424
-5.80790395,3.09965766,-3.09968466,0.07758236,-0.07757346,0.74679332,-0.74673608,0.75910922,-0.75907714,1.40079282,-1.40072136,0.08629462,-0.08630157,0.61833447,-0.61844662
-5.80190095,3.09947869,-3.09948959,0.07541621,-0.07540681,0.73018730,-0.73012137,0.75050404,-0.75046951,1.37812619,-1.37803979,0.08787620,-0.08788211,0.64625417,-0.64637208
-5.79589795,3.09548167,-3.09547785,0.07313426,-0.07312452,0.71153169,-0.71145796,0.74150375,-0.74146815,1.35189444,-1.35179433,0.08919685,-0.08920162,0.67552845,-0.67565162
-5.78989495,3.08807204,-3.08805509,0.07077730,-0.07076739,0.69107717,-0.69099668,0.73247018,-0.73243494,1.32244378,-1.32233139,0.09023330,-0.09023685,0.70602096,-0.70614873
-5.78389195,3.07770207,-3.07767372,0.06838550,-0.06837557,0.66910659,-0.66902050,0.72376958,-0.72373610,1.29016474,-1.29004164,0.09096810,-0.09097037,0.73756745,-0.73769908
-5.77788894,3.06485765,-3.06481976,0.06599723,-0.06598743,0.64592874,-0.64583830,0.71576275,-0.71573242,1.25548356,-1.25535147,0.09139044,-0.09139139,0.76997733,-0.77011198
-5.77188594,3.05004868,-3.05000322,0.06364809,-0.06363854,0.62187231,-0.62177884,0.70879666,-0.70877079,1.21885430,-1.21871503,0.09149688,-0.09149651,0.80303715,-0.80317388
-5.76588294,3.03380360,-3.03375262,0.06137007,-0.06136089,0.59728021,-0.59718507,0.70319777,-0.70317760,1.18075160,-1.18060707,0.09129204,-0.09129040,0.83651618,-0.83665401
-5.75987994,3.01666834,-3.01661398,0.05919088,-0.05918217,0.57250444,-0.57240904,0.69926759,-0.69925424,1.14166474,-1.14151690,0.09078914,-0.09078629,0.87017399,-0.87031192
-5.75387694,2.99920949,-2.99915405,0.05713357,-0.05712541,0.54790164,-0.54780741,0.69728054,-0.69727503,1.10209267,-1.10194354,0.09001031,-0.09000636,0.90376984,-0.90390691
-5.74787394,2.98202158,-2.98196751,0.05521633,-0.05520878,0.52382932,-0.52373769,0.69748428,-0.69748756,1.06254036,-1.06239197,0.08898673,-0.08898183,0.93707356,-0.93720887
-5.74187094,2.96573736,-2.96568733,0.05345259,-0.05344569,0.50064274,-0.50055514,0.70010240,-0.70011533,1.02351610,-1.02337054,0.08775851,-0.08775285,0.96987749,-0.97001028
-5.73586793,2.95104032,-2.95099730,0.05185131,-0.05184509,0.47869246,-0.47861029,0.70533911,-0.70536248,0.98552977,-0.98538913,0.08637434,-0.08636813,1.00200901,-1.00213869
-5.72986493,2.93867816,-2.93864543,0.05041749,-0.05041195,0.45832236,-0.45824703,0.71338562,-0.71342023,0.94909168,-0.94895808,0.08489074,-0.08488424,1.03334298,-1.03346918
-5.72386193,2.92947563,-2.92945687,0.04915284,-0.04914799,0.43986803,-0.43980088,0.72442768,-0.72447431,0.91471166,-0.91458723,0.08337120,-0.08336468,1.06381343,-1.06393606
-5.71785893,2.92434556,-2.92434485,0.04805659,-0.04805241,0.42365530,-0.42359768,0.73865352,-0.73871301,0.88289818,-0.88278507,0.08188491,-0.08187866,1.09342387,-1.09354316
-5.71185593,2.92429627,-2.92431814,0.04712632,-0.04712281,0.40999887,-0.40995208,0.75626165,-0.75633488,0.85415709,-0.85405744,0.08050534,-0.08049968,1.12225551,-1.12237201
-5.70585293,2.93043429,-2.93048368,0.04635885,-0.04635599,0.39920069,-0.39916598,0.77746763,-0.77755558,0.82898969,-0.82890565,0.07930855,-0.07930380,1.15047271,-1.15058733
-5.69984992,2.94396103,-2.94404330,0.04575102,-0.04574882,0.39154807,-0.39152662,0.80250927,-0.80261303,0.80788991,-0.80782359,0.07837139,-0.07836786,1.17832518,-1.17843917
