energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-3.11855928,7.77998854,0.00392788,0.12626988,0.19264771,6.09912367,0.30094152,0.69867516,0.03621672,0.81992829
-3.11255628,7.99310067,0.00391913,0.13170388,0.20107236,6.26337465,0.31205431,0.71584544,0.03708383,0.84348438
-3.10655328,8.23347688,0.00393200,0.13730876,0.21031137,6.44493107,0.32507853,0.73826653,0.03809050,0.87140934
-3.10055028,8.49802675,0.00396752,0.14300168,0.22030504,6.64118799,0.33998351,0.76577372,0.03920070,0.90344667
-3.09454727,8.78331261,0.00402651,0.14869438,0.23097868,6.84924577,0.35672585,0.79819625,0.04037695,0.93930679
-3.08854427,9.08561201,0.00410966,0.15429464,0.24224360,7.06595934,0.37524928,0.83536441,0.04158123,0.97867190
-3.08254127,9.40099092,0.00421742,0.15970805,0.25399869,7.28799786,0.39548443,0.87711642,0.04277600,1.02120127
-3.07653827,9.72538700,0.00435007,0.16484000,0.26613271,7.51191392,0.41734862,0.92330464,0.04392520,1.06653661
-3.07053527,10.05470105,0.00450767,0.16959782,0.27852700,7.73422164,0.44074553,0.97380110,0.04499524,1.11430737
-3.06453227,10.38489486,0.00469011,0.17389310,0.29105868,7.95148180,0.46556479,1.02850187,0.04595596,1.16413575
-3.05852926,10.71209253,0.00489711,0.17764411,0.30360413,8.16039205,0.49168153,1.08733002,0.04678152,1.21564112
-3.05252626,11.03268221,0.00512825,0.18077813,0.31604262,8.35787965,0.51895569,1.15023690,0.04745118,1.26844379
-3.04652326,11.34341462,0.00538298,0.18323374,0.32825991,8.54119353,0.54723141,1.21720161,0.04794993,1.32216788
-3.04052026,11.64149433,0.00566070,0.18496282,0.34015165,8.70799239,0.57633629,1.28822820,0.04826899,1.37644307
-3.03451726,11.92466011,0.00596074,0.18593238,0.35162628,8.85642520,0.60608069,1.36334068,0.04840608,1.43090547
-3.02851426,12.19125038,0.00628244,0.18612588,0.36260745,8.98520063,0.63625708,1.44257578,0.04836553,1.48519732
-3.02251126,12.44025054,0.00662511,0.18554419,0.37303561,9.09364205,0.66663969,1.52597343,0.04815815,1.53896577
-3.01650825,12.67131958,0.00698809,0.18420599,0.38286878,9.18172521,0.69698447,1.61356524,0.04780091,1.59186096
-3.01050525,12.88479407,0.00737071,0.18214762,0.39208235,9.25009650,0.72702941,1.70536131,0.04731643,1.64353362
-3.00450225,13.08166888,0.00777229,0.17942240,0.40066801,9.30007016,0.75649569,1.80133590,0.04673221,1.69363239
-2.99849925,13.26355495,0.00819208,0.17609936,0.40863162,9.33360400,0.78508936,1.90141241,0.04607981,1.74180152
-2.99249625,13.43261568,0.00862919,0.17226155,0.41599050,9.35325406,0.81250410,2.00544860,0.04539382,1.78767898
-2.98649325,13.59148445,0.00908255,0.16800376,0.42276986,9.36210956,0.83842473,2.11322269,0.04471075,1.83089570
-2.98049025,13.74316687,0.00955083,0.16343002,0.42899897,9.36371035,0.86253188,2.22442130,0.04406786,1.87107596
-2.97448724,13.89093197,0.01003230,0.15865070,0.43470708,9.36194997,0.88450750,2.33862990,0.04350198,1.90783944
-2.96848424,14.03819696,0.01052480,0.15377951,0.43991942,9.36096775,0.90404131,2.45532677,0.04304837,1.94080494
-2.96248124,14.18841061,0.01102564,0.14893040,0.44465354,9.36503410,0.92083792,2.57388085,0.04273960,1.96959588
-2.95647824,14.34493983,0.01153155,0.14421451,0.44891633,9.37843298,0.93462449,2.69355428,0.04260454,1.99384746
-2.95047524,14.51096396,0.01203866,0.13973724,0.45270180,9.40534562,0.94515855,2.81350966,0.04266751,2.01321529
-2.94447224,14.68938039,0.01254246,0.13559557,0.45598989,9.44973930,0.95223578,2.93282225,0.04294752,2.02738515
-2.93846923,14.88272451,0.01303786,0.13187561,0.45874636,9.51526464,0.95569723,3.05049689,0.04345773,2.03608339
-2.93246623,15.09310599,0.01351929,0.12865061,0.46092389,9.60516398,0.95543584,3.16548911,0.04420505,2.03908744
-2.92646323,15.32216237,0.01398076,0.12597930,0.46246424,9.72219330,0.95140169,3.27672990,0.04518998,2.03623600
-2.92046023,15.57103018,0.01441602,0.12390465,0.46330143,9.86855898,0.94360587,3.38315311,0.04640654,2.02743808
-2.91445723,15.84033288,0.01481877,0.12245314,0.46336575,10.04587044,0.93212255,3.48372442,0.04784247,2.01268062
-2.90845423,16.13018421,0.01518282,0.12163439,0.46258838,10.25510892,0.91708928,3.57747090,0.04947956,1.99203398
-2.90245123,16.44020518,0.01550234,0.12144129,0.46090626,10.49661208,0.89870530,3.66350963,0.05129415,1.96565512
-2.89644822,16.76955251,0.01577203,0.12185049,0.45826711,10.77007401,0.87722788,3.74107443,0.05325770,1.93378814
-2.89044522,17.11695615,0.01598738,0.12282333,0.45463403,11.07455955,0.85296697,3.80953952,0.05533758,1.89676201
-2.88444222,17.48076379,0.01614481,0.12430709,0.44998962,11.40853180,0.82627812,3.86843898,0.05749791,1.85498575
-2.87843922,17.85899005,0.01624185,0.12623657,0.44433926,11.76989142,0.79755426,3.91748144,0.05970042,1.80894102
-2.87243622,18.24936849,0.01627724,0.12853597,0.43771340,12.15602621,0.76721636,3.95655915,0.06190549,1.75917260
-2.86643322,18.64940475,0.01625101,0.13112097,0.43016864,12.56386945,0.73570363,3.98575130,0.06407305,1.70627705
-2.86043022,19.05642930,0.01616445,0.13390108,0.42178760,12.98996507,0.70346351,4.00532131,0.06616367,1.65089022
-2.85442721,19.46764856,0.01602011,0.13678202,0.41267755,13.43053810,0.67094188,4.01570830,0.06813943,1.59367387
-2.84842421,19.88019318,0.01582170,0.13966825,0.40296793,13.88156817,0.63857387,4.01751301,0.06996493,1.53530223
-2.84242121,20.29116252,0.01557393,0.14246553,0.39280670,14.33886433,0.60677554,4.01147876,0.07160808,1.47644879
-2.83641821,20.69766436,0.01528234,0.14508333,0.38235597,14.79813901,0.57593672,3.99846809,0.07304084,1.41777385
-2.83041521,21.09684904,0.01495311,0.14743723,0.37178693,15.25507913,0.54641513,3.97943588,0.07423988,1.35991322
-2.82441221,21.48593721,0.01459283,0.14945103,0.36127440,15.70541240,0.51853198,3.95539993,0.07518705,1.30346835
-2.81840920,21.86224092,0.01420823,0.15105863,0.35099131,16.14496730,0.49256886,3.92740982,0.07586966,1.24899798
-2.81240620,22.22317754,0.01380603,0.15220560,0.34110329,16.56972512,0.46876617,3.89651529,0.07628067,1.19701158
-2.80640320,22.56627706,0.01339265,0.15285028,0.33176367,16.97586335,0.44732265,3.86373495,0.07641867,1.14796445
-2.80040020,22.88918313,0.01297410,0.15296458,0.32310908,17.35979002,0.42839607,3.83002645,0.07628764,1.10225438
-2.79439720,23.18964921,0.01255575,0.15253418,0.31525589,17.71816913,0.41210484,3.79625904,0.07589663,1.06021983
-2.78839420,23.46553164,0.01214231,0.15155840,0.30829751,18.04793831,0.39853018,3.76318958,0.07525922,1.02213937
-2.78239120,23.71478171,0.01173769,0.15004958,0.30230280,18.34631997,0.38771882,3.73144267,0.07439292,0.98823219
-2.77638819,23.93543959,0.01134500,0.14803201,0.29731550,18.61082808,0.37968591,3.70149581,0.07331844,0.95865947
-2.77038519,24.12563282,0.01096658,0.14554057,0.29335471,18.83927299,0.37441791,3.67367020,0.07205891,0.93352634
-2.76438219,24.28358231,0.01060403,0.14261908,0.29041649,19.02976665,0.37187534,3.64812749,0.07063913,0.91288432
-2.75837919,24.40761830,0.01025832,0.13931840,0.28847625,19.18073082,0.37199530,3.62487291,0.06908474,0.89673399
-2.75237619,24.49620820,0.00992989,0.13569449,0.28749202,19.29091016,0.37469356,3.60376464,0.06742157,0.88502783
-2.74637319,24.54799744,0.00961880,0.13180639,0.28740840,19.35939176,0.37986619,3.58452925,0.06567502,0.87767304
-2.74037019,24.56186320,0.00932488,0.12771433,0.28816086,19.38563166,0.38739087,3.56678262,0.06386953,0.87453433
-2.73436718,24.53697965,0.00904790,0.12347791,0.28968044,19.36948812,0.39712765,3.55005548,0.06202829,0.87543674
-2.72836418,24.47289225,0.00878771,0.11915461,0.29189843,19.31126008,0.40891943,3.53382259,0.06017294,0.88016832
-2.72236118,24.36959687,0.00854437,0.11479849,0.29475095,19.21172849,0.42259219,3.51753416,0.05832360,0.88848284
-2.71635818,24.22761907,0.00831833,0.11045917,0.29818320,19.07219724,0.43795510,3.50064803,0.05649886,0.90010254
-2.71035518,24.04808742,0.00811053,0.10618123,0.30215314,18.89452936,0.45480063,3.48266101,0.05471599,0.91472101
-2.70435218,23.83279468,0.00792245,0.10200380,0.30663457,18.68117443,0.47290482,3.46313777,0.05299116,0.93200626
-2.69834917,23.58424075,0.00775620,0.09796051,0.31161925,18.43518224,0.49202794,3.44173569,0.05133982,0.95160410
-2.69234617,23.30565139,0.00761451,0.09407961,0.31711819,18.16019884,0.51191551,3.41822430,0.04977691,0.97314191
-2.68634317,23.00096812,0.00750076,0.09038433,0.32316182,17.86044115,0.53230006,3.39249823,0.04831722,0.99623274
-2.68034017,22.67480594,0.00741886,0.08689337,0.32979915,17.54064790,0.55290340,3.36458275,0.04697560,1.02048005
-2.67433717,22.33237731,0.00737322,0.08362141,0.33709582,17.20600548,0.57343983,3.33463168,0.04576705,1.04548278
-2.66833417,21.97938273,0.00736856,0.08057971,0.34513114,16.86204924,0.59361994,3.30291755,0.04470679,1.07084093
-2.66233117,21.62187063,0.00740982,0.07777658,0.35399420,16.51454218,0.61315528,3.26981465,0.04381008,1.09616158
-2.65632816,21.26607111,0.00750189,0.07521791,0.36377920,16.16933447,0.63176352,3.23577579,0.04309201,1.12106506
-2.65032516,20.91820994,0.00764945,0.07290744,0.37458011,15.83220902,0.64917422,3.20130417,0.04256706,1.14519129
-2.64432216,20.58431102,0.00785674,0.07084704,0.38648494,15.50871913,0.66513478,3.16692195,0.04224863,1.16820602
-2.63831916,20.26999636,0.00812730,0.06903681,0.39956988,15.20402553,0.67941652,3.13313737,0.04214844,1.18980667
-2.63231616,19.98029324,0.00846377,0.06747507,0.41389340,14.92274017,0.69182050,3.10041235,0.04227587,1.20972771
-2.62631316,19.71945836,0.00886765,0.06615828,0.42949088,14.66878448,0.70218290,3.06913257,0.04263725,1.22774504
-2.62031016,19.49082815,0.00933915,0.06508086,0.44636977,14.44526926,0.71037952,3.03958178,0.04323527,1.24367948
-2.61430715,19.29670322,0.00987704,0.06423503,0.46450568,14.25440243,0.71632939,3.01192187,0.04406835,1.25739880
-2.60830415,19.13827345,0.01047850,0.06361059,0.48383961,14.09742971,0.71999705,2.98618008,0.04513017,1.26881853
-2.60230115,19.01558820,0.01113914,0.06319479,0.50427656,13.97461183,0.72139343,2.96224393,0.04640938,1.27790105
-2.59629815,18.92757376,0.01185301,0.06297219,0.52568559,13.88523979,0.72057521,2.93986445,0.04788936,1.28465334
-2.59029515,18.87209807,0.01261264,0.06292474,0.54790148,13.82768826,0.71764263,2.91866746,0.04954834,1.28912316
-2.58429215,18.84607992,0.01340928,0.06303179,0.57072796,13.79950497,0.71273584,2.89817232,0.05135961,1.29139399
-2.57828914,18.84563812,0.01423305,0.06327039,0.59394250,13.79753217,0.70602982,2.87781736,0.05329201,1.29157894
-2.57228614,18.86627362,0.01507328,0.06361556,0.61730250,13.81805502,0.69772814,2.85699029,0.05531055,1.28981376
-2.56628314,18.90307642,0.01591879,0.06404077,0.64055257,13.85696996,0.68805588,2.83506237,0.05737729,1.28624957
-2.56028014,18.95094764,0.01675835,0.06451846,0.66343281,13.90996557,0.67725179,2.81142431,0.05945235,1.28104539
-2.55427714,19.00482659,0.01758100,0.06502065,0.68568755,13.97270770,0.66556032,2.78552223,0.06149497,1.27436104
-2.54827414,19.05991262,0.01837650,0.06551957,0.70707430,14.04102055,0.65322363,2.75689181,0.06346471,1.26635059
-2.54227114,19.11187168,0.01913575,0.06598837,0.72737242,14.11105573,0.64047397,2.72518908,0.06532265,1.25715683
-2.53626813,19.15701874,0.01985110,0.06640175,0.74639119,14.17944191,0.62752686,2.69021641,0.06703255,1.24690690
-2.53026513,19.19246825,0.02051675,0.06673657,0.76397685,14.24340885,0.61457518,2.65194263,0.06856193,1.23570922
-2.52426213,19.21624663,0.02112896,0.06697243,0.78001827,14.30088070,0.60178442,2.61051645,0.06988304,1.22365197
-2.51825913,19.22736253,0.02168626,0.06709215,0.79445105,14.35053528,0.58928936,2.56627286,0.07097366,1.21080302
-2.51225613,19.22583285,0.02218955,0.06708213,0.80725973,14.39182728,0.57719209,2.51973235,0.07181775,1.19721131
-2.50625313,19.21266418,0.02264212,0.06693263,0.81847821,14.42497549,0.56556158,2.47159325,0.07240582,1.18290948
-2.50025013,19.18979176,0.02304957,0.06663795,0.82818816,14.45091520,0.55443453,2.42271772,0.07273518,1.16791777
-2.49424712,19.15997927,0.02341961,0.06619649,0.83651565,14.47121896,0.54381767,2.37411216,0.07280989,1.15224865
-2.48824412,19.12668482,0.02376186,0.06561069,0.84362612,14.48798966,0.53369113,2.32690294,0.07264057,1.13591225
-2.48224112,19.09389920,0.02408747,0.06488689,0.84971794,14.50373126,0.52401275,2.28230843,0.07224398,1.11892203
-2.47623812,19.06596364,0.02440872,0.06403515,0.85501485,14.52120304,0.51472318,2.24160850,0.07164250,1.10130059
-2.47023512,19.04737450,0.02473864,0.06306898,0.85975766,14.54326371,0.50575142,2.20611236,0.07086342,1.08308523
-2.46423212,19.04258265,0.02509049,0.06200495,0.86419544,14.57271191,0.49702061,2.17712571,0.06993815,1.06433300
-2.45822911,19.05579501,0.02547730,0.06086238,0.86857673,14.61212934,0.48845372,2.15591826,0.06890141,1.04512499
-2.45222611,19.09078506,0.02591139,0.05966290,0.87314093,14.66373268,0.47997898,2.14369196,0.06779034,1.02556965
-2.44622311,19.15071879,0.02640393,0.05843003,0.87811025,14.72923954,0.47153484,2.14155101,0.06664364,1.00580484
-2.44022011,19.23800150,0.02696452,0.05718875,0.88368241,14.80975327,0.46307406,2.15047382,0.06550069,0.98599864
-2.43421711,19.35415004,0.02760082,0.05596501,0.89002435,14.90567038,0.45456709,2.17128756,0.06440072,0.96634858
-2.42821411,19.49969411,0.02831829,0.05478524,0.89726703,15.01661385,0.44600430,2.20464555,0.06338208,0.94707941
-2.42221111,19.67410948,0.02911992,0.05367590,0.90550148,15.14139417,0.43739715,2.25100807,0.06248152,0.92843938
-2.41620810,19.87578487,0.03000611,0.05266292,0.91477603,15.27799966,0.42877831,2.31062665,0.06173355,0.91069501
-2.41020510,20.10202365,0.03097460,0.05177122,0.92509495,15.42361628,0.42020063,2.38353251,0.06116984,0.89412462
-2.40420210,20.34908048,0.03202047,0.05102421,0.93641818,15.57467655,0.41173515,2.46952950,0.06081877,0.87901083
-2.39819910,20.61223244,0.03313626,0.05044323,0.94866248,15.72693640,0.40346826,2.56819180,0.06070497,0.86563212
-2.39219610,20.88588326,0.03431215,0.05004710,0.96170363,15.87557770,0.39549809,2.67886723,0.06084897,0.85425412
-2.38619310,21.16369852,0.03553617,0.04985166,0.97537982,16.01533398,0.38793050,2.80068620,0.06126693,0.84512073
-2.38019010,21.43876882,0.03679460,0.04986935,0.98949610,16.14063550,0.38087479,2.93257691,0.06197042,0.83844566
-2.37418709,21.70379719,0.03807224,0.05010892,1.00382972,16.24576962,0.37443931,3.07328695,0.06296629,0.83440473
-2.36818409,21.95130576,0.03935292,0.05057513,1.01813645,16.32505158,0.36872741,3.22141133,0.06425666,0.83312943
-2.36218109,22.17385628,0.04061992,0.05126866,1.03215756,16.37300033,0.36383370,3.37542676,0.06583894,0.83470200
-2.35617809,22.36427797,0.04185645,0.05218607,1.04562736,16.38451358,0.35984096,3.53373164,0.06770599,0.83915249
-2.35017509,22.51589542,0.04304614,0.05331990,1.05828120,16.35503606,0.35681785,3.69469093,0.06984635,0.84645784
-2.34417209,22.62274905,0.04417346,0.05465897,1.06986361,16.28071498,0.35481736,3.85668470,0.07224457,0.85654316
-2.33816908,22.67979999,0.04522424,0.05618866,1.08013630,16.15853671,0.35387620,4.01815894,0.07488162,0.86928520
-2.33216608,22.68311162,0.04618599,0.05789150,1.08888588,15.98643935,0.35401501,4.17767669,0.07773540,0.88451787
-2.32616308,22.63000012,0.04704827,0.05974765,1.09593087,15.76339655,0.35523933,4.33396750,0.08078123,0.90203937
-2.32016008,22.51914746,0.04780290,0.06173561,1.10112770,15.48946863,0.35754117,4.48597314,0.08399252,0.92162080
-2.31415708,22.35067118,0.04844419,0.06383288,1.10437557,15.16581877,0.36090105,4.63288733,0.08734132,0.94301548
-2.30815408,22.12614708,0.04896897,0.06601667,1.10561970,14.79469294,0.36529022,4.77418745,0.09079898,0.96596862
-2.30215108,21.84858266,0.04937659,0.06826451,1.10485288,14.37936396,0.37067299,4.90965645,0.09433674,0.99022677
-2.29614807,21.52234127,0.04966879,0.07055487,1.10211519,13.92404163,0.37700871,5.03939359,0.09792632,1.01554625
-2.29014507,21.15301906,0.04984950,0.07286764,1.09749183,13.43375217,0.38425351,5.16381319,0.10154040,1.04170045
-2.28414207,20.74727919,0.04992460,0.07518449,1.09110900,12.91419187,0.39236142,5.28363091,0.10515312,1.06848513
-2.27813907,20.31264943,0.04990150,0.07748911,1.08312820,12.37156063,0.40128477,5.39983815,0.10874047,1.09572186
-2.27213607,19.85729141,0.04978886,0.07976729,1.07373888,11.81238213,0.41097402,5.51366535,0.11228060,1.12325903
-2.26613307,19.38975094,0.04959610,0.08200688,1.06315013,11.24331792,0.42137676,5.62653605,0.11575410,1.15097079
-2.26013007,18.91869974,0.04933308,0.08419764,1.05158150,10.67098277,0.43243624,5.74001352,0.11914423,1.17875382
-2.25412706,18.45267924,0.04900968,0.08633098,1.03925364,10.10176843,0.44408929,5.85574277,0.12243707,1.20652243
-2.24812406,17.99985701,0.04863549,0.08839964,1.02637915,9.54168233,0.45626404,5.97539051,0.12562164,1.23420222
-2.24212106,17.56780524,0.04821957,0.09039740,1.01315418,8.99620702,0.46887762,6.10058591,0.12869005,1.26172307
-2.23611806,17.16330978,0.04777025,0.09231873,0.99975117,8.47018484,0.48183397,6.23286467,0.13163755,1.28901186
-2.23011506,16.79221606,0.04729505,0.09415850,0.98631325,7.96773096,0.49502217,6.37361883,0.13446263,1.31598552
-2.22411206,16.45931625,0.04680066,0.09591188,0.97295047,7.49217661,0.50831540,6.52405397,0.13716700,1.34254516
-2.21810905,16.16827987,0.04629300,0.09757419,0.95973818,7.04604271,0.52157077,6.68515501,0.13975567,1.36857148
-2.21210605,15.92162734,0.04577741,0.09914098,0.94671746,6.63104289,0.53463023,6.85766098,0.14223684,1.39392211
-2.20610305,15.72074406,0.04525880,0.10060820,0.93389779,6.24811329,0.54732243,7.04204866,0.14462177,1.41843095
-2.20010005,15.56593033,0.04474193,0.10197240,0.92126145,5.89746600,0.55946579,7.23852404,0.14692457,1.44190959
-2.19409705,15.45648112,0.04423161,0.10323116,0.90876957,5.57866153,0.57087247,7.44702030,0.14916180,1.46415087
-2.18809405,15.39078824,0.04373300,0.10438340,0.89636933,5.29069578,0.58135333,7.66720036,0.15135202,1.48493424
-2.18209105,15.36645709,0.04325179,0.10542983,0.88400184,5.03209638,0.59072339,7.89846229,0.15351509,1.50403261
-2.17608804,15.38043025,0.04279435,0.10637326,0.87161012,4.80102332,0.59880780,8.13994538,0.15567135,1.52122022
-2.17008504,15.42911034,0.04236783,0.10721892,0.85914679,4.59536940,0.60544787,8.39053543,0.15784067,1.53628115
-2.16408204,15.50847612,0.04198018,0.10797459,0.84658084,4.41285602,0.61050692,8.64886812,0.16004135,1.54901773
-2.15807904,15.61418676,0.04164005,0.10865063,0.83390316,4.25112117,0.61387555,8.91332983,0.16228893,1.55925856
-2.15207604,15.74167137,0.04135665,0.10925979,0.82113044,4.10779676,0.61547629,9.18205628,0.16459499,1.56686558
-2.14607304,15.88620225,0.04113948,0.10981693,0.80830731,3.98057351,0.61526714,9.45292984,0.16696593,1.57173989
-2.14007004,16.04295255,0.04099807,0.11033850,0.79550652,3.86725261,0.61324399,9.72357738,0.16940191,1.57382607
-2.13406703,16.20704041,0.04094157,0.11084195,0.78282729,3.76578400,0.60944180,9.99137078,0.17189588,1.57311480
-2.12806403,16.37356306,0.04097840,0.11134499,0.77039203,3.67429179,0.60393450,10.25343296,0.17443295,1.56964396
-2.12206103,16.53762515,0.04111581,0.11186485,0.75834153,3.59108837,0.59683360,10.50665200,0.17699001,1.56349811
-2.11605803,16.69436629,0.04135956,0.11241752,0.74682921,3.51467852,0.58828568,10.74770622,0.17953573,1.55480667
-2.11005503,16.83899226,0.04171356,0.11301707,0.73601466,3.44375578,0.57846891,10.97310221,0.18203098,1.54374108
-2.10405203,16.96681413,0.04217955,0.11367504,0.72605701,3.37719296,0.56758873,11.17922731,0.18442970,1.53051103
-2.09804902,17.07329825,0.04275696,0.11440009,0.71710850,3.31402900,0.55587289,11.36241707,0.18668012,1.51536033
-2.09204602,17.15412870,0.04344274,0.11519775,0.70930869,3.25345388,0.54356616,11.51903685,0.18872647,1.49856236
-2.08604302,17.20528236,0.04423138,0.11607043,0.70277959,3.19479323,0.53092485,11.64557580,0.19051092,1.48041557
-2.08004002,17.22311476,0.04511501,0.11701767,0.69762203,3.13749401,0.51821119,11.73875012,0.19197586,1.46123887
-2.07403702,17.20445360,0.04608356,0.11803659,0.69391333,3.08111189,0.50568804,11.79561130,0.19306627,1.44136724
-2.06803402,17.14669526,0.04712507,0.11912249,0.69170641,3.02530103,0.49361365,11.81365468,0.19373219,1.42114730
-2.06203102,17.04789855,0.04822609,0.12026967,0.69103020,2.96980619,0.48223681,11.79092240,0.19393106,1.40093282
-2.05602801,16.90686974,0.04937213,0.12147217,0.69189134,2.91445713,0.47179242,11.72609548,0.19362992,1.38108012
-2.05002501,16.72323229,0.05054824,0.12272474,0.69427685,2.85916475,0.46249728,11.61856927,0.19280725,1.36194308
-2.04402201,16.49747585,0.05173954,0.12402359,0.69815757,2.80391838,0.45454641,11.46850767,0.19145441,1.34386779
-2.03801901,16.23097943,0.05293195,0.12536710,0.70349210,2.74878364,0.44810964,11.27687215,0.18957665,1.32718664
-2.03201601,15.92600557,0.05411272,0.12675635,0.71023091,2.69390012,0.44332862,11.04542315,0.18719352,1.31221193
-2.02601301,15.58566361,0.05527122,0.12819548,0.71832036,2.63947819,0.44031420,10.77669268,0.18433871,1.29922906
-2.02001001,15.21384233,0.05639945,0.12969176,0.72770640,2.58579471,0.43914425,10.47392878,0.18105942,1.28848948
-2.01400700,14.81511394,0.05749270,0.13125546,0.73833773,2.53318708,0.43986197,10.14101387,0.17741511,1.28020373
-2.00800400,14.39461330,0.05855006,0.13289943,0.75016832,2.48204555,0.44247474,9.78236060,0.17347584,1.27453494
-2.00200100,13.95789759,0.05957481,0.13463855,0.76315911,2.43280391,0.44695372,9.40278986,0.16932029,1.27159309
-1.99599800,13.51079289,0.06057476,0.13648895,0.77727895,2.38592862,0.45323407,9.00739689,0.16503341,1.27143067
-1.98999500,13.05923489,0.06156236,0.13846709,0.79250480,2.34190670,0.46121621,8.60141137,0.16070401,1.27404007
-1.98399200,12.60911086,0.06255474,0.14058886,0.80882112,2.30123282,0.47076786,8.19005808,0.15642227,1.27935308
-1.97798899,12.16610989,0.06357344,0.14286863,0.82621873,2.26439590,0.48172722,7.77842418,0.15227738,1.28724282
-1.97198599,11.73558766,0.06464403,0.14531836,0.84469303,2.23186579,0.49390700,7.37133842,0.14835527,1.29752827
-1.96598299,11.32245083,0.06579544,0.14794685,0.86424191,2.20408023,0.50709954,6.97326698,0.14473670,1.30998132
-1.95997999,10.93106451,0.06705913,0.15075914,0.88486324,2.18143256,0.52108264,6.58822925,0.14149564,1.32433626
-1.95397699,10.56518507,0.06846798,0.15375612,0.90655218,2.16426044,0.53562611,6.21973552,0.13869799,1.34030127
-1.94797399,10.22791877,0.07005506,0.15693437,0.92929838,2.15283562,0.55049876,5.87074752,0.13640072,1.35757150
-1.94197099,9.92170503,0.07185217,0.16028615,0.95308309,2.14735512,0.56547555,5.54366106,0.13465139,1.37584290
-1.93596798,9.64832214,0.07388835,0.16379966,0.97787626,2.14793361,0.58034456,5.24030927,0.13348793,1.39482631
-1.92996498,9.40891203,0.07618826,0.16745946,1.00363374,2.15459734,0.59491357,4.96198363,0.13293885,1.41426075
-1.92396198,9.20402005,0.07877064,0.17124700,1.03029465,2.16727940,0.60901578,4.70946967,0.13302352,1.43392529
-1.91795898,9.03364529,0.08164680,0.17514128,1.05777886,2.18581656,0.62251457,4.48309350,0.13375273,1.45364867
-1.91195598,8.89729728,0.08481934,0.17911953,1.08598488,2.20994756,0.63530692,4.28277530,0.13512929,1.47331605
-1.90595298,8.79405480,0.08828103,0.18315795,1.11478805,2.23931322,0.64732537,4.10808616,0.13714868,1.49287255
-1.89994997,8.72262361,0.09201408,0.18723235,1.14403934,2.27345820,0.65853840,3.95830479,0.13979963,1.51232310
-1.89394697,8.68139026,0.09598974,0.19131875,1.17356465,2.31183488,0.66894934,3.83247134,0.14306468,1.53172873
-1.88794397,8.66847043,0.10016832,0.19539386,1.20316500,2.35380920,0.67859374,3.72943619,0.14692060,1.55119944
-1.88194097,8.68175075,0.10449965,0.19943547,1.23261743,2.39866877,0.68753541,3.64790211,0.15133871,1.57088401
-1.87593797,8.71892425,0.10892401,0.20342270,1.26167695,2.44563328,0.69586144,3.58645937,0.15628508,1.59095734
-1.86993497,8.77752007,0.11337344,0.20733610,1.29007948,2.49386705,0.70367643,3.54361348,0.16172061,1.61160610
-1.86393197,8.85492873,0.11777348,0.21115770,1.31754566,2.54249372,0.71109626,3.51780629,0.16760111,1.63301356
-1.85792896,8.94842449,0.12204524,0.21487086,1.34378581,2.59061277,0.71824172,3.50743148,0.17387725,1.65534436
-1.85192596,9.05518663,0.12610764,0.21846014,1.36850555,2.63731734,0.72523241,3.51084558,0.18049459,1.67873028
-1.84592296,9.17232111,0.12987990,0.22191106,1.39141222,2.68171306,0.73218113,3.52637635,0.18739366,1.70325761
-1.83991996,9.29688408,0.13328399,0.22520981,1.41222161,2.72293707,0.73918900,3.55232963,0.19451006,1.72895706
-1.83391696,9.42590821,0.13624707,0.22834296,1.43066501,2.76017657,0.74634155,3.58699634,0.20177479,1.75579644
-1.82791396,9.55643224,0.13870370,0.23129718,1.44649593,2.79268630,0.75370582,3.62866060,0.20911465,1.78367674
-1.82191096,9.68553367,0.14059784,0.23405891,1.45949655,2.81980404,0.76132855,3.67560975,0.21645285,1.81243146
-1.81590795,9.81036418,0.14188447,0.23661415,1.46948319,2.84096367,0.76923534,3.72614682,0.22370973,1.84182929
-1.80990495,9.92818653,0.14253084,0.23894816,1.47631087,2.85570515,0.77743074,3.77860540,0.23080377,1.87157979
-1.80390195,10.03641177,0.14251721,0.24104531,1.47987645,2.86368101,0.78589904,3.83136668,0.23765259,1.90134164
-1.79789895,10.13263526,0.14183715,0.24288891,1.48012042,2.86465933,0.79460568,3.88287792,0.24417418,1.93073287
-1.79189595,10.21466960,0.14049744,0.24446111,1.47702698,2.85852295,0.80349891,3.93167166,0.25028816,1.95934243
-1.78589295,10.28057342,0.13851743,0.24574290,1.47062278,2.84526528,0.81251169,3.97638461,0.25591713,1.98674246
-1.77988994,10.32867432,0.13592815,0.24671409,1.46097402,2.82498310,0.82156353,4.01577518,0.26098793,2.01250056
-1.77388694,10.35758548,0.13277100,0.24735351,1.44818250,2.79786677,0.83056226,4.04873871,0.26543299,2.03619151
-1.76788394,10.36621510,0.12909629,0.24763919,1.43238053,2.76418868,0.83940559,4.07431965,0.26919147,2.05740792
-1.76188094,10.35376909,0.12496160,0.24754878,1.41372535,2.72429053,0.84798253,4.09171993,0.27221038,2.07576954
-1.75587794,10.31974714,0.12043001,0.24705995,1.39239317,2.67857043,0.85617472,4.10030344,0.27444550,2.09093100
