energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,2.48403818,-0.38814297,0.00547962,-0.00219630,0.09576581,-0.03894823,0.36353934,-0.06635975,0.14608247,-0.04624225,0.65699645,-0.12993467,0.66842847,-0.02197854,0.02700272,-0.00289676,1.37753181,-0.19613692
-5.90395198,2.65865133,-0.36890339,0.00572821,-0.00196809,0.10112308,-0.03699748,0.38998266,-0.06320213,0.15444741,-0.04402965,0.70543748,-0.12362241,0.71860820,-0.02097196,0.02889987,-0.00277302,1.47570842,-0.18671367
-5.89794897,2.83044123,-0.35143943,0.00596109,-0.00177440,0.10637047,-0.03514729,0.41619992,-0.06038923,0.16254845,-0.04196297,0.75387400,-0.11773685,0.76785353,-0.02030444,0.03075745,-0.00266270,1.57235191,-0.17829118
-5.89194597,2.99685027,-0.33629316,0.00617589,-0.00161285,0.11142360,-0.03345109,0.44182556,-0.05801690,0.17024633,-0.04010882,0.80158674,-0.11248175,0.81548941,-0.01999569,0.03254760,-0.00257022,1.66603268,-0.17115306
-5.88594297,3.15530998,-0.32401850,0.00637065,-0.00148142,0.11619917,-0.03196168,0.46648646,-0.05618435,0.17740499,-0.03853327,0.84783526,-0.10806403,0.86084023,-0.02007045,0.03424255,-0.00250009,1.75531326,-0.16559105
-5.87993997,3.30330693,-0.31517009,0.00654394,-0.00137842,0.12061682,-0.03072999,0.48981049,-0.05499232,0.18389507,-0.03730045,0.89187581,-0.10469012,0.90324761,-0.02055771,0.03581542,-0.00245676,1.83878547,-0.16189952
-5.87393697,3.43844940,-0.31029283,0.00669479,-0.00130244,0.12460088,-0.02980404,0.51143548,-0.05454134,0.18959735,-0.03647118,0.93298012,-0.10256275,0.94208819,-0.02148991,0.03724092,-0.00244459,1.91510806,-0.16037022
-5.86793397,3.55853237,-0.30991221,0.00682275,-0.00125220,0.12808207,-0.02922792,0.53101814,-0.05493006,0.19440601,-0.03610178,0.97045439,-0.10187780,0.97679085,-0.02290211,0.03849609,-0.00246771,1.98304365,-0.16128733
-5.86193097,3.66159844,-0.31452525,0.00692780,-0.00122657,0.13099904,-0.02904092,0.54824273,-0.05625380,0.19823154,-0.03624293,1.00365809,-0.10282143,1.00685248,-0.02483112,0.03956096,-0.00252994,2.04149335,-0.16492275
-5.85592796,3.74599221,-0.32459198,0.00701033,-0.00122445,0.13329970,-0.02927683,0.56282915,-0.05860308,0.20100317,-0.03693869,1.03202153,-0.10556736,1.03185178,-0.02731466,0.04041917,-0.00263471,2.08952775,-0.17153155
-5.84992496,3.81040616,-0.34052739,0.00707104,-0.00124472,0.13494228,-0.02996327,0.57454019,-0.06206227,0.20267087,-0.03822557,1.05506190,-0.11027405,1.05146044,-0.03039046,0.04105840,-0.00278499,2.12641318,-0.18134762
-5.84392196,3.85391597,-0.36269370,0.00711087,-0.00128621,0.13589629,-0.03112113,0.58318766,-0.06670822,0.20320669,-0.04013166,1.07239687,-0.11708210,1.06545129,-0.03409537,0.04147073,-0.00298320,2.15163198,-0.19457929
-5.83791896,3.87600415,-0.39139296,0.00713091,-0.00134761,0.13614298,-0.03276419,0.58863715,-0.07260892,0.20260547,-0.04267596,1.08375537,-0.12611136,1.07370306,-0.03846450,0.04165285,-0.00323112,2.16489610,-0.21140510
-5.83191596,3.87657091,-0.42685983,0.00713231,-0.00142747,0.13567573,-0.03489867,0.59081136,-0.07982212,0.20088488,-0.04586770,1.08898505,-0.13745819,1.07620173,-0.04353036,0.04160613,-0.00352983,2.16615355,-0.23196957
-5.82591296,3.85593207,-0.46925491,0.00711617,-0.00152418,0.13450001,-0.03752304,0.58969175,-0.08839398,0.19808477,-0.04970581,1.08805618,-0.15119250,1.07303834,-0.04932205,0.04133649,-0.00387968,2.15558727,-0.25637918
-5.81990995,3.81480421,-0.51865838,0.00708353,-0.00163588,0.13263307,-0.04062776,0.58531864,-0.09835766,0.19426589,-0.05417856,1.08106183,-0.16735494,1.06440357,-0.05586452,0.04085416,-0.00428014,2.13360689,-0.28469847
-5.81390695,3.75427773,-0.57506447,0.00703523,-0.00176054,0.13010343,-0.04419525,0.57778956,-0.10973199,0.18950797,-0.05926327,1.06821423,-0.18595411,1.05057940,-0.06317791,0.04017332,-0.00472987,2.10083345,-0.31694653
-5.80790395,3.67577933,-0.63837682,0.00697196,-0.00189591,0.12694997,-0.04819992,0.56725613,-0.12252015,0.18390725,-0.06492628,1.04983764,-0.20696399,1.03192827,-0.07127704,0.03931159,-0.00522658,2.05807805,-0.35309396
-5.80190095,3.58102527,-0.70840515,0.00689416,-0.00203956,0.12322095,-0.05260827,0.55391948,-0.13670846,0.17757363,-0.07112311,1.02635802,-0.23032179,1.00888028,-0.08017094,0.03828944,-0.00576710,2.00631526,-0.39306047
-5.79589795,3.47196772,-0.78486335,0.00680211,-0.00218887,0.11897268,-0.05737927,0.53802444,-0.15226532,0.17062746,-0.07779881,0.99828974,-0.25592626,0.98191914,-0.08986258,0.03712951,-0.00634734,1.94665246,-0.43671334
-5.78989495,3.35073624,-0.86736950,0.00669588,-0.00234114,0.11426813,-0.06246474,0.51985272,-0.16914035,0.16319604,-0.08488867,0.96622017,-0.28363676,0.95156734,-0.10034874,0.03585594,-0.00696235,1.88029647,-0.48386681
-5.78389195,3.21957666,-0.95544777,0.00657543,-0.00249356,0.10917537,-0.06780999,0.49971532,-0.18726373,0.15541013,-0.09231910,0.93079258,-0.31327314,0.91837128,-0.11161991,0.03449363,-0.00760636,1.80851858,-0.53428266
-5.77788894,3.08078987,-1.04853255,0.00644063,-0.00264331,0.10376594,-0.07335457,0.47794446,-0.20654589,0.14740045,-0.10000882,0.89268804,-0.34461658,0.88288680,-0.12366041,0.03306754,-0.00827288,1.73261956,-0.58767184
-5.77188594,2.93667243,-1.14597464,0.00629136,-0.00278762,0.09811325,-0.07903320,0.45488524,-0.22687745,0.13929431,-0.10787036,0.85260711,-0.37741153,0.84566577,-0.13644854,0.03160202,-0.00895481,1.65389575,-0.64369746
-5.76588294,2.78946113,-1.24704969,0.00612757,-0.00292382,0.09229090,-0.08477677,0.43088744,-0.24812958,0.13121254,-0.11581169,0.81125174,-0.41136877,0.80724391,-0.14995667,0.03012020,-0.00964462,1.57360731,-0.70197880
-5.75987994,2.64128310,-1.35096837,0.00594935,-0.00304942,0.08637119,-0.09051361,0.40629752,-0.27015467,0.12326676,-0.12373813,0.76930832,-0.44616952,0.76813038,-0.16415155,0.02864351,-0.01033446,1.49294984,-0.76209657
-5.75387694,2.49411284,-1.45688825,0.00575699,-0.00316216,0.08042363,-0.09617067,0.38145119,-0.29278742,0.11555705,-0.13155430,0.72743211,-0.48147063,0.72879912,-0.17899431,0.02719116,-0.01101641,1.41302983,-0.82359888
-5.74787394,2.34973711,-1.56392690,0.00555104,-0.00326007,0.07451365,-0.10167490,0.35666671,-0.31584620,0.10817022,-0.13916620,0.68623363,-0.51691065,0.68968229,-0.19444062,0.02577988,-0.01168265,1.33484476,-0.88600809
-5.74187094,2.20972830,-1.67117568,0.00533235,-0.00334154,0.06870154,-0.10695458,0.33223902,-0.33913488,0.10117845,-0.14648322,0.64626735,-0.55211661,0.65116552,-0.21044056,0.02442367,-0.01232571,1.25926809,-0.94882799
-5.73586793,2.07542654,-1.77771398,0.00510209,-0.00340533,0.06304147,-0.11194063,0.30843492,-0.36244490,0.09463866,-0.15342011,0.60802291,-0.58671134,0.61358515,-0.22693848,0.02313366,-0.01293865,1.18703929,-1.01155127
-5.72986493,1.94793038,-1.88262307,0.00486174,-0.00345059,0.05758086,-0.11656792,0.28548927,-0.38555768,0.08859224,-0.15989870,0.57191887,-0.62032096,0.57722724,-0.24387272,0.02191811,-0.01351531,1.11875889,-1.07366687
-5.72386193,1.82809567,-1.98499955,0.00461306,-0.00347691,0.05235993,-0.12077646,0.26360232,-0.40824729,0.08306542,-0.16584943,0.53829917,-0.65258245,0.54232814,-0.26117514,0.02078249,-0.01405050,1.05488821,-1.13466709
-5.71785893,1.71654206,-2.08396772,0.00435811,-0.00348430,0.04741142,-0.12451239,0.24293814,-0.43028339,0.07807004,-0.17121258,0.50743207,-0.68315082,0.50907645,-0.27877076,0.01972963,-0.01454016,0.99575360,-1.19405421
-5.71185593,1.61366599,-2.17869076,0.00409912,-0.00347316,0.04276066,-0.12772895,0.22362409,-0.45143434,0.07360480,-0.17593913,0.47951148,-0.71170586,0.47761612,-0.29657726,0.01875995,-0.01498154,0.94155441,-1.25134656
-5.70585293,1.51965949,-2.26838058,0.00383847,-0.00344425,0.03842571,-0.13038718,0.20575134,-0.47147052,0.06965672,-0.17999129,0.45466034,-0.73795802,0.44805049,-0.31450467,0.01787175,-0.01537328,0.89237427,-1.30608387
-5.69984992,1.43453328,-2.35230626,0.00357862,-0.00339867,0.03441781,-0.13245647,0.18937626,-0.49016782,0.06620300,-0.18334262,0.43293584,-0.76165350,0.42044698,-0.33245520,0.01706158,-0.01571555,0.84819500,-1.35783211
-5.69384692,1.35814324,-2.42980125,0.00332200,-0.00333783,0.03074186,-0.13391492,0.17452253,-0.50731120,0.06321298,-0.18597784,0.41433612,-0.78257823,0.39484227,-0.35032335,0.01632456,-0.01601002,0.80891228,-1.40618764
-5.68784392,1.29021883,-2.50026949,0.00307097,-0.00326334,0.02739713,-0.13474949,0.16118409,-0.52269838,0.06065016,-0.18789235,0.39880797,-0.80056085,0.37124756,-0.36799643,0.01565475,-0.01625988,0.77435253,-1.45078098
-5.68184092,1.23039230,-2.56319064,0.00282771,-0.00317699,0.02437800,-0.13495605,0.14932840,-0.53614347,0.05847432,-0.18909143,0.38625534,-0.81547455,0.34965402,-0.38535550,0.01504558,-0.01646980,0.74429023,-1.49128035
-5.67583792,1.17822767,-2.61812481,0.00259418,-0.00308068,0.02167476,-0.13453912,0.13890024,-0.54748062,0.05664344,-0.18958929,0.37654817,-0.82723795,0.33003792,-0.40227680,0.01449016,-0.01664580,0.71846491,-1.52739502
-5.66983492,1.13324815,-2.66471694,0.00237208,-0.00297640,0.01927441,-0.13351161,0.12982566,-0.55656759,0.05511557,-0.18940804,0.36953116,-0.83581501,0.31236541,-0.41863379,0.01398164,-0.01679513,0.69659733,-1.55887868
-5.66383192,1.09496135,-2.70270100,0.00216275,-0.00286613,0.01716154,-0.13189436,0.12201612,-0.56328898,0.05385045,-0.18857650,0.36503234,-0.84121421,0.29659678,-0.43429960,0.01351346,-0.01692610,0.67840411,-1.58553298
-5.65782891,1.06288129,-2.73190428,0.00196722,-0.00275182,0.01531902,-0.12971550,0.11537252,-0.56755935,0.05281090,-0.18712916,0.36287090,-0.84348693,0.28269005,-0.44915004,0.01307965,-0.01704783,0.66361054,-1.60721119
-5.65182591,1.03654671,-2.75225152,0.00178615,-0.00263537,0.01372872,-0.12700988,0.10978915,-0.56932574,0.05196385,-0.18510512,0.36286429,-0.84272541,0.27060378,-0.46306690,0.01267496,-0.01717002,0.65196105,-1.62382193
-5.64582291,1.01553520,-2.76376883,0.00161987,-0.00251858,0.01237218,-0.12381823,0.10515747,-0.56856980,0.05128115,-0.18254722,0.36483419,-0.83906017,0.26029902,-0.47594150,0.01229507,-0.01730270,0.64322714,-1.63533294
-5.63981991,0.99947299,-2.76658719,0.00146836,-0.00240317,0.01123103,-0.12018640,0.10136944,-0.56530926,0.05073998,-0.17950121,0.36861144,-0.83265718,0.25174038,-0.48767833,0.01193656,-0.01745591,0.63721265,-1.64177448
-5.63381691,0.98804026,-2.76094494,0.00133131,-0.00229071,0.01028749,-0.11616446,0.09832064,-0.55959857,0.05032305,-0.17601522,0.37403958,-0.82371464,0.24489625,-0.49819850,0.01159701,-0.01763940,0.63375631,-1.64324229
-5.62781391,0.98097229,-2.74718889,0.00120814,-0.00218269,0.00952463,-0.11180580,0.09591283,-0.55152884,0.05001840,-0.17213925,0.38097729,-0.81245957,0.23973810,-0.50744286,0.01127494,-0.01786234,0.63273180,-1.63989960
-5.62181091,0.97805674,-2.72577358,0.00109807,-0.00208046,0.00892659,-0.10716621,0.09405609,-0.54122674,0.04981900,-0.16792485,0.38929953,-0.79914406,0.23623914,-0.51537461,0.01096967,-0.01813302,0.63404539,-1.63197783
-5.61580790,0.97912761,-2.69725801,0.00100014,-0.00198531,0.00847868,-0.10230289,0.09267059,-0.52885258,0.04972219,-0.16342484,0.39889758,-0.78404129,0.23437235,-0.52198119,0.01068128,-0.01845853,0.63763160,-1.61977575
-5.60980490,0.98405655,-2.66229958,0.00091329,-0.00189840,0.00816743,-0.09727353,0.09168768,-0.51459734,0.04972891,-0.15869313,0.40967809,-0.76744118,0.23410801,-0.52727527,0.01041038,-0.01884453,0.64344730,-1.60365666
-5.60380190,0.99274231,-2.62164481,0.00083639,-0.00182082,0.00798060,-0.09213532,0.09105070,-0.49867889,0.04984280,-0.15378443,0.42156140,-0.74964568,0.23541110,-0.53129481,0.01015794,-0.01929501,0.65146469,-1.58404343
-5.59779890,1.00509924,-2.57611674,0.00076829,-0.00175361,0.00790702,-0.08694408,0.09071520,-0.48133729,0.05006934,-0.14875406,0.43447915,-0.73096371,0.23823864,-0.53410208,0.00992513,-0.01981206,0.66166369,-1.56141123
-5.59179590,1.02104552,-2.52659906,0.00070788,-0.00169773,0.00793658,-0.08175333,0.09064883,-0.46282946,0.05041496,-0.14365748,0.44837159,-0.71170572,0.24253721,-0.53578168,0.00971312,-0.02039574,0.67402432,-1.53627803
-5.58579290,1.04049207,-2.47401723,0.00065408,-0.00165406,0.00806007,-0.07661349,0.09083080,-0.44342330,0.05088621,-0.13854986,0.46318476,-0.69217795,0.24824095,-0.53643759,0.00952290,-0.02104400,0.68851947,-1.50919301
-5.57978989,1.06333289,-2.41931711,0.00060595,-0.00162344,0.00826910,-0.07157116,0.09125097,-0.42339140,0.05148905,-0.13348542,0.47886761,-0.67267650,0.25527010,-0.53618944,0.00935515,-0.02175264,0.70510863,-1.48072315
-5.57378689,1.08943727,-2.36344181,0.00056261,-0.00160663,0.00855601,-0.06666844,0.09190871,-0.40300468,0.05222831,-0.12851663,0.49536951,-0.65348129,0.26353035,-0.53516809,0.00921010,-0.02251531,0.72373285,-1.45143856
-5.56778389,1.11864446,-2.30730755,0.00052335,-0.00160430,0.00891379,-0.06194241,0.09281141,-0.38252608,0.05310727,-0.12369339,0.51263799,-0.63485021,0.27291305,-0.53351078,0.00908746,-0.02332367,0.74431122,-1.42189698
-5.56178089,1.15076094,-2.25177968,0.00048756,-0.00161699,0.00933607,-0.05742471,0.09397288,-0.36220460,0.05412748,-0.11906198,0.53061709,-0.61701357,0.28329623,-0.53135605,0.00898636,-0.02416748,0.76673908,-1.39262816
-5.55577789,1.18556031,-2.19764974,0.00045479,-0.00164515,0.00981714,-0.05314132,0.09541152,-0.34226982,0.05528869,-0.11466409,0.54924608,-0.60016914,0.29454659,-0.52883874,0.00890539,-0.02503490,0.79088779,-1.36411892
-5.54977489,1.22278573,-2.14561476,0.00042471,-0.00168903,0.01035196,-0.04911238,0.09714842,-0.32292728,0.05658901,-0.11053579,0.56845884,-0.58447804,0.30652220,-0.52608515,0.00884260,-0.02591275,0.81660618,-1.33679939
-5.54377189,1.26215439,-2.09625975,0.00039712,-0.00174871,0.01093621,-0.04535222,0.09920541,-0.30435459,0.05802517,-0.10670661,0.58818352,-0.57006169,0.31907589,-0.52320881,0.00879559,-0.02678680,0.84372318,-1.31103128
-5.53776888,1.30336359,-2.05004416,0.00037191,-0.00182406,0.01156640,-0.04186956,0.10160307,-0.28669872,0.05959286,-0.10319875,0.60834264,-0.55700006,0.33205900,-0.52030681,0.00876162,-0.02764223,0.87205158,-1.28709871
-5.53176588,1.34609776,-2.00729317,0.00034909,-0.00191468,0.01223992,-0.03866777,0.10435880,-0.27007429,0.06128717,-0.10002647,0.62885327,-0.54533133,0.34532536,-0.51745703,0.00873773,-0.02846393,0.90139222,-1.26520202
-5.52576288,1.39003570,-1.96819408,0.00032872,-0.00201992,0.01295513,-0.03574531,0.10748500,-0.25456311,0.06310303,-0.09719579,0.64962728,-0.53505312,0.35873528,-0.51471626,0.00872088,-0.02923698,0.93153845,-1.24545503
-5.51975988,1.43485740,-1.93279823,0.00031093,-0.00213883,0.01371133,-0.03309625,0.11098734,-0.24021470,0.06503557,-0.09470435,0.67057143,-0.52612523,0.37215905,-0.51211931,0.00870810,-0.02994701,0.96228019,-1.22788580
-5.51375688,1.48024975,-1.90102816,0.00029590,-0.00227013,0.01450887,-0.03071084,0.11486328,-0.22704798,0.06708044,-0.09254173,0.69158718,-0.51847395,0.38548009,-0.50967912,0.00869664,-0.03058058,0.99340741,-1.21244091
-5.50775388,1.52591067,-1.87268999,0.00028381,-0.00241223,0.01534900,-0.02857625,0.11910078,-0.21505389,0.06923400,-0.09068998,0.71257018,-0.51199774,0.39859717,-0.50738786,0.00868410,-0.03112554,1.02471258,-1.19899321
-5.50175088,1.57155128,-1.84749019,0.00027487,-0.00256325,0.01623381,-0.02667719,0.12367735,-0.20419876,0.07149336,-0.08912451,0.73340937,-0.50657403,0.41142588,-0.50521889,0.00866848,-0.03157132,1.05599202,-1.18735250
-5.49574787,1.61689610,-1.82505623,0.00026925,-0.00272097,0.01716605,-0.02499666,0.12855937,-0.19442834,0.07385625,-0.08781522,0.75398565,-0.50206700,0.42389903,-0.50312950,0.00864837,-0.03190922,1.08704595,-1.17727890
-5.48974487,1.66168117,-1.80496006,0.00026713,-0.00288291,0.01814890,-0.02351665,0.13370187,-0.18567230,0.07632073,-0.08672792,0.77417048,-0.49833584,0.43596614,-0.50106438,0.00862288,-0.03213254,1.11767752,-1.16849807
-5.48374187,1.70565065,-1.78674334,0.00026862,-0.00304635,0.01918567,-0.02221877,0.13904868,-0.17784897,0.07888479,-0.08582584,0.79382427,-0.49524325,0.44759208,-0.49895945,0.00859174,-0.03223674,1.14769092,-1.16071774
-5.47773887,1.74855230,-1.76994335,0.00027381,-0.00320835,0.02027945,-0.02108490,0.14453301,-0.17087005,0.08154574,-0.08507131,0.81279508,-0.49266373,0.45875490,-0.49674614,0.00855523,-0.03221953,1.17688897,-1.15364475
-5.47173587,1.79013251,-1.75411840,0.00028271,-0.00336587,0.02143277,-0.02009766,0.15007851,-0.16464523,0.08429962,-0.08442746,0.83091777,-0.49049122,0.46944325,-0.49435573,0.00851416,-0.03208080,1.20507068,-1.14700181
-5.46573287,1.83013185,-1.73887159,0.00029530,-0.00351578,0.02264717,-0.01924093,0.15560079,-0.15908654,0.08714051,-0.08385979,0.84801389,-0.48864588,0.47965353,-0.49172369,0.00846979,-0.03182265,1.23202927,-1.14054314
-5.45972986,1.86828177,-1.72387180,0.00031145,-0.00365496,0.02392286,-0.01850016,0.16100938,-0.15411206,0.09005995,-0.08333771,0.86389268,-0.48707939,0.48938708,-0.48879374,0.00842371,-0.03144919,1.25755123,-1.13406843
-5.45372686,1.90430347,-1.70887113,0.00033099,-0.00378039,0.02525833,-0.01786263,0.16621004,-0.14964921,0.09304634,-0.08283577,0.87835332,-0.48577884,0.49864778,-0.48552157,0.00837777,-0.03096645,1.28141685,-1.12743429
-5.44772386,1.93790943,-1.69371777,0.00035368,-0.00388920,0.02665010,-0.01731761,0.17110753,-0.14563718,0.09608463,-0.08233468,0.89118871,-0.48476860,0.50744020,-0.48187795,0.00833392,-0.03038215,1.30340271,-1.12056271
-5.44172086,1.96880832,-1.67836395,0.00037920,-0.00397882,0.02809250,-0.01685641,0.17560849,-0.14202870,0.09915606,-0.08182196,0.90219080,-0.48411048,0.51576870,-0.47785110,0.00829415,-0.02970546,1.32328634,-1.11344622
-5.43571786,1.99671337,-1.66286850,0.00040716,-0.00404698,0.02957754,-0.01647236,0.17962463,-0.13879098,0.10223830,-0.08129228,0.91115734,-0.48390166,0.52363747,-0.47344832,0.00826036,-0.02894677,1.34085318,-1.10614927
-5.42971486,2.02135424,-1.64739384,0.00043713,-0.00409184,0.03109495,-0.01616065,0.18307588,-0.13590581,0.10530578,-0.08074738,0.91790009,-0.48427091,0.53105171,-0.46869660,0.00823426,-0.02811741,1.35590583,-1.09880600
-5.42371186,2.04249214,-1.63219776,0.00046861,-0.00411201,0.03263232,-0.01591816,0.18589357,-0.13336902,0.10833030,-0.08019568,0.92225404,-0.48537288,0.53801990,-0.46364235,0.00821735,-0.02722934,1.36827514,-1.09161432
-5.41770885,2.05993743,-1.61762011,0.00050106,-0.00410663,0.03417535,-0.01574317,0.18802333,-0.13118906,0.11128193,-0.07965146,0.92408725,-0.48738094,0.54455706,-0.45835011,0.00821086,-0.02629491,1.37783280,-1.08482654
-5.41170585,2.07356889,-1.60406529,0.00053394,-0.00407538,0.03570830,-0.01563509,0.18942773,-0.12938515,0.11413020,-0.07913389,0.92331090,-0.49047871,0.55068876,-0.45290030,0.00821574,-0.02532654,1.38450473,-1.07873718
-5.40570285,2.08335353,-1.59198117,0.00056667,-0.00401849,0.03721445,-0.01559408,0.19008847,-0.12798479,0.11684545,-0.07866568,0.91988892,-0.49485078,0.55645572,-0.44738624,0.00823267,-0.02433645,1.38828448,-1.07366831
-5.39969985,2.08936560,-1.58183563,0.00059869,-0.00393675,0.03867680,-0.01562074,0.19000801,-0.12702098,0.11940026,-0.07827164,0.91384661,-0.50067303,0.56191856,-0.44191037,0.00826210,-0.02333641,1.38924573,-1.06995323
-5.39369685,2.09180351,-1.57409176,0.00062944,-0.00383147,0.04007870,-0.01571575,0.18921056,-0.12652910,0.12177108,-0.07797719,0.90527770,-0.50810292,0.56716231,-0.43657992,0.00830430,-0.02233749,1.38755301,-1.06791932
-5.38769385,2.09100330,-1.56918298,0.00065840,-0.00370443,0.04140467,-0.01587956,0.18774239,-0.12654379,0.12393969,-0.07780681,0.89434922,-0.51727031,0.57230044,-0.43150237,0.00835945,-0.02134983,1.38346980,-1.06787079
-5.38169085,2.08744738,-1.56748934,0.00068513,-0.00355785,0.04264104,-0.01611213,0.18567135,-0.12709579,0.12589458,-0.07778262,0.88130393,-0.52826913,0.57747785,-0.42678070,0.00842765,-0.02038248,1.37736318,-1.07007228
-5.37568784,2.08176768,-1.56931606,0.00070921,-0.00339429,0.04377679,-0.01641268,0.18308574,-0.12820898,0.12763218,-0.07792315,0.86645972,-0.54115045,0.58287257,-0.42250885,0.00850905,-0.01944324,1.36970437,-1.07473405
-5.36968484,2.07474222,-1.57487553,0.00073034,-0.00321659,0.04480409,-0.01677959,0.18009229,-0.12989779,0.12915774,-0.07824231,0.85020599,-0.55591714,0.58869590,-0.41876756,0.00860383,-0.01853853,1.36106480,-1.08199948
-5.36368184,2.06728482,-1.58427349,0.00074831,-0.00302777,0.04571891,-0.01721032,0.17681368,-0.13216493,0.13048580,-0.07874868,0.83299686,-0.57252038,0.59519072,-0.41562079,0.00871231,-0.01767335,1.35210744,-1.09193559
-5.35767884,2.06042789,-1.59750005,0.00076298,-0.00283092,0.04652139,-0.01770139,0.17338525,-0.13499974,0.13164037,-0.07944511,0.81534147,-0.59085828,0.60262799,-0.41311297,0.00883490,-0.01685127,1.34357342,-1.10452679
-5.35167584,2.05529850,-1.61442603,0.00077434,-0.00262918,0.04721611,-0.01824850,0.16995145,-0.13837712,0.13265457,-0.08032871,0.79779146,-0.61077654,0.61130126,-0.41126707,0.00897210,-0.01607445,1.33626434,-1.11967236
-5.34567284,2.05308848,-1.63480452,0.00078250,-0.00242556,0.04781215,-0.01884675,0.16666176,-0.14225702,0.13356985,-0.08139111,0.78092631,-0.63207111,0.62151943,-0.41008377,0.00912449,-0.01534368,1.33102057,-1.13718758
