energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,1.17573907,0.18436423,0.00561687,0.67971603,0.55846047,0.47015000,0.00000000
-5.99399700,1.11103858,0.17316613,0.00532710,0.62865157,0.53514833,0.44241290,0.00000000
-5.98799400,1.05358591,0.16285967,0.00509249,0.58198519,0.51522747,0.41774490,0.00000000
-5.98199100,1.00399640,0.15359194,0.00491198,0.53993622,0.49905046,0.39637752,0.00000000
-5.97598799,0.96271891,0.14548931,0.00478344,0.50261652,0.48689507,0.37847519,0.00000000
-5.96998499,0.93004077,0.13865740,0.00470380,0.47003776,0.47896458,0.36413766,0.00000000
-5.96398199,0.90609705,0.13318176,0.00466917,0.44212113,0.47539021,0.35340397,0.00000000
-5.95797899,0.89088332,0.12912918,0.00467507,0.41870880,0.47623540,0.34625773,0.00000000
-5.95197599,0.88427134,0.12654939,0.00471657,0.39957671,0.48150157,0.34263329,0.00000000
-5.94597299,0.88602646,0.12547704,0.00478846,0.38444818,0.49113488,0.34242261,0.00000000
-5.93996998,0.89582612,0.12593382,0.00488547,0.37300769,0.50503366,0.34548237,0.00000000
-5.93396698,0.91327833,0.12793046,0.00500237,0.36491456,0.52305590,0.35164111,0.00000000
-5.92796398,0.93793945,0.13146851,0.00513421,0.35981583,0.54502662,0.36070599,0.00000000
-5.92196098,0.96933038,0.13654169,0.00527638,0.35735810,0.57074442,0.37246898,0.00000000
-5.91595798,1.00695064,0.14313683,0.00542478,0.35719798,0.59998728,0.38671228,0.00000000
-5.90995498,1.05028983,0.15123416,0.00557595,0.35901080,0.63251703,0.40321278,0.00000000
-5.90395198,1.09883631,0.16080706,0.00572707,0.36249751,0.66808266,0.42174543,0.00000000
-5.89794897,1.15208282,0.17182124,0.00587610,0.36738968,0.70642230,0.44208572,0.00000000
-5.89194597,1.20952939,0.18423339,0.00602178,0.37345251,0.74726396,0.46401101,0.00000000
-5.88594297,1.27068370,0.19798945,0.00616364,0.38048606,0.79032528,0.48730110,0.00000000
-5.87993997,1.33505939,0.21302267,0.00630198,0.38832481,0.83531255,0.51173802,0.00000000
-5.87393697,1.40217286,0.22925159,0.00643784,0.39683575,0.88191925,0.53710542,0.00000000
-5.86793397,1.47153927,0.24657818,0.00657295,0.40591529,0.92982457,0.56318759,0.00000000
-5.86193097,1.54266841,0.26488628,0.00670964,0.41548539,0.97869224,0.58976850,0.00000000
-5.85592796,1.61506105,0.28404067,0.00685075,0.42548906,1.02817003,0.61663108,0.00000000
-5.84992496,1.68820651,0.30388678,0.00699951,0.43588561,1.07789018,0.64355679,0.00000000
-5.84392196,1.76158171,0.32425129,0.00715944,0.44664604,1.12747115,0.67032591,0.00000000
-5.83791896,1.83465227,0.34494363,0.00733420,0.45774864,1.17652059,0.69671831,0.00000000
-5.83191596,1.90687563,0.36575854,0.00752747,0.46917508,1.22463970,0.72251510,0.00000000
-5.82591296,1.97770626,0.38647941,0.00774279,0.48090719,1.27142893,0.74750081,0.00000000
-5.81990995,2.04660272,0.40688265,0.00798345,0.49292434,1.31649465,0.77146630,0.00000000
-5.81390695,2.11303625,0.42674260,0.00825233,0.50520163,1.35945667,0.79421203,0.00000000
-5.80790395,2.17650023,0.44583699,0.00855173,0.51770879,1.39995619,0.81555170,0.00000000
-5.80190095,2.23652021,0.46395265,0.00888333,0.53040960,1.43766364,0.83531586,0.00000000
-5.79589795,2.29266362,0.48089123,0.00924797,0.54326197,1.47228621,0.85335553,0.00000000
-5.78989495,2.34454873,0.49647449,0.00964562,0.55621840,1.50357449,0.86954531,0.00000000
-5.78389195,2.39185231,0.51054926,0.01007529,0.56922674,1.53132794,0.88378611,0.00000000
-5.77788894,2.43431556,0.52299140,0.01053492,0.58223119,1.55539883,0.89600715,0.00000000
-5.77188594,2.47174803,0.53370895,0.01102140,0.59517347,1.57569464,0.90616725,0.00000000
-5.76588294,2.50402947,0.54264404,0.01153057,0.60799396,1.59217871,0.91425528,0.00000000
-5.75987994,2.53110962,0.54977371,0.01205724,0.62063302,1.60486912,0.92028996,0.00000000
-5.75387694,2.55300614,0.55510945,0.01259526,0.63303223,1.61383624,0.92431885,0.00000000
-5.74787394,2.56980096,0.55869566,0.01313767,0.64513571,1.61919878,0.92641684,0.00000000
-5.74187094,2.58163542,0.56060700,0.01367683,0.65689138,1.62111893,0.92668412,0.00000000
-5.73586793,2.58870466,0.56094486,0.01420461,0.66825230,1.61979671,0.92524385,0.00000000
-5.72986493,2.59125146,0.55983314,0.01471265,0.67917798,1.61546394,0.92223954,0.00000000
-5.72386193,2.58955998,0.55741350,0.01519256,0.68963555,1.60837800,0.91783233,0.00000000
-5.71785893,2.58394956,0.55384031,0.01563624,0.69960092,1.59881567,0.91219817,0.00000000
-5.71185593,2.57476854,0.54927549,0.01603609,0.70905957,1.58706714,0.90552487,0.00000000
-5.70585293,2.56238827,0.54388350,0.01638531,0.71800713,1.57343029,0.89800910,0.00000000
-5.69984992,2.54719702,0.53782653,0.01667813,0.72644936,1.55820522,0.88985311,0.00000000
-5.69384692,2.52959366,0.53126010,0.01691003,0.73440165,1.54168902,0.88126127,0.00000000
-5.68784392,2.50998088,0.52432926,0.01707785,0.74188774,1.52417069,0.87243626,0.00000000
-5.68184092,2.48875775,0.51716521,0.01717999,0.74893777,1.50592608,0.86357480,0.00000000
-5.67583792,2.46631154,0.50988277,0.01721639,0.75558553,1.48721290,0.85486306,0.00000000
-5.66983492,2.44300871,0.50257841,0.01718853,0.76186497,1.46826575,0.84647162,0.00000000
-5.66383192,2.41918542,0.49532905,0.01709939,0.76780620,1.44929122,0.83855018,0.00000000
-5.65782891,2.39513759,0.48819154,0.01695329,0.77343107,1.43046325,0.83122223,0.00000000
-5.65182591,2.37111132,0.48120296,0.01675568,0.77874856,1.41191895,0.82457974,0.00000000
-5.64582291,2.34729403,0.47438149,0.01651297,0.78375043,1.39375524,0.81867852,0.00000000
-5.63981991,2.32380716,0.46772813,0.01623225,0.78840732,1.37602651,0.81353414,0.00000000
-5.63381691,2.30070115,0.46122891,0.01592097,0.79266574,1.35874375,0.80911922,0.00000000
-5.62781391,2.27795335,0.45485781,0.01558677,0.79644623,1.34187548,0.80536203,0.00000000
-5.62181091,2.25546948,0.44858018,0.01523711,0.79964294,1.32535058,0.80214701,0.00000000
-5.61580790,2.23308904,0.44235650,0.01487916,0.80212494,1.30906332,0.79931709,0.00000000
-5.60980490,2.21059475,0.43614654,0.01451951,0.80373927,1.29288049,0.79667823,0.00000000
-5.60380190,2.18772603,0.42991356,0.01416410,0.80431569,1.27665049,0.79400586,0.00000000
-5.59779890,2.16419591,0.42362859,0.01381810,0.80367321,1.26021417,0.79105326,0.00000000
-5.59179590,2.13971085,0.41727438,0.01348589,0.80162791,1.24341677,0.78756145,0.00000000
-5.58579290,2.11399232,0.41084901,0.01317110,0.79800193,1.22612060,0.78327027,0.00000000
-5.57978989,2.08679907,0.40436888,0.01287664,0.79263299,1.20821756,0.77793003,0.00000000
-5.57378689,2.05794886,0.39787091,0.01260481,0.78538419,1.18964093,0.77131325,0.00000000
-5.56778389,2.02733810,0.39141383,0.01235746,0.77615332,1.17037562,0.76322579,0.00000000
-5.56178089,1.99495846,0.38507838,0.01213611,0.76488140,1.15046625,0.75351691,0.00000000
-5.55577789,1.96090908,0.37896650,0.01194211,0.75155971,1.13002244,0.74208745,0.00000000
-5.54977489,1.92540361,0.37319931,0.01177680,0.73623512,1.10922098,0.72889605,0.00000000
-5.54377189,1.88877166,0.36791407,0.01164159,0.71901320,1.08830459,0.71396271,0.00000000
-5.53776888,1.85145417,0.36326017,0.01153810,0.70005906,1.06757727,0.69736973,0.00000000
-5.53176588,1.81399315,0.35939438,0.01146819,0.67959566,1.04739643,0.67925996,0.00000000
-5.52576288,1.77701607,0.35647542,0.01143403,0.65789975,1.02816217,0.65983241,0.00000000
-5.51975988,1.74121588,0.35465832,0.01143804,0.63529554,1.01030437,0.63933553,0.00000000
-5.51375688,1.70732771,0.35408865,0.01148290,0.61214642,0.99426811,0.61805865,0.00000000
-5.50775388,1.67610353,0.35489701,0.01157143,0.58884499,0.98049843,0.59632189,0.00000000
-5.50175088,1.64828613,0.35719403,0.01170651,0.56580204,0.96942502,0.57446527,0.00000000
-5.49574787,1.62458388,0.36106611,0.01189097,0.54343476,0.96144790,0.55283751,0.00000000
-5.48974487,1.60564749,0.36657217,0.01212744,0.52215484,0.95692459,0.53178518,0.00000000
-5.48374187,1.59204997,0.37374147,0.01241822,0.50235684,0.95615956,0.51164255,0.00000000
-5.47773887,1.58427062,0.38257269,0.01276517,0.48440743,0.95939626,0.49272281,0.00000000
-5.47173587,1.58268370,0.39303427,0.01316960,0.46863570,0.96681217,0.47531082,0.00000000
-5.46573287,1.58755208,0.40506594,0.01363213,0.45532507,0.97851678,0.45965765,0.00000000
-5.45972986,1.59902577,0.41858132,0.01415262,0.44470691,0.99455251,0.44597712,0.00000000
-5.45372686,1.61714502,0.43347151,0.01473014,0.43695601,1.01489818,0.43444407,0.00000000
-5.44772386,1.64184739,0.44960929,0.01536289,0.43218805,1.03947465,0.42519443,0.00000000
-5.44172086,1.67297802,0.46685385,0.01604820,0.43045887,1.06815200,0.41832678,0.00000000
-5.43571786,1.71030195,0.48505561,0.01678254,0.43176560,1.10075768,0.41390497,0.00000000
-5.42971486,1.75351769,0.50406090,0.01756153,0.43604922,1.13708494,0.41196161,0.00000000
-5.42371186,1.80227076,0.52371630,0.01837994,0.44319862,1.17690081,0.41250198,0.00000000
-5.41770885,1.85616643,0.54387225,0.01923181,0.45305559,1.21995327,0.41550791,0.00000000
-5.41170585,1.91478066,0.56438591,0.02011044,0.46542055,1.26597688,0.42094139,0.00000000
-5.40570285,1.97766872,0.58512294,0.02100850,0.48005885,1.31469672,0.42874763,0.00000000
-5.39969985,2.04437100,0.60595831,0.02191808,0.49670714,1.36583033,0.43885731,0.00000000
-5.39369685,2.11441581,0.62677605,0.02283076,0.51507967,1.41908774,0.45118783,0.00000000
-5.38769385,2.18731932,0.64746797,0.02373774,0.53487433,1.47416958,0.46564375,0.00000000
-5.38169085,2.26258281,0.66793158,0.02462987,0.55577819,1.53076360,0.48211613,0.00000000
-5.37568784,2.33968782,0.68806736,0.02549779,0.57747239,1.58854010,0.50048120,0.00000000
-5.36968484,2.41808991,0.70777556,0.02633201,0.59963645,1.64714653,0.52059832,0.00000000
-5.36368184,2.49721157,0.72695287,0.02712301,0.62195181,1.70620208,0.54230759,0.00000000
-5.35767884,2.57643546,0.74548923,0.02786138,0.64410474,1.76529261,0.56542737,0.00000000
-5.35167584,2.65509858,0.76326504,0.02853794,0.66578868,1.82396670,0.58975193,0.00000000
-5.34567284,2.73248825,0.78014896,0.02914383,0.68670606,1.88173323,0.61504966,0.00000000
-5.33966983,2.80784077,0.79599662,0.02967068,0.70656979,1.93806090,0.64106199,0.00000000
-5.33366683,2.88034310,0.81065038,0.03011072,0.72510456,1.99238031,0.66750331,0.00000000
-5.32766383,2.94913825,0.82394025,0.03045692,0.74204809,2.04408850,0.69406220,0.00000000
-5.32166083,3.01333444,0.83568594,0.03070313,0.75715246,2.09255638,0.72040395,0.00000000
-5.31565783,3.07201821,0.84570016,0.03084417,0.77018566,2.13713878,0.74617451,0.00000000
-5.30965483,3.12427115,0.85379303,0.03087597,0.78093349,2.17718711,0.77100599,0.00000000
-5.30365183,3.16919010,0.85977736,0.03079569,0.78920180,2.21206428,0.79452346,0.00000000
-5.29764882,3.20590998,0.86347469,0.03060176,0.79481915,2.24116138,0.81635302,0.00000000
-5.29164582,3.23362869,0.86472191,0.03029396,0.79763977,2.26391563,0.83613089,0.00000000
-5.28564282,3.25163313,0.86337795,0.02987347,0.79754692,2.27982900,0.85351324,0.00000000
-5.27963982,3.25932525,0.85933043,0.02934291,0.79445623,2.28848665,0.86818636,0.00000000
-5.27363682,3.25624713,0.85250190,0.02870628,0.78831921,2.28957453,0.87987686,0.00000000
-5.26763382,3.24210386,0.84285530,0.02796898,0.77912646,2.28289537,0.88836140,0.00000000
-5.26163082,3.21678332,0.83039849,0.02713768,0.76691050,2.26838222,0.89347559,0.00000000
-5.25562781,3.18037153,0.81518750,0.02622032,0.75174805,2.24610897,0.89512150,0.00000000
-5.24962481,3.13316301,0.79732826,0.02522590,0.73376145,2.21629705,0.89327364,0.00000000
-5.24362181,3.07566518,0.77697692,0.02416442,0.71311917,2.17931812,0.88798274,0.00000000
-5.23761881,3.00859646,0.75433835,0.02304665,0.69003527,2.13569204,0.87937740,0.00000000
-5.23161581,2.93287780,0.72966314,0.02188402,0.66476764,2.08608033,0.86766323,0.00000000
-5.22561281,2.84961763,0.70324297,0.02068836,0.63761522,2.03127487,0.85311945,0.00000000
-5.21960980,2.76009072,0.67540456,0.01947175,0.60891400,1.97218232,0.83609311,0.00000000
-5.21360680,2.66571146,0.64650246,0.01824632,0.57903221,1.90980450,0.81699100,0.00000000
-5.20760380,2.56800254,0.61691085,0.01702404,0.54836459,1.84521549,0.79626952,0.00000000
-5.20160080,2.46856011,0.58701480,0.01581652,0.51732619,1.77953621,0.77442303,0.00000000
-5.19559780,2.36901677,0.55720110,0.01463490,0.48634586,1.71390738,0.75197094,0.00000000
-5.18959480,2.27100380,0.52784925,0.01348964,0.45585963,1.64946187,0.72944421,0.00000000
-5.18359180,2.17611403,0.49932279,0.01239045,0.42630438,1.58729752,0.70737175,0.00000000
-5.17758879,2.08586672,0.47196131,0.01134618,0.39811193,1.52845134,0.68626720,0.00000000
-5.17158579,2.00167587,0.44607343,0.01036475,0.37170370,1.47387615,0.66661672,0.00000000
-5.16558279,1.92482279,0.42193103,0.00945317,0.34748621,1.42442040,0.64886803,0.00000000
-5.15957979,1.85643389,0.39976474,0.00861749,0.32584731,1.38081177,0.63342131,0.00000000
-5.15357679,1.79746425,0.37976093,0.00786285,0.30715317,1.34364516,0.62062192,0.00000000
