energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-3.34667334,1.81345934,0.54618171,0.30668181,0.00092067,0.06476857,0.62362040,1.17945553,0.21399000,0.00000000
-3.34067034,1.87064153,0.56357614,0.31258366,0.00103200,0.06658681,0.62744897,1.22352441,0.21682111,0.00000000
-3.33466733,1.92980797,0.58034445,0.31948184,0.00116549,0.06833336,0.62941482,1.26911050,0.21911768,0.00000000
-3.32866433,1.99065797,0.59631239,0.32739041,0.00132271,0.06999384,0.62954666,1.31594571,0.22087797,0.00000000
-3.32266133,2.05293645,0.61133169,0.33632064,0.00150564,0.07155439,0.62791835,1.36379386,0.22211735,0.00000000
-3.31665833,2.11642962,0.62528178,0.34627764,0.00171663,0.07300171,0.62464303,1.41245047,0.22286672,0.00000000
-3.31065533,2.18096024,0.63807091,0.35725733,0.00195846,0.07432304,0.61986646,1.46174205,0.22317077,0.00000000
-3.30465233,2.24638252,0.64963674,0.36924390,0.00223431,0.07550620,0.61375983,1.51152479,0.22308573,0.00000000
-3.29864932,2.31257691,0.65994604,0.38220782,0.00254774,0.07653967,0.60651233,1.56168284,0.22267703,0.00000000
-3.29264632,2.37944486,0.66899350,0.39610460,0.00290270,0.07741263,0.59832400,1.61212602,0.22201674,0.00000000
-3.28664332,2.44690368,0.67679964,0.41087418,0.00330348,0.07811510,0.58939886,1.66278700,0.22118098,0.00000000
-3.28064032,2.51488142,0.68340774,0.42644117,0.00375465,0.07863806,0.57993871,1.71361802,0.22024738,0.00000000
-3.27463732,2.58331190,0.68888002,0.44271560,0.00426099,0.07897358,0.57013775,1.76458703,0.21929260,0.00000000
-3.26863432,2.65212982,0.69329306,0.45959448,0.00482741,0.07911503,0.56017810,1.81567332,0.21839005,0.00000000
-3.26263132,2.72126592,0.69673282,0.47696369,0.00545882,0.07905720,0.55022631,1.86686273,0.21760782,0.00000000
-3.25662831,2.79064227,0.69928940,0.49470039,0.00616000,0.07879654,0.54043078,1.91814241,0.21700690,0.00000000
-3.25062531,2.86016751,0.70105193,0.51267560,0.00693543,0.07833130,0.53092016,1.96949521,0.21663966,0.00000000
-3.24462231,2.92973231,0.70210370,0.53075693,0.00778911,0.07766172,0.52180259,2.02089398,0.21654872,0.00000000
-3.23861931,2.99920490,0.70251804,0.54881132,0.00872438,0.07679018,0.51316561,2.07229570,0.21676611,0.00000000
-3.23261631,3.06842682,0.70235494,0.56670761,0.00974370,0.07572129,0.50507669,2.12363577,0.21731278,0.00000000
-3.22661331,3.13720911,0.70165879,0.58431888,0.01084848,0.07446202,0.49758420,2.17482269,0.21819850,0.00000000
-3.22061031,3.20532898,0.70045714,0.60152448,0.01203884,0.07302168,0.49071875,2.22573317,0.21942203,0.00000000
-3.21460730,3.27252728,0.69876075,0.61821177,0.01331349,0.07141194,0.48449466,2.27620825,0.22097161,0.00000000
-3.20860430,3.33850691,0.69656471,0.63427740,0.01466957,0.06964673,0.47891164,2.32605032,0.22282575,0.00000000
-3.20260130,3.40293256,0.69385057,0.64962827,0.01610251,0.06774207,0.47395636,2.37502164,0.22495428,0.00000000
-3.19659830,3.46543185,0.69058935,0.66418221,0.01760603,0.06571593,0.46960420,2.42284430,0.22731958,0.00000000
-3.19059530,3.52559827,0.68674515,0.67786831,0.01917209,0.06358786,0.46582083,2.46920210,0.22987799,0.00000000
-3.18459230,3.58299606,0.68227913,0.69062713,0.02079100,0.06137878,0.46256376,2.51374419,0.23258142,0.00000000
-3.17858929,3.63716699,0.67715358,0.70241072,0.02245147,0.05911050,0.45978397,2.55609087,0.23537898,0.00000000
-3.17258629,3.68763937,0.67133589,0.71318267,0.02414085,0.05680539,0.45742743,2.59584122,0.23821864,0.00000000
-3.16658329,3.73393888,0.66480201,0.72291815,0.02584534,0.05448593,0.45543663,2.63258270,0.24104895,0.00000000
-3.16058029,3.77560126,0.65753942,0.73160400,0.02755025,0.05217428,0.45375225,2.66590225,0.24382065,0.00000000
-3.15457729,3.81218637,0.64954935,0.73923906,0.02924032,0.04989183,0.45231473,2.69539883,0.24648820,0.00000000
-3.14857429,3.84329336,0.64084812,0.74583452,0.03090008,0.04765884,0.45106598,2.72069671,0.24901115,0.00000000
-3.14257129,3.86857613,0.63146769,0.75141451,0.03251413,0.04549404,0.44995101,2.74145919,0.25135531,0.00000000
-3.13656828,3.88775875,0.62145533,0.75601678,0.03406752,0.04341432,0.44891956,2.75740210,0.25349376,0.00000000
-3.13056528,3.90064992,0.61087258,0.75969338,0.03554601,0.04143448,0.44792770,2.76830649,0.25540749,0.00000000
-3.12456228,3.90715592,0.59979356,0.76251141,0.03693633,0.03956702,0.44693917,2.77402993,0.25708591,0.00000000
-3.11855928,3.90729129,0.58830276,0.76455360,0.03822642,0.03782203,0.44592660,2.77451587,0.25852696,0.00000000
-3.11255628,3.90118665,0.57649257,0.76591870,0.03940557,0.03620711,0.44487242,2.76980057,0.25973704,0.00000000
-3.10655328,3.88909309,0.56446055,0.76672143,0.04046447,0.03472742,0.44376941,2.76001720,0.26073060,0.00000000
-3.10055028,3.87138288,0.55230677,0.76709207,0.04139534,0.03338570,0.44262094,2.74539683,0.26152954,0.00000000
-3.09454727,3.84854595,0.54013121,0.76717537,0.04219183,0.03218246,0.44144066,2.72626618,0.26216233,0.00000000
-3.08854427,3.82118235,0.52803142,0.76712875,0.04284901,0.03111613,0.44025193,2.70304215,0.26266295,0.00000000
-3.08254127,3.78999054,0.51610049,0.76711974,0.04336326,0.03018331,0.43908674,2.67622325,0.26306971,0.00000000
-3.07653827,3.75575188,0.50442536,0.76732252,0.04373220,0.02937896,0.43798424,2.64637815,0.26342394,0.00000000
-3.07053527,3.71931157,0.49308552,0.76791367,0.04395456,0.02869674,0.43698902,2.61413183,0.26376853,0.00000000
-3.06453227,3.68155675,0.48215209,0.76906698,0.04403009,0.02812923,0.43614909,2.58014966,0.26414652,0.00000000
-3.05852926,3.64339222,0.47168719,0.77094761,0.04395947,0.02766822,0.43551369,2.54512011,0.26459964,0.00000000
-3.05252626,3.60571476,0.46174373,0.77370567,0.04374430,0.02730495,0.43513106,2.50973646,0.26516689,0.00000000
-3.04652326,3.56938666,0.45236532,0.77746938,0.04338703,0.02703034,0.43504627,2.47467830,0.26588314,0.00000000
-3.04052026,3.53520955,0.44358646,0.78233821,0.04289104,0.02683520,0.43529909,2.44059331,0.26677788,0.00000000
-3.03451726,3.50389939,0.43543291,0.78837620,0.04226062,0.02671043,0.43592216,2.40807988,0.26787407,0.00000000
-3.02851426,3.47606346,0.42792211,0.79560595,0.04150108,0.02664710,0.43693948,2.37767118,0.26918712,0.00000000
-3.02251126,3.45218048,0.42106382,0.80400360,0.04061878,0.02663664,0.43836520,2.34982118,0.27072407,0.00000000
-3.01650825,3.43258440,0.41486067,0.81349513,0.03962124,0.02667082,0.44020294,2.32489294,0.27248297,0.00000000
-3.01050525,3.41745289,0.40930898,0.82395450,0.03851716,0.02674192,0.44244548,2.30314979,0.27445254,0.00000000
-3.00450225,3.40680092,0.40439949,0.83520376,0.03731644,0.02684266,0.44507498,2.28474936,0.27661202,0.00000000
-2.99849925,3.40048007,0.40011830,0.84701546,0.03603023,0.02696629,0.44806363,2.26974106,0.27893138,0.00000000
-2.99249625,3.39818355,0.39644778,0.85911751,0.03467077,0.02710657,0.45137471,2.25806676,0.28137181,0.00000000
-2.98649325,3.39945727,0.39336764,0.87120031,0.03325137,0.02725778,0.45496408,2.24956496,0.28388655,0.00000000
-2.98049025,3.40371644,0.39085600,0.88292629,0.03178622,0.02741473,0.45878187,2.24397820,0.28642199,0.00000000
-2.97448724,3.41026728,0.38889062,0.89394131,0.03029017,0.02757279,0.46277445,2.24096340,0.28891916,0.00000000
-2.96848424,3.41833315,0.38745000,0.90388774,0.02877851,0.02772791,0.46688645,2.24010502,0.29131536,0.00000000
-2.96248124,3.42708400,0.38651463,0.91241855,0.02726670,0.02787663,0.47106284,2.24093028,0.29354621,0.00000000
-2.95647824,3.43566804,0.38606812,0.91921184,0.02577006,0.02801618,0.47525084,2.24292607,0.29554767,0.00000000
-2.95047524,3.44324414,0.38609823,0.92398518,0.02430348,0.02814446,0.47940166,2.24555675,0.29725832,0.00000000
-2.94447224,3.44901383,0.38659785,0.92650899,0.02288118,0.02826012,0.48347200,2.24828227,0.29862155,0.00000000
-2.93846923,3.45225115,0.38756577,0.92661833,0.02151640,0.02836263,0.48742516,2.25057567,0.29958777,0.00000000
-2.93246623,3.45232934,0.38900730,0.92422248,0.02022121,0.02845225,0.49123182,2.25193955,0.30011639,0.00000000
-2.92646323,3.44874305,0.39093466,0.91931179,0.01900634,0.02853009,0.49487040,2.25192064,0.30017765,0.00000000
-2.92046023,3.44112519,0.39336726,0.91196140,0.01788105,0.02859813,0.49832710,2.25012198,0.29975401,0.00000000
-2.91445723,3.42925780,0.39633168,0.90233160,0.01685305,0.02865913,0.50159556,2.24621242,0.29884135,0.00000000
-2.90845423,3.41307658,0.39986153,0.89066488,0.01592851,0.02871665,0.50467634,2.23993310,0.29744955,0.00000000
-2.90245123,3.39266923,0.40399711,0.87727956,0.01511208,0.02877494,0.50757619,2.23110083,0.29560280,0.00000000
-2.89644822,3.36826765,0.40878492,0.86256055,0.01440697,0.02883886,0.51030715,2.21960850,0.29333930,0.00000000
-2.89044522,3.34023500,0.41427699,0.84694737,0.01381508,0.02891377,0.51288575,2.20542267,0.29071063,0.00000000
-2.88444222,3.30904807,0.42053009,0.83092031,0.01333710,0.02900541,0.51533218,2.18857883,0.28778062,0.00000000
-2.87843922,3.27527631,0.42760468,0.81498495,0.01297269,0.02911973,0.51766956,2.16917454,0.28462382,0.00000000
-2.87243622,3.23955828,0.43556370,0.79965610,0.01272058,0.02926280,0.51992333,2.14736121,0.28132360,0.00000000
-2.86643322,3.20257694,0.44447117,0.78544154,0.01257873,0.02944058,0.52212072,2.12333471,0.27797003,0.00000000
-2.86043022,3.16503457,0.45439037,0.77282633,0.01254440,0.02965887,0.52429030,2.09732560,0.27465735,0.00000000
-2.85442721,3.12762842,0.46538189,0.76225831,0.01261421,0.02992307,0.52646149,2.06958912,0.27148136,0.00000000
-2.84842421,3.09102780,0.47750124,0.75413519,0.01278420,0.03023808,0.52866397,2.04039542,0.26853665,0.00000000
-2.84242121,3.05585332,0.49079617,0.74879372,0.01304978,0.03060812,0.53092701,2.01002031,0.26591364,0.00000000
-2.83641821,3.02265861,0.50530379,0.74650113,0.01340572,0.03103659,0.53327839,1.97873663,0.26369578,0.00000000
-2.83041521,2.99191496,0.52104739,0.74744918,0.01384601,0.03152592,0.53574309,1.94680638,0.26195663,0.00000000
-2.82441221,2.96399899,0.53803326,0.75175070,0.01436383,0.03207738,0.53834167,1.91447371,0.26075719,0.00000000
-2.81840920,2.93918344,0.55624759,0.75943875,0.01495141,0.03269095,0.54108817,1.88195875,0.26014337,0.00000000
-2.81240620,2.91763107,0.57565358,0.77046815,0.01559993,0.03336513,0.54398789,1.84945232,0.26014382,0.00000000
-2.80640320,2.89939183,0.59618912,0.78471929,0.01629946,0.03409678,0.54703490,1.81711161,0.26076806,0.00000000
-2.80040020,2.88440293,0.61776511,0.80200390,0.01703891,0.03488103,0.55020961,1.78505680,0.26200522,0.00000000
-2.79439720,2.87249224,0.64026475,0.82207263,0.01780607,0.03571109,0.55347645,1.75336879,0.26382325,0.00000000
-2.78839420,2.86338460,0.66354391,0.84462382,0.01858764,0.03657823,0.55678205,1.72208821,0.26616888,0.00000000
-2.78239120,2.85671124,0.68743278,0.86931352,0.01936947,0.03747176,0.56005398,1.69121572,0.26896821,0.00000000
-2.77638819,2.85202214,0.71173881,0.89576604,0.02013667,0.03837903,0.56320042,1.66071388,0.27212816,0.00000000
-2.77038519,2.84880111,0.73625098,0.92358489,0.02087403,0.03928560,0.56611081,1.63051062,0.27553861,0.00000000
-2.76438219,2.84648351,0.76074526,0.95236370,0.02156628,0.04017543,0.56865772,1.60050442,0.27907531,0.00000000
-2.75837919,2.84447601,0.78499116,0.98169673,0.02219857,0.04103119,0.57069989,1.57057111,0.28260350,0.00000000
-2.75237619,2.84217799,0.80875897,1.01118872,0.02275693,0.04183465,0.57208655,1.54057220,0.28598208,0.00000000
-2.74637319,2.83900386,0.83182743,1.04046374,0.02322866,0.04256715,0.57266280,1.51036454,0.28906816,0.00000000
-2.74037019,2.83440551,0.85399146,1.06917276,0.02360290,0.04321020,0.57227590,1.47981086,0.29172197,0.00000000
-2.73436718,2.82789402,0.87506942,1.09699981,0.02387095,0.04374602,0.57078227,1.44879073,0.29381175,0.00000000
-2.72836418,2.81905955,0.89490962,1.12366652,0.02402669,0.04415823,0.56805462,1.41721156,0.29521847,0.00000000
-2.72236118,2.80758866,0.91339556,1.14893500,0.02406688,0.04443246,0.56398921,1.38501875,0.29584027,0.00000000
-2.71635818,2.79327796,0.93044970,1.17260905,0.02399130,0.04455698,0.55851244,1.35220463,0.29559622,0.00000000
-2.71035518,2.77604355,0.94603539,1.19453379,0.02380287,0.04452321,0.55158663,1.31881543,0.29442938,0.00000000
-2.70435218,2.75592544,0.96015695,1.21459384,0.02350759,0.04432623,0.54321455,1.28495585,0.29230901,0.00000000
-2.69834917,2.73308688,0.97285779,1.23271034,0.02311436,0.04396505,0.53344237,1.25079083,0.28923167,0.00000000
-2.69234617,2.70780832,0.98421670,1.24883708,0.02263473,0.04344288,0.52236079,1.21654413,0.28522135,0.00000000
-2.68634317,2.68047635,0.99434248,1.26295600,0.02208247,0.04276711,0.51010429,1.18249386,0.28032856,0.00000000
-2.68034017,2.65156801,1.00336726,1.27507249,0.02147313,0.04194920,0.49684840,1.14896478,0.27462838,0.00000000
-2.67433717,2.62163130,1.01143884,1.28521083,0.02082344,0.04100443,0.48280510,1.11631788,0.26821767,0.00000000
-2.66833417,2.59126276,1.01871246,1.29340997,0.02015078,0.03995142,0.46821652,1.08493760,0.26121150,0.00000000
-2.66233117,2.56108315,1.02534242,1.29972004,0.01947250,0.03881159,0.45334727,1.05521719,0.25373908,0.00000000
-2.65632816,2.53171256,1.03147405,1.30419963,0.01880535,0.03760846,0.43847565,1.02754301,0.24593925,0.00000000
-2.65032516,2.50374579,1.03723635,1.30691410,0.01816487,0.03636688,0.42388426,1.00227853,0.23795586,0.00000000
-2.64432216,2.47772944,1.04273559,1.30793470,0.01756494,0.03511223,0.40985042,0.97974877,0.22993317,0.00000000
-2.63831916,2.45414143,1.04805025,1.30733865,0.01701725,0.03386958,0.39663678,0.96022589,0.22201151,0.00000000
-2.63231616,2.43337387,1.05322737,1.30520983,0.01653100,0.03266290,0.38448264,0.94391671,0.21432331,0.00000000
-2.62631316,2.41571983,1.05828049,1.30163997,0.01611266,0.03151429,0.37359639,0.93095278,0.20698964,0.00000000
-2.62031016,2.40136446,1.06318915,1.29673002,0.01576582,0.03044333,0.36414923,0.92138325,0.20011747,0.00000000
-2.61430715,2.39038060,1.06789991,1.29059147,0.01549114,0.02946654,0.35627062,0.91517108,0.19379747,0.00000000
-2.60830415,2.38272882,1.07232880,1.28334736,0.01528651,0.02859695,0.35004557,0.91219263,0.18810269,0.00000000
-2.60230115,2.37826179,1.07636511,1.27513270,0.01514716,0.02784379,0.34551370,0.91224060,0.18308779,0.00000000
-2.59629815,2.37673246,1.07987624,1.26609431,0.01506600,0.02721244,0.34267035,0.91503017,0.17878900,0.00000000
-2.59029515,2.37780568,1.08271356,1.25638984,0.01503396,0.02670439,0.34146925,0.92020806,0.17522473,0.00000000
-2.58429215,2.38107272,1.08471888,1.24618601,0.01504039,0.02631745,0.34182693,0.92736406,0.17239655,0.00000000
-2.57828914,2.38606793,1.08573165,1.23565632,0.01507355,0.02604603,0.34362839,0.93604455,0.17029073,0.00000000
-2.57228614,2.39228701,1.08559632,1.22497810,0.01512109,0.02588156,0.34673371,0.94576737,0.16888001,0.00000000
-2.56628314,2.39920615,1.08416995,1.21432945,0.01517054,0.02581302,0.35098541,0.95603750,0.16812563,0.00000000
-2.56028014,2.40630151,1.08132971,1.20388597,0.01520981,0.02582747,0.35621600,0.96636288,0.16797943,0.00000000
-2.55427714,2.41306821,1.07698005,1.19381786,0.01522764,0.02591067,0.36225554,0.97626979,0.16838602,0.00000000
-2.54827414,2.41903840,1.07105943,1.18428735,0.01521400,0.02604774,0.36893862,0.98531715,0.16928491,0.00000000
-2.54227114,2.42379774,1.06354618,1.17544687,0.01516051,0.02622371,0.37611060,0.99310930,0.17061242,0.00000000
-2.53626813,2.42699984,1.05446349,1.16743796,0.01506068,0.02642411,0.38363286,0.99930679,0.17230355,0.00000000
-2.53026513,2.42837812,1.04388298,1.16039104,0.01491019,0.02663547,0.39138661,1.00363475,0.17429353,0.00000000
-2.52426213,2.42775463,1.03192695,1.15442597,0.01470701,0.02684573,0.39927538,1.00588871,0.17651912,0.00000000
-2.51825913,2.42504574,1.01876883,1.14965339,0.01445152,0.02704457,0.40722591,1.00593762,0.17891973,0.00000000
-2.51225613,2.42026413,1.00463180,1.14617653,0.01414651,0.02722356,0.41518757,1.00372409,0.18143815,0.00000000
-2.50625313,2.41351726,0.98978549,1.14409336,0.01379709,0.02737637,0.42313034,0.99926187,0.18402104,0.00000000
-2.50025013,2.40500215,0.97454061,1.14349872,0.01341060,0.02749863,0.43104153,0.99263086,0.18661927,0.00000000
-2.49424712,2.39499662,0.95924170,1.14448620,0.01299642,0.02758794,0.43892144,0.98396980,0.18918786,0.00000000
-2.48824412,2.38384744,0.94425798,1.14714929,0.01256571,0.02764358,0.44677838,0.97346716,0.19168586,0.00000000
-2.48224112,2.37195550,0.92997277,1.15158184,0.01213114,0.02766627,0.45462314,0.96135064,0.19407603,0.00000000
-2.47623812,2.35975893,0.91677151,1.15787721,0.01170657,0.02765785,0.46246360,0.94787574,0.19632441,0.00000000
-2.47023512,2.34771450,0.90502905,1.16612632,0.01130676,0.02762094,0.47029948,0.93331403,0.19839986,0.00000000
-2.46423212,2.33627822,0.89509650,1.17641424,0.01094694,0.02755854,0.47811789,0.91794160,0.20027361,0.00000000
-2.45822911,2.32588592,0.88728826,1.18881560,0.01064250,0.02747372,0.48588978,0.90202827,0.20191882,0.00000000
-2.45222611,2.31693454,0.88186969,1.20338872,0.01040861,0.02736929,0.49356765,0.88582793,0.20331026,0.00000000
-2.44622311,2.30976499,0.87904598,1.22016886,0.01025983,0.02724760,0.50108457,0.86957049,0.20442415,0.00000000
-2.44022011,2.30464720,0.87895266,1.23916088,0.01020980,0.02711031,0.50835482,0.85345571,0.20523810,0.00000000
-2.43421711,2.30176812,0.88164823,1.26033164,0.01027084,0.02695832,0.51527584,0.83764902,0.20573133,0.00000000
-2.42821411,2.30122299,0.88710922,1.28360271,0.01045366,0.02679177,0.52173168,0.82227948,0.20588493,0.00000000
-2.42221111,2.30301025,0.89522791,1.30884385,0.01076704,0.02661010,0.52759757,0.80743971,0.20568243,0.00000000
-2.41620810,2.30703039,0.90581290,1.33586774,0.01121750,0.02641219,0.53274539,0.79318773,0.20511045,0.00000000
-2.41020510,2.31308853,0.91859249,1.36442652,0.01180910,0.02619660,0.53704979,0.77955028,0.20415944,0.00000000
-2.40420210,2.32090074,0.93322093,1.39421049,0.01254319,0.02596179,0.54039443,0.76652740,0.20282456,0.00000000
-2.39819910,2.33010372,0.94928708,1.42484948,0.01341821,0.02570646,0.54267810,0.75409780,0.20110648,0.00000000
-2.39219610,2.34026740,0.96632554,1.45591688,0.01442957,0.02542983,0.54382030,0.74222465,0.19901223,0.00000000
-2.38619310,2.35090994,0.98382957,1.48693674,0.01556958,0.02513191,0.54376587,0.73086125,0.19655586,0.00000000
-2.38019010,2.36151454,1.00126561,1.51739363,0.01682740,0.02481380,0.54248852,0.71995640,0.19375902,0.00000000
-2.37418709,2.37154740,1.01808872,1.54674520,0.01818915,0.02447788,0.53999287,0.70945902,0.19065128,0.00000000
-2.36818409,2.38047613,1.03375857,1.57443706,0.01963799,0.02412800,0.53631512,0.69932186,0.18727027,0.00000000
-2.36218109,2.38778803,1.04775542,1.59991939,0.02115437,0.02376950,0.53152208,0.68950415,0.18366149,0.00000000
-2.35617809,2.39300747,1.05959552,1.62266471,0.02271634,0.02340929,0.52570885,0.67997319,0.17987795,0.00000000
-2.35017509,2.39571205,1.06884542,1.64218596,0.02429989,0.02305574,0.51899518,0.67070490,0.17597944,0.00000000
-2.34417209,2.39554673,1.07513490,1.65805420,0.02587948,0.02271856,0.51152081,0.66168346,0.17203159,0.00000000
-2.33816908,2.39223581,1.07816787,1.66991493,0.02742852,0.02240857,0.50344009,0.65290037,0.16810475,0.00000000
-2.33216608,2.38559214,1.07773105,1.67750241,0.02892003,0.02213746,0.49491616,0.64435290,0.16427264,0.00000000
-2.32616308,2.37552364,1.07370016,1.68065106,0.03032724,0.02191749,0.48611513,0.63604257,0.16061082,0.00000000
-2.32016008,2.36203669,1.06604336,1.67930353,0.03162429,0.02176113,0.47720051,0.62797349,0.15719517,0.00000000
-2.31415708,2.34523658,1.05482193,1.67351486,0.03278690,0.02168075,0.46832813,0.62015108,0.15410022,0.00000000
-2.30815408,2.32532497,1.04018814,1.66345256,0.03379305,0.02168824,0.45964197,0.61258124,0.15139752,0.00000000
-2.30215108,2.30259459,1.02238051,1.64939262,0.03462361,0.02179471,0.45127087,0.60526994,0.14915406,0.00000000
-2.29614807,2.27742129,1.00171655,1.63171151,0.03526288,0.02201016,0.44332627,0.59822350,0.14743073,0.00000000
-2.29014507,2.25025399,0.97858333,1.61087474,0.03569909,0.02234326,0.43590106,0.59144928,0.14628095,0.00000000
-2.28414207,2.22160267,0.95342629,1.58742241,0.03592479,0.02280105,0.42906937,0.58495681,0.14574931,0.00000000
-2.27813907,2.19202499,0.92673660,1.56195252,0.03593704,0.02338882,0.42288726,0.57875921,0.14587055,0.00000000
-2.27213607,2.16211188,0.89903769,1.53510290,0.03573762,0.02410994,0.41739411,0.57287462,0.14666848,0.00000000
-2.26613307,2.13247277,0.87087130,1.50753249,0.03533296,0.02496579,0.41261440,0.56732750,0.14815530,0.00000000
-2.26013007,2.10372063,0.84278362,1.47990294,0.03473398,0.02595569,0.40855990,0.56214965,0.15033090,0.00000000
-2.25412706,2.07645749,0.81531201,1.45286118,0.03395582,0.02707691,0.40523187,0.55738061,0.15318256,0.00000000
-2.24812406,2.05126078,0.78897267,1.42702374,0.03301743,0.02832467,0.40262306,0.55306749,0.15668470,0.00000000
-2.24212106,2.02867074,0.76424961,1.40296317,0.03194097,0.02969223,0.40071956,0.54926409,0.16079892,0.00000000
-2.23611806,2.00917920,0.74158522,1.38119707,0.03075127,0.03117094,0.39950223,0.54602918,0.16547428,0.00000000
-2.23011506,1.99322003,0.72137272,1.36217978,0.02947506,0.03275034,0.39894762,0.54342422,0.17064777,0.00000000
-2.22411206,1.98116120,0.70395038,1.34629670,0.02814025,0.03441829,0.39902860,0.54151038,0.17624514,0.00000000
-2.21810905,1.97329865,0.68959772,1.33386117,0.02677512,0.03616114,0.39971450,0.54034520,0.18218188,0.00000000
-2.21210605,1.96985193,0.67853346,1.32511350,0.02540758,0.03796379,0.40097093,0.53997904,0.18836451,0.00000000
-2.20610305,1.97096153,0.67091521,1.32022180,0.02406439,0.03980997,0.40275947,0.54045150,0.19469222,0.00000000
-2.20010005,1.97668785,0.66684050,1.31928430,0.02277046,0.04168237,0.40503725,0.54178816,0.20105864,0.00000000
-2.19409705,1.98701176,0.66634906,1.32233249,0.02154824,0.04356287,0.40775655,0.54399781,0.20735391,0.00000000
-2.18809405,2.00183659,0.66942605,1.32933493,0.02041714,0.04543279,0.41086459,0.54707037,0.21346698,0.00000000
-2.18209105,2.02099150,0.67600588,1.34020133,0.01939311,0.04727316,0.41430361,0.55097573,0.21928805,0.00000000
-2.17608804,2.04423613,0.68597655,1.35478662,0.01848830,0.04906501,0.41801127,0.55566359,0.22471107,0.00000000
-2.17008504,2.07126655,0.69918418,1.37289504,0.01771086,0.05078971,0.42192136,0.56106439,0.22963635,0.00000000
-2.16408204,2.10172233,0.71543760,1.39428410,0.01706489,0.05242935,0.42596502,0.56709128,0.23397309,0.00000000
-2.15807904,2.13519478,0.73451295,1.41866865,0.01655041,0.05396706,0.43007216,0.57364314,0.23764181,0.00000000
-2.15207604,2.17123621,0.75615828,1.44572511,0.01616361,0.05538750,0.43417325,0.58060838,0.24057655,0.00000000
-2.14607304,2.20937027,0.78009798,1.47509618,0.01589706,0.05667717,0.43820125,0.58786951,0.24272680,0.00000000
-2.14007004,2.24910301,0.80603735,1.50639610,0.01574013,0.05782492,0.44209364,0.59530807,0.24405906,0.00000000
-2.13406703,2.28993467,0.83366706,1.53921679,0.01567945,0.05882228,0.44579442,0.60280978,0.24455794,0.00000000
-2.12806403,2.33137183,0.86266786,1.57313493,0.01569942,0.05966384,0.44925599,0.61026949,0.24422682,0.00000000
-2.12206103,2.37293971,0.89271543,1.60771998,0.01578284,0.06034759,0.45244068,0.61759584,0.24308791,0.00000000
-2.11605803,2.41419410,0.92348534,1.64254312,0.01591151,0.06087518,0.45532210,0.62471515,0.24118176,0.00000000
-2.11005503,2.45473266,0.95465829,1.67718687,0.01606688,0.06125211,0.45788588,0.63157443,0.23856629,0.00000000
-2.10405203,2.49420496,0.98592541,1.71125516,0.01623066,0.06148779,0.46013016,0.63814329,0.23531520,0.00000000
-2.09804902,2.53232105,1.01699357,1.74438338,0.01638546,0.06159561,0.46206541,0.64441469,0.23151593,0.00000000
-2.09204602,2.56885786,1.04759052,1.77624796,0.01651530,0.06159279,0.46371390,0.65040427,0.22726724,0.00000000
-2.08604302,2.60366326,1.07746972,1.80657511,0.01660613,0.06150012,0.46510865,0.65614858,0.22267637,0.00000000
-2.08004002,2.63665754,1.10641451,1.83514797,0.01664623,0.06134166,0.46629202,0.66170203,0.21785606,0.00000000
-2.07403702,2.66783196,1.13424171,1.86181205,0.01662658,0.06114426,0.46731397,0.66713288,0.21292138,0.00000000
-2.06803402,2.69724469,1.16080403,1.88647840,0.01654102,0.06093697,0.46822998,0.67251850,0.20798658,0.00000000
-2.06203102,2.72501397,1.18599159,1.90912422,0.01638648,0.06075036,0.46909889,0.67794004,0.20316204,0.00000000
-2.05602801,2.75130913,1.20973208,1.92979104,0.01616295,0.06061580,0.46998064,0.68347702,0.19855147,0.00000000
-2.05002501,2.77633959,1.23198984,1.94858026,0.01587349,0.06056461,0.47093390,0.68920207,0.19424936,0.00000000
-2.04402201,2.80034273,1.25276363,1.96564632,0.01552407,0.06062720,0.47201396,0.69517608,0.19033890,0.00000000
-2.03801901,2.82357100,1.27208344,1.98118788,0.01512341,0.06083221,0.47327062,0.70144427,0.18689035,0.00000000
-2.03201601,2.84627909,1.29000632,1.99543730,0.01468272,0.06120569,0.47474641,0.70803313,0.18395991,0.00000000
-2.02601301,2.86871172,1.30661163,2.00864899,0.01421542,0.06177022,0.47647506,0.71494875,0.18158913,0.00000000
-2.02001001,2.89109273,1.32199582,2.02108712,0.01373681,0.06254426,0.47848032,0.72217638,0.17980483,0.00000000
-2.01400700,2.91361579,1.33626707,2.03301328,0.01326376,0.06354143,0.48077512,0.72968135,0.17861953,0.00000000
-2.00800400,2.93643718,1.34954005,2.04467456,0.01281436,0.06477009,0.48336124,0.73741134,0.17803233,0.00000000
-2.00200100,2.95967076,1.36193095,2.05629248,0.01240760,0.06623288,0.48622924,0.74529964,0.17803009,0.00000000
-1.99599800,2.98338513,1.37355308,2.06805319,0.01206302,0.06792658,0.48935893,0.75326939,0.17858895,0.00000000
-1.98999500,3.00760278,1.38451294,2.08009925,0.01180043,0.06984202,0.49272016,0.76123829,0.17967603,0.00000000
-1.98399200,3.03230098,1.39490709,2.09252302,0.01163953,0.07196425,0.49627405,0.76912364,0.18125118,0.00000000
