energy_ev,total_up,Mo_p_up,Mo_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.60980490,0.81880290,0.34909982,0.41219771,0.39326312,0.00440845,0.00054631,0.08429516
-5.60380190,0.82178029,0.34808009,0.41518345,0.39577289,0.00462015,0.00056788,0.07799038
-5.59779890,0.83030078,0.34969064,0.42086230,0.40080182,0.00484895,0.00059197,0.07274548
-5.59179590,0.84326846,0.35344705,0.42867938,0.40783712,0.00508834,0.00061777,0.06845177
-5.58579290,0.85951359,0.35883515,0.43804306,0.41632951,0.00533147,0.00064441,0.06499202
-5.57978989,0.87782815,0.36532672,0.44834286,0.42570997,0.00557131,0.00067102,0.06224459
-5.57378689,0.89700158,0.37239510,0.45896743,0.43540681,0.00580089,0.00069672,0.06008723
-5.56778389,0.91585573,0.37953021,0.46932214,0.44486227,0.00601345,0.00072066,0.05840050
-5.56178089,0.93327809,0.38625275,0.47884592,0.45354855,0.00620265,0.00074207,0.05707092
-5.55577789,0.94825229,0.39212711,0.48702671,0.46098250,0.00636276,0.00076022,0.05599355
-5.54977489,0.95988511,0.39677273,0.49341511,0.46673871,0.00648880,0.00077448,0.05507426
-5.54377189,0.96742908,0.39987348,0.49763584,0.47046045,0.00657670,0.00078435,0.05423146
-5.53776888,0.97030001,0.40118497,0.49939665,0.47186822,0.00662339,0.00078944,0.05339745
-5.53176588,0.96808901,0.40053945,0.49849428,0.47076561,0.00662691,0.00078949,0.05251924
-5.52576288,0.96056850,0.39784822,0.49481755,0.46704223,0.00658643,0.00078438,0.05155911
-5.51975988,0.94769232,0.39310160,0.48834715,0.46067377,0.00650225,0.00077413,0.05049459
-5.51375688,0.92958985,0.38636637,0.47915258,0.45171915,0.00637581,0.00075890,0.04931825
-5.50775388,0.90655466,0.37778095,0.46738613,0.44031495,0.00620956,0.00073897,0.04803711
-5.50175088,0.87902817,0.36754843,0.45327429,0.42666746,0.00600693,0.00071475,0.04667173
-5.49574787,0.84757912,0.35592795,0.43710708,0.41104266,0.00577214,0.00068671,0.04525516
-5.48974487,0.81287980,0.34322455,0.41922562,0.39375467,0.00551011,0.00065544,0.04383162
-5.48374187,0.77568004,0.32977816,0.40000862,0.37515310,0.00522625,0.00062158,0.04245510
-5.47773887,0.73678014,0.31595195,0.37985828,0.35560995,0.00492633,0.00058580,0.04118782
-5.47173587,0.69700369,0.30212058,0.35918626,0.33550659,0.00461626,0.00054880,0.04009858
-5.46573287,0.65717146,0.28865882,0.33840019,0.31522120,0.00430198,0.00051128,0.03926113
-5.45972986,0.61807726,0.27593077,0.31789127,0.29511749,0.00398927,0.00047392,0.03875244
-5.45372686,0.58046657,0.26428017,0.29802340,0.27553466,0.00368360,0.00043736,0.03865098
-5.44772386,0.54501846,0.25402183,0.27912412,0.25677936,0.00339005,0.00040220,0.03903497
-5.44172086,0.51233147,0.24543470,0.26147763,0.23911950,0.00311318,0.00036896,0.03998062
-5.43571786,0.48291339,0.23875630,0.24532010,0.22278031,0.00285698,0.00033810,0.04156037
-5.42971486,0.45717522,0.23417889,0.23083703,0.20794241,0.00262479,0.00031001,0.04384108
-5.42371186,0.43542903,0.23184708,0.21816298,0.19474208,0.00241930,0.00028498,0.04688229
-5.41770885,0.41788939,0.23185708,0.20738304,0.18327320,0.00224252,0.00026323,0.05073441
-5.41170585,0.40467810,0.23425713,0.19853626,0.17359104,0.00209581,0.00024489,0.05543707
-5.40570285,0.39583151,0.23904927,0.19162032,0.16571710,0.00197988,0.00023002,0.06101740
-5.39969985,0.39130993,0.24619204,0.18659744,0.15964514,0.00189486,0.00021859,0.06748861
-5.39369685,0.39100853,0.25560409,0.18340092,0.15534760,0.00184029,0.00021051,0.07484863
-5.38769385,0.39476903,0.26716839,0.18194211,0.15278231,0.00181525,0.00020562,0.08307905
-5.38169085,0.40239161,0.28073686,0.18211733,0.15189895,0.00181833,0.00020371,0.09214439
-5.37568784,0.41364649,0.29613536,0.18381454,0.15264502,0.00184775,0.00020451,0.10199175
-5.36968484,0.42828469,0.31316872,0.18691926,0.15497090,0.00190140,0.00020771,0.11255087
-5.36368184,0.44604748,0.33162575,0.19131976,0.15883385,0.00197688,0.00021296,0.12373470
-5.35767884,0.46667428,0.35128412,0.19691102,0.16420059,0.00207159,0.00021990,0.13544052
-5.35167584,0.48990864,0.37191484,0.20359762,0.17104847,0.00218276,0.00022813,0.14755149
-5.34567284,0.51550222,0.39328640,0.21129518,0.17936511,0.00230752,0.00023725,0.15993871
-5.33966983,0.54321666,0.41516835,0.21993059,0.18914646,0.00244296,0.00024687,0.17246378
-5.33366683,0.57282343,0.43733430,0.22944092,0.20039345,0.00258613,0.00025658,0.18498160
-5.32766383,0.60410167,0.45956426,0.23977120,0.21310735,0.00273416,0.00026601,0.19734348
-5.32166083,0.63683443,0.48164630,0.25087113,0.22728413,0.00288424,0.00027479,0.20940040
-5.31565783,0.67080341,0.50337751,0.26269110,0.24290801,0.00303370,0.00028260,0.22100623
-5.30965483,0.70578276,0.52456431,0.27517766,0.25994477,0.00318000,0.00028915,0.23202081
-5.30365183,0.74153242,0.54502218,0.28826878,0.27833495,0.00332082,0.00029419,0.24231280
-5.29764882,0.77779133,0.56457494,0.30188924,0.29798766,0.00345401,0.00029752,0.25176217
-5.29164582,0.81427137,0.58305363,0.31594642,0.31877519,0.00357765,0.00029899,0.26026222
-5.28564282,0.85065230,0.60029534,0.33032690,0.34052900,0.00369007,0.00029852,0.26772110
-5.27963982,0.88657848,0.61614200,0.34489408,0.36303732,0.00378982,0.00029605,0.27406281
-5.27363682,0.92165770,0.63043952,0.35948714,0.38604488,0.00387570,0.00029160,0.27922763
-5.26763382,0.95546267,0.64303736,0.37392148,0.40925471,0.00394672,0.00028524,0.28317219
-5.26163082,0.98753525,0.65378876,0.38799084,0.43233237,0.00400215,0.00027708,0.28586899
-5.25562781,1.01739379,0.66255178,0.40147103,0.45491251,0.00404147,0.00026726,0.28730567
-5.24962481,1.04454338,0.66919132,0.41412533,0.47660757,0.00406439,0.00025596,0.28748410
-5.24362181,1.06848890,0.67358199,0.42571138,0.49701848,0.00407082,0.00024341,0.28641922
-5.23761881,1.08875040,0.67561196,0.43598933,0.51574699,0.00406089,0.00022984,0.28413795
-5.23161581,1.10488035,0.67518760,0.44473091,0.53240899,0.00403495,0.00021548,0.28067817
-5.22561281,1.11648201,0.67223873,0.45172911,0.54664853,0.00399358,0.00020058,0.27608765
-5.21960980,1.12322812,0.66672417,0.45680810,0.55815164,0.00393756,0.00018539,0.27042335
-5.21360680,1.12487903,0.65863742,0.45983273,0.56665964,0.00386796,0.00017015,0.26375061
-5.20760380,1.12129944,0.64801203,0.46071744,0.57198102,0.00378608,0.00015507,0.25614271
-5.20160080,1.11247282,0.63492628,0.45943403,0.57400157,0.00369349,0.00014034,0.24768029
-5.19559780,1.09851276,0.61950696,0.45601780,0.57269210,0.00359208,0.00012615,0.23845099
-5.18959480,1.07967060,0.60193182,0.45057204,0.56811353,0.00348403,0.00011265,0.22854893
-5.18359180,1.05633884,0.58243051,0.44327031,0.56041894,0.00337182,0.00009995,0.21807415
-5.17758879,1.02905007,0.56128388,0.43435658,0.54985253,0.00325827,0.00008817,0.20713191
-5.17158579,0.99847122,0.53882137,0.42414307,0.53674555,0.00314652,0.00007736,0.19583172
-5.16558279,0.96539324,0.51541672,0.41300586,0.52150923,0.00303998,0.00006757,0.18428629
-5.15957979,0.93071658,0.49148185,0.40137835,0.50462508,0.00294238,0.00005885,0.17261013
-5.15357679,0.89543276,0.46745926,0.38974272,0.48663286,0.00285768,0.00005120,0.16091804
-5.14757379,0.86060257,0.44381299,0.37861970,0.46811666,0.00279004,0.00004463,0.14932340
-5.14157079,0.82733175,0.42101861,0.36855682,0.44968959,0.00274376,0.00003912,0.13793640
-5.13556778,0.79674456,0.39955230,0.36011556,0.43197757,0.00272322,0.00003467,0.12686217
-5.12956478,0.76995623,0.37987961,0.35385759,0.41560267,0.00273281,0.00003126,0.11619910
-5.12356178,0.74804480,0.36244404,0.35033050,0.40116660,0.00277679,0.00002889,0.10603713
-5.11755878,0.73202329,0.34765581,0.35005336,0.38923462,0.00285925,0.00002755,0.09645633
-5.11155578,0.72281263,0.33588123,0.35350236,0.38032040,0.00298395,0.00002725,0.08752574
-5.10555278,0.72121620,0.32743275,0.36109692,0.37487218,0.00315425,0.00002800,0.07930250
-5.09954977,0.72789645,0.32256014,0.37318659,0.37326042,0.00337294,0.00002985,0.07183133
-5.09354677,0.74335429,0.32144301,0.39003904,0.37576732,0.00364217,0.00003282,0.06514436
-5.08754377,0.76791165,0.32418470,0.41182954,0.38257840,0.00396334,0.00003700,0.05926132
-5.08154077,0.80169793,0.33080803,0.43863221,0.39377633,0.00433697,0.00004245,0.05419009
-5.07553777,0.84464067,0.34125279,0.47041338,0.40933720,0.00476264,0.00004926,0.04992748
-5.06953477,0.89646098,0.35537535,0.50702753,0.42912940,0.00523890,0.00005755,0.04646035
-5.06353177,0.95667406,0.37295031,0.54821584,0.45291510,0.00576328,0.00006744,0.04376686
-5.05752876,1.02459525,0.39367442,0.59360792,0.48035462,0.00633221,0.00007904,0.04181794
-5.05152576,1.09935163,0.41717272,0.64272657,0.51101345,0.00694108,0.00009248,0.04057882
-5.04552276,1.17989928,0.44300681,0.69499596,0.54437215,0.00758429,0.00010790,0.04001055
-5.03951976,1.26504598,0.47068532,0.74975297,0.57983868,0.00825533,0.00012542,0.04007163
-5.03351676,1.35347911,0.49967621,0.80626159,0.61676322,0.00894687,0.00014514,0.04071941
-5.02751376,1.44379784,0.52942065,0.86373011,0.65445495,0.00965098,0.00016716,0.04191153
-5.02151076,1.53454905,0.55934826,0.92133059,0.69220039,0.01035925,0.00019152,0.04360710
-5.01550775,1.62426564,0.58889301,0.97821997,0.72928281,0.01106301,0.00021827,0.04576776
-5.00950475,1.71150604,0.61750953,1.03356217,0.76500201,0.01175355,0.00024738,0.04835851
-5.00350175,1.79489355,0.64468899,1.08655034,0.79869374,0.01242232,0.00027878,0.05134831
-4.99749875,1.87315379,0.66997414,1.13642840,0.82974816,0.01306119,0.00031235,0.05471044
-4.99149575,1.94514903,0.69297279,1.18251097,0.85762641,0.01366262,0.00034791,0.05842265
-4.98549275,2.00990774,0.71336925,1.22420098,0.88187483,0.01421987,0.00038520,0.06246702
-4.97948974,2.06664836,0.73093323,1.26100415,0.90213606,0.01472715,0.00042392,0.06682962
-4.97348674,2.11479612,0.74552569,1.29253985,0.91815667,0.01517978,0.00046367,0.07150004
-4.96748374,2.15399243,0.75710167,1.31854784,0.92979096,0.01557425,0.00050403,0.07647067
-4.96148074,2.18409652,0.76570964,1.33889082,0.93700088,0.01590829,0.00054451,0.08173588
-4.95547774,2.20517937,0.77148775,1.35355280,0.93985201,0.01618092,0.00058457,0.08729123
-4.94947474,2.21751060,0.77465695,1.36263341,0.93850607,0.01639236,0.00062365,0.09313253
-4.94347174,2.22153904,0.77551150,1.36633874,0.93321029,0.01654405,0.00066117,0.09925504
-4.93746873,2.21786820,0.77440724,1.36496924,0.92428417,0.01663854,0.00069657,0.10565276
-4.93146573,2.20722799,0.77174824,1.35890528,0.91210455,0.01667935,0.00072930,0.11231777
-4.92546273,2.19044413,0.76797243,1.34859139,0.89708960,0.01667091,0.00075887,0.11923989
-4.91945973,2.16840690,0.76353685,1.33451975,0.87968257,0.01661838,0.00078483,0.12640642
-4.91345673,2.14204049,0.75890311,1.31721379,0.86033604,0.01652752,0.00080685,0.13380215
-4.90745373,2.11227437,0.75452363,1.29721264,0.83949748,0.01640456,0.00082469,0.14140952
-4.90145073,2.08001770,0.75082911,1.27505684,0.81759645,0.01625604,0.00083824,0.14920902
-4.89544772,2.04613752,0.74821755,1.25127593,0.79503413,0.01608868,0.00084751,0.15717962
-4.88944472,2.01144119,0.74704503,1.22637796,0.77217519,0.01590926,0.00085270,0.16529931
-4.88344172,1.97666330,0.74761846,1.20084134,0.74934226,0.01572447,0.00085412,0.17354569
-4.87743872,1.94245685,0.75019007,1.17510861,0.72681291,0.01554083,0.00085225,0.18189641
-4.87143572,1.90938837,0.75495374,1.14958232,0.70481877,0.01536452,0.00084775,0.19032949
-4.86543272,1.87793637,0.76204288,1.12462255,0.68354678,0.01520132,0.00084138,0.19882359
-4.85942971,1.84849258,0.77152964,1.10054587,0.66314184,0.01505646,0.00083407,0.20735785
-4.85342671,1.82136511,0.78342530,1.07762536,0.64371074,0.01493455,0.00082683,0.21591170
-4.84742371,1.79678294,0.79768149,1.05609132,0.62532665,0.01483946,0.00082078,0.22446434
-4.84142071,1.77490115,0.81419223,1.03613251,0.60803405,0.01477422,0.00081711,0.23299408
-4.83541771,1.75580635,0.83279656,1.01789757,0.59185350,0.01474096,0.00081703,0.24147755
-4.82941471,1.73952205,0.85328174,1.00149655,0.57678617,0.01474085,0.00082177,0.24988890
-4.82341171,1.72601378,0.87538704,0.98700240,0.56281786,0.01477402,0.00083253,0.25819897
-4.81740870,1.71519405,0.89880823,0.97445255,0.54992243,0.01483958,0.00085045,0.26637478
-4.81140570,1.70692720,0.92320277,0.96385054,0.53806468,0.01493560,0.00087659,0.27437909
-4.80540270,1.70103443,0.94819584,0.95516789,0.52720268,0.01505917,0.00091187,0.28217047
-4.79939970,1.69729933,0.97338741,0.94834640,0.51728970,0.01520649,0.00095706,0.28970366
-4.79339670,1.69547420,0.99836018,0.94330090,0.50827592,0.01537295,0.00101275,0.29693043
-4.78739370,1.69528738,1.02268862,0.93992284,0.50011002,0.01555335,0.00107934,0.30380088
-4.78139070,1.69645184,1.04594883,0.93808457,0.49274084,0.01574201,0.00115698,0.31026512
-4.77538769,1.69867503,1.06772918,0.93764459,0.48611920,0.01593304,0.00124560,0.31627525
-4.76938469,1.70166993,1.08764131,0.93845360,0.48019999,0.01612058,0.00134488,0.32178762
-4.76338169,1.70516711,1.10533132,0.94036139,0.47494451,0.01629900,0.00145424,0.32676507
-4.75737869,1.70892739,1.12049052,0.94322429,0.47032306,0.01646320,0.00157288,0.33117913
-4.75137569,1.71275462,1.13286553,0.94691303,0.46631773,0.01660883,0.00169977,0.33501201
-4.74537269,1.71650804,1.14226702,0.95132071,0.46292508,0.01673251,0.00183367,0.33825810
-4.73936968,1.72011353,1.14857687,0.95637046,0.46015888,0.01683204,0.00197319,0.34092500
-4.73336668,1.72357310,1.15175319,0.96202240,0.45805230,0.01690649,0.00211679,0.34303391
-4.72736368,1.72697189,1.15183293,0.96827961,0.45665973,0.01695638,0.00226286,0.34461932
-4.72136068,1.73048230,1.14893200,0.97519246,0.45605773,0.01698364,0.00240975,0.34572801
-4.71535768,1.73436438,1.14324258,0.98286118,0.45634515,0.01699164,0.00255583,0.34641732
-4.70935468,1.73896251,1.13502778,0.99143606,0.45764204,0.01698511,0.00269954,0.34675288
-4.70335168,1.74469770,1.12461386,1.00111520,0.46008751,0.01696993,0.00283944,0.34680586
-4.69734867,1.75205580,1.11238008,1.01213942,0.46383615,0.01695300,0.00297426,0.34664982
-4.69134567,1.76157143,1.09874668,1.02478440,0.46905331,0.01694195,0.00310294,0.34635747
-4.68534267,1.77380805,1.08416135,1.03934996,0.47590905,0.01694482,0.00322463,0.34599737
-4.67933967,1.78933465,1.06908474,1.05614665,0.48457100,0.01696974,0.00333877,0.34563084
-4.67333667,1.80869958,1.05397538,1.07548001,0.49519624,0.01702458,0.00344501,0.34530917
-4.66733367,1.83240248,1.03927467,1.09763291,0.50792251,0.01711653,0.00354329,0.34507131
-4.66133067,1.86086521,1.02539236,1.12284658,0.52285893,0.01725180,0.00363373,0.34494207
-4.65532766,1.89440285,1.01269308,1.15130112,0.54007670,0.01743521,0.00371665,0.34493092
-4.64932466,1.93319617,1.00148414,1.18309625,0.55960012,0.01766989,0.00379254,0.34503146
-4.64332166,1.97726663,0.99200534,1.21823340,0.58139831,0.01795706,0.00386192,0.34522148
-4.63731866,2.02645537,0.98442076,1.25659999,0.60537813,0.01829576,0.00392540,0.34546354
-4.63131566,2.08040735,0.97881301,1.29795694,0.63137872,0.01868276,0.00398354,0.34570624
-4.62531266,2.13856195,0.97518013,1.34193043,0.65916802,0.01911251,0.00403681,0.34588576
-4.61930965,2.20015076,0.97343519,1.38800857,0.68844174,0.01957715,0.00408561,0.34592787
-4.61330665,2.26420360,0.97340871,1.43554379,0.71882489,0.02006671,0.00413017,0.34575025
-4.60730365,2.32956298,0.97485391,1.48376120,0.74987625,0.02056927,0.00417056,0.34526499
-4.60130065,2.39490720,0.97745466,1.53177326,0.78109570,0.02107132,0.00420672,0.34438127
-4.59529765,2.45878180,0.98083603,1.57860039,0.81193455,0.02155814,0.00423845,0.34300811
-4.58929465,2.51963849,0.98457703,1.62319721,0.84180837,0.02201427,0.00426545,0.34105720
-4.58329165,2.57588062,0.98822543,1.66448350,0.87011237,0.02242401,0.00428743,0.33844565
-4.57728864,2.62591352,0.99131402,1.70137887,0.89623856,0.02277199,0.00430411,0.33509877
-4.57128564,2.66819799,0.99337799,1.73283975,0.91959418,0.02304366,0.00431536,0.33095266
-4.56528264,2.70130477,0.99397278,1.75789724,0.93962093,0.02322592,0.00432127,0.32595664
-4.55927964,2.72396780,0.99269183,1.77569418,0.95581386,0.02330753,0.00432221,0.32007554
-4.55327664,2.73513404,0.98918369,1.78551980,0.96773957,0.02327961,0.00431896,0.31329159
-4.54727364,2.73400778,0.98316782,1.78684042,0.97505263,0.02313597,0.00431277,0.30560605
-4.54127064,2.72008726,0.97444852,1.77932479,0.97750983,0.02287340,0.00430537,0.29704039
-4.53526763,2.69319230,0.96292654,1.76286299,0.97498129,0.02249183,0.00429906,0.28763699
-4.52926463,2.65348147,0.94860789,1.73757789,0.96745835,0.02199438,0.00429667,0.27745937
-4.52326163,2.60145825,0.93160950,1.70382893,0.95505755,0.02138729,0.00430157,0.26659183
-4.51725863,2.53796584,0.91216161,1.66220786,0.93802079,0.02067978,0.00431760,0.25513849
-4.51125563,2.46417096,0.89060661,1.61352678,0.91671152,0.01988374,0.00434899,0.24322186
-4.50525263,2.38153735,0.86739456,1.55879920,0.89160718,0.01901343,0.00440025,0.23098073
-4.49924962,2.29179018,0.84307531,1.49921471,0.86328826,0.01808503,0.00447606,0.21856771
-4.49324662,2.19687288,0.81828758,1.43610863,0.83242432,0.01711617,0.00458109,0.20614622
-4.48724362,2.09889802,0.79374520,1.37092784,0.79975757,0.01612546,0.00471983,0.19388720
-4.48124062,2.00009425,0.77022094,1.30519398,0.76608464,0.01513195,0.00489646,0.18196554
-4.47523762,1.90275103,0.74852834,1.24046557,0.73223712,0.01415469,0.00511467,0.17055636
-4.46923462,1.80916306,0.72950191,1.17830015,0.69906151,0.01321220,0.00537747,0.15983123
-4.46323162,1.72157595,0.71397618,1.12021771,0.66739919,0.01232212,0.00568709,0.14995439
-4.45722861,1.64213462,0.70276418,1.06766618,0.63806693,0.01150079,0.00604486,0.14107922
-4.45122561,1.57283555,0.69663557,1.02198996,0.61183844,0.01076294,0.00645111,0.13334473
-4.44522261,1.51548378,0.69629506,0.98440190,0.58942722,0.01012147,0.00690514,0.12687252
-4.43921961,1.47165526,0.70236158,0.95595914,0.57147127,0.00958724,0.00740523,0.12176388
-4.43321661,1.44266509,0.71534852,0.93754301,0.55851953,0.00916890,0.00794866,0.11809743
-4.42721361,1.42954162,0.73564567,0.92984304,0.55102058,0.00887290,0.00853182,0.11592706
-4.42121061,1.43300675,0.76350324,0.93334502,0.54931344,0.00870336,0.00915028,0.11528039
-4.41520760,1.45346224,0.79901853,0.94832304,0.55362064,0.00866211,0.00979902,0.11615763
-4.40920460,1.49098204,0.84212564,0.97483530,0.56404370,0.00874877,0.01047254,0.11853104
-4.40320160,1.54531061,0.89258881,1.01272364,0.58056086,0.00896073,0.01116512,0.12234490
-4.39719860,1.61586710,0.94999973,1.06161663,0.60302724,0.00929331,0.01187097,0.12751597
-4.39119560,1.70175529,1.01377924,1.12093608,0.63117742,0.00973984,0.01258447,0.13393471
-4.38519260,1.80177944,1.08318372,1.18990697,0.66463029,0.01029178,0.01330036,0.14146690
-4.37918959,1.91446568,1.15731630,1.26757075,0.70289640,0.01093887,0.01401387,0.14995609
-4.37318659,2.03808898,1.23514283,1.35280178,0.74538746,0.01166933,0.01472083,0.15922650
-4.36718359,2.17070544,1.31551256,1.44432702,0.79142811,0.01246997,0.01541778,0.16908654
-4.36118059,2.31018930,1.39718296,1.54074859,0.84026966,0.01332648,0.01610196,0.17933292
-4.35517759,2.45427440,1.47884821,1.64056901,0.89110550,0.01422359,0.01677130,0.18975508
-4.34917459,2.60059903,1.55917050,1.74221881,0.94308806,0.01514538,0.01742430,0.20014003
-4.34317159,2.74675344,1.63681308,1.84408595,0.99534674,0.01607550,0.01805993,0.21027734
-4.33716858,2.89032873,1.71047405,1.94454638,1.04700632,0.01699750,0.01867746,0.21996413
-4.33116558,3.02896590,1.77891951,2.04199529,1.09720558,0.01789510,0.01927621,0.22900999
-4.32516258,3.16040368,1.84101491,2.13487799,1.14511527,0.01875251,0.01985542,0.23724146
-4.31915958,3.28252368,1.89575332,2.22171981,1.18995513,0.01955475,0.02041395,0.24450611
-4.31315658,3.39339160,1.94227947,2.30115409,1.23100927,0.02028792,0.02095013,0.25067584
-4.30715358,3.49129317,1.97990868,2.37194748,1.26763957,0.02093948,0.02146160,0.25564949
