energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.54977489,2.19178519,0.00503623,0.34609896,1.74052767,0.64044152,0.01441965,0.82644426,0.50608539,0.22843642
-5.54377189,2.17211464,0.00490584,0.34384964,1.72985977,0.62760567,0.01519754,0.82236001,0.49626113,0.23164018
-5.53776888,2.16299233,0.00480549,0.34257971,1.72401806,0.61831509,0.01601284,0.82240258,0.48899311,0.23617610
-5.53176588,2.16389362,0.00473051,0.34223977,1.72276734,0.61246508,0.01685304,0.82632014,0.48423283,0.24189239
-5.52576288,2.17417210,0.00467587,0.34277361,1.72581432,0.60991778,0.01770425,0.83380815,0.48190126,0.24862115
-5.51975988,2.19308613,0.00463637,0.34412041,1.73281867,0.61051008,0.01855159,0.84452057,0.48189375,0.25618385
-5.51375688,2.21982586,0.00460677,0.34621696,1.74340368,0.61406141,0.01937963,0.85808141,0.48408484,0.26439684
-5.50775388,2.25353978,0.00458197,0.34899971,1.75716644,0.62038114,0.02017291,0.87409617,0.48833310,0.27307706
-5.50175088,2.29335967,0.00455717,0.35240659,1.77368672,0.62927511,0.02091644,0.89216289,0.49448539,0.28204728
-5.49574787,2.33842319,0.00452800,0.35637857,1.79253480,0.64055123,0.02159622,0.91188222,0.50238078,0.29114115
-5.48974487,2.38789336,0.00449065,0.36086093,1.81327772,0.65402392,0.02219973,0.93286642,0.51185374,0.30020757
-5.48374187,2.44097457,0.00444195,0.36580409,1.83548436,0.66951719,0.02271638,0.95474710,0.52273665,0.30911428
-5.47773887,2.49692486,0.00437946,0.37116411,1.85872916,0.68686645,0.02313792,0.97718147,0.53486174,0.31775071
-5.47173587,2.55506429,0.00430147,0.37690278,1.88259506,0.70591901,0.02345869,0.99985720,0.54806238,0.32602980
-5.46573287,2.61477991,0.00420707,0.38298731,1.90667575,0.72653344,0.02367587,1.02249598,0.56217400,0.33388891
-5.45972986,2.67552730,0.00409607,0.38938972,1.93057766,0.74857792,0.02378953,1.04485575,0.57703466,0.34128977
-5.45372686,2.73682958,0.00396902,0.39608599,1.95392211,0.77192784,0.02380262,1.06673206,0.59248556,0.34821747
-5.44772386,2.79827427,0.00382708,0.40305487,1.97634787,0.79646294,0.02372084,1.08795848,0.60837161,0.35467876
-5.44172086,2.85950877,0.00367201,0.41027672,1.99751446,0.82206418,0.02355232,1.10840651,0.62454228,0.36069959
-5.43571786,2.92023522,0.00350600,0.41773220,2.01710625,0.84861086,0.02330734,1.12798512,0.64085281,0.36632218
-5.42971486,2.98020534,0.00333166,0.42540105,2.03483752,0.87597795,0.02299786,1.14664019,0.65716599,0.37160177
-5.42371186,3.03921589,0.00315183,0.43326096,2.05045828,0.90403423,0.02263696,1.16435387,0.67335441,0.37660323
-5.41770885,3.09710523,0.00296955,0.44128670,2.06376079,0.93264121,0.02223840,1.18114413,0.68930336,0.38139774
-5.41170585,3.15375122,0.00278793,0.44944947,2.07458627,0.96165302,0.02181596,1.19706444,0.70491412,0.38605962
-5.40570285,3.20907068,0.00261007,0.45771656,2.08283161,0.99091748,0.02138296,1.21220355,0.72010758,0.39066363
-5.39969985,3.26302038,0.00243901,0.46605135,2.08845539,1.02027816,0.02095170,1.22668538,0.73482802,0.39528260
-5.39369685,3.31559933,0.00227765,0.47441367,2.09148289,1.04957751,0.02053307,1.24066878,0.74904675,0.39998576
-5.38769385,3.36685188,0.00212875,0.48276040,2.09200951,1.07866074,0.02013610,1.25434697,0.76276533,0.40483750
-5.38169085,3.41687139,0.00199486,0.49104644,2.09020215,1.10738044,0.01976773,1.26794652,0.77601807,0.40989677
-5.37568784,3.46580357,0.00187835,0.49922580,2.08629820,1.13560149,0.01943264,1.28172559,0.78887358,0.41521697
-5.36968484,3.51384903,0.00178137,0.50725288,2.08060200,1.16320595,0.01913317,1.29597122,0.80143503,0.42084621
-5.36368184,3.56126421,0.00170590,0.51508381,2.07347837,1.19009768,0.01886936,1.31099540,0.81383886,0.42682794
-5.35767884,3.60836016,0.00165376,0.52267772,2.06534354,1.21620630,0.01863910,1.32712988,0.82625191,0.43320166
-5.35167584,3.65549857,0.00162660,0.52999785,2.05665339,1.24149015,0.01843842,1.34471951,0.83886681,0.44000371
-5.34567284,3.70308464,0.00162597,0.53701255,2.04788945,1.26593789,0.01826171,1.36411410,0.85189560,0.44726787
-5.33966983,3.75155640,0.00165327,0.54369583,2.03954304,1.28956875,0.01810219,1.38565893,0.86556175,0.45502576
-5.33366683,3.80137066,0.00170980,0.55002768,2.03209798,1.31243096,0.01795229,1.40968392,0.88009088,0.46330686
-5.32766383,3.85298554,0.00179676,0.55599389,2.02601268,1.33459855,0.01780405,1.43649180,0.89570022,0.47213808
-5.32166083,3.90684007,0.00191520,0.56158553,2.02170209,1.35616642,0.01764958,1.46634557,0.91258753,0.48154288
-5.31565783,3.96333142,0.00206603,0.56679798,2.01952035,1.37724387,0.01748145,1.49945559,0.93091970,0.49153998
-5.30965483,4.02279071,0.00224992,0.57162964,2.01974469,1.39794681,0.01729304,1.53596699,0.95082169,0.50214154
-5.30365183,4.08545828,0.00246731,0.57608024,2.02256141,1.41838899,0.01707881,1.57594768,0.97236620,0.51335118
-5.29764882,4.15145961,0.00271830,0.58014908,2.02805438,1.43867253,0.01683453,1.61937766,0.99556480,0.52516173
-5.29164582,4.22078329,0.00300258,0.58383303,2.03619669,1.45887853,0.01655744,1.66614031,1.02036086,0.53755295
-5.28564282,4.29326206,0.00331937,0.58712464,2.04684584,1.47905780,0.01624625,1.71601596,1.04662482,0.55048941
-5.27963982,4.36855834,0.00366733,0.59001033,2.05974278,1.49922268,0.01590120,1.76867847,1.07415205,0.56391873
-5.27363682,4.44615533,0.00404445,0.59246890,2.07451486,1.51934014,0.01552386,1.82369511,1.10266374,0.57777019
-5.26763382,4.52535450,0.00444808,0.59447044,2.09068290,1.53932671,0.01511706,1.88053006,1.13181076,0.59195410
-5.26163082,4.60528032,0.00487477,0.59597569,2.10767209,1.55904566,0.01468461,1.93855169,1.16118052,0.60636184
-5.25562781,4.68489238,0.00532036,0.59693610,2.12482650,1.57830666,0.01423110,1.99704355,1.19030675,0.62086676
-5.24962481,4.76300514,0.00577989,0.59729442,2.14142675,1.59686813,0.01376158,2.05521898,1.21868187,0.63532588
-5.24362181,4.83831474,0.00624769,0.59698602,2.15671045,1.61444228,0.01328133,2.11223886,1.24577140,0.64958247
-5.23761881,4.90943233,0.00671745,0.59594091,2.16989445,1.63070279,0.01279559,2.16723205,1.27103010,0.66346934
-5.23161581,4.97492270,0.00718230,0.59408632,2.18019851,1.64529485,0.01230927,2.21931776,1.29391897,0.67681277
-5.22561281,5.03334687,0.00763493,0.59134977,2.18686931,1.65784721,0.01182683,2.26762905,1.31392265,0.68943685
-5.21960980,5.08330694,0.00806780,0.58766261,2.18920412,1.66798577,0.01135205,2.31133665,1.33056633,0.70116814
-5.21360680,5.12349144,0.00847330,0.58296376,2.18657320,1.67534804,0.01088798,2.34967201,1.34343158,0.71184033
-5.20760380,5.15271915,0.00884397,0.57720348,2.17844017,1.67959794,0.01043684,2.38194874,1.35217033,0.72129874
-5.20160080,5.16997952,0.00917269,0.57034708,2.16437964,1.68044014,0.01000007,2.40758159,1.35651661,0.72940439
-5.19559780,5.17446789,0.00945293,0.56237821,2.14409132,1.67763325,0.00957830,2.42610209,1.35629531,0.73603759
-5.18959480,5.16561386,0.00967895,0.55330168,2.11741023,1.67100126,0.00917153,2.43717028,1.35142778,0.74110069
-5.18359180,5.14310144,0.00984598,0.54314550,2.08431251,1.66044260,0.00877915,2.44058210,1.34193399,0.74452002
-5.17758879,5.10688019,0.00995040,0.53196208,2.04491667,1.64593632,0.00840015,2.43627214,1.32793121,0.74624696
-5.17158579,5.05716662,0.00998985,0.51982844,1.99948017,1.62754507,0.00803322,2.42431172,1.30962916,0.74625804
-5.16558279,4.99443584,0.00996334,0.50684532,1.94839149,1.60541466,0.00767696,2.40490247,1.28732213,0.74455417
-5.15957979,4.91940394,0.00987127,0.49313518,1.89215798,1.57977025,0.00732994,2.37836586,1.26137807,0.74115906
-5.15357679,4.83300168,0.00971540,0.47883919,1.83138987,1.55090920,0.00699090,2.34512911,1.23222549,0.73611701
-5.14757379,4.73634103,0.00949885,0.46411323,1.76678125,1.51919105,0.00665883,2.30570830,1.20033844,0.72949010
-5.14157079,4.63067585,0.00922592,0.44912299,1.69908845,1.48502501,0.00633302,2.26068945,1.16622041,0.72135511
-5.13556778,4.51735877,0.00890203,0.43403858,1.62910695,1.44885564,0.00601317,2.21070849,1.13038773,0.71180024
-5.12956478,4.39779611,0.00853344,0.41902865,1.55764757,1.41114735,0.00569934,2.15643091,1.09335320,0.70092186
-5.12356178,4.27340313,0.00812712,0.40425447,1.48551281,1.37236867,0.00539202,2.09853211,1.05561053,0.68882145
-5.11755878,4.14556144,0.00769048,0.38986416,1.41347441,1.33297685,0.00509203,2.03767919,1.01762030,0.67560291
-5.11155578,4.01558057,0.00723118,0.37598741,1.34225287,1.29340376,0.00480054,1.97451486,0.97979792,0.66137029
-5.10555278,3.88466541,0.00675687,0.36273099,1.27249971,1.25404368,0.00451896,1.90964402,0.94250401,0.64622609
-5.09954977,3.75389070,0.00627498,0.35017525,1.20478318,1.21524361,0.00424893,1.84362351,0.90603749,0.63027015
-5.09354677,3.62418365,0.00579254,0.33837179,1.13957777,1.17729647,0.00399219,1.77695512,0.87063167,0.61359913
-5.08754377,3.49631501,0.00531603,0.32734253,1.07725803,1.14043759,0.00375058,1.71008200,0.83645324,0.59630659
-5.08154077,3.37089877,0.00485119,0.31708018,1.01809651,1.10484438,0.00352596,1.64338833,0.80360417,0.57848352
-5.07553777,3.24839994,0.00440299,0.30755011,0.96226609,1.07063927,0.00332017,1.57720190,0.77212626,0.56021935
-5.06953477,3.12914952,0.00397554,0.29869358,0.90984608,1.03789545,0.00313499,1.51179930,0.74200800,0.54160315
-5.06353177,3.01336551,0.00357207,0.29043216,0.86083189,1.00664503,0.00297215,1.44741300,0.71319329,0.52272510
-5.05752876,2.90117823,0.00319492,0.28267304,0.81514750,0.97688906,0.00283331,1.38423982,0.68559160,0.50367784
-5.05152576,2.79265840,0.00284562,0.27531519,0.77266012,0.94860854,0.00272005,1.32245014,0.65908880,0.48455771
-5.04552276,2.68784591,0.00252492,0.26825577,0.73319616,0.92177586,0.00263389,1.26219701,0.63355831,0.46546572
-5.03951976,2.58677754,0.00223289,0.26139678,0.69655782,0.89636583,0.00257633,1.20362468,0.60887184,0.44650804
-5.03351676,2.48951183,0.00196898,0.25465138,0.66253931,0.87236552,0.00254880,1.14687586,0.58490919,0.42779596
-5.02751376,2.39614966,0.00173219,0.24794974,0.63094216,0.84978244,0.00255269,1.09209725,0.56156682,0.40944530
-5.02151076,2.30684930,0.00152112,0.24124411,0.60158876,0.82865034,0.00258934,1.03944303,0.53876450,0.39157510
-5.01550775,2.22183506,0.00133407,0.23451292,0.57433381,0.80903262,0.00266001,0.98907595,0.51645007,0.37430573
-5.00950475,2.14139932,0.00116918,0.22776372,0.54907315,0.79102279,0.00276581,0.94116610,0.49460203,0.35775636
-5.00350175,2.06589789,0.00102448,0.22103495,0.52574983,0.77474245,0.00290770,0.89588741,0.47322993,0.34204195
-4.99749875,1.99573918,0.00089796,0.21439639,0.50435734,0.76033664,0.00308634,0.85341211,0.45237267,0.32726989
-4.99149575,1.93136819,0.00078768,0.20794850,0.48494006,0.74796720,0.00330207,0.81390354,0.43209499,0.31353640
-4.98549275,1.87324648,0.00069176,0.20182058,0.46759127,0.73780455,0.00355476,0.77750783,0.41248240,0.30092292
-4.97948974,1.82182952,0.00060845,0.19616798,0.45244888,0.73001849,0.00384372,0.74434503,0.39363490,0.28949266
-4.97348674,1.77754310,0.00053615,0.19116854,0.43968940,0.72476876,0.00416763,0.71450029,0.37566002,0.27928759
-4.96748374,1.74076037,0.00047340,0.18701825,0.42952057,0.72219603,0.00452439,0.68801577,0.35866563,0.27032595
-4.96148074,1.71178101,0.00041892,0.18392665,0.42217307,0.72241380,0.00491110,0.66488378,0.34275284,0.26260059
-4.95547774,1.69081383,0.00037160,0.18211174,0.41789171,0.72550192,0.00532396,0.64504179,0.32800955,0.25607811
-4.94947474,1.67796391,0.00033047,0.18179482,0.41692654,0.73150198,0.00575831,0.62836964,0.31450495,0.25069910
-4.94347174,1.67322483,0.00029471,0.18319534,0.41952407,0.74041491,0.00620855,0.61468924,0.30228530,0.24637931
-4.93746873,1.67647643,0.00026361,0.18652564,0.42591894,0.75220075,0.00666830,0.60376693,0.29137100,0.24301193
-4.93146573,1.68748785,0.00023660,0.19198596,0.43632601,0.76678053,0.00713041,0.59531840,0.28175538,0.24047071
-4.92546273,1.70592544,0.00021318,0.19975945,0.45093307,0.78404000,0.00758714,0.58901601,0.27340485,0.23861400
-4.91945973,1.73136468,0.00019295,0.21000736,0.46989406,0.80383480,0.00803030,0.58449824,0.26626056,0.23728936
-4.91345673,1.76330513,0.00017558,0.22286438,0.49332281,0.82599650,0.00845151,0.58138062,0.26024124,0.23633862
-4.90745373,1.80118695,0.00016079,0.23843408,0.52128705,0.85033901,0.00884236,0.57926782,0.25524716,0.23560314
-4.90145073,1.84440795,0.00014835,0.25678458,0.55380295,0.87666475,0.00919472,0.57776611,0.25116469,0.23492902
-4.89544772,1.89233967,0.00013808,0.27794436,0.59082971,0.90477008,0.00950095,0.57649568,0.24787132,0.23417195
-4.88944472,1.94434150,0.00012981,0.30189832,0.63226457,0.93444947,0.00975417,0.57510206,0.24524077,0.23320162
-4.88344172,1.99977185,0.00012341,0.32858433,0.67793805,0.96549816,0.00994850,0.57326628,0.24314789,0.23190531
-4.87743872,2.05799587,0.00011877,0.35789011,0.72760977,0.99771300,0.01007923,0.57071319,0.24147307,0.23019072
-4.87143572,2.11838925,0.00011578,0.38965093,0.78096477,1.03089161,0.01014300,0.56721756,0.24010594,0.22798772
-4.86543272,2.18033839,0.00011438,0.42364809,0.83761098,1.06482978,0.01013794,0.56260786,0.23894822,0.22524916
-4.85942971,2.24323722,0.00011446,0.45960844,0.89707777,1.09931764,0.01006368,0.55676760,0.23791568,0.22195065
-4.85342671,2.30648140,0.00011597,0.49720519,0.95881626,1.13413477,0.00992141,0.54963430,0.23693902,0.21808943
-4.84742371,2.36946085,0.00011883,0.53606005,1.02220148,1.16904498,0.00971383,0.54119624,0.23596388,0.21368243
-4.84142071,2.43155173,0.00012296,0.57574700,1.08653689,1.20379120,0.00944501,0.53148742,0.23494996,0.20876366
-4.83541771,2.49210895,0.00012829,0.61579758,1.15106138,1.23809100,0.00912028,0.52058105,0.23386950,0.20338110
-4.82941471,2.55046046,0.00013472,0.65570788,1.21495887,1.27163349,0.00874601,0.50858201,0.23270510,0.19759339
-4.82341171,2.60590420,0.00014216,0.69494706,1.27737073,1.30407790,0.00832942,0.49561887,0.23144732,0.19146636
-4.81740870,2.65770858,0.00015050,0.73296733,1.33741069,1.33505415,0.00787832,0.48183576,0.23009206,0.18506970
-4.81140570,2.70511704,0.00015961,0.76921508,1.39418205,1.36416588,0.00740085,0.46738470,0.22863800,0.17847389
-4.80540270,2.74735689,0.00016935,0.80314295,1.44679687,1.39099568,0.00690523,0.45241878,0.22708430,0.17174754
-4.79939970,2.78365240,0.00017958,0.83422246,1.49439645,1.41511272,0.00639955,0.43708629,0.22542864,0.16495529
-4.79339670,2.81324172,0.00019014,0.86195667,1.53617258,1.43608230,0.00589152,0.42152630,0.22366575,0.15815618
-4.78739370,2.83539697,0.00020083,0.88589261,1.57138867,1.45347720,0.00538829,0.40586555,0.22178652,0.15140276
-4.78139070,2.84944661,0.00021149,0.90563289,1.59940008,1.46689009,0.00489629,0.39021693,0.21977773,0.14474066
-4.77538769,2.85479904,0.00022191,0.92084608,1.61967281,1.47594665,0.00442114,0.37467925,0.21762235,0.13820885
-4.76938469,2.85096618,0.00023191,0.93127554,1.63179971,1.48031872,0.00396754,0.35933836,0.21530042,0.13184027
-4.76338169,2.83758606,0.00024128,0.93674618,1.63551370,1.47973695,0.00353926,0.34426932,0.21279043,0.12566294
-4.75737869,2.81444300,0.00024985,0.93716909,1.63069720,1.47400223,0.00313912,0.32953946,0.21007111,0.11970133
-4.75137569,2.78148463,0.00025744,0.93254377,1.61738755,1.46299570,0.00276906,0.31521198,0.20712346,0.11397797
-4.74537269,2.73883484,0.00026388,0.92295782,1.59577802,1.44668655,0.00243014,0.30134993,0.20393306,0.10851513
-4.73936968,2.68680192,0.00026903,0.90858426,1.56621439,1.42513765,0.00212269,0.28802021,0.20049226,0.10333648
-4.73336668,2.62588167,0.00027278,0.88967651,1.52918729,1.39850849,0.00184635,0.27529747,0.19680243,0.09846874
-4.72736368,2.55675522,0.00027502,0.86656126,1.48532045,1.36705559,0.00160022,0.26326753,0.19287593,0.09394305
-4.72136068,2.48028162,0.00027571,0.83962956,1.43535538,1.33113018,0.00138296,0.25203027,0.18873777,0.08979623
-4.71535768,2.39748549,0.00027479,0.80932646,1.38013313,1.29117338,0.00119291,0.24170182,0.18442684,0.08607167
-4.70935468,2.30954016,0.00027227,0.77613959,1.32057366,1.24770900,0.00102816,0.23241588,0.17999675,0.08281994
-4.70335168,2.21774686,0.00026818,0.74058706,1.25765367,1.20133423,0.00088670,0.22432412,0.17551602,0.08009904
-4.69734867,2.12351051,0.00026257,0.70320526,1.19238362,1.15270844,0.00076645,0.21759564,0.17106772,0.07797428
-4.69134567,2.02831297,0.00025554,0.66453668,1.12578476,1.10254051,0.00066538,0.21241544,0.16674861,0.07651777
-4.68534267,1.93368434,0.00024720,0.62511838,1.05886668,1.05157500,0.00058155,0.20898189,0.16266754,0.07580760
-4.67933967,1.84117301,0.00023769,0.58547123,0.99260626,1.00057733,0.00051312,0.20750327,0.15894345,0.07592648
-4.67333667,1.75231514,0.00022716,0.54609031,0.92792845,0.95031864,0.00045844,0.20819337,0.15570272,0.07696019
-4.66733367,1.66860424,0.00021577,0.50743653,0.86568918,0.90156027,0.00041600,0.21126631,0.15307619,0.07899554
-4.66133067,1.59146127,0.00020372,0.46992973,0.80666102,0.85503848,0.00038451,0.21693056,0.15119571,0.08211806
-4.65532766,1.52220599,0.00019118,0.43394320,0.75152143,0.81144952,0.00036282,0.22538243,0.15019047,0.08640939
-4.64932466,1.46202983,0.00017834,0.39979973,0.70084402,0.77143536,0.00034997,0.23679904,0.15018315,0.09194444
-4.64332166,1.41197086,0.00016537,0.36776908,0.65509255,0.73557047,0.00034513,0.25133099,0.15128600,0.09878832
