energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,4.13199902,0.01546250,0.57030343,0.53131844,0.37331762,1.38963287,1.56504663,1.64890127,0.00000000
-5.99399700,4.17734599,0.01560304,0.56826992,0.53741370,0.38056740,1.41391911,1.57866004,1.67717413,0.00000000
-5.98799400,4.22210797,0.01576129,0.56597450,0.54279160,0.38796249,1.43717404,1.59256930,1.70517285,0.00000000
-5.98199100,4.26576468,0.01593426,0.56331821,0.54750653,0.39542442,1.45900901,1.60655515,1.73272770,0.00000000
-5.97598799,4.30792295,0.01611891,0.56022436,0.55164091,0.40287915,1.47909236,1.62044472,1.75971511,0.00000000
-5.96998499,4.34831908,0.01631235,0.55663863,0.55530195,0.41025952,1.49715479,1.63411271,1.78605830,0.00000000
-5.96398199,4.38681767,0.01651189,0.55252862,0.55861765,0.41750754,1.51299307,1.64748092,1.81172676,0.00000000
-5.95797899,4.42340725,0.01671522,0.54788286,0.56173227,0.42457648,1.52647225,1.66051667,1.83673468,0.00000000
-5.95197599,4.45819324,0.01692047,0.54270938,0.56480129,0.43143279,1.53752625,1.67323003,1.86113841,0.00000000
-5.94597299,4.49138832,0.01712630,0.53703415,0.56798610,0.43805755,1.54615679,1.68567022,1.88503295,0.00000000
-5.93996998,4.52330076,0.01733195,0.53089920,0.57144867,0.44444755,1.55243078,1.69792123,1.90854768,0.00000000
-5.93396698,4.55432068,0.01753727,0.52436078,0.57534614,0.45061587,1.55647614,1.71009672,1.93184114,0.00000000
-5.92796398,4.58490478,0.01774269,0.51748741,0.57982576,0.45659187,1.55847619,1.72233447,1.95509513,0.00000000
-5.92196098,4.61555945,0.01794920,0.51035802,0.58502009,0.46242058,1.55866282,1.73479025,1.97850804,0.00000000
-5.91595798,4.64682270,0.01815829,0.50306006,0.59104273,0.46816152,1.55730849,1.74763123,2.00228757,0.00000000
-5.90995498,4.67924524,0.01837179,0.49568764,0.59798466,0.47388689,1.55471746,1.76102917,2.02664300,0.00000000
-5.90395198,4.71337081,0.01859182,0.48833978,0.60591120,0.47967929,1.55121639,1.77515324,2.05177713,0.00000000
-5.89794897,4.74971654,0.01882059,0.48111854,0.61485989,0.48562893,1.54714464,1.79016279,2.07787809,0.00000000
-5.89194597,4.78875363,0.01906027,0.47412730,0.62483902,0.49183052,1.54284459,1.80620020,2.10511140,0.00000000
-5.88594297,4.83088896,0.01931280,0.46746895,0.63582720,0.49837994,1.53865231,1.82338395,2.13361232,0.00000000
-5.87993997,4.87644837,0.01957974,0.46124412,0.64777362,0.50537075,1.53488883,1.84180226,2.16347909,0.00000000
-5.87393697,4.92566212,0.01986214,0.45554940,0.66059926,0.51289083,1.53185227,1.86150749,2.19476712,0.00000000
-5.86793397,4.97865326,0.02016037,0.45047567,0.67419885,0.52101917,1.52981116,1.88251158,2.22748451,0.00000000
-5.86193097,5.03542942,0.02047402,0.44610638,0.68844353,0.52982298,1.52899901,1.90478279,2.26158908,0.00000000
-5.85592796,5.09587844,0.02080187,0.44251609,0.70318408,0.53935526,1.52961036,1.92824395,2.29698719,0.00000000
-5.84992496,5.15976826,0.02114182,0.43976903,0.71825472,0.54965291,1.53179830,1.95277242,2.33353429,0.00000000
-5.84392196,5.22675108,0.02149091,0.43791792,0.73347714,0.56073548,1.53567344,1.97820182,2.37103740,0.00000000
-5.83791896,5.29637187,0.02184538,0.43700308,0.74866479,0.57260450,1.54130445,2.00432559,2.40925932,0.00000000
-5.83191596,5.36808088,0.02220076,0.43705169,0.76362720,0.58524363,1.54871976,2.03090228,2.44792449,0.00000000
-5.82591296,5.44124992,0.02255203,0.43807754,0.77817423,0.59861930,1.55791053,2.05766247,2.48672631,0.00000000
-5.81990995,5.51519159,0.02289375,0.44008095,0.79212004,0.61268211,1.56883456,2.08431708,2.52533555,0.00000000
-5.81390695,5.58918103,0.02322029,0.44304917,0.80528683,0.62736867,1.58142101,2.11056670,2.56340967,0.00000000
-5.80790395,5.66247917,0.02352601,0.44695704,0.81750816,0.64260397,1.59557560,2.13611175,2.60060262,0.00000000
-5.80190095,5.73435680,0.02380551,0.45176803,0.82863179,0.65830402,1.61118624,2.16066285,2.63657479,0.00000000
-5.79589795,5.80411841,0.02405384,0.45743555,0.83852215,0.67437880,1.62812872,2.18395121,2.67100284,0.00000000
-5.78989495,5.87112516,0.02426671,0.46390450,0.84706230,0.69073525,1.64627242,2.20573851,2.70358902,0.00000000
-5.78389195,5.93481596,0.02444064,0.47111309,0.85415554,0.70728021,1.66548570,2.22582583,2.73406974,0.00000000
-5.77788894,5.99472607,0.02457316,0.47899467,0.85972663,0.72392328,1.68564103,2.24406148,2.76222319,0.00000000
-5.77188594,6.05050247,0.02466292,0.48747972,0.86372267,0.74057931,1.70661947,2.26034710,2.78787567,0.00000000
-5.76588294,6.10191544,0.02470974,0.49649771,0.86611378,0.75717053,1.72831460,2.27464218,2.81090663,0.00000000
-5.75987994,6.14886602,0.02471466,0.50597891,0.86689349,0.77362815,1.75063561,2.28696635,2.83125207,0.00000000
-5.75387694,6.19138880,0.02467991,0.51585595,0.86607897,0.78989341,1.77350960,2.29739982,2.84890634,0.00000000
-5.74787394,6.22964994,0.02460887,0.52606513,0.86371097,0.80591793,1.79688286,2.30608142,2.86392213,0.00000000
-5.74187094,6.26394037,0.02450594,0.53654736,0.85985357,0.82166342,1.82072115,2.31320469,2.87640862,0.00000000
-5.73586793,6.29466409,0.02437640,0.54724868,0.85459363,0.83710069,1.84500889,2.31901183,2.88652770,0.00000000
-5.72986493,6.32232182,0.02422625,0.55812042,0.84803983,0.85220799,1.86974723,2.32378574,2.89448839,0.00000000
-5.72386193,6.34749041,0.02406198,0.56911886,0.84032135,0.86696875,1.89495102,2.32784045,2.90053931,0.00000000
-5.71785893,6.37079855,0.02389039,0.58020452,0.83158601,0.88136885,1.92064475,2.33151008,2.90495956,0.00000000
-5.71185593,6.39289941,0.02371830,0.59134105,0.82199786,0.89539356,1.94685757,2.33513680,2.90804801,0.00000000
-5.70585293,6.41444132,0.02355240,0.60249388,0.81173424,0.90902428,1.97361753,2.33905804,2.91011155,0.00000000
-5.69984992,6.43603749,0.02339897,0.61362865,0.80098227,0.92223527,2.00094534,2.34359356,2.91145240,0.00000000
-5.69384692,6.45823598,0.02326371,0.62470956,0.78993477,0.93499072,2.02884780,2.34903270,2.91235534,0.00000000
-5.68784392,6.48149141,0.02315157,0.63569782,0.77878590,0.94724220,2.05731146,2.35562241,2.91307504,0.00000000
-5.68184092,6.50613967,0.02306660,0.64655023,0.76772641,0.95892681,2.08629665,2.36355649,2.91382442,0.00000000
-5.67583792,6.53237713,0.02301189,0.65721814,0.75693887,0.96996620,2.11573238,2.37296660,2.91476455,0.00000000
-5.66983492,6.56024552,0.02298945,0.66764683,0.74659300,0.98026661,2.14551247,2.38391547,2.91599668,0.00000000
-5.66383192,6.58962362,0.02300025,0.67777535,0.73684132,0.98971998,2.17549323,2.39639264,2.91755702,0.00000000
-5.65782891,6.62022650,0.02304424,0.68753705,0.72781539,0.99820628,2.20549296,2.41031313,2.91941470,0.00000000
-5.65182591,6.65161285,0.02312042,0.69686066,0.71962273,1.00559691,2.23529345,2.42551916,2.92147319,0.00000000
-5.64582291,6.68320030,0.02322698,0.70567195,0.71234476,1.01175906,2.26464365,2.44178501,2.92357528,0.00000000
-5.63981991,6.71428841,0.02336140,0.71389594,0.70603572,1.01656100,2.29326531,2.45882485,2.92551158,0.00000000
-5.63381691,6.74408847,0.02352066,0.72145956,0.70072269,1.01987787,2.32086063,2.47630344,2.92703218,0.00000000
-5.62781391,6.77175877,0.02370142,0.72829451,0.69640676,1.02159774,2.34712142,2.49384916,2.92786092,0.00000000
-5.62181091,6.79644368,0.02390020,0.73434038,0.69306516,1.02162770,2.37173959,2.51106885,2.92771163,0.00000000
-5.61580790,6.81731463,0.02411357,0.73954757,0.69065440,1.01989945,2.39441824,2.52756391,2.92630542,0.00000000
-5.60980490,6.83361078,0.02433832,0.74388009,0.68911397,1.01637424,2.41488303,2.54294677,2.92338797,0.00000000
-5.60380190,6.84467727,0.02457159,0.74731783,0.68837064,1.01104674,2.43289299,2.55685705,2.91874604,0.00000000
-5.59779890,6.84999889,0.02481104,0.74985830,0.68834292,1.00394755,2.44825029,2.56897657,2.91222190,0.00000000
-5.59179590,6.84922732,0.02505486,0.75151763,0.68894541,0.99514433,2.46080848,2.57904250,2.90372506,0.00000000
-5.58579290,6.84220034,0.02530183,0.75233075,0.69009296,0.98474126,2.47047845,2.58685800,2.89324035,0.00000000
-5.57978989,6.82895203,0.02555134,0.75235070,0.69170416,0.97287691,2.47723203,2.59229977,2.88083191,0.00000000
-5.57378689,6.80971330,0.02580331,0.75164711,0.69370414,0.95972062,2.48110280,2.59532234,2.86664283,0.00000000
-5.56778389,6.78490282,0.02605816,0.75030384,0.69602652,0.94546754,2.48218399,2.59595871,2.85089034,0.00000000
-5.56178089,6.75510879,0.02631667,0.74841597,0.69861439,0.93033251,2.48062374,2.59431764,2.83385681,0.00000000
-5.55577789,6.72106292,0.02657987,0.74608620,0.70142040,0.91454325,2.47661777,2.59057762,2.81587716,0.00000000
-5.54977489,6.68360790,0.02684896,0.74342094,0.70440601,0.89833307,2.47039988,2.58497809,2.79732337,0.00000000
-5.54377189,6.64366044,0.02712513,0.74052620,0.70753996,0.88193355,2.46223091,2.57780840,2.77858690,0.00000000
-5.53776888,6.60217199,0.02740953,0.73750358,0.71079627,0.86556752,2.45238668,2.56939526,2.76006033,0.00000000
-5.53176588,6.56008940,0.02770311,0.73444648,0.71415188,0.84944276,2.44114560,2.56008927,2.74211900,0.00000000
-5.52576288,6.51831762,0.02800667,0.73143683,0.71758428,0.83374664,2.42877669,2.55025146,2.72510394,0.00000000
-5.51975988,6.47768643,0.02832077,0.72854245,0.72106915,0.81864192,2.41552870,2.54024040,2.70930688,0.00000000
-5.51375688,6.43892289,0.02864579,0.72581514,0.72457851,0.80426396,2.40162084,2.53040049,2.69495839,0.00000000
-5.50775388,6.40263063,0.02898196,0.72328966,0.72807931,0.79071932,2.38723576,2.52105196,2.68221941,0.00000000
-5.50175088,6.36927673,0.02932950,0.72098357,0.73153267,0.77808577,2.37251501,2.51248287,2.67117695,0.00000000
-5.49574787,6.33918637,0.02968862,0.71889795,0.73489398,0.76641357,2.35755733,2.50494328,2.66184371,0.00000000
-5.48974487,6.31254498,0.03005970,0.71701886,0.73811355,0.75572793,2.34241954,2.49864146,2.65416167,0.00000000
-5.48374187,6.28940691,0.03044336,0.71531954,0.74113804,0.74603236,2.32712020,2.49374215,2.64800921,0.00000000
-5.47773887,6.26970967,0.03084050,0.71376309,0.74391250,0.73731261,2.31164539,2.49036643,2.64321112,0.00000000
-5.47173587,6.25329199,0.03125237,0.71230543,0.74638264,0.72954099,2.29595638,2.48859284,2.63955078,0.00000000
-5.46573287,6.23991423,0.03168056,0.71089847,0.74849748,0.72268067,2.27999841,2.48845930,2.63678364,0.00000000
-5.45972986,6.22927934,0.03212691,0.70949321,0.75021185,0.71668983,2.26371009,2.48996539,2.63465098,0.00000000
-5.45372686,6.22105268,0.03259343,0.70804244,0.75148869,0.71152521,2.24703259,2.49307461,2.63289328,0.00000000
-5.44772386,6.21487945,0.03308212,0.70650325,0.75230100,0.70714503,2.22991814,2.49771615,2.63126216,0.00000000
-5.44172086,6.21039853,0.03359475,0.70483873,0.75263300,0.70351107,2.21233702,2.50378619,2.62953034,0.00000000
-5.43571786,6.20725206,0.03413260,0.70301923,0.75248077,0.70058986,2.19428285,2.51114840,2.62749914,0.00000000
-5.42971486,6.20509040,0.03469622,0.70102284,0.75185197,0.69835291,2.17577559,2.51963383,2.62500316,0.00000000
-5.42371186,6.20357287,0.03528511,0.69883520,0.75076481,0.69677619,2.15686241,2.52904038,2.62191213,0.00000000
-5.41770885,6.20236460,0.03589747,0.69644883,0.74924630,0.69583883,2.13761619,2.53913208,2.61813003,0.00000000
-5.41170585,6.20113059,0.03652999,0.69386185,0.74732989,0.69552130,2.11813203,2.54963869,2.61359193,0.00000000
-5.40570285,6.19952821,0.03717764,0.69107646,0.74505264,0.69580330,2.09852220,2.56025595,2.60825890,0.00000000
-5.39969985,6.19719946,0.03783361,0.68809728,0.74245219,0.69666147,2.07890988,2.57064699,2.60211174,0.00000000
-5.39369685,6.19376435,0.03848929,0.68492965,0.73956372,0.69806735,2.05942239,2.58044531,2.59514412,0.00000000
-5.38769385,6.18881690,0.03913434,0.68157824,0.73641711,0.69998561,2.04018452,2.58925960,2.58735593,0.00000000
-5.38169085,6.18192458,0.03975690,0.67804593,0.73303456,0.70237285,2.02131259,2.59668062,2.57874741,0.00000000
-5.37568784,6.17263224,0.04034387,0.67433332,0.72942886,0.70517704,2.00290966,2.60229014,2.56931456,0.00000000
-5.36968484,6.16047064,0.04088126,0.67043863,0.72560236,0.70833781,1.98506249,2.60567174,2.55904637,0.00000000
-5.36368184,6.14496977,0.04135470,0.66635837,0.72154688,0.71178744,1.96784032,2.60642322,2.54792394,0.00000000
-5.35767884,6.12567623,0.04174990,0.66208845,0.71724448,0.71545262,1.95129571,2.60417006,2.53592172,0.00000000
-5.35167584,6.10217383,0.04205318,0.65762583,0.71266905,0.71925686,1.93546723,2.59857928,2.52301054,0.00000000
-5.34567284,6.07410617,0.04225205,0.65297043,0.70778870,0.72312342,1.92038381,2.58937298,2.50916229,0.00000000
-5.33966983,6.04119959,0.04233569,0.64812728,0.70256874,0.72697846,1.90607026,2.57634076,2.49435570,0.00000000
-5.33366683,6.00328490,0.04229544,0.64310857,0.69697510,0.73075440,1.89255340,2.55935032,2.47858281,0.00000000
-5.32766383,5.96031625,0.04212518,0.63793543,0.69097788,0.73439303,1.87986832,2.53835550,2.46185540,0.00000000
-5.32166083,5.91238558,0.04182167,0.63263934,0.68455495,0.73784841,1.86806393,2.51340112,2.44421098,0.00000000
-5.31565783,5.85973158,0.04138468,0.62726284,0.67769530,0.74108910,1.85720740,2.48462446,2.42571765,0.00000000
-5.30965483,5.80274219,0.04081715,0.62185954,0.67040184,0.74409988,1.84738687,2.45225299,2.40647762,0.00000000
-5.30365183,5.74195036,0.04012512,0.61649330,0.66269369,0.74688267,1.83871219,2.41659856,2.38662887,0.00000000
-5.29764882,5.67802314,0.03931757,0.61123662,0.65460765,0.74945663,1.83131333,2.37804832,2.36634502,0.00000000
-5.29164582,5.61174470,0.03840619,0.60616822,0.64619884,0.75185763,1.82533662,2.33705275,2.34583343,0.00000000
-5.28564282,5.54399443,0.03740507,0.60137010,0.63754050,0.75413699,1.82093900,2.29411179,2.32533155,0.00000000
-5.27963982,5.47572137,0.03633023,0.59692403,0.62872295,0.75635977,1.81828052,2.24975955,2.30510207,0.00000000
-5.27363682,5.40791679,0.03519923,0.59290791,0.61985182,0.75860271,1.81751578,2.20454871,2.28542713,0.00000000
-5.26763382,5.34158653,0.03403066,0.58939214,0.61104557,0.76095203,1.81878481,2.15903547,2.26660217,0.00000000
-5.26163082,5.27772493,0.03284366,0.58643624,0.60243261,0.76350122,1.82220418,2.11376574,2.24892986,0.00000000
-5.25562781,5.21729193,0.03165744,0.58408614,0.59414795,0.76634913,1.82785893,2.06926352,2.23271449,0.00000000
-5.24962481,5.16119439,0.03049086,0.58237203,0.58632976,0.76959835,1.83579601,2.02602169,2.21825728,0.00000000
-5.24362181,5.11027270,0.02936201,0.58130732,0.57911585,0.77335395,1.84601973,1.98449585,2.20585278,0.00000000
-5.23761881,5.06529278,0.02828789,0.58088847,0.57264026,0.77772273,1.85848951,1.94510096,2.19578643,0.00000000
-5.23161581,5.02694357,0.02728409,0.58109594,0.56703005,0.78281277,1.87312018,1.90821096,2.18833315,0.00000000
-5.22561281,4.99583905,0.02636460,0.58189607,0.56240237,0.78873332,1.88978474,1.87416065,2.18375684,0.00000000
-5.21960980,4.97252400,0.02554161,0.58324385,0.55886189,0.79559466,1.90831937,1.84324967,2.18231032,0.00000000
-5.21360680,4.95748182,0.02482540,0.58508633,0.55649859,0.80350794,1.92853014,1.81574749,2.18423524,0.00000000
-5.20760380,4.95114301,0.02422427,0.58736644,0.55538587,0.81258458,1.95020110,1.79189899,2.18976148,0.00000000
-5.20160080,4.95389243,0.02374448,0.59002696,0.55557902,0.82293513,1.97310274,1.77192967,2.19910550,0.00000000
-5.19559780,4.96607387,0.02339029,0.59301431,0.55711397,0.83466729,1.99700041,1.75604976,2.21246720,0.00000000
-5.18959480,4.98799052,0.02316393,0.59628195,0.56000630,0.84788302,2.02166182,1.74445680,2.23002487,0.00000000
-5.18359180,5.01990043,0.02306565,0.59979302,0.56425052,0.86267459,2.04686302,1.73733596,2.25192823,0.00000000
-5.17758879,5.06200639,0.02309378,0.60352215,0.56981948,0.87911965,2.07239250,1.73485807,2.27828933,0.00000000
-5.17158579,5.11444042,0.02324480,0.60745625,0.57666402,0.89727542,2.09805297,1.73717517,2.30917174,0.00000000
-5.16558279,5.17724328,0.02351341,0.61159417,0.58471291,0.91717216,2.12366086,1.74441376,2.34457848,0.00000000
-5.15957979,5.25034047,0.02389262,0.61594538,0.59387294,0.93880646,2.14904352,1.75666622,2.38443919,0.00000000
-5.15357679,5.33351605,0.02437385,0.62052762,0.60402938,0.96213440,2.17403466,1.77398071,2.42859755,0.00000000
