energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.14757379,5.42638644,0.02494712,0.62536387,0.61504680,0.98706550,2.19846845,1.79635051,2.47679985,0.00000000
-5.14157079,5.52837645,0.02560113,0.63047866,0.62677031,1.01345755,2.22217288,1.82370327,2.52868559,0.00000000
-5.13556778,5.63869968,0.02632350,0.63589415,0.63902729,1.04111318,2.24496331,1.85589130,2.58378132,0.00000000
-5.12956478,5.75634549,0.02710095,0.64162623,0.65162967,1.06977834,2.26663689,1.89268331,2.64149836,0.00000000
-5.12356178,5.88007452,0.02791955,0.64768080,0.66437672,1.09914327,2.28696854,1.93375867,2.70113527,0.00000000
-5.11755878,6.00842401,0.02876497,0.65405073,0.67705843,1.12884616,2.30570920,1.97870448,2.76188560,0.00000000
-5.11155578,6.13972403,0.02962278,0.66071344,0.68945942,1.15847962,2.32258676,2.02701618,2.82285089,0.00000000
-5.10555278,6.27212463,0.03047870,0.66762947,0.70136320,1.18759986,2.33730991,2.07810171,2.88305917,0.00000000
-5.09954977,6.40363380,0.03131893,0.67474206,0.71255694,1.21573857,2.34957496,2.13128946,2.94148821,0.00000000
-5.09354677,6.53216489,0.03213041,0.68197770,0.72283624,1.24241684,2.35907531,2.18583988,2.99709299,0.00000000
-5.08754377,6.65559195,0.03290111,0.68924778,0.73201019,1.26716084,2.36551332,2.24096034,3.04883628,0.00000000
-5.08154077,6.77181075,0.03362026,0.69645101,0.73990612,1.28951838,2.36861363,2.29582290,3.09572117,0.00000000
-5.07553777,6.87880276,0.03427857,0.70347666,0.74637421,1.30907578,2.36813747,2.34958422,3.13682402,0.00000000
-5.06953477,6.97469941,0.03486837,0.71020827,0.75129155,1.32547404,2.36389675,2.40140705,3.17132637,0.00000000
-5.06353177,7.05784337,0.03538376,0.71652770,0.75456561,1.33842371,2.35576726,2.45048228,3.19854437,0.00000000
-5.05752876,7.12684423,0.03582063,0.72231923,0.75613690,1.34771740,2.34369989,2.49605087,3.21795421,0.00000000
-5.05152576,7.18062571,0.03617668,0.72747347,0.75598083,1.35323953,2.32772928,2.53742469,3.22921230,0.00000000
-5.04552276,7.21846227,0.03645134,0.73189101,0.75410841,1.35497256,2.30797902,2.57400552,3.23216918,0.00000000
-5.03951976,7.24000316,0.03664571,0.73548539,0.75056610,1.35299939,2.28466315,2.60530136,3.22687641,0.00000000
-5.03351676,7.24528287,0.03676233,0.73818553,0.74543445,1.34750169,2.25808365,2.63093952,3.21358593,0.00000000
-5.02751376,7.23471741,0.03680503,0.73993737,0.73882576,1.33875425,2.22862387,2.65067587,3.19274199,0.00000000
-5.02151076,7.20908647,0.03677870,0.74070466,0.73088081,1.32711539,2.19673828,2.66439994,3.16496579,0.00000000
-5.01550775,7.16950237,0.03668901,0.74046906,0.72176464,1.31301406,2.16293885,2.67213571,3.13103356,0.00000000
-5.00950475,7.11736716,0.03654216,0.73922948,0.71166165,1.29693399,2.12777874,2.67403795,3.09184896,0.00000000
-5.00350175,7.05431982,0.03634465,0.73700080,0.70077006,1.27939575,2.09183419,2.67038445,3.04841110,0.00000000
-4.99749875,6.98217612,0.03610297,0.73381205,0.68929604,1.26093752,2.05568525,2.66156437,3.00177953,0.00000000
-4.99149575,6.90286358,0.03582343,0.72970429,0.67744767,1.24209542,2.01989656,2.64806333,2.95303781,0.00000000
-4.98549275,6.81835479,0.03551193,0.72472826,0.66542883,1.22338428,1.98499884,2.63044578,2.90325712,0.00000000
-4.97948974,6.73060174,0.03517380,0.71894199,0.65343353,1.20527984,1.95147211,2.60933559,2.85346171,0.00000000
-4.97348674,6.64147419,0.03481367,0.71240849,0.64164054,1.18820298,1.91973134,2.58539554,2.80459738,0.00000000
-4.96748374,6.55270455,0.03443540,0.70519374,0.63020880,1.17250678,1.89011506,2.55930670,2.75750452,0.00000000
-4.96148074,6.46584162,0.03404204,0.69736501,0.61927365,1.15846692,1.86287757,2.53174855,2.71289651,0.00000000
-4.95547774,6.38221477,0.03363581,0.68898962,0.60894410,1.14627567,1.83818473,2.50338060,2.67134445,0.00000000
-4.94947474,6.30290983,0.03321819,0.68013418,0.59930111,1.13603977,1.81611369,2.47482630,2.63326850,0.00000000
-4.94347174,6.22875719,0.03278995,0.67086441,0.59039709,1.12778205,1.79665611,2.44665968,2.59893594,0.00000000
-4.93746873,6.16033208,0.03235128,0.66124534,0.58225655,1.12144670,1.77972489,2.41939523,2.56846580,0.00000000
-4.93146573,6.09796634,0.03190196,0.65134203,0.57487782,1.11690768,1.76516368,2.39348110,2.54183936,0.00000000
-4.92546273,6.04177027,0.03144143,0.64122062,0.56823580,1.11397986,1.75275872,2.36929577,2.51891582,0.00000000
-4.91945973,5.99166310,0.03096904,0.63094957,0.56228551,1.11243224,1.74225235,2.34714784,2.49945202,0.00000000
-4.91345673,5.94740964,0.03048417,0.62060106,0.55696633,1.11200249,1.73335745,2.32727866,2.48312511,0.00000000
-4.90745373,5.90866100,0.02998640,0.61025231,0.55220667,1.11241214,1.72577203,2.30986736,2.46955666,0.00000000
-4.90145073,5.87499677,0.02947565,0.59998672,0.54792880,1.11338158,1.71919338,2.29503745,2.45833724,0.00000000
-4.89544772,5.84596622,0.02895233,0.58989473,0.54405359,1.11464434,1.71333110,2.28286468,2.44904991,0.00000000
-4.88944472,5.82112633,0.02841740,0.58007421,0.54050502,1.11595974,1.70791851,2.27338506,2.44129175,0.00000000
-4.88344172,5.80007460,0.02787253,0.57063025,0.53721406,1.11712368,1.70272193,2.26660283,2.43469234,0.00000000
-4.87743872,5.78247510,0.02732005,0.56167449,0.53412191,1.11797691,1.69754768,2.26249741,2.42892857,0.00000000
-4.87143572,5.76807661,0.02676299,0.55332366,0.53118230,1.11841067,1.69224655,2.26102928,2.42373530,0.00000000
-4.86543272,5.75672235,0.02620509,0.54569755,0.52836291,1.11836947,1.68671575,2.26214412,2.41891158,0.00000000
-4.85942971,5.74835111,0.02565065,0.53891639,0.52564573,1.11785108,1.68089841,2.26577535,2.41432259,0.00000000
-4.85342671,5.74299038,0.02510450,0.53309772,0.52302647,1.11690386,1.67478095,2.27184492,2.40989755,0.00000000
-4.84742371,5.74074222,0.02457182,0.52835282,0.52051307,1.11562170,1.66838843,2.28026249,2.40562400,0.00000000
-4.84142071,5.74176335,0.02405799,0.52478292,0.51812344,1.11413699,1.66177849,2.29092346,2.40153918,0.00000000
-4.83541771,5.74624083,0.02356844,0.52247533,0.51588258,1.11261195,1.65503408,2.30370599,2.39771923,0.00000000
-4.82941471,5.75436540,0.02310841,0.52149966,0.51381931,1.11122902,1.64825556,2.31846768,2.39426699,0.00000000
-4.82341171,5.76630409,0.02268280,0.52190432,0.51196286,1.11018064,1.64155257,2.33504233,2.39129924,0.00000000
-4.81740870,5.78217411,0.02229595,0.52371350,0.51033940,1.10965911,1.63503603,2.35323719,2.38893428,0.00000000
-4.81140570,5.80201968,0.02195147,0.52692481,0.50896899,1.10984694,1.62881083,2.37283136,2.38728033,0.00000000
-4.80540270,5.82579335,0.02165214,0.53150777,0.50786289,1.11090816,1.62296934,2.39357542,2.38642558,0.00000000
-4.79939970,5.85334298,0.02139973,0.53740313,0.50702160,1.11298100,1.61758621,2.41519292,2.38643034,0.00000000
-4.79339670,5.88440519,0.02119495,0.54452337,0.50643363,1.11617222,1.61271453,2.43738348,2.38732151,0.00000000
-4.78739370,5.91860586,0.02103743,0.55275413,0.50607521,1.12055326,1.60838370,2.45982797,2.38908965,0.00000000
-4.78139070,5.95546764,0.02092570,0.56195681,0.50591082,1.12615832,1.60459877,2.48219530,2.39168870,0.00000000
-4.77538769,5.99442402,0.02085728,0.57197215,0.50589472,1.13298447,1.60134158,2.50415074,2.39503819,0.00000000
-4.76938469,6.03483942,0.02082877,0.58262473,0.50597322,1.14099348,1.59857338,2.52536539,2.39902766,0.00000000
-4.76338169,6.07603394,0.02083598,0.59372820,0.50608760,1.15011531,1.59623879,2.54552640,2.40352302,0.00000000
-4.75737869,6.11731155,0.02087411,0.60509113,0.50617764,1.16025302,1.59427102,2.56434725,2.40837438,0.00000000
-4.75137569,6.15799008,0.02093800,0.61652305,0.50618541,1.17128863,1.59259780,2.58157772,2.41342467,0.00000000
-4.74537269,6.19743118,0.02102224,0.62784068,0.50605910,1.18308964,1.59114787,2.59701283,2.41851880,0.00000000
-4.73936968,6.23506859,0.02112151,0.63887377,0.50575678,1.19551575,1.58985750,2.61050025,2.42351243,0.00000000
-4.73336668,6.27043304,0.02123068,0.64947052,0.50524968,1.20842547,1.58867665,2.62194582,2.42828011,0.00000000
-4.72736368,6.30317220,0.02134508,0.65950212,0.50452488,1.22168210,1.58757444,2.63131654,2.43272203,0.00000000
-4.72136068,6.33306433,0.02146064,0.66886631,0.50358725,1.23515886,1.58654335,2.63864105,2.43676917,0.00000000
-4.71535768,6.36002494,0.02157396,0.67748962,0.50246033,1.24874282,1.58560197,2.64400732,2.44038627,0.00000000
-4.70935468,6.38410570,0.02168248,0.68532831,0.50118624,1.26233741,1.58479598,2.64755768,2.44357260,0.00000000
-4.70335168,6.40548553,0.02178445,0.69236776,0.49982446,1.27586355,1.58419710,2.64948127,2.44636036,0.00000000
-4.69734867,6.42445440,0.02187890,0.69862047,0.49844953,1.28925917,1.58390007,2.65000436,2.44881069,0.00000000
-4.69134567,6.44139034,0.02196564,0.70412268,0.49714779,1.30247733,1.58401758,2.64937906,2.45100761,0.00000000
-4.68534267,6.45673114,0.02204508,0.70892973,0.49601325,1.31548311,1.58467340,2.64787074,2.45305004,0.00000000
-4.67933967,6.47094202,0.02211813,0.71311052,0.49514276,1.32824943,1.58599405,2.64574512,2.45504251,0.00000000
-4.67333667,6.48448120,0.02218601,0.71674116,0.49463083,1.34075225,1.58809928,2.64325547,2.45708493,0.00000000
-4.66733367,6.49776528,0.02225007,0.71989836,0.49456420,1.35296534,1.59109202,2.64063074,2.45926212,0.00000000
-4.66133067,6.51113630,0.02231163,0.72265276,0.49501658,1.36485512,1.59504830,2.63806506,2.46163365,0.00000000
-4.65532766,6.52483247,0.02237174,0.72506267,0.49604376,1.37637595,1.60000764,2.63570933,2.46422472,0.00000000
-4.64932466,6.53896427,0.02243106,0.72716849,0.49767930,1.38746612,1.60596478,2.63366522,2.46701848,0.00000000
-4.64332166,6.55349722,0.02248972,0.72898818,0.49993122,1.39804493,1.61286295,2.63198181,2.46995056,0.00000000
