energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,2.78272001,0.06503726,0.00370803,2.12114639,0.94425210,0.01564352,1.83459572
-5.99399700,2.81370227,0.06575497,0.00373951,2.14639896,0.95421822,0.01565321,1.85890976
-5.98799400,2.84071306,0.06639020,0.00376227,2.16991327,0.96233401,0.01565878,1.88077332
-5.98199100,2.86302839,0.06693353,0.00377565,2.19109613,0.96832579,0.01565824,1.89959131
-5.97598799,2.87994440,0.06737615,0.00377911,2.20929251,0.97196610,0.01564872,1.91477835
-5.96998499,2.89080673,0.06771032,0.00377223,2.22380965,0.97308470,0.01562651,1.92578141
-5.96398199,2.89504099,0.06792970,0.00375474,2.23394592,0.97157817,0.01558729,1.93210357
-5.95797899,2.89218257,0.06802981,0.00372658,2.23902270,0.96741715,0.01552625,1.93332750
-5.95197599,2.88190421,0.06800830,0.00368785,2.23841773,0.96065129,0.01543841,1.92913738
-5.94597299,2.86403939,0.06786520,0.00363885,2.23159787,0.95141108,0.01531880,1.91933814
-5.93996998,2.83860002,0.06760303,0.00358010,2.21814937,0.93990661,0.01516280,1.90387053
-5.93396698,2.80578710,0.06722681,0.00351232,2.19780383,0.92642301,0.01496634,1.88282130
-5.92796398,2.76599320,0.06674388,0.00343639,2.17045819,0.91131264,0.01472621,1.85642737
-5.92196098,2.71979648,0.06616358,0.00335335,2.13618758,0.89498420,0.01444019,1.82507365
-5.91595798,2.66794593,0.06549684,0.00326439,2.09525008,0.87788923,0.01410726,1.78928430
-5.90995498,2.61133850,0.06475563,0.00317077,2.04808326,0.86050623,0.01372768,1.74970766
-5.90395198,2.55098904,0.06395231,0.00307381,1.99529248,0.84332342,0.01330305,1.70709534
-5.89794897,2.48799451,0.06309903,0.00297484,1.93763172,0.82682044,0.01283629,1.66227651
-5.89194597,2.42349421,0.06220701,0.00287518,1.87597802,0.81145016,0.01233158,1.61612842
-5.88594297,2.35862814,0.06128604,0.00277604,1.81130103,0.79762113,0.01179422,1.56954479
-5.87993997,2.29449570,0.06034394,0.00267858,1.74462936,0.78568170,0.01123049,1.52340346
-5.87393697,2.23211690,0.05938620,0.00258380,1.67701559,0.77590635,0.01064748,1.47853500
-5.86793397,2.17239809,0.05841587,0.00249255,1.60950190,0.76848507,0.01005283,1.43569384
-5.86193097,2.11610409,0.05743350,0.00240553,1.54308795,0.76351625,0.00945456,1.39553336
-5.85592796,2.06383805,0.05643740,0.00232328,1.47870278,0.76100335,0.00886081,1.35858613
-5.84992496,2.01603002,0.05542399,0.00224619,1.41718175,0.76085576,0.00827970,1.32525029
-5.84392196,1.97293468,0.05438839,0.00217449,1.35924956,0.76289367,0.00771909,1.29578252
-5.83791896,1.93463810,0.05332508,0.00210830,1.30550978,0.76685676,0.00718645,1.27029796
-5.83191596,1.90107290,0.05222865,0.00204768,1.25644088,0.77241651,0.00668876,1.24877677
-5.82591296,1.87204070,0.05109469,0.00199258,1.21239837,0.77919131,0.00623234,1.23107689
-5.81990995,1.84724040,0.04992047,0.00194298,1.17362240,0.78676390,0.00582287,1.21695203
-5.81390695,1.82630026,0.04870575,0.00189882,1.14024970,0.79470020,0.00546526,1.20607383
-5.80790395,1.80881195,0.04745334,0.00186009,1.11232854,0.80256862,0.00516368,1.19805667
-5.80190095,1.79436427,0.04616950,0.00182686,1.08983546,0.80995902,0.00492154,1.19248385
-5.79589795,1.78257447,0.04486426,0.00179925,1.07269230,0.81650033,0.00474144,1.18893343
-5.78989495,1.77311535,0.04355131,0.00177746,1.06078206,0.82187599,0.00462524,1.18700220
-5.78389195,1.76573632,0.04224789,0.00176178,1.05396270,0.82583648,0.00457399,1.18632672
-5.77788894,1.76027736,0.04097425,0.00175258,1.05207758,0.82820833,0.00458796,1.18659989
-5.77188594,1.75667478,0.03975300,0.00175027,1.05496218,0.82889912,0.00466661,1.18758251
-5.76588294,1.75495882,0.03860829,0.00175530,1.06244662,0.82789842,0.00480858,1.18910910
-5.75987994,1.75524287,0.03756476,0.00176809,1.07435403,0.82527440,0.00501166,1.19108789
-5.75387694,1.75770541,0.03664649,0.00178904,1.09049513,0.82116658,0.00527274,1.19349512
-5.74787394,1.76256556,0.03587584,0.00181843,1.11065972,0.81577494,0.00558784,1.19636416
-5.74187094,1.77005392,0.03527232,0.00185642,1.13460598,0.80934620,0.00595204,1.19977043
-5.73586793,1.78038066,0.03485158,0.00190303,1.16204863,0.80215779,0.00635952,1.20381301
-5.72986493,1.79370279,0.03462440,0.00195801,1.19264734,0.79450074,0.00680355,1.20859448
-5.72386193,1.81009302,0.03459604,0.00202091,1.22599651,0.78666207,0.00727660,1.21420032
-5.71785893,1.82951212,0.03476562,0.00209102,1.26161769,0.77890805,0.00777035,1.22067928
-5.71185593,1.85178697,0.03512587,0.00216735,1.29895575,0.77146900,0.00827585,1.22802629
-5.70585293,1.87659589,0.03566310,0.00224863,1.33737960,0.76452655,0.00878364,1.23616903
-5.69984992,1.90346250,0.03635746,0.00233337,1.37618812,0.75820427,0.00928395,1.24495922
-5.69384692,1.93175913,0.03718348,0.00241982,1.41462143,0.75256188,0.00976693,1.25416945
-5.68784392,1.96071983,0.03811086,0.00250607,1.45187765,0.74759372,0.01022282,1.26349595
-5.68184092,1.98946290,0.03910549,0.00259005,1.48713451,0.74323129,0.01064226,1.27256731
-5.67583792,2.01702215,0.04013071,0.00266964,1.51957518,0.73934990,0.01101652,1.28095886
-5.66983492,2.04238536,0.04114864,0.00274269,1.54841722,0.73577910,0.01133779,1.28821212
-5.66383192,2.06453845,0.04212167,0.00280712,1.57294345,0.73231609,0.01159935,1.29385830
-5.65782891,2.08251303,0.04301401,0.00286101,1.59253320,0.72874168,0.01179587,1.29744463
-5.65182591,2.09543507,0.04379309,0.00290260,1.60669248,0.72483768,0.01192355,1.29856213
-5.64582291,2.10257231,0.04443104,0.00293042,1.61508154,0.72040492,0.01198026,1.29687338
-5.63981991,2.10337781,0.04490591,0.00294334,1.61753835,0.71528080,0.01196566,1.29213862
-5.63381691,2.09752755,0.04520273,0.00294057,1.61409675,0.70935553,0.01188123,1.28423898
-5.62781391,2.08494995,0.04531434,0.00292175,1.60499826,0.70258613,0.01173024,1.27319519
-5.62181091,2.06584583,0.04524192,0.00288691,1.59069662,0.69500731,0.01151769,1.25918104
-5.61580790,2.04069750,0.04499522,0.00283651,1.57185478,0.68673884,0.01125016,1.24253043
-5.60980490,2.01026640,0.04459251,0.00277144,1.54933402,0.67798876,0.01093567,1.22373772
-5.60380190,1.97557920,0.04406015,0.00269293,1.52417557,0.66905237,0.01058338,1.20345093
-5.59779890,1.93790254,0.04343187,0.00260257,1.49757495,0.66030678,0.01020340,1.18245810
-5.59179590,1.89870749,0.04274781,0.00250222,1.47085003,0.65220133,0.00980646,1.16166699
-5.58579290,1.85962475,0.04205323,0.00239399,1.44540354,0.64524411,0.00940357,1.14207890
-5.57978989,1.82239242,0.04139706,0.00228010,1.42268144,0.63998509,0.00900578,1.12475746
-5.57378689,1.78879804,0.04083022,0.00216288,1.40412814,0.63699653,0.00862376,1.11079349
-5.56778389,1.76061708,0.04040390,0.00204465,1.39114020,0.63685130,0.00826758,1.10126708
-5.56178089,1.73954999,0.04016769,0.00192769,1.38501978,0.64009994,0.00794638,1.09720826
-5.55577789,1.72716000,0.04016778,0.00181413,1.38692922,0.64724739,0.00766812,1.09955769
-5.54977489,1.72481384,0.04044520,0.00170592,1.39784835,0.65873010,0.00743937,1.10912860
-5.54377189,1.73362738,0.04103409,0.00160477,1.41853563,0.67489445,0.00726511,1.12657139
-5.53776888,1.75441810,0.04196031,0.00151212,1.44949456,0.69597736,0.00714863,1.15234228
-5.53176588,1.78766609,0.04324008,0.00142909,1.49094645,0.72208975,0.00709143,1.18667700
-5.52576288,1.83348496,0.04487905,0.00135648,1.54281072,0.75320361,0.00709321,1.22957077
-5.51975988,1.89160390,0.04687160,0.00129476,1.60469350,0.78914330,0.00715187,1.28076539
-5.51375688,1.96136175,0.04920051,0.00124407,1.67588535,0.82958151,0.00726361,1.33974415
-5.50775388,2.04171356,0.05183700,0.00120423,1.75536863,0.87404028,0.00742304,1.40573515
-5.50175088,2.13124987,0.05474117,0.00117475,1.84183472,0.92189728,0.00762337,1.47772312
-5.49574787,2.22822840,0.05786281,0.00115488,1.93371107,0.97239729,0.00785664,1.55446992
-5.48974487,2.33061753,0.06114262,0.00114367,2.02919768,1.02466880,0.00811391,1.63454318
-5.48374187,2.43615044,0.06451372,0.00113993,2.12631230,1.07774528,0.00838562,1.71635249
-5.47773887,2.54238836,0.06790352,0.00114234,2.22294316,1.13059053,0.00866185,1.79819223
-5.47173587,2.64679103,0.07123584,0.00114951,2.31690773,1.18212743,0.00893261,1.87828951
-5.46573287,2.74679194,0.07443317,0.00115994,2.40601569,1.23126893,0.00918818,1.95485588
-5.45972986,2.83987586,0.07741906,0.00117216,2.48813390,1.27695039,0.00941942,2.02614078
-5.45372686,2.92365567,0.08012051,0.00118474,2.56125107,1.31816183,0.00961798,2.09048481
-5.44772386,2.99594572,0.08247030,0.00119629,2.62353947,1.35397904,0.00977661,2.14637072
-5.44172086,3.05482869,0.08440910,0.00120557,2.67341149,1.38359203,0.00988935,2.19247007
-5.43571786,3.09871339,0.08588735,0.00121147,2.70956837,1.40632984,0.00995163,2.22768357
-5.42971486,3.12638111,0.08686679,0.00121305,2.73103932,1.42168051,0.00996044,2.25117342
-5.42371186,3.13701851,0.08732157,0.00120957,2.73720909,1.42930543,0.00991434,2.26238632
-5.41770885,3.13023598,0.08723895,0.00120049,2.72783310,1.42904739,0.00981342,2.26106612
-5.41170585,3.10607068,0.08661946,0.00118547,2.70303923,1.42093211,0.00965928,2.24725566
-5.40570285,3.06497437,0.08547666,0.00116439,2.66331666,1.40516313,0.00945487,2.22128790
-5.39969985,3.00778693,0.08383636,0.00113735,2.60949214,1.38211051,0.00920434,2.18376689
-5.39369685,2.93569706,0.08173552,0.00110460,2.54269526,1.35229395,0.00891280,2.13553958
-5.38769385,2.85019220,0.07922075,0.00106661,2.46431436,1.31636111,0.00858614,2.07766019
-5.38169085,2.75300038,0.07634652,0.00102396,2.37594553,1.27506244,0.00823077,2.01134875
-5.37568784,2.64602683,0.07317329,0.00097739,2.27933716,1.22922364,0.00785337,1.93794611
-5.36968484,2.53128853,0.06976542,0.00092772,2.17633271,1.17971724,0.00746061,1.85886758
-5.36368184,2.41084961,0.06618923,0.00087586,2.06881457,1.12743450,0.00705903,1.77555734
-5.35767884,2.28676063,0.06251105,0.00082275,1.95865124,1.07325898,0.00665473,1.68944575
-5.35167584,2.16100411,0.05879548,0.00076937,1.84765019,1.01804291,0.00625329,1.60191131
-5.34567284,2.03544830,0.05510396,0.00071669,1.73751804,0.96258719,0.00585963,1.51424868
-5.33966983,1.91181069,0.05149348,0.00066568,1.62982920,0.90762568,0.00547791,1.42764382
-5.33366683,1.79163192,0.04801572,0.00061725,1.52600365,0.85381416,0.00511150,1.34315673
-5.32766383,1.67626029,0.04471646,0.00057226,1.42729391,0.80172402,0.00476299,1.26171179
-5.32166083,1.56684628,0.04163525,0.00053154,1.33478044,0.75184045,0.00443420,1.18409545
-5.31565783,1.46434612,0.03880537,0.00049580,1.24937480,0.70456466,0.00412625,1.11096033
-5.30965483,1.36953280,0.03625403,0.00046574,1.17182885,0.66021956,0.00383965,1.04283472
-5.30365183,1.28301279,0.03400270,0.00044192,1.10274847,0.61905800,0.00357438,0.98013602
-5.29764882,1.20524642,0.03206756,0.00042487,1.04260999,0.58127269,0.00333001,0.92318672
-5.29164582,1.13656996,0.03045998,0.00041500,0.99177743,0.54700697,0.00310580,0.87223141
-5.28564282,1.07721731,0.02918705,0.00041267,0.95051888,0.51636542,0.00290079,0.82745329
-5.27963982,1.02733980,0.02825196,0.00041814,0.91902052,0.48942370,0.00271391,0.78898910
-5.27363682,0.98702255,0.02765441,0.00043156,0.89739719,0.46623670,0.00254405,0.75694116
-5.26763382,0.95629642,0.02739083,0.00045302,0.88569864,0.44684481,0.00239010,0.73138601
-5.26163082,0.93514502,0.02745450,0.00048249,0.88391114,0.43127777,0.00225104,0.71237907
-5.25562781,0.92350663,0.02783559,0.00051983,0.89195455,0.41955612,0.00212592,0.69995527
-5.24962481,0.92127137,0.02852110,0.00056480,0.90967537,0.41169028,0.00201391,0.69412579
-5.24362181,0.92827419,0.02949470,0.00061703,0.93683647,0.40767745,0.00191425,0.69487151
-5.23761881,0.94428484,0.03073666,0.00067603,0.97310486,0.40749687,0.00182630,0.70213372
-5.23161581,0.96899601,0.03222367,0.00074116,1.01803868,0.41110382,0.00174948,0.71580323
-5.22561281,1.00201092,0.03392884,0.00081169,1.07107490,0.41842297,0.00168324,0.73570868
-5.21960980,1.04283196,0.03582176,0.00088673,1.13151935,0.42934168,0.00162708,0.76160533
-5.21360680,1.09085163,0.03786871,0.00096528,1.19854022,0.44370402,0.00158048,0.79316521
-5.20760380,1.14534705,0.04003306,0.00104626,1.27116649,0.46130580,0.00154292,0.82996980
-5.20160080,1.20547910,0.04227585,0.00112848,1.34829196,0.48189139,0.00151385,0.87150589
-5.19559780,1.27029684,0.04455653,0.00121069,1.42868573,0.50515262,0.00149270,0.91716539
-5.18959480,1.33874764,0.04683396,0.00129162,1.51100918,0.53072995,0.00147886,0.96624946
-5.18359180,1.40969305,0.04906739,0.00136999,1.59383923,0.55821625,0.00147173,1.01797713
-5.17758879,1.48193001,0.05121772,0.00144457,1.67569751,0.58716295,0.00147067,1.07149833
-5.17158579,1.55421685,0.05324866,0.00151417,1.75508427,0.61708864,0.00147511,1.12591088
-5.16558279,1.62530291,0.05512796,0.00157773,1.83051575,0.64748955,0.00148448,1.18028100
-5.15957979,1.69396061,0.05682849,0.00163434,1.90056369,0.67785182,0.00149828,1.23366639
-5.15357679,1.75901859,0.05832924,0.00168322,1.96389492,0.70766463,0.00151609,1.28514093
-5.14757379,1.81939420,0.05961605,0.00172384,2.01930957,0.73643406,0.00153759,1.33381992
-5.14157079,1.87412398,0.06068213,0.00175585,2.06577589,0.76369661,0.00156252,1.37888474
-5.13556778,1.92239047,0.06152825,0.00177914,2.10246020,0.78903200,0.00159075,1.41960569
-5.12956478,1.96354423,0.06216261,0.00179382,2.12875049,0.81207462,0.00162223,1.45536205
-5.12356178,1.99711981,0.06260042,0.00180023,2.14427253,0.83252298,0.00165698,1.48565835
-5.11755878,2.02284513,0.06286316,0.00179892,2.14889790,0.85014677,0.00169506,1.51013615
-5.11155578,2.04064366,0.06297752,0.00179062,2.14274343,0.86479128,0.00173658,1.52858079
-5.10555278,2.05062959,0.06297420,0.00177621,2.12616228,0.87637893,0.00178163,1.54092290
-5.09954977,2.05309628,0.06288646,0.00175671,2.09972717,0.88490791,0.00183026,1.54723464
-5.09354677,2.04849866,0.06274866,0.00173320,2.06420657,0.89044814,0.00188248,1.54772110
-5.08754377,2.03743077,0.06259473,0.00170680,2.02053525,0.89313477,0.00193817,1.54270729
-5.08154077,2.02059964,0.06245675,0.00167865,1.96978048,0.89315964,0.00199714,1.53262154
-5.07553777,1.99879686,0.06236368,0.00164984,1.91310572,0.89076136,0.00205903,1.51797634
-5.06953477,1.97286957,0.06234026,0.00162139,1.85173328,0.88621432,0.00212339,1.49934754
-5.06353177,1.94369214,0.06240626,0.00159423,1.78690776,0.87981757,0.00218962,1.47735306
-5.05752876,1.91213991,0.06257592,0.00156917,1.71986176,0.87188385,0.00225700,1.45263217
-5.05152576,1.87906617,0.06285783,0.00154690,1.65178510,0.86272954,0.00232477,1.42582618
-5.04552276,1.84528309,0.06325503,0.00152797,1.58379857,0.85266575,0.00239207,1.39756145
-5.03951976,1.81154718,0.06376544,0.00151281,1.51693294,0.84199106,0.00245804,1.36843513
