energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,0.83639941,0.26381042,0.14362421,0.00959254,0.00000000,0.05044635,0.61500331
-5.99399700,0.84224291,0.26150071,0.14551957,0.01044707,0.00000000,0.04990535,0.61426759
-5.98799400,0.85063952,0.26018564,0.14778304,0.01147381,0.00000000,0.04941213,0.61441857
-5.98199100,0.86176659,0.25995431,0.15043032,0.01268990,0.00000000,0.04896832,0.61547718
-5.97598799,0.87574273,0.26087439,0.15346776,0.01411213,0.00000000,0.04857213,0.61741680
-5.96998499,0.89262586,0.26299128,0.15689247,0.01575657,0.00000000,0.04821851,0.62016350
-5.96398199,0.91241268,0.26632777,0.16069267,0.01763821,0.00000000,0.04789956,0.62359785
-5.95797899,0.93503957,0.27088411,0.16484831,0.01977056,0.00000000,0.04760492,0.62755842
-5.95197599,0.96038482,0.27663839,0.16933190,0.02216512,0.00000000,0.04732233,0.63184678
-5.94597299,0.98827226,0.28354742,0.17410957,0.02483089,0.00000000,0.04703822,0.63623400
-5.93996998,1.01847589,0.29154782,0.17914220,0.02777383,0.00000000,0.04673833,0.64046857
-5.93396698,1.05072576,0.30055753,0.18438670,0.03099632,0.00000000,0.04640841,0.64428531
-5.92796398,1.08471451,0.31047765,0.18979729,0.03449662,0.00000000,0.04603481,0.64741520
-5.92196098,1.12010468,0.32119440,0.19532683,0.03826833,0.00000000,0.04560513,0.64959567
-5.91595798,1.15653646,0.33258154,0.20092797,0.04230003,0.00000000,0.04510876,0.65058094
-5.90995498,1.19363561,0.34450281,0.20655433,0.04657488,0.00000000,0.04453734,0.65015204
-5.90395198,1.23102145,0.35681464,0.21216140,0.05107046,0.00000000,0.04388510,0.64812608
-5.89794897,1.26831476,0.36936897,0.21770741,0.05575866,0.00000000,0.04314912,0.64436427
-5.89194597,1.30514529,0.38201620,0.22315396,0.06060585,0.00000000,0.04232944,0.63877838
-5.88594297,1.34115893,0.39460808,0.22846645,0.06557320,0.00000000,0.04142899,0.63133535
-5.87993997,1.37602435,0.40700078,0.23361449,0.07061722,0.00000000,0.04045350,0.62205974
-5.87393697,1.40943914,0.41905778,0.23857205,0.07569056,0.00000000,0.03941115,0.61103389
-5.86793397,1.44113527,0.43065275,0.24331763,0.08074295,0.00000000,0.03831226,0.59839592
-5.86193097,1.47088408,0.44167229,0.24783429,0.08572239,0.00000000,0.03716880,0.58433539
