energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,1.56415390,0.12885261,0.00000000,0.97824088,0.66264541,0.45501556,0.00000000
-5.99399700,1.65225661,0.13121774,0.00000000,1.05847486,0.70125784,0.47689175,0.00000000
-5.98799400,1.73950101,0.13283308,0.00000000,1.14032223,0.73946600,0.49854311,0.00000000
-5.98199100,1.82479175,0.13368371,0.00000000,1.22276487,0.77678970,0.51966253,0.00000000
-5.97598799,1.90699636,0.13377532,0.00000000,1.30469624,0.81272812,0.53994349,0.00000000
-5.96998499,1.98496750,0.13313412,0.00000000,1.38494499,0.84676961,0.55908513,0.00000000
-5.96398199,2.05756917,0.13180621,0.00000000,1.46230390,0.87840334,0.57679821,0.00000000
-5.95797899,2.12370611,0.12985617,0.00000000,1.53556301,0.90713243,0.59281168,0.00000000
-5.95197599,2.18235534,0.12736506,0.00000000,1.60354576,0.93248801,0.60687978,0.00000000
-5.94597299,2.23259848,0.12442787,0.00000000,1.66514677,0.95404381,0.61878928,0.00000000
-5.93996998,2.27365325,0.12115056,0.00000000,1.71936938,0.97143037,0.62836637,0.00000000
-5.93396698,2.30490267,0.11764669,0.00000000,1.76536126,0.98434840,0.63548311,0.00000000
-5.92796398,2.32592017,0.11403395,0.00000000,1.80244617,0.99258044,0.64006265,0.00000000
-5.92196098,2.33648919,0.11043048,0.00000000,1.83015031,0.99600011,0.64208318,0.00000000
-5.91595798,2.33661587,0.10695138,0.00000000,1.84822163,0.99457852,0.64158009,0.00000000
-5.90995498,2.32653393,0.10370521,0.00000000,1.85664105,0.98838731,0.63864621,0.00000000
-5.90395198,2.30670098,0.10079091,0.00000000,1.85562476,0.97759794,0.63342989,0.00000000
-5.89794897,2.27778632,0.09829498,0.00000000,1.84561741,0.96247731,0.62613101,0.00000000
-5.89194597,2.24065019,0.09628918,0.00000000,1.82727626,0.94337975,0.61699491,0.00000000
-5.88594297,2.19631569,0.09482859,0.00000000,1.80144707,0.92073559,0.60630456,0.00000000
-5.87993997,2.14593420,0.09395039,0.00000000,1.76913280,0.89503694,0.59437120,0.00000000
-5.87393697,2.09074610,0.09367303,0.00000000,1.73145665,0.86682135,0.58152397,0.00000000
-5.86793397,2.03203861,0.09399610,0.00000000,1.68962124,0.83665392,0.56809898,0.00000000
-5.86193097,1.97110274,0.09490066,0.00000000,1.64486594,0.80510896,0.55442833,0.00000000
-5.85592796,1.90919147,0.09635017,0.00000000,1.59842429,0.77275190,0.54082967,0.00000000
-5.84992496,1.84748105,0.09829189,0.00000000,1.55148364,0.74012235,0.52759682,0.00000000
-5.84392196,1.78703732,0.10065876,0.00000000,1.50514868,0.70771906,0.51499187,0.00000000
-5.83791896,1.72878843,0.10337161,0.00000000,1.46041051,0.67598740,0.50323910,0.00000000
-5.83191596,1.67350509,0.10634177,0.00000000,1.41812233,0.64530984,0.49252110,0.00000000
-5.82591296,1.62178888,0.10947390,0.00000000,1.37898251,0.61599971,0.48297706,0.00000000
-5.81990995,1.57406901,0.11266894,0.00000000,1.34352553,0.58829840,0.47470342,0.00000000
-5.81390695,1.53060698,0.11582717,0.00000000,1.31212038,0.56237580,0.46775650,0.00000000
-5.80790395,1.49150855,0.11885127,0.00000000,1.28497625,0.53833388,0.46215718,0.00000000
-5.80190095,1.45674191,0.12164925,0.00000000,1.26215428,0.51621282,0.45789690,0.00000000
-5.79589795,1.42616065,0.12413715,0.00000000,1.24358456,0.49599936,0.45494489,0.00000000
-5.78989495,1.39952991,0.12624154,0.00000000,1.22908669,0.47763650,0.45325586,0.00000000
-5.78389195,1.37655404,0.12790158,0.00000000,1.21839274,0.46103425,0.45277781,0.00000000
-5.77788894,1.35690419,0.12907072,0.00000000,1.21117089,0.44608042,0.45345926,0.00000000
-5.77188594,1.34024406,0.12971788,0.00000000,1.20704854,0.43265113,0.45525566,0.00000000
-5.76588294,1.32625260,0.12982819,0.00000000,1.20563348,0.42062025,0.45813428,0.00000000
-5.75987994,1.31464246,0.12940312,0.00000000,1.20653220,0.40986760,0.46207752,0.00000000
-5.75387694,1.30517336,0.12846014,0.00000000,1.20936459,0.40028523,0.46708412,0.00000000
-5.74787394,1.29765992,0.12703184,0.00000000,1.21377446,0.39178195,0.47316853,0.00000000
-5.74187094,1.29197384,0.12516459,0.00000000,1.21943580,0.38428568,0.48035810,0.00000000
-5.73586793,1.28804062,0.12291674,0.00000000,1.22605487,0.37774390,0.48868851,0.00000000
-5.72986493,1.28583137,0.12035649,0.00000000,1.23336859,0.37212222,0.49819755,0.00000000
-5.72386193,1.28535055,0.11755944,0.00000000,1.24113976,0.36740143,0.50891778,0.00000000
-5.71785893,1.28662070,0.11460597,0.00000000,1.24915001,0.36357320,0.52086837,0.00000000
-5.71185593,1.28966522,0.11157846,0.00000000,1.25719135,0.36063505,0.53404676,0.00000000
-5.70585293,1.29449064,0.10855857,0.00000000,1.26505736,0.35858472,0.54842070,0.00000000
-5.69984992,1.30106966,0.10562456,0.00000000,1.27253493,0.35741468,0.56392116,0.00000000
-5.69384692,1.30932598,0.10284875,0.00000000,1.27939748,0.35710695,0.58043672,0.00000000
-5.68784392,1.31912236,0.10029538,0.00000000,1.28540037,0.35762866,0.59780985,0.00000000
-5.68184092,1.33025243,0.09801864,0.00000000,1.29027919,0.35892883,0.61583548,0.00000000
-5.67583792,1.34243728,0.09606124,0.00000000,1.29375112,0.36093636,0.63426209,0.00000000
-5.66983492,1.35532691,0.09445338,0.00000000,1.29551960,0.36355961,0.65279547,0.00000000
-5.66383192,1.36850685,0.09321222,0.00000000,1.29528218,0.36668750,0.67110509,0.00000000
-5.65782891,1.38150956,0.09234186,0.00000000,1.29274111,0.37019218,0.68883289,0.00000000
-5.65182591,1.39383024,0.09183379,0.00000000,1.28761617,0.37393311,0.70560424,0.00000000
-5.64582291,1.40494618,0.09166786,0.00000000,1.27965899,0.37776239,0.72104046,0.00000000
-5.63981991,1.41433868,0.09181363,0.00000000,1.26866790,0.38153091,0.73477254,0.00000000
-5.63381691,1.42151637,0.09223211,0.00000000,1.25450247,0.38509520,0.74645521,0.00000000
-5.62781391,1.42603878,0.09287780,0.00000000,1.23709676,0.38832445,0.75578083,0.00000000
-5.62181091,1.42753862,0.09370087,0.00000000,1.21647031,0.39110719,0.76249235,0.00000000
-5.61580790,1.42574186,0.09464956,0.00000000,1.19273617,0.39335760,0.76639467,0.00000000
-5.60980490,1.42048421,0.09567246,0.00000000,1.16610529,0.39502056,0.76736390,0.00000000
-5.60380190,1.41172327,0.09672077,0.00000000,1.13688684,0.39607566,0.76535394,0.00000000
-5.59779890,1.39954547,0.09775032,0.00000000,1.10548429,0.39653946,0.76040016,0.00000000
-5.59179590,1.38416762,0.09872340,0.00000000,1.07238717,0.39646617,0.75261985,0.00000000
-5.58579290,1.36593267,0.09961013,0.00000000,1.03815891,0.39594649,0.74220961,0.00000000
-5.57978989,1.34530008,0.10038953,0.00000000,1.00342120,0.39510473,0.72943960,0.00000000
-5.57378689,1.32283123,0.10105014,0.00000000,0.96883548,0.39409432,0.71464516,0.00000000
-5.56778389,1.29917046,0.10159020,0.00000000,0.93508240,0.39309198,0.69821593,0.00000000
-5.56178089,1.27502291,0.10201736,0.00000000,0.90284025,0.39229075,0.68058339,0.00000000
-5.55577789,1.25113005,0.10234814,0.00000000,0.87276320,0.39189234,0.66220698,0.00000000
-5.54977489,1.22824420,0.10260690,0.00000000,0.84546037,0.39209914,0.64355977,0.00000000
-5.54377189,1.20710315,0.10282460,0.00000000,0.82147658,0.39310633,0.62511413,0.00000000
-5.53776888,1.18840606,0.10303741,0.00000000,0.80127563,0.39509442,0.60732802,0.00000000
-5.53176588,1.17279162,0.10328506,0.00000000,0.78522661,0.39822257,0.59063243,0.00000000
-5.52576288,1.16081925,0.10360927,0.00000000,0.77359390,0.40262304,0.57542036,0.00000000
-5.51975988,1.15295399,0.10405215,0.00000000,0.76653094,0.40839684,0.56203772,0.00000000
-5.51375688,1.14955544,0.10465460,0.00000000,0.76407790,0.41561079,0.55077621,0.00000000
-5.50775388,1.15087078,0.10545494,0.00000000,0.76616329,0.42429601,0.54186832,0.00000000
-5.50175088,1.15703179,0.10648763,0.00000000,0.77260888,0.43444765,0.53548436,0.00000000
-5.49574787,1.16805546,0.10778216,0.00000000,0.78313791,0.44602584,0.53173136,0.00000000
-5.48974487,1.18384778,0.10936208,0.00000000,0.79738567,0.45895759,0.53065362,0.00000000
-5.48374187,1.20420992,0.11124427,0.00000000,0.81491208,0.47313937,0.53223459,0.00000000
-5.47773887,1.22884621,0.11343824,0.00000000,0.83521548,0.48844010,0.53639978,0.00000000
-5.47173587,1.25737327,0.11594566,0.00000000,0.85774702,0.50470438,0.54302049,0.00000000
-5.46573287,1.28932952,0.11875993,0.00000000,0.88192515,0.52175558,0.55191793,0.00000000
