energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,S_s_up,S_p_up
-3.04052026,25.90369967,0.17311091,0.08891512,2.28705812,20.07896199,0.50987702,0.10807544,3.16329403
-3.03451726,25.94097142,0.17159569,0.08843143,2.29377636,20.05673479,0.50896641,0.11015376,3.20128558
-3.02851426,25.90917957,0.16972473,0.08789292,2.29424946,19.98349831,0.50554314,0.11201566,3.22936373
-3.02251126,25.80733309,0.16756837,0.08733182,2.28888979,19.85805427,0.49964948,0.11366917,3.24777708
-3.01650825,25.63575201,0.16520423,0.08679121,2.27828691,19.68013044,0.49136576,0.11512821,3.25699774
-3.01050525,25.39605552,0.16271554,0.08632473,2.26319096,19.45038894,0.48080917,0.11641155,3.25770381
-3.00450225,25.09111372,0.16018930,0.08599602,2.24449123,19.17040903,0.46813162,0.11754161,3.25075535
-2.99849925,24.72496479,0.15771426,0.08587787,2.22319075,18.84264519,0.45351663,0.11854321,3.23716485
-2.99249625,24.30270049,0.15537889,0.08605118,2.20037765,18.47036204,0.43717544,0.11944222,3.21806320
-2.98649325,23.83032395,0.15326912,0.08660359,2.17719429,18.05754822,0.41934236,0.12026430,3.19466237
-2.98049025,23.31458441,0.15146619,0.08762789,2.15480499,17.60881197,0.40026944,0.12103364,3.16821618
-2.97448724,22.76279420,0.15004449,0.08922018,2.13436339,17.12926198,0.38022087,0.12177189,3.13998049
-2.96848424,22.18263388,0.14906945,0.09147782,2.11698013,16.62437703,0.35946695,0.12249718,3.11117408
-2.96248124,21.58195142,0.14859564,0.09449702,2.10369183,16.09986865,0.33827816,0.12322341,3.08294149
-2.95647824,20.96856174,0.14866496,0.09837035,2.09543186,15.56154100,0.31691927,0.12395963,3.05631895
-2.95047524,20.35005242,0.14930525,0.10318395,2.09300371,15.01515222,0.29564379,0.12470977,3.03220427
-2.94447224,19.73360129,0.15052900,0.10901455,2.09705736,14.46628140,0.27468895,0.12547250,3.01133166
-2.93846923,19.12581099,0.15233260,0.11592649,2.10806918,13.92020502,0.25427126,0.12624133,2.99425188
-2.93246623,18.53256494,0.15469585,0.12396853,2.12632565,13.38178626,0.23458281,0.12700487,2.98131814
-2.92646323,17.95890828,0.15758191,0.13317089,2.15191132,12.85538019,0.21578848,0.12774729,2.97267820
-2.92046023,17.40895661,0.16093777,0.14354226,2.18470126,12.34475696,0.19802393,0.12844889,2.96827237
-2.91445723,16.88583432,0.16469502,0.15506719,2.22435812,11.85304474,0.18139456,0.12908676,2.96783751
-2.90845423,16.39164316,0.16877117,0.16770386,2.27033419,11.38269319,0.16597530,0.12963555,2.97091676
-2.90245123,15.92746116,0.17307137,0.18138235,2.32187834,10.93545764,0.15181126,0.13006824,2.97687455
-2.89644822,15.49337063,0.17749042,0.19600365,2.37804810,10.51240339,0.13891915,0.13035691,2.98491639
-2.89044522,15.08851360,0.18191525,0.21143936,2.43772677,10.11392906,0.12728928,0.13047356,2.99411299
-2.88444222,14.71117183,0.18622761,0.22753239,2.49964536,9.73980716,0.11688823,0.13039082,3.00342790
-2.87843922,14.35886845,0.19030695,0.24409852,2.56240920,9.38923983,0.10766187,0.13008270,3.01174808
-2.87243622,14.02848726,0.19403354,0.26092903,2.62452881,9.06092711,0.09953873,0.12952522,3.01791650
-2.86643322,13.71640577,0.19729148,0.27779428,2.68445424,8.75314507,0.09243351,0.12869699,3.02076605
-2.86043022,13.41863757,0.19997180,0.29444827,2.74061245,8.46383102,0.08625071,0.12757979,3.01915381
-2.85442721,13.13097961,0.20197536,0.31063395,2.79144651,8.19067277,0.08088812,0.12615901,3.01199476
-2.84842421,12.84915996,0.20321551,0.32608931,2.83545568,7.93119922,0.07624030,0.12442411,2.99829409
-2.84242121,12.56898173,0.20362044,0.34055393,2.87123526,7.68286967,0.07220166,0.12236890,2.97717711
-2.83641821,12.28645923,0.20313511,0.35377582,2.89751481,7.44315940,0.06866933,0.11999187,2.94791603
-2.83041521,11.99794252,0.20172274,0.36551831,2.91319353,7.20963924,0.06554563,0.11729641,2.90995261
-2.82441221,11.70022735,0.19936571,0.37556673,2.91737163,6.98004759,0.06274013,0.11429089,2.86291616
-2.81840920,11.39064769,0.19606596,0.38373462,2.90937655,6.75235305,0.06017130,0.11098876,2.80663622
-2.81240620,11.06714885,0.19184478,0.38986930,2.88878300,6.52480676,0.05776767,0.10740846,2.74114959
-2.80640320,10.72833992,0.18674203,0.39385647,2.85542625,6.29598366,0.05546862,0.10357332,2.66670142
-2.80040020,10.37352480,0.18081483,0.39562382,2.80940814,6.06481206,0.05322472,0.09951124,2.58374049
-2.79439720,10.00271192,0.17413580,0.39514344,2.75109572,5.83059176,0.05099770,0.09525439,2.49290871
-2.78839420,9.61660346,0.16679081,0.39243294,2.68111256,5.59300077,0.04876014,0.09083873,2.39502547
-2.78239120,9.21656541,0.15887651,0.38755541,2.60032338,5.35209126,0.04649473,0.08630340,2.29106736
-2.77638819,8.80458051,0.15049756,0.38061803,2.50981260,5.10827563,0.04419353,0.08169013,2.18214407
-2.77038519,8.38318648,0.14176373,0.37176971,2.41085783,4.86230370,0.04185680,0.07704244,2.06947139
-2.76438219,7.95540235,0.13278711,0.36119757,2.30489946,4.61523227,0.03949196,0.07240491,1.95434244
-2.75837919,7.52464583,0.12367930,0.34912276,2.19350749,4.36838837,0.03711232,0.06782230,1.83809795
-2.75237619,7.09464486,0.11454885,0.33579547,2.07834710,4.12332772,0.03473589,0.06333876,1.72209692
-2.74637319,6.66934638,0.10549899,0.32148966,1.96114398,3.88178959,0.03238424,0.05899697,1.60768841
-2.74037019,6.25282507,0.09662568,0.30649744,1.84365074,3.64564974,0.03008139,0.05483734,1.49618542
-2.73436718,5.84919472,0.08801616,0.29112343,1.72761536,3.41687255,0.02785288,0.05089731,1.38884158
-2.72836418,5.46252434,0.07974780,0.27567924,1.61475243,3.19746349,0.02572493,0.04721069,1.28683122
-2.72236118,5.09676085,0.07188752,0.26047821,1.50671787,2.98942322,0.02372373,0.04380707,1.19123313
-2.71635818,4.75565970,0.06449157,0.24583052,1.40508741,2.79470390,0.02187496,0.04071139,1.10301835
-2.71035518,4.44272417,0.05760583,0.23203873,1.31133901,2.61516855,0.02020339,0.03794364,1.02304180
-2.70435218,4.16115399,0.05126632,0.21939381,1.22683909,2.45255411,0.01873257,0.03551858,0.95203778
-2.69834917,3.91380314,0.04550019,0.20817172,1.15283234,2.30843829,0.01748475,0.03344571,0.89061898
-2.69234617,3.70314680,0.04032688,0.19863047,1.09043470,2.18421078,0.01648075,0.03172933,0.83927862
-2.68634317,3.53125675,0.03575946,0.19100757,1.04062901,2.08104862,0.01574001,0.03036863,0.79839523
-2.68034017,3.39978463,0.03180608,0.18551801,1.00426284,1.99989596,0.01528051,0.02935803,0.76823960
-2.67433717,3.30995219,0.02847151,0.18235254,0.98204778,1.94144809,0.01511887,0.02868753,0.74898326
-2.66833417,3.26254767,0.02575851,0.18167625,0.97455994,1.90613957,0.01527023,0.02834317,0.74070799
-2.66233117,3.25792750,0.02366923,0.18362740,0.98224099,1.89413641,0.01574825,0.02830758,0.74341582
-2.65632816,3.29602233,0.02220628,0.18831652,1.00539946,1.90533214,0.01656490,0.02856055,0.75703895
-2.65032516,3.37634683,0.02137369,0.19582564,1.04421212,1.93934756,0.01773025,0.02907969,0.78144918
-2.64432216,3.49801246,0.02117750,0.20620768,1.09872516,1.99553421,0.01925211,0.02984102,0.81646631
-2.63831916,3.65974268,0.02162605,0.21948607,1.16885535,2.07298122,0.02113567,0.03081968,0.86186533
-2.63231616,3.85989021,0.02272996,0.23565452,1.25439091,2.17052565,0.02338298,0.03199044,0.91738180
-2.62631316,4.09645586,0.02450164,0.25467695,1.35499255,2.28676607,0.02599241,0.03332831,0.98271544
-2.62031016,4.36710883,0.02695456,0.27648777,1.47019460,2.42007931,0.02895811,0.03480899,1.05753157
-2.61430715,4.66920809,0.03010207,0.30099226,1.59940647,2.56864035,0.03226944,0.03640924,1.14146038
-2.60830415,4.99982486,0.03395597,0.32806735,1.74191460,2.73044497,0.03591040,0.03810713,1.23409397
-2.60230115,5.35576609,0.03852475,0.35756258,1.89688502,2.90333513,0.03985928,0.03988223,1.33498135
-2.59629815,5.73359877,0.04381170,0.38930141,2.06336653,3.08502670,0.04408821,0.04171555,1.44362149
-2.59029515,6.12967529,0.04981280,0.42308267,2.24029460,3.27313922,0.04856306,0.04358954,1.55945479
-2.58429215,6.54015971,0.05651468,0.45868233,2.42649591,3.46522723,0.05324338,0.04548776,1.68185347
-2.57828914,6.96105509,0.06389256,0.49585529,2.62069332,3.65881280,0.05808263,0.04739468,1.81011132
-2.57228614,7.38823196,0.07190846,0.53433735,2.82151138,3.85141846,0.06302859,0.04929522,1.94343353
-2.56628314,7.81745801,0.08050962,0.57384711,3.02748210,4.04060022,0.06802399,0.05117441,2.08092746
-2.56028014,8.24442928,0.08962748,0.61408786,3.23705094,4.22397982,0.07300742,0.05301695,2.22159489
-2.55427714,8.66480284,0.09917701,0.65474934,3.44858300,4.39927570,0.07791438,0.05480682,2.36432679
-2.54827414,9.07423134,0.10905679,0.69550937,3.66036955,4.56433200,0.08267856,0.05652702,2.50790144
-2.54227114,9.46839938,0.11914971,0.73603536,3.87063497,4.71714512,0.08723325,0.05815932,2.65098638
-2.53626813,9.84306205,0.12932436,0.77598570,4.07754447,4.85588716,0.09151284,0.05968424,2.79214516
-2.53026513,10.19408561,0.13943718,0.81501116,4.27921304,4.97892613,0.09545440,0.06108110,2.92984906
-2.52426213,10.51749031,0.14933529,0.85275633,4.47371606,5.08484232,0.09899923,0.06232828,3.06249421
-2.51825913,10.80949538,0.15885991,0.88886131,4.65910216,5.17244099,0.10209433,0.06340364,3.18842400
-2.51225613,11.06656570,0.16785031,0.92296375,4.83340900,5.24076107,0.10469383,0.06428502,3.30595666
-2.50625313,11.28545998,0.17614812,0.95470146,4.99468233,5.28908024,0.10676015,0.06495099,3.41341732
-2.50025013,11.46327962,0.18360181,0.98371568,5.14099892,5.31691640,0.10826509,0.06538157,3.50917379
-2.49424712,11.59751754,0.19007127,1.00965510,5.27049336,5.32402594,0.10919053,0.06555907,3.59167506
-2.48824412,11.68610584,0.19543207,1.03218086,5.38138890,5.31039914,0.10952902,0.06546891,3.65949110
-2.48224112,11.72746111,0.19957948,1.05097233,5.47203185,5.27625318,0.10928400,0.06510047,3.71135264
-2.47623812,11.72052592,0.20243184,1.06573374,5.54092885,5.22202306,0.10846987,0.06444771,3.74618926
-2.47023512,11.66480488,0.20393318,1.07620151,5.58678612,5.14835089,0.10711167,0.06350987,3.76316431
-2.46423212,11.56039378,0.20405512,1.08215200,5.60854910,5.05607390,0.10524471,0.06229181,3.76170504
-2.45822911,11.40800010,0.20279769,1.08340938,5.60544117,4.94621129,0.10291388,0.06080431,3.74152667
-2.45222611,11.20895332,0.20018923,1.07985336,5.57699935,4.81995036,0.10017287,0.05906409,3.70264905
-2.44622311,10.96520391,0.19628534,1.07142621,5.52310525,4.67863165,0.09708329,0.05709369,3.64540519
-2.44022011,10.67930963,0.19116688,1.05813881,5.44400929,4.52373343,0.09371364,0.05492109,3.57044094
-2.43421711,10.35440880,0.18493717,1.04007520,5.34034650,4.35685529,0.09013833,0.05257915,3.47870563
-2.42821411,9.99417996,0.17771846,1.01739538,5.21314240,4.17970075,0.08643660,0.05010500,3.37143389
-2.42221111,9.60278840,0.16964795,0.99033588,5.06380786,3.99405883,0.08269149,0.04753914,3.25011908
-2.41620810,9.18482006,0.16087346,0.95920812,4.89412239,3.80178447,0.07898879,0.04492458,3.11647935
-2.41020510,8.74520428,0.15154890,0.92439425,4.70620569,3.60477760,0.07541602,0.04230588,2.97241729
-2.40420210,8.28912690,0.14182983,0.88634060,4.50247806,3.40496108,0.07206139,0.03972814,2.81997484
-2.39819910,7.82193597,0.13186928,0.84554893,4.28561061,3.20425743,0.06901273,0.03723608,2.66128492
-2.39219610,7.34904249,0.12181386,0.80256557,4.05846692,3.00456453,0.06635642,0.03487305,2.49852143
-2.38619310,6.87581888,0.11180045,0.75796900,3.82403814,2.80773073,0.06417623,0.03268021,2.33384946
-2.38019010,6.40749810,0.10195342,0.71235625,3.58537379,2.61552959,0.06255206,0.03069569,2.16937721
-2.37418709,5.94907600,0.09238258,0.66632863,3.34551088,2.42963475,0.06155858,0.02895391,2.00711118
-2.36818409,5.50521994,0.08318170,0.62047729,3.10740384,2.25159563,0.06126376,0.02748492,1.84891594
-2.36218109,5.08018581,0.07442781,0.57536931,2.87385790,2.08281430,0.06172724,0.02631384,1.69647941
-2.35617809,4.67774591,0.06618103,0.53153458,2.64746812,1.92452443,0.06299867,0.02546043,1.55128465
-2.35017509,4.30112924,0.05848498,0.48945424,2.43056614,1.77777261,0.06511585,0.02493866,1.41458841
-2.34417209,3.95297569,0.05136770,0.44955072,2.22517624,1.64340300,0.06810297,0.02475643,1.28740684
-2.33816908,3.63530490,0.04484290,0.41218001,2.03298189,1.52204547,0.07196881,0.02491529,1.17050815
-2.33216608,3.34950031,0.03891154,0.37762608,1.85530348,1.41410798,0.07670505,0.02541028,1.06441211
-2.32616308,3.09630830,0.03356355,0.34609769,1.69308736,1.31977339,0.08228486,0.02622989,0.96939576
-2.32016008,2.87585206,0.02877968,0.31772755,1.54690608,1.23900095,0.08866176,0.02735604,0.88550470
-2.31415708,2.68765928,0.02453333,0.29257374,1.41696902,1.17153265,0.09576890,0.02876424,0.81256934
-2.30815408,2.53070264,0.02079232,0.27062312,1.30314256,1.11690434,0.10351892,0.03042380,0.75022517
-2.30215108,2.40345163,0.01752061,0.25179667,1.20497851,1.07446144,0.11180434,0.03229826,0.69793619
-2.29614807,2.30393396,0.01467973,0.23595632,1.12174923,1.04337893,0.12049871,0.03434594,0.65502079
-2.29014507,2.22980498,0.01223018,0.22291298,1.05248813,1.02268508,0.12945847,0.03652062,0.62067905
-2.28414207,2.17842276,0.01013247,0.21243552,0.99603370,1.01128846,0.13852552,0.03877242,0.59402089
-2.27813907,2.14692707,0.00834809,0.20426025,0.95107565,1.00800723,0.14753055,0.04104881,0.57409419
-2.27213607,2.13231985,0.00684022,0.19810062,0.91620155,1.01160008,0.15629691,0.04329581,0.55991228
-2.26613307,2.13154515,0.00557423,0.19365682,0.88994262,1.02079778,0.16464516,0.04545918,0.55048015
-2.26013007,2.14156628,0.00451806,0.19062505,0.87081731,1.03433431,0.17239787,0.04748584,0.54481898
-2.25412706,2.15943809,0.00364244,0.18870606,0.85737160,1.05097669,0.17938467,0.04932522,0.54198827
-2.24812406,2.18237260,0.00292097,0.18761296,0.84821514,1.06955243,0.18544737,0.05093060,0.54110546
-2.24212106,2.20779609,0.00233013,0.18707787,0.84205240,1.08897375,0.19044474,0.05226043,0.54136254
-2.23611806,2.23339640,0.00184916,0.18685754,0.83770827,1.10825788,0.19425697,0.05327951,0.54203941
-2.23011506,2.25715929,0.00145996,0.18673763,0.83414786,1.12654270,0.19678952,0.05395994,0.54251391
-2.22411206,2.27739319,0.00114685,0.18653579,0.83049036,1.14309753,0.19797604,0.05428191,0.54226845
-2.21810905,2.29274227,0.00089643,0.18610340,0.82601691,1.15732869,0.19778047,0.05423421,0.54089317
-2.21210605,2.30218790,0.00069728,0.18532615,0.82017286,1.16878009,0.19619806,0.05381447,0.53808586
-2.20610305,2.30503938,0.00053982,0.18412342,0.81256474,1.17712910,0.19325522,0.05302907,0.53364884
-2.20010005,2.30091501,0.00041601,0.18244673,0.80295262,1.18217826,0.18900838,0.05189281,0.52748306
-2.19409705,2.28971497,0.00031920,0.18027723,0.79123851,1.18384345,0.18354176,0.05042823,0.51957990
-2.18809405,2.27158798,0.00024391,0.17762263,0.77745154,1.18213961,0.17696421,0.04866476,0.51001105
-2.18209105,2.24689345,0.00018567,0.17451354,0.76173087,1.17716470,0.16940531,0.04663764,0.49891700
-2.17608804,2.21616131,0.00014086,0.17099954,0.74430704,1.16908307,0.16101086,0.04438662,0.48649464
-2.17008504,2.18005150,0.00010654,0.16714512,0.72548277,1.15810902,0.15193798,0.04195468,0.47298452
-2.16408204,2.13931476,0.00008039,0.16302565,0.70561372,1.14449143,0.14235012,0.03938660,0.45865811
-2.15807904,2.09475631,0.00006055,0.15872352,0.68509013,1.12850014,0.13241204,0.03672760,0.44380568
-2.15207604,2.04720366,0.00004556,0.15432460,0.66431957,1.11041446,0.12228510,0.03402204,0.42872494
-2.14607304,1.99747902,0.00003427,0.14991504,0.64371148,1.09051412,0.11212300,0.03131224,0.41371086
-2.14007004,1.94637707,0.00002580,0.14557849,0.62366354,1.06907274,0.10206807,0.02863749,0.39904675
-2.13406703,1.89464754,0.00001946,0.14139379,0.60455001,1.04635355,0.09224829,0.02603315,0.38499665
-2.12806403,1.84298269,0.00001473,0.13743303,0.58671209,1.02260706,0.08277502,0.02353006,0.37179921
-2.12206103,1.79200866,0.00001120,0.13376006,0.57045013,0.99807028,0.07374157,0.02115409,0.35966274
-2.11605803,1.74228006,0.00000857,0.13042926,0.55601751,0.97296692,0.06522246,0.01892594,0.34876153
-2.11005503,1.69427678,0.00000663,0.12748470,0.54361599,0.94750793,0.05727348,0.01686109,0.33923321
-2.10405203,1.64840231,0.00000520,0.12495947,0.53339232,0.92189206,0.04993228,0.01496997,0.33117697
-2.09804902,1.60498263,0.00000417,0.12287524,0.52543595,0.89630587,0.04321962,0.01325818,0.32465263
-2.09204602,1.56426532,0.00000347,0.12124195,0.51977763,0.87092297,0.03714092,0.01172699,0.31968032
-2.08604302,1.52641840,0.00000304,0.12005764,0.51638895,0.84590236,0.03168820,0.01037375,0.31624077
-2.08004002,1.49152903,0.00000287,0.11930854,0.51518269,0.82138586,0.02684218,0.00919247,0.31427613
-2.07403702,1.45960218,0.00000297,0.11896915,0.51601418,0.79749486,0.02257442,0.00817439,0.31369150
-2.06803402,1.43055972,0.00000336,0.11900268,0.51868372,0.77432665,0.01884953,0.00730858,0.31435691
-2.06203102,1.40424051,0.00000413,0.11936163,0.52294018,0.75195079,0.01562717,0.00658247,0.31611014
-2.05602801,1.38040211,0.00000537,0.11998870,0.52848598,0.73040588,0.01286398,0.00598244,0.31876021
-2.05002501,1.35872481,0.00000724,0.12081799,0.53498355,0.70969734,0.01051524,0.00549425,0.32209173
-2.04402201,1.33881849,0.00000996,0.12177648,0.54206330,0.68979641,0.00853633,0.00510354,0.32587008
-2.03801901,1.32023270,0.00001380,0.12278599,0.54933315,0.67064093,0.00688389,0.00479620,0.32984742
-2.03201601,1.30247012,0.00001915,0.12376529,0.55638944,0.65213788,0.00551679,0.00455869,0.33376950
-2.02601301,1.28500337,0.00002653,0.12463259,0.56282905,0.63416795,0.00439684,0.00437837,0.33738300
-2.02001001,1.26729474,0.00003659,0.12530824,0.56826239,0.61659192,0.00348926,0.00424367,0.34044349
-2.01400700,1.24881824,0.00005018,0.12571752,0.57232695,0.59925869,0.00276301,0.00414437,0.34272348
-2.00800400,1.22908318,0.00006838,0.12579347,0.57470073,0.58201460,0.00219094,0.00407166,0.34402046
-2.00200100,1.20765831,0.00009256,0.12547972,0.57511534,0.56471354,0.00174982,0.00401830,0.34416461
-1.99599800,1.18419534,0.00012444,0.12473298,0.57336795,0.54722748,0.00142028,0.00397874,0.34302583
-1.98999500,1.15845078,0.00016613,0.12352539,0.56933185,0.52945656,0.00118667,0.00394909,0.34051987
-1.98399200,1.13030518,0.00022021,0.12184635,0.56296493,0.51133864,0.00103689,0.00392723,0.33661320
-1.97798899,1.09977859,0.00028982,0.11970392,0.55431600,0.49285738,0.00096223,0.00391281,0.33132650
-1.97198599,1.06704180,0.00037872,0.11712570,0.54352836,0.47404870,0.00095709,0.00390720,0.32473664
-1.96598299,1.03242254,0.00049135,0.11415907,0.53084079,0.45500528,0.00101886,0.00391351,0.31697691
-1.95997999,0.99640663,0.00063292,0.11087094,0.51658567,0.43587880,0.00114768,0.00393650,0.30823569
-1.95397699,0.95963378,0.00080947,0.10734684,0.50118449,0.41687982,0.00134628,0.00398255,0.29875352
-1.94797399,0.92288834,0.00102785,0.10368955,0.48514076,0.39827546,0.00161976,0.00405953,0.28881860
-1.94197099,0.88708540,0.00129582,0.10001721,0.46903075,0.38038485,0.00197546,0.00417669,0.27876107
-1.93596798,0.85325251,0.00162198,0.09646108,0.45349219,0.36357258,0.00242272,0.00434453,0.26894615
-1.92996498,0.82250784,0.00201573,0.09316292,0.43921144,0.34824037,0.00297274,0.00457457,0.25976630
-1.92396198,0.79603536,0.00248718,0.09027218,0.42690935,0.33481737,0.00363832,0.00487917,0.25163281
-1.91795898,0.77505765,0.00304698,0.08794294,0.41732624,0.32374914,0.00443360,0.00527129,0.24496691
-1.91195598,0.76080702,0.00370614,0.08633089,0.41120631,0.31548586,0.00537385,0.00576413,0.24019057
-1.90595298,0.75449568,0.00447576,0.08559017,0.40928180,0.31046990,0.00647505,0.00637089,0.23771740
-1.89994997,0.75728543,0.00536669,0.08587032,0.41225723,0.30912311,0.00775366,0.00710433,0.23794357
-1.89394697,0.77025762,0.00638915,0.08731333,0.42079397,0.31183407,0.00922617,0.00797641,0.24123915
-1.88794397,0.79438389,0.00755231,0.09005090,0.43549540,0.31894555,0.01090874,0.00899789,0.24793995
-1.88194097,0.83049838,0.00886381,0.09420186,0.45689319,0.33074254,0.01281684,0.01017787,0.25833995
-1.87593797,0.87927218,0.01032927,0.09986997,0.48543471,0.34744103,0.01496490,0.01152338,0.27268473
-1.86993497,0.94119068,0.01195175,0.10714204,0.52147220,0.36917795,0.01736596,0.01303901,0.29116588
-1.86393197,1.01653471,0.01373131,0.11608657,0.56525411,0.39600260,0.02003147,0.01472651,0.31391673
-1.85792896,1.10536636,0.01566454,0.12675283,0.61691882,0.42786983,0.02297114,0.01658452,0.34100958
-1.85192596,1.20752044,0.01774419,0.13917063,0.67649152,0.46463556,0.02619289,0.01860836,0.37245466
-1.84592296,1.32260227,0.01995888,0.15335069,0.74388432,0.50605479,0.02970296,0.02078993,0.40820099
-1.83991996,1.44999282,0.02229298,0.16928574,0.81890015,0.55178260,0.03350614,0.02311770,0.44813940
-1.83391696,1.58886155,0.02472657,0.18695241,0.90124063,0.60137834,0.03760615,0.02557688,0.49210759
-1.82791396,1.73818729,0.02723561,0.20631373,0.99051783,0.65431332,0.04200611,0.02814972,0.53989747
-1.82191096,1.89678722,0.02979227,0.22732240,1.08626988,0.70998187,0.04670916,0.03081595,0.59126446
-1.81590795,2.06335316,0.03236547,0.24992446,1.18797995,0.76771584,0.05171907,0.03355332,0.64593865
-1.80990495,2.23649449,0.03492152,0.27406345,1.29509793,0.82680228,0.05704087,0.03633828,0.70363722
-1.80390195,2.41478591,0.03742501,0.29968458,1.40706380,0.88650364,0.06268142,0.03914680,0.76407783
-1.79789895,2.59681836,0.03983973,0.32673886,1.52333151,0.94608013,0.06864984,0.04195512,0.82699203
-1.79189595,2.78125052,0.04212976,0.35518672,1.64339197,1.00481310,0.07495768,0.04474059,0.89213820
-1.78589295,2.96685841,0.04426059,0.38500084,1.76679368,1.06202882,0.08161891,0.04748248,0.95931288
-1.77988994,3.15258023,0.04620018,0.41616792,1.89315927,1.11712122,0.08864939,0.05016269,1.02835994
-1.77388694,3.33755375,0.04792007,0.44868912,2.02219684,1.16957290,0.09606610,0.05276628,1.09917665
-1.76788394,3.52114382,0.04939628,0.48257873,2.15370453,1.21897302,0.10388586,0.05528187,1.17171600
-1.76188094,3.70295783,0.05061012,0.51786134,2.28756771,1.26503135,0.11212367,0.05770191,1.24598493
-1.75587794,3.88284791,0.05154883,0.55456703,2.42374821,1.30758754,0.12079064,0.06002258,1.32203808
-1.74987494,4.06089906,0.05220586,0.59272503,2.56226574,1.34661517,0.12989162,0.06224356,1.39996730
-1.74387194,4.23740351,0.05258108,0.63235588,2.70317221,1.38222029,0.13942268,0.06436757,1.47988721
-1.73786893,4.41282249,0.05268058,0.67346260,2.84652015,1.41463432,0.14936846,0.06639973,1.56191748
-1.73186593,4.58773746,0.05251633,0.71602124,2.99232702,1.44420190,0.15969965,0.06834668,1.64616295
-1.72586293,4.76279351,0.05210553,0.75997145,3.14053776,1.47136409,0.17037076,0.07021573,1.73269260
-1.71985993,4.93863847,0.05146979,0.80520777,3.29098801,1.49663785,0.18131839,0.07201388,1.82151901
-1.71385693,5.11586144,0.05063422,0.85157222,3.44337079,1.52059298,0.19246007,0.07374690,1.91257949
-1.70785393,5.29493480,0.04962632,0.89884891,3.59720925,1.54382747,0.20369404,0.07541852,2.00572051
-1.70185093,5.47616322,0.04847486,0.94676119,3.75183800,1.56694277,0.21489981,0.07702977,2.10068654
-1.69584792,5.65964326,0.04720885,0.99497186,3.90639477,1.59051992,0.22593992,0.07857855,2.19711446
-1.68984492,5.84523591,0.04585646,1.04308665,4.05982396,1.61509777,0.23666264,0.08005946,2.29453406
-1.68384192,6.03255392,0.04444414,1.09066105,4.21089249,1.64115409,0.24690567,0.08146396,2.39237505
-1.67783892,6.22096445,0.04299587,1.13721049,4.35821784,1.66909027,0.25650090,0.08278074,2.48998032
-1.67183592,6.40960673,0.04153262,1.18222336,4.50030697,1.69921986,0.26527975,0.08399648,2.58662478
-1.66583292,6.59742309,0.04007196,1.22517649,4.63560447,1.73176131,0.27307916,0.08509679,2.68153891
-1.65982991,6.78320095,0.03862798,1.26555222,4.76254718,1.76683439,0.27974785,0.08606735,2.77393544
-1.65382691,6.96562271,0.03721131,1.30285635,4.87962222,1.80446024,0.28515251,0.08689522,2.86303762
-1.64782391,7.14331970,0.03582935,1.33663599,4.98542506,1.84456434,0.28918373,0.08757020,2.94810733
-1.64182091,7.31492649,0.03448672,1.36649631,5.07871413,1.88698174,0.29176119,0.08808606,3.02847117
-1.63581791,7.47913170,0.03318576,1.39211543,5.15845872,1.93146397,0.29283805,0.08844179,3.10354297
-1.62981491,7.63472219,0.03192714,1.41325651,5.22387735,1.97768684,0.29240409,0.08864257,3.17284125
-1.62381191,7.78061781,0.03071048,1.42977651,5.27446431,2.02525868,0.29048748,0.08870045,3.23600072
-1.61780890,7.91589495,0.02953505,1.44163111,5.31000307,2.07372856,0.28715521,0.08863475,3.29277715
-1.61180590,8.03979822,0.02840038,1.44887559,5.33056585,2.12259424,0.28251178,0.08847210,3.34304555
-1.60580290,8.15174032,0.02730681,1.45166170,5.33649987,2.17130969,0.27669662,0.08824601,3.38679195
-1.59979990,8.25129122,0.02625599,1.45023069,5.32840134,2.21929247,0.26987997,0.08799621,3.42409982
-1.59379690,8.33815868,0.02525130,1.44490296,5.30707927,2.26593089,0.26225764,0.08776746,3.45513200
-1.58779390,8.41216268,0.02429809,1.43606494,5.27351150,2.31059155,0.25404479,0.08760818,3.48010994
-1.58179090,8.47320654,0.02340388,1.42415388,5.22879603,2.35262736,0.24546897,0.08756876,3.49929160
-1.57578789,8.52124789,0.02257847,1.40964131,5.17410065,2.39138659,0.23676288,0.08769971,3.51294983
-1.56978489,8.55627219,0.02183387,1.39301609,5.11061387,2.42622299,0.22815695,0.08804970,3.52135257
-1.56378189,8.57827143,0.02118425,1.37476761,5.03949995,2.45650726,0.21987225,0.08866358,3.52474641
-1.55777889,8.58722952,0.02064574,1.35537001,4.96186022,2.48163975,0.21211386,0.08958052,3.52334428
-1.55177589,8.58311575,0.02023623,1.33526799,4.87870245,2.50106427,0.20506506,0.09083220,3.51731796
-1.54577289,8.56588643,0.01997505,1.31486452,4.79091923,2.51428253,0.19888244,0.09244136,3.50679565
-1.53976988,8.53549423,0.01988271,1.29451093,4.69927570,2.52086878,0.19369216,0.09442050,3.49186431
-1.53376688,8.49190406,0.01998047,1.27449949,4.60440627,2.52048392,0.18958735,0.09677106,3.47257621
-1.52776388,8.43511365,0.02029007,1.25505855,4.50681940,2.51288835,0.18662676,0.09948286,3.44895888
