energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,3.32365007,0.06798149,0.00000000,0.03066539,2.09223735,2.11737742,0.91713047
-5.99399700,3.28058909,0.06921470,0.00000000,0.03114802,2.06328485,2.02988862,0.92033471
-5.98799400,3.22996056,0.07025066,0.00000000,0.03159824,2.02925373,1.93797664,0.92129345
-5.98199100,3.17190223,0.07104849,0.00000000,0.03199979,1.99039855,1.84281167,0.91992524
-5.97598799,3.10674322,0.07157490,0.00000000,0.03234031,1.94708503,1.74556508,0.91622682
-5.96998499,3.03500187,0.07180524,0.00000000,0.03261170,1.89978481,1.64738357,0.91027531
-5.96398199,2.95737816,0.07172427,0.00000000,0.03281022,1.84906757,1.54936630,0.90222766
-5.95797899,2.87474044,0.07132650,0.00000000,0.03293647,1.79559032,1.45254545,0.89231730
-5.95197599,2.78810653,0.07061619,0.00000000,0.03299515,1.74008396,1.35787049,0.88084778
-5.94597299,2.69861938,0.06960688,0.00000000,0.03299471,1.68333713,1.26619612,0.86818370
-5.93996998,2.60751764,0.06832067,0.00000000,0.03294675,1.62617770,1.17827383,0.85473891
-5.93396698,2.51610207,0.06678708,0.00000000,0.03286540,1.56945213,1.09474662,0.84096251
-5.92796398,2.42569862,0.06504168,0.00000000,0.03276651,1.51400340,1.01614669,0.82732313
-5.92196098,2.33761948,0.06312450,0.00000000,0.03266682,1.46064807,0.94289546,0.81429203
-5.91595798,2.25312358,0.06107838,0.00000000,0.03258309,1.41015333,0.87530572,0.80232575
-5.90995498,2.17337797,0.05894719,0.00000000,0.03253124,1.36321485,0.81358535,0.79184902
-5.90395198,2.09942185,0.05677420,0.00000000,0.03252554,1.32043638,0.75784231,0.78323880
-5.89794897,2.03213464,0.05460042,0.00000000,0.03257790,1.28231195,0.70809065,0.77680991
-5.89194597,1.97220959,0.05246332,0.00000000,0.03269726,1.24921148,0.66425738,0.77280319
-5.88594297,1.92013409,0.05039559,0.00000000,0.03288910,1.22137046,0.62618987,0.77137645
-5.87993997,1.87617747,0.04842436,0.00000000,0.03315523,1.19888422,0.59366394,0.77259878
-5.87393697,1.84038695,0.04657059,0.00000000,0.03349356,1.18170707,0.56639234,0.77644839
-5.86793397,1.81259178,0.04484889,0.00000000,0.03389824,1.16965629,0.54403371,0.78281398
-5.86193097,1.79241537,0.04326754,0.00000000,0.03435983,1.16242109,0.52620197,0.79149973
-5.85592796,1.77929488,0.04182890,0.00000000,0.03486567,1.15957576,0.51247596,0.80223333
-5.84992496,1.77250720,0.04052996,0.00000000,0.03540038,1.16059683,0.50240945,0.81467705
-5.84392196,1.77120032,0.03936322,0.00000000,0.03594646,1.16488327,0.49554123,0.82844096
-5.83791896,1.77442865,0.03831761,0.00000000,0.03648495,1.17177900,0.49140523,0.84309802
-5.83191596,1.78119079,0.03737960,0.00000000,0.03699615,1.18059680,0.48954056,0.85820018
-5.82591296,1.79046832,0.03653429,0.00000000,0.03746035,1.19064261,0.48950123,0.87329498
-5.81990995,1.80126405,0.03576654,0.00000000,0.03785851,1.20123944,0.49086532,0.88794191
-5.81390695,1.81263846,0.03506204,0.00000000,0.03817293,1.21174993,0.49324359,0.90172796
-5.80790395,1.82374293,0.03440832,0.00000000,0.03838786,1.22159684,0.49628712,0.91428185
-5.80190095,1.83384898,0.03379557,0.00000000,0.03848998,1.23028082,0.49969401,0.92528644
-5.79589795,1.84237235,0.03321741,0.00000000,0.03846882,1.23739499,0.50321475,0.93448884
-5.78989495,1.84889164,0.03267148,0.00000000,0.03831709,1.24263580,0.50665640,0.94170813
-5.78389195,1.85316084,0.03215979,0.00000000,0.03803083,1.24581023,0.50988525,0.94684036
-5.77788894,1.85511578,0.03168908,0.00000000,0.03760956,1.24683883,0.51282795,0.94986072
-5.77188594,1.85487440,0.03127083,0.00000000,0.03705621,1.24575511,0.51547109,0.95082298
-5.76588294,1.85273115,0.03092131,0.00000000,0.03637706,1.24270105,0.51785927,0.94985625
-5.75987994,1.84914587,0.03066134,0.00000000,0.03558153,1.23791922,0.52009153,0.94715918
-5.75387694,1.84472772,0.03051602,0.00000000,0.03468192,1.23174199,0.52231641,0.94299206
-5.74787394,1.84021488,0.03051435,0.00000000,0.03369311,1.22457803,0.52472569,0.93766685
-5.74187094,1.83645082,0.03068872,0.00000000,0.03263215,1.21689700,0.52754688,0.93153593
-5.73586793,1.83435797,0.03107433,0.00000000,0.03151786,1.20921279,0.53103486,0.92497962
-5.72986493,1.83490985,0.03170855,0.00000000,0.03037046,1.20206613,0.53546268,0.91839334
-5.72386193,1.83910256,0.03263022,0.00000000,0.02921105,1.19600714,0.54111207,0.91217459
-5.71785893,1.84792665,0.03387889,0.00000000,0.02806123,1.19157858,0.54826362,0.90671053
-5.71185593,1.86234022,0.03549402,0.00000000,0.02694265,1.18930024,0.55718722,0.90236637
-5.70585293,1.88324424,0.03751417,0.00000000,0.02587661,1.18965517,0.56813285,0.89947518
-5.69984992,1.91146054,0.03997617,0.00000000,0.02488366,1.19307812,0.58132214,0.89832943
-5.69384692,1.94771328,0.04291421,0.00000000,0.02398328,1.19994640,0.59694083,0.89917439
-5.68784392,1.99261407,0.04635908,0.00000000,0.02319350,1.21057349,0.61513235,0.90220367
