energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,0.54207000,0.01197489,0.02259359,0.00673881,0.00000000,0.12174165,0.06098423,0.00930528,0.26001959
-5.99399700,0.52804597,0.01308873,0.02116253,0.00667198,0.00000000,0.12155491,0.05870045,0.00885166,0.25480274
-5.98799400,0.51608313,0.01423915,0.01978512,0.00662592,0.00000000,0.12187723,0.05673353,0.00848822,0.25060016
-5.98199100,0.50602877,0.01542165,0.01846650,0.00659747,0.00000000,0.12270281,0.05505793,0.00820212,0.24732648
-5.97598799,0.49780396,0.01663343,0.01721427,0.00658423,0.00000000,0.12404750,0.05365608,0.00798162,0.24493323
-5.96998499,0.49140549,0.01787402,0.01603834,0.00658458,0.00000000,0.12595030,0.05251870,0.00781633,0.24341008
-5.96398199,0.48690640,0.01914585,0.01495068,0.00659776,0.00000000,0.12847452,0.05164502,0.00769728,0.24278547
-5.95797899,0.48445533,0.02045479,0.01396503,0.00662385,0.00000000,0.13170864,0.05104276,0.00761708,0.24312661
-5.95197599,0.48427451,0.02181071,0.01309658,0.00666382,0.00000000,0.13576664,0.05072799,0.00756992,0.24453872
-5.94597299,0.48665626,0.02322774,0.01236168,0.00671950,0.00000000,0.14078773,0.05072482,0.00755165,0.24716355
-5.93996998,0.49195784,0.02472456,0.01177751,0.00679357,0.00000000,0.14693530,0.05106481,0.00755970,0.25117698
-5.93396698,0.50059446,0.02632437,0.01136174,0.00688952,0.00000000,0.15439503,0.05178631,0.00759306,0.25678560
-5.92796398,0.51303013,0.02805470,0.01113225,0.00701153,0.00000000,0.16337196,0.05293342,0.00765215,0.26422210
-5.92196098,0.52976623,0.02994697,0.01110678,0.00716440,0.00000000,0.17408646,0.05455476,0.00773870,0.27373948
-5.91595798,0.55132766,0.03203574,0.01130265,0.00735340,0.00000000,0.18676909,0.05670206,0.00785553,0.28560384
-5.90995498,0.57824662,0.03435778,0.01173639,0.00758407,0.00000000,0.20165428,0.05942832,0.00800636,0.30008599
-5.90395198,0.61104416,0.03695082,0.01242347,0.00786205,0.00000000,0.21897302,0.06278588,0.00819558,0.31745175
-5.89794897,0.65020979,0.03985212,0.01337796,0.00819283,0.00000000,0.23894456,0.06682427,0.00842791,0.33795134
-5.89194597,0.69617977,0.04309683,0.01461216,0.00858150,0.00000000,0.26176758,0.07158783,0.00870814,0.36180798
-5.88594297,0.74931479,0.04671627,0.01613633,0.00903251,0.00000000,0.28761097,0.07711338,0.00904082,0.38920613
-5.87993997,0.80987786,0.05073609,0.01795840,0.00954939,0.00000000,0.31660466,0.08342785,0.00942993,0.42027990
-5.87393697,0.87801351,0.05517453,0.02008367,0.01013453,0.00000000,0.34883103,0.09054604,0.00987861,0.45510216
-5.86793397,0.95372941,0.06004070,0.02251468,0.01078897,0.00000000,0.38431724,0.09846874,0.01038885,0.49367478
-5.86193097,1.03688154,0.06533311,0.02525105,0.01151219,0.00000000,0.42302914,0.10718106,0.01096130,0.53592088
-5.85592796,1.12716398,0.07103851,0.02828955,0.01230203,0.00000000,0.46486703,0.11665143,0.01159504,0.58167932
-5.84992496,1.22410430,0.07713098,0.03162418,0.01315460,0.00000000,0.50966385,0.12683109,0.01228752,0.63070220
-5.84392196,1.32706532,0.08357159,0.03524646,0.01406431,0.00000000,0.55718600,0.13765424,0.01303444,0.68265556
-5.83791896,1.43525369,0.09030845,0.03914584,0.01502394,0.00000000,0.60713708,0.14903905,0.01382985,0.73712367
-5.83191596,1.54773536,0.09727729,0.04331027,0.01602481,0.00000000,0.65916447,0.16088923,0.01466619,0.79361685
-5.82591296,1.66345776,0.10440259,0.04772685,0.01705701,0.00000000,0.71286869,0.17309644,0.01553451,0.85158275
-5.81990995,1.78127802,0.11159921,0.05238260,0.01810969,0.00000000,0.76781531,0.18554327,0.01642468,0.91042079
-5.81390695,1.89999601,0.11877445,0.05726525,0.01917140,0.00000000,0.82354873,0.19810675,0.01732570,0.96949913
-5.80790395,2.01839103,0.12583055,0.06236404,0.02023051,0.00000000,0.87960736,0.21066221,0.01822609,1.02817357
-5.80190095,2.13526009,0.13266747,0.06767040,0.02127553,0.00000000,0.93553936,0.22308733,0.01911418,1.08580741
-5.79589795,2.24945614,0.13918582,0.07317852,0.02229559,0.00000000,0.99091804,0.23526605,0.01997855,1.14179134
-5.78989495,2.35992400,0.14528996,0.07888565,0.02328071,0.00000000,1.04535604,0.24709236,0.02080836,1.19556244
-5.78389195,2.46573205,0.15089091,0.08479213,0.02422221,0.00000000,1.09851743,0.25847341,0.02159369,1.24662104
-5.77788894,2.56609788,0.15590914,0.09090108,0.02511289,0.00000000,1.15012681,0.26933209,0.02232583,1.29454486
-5.77188594,2.66040630,0.16027702,0.09721771,0.02594723,0.00000000,1.19997485,0.27960861,0.02299749,1.33899926
-5.76588294,2.74821854,0.16394082,0.10374820,0.02672145,0.00000000,1.24791979,0.28926120,0.02360293,1.37974338
-5.75987994,2.82927217,0.16686224,0.11049826,0.02743351,0.00000000,1.29388449,0.29826566,0.02413804,1.41663156
-5.75387694,2.90347155,0.16901931,0.11747129,0.02808300,0.00000000,1.33784940,0.30661399,0.02460030,1.44961016
-5.74787394,2.97086945,0.17040669,0.12466634,0.02867090,0.00000000,1.37984149,0.31431195,0.02498868,1.47870981
-5.74187094,3.03164095,0.17103542,0.13207592,0.02919932,0.00000000,1.41991987,0.32137583,0.02530351,1.50403388
-5.73586793,3.08605136,0.17093206,0.13968371,0.02967119,0.00000000,1.45815904,0.32782860,0.02554620,1.52574362
-5.72986493,3.13442018,0.17013728,0.14746254,0.03008985,0.00000000,1.49463074,0.33369570,0.02571903,1.54404115
-5.72386193,3.17708355,0.16870411,0.15537251,0.03045867,0.00000000,1.52938571,0.33900069,0.02582485,1.55915135
-5.71785893,3.21435770,0.16669582,0.16335968,0.03078072,0.00000000,1.56243654,0.34376116,0.02586684,1.57130380
-5.71185593,3.24650588,0.16418359,0.17135527,0.03105839,0.00000000,1.59374302,0.34798508,0.02584822,1.58071598
-5.70585293,3.27371101,0.16124412,0.17927556,0.03129316,0.00000000,1.62320098,0.35166798,0.02577207,1.58757877
-5.69984992,3.29605607,0.15795727,0.18702267,0.03148544,0.00000000,1.65063567,0.35479107,0.02564116,1.59204522
-5.69384692,3.31351336,0.15440378,0.19448607,0.03163441,0.00000000,1.67580023,0.35732048,0.02545788,1.59422320
-5.68784392,3.32594359,0.15066328,0.20154499,0.03173811,0.00000000,1.69837978,0.35920780,0.02522418,1.59417233
-5.68184092,3.33310475,0.14681248,0.20807155,0.03179348,0.00000000,1.71800081,0.36039177,0.02494164,1.59190534
-5.67583792,3.33467012,0.14292376,0.21393461,0.03179662,0.00000000,1.73424575,0.36080113,0.02461153,1.58739354
-5.66983492,3.33025414,0.13906405,0.21900404,0.03174302,0.00000000,1.74667175,0.36035848,0.02423499,1.58057588
-5.66383192,3.31944439,0.13529401,0.22315540,0.03162794,0.00000000,1.75483270,0.35898486,0.02381316,1.57137096
-5.65782891,3.30183725,0.13166751,0.22627462,0.03144674,0.00000000,1.75830322,0.35660478,0.02334739,1.55969079
-5.65182591,3.27707479,0.12823136,0.22826256,0.03119530,0.00000000,1.75670294,0.35315147,0.02283945,1.54545536
-5.64582291,3.24488033,0.12502521,0.22903922,0.03087035,0.00000000,1.74971992,0.34857186,0.02229164,1.52860687
-5.63981991,3.20509004,0.12208157,0.22854727,0.03046980,0.00000000,1.73713134,0.34283113,0.02170694,1.50912245
-5.63381691,3.15767851,0.11942592,0.22675487,0.02999301,0.00000000,1.71882042,0.33591644,0.02108909,1.48702444
-5.62781391,3.10277632,0.11707682,0.22365745,0.02944095,0.00000000,1.69478843,0.32783969,0.02044261,1.46238755
-5.62181091,3.04067866,0.11504598,0.21927849,0.02881629,0.00000000,1.66516096,0.31863898,0.01977275,1.43534218
-5.61580790,2.97184417,0.11333838,0.21366922,0.02812340,0.00000000,1.63018807,0.30837895,0.01908539,1.40607386
-5.60980490,2.89688430,0.11195224,0.20690720,0.02736820,0.00000000,1.59023845,0.29714963,0.01838689,1.37481875
-5.60380190,2.81654377,0.11087902,0.19909395,0.02655802,0.00000000,1.54578768,0.28506423,0.01768388,1.34185558
-5.59779890,2.73167362,0.11010340,0.19035164,0.02570130,0.00000000,1.49740154,0.27225571,0.01698305,1.30749462
-5.59179590,2.64319854,0.10960333,0.18081917,0.02480726,0.00000000,1.44571537,0.25887253,0.01629087,1.27206444
-5.58579290,2.55208058,0.10935007,0.17064761,0.02388555,0.00000000,1.39141046,0.24507369,0.01561338,1.23589750
-5.57978989,2.45928174,0.10930848,0.15999551,0.02294590,0.00000000,1.33518923,0.23102348,0.01495595,1.19931545
-5.57378689,2.36572747,0.10943736,0.14902399,0.02199771,0.00000000,1.27775021,0.21688605,0.01432306,1.16261525
-5.56778389,2.27227355,0.10969008,0.13789207,0.02104979,0.00000000,1.21976447,0.20282024,0.01371820,1.12605699
-5.56178089,2.17967796,0.11001539,0.12675235,0.02011002,0.00000000,1.16185452,0.18897480,0.01314375,1.08985416
-5.55577789,2.08857938,0.11035850,0.11574715,0.01918517,0.00000000,1.10457680,0.17548437,0.01260091,1.05416704
-5.54977489,1.99948329,0.11066236,0.10500532,0.01828074,0.00000000,1.04840845,0.16246612,0.01208978,1.01909955
-5.54377189,1.91275607,0.11086915,0.09463977,0.01740092,0.00000000,0.99373877,0.15001747,0.01160944,0.98469966
-5.53776888,1.82862702,0.11092192,0.08474578,0.01654858,0.00000000,0.94086558,0.13821474,0.01115803,0.95096325
-5.53176588,1.74719787,0.11076634,0.07540003,0.01572534,0.00000000,0.88999633,0.12711272,0.01073302,0.91784115
-5.52576288,1.66845863,0.11035244,0.06666046,0.01493174,0.00000000,0.84125345,0.11674526,0.01033134,0.88524865
-5.51975988,1.59230852,0.10963631,0.05856669,0.01416740,0.00000000,0.79468332,0.10712652,0.00994968,0.85307713
-5.51375688,1.51858046,0.10858171,0.05114109,0.01343125,0.00000000,0.75026819,0.09825306,0.00958471,0.82120659
-5.50775388,1.44706732,0.10716138,0.04439028,0.01272179,0.00000000,0.70793995,0.09010630,0.00923331,0.78951872
-5.50175088,1.37754844,0.10535817,0.03830698,0.01203727,0.00000000,0.66759490,0.08265536,0.00889280,0.75790940
-5.49574787,1.30981460,0.10316576,0.03287213,0.01137596,0.00000000,0.62910862,0.07586009,0.00856112,0.72629998
-5.48974487,1.24369035,0.10058904,0.02805704,0.01073634,0.00000000,0.59235007,0.06967406,0.00823698,0.69464685
-5.48374187,1.17905231,0.09764409,0.02382563,0.01011726,0.00000000,0.55719422,0.06404741,0.00791997,0.66294857
-5.47773887,1.11584280,0.09435779,0.02013656,0.00951807,0.00000000,0.52353257,0.05892943,0.00761063,0.63125045
-5.47173587,1.05407835,0.09076696,0.01694519,0.00893867,0.00000000,0.49128134,0.05427083,0.00731040,0.59964624
-5.46573287,0.99385281,0.08691723,0.01420537,0.00837957,0.00000000,0.46038694,0.05002549,0.00702166,0.56827711
-5.45972986,0.93533531,0.08286161,0.01187098,0.00784186,0.00000000,0.43082880,0.04615186,0.00674756,0.53732790
-5.45372686,0.87876357,0.07865875,0.00989721,0.00732717,0.00000000,0.40261965,0.04261386,0.00649195,0.50702104
-5.44772386,0.82443305,0.07437109,0.00824160,0.00683755,0.00000000,0.37580346,0.03938131,0.00625917,0.47760846
-5.44172086,0.77268300,0.07006288,0.00686479,0.00637541,0.00000000,0.35045148,0.03643002,0.00605388,0.44936207
-5.43571786,0.72388006,0.06579822,0.00573110,0.00594332,0.00000000,0.32665669,0.03374156,0.00588082,0.42256316
-5.42971486,0.67840065,0.06163915,0.00480886,0.00554392,0.00000000,0.30452732,0.03130265,0.00574463,0.39749138
-5.42371186,0.63661293,0.05764377,0.00407058,0.00517976,0.00000000,0.28417962,0.02910447,0.00564958,0.37441378
-5.41770885,0.59885927,0.05386473,0.00349300,0.00485314,0.00000000,0.26573064,0.02714180,0.00559937,0.35357438
-5.41170585,0.56544013,0.05034775,0.00305698,0.00456602,0.00000000,0.24929120,0.02541207,0.00559692,0.33518472
-5.40570285,0.53659994,0.04713058,0.00274736,0.00431987,0.00000000,0.23495955,0.02391443,0.00564416,0.31941574
-5.39969985,0.51251552,0.04424216,0.00255268,0.00411563,0.00000000,0.22281592,0.02264890,0.00574193,0.30639131
-5.39369685,0.49328761,0.04170215,0.00246498,0.00395359,0.00000000,0.21291816,0.02161562,0.00588981,0.29618357
-5.38769385,0.47893550,0.03952077,0.00247941,0.00383342,0.00000000,0.20529870,0.02081415,0.00608606,0.28881032
-5.38169085,0.46939518,0.03769890,0.00259398,0.00375408,0.00000000,0.19996273,0.02024304,0.00632758,0.28423437
-5.37568784,0.46452064,0.03622859,0.00280920,0.00371390,0.00000000,0.19688773,0.01989945,0.00660993,0.28236493
-5.36968484,0.46408852,0.03509375,0.00312771,0.00371060,0.00000000,0.19602418,0.01977900,0.00692739,0.28306093
-5.36368184,0.46780554,0.03427112,0.00355400,0.00374132,0.00000000,0.19729733,0.01987577,0.00727305,0.28613609
-5.35767884,0.47531857,0.03373143,0.00409399,0.00380276,0.00000000,0.20060996,0.02018235,0.00763901,0.29136556
-5.35167584,0.48622676,0.03344074,0.00475471,0.00389120,0.00000000,0.20584574,0.02069014,0.00801654,0.29849382
-5.34567284,0.50009528,0.03336191,0.00554389,0.00400270,0.00000000,0.21287322,0.02138964,0.00839632,0.30724359
-5.33966983,0.51647013,0.03345605,0.00646962,0.00413311,0.00000000,0.22155005,0.02227084,0.00876873,0.31732544
-5.33366683,0.53489335,0.03368413,0.00753993,0.00427827,0.00000000,0.23172726,0.02332362,0.00912411,0.32844756
-5.32766383,0.55491815,0.03400841,0.00876238,0.00443411,0.00000000,0.24325342,0.02453821,0.00945307,0.34032560
-5.32166083,0.57612321,0.03439388,0.01014373,0.00459672,0.00000000,0.25597854,0.02590559,0.00974675,0.35269196
-5.31565783,0.59812577,0.03480951,0.01168947,0.00476248,0.00000000,0.26975738,0.02741786,0.00999717,0.36530427
