energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.34684325,0.05752396,0.00211258,0.52577243,0.00000000,0.89344354,0.38230583
-5.99399700,1.30840516,0.05420764,0.00210715,0.50270832,0.00000000,0.86615995,0.37038520
-5.98799400,1.27088833,0.05097046,0.00210371,0.48074917,0.00000000,0.83911296,0.35892566
-5.98199100,1.23425872,0.04781692,0.00210158,0.45998195,0.00000000,0.81221550,0.34796859
-5.97598799,1.19843135,0.04475069,0.00209996,0.44044790,0.00000000,0.78536413,0.33753090
-5.96998499,1.16327735,0.04177479,0.00209795,0.42214315,0.00000000,0.75844739,0.32760505
-5.96398199,1.12863314,0.03889179,0.00209453,0.40502158,0.00000000,0.73135437,0.31816052
-5.95797899,1.09431124,0.03610400,0.00208869,0.38899978,0.00000000,0.70398316,0.30914625
-5.95197599,1.06011196,0.03341371,0.00207938,0.37396360,0.00000000,0.67624848,0.30049406
-5.94597299,1.02583531,0.03082327,0.00206562,0.35977577,0.00000000,0.64808831,0.29212277
-5.93996998,0.99129242,0.02833525,0.00204651,0.34628425,0.00000000,0.61946892,0.28394271
-5.93396698,0.95631599,0.02595241,0.00202127,0.33333072,0.00000000,0.59038831,0.27586047
-5.92796398,0.92076934,0.02367774,0.00198929,0.32075880,0.00000000,0.56087785,0.26778360
-5.92196098,0.88455366,0.02151435,0.00195013,0.30842158,0.00000000,0.53100220,0.25962509
-5.91595798,0.84761327,0.01946538,0.00190357,0.29618824,0.00000000,0.50085748,0.25130731
-5.90995498,0.80993883,0.01753389,0.00184960,0.28394931,0.00000000,0.47056814,0.24276555
-5.90395198,0.77156849,0.01572267,0.00178842,0.27162073,0.00000000,0.44028254,0.23395067
-5.89794897,0.73258713,0.01403417,0.00172043,0.25914635,0.00000000,0.41016769,0.22483112
-5.89194597,0.69312375,0.01247036,0.00164624,0.24649904,0.00000000,0.38040349,0.21539413
-5.88594297,0.65334745,0.01103266,0.00156663,0.23368056,0.00000000,0.35117672,0.20564606
-5.87993997,0.61346217,0.00972192,0.00148249,0.22072011,0.00000000,0.32267516,0.19561204
-5.87393697,0.57370047,0.00853841,0.00139487,0.20767201,0.00000000,0.29508207,0.18533491
-5.86793397,0.53431687,0.00748195,0.00130485,0.19461260,0.00000000,0.26857138,0.17487356
-5.86193097,0.49558078,0.00655195,0.00121357,0.18163655,0.00000000,0.24330349,0.16430081
-5.85592796,0.45776961,0.00574761,0.00112218,0.16885295,0.00000000,0.21942220,0.15370089
-5.84992496,0.42116209,0.00506809,0.00103180,0.15638127,0.00000000,0.19705243,0.14316675
-5.84392196,0.38603220,0.00451270,0.00094349,0.14434743,0.00000000,0.17629898,0.13279718
-5.83791896,0.35264365,0.00408115,0.00085826,0.13288015,0.00000000,0.15724622,0.12269404
-5.83191596,0.32124531,0.00377367,0.00077699,0.12210765,0.00000000,0.13995850,0.11295950
-5.82591296,0.29206737,0.00359125,0.00070048,0.11215480,0.00000000,0.12448126,0.10369360
-5.81990995,0.26531837,0.00353574,0.00062940,0.10314068,0.00000000,0.11084271,0.09499193
-5.81390695,0.24118303,0.00360992,0.00056430,0.09517667,0.00000000,0.09905571,0.08694376
-5.80790395,0.21982075,0.00381753,0.00050562,0.08836483,0.00000000,0.08911987,0.07963035
-5.80190095,0.20136458,0.00416320,0.00045367,0.08279667,0.00000000,0.08102361,0.07312367
-5.79589795,0.18592065,0.00465229,0.00040865,0.07855207,0.00000000,0.07474592,0.06748538
-5.78989495,0.17356770,0.00529069,0.00037068,0.07569838,0.00000000,0.07025793,0.06276599
-5.78389195,0.16435678,0.00608447,0.00033977,0.07428946,0.00000000,0.06752389,0.05900437
-5.77788894,0.15831069,0.00703950,0.00031584,0.07436476,0.00000000,0.06650174,0.05622724
-5.77188594,0.15542335,0.00816099,0.00029875,0.07594815,0.00000000,0.06714308,0.05444888
-5.76588294,0.15565879,0.00945296,0.00028829,0.07904671,0.00000000,0.06939264,0.05367090
-5.75987994,0.15894995,0.01091769,0.00028419,0.08364929,0.00000000,0.07318726,0.05388195
-5.75387694,0.16519728,0.01255510,0.00028612,0.08972507,0.00000000,0.07845457,0.05505761
-5.74787394,0.17426719,0.01436227,0.00029370,0.09722199,0.00000000,0.08511135,0.05716018
-5.74187094,0.18599065,0.01633284,0.00030650,0.10606536,0.00000000,0.09306190,0.06013866
-5.73586793,0.20016212,0.01845662,0.00032406,0.11615674,0.00000000,0.10219652,0.06392877
-5.72986493,0.21653902,0.02071925,0.00034585,0.12737314,0.00000000,0.11239026,0.06845317
-5.72386193,0.23484210,0.02310199,0.00037130,0.13956684,0.00000000,0.12350222,0.07362189
-5.71785893,0.25475682,0.02558174,0.00039982,0.15256599,0.00000000,0.13537550,0.07933312
-5.71185593,0.27593617,0.02813116,0.00043077,0.16617600,0.00000000,0.14783797,0.08547435
-5.70585293,0.29800491,0.03071909,0.00046349,0.18018198,0.00000000,0.16070399,0.09192385
-5.69984992,0.32056552,0.03331114,0.00049728,0.19435214,0.00000000,0.17377706,0.09855274
-5.69384692,0.34320564,0.03587049,0.00053144,0.20844230,0.00000000,0.18685348,0.10522737
-5.68784392,0.36550719,0.03835891,0.00056529,0.22220136,0.00000000,0.19972697,0.11181227
-5.68184092,0.38705675,0.04073792,0.00059814,0.23537762,0.00000000,0.21219393,0.11817335
-5.67583792,0.40745702,0.04297015,0.00062935,0.24772575,0.00000000,0.22405947,0.12418151
-5.66983492,0.42633897,0.04502074,0.00065831,0.25901431,0.00000000,0.23514373,0.12971644
-5.66383192,0.44337421,0.04685877,0.00068450,0.26903331,0.00000000,0.24528822,0.13467037
-5.65782891,0.45828703,0.04845875,0.00070748,0.27760171,0.00000000,0.25436209,0.13895191
-5.65182591,0.47086566,0.04980194,0.00072690,0.28457436,0.00000000,0.26226776,0.14248949
-5.64582291,0.48097207,0.05087760,0.00074253,0.28984827,0.00000000,0.26894572,0.14523453
-5.63981991,0.48855002,0.05168398,0.00075426,0.29336762,0.00000000,0.27437828,0.14716399
-5.63381691,0.49363071,0.05222909,0.00076214,0.29512753,0.00000000,0.27859192,0.14828226
-5.62781391,0.49633573,0.05253116,0.00076632,0.29517619,0.00000000,0.28165812,0.14862229
-5.62181091,0.49687722,0.05261880,0.00076712,0.29361526,0.00000000,0.28369260,0.14824581
-5.61580790,0.49555492,0.05253072,0.00076496,0.29059852,0.00000000,0.28485283,0.14724269
-5.60980490,0.49275014,0.05231516,0.00076040,0.28632867,0.00000000,0.28533406,0.14572940
-5.60380190,0.48891700,0.05202893,0.00075411,0.28105245,0.00000000,0.28536376,0.14384653
-5.59779890,0.48457091,0.05173608,0.00074683,0.27505412,0.00000000,0.28519491,0.14175555
-5.59179590,0.48027486,0.05150630,0.00073939,0.26864769,0.00000000,0.28509827,0.13963490
-5.58579290,0.47662401,0.05141296,0.00073263,0.26216798,0.00000000,0.28535407,0.13767541
-5.57978989,0.47422898,0.05153100,0.00072744,0.25596090,0.00000000,0.28624337,0.13607543
-5.57378689,0.47369861,0.05193462,0.00072468,0.25037331,0.00000000,0.28803960,0.13503559
-5.56778389,0.47562273,0.05269484,0.00072517,0.24574273,0.00000000,0.29100055,0.13475360
-5.56178089,0.48055562,0.05387710,0.00072968,0.24238741,0.00000000,0.29536131,0.13541913
-5.55577789,0.48900084,0.05553883,0.00073888,0.24059681,0.00000000,0.30132843,0.13720904
-5.54977489,0.50139795,0.05772724,0.00075333,0.24062323,0.00000000,0.30907550,0.14028307
-5.54377189,0.51811171,0.06047725,0.00077349,0.24267446,0.00000000,0.31874064,0.14478028
-5.53776888,0.53942425,0.06380975,0.00079965,0.24690802,0.00000000,0.33042574,0.15081626
-5.53176588,0.56553056,0.06773026,0.00083199,0.25342709,0.00000000,0.34419783,0.15848129
-5.52576288,0.59653749,0.07222800,0.00087051,0.26227827,0.00000000,0.36009228,0.16783959
-5.51975988,0.63246653,0.07727547,0.00091509,0.27345137,0.00000000,0.37811799,0.17892962
-5.51375688,0.67326023,0.08282862,0.00096548,0.28688116,0.00000000,0.39826419,0.19176553
-5.50775388,0.71879205,0.08882754,0.00102131,0.30245119,0.00000000,0.42050865,0.20633964
-5.50175088,0.76887941,0.09519783,0.00108209,0.31999947,0.00000000,0.44482686,0.22262590
-5.49574787,0.82329923,0.10185241,0.00114730,0.33932589,0.00000000,0.47120183,0.24058413
-5.48974487,0.88180528,0.10869401,0.00121633,0.36020108,0.00000000,0.49963382,0.26016490
-5.48374187,0.94414652,0.11561799,0.00128859,0.38237639,0.00000000,0.53014960,0.28131463
-5.47773887,1.01008530,0.12251561,0.00136349,0.40559462,0.00000000,0.56281046,0.30398076
-5.47173587,1.07941445,0.12927749,0.00144049,0.42960097,0.00000000,0.59771848,0.32811649
-5.46573287,1.15197188,0.13579717,0.00151911,0.45415368,0.00000000,0.63502046,0.35368486
-5.45972986,1.22765176,0.14197465,0.00159899,0.47903396,0.00000000,0.67490885,0.38066165
-5.45372686,1.30641119,0.14771970,0.00167987,0.50405451,0.00000000,0.71761942,0.40903691
-5.44772386,1.38827142,0.15295476,0.00176162,0.52906632,0.00000000,0.76342533,0.43881477
-5.44172086,1.47331311,0.15761738,0.00184425,0.55396322,0.00000000,0.81262729,0.47001137
-5.43571786,1.56166526,0.16166200,0.00192788,0.57868389,0.00000000,0.86554021,0.50265081
-5.42971486,1.65348794,0.16506097,0.00201277,0.60321125,0.00000000,0.92247624,0.53675918
-5.42371186,1.74894931,0.16780486,0.00209926,0.62756898,0.00000000,0.98372504,0.57235683
-5.41770885,1.84819787,0.16990184,0.00218774,0.65181548,0.00000000,1.04953173,0.60944929
-5.41170585,1.95133115,0.17137647,0.00227864,0.67603550,0.00000000,1.12007365,0.64801718
-5.40570285,2.05836261,0.17226760,0.00237239,0.70032980,0.00000000,1.19543688,0.68800573
-5.39969985,2.16918872,0.17262586,0.00246932,0.72480350,0.00000000,1.27559385,0.72931467
-5.39369685,2.28355815,0.17251061,0.00256969,0.74955371,0.00000000,1.36038323,0.77178900
-5.38769385,2.40104537,0.17198669,0.00267359,0.77465720,0.00000000,1.44949337,0.81521155
-5.38169085,2.52103061,0.17112102,0.00278093,0.80015891,0.00000000,1.54245052,0.85929788
-5.37568784,2.64268802,0.16997944,0.00289141,0.82606193,0.00000000,1.63861279,0.90369415
-5.36968484,2.76498335,0.16862366,0.00300446,0.85231961,0.00000000,1.73717059,0.94797838
-5.36368184,2.88668216,0.16710882,0.00311928,0.87883043,0.00000000,1.83715414,0.99166529
-5.35767884,3.00636881,0.16548149,0.00323481,0.90543577,0.00000000,1.93744801,1.03421489
-5.35167584,3.12247601,0.16377836,0.00334975,0.93192108,0.00000000,2.03681261,1.07504456
-5.34567284,3.23332390,0.16202563,0.00346257,0.95802006,0.00000000,2.13391195,1.11354419
-5.33966983,3.33716725,0.16023900,0.00357159,0.98342200,0.00000000,2.22734669,1.14909389
-5.33366683,3.43224861,0.15842437,0.00367497,1.00778167,0.00000000,2.31569129,1.18108335
-5.32766383,3.51685502,0.15657904,0.00377082,1.03073120,0.00000000,2.39753375,1.20893208
-5.32166083,3.58937558,0.15469333,0.00385721,1.05189347,0.00000000,2.47151614,1.23210938
-5.31565783,3.64835702,0.15275248,0.00393228,1.07089611,0.00000000,2.53637447,1.25015327
-5.30965483,3.69255456,0.15073873,0.00399427,1.08738530,0.00000000,2.59097594,1.26268711
-5.30365183,3.72097566,0.14863333,0.00404160,1.10103890,0.00000000,2.63435211,1.26943344
-5.29764882,3.73291447,0.14641845,0.00407291,1.11157783,0.00000000,2.66572667,1.27022401
-5.29164582,3.72797546,0.14407877,0.00408711,1.11877557,0.00000000,2.68453659,1.26500572
-5.28564282,3.70608531,0.14160281,0.00408343,1.12246503,0.00000000,2.69044607,1.25384222
-5.27963982,3.66749268,0.13898377,0.00406143,1.12254274,0.00000000,2.68335272,1.23691102
-5.27363682,3.61275623,0.13621994,0.00402101,1.11897016,0.00000000,2.66338610,1.21449645
-5.26763382,3.54272176,0.13331473,0.00396244,1.11177232,0.00000000,2.63089889,1.18697886
-5.26163082,3.45849004,0.13027627,0.00388630,1.10103398,0.00000000,2.58645137,1.15482078
-5.25562781,3.36137708,0.12711676,0.00379351,1.08689362,0.00000000,2.53079016,1.11855057
-5.24962481,3.25286908,0.12385146,0.00368526,1.06953595,0.00000000,2.46482233,1.07874474
-5.24362181,3.13457429,0.12049771,0.00356299,1.04918322,0.00000000,2.38958621,1.03600951
-5.23761881,3.00817426,0.11707377,0.00342835,1.02608621,0.00000000,2.30622022,0.99096268
-5.23161581,2.87537644,0.11359784,0.00328313,1.00051508,0.00000000,2.21593106,0.94421660
-5.22561281,2.73787026,0.11008713,0.00312924,0.97275100,0.00000000,2.11996251,0.89636276
-5.21960980,2.59728821,0.10655724,0.00296865,0.94307867,0.00000000,2.01956592,0.84795876
-5.21360680,2.45517329,0.10302174,0.00280332,0.91178023,0.00000000,1.91597347,0.79951794
-5.20760380,2.31295343,0.09949208,0.00263519,0.87913070,0.00000000,1.81037473,0.75150190
-5.20160080,2.17192339,0.09597781,0.00246614,0.84539507,0.00000000,1.70389728,0.70431593
-5.19559780,2.03323411,0.09248703,0.00229794,0.81082710,0.00000000,1.59759144,0.65830732
-5.18959480,1.89788896,0.08902715,0.00213222,0.77566948,0.00000000,1.49241935,0.61376626
-5.18359180,1.76674636,0.08560575,0.00197049,0.74015539,0.00000000,1.38924822,0.57092894
-5.17758879,1.64052765,0.08223161,0.00181410,0.70451101,0.00000000,1.28884740,0.52998247
-5.17158579,1.51982916,0.07891580,0.00166421,0.66895868,0.00000000,1.19188895,0.49107118
-5.16558279,1.40513728,0.07567265,0.00152187,0.63372039,0.00000000,1.09895106,0.45430371
-5.15957979,1.29684534,0.07252073,0.00138793,0.59902121,0.00000000,1.01052386,0.41976046
-5.15357679,1.19527109,0.06948355,0.00126311,0.56509235,0.00000000,0.92701680,0.38750096
-5.14757379,1.10067378,0.06659010,0.00114801,0.53217363,0.00000000,0.84876716,0.35757085
-5.14157079,1.01326998,0.06387517,0.00104308,0.50051505,0.00000000,0.77604906,0.33000797
-5.13556778,0.93324734,0.06137923,0.00094871,0.47037736,0.00000000,0.70908233,0.30484747
-5.12956478,0.86077582,0.05914822,0.00086516,0.44203158,0.00000000,0.64804095,0.28212585
-5.12356178,0.79601608,0.05723285,0.00079265,0.41575741,0.00000000,0.59306049,0.26188359
-5.11755878,0.73912486,0.05568780,0.00073132,0.39184062,0.00000000,0.54424453,0.24416666
-5.11155578,0.69025738,0.05457055,0.00068128,0.37056949,0.00000000,0.50166953,0.22902678
-5.10555278,0.64956686,0.05394009,0.00064258,0.35223056,0.00000000,0.46538845,0.21652058
-5.09954977,0.61720165,0.05385545,0.00061527,0.33710369,0.00000000,0.43543274,0.20670791
-5.09354677,0.59330015,0.05437416,0.00059934,0.32545688,0.00000000,0.41181309,0.19964926
-5.08754377,0.57798401,0.05555062,0.00059477,0.31754076,0.00000000,0.39451876,0.19540276
-5.08154077,0.57135026,0.05743459,0.00060149,0.31358328,0.00000000,0.38351605,0.19402068
-5.07553777,0.57346258,0.06006964,0.00061943,0.31378447,0.00000000,0.37874572,0.19554583
-5.06953477,0.58434255,0.06349184,0.00064843,0.31831162,0.00000000,0.38011997,0.20000795
-5.06353177,0.60396093,0.06772854,0.00068833,0.32729500,0.00000000,0.38751905,0.20742025
-5.05752876,0.63222981,0.07279743,0.00073886,0.34082404,0.00000000,0.40078780,0.21777624
-5.05152576,0.66899554,0.07870580,0.00079973,0.35894427,0.00000000,0.41973235,0.23104700
-5.04552276,0.71403307,0.08545008,0.00087054,0.38165481,0.00000000,0.44411732,0.24717890
-5.03951976,0.76704171,0.09301562,0.00095082,0.40890655,0.00000000,0.47366352,0.26609186
-5.03351676,0.82764240,0.10137676,0.00104000,0.44060094,0.00000000,0.50804646,0.28767823
-5.02751376,0.89537666,0.11049712,0.00113742,0.47658927,0.00000000,0.54689576,0.31180214
-5.02151076,0.96970709,0.12033009,0.00124231,0.51667254,0.00000000,0.58979543,0.33829943
-5.01550775,1.05001939,0.13081950,0.00135383,0.56060165,0.00000000,0.63628523,0.36697813
-5.00950475,1.13562573,0.14190041,0.00147100,0.60807810,0.00000000,0.68586292,0.39761927
-5.00350175,1.22576944,0.15350002,0.00159277,0.65875496,0.00000000,0.73798759,0.42997822
-4.99749875,1.31963071,0.16553856,0.00171801,0.71223830,0.00000000,0.79208377,0.46378633
-4.99149575,1.41633336,0.17793021,0.00184549,0.76808896,0.00000000,0.84754656,0.49875294
-4.98549275,1.51495252,0.19058403,0.00197394,0.82582499,0.00000000,0.90374744,0.53456767
-4.97948974,1.61452312,0.20340476,0.00210202,0.88492453,0.00000000,0.96004095,0.57090310
-4.97348674,1.71404936,0.21629367,0.00222838,0.94482972,0.00000000,1.01577200,0.60741777
-4.96748374,1.81251500,0.22914930,0.00235162,1.00495137,0.00000000,1.07028387,0.64375958
-4.96148074,1.90889480,0.24186828,0.00247038,1.06467495,0.00000000,1.12292684,0.67956965
-4.95547774,2.00216696,0.25434610,0.00258332,1.12336775,0.00000000,1.17306733,0.71448669
-4.94947474,2.09132682,0.26647798,0.00268914,1.18038754,0.00000000,1.22009754,0.74815186
-4.94347174,2.17540171,0.27815993,0.00278665,1.23509254,0.00000000,1.26344543,0.78021422
