energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,1.82744659,0.55593386,0.30617992,0.02384176,0.28254365,0.67820260,0.00000000
-5.99399700,1.82494387,0.55808951,0.30221849,0.02221891,0.27951024,0.68420096,0.00000000
-5.98799400,1.82293443,0.56015114,0.29871751,0.02066577,0.27672310,0.68986328,0.00000000
-5.98199100,1.82097014,0.56191938,0.29564333,0.01918823,0.27415579,0.69491397,0.00000000
-5.97598799,1.81851850,0.56318156,0.29293942,0.01778976,0.27176467,0.69906040,0.00000000
-5.96998499,1.81498668,0.56372021,0.29052959,0.01647162,0.26949154,0.70200436,0.00000000
-5.96398199,1.80974831,0.56332179,0.28832204,0.01523323,0.26726688,0.70345398,0.00000000
-5.95797899,1.80217160,0.56178551,0.28621387,0.01407250,0.26501354,0.70313549,0.00000000
-5.95197599,1.79164757,0.55893167,0.28409594,0.01298620,0.26265060,0.70080436,0.00000000
-5.94597299,1.77761717,0.55460939,0.28185780,0.01197032,0.26009736,0.69625530,0.00000000
-5.93996998,1.75959605,0.54870323,0.27939254,0.01102042,0.25727723,0.68933076,0.00000000
-5.93396698,1.73719598,0.54113862,0.27660132,0.01013193,0.25412131,0.67992755,0.00000000
-5.92796398,1.71014227,0.53188585,0.27339745,0.00930038,0.25057165,0.66800134,0.00000000
-5.92196098,1.67828654,0.52096250,0.26970982,0.00852162,0.24658390,0.65356903,0.00000000
-5.91595798,1.64161454,0.50843431,0.26548576,0.00779198,0.24212953,0.63670883,0.00000000
-5.90995498,1.60024910,0.49441451,0.26069301,0.00710834,0.23719730,0.61755833,0.00000000
-5.90395198,1.55444817,0.47906169,0.25532102,0.00646818,0.23179416,0.59631062,0.00000000
-5.89794897,1.50459860,0.46257637,0.24938144,0.00586957,0.22594547,0.57320872,0.00000000
-5.89194597,1.45120588,0.44519646,0.24290791,0.00531115,0.21969465,0.54853887,0.00000000
-5.88594297,1.39488082,0.42719182,0.23595518,0.00479210,0.21310220,0.52262265,0.00000000
-5.87993997,1.33632364,0.40885815,0.22859762,0.00431201,0.20624431,0.49580881,0.00000000
-5.87393697,1.27630632,0.39051044,0.22092734,0.00387084,0.19921094,0.46846467,0.00000000
-5.86793397,1.21565408,0.37247623,0.21305178,0.00346882,0.19210361,0.44096788,0.00000000
-5.86193097,1.15522651,0.35508882,0.20509115,0.00310639,0.18503285,0.41369856,0.00000000
-5.85592796,1.09589916,0.33868072,0.19717562,0.00278415,0.17811555,0.38703227,0.00000000
-5.84992496,1.03854602,0.32357742,0.18944242,0.00250276,0.17147204,0.36133386,0.00000000
-5.84392196,0.98402351,0.31009162,0.18203294,0.00226294,0.16522327,0.33695251,0.00000000
-5.83791896,0.93315613,0.29851809,0.17508994,0.00206544,0.15948789,0.31421780,0.00000000
-5.83191596,0.88672414,0.28912910,0.16875478,0.00191098,0.15437950,0.29343712,0.00000000
-5.82591296,0.84545330,0.28217062,0.16316496,0.00180028,0.15000400,0.27489408,0.00000000
-5.81990995,0.81000673,0.27785921,0.15845166,0.00173401,0.14645708,0.25884796,0.00000000
-5.81390695,0.78097861,0.27637956,0.15473767,0.00171278,0.14382209,0.24553404,0.00000000
-5.80790395,0.75888986,0.27788278,0.15213534,0.00173712,0.14216796,0.23516454,0.00000000
-5.80190095,0.74418509,0.28248531,0.15074486,0.00180744,0.14154763,0.22793003,0.00000000
-5.79589795,0.73723094,0.29026833,0.15065254,0.00192399,0.14199665,0.22400094,0.00000000
-5.78989495,0.73831512,0.30127773,0.15192936,0.00208677,0.14353213,0.22352908,0.00000000
-5.78389195,0.74764596,0.31552444,0.15462957,0.00229552,0.14615212,0.22664873,0.00000000
-5.77788894,0.76535208,0.33298502,0.15878933,0.00254956,0.14983520,0.23347722,0.00000000
-5.77188594,0.79148188,0.35360247,0.16442551,0.00284777,0.15454051,0.24411468,0.00000000
