energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.78989495,2.37331184,-2.37331356,0.00778317,-0.00778316,0.05228230,-0.05228231,1.35646339,-1.35646446,0.32863484,-0.32863532,0.55795476,-0.55795524,0.45405841,-0.45405881,0.03611003,-0.03611001,1.30496032,-1.30496123
-5.78389195,2.41823870,-2.41824032,0.00770998,-0.00770997,0.05236403,-0.05236403,1.38929666,-1.38929765,0.33741383,-0.33741429,0.57211565,-0.57211612,0.46741374,-0.46741411,0.03488758,-0.03488756,1.33149207,-1.33149292
-5.77788894,2.45739510,-2.45739659,0.00760868,-0.00760867,0.05233142,-0.05233143,1.41796960,-1.41797048,0.34584608,-0.34584654,0.58499739,-0.58499783,0.47935660,-0.47935694,0.03366348,-0.03366346,1.35476813,-1.35476891
-5.77188594,2.49047802,-2.49047939,0.00748438,-0.00748437,0.05219404,-0.05219405,1.44219735,-1.44219813,0.35388089,-0.35388134,0.59644071,-0.59644112,0.48978058,-0.48978088,0.03246438,-0.03246435,1.37458083,-1.37458153
-5.76588294,2.51727810,-2.51727931,0.00734296,-0.00734295,0.05196595,-0.05196595,1.46176990,-1.46177057,0.36146580,-0.36146623,0.60630832,-0.60630869,0.49860631,-0.49860658,0.03131572,-0.03131570,1.39077417,-1.39077479
-5.75987994,2.53767909,-2.53768015,0.00719087,-0.00719085,0.05166560,-0.05166561,1.47655074,-1.47655129,0.36854729,-0.36854771,0.61448564,-0.61448597,0.50578343,-0.50578366,0.03024127,-0.03024125,1.40324363,-1.40324415
-5.75387694,2.55165569,-2.55165658,0.00703488,-0.00703487,0.05131571,-0.05131571,1.48647370,-1.48647413,0.37507169,-0.37507209,0.62088121,-0.62088149,0.51129191,-0.51129210,0.02926259,-0.02926257,1.41193490,-1.41193533
-5.74787394,2.55926986,-2.55927058,0.00688191,-0.00688189,0.05094295,-0.05094295,1.49153840,-1.49153869,0.38098636,-0.38098673,0.62542683,-0.62542706,0.51514282,-0.51514295,0.02839862,-0.02839861,1.41684179,-1.41684212
-5.74187094,2.56066584,-2.56066638,0.00673873,-0.00673872,0.05057772,-0.05057772,1.49180456,-1.49180471,0.38624110,-0.38624145,0.62807762,-0.62807779,0.51737835,-0.51737844,0.02766536,-0.02766535,1.41800342,-1.41800364
-5.73586793,2.55606416,-2.55606451,0.00661180,-0.00661178,0.05025367,-0.05025367,1.48738567,-1.48738569,0.39078967,-0.39078999,0.62881196,-0.62881207,0.51807126,-0.51807130,0.02707557,-0.02707556,1.41550079,-1.41550091
-5.72986493,2.54575470,-2.54575487,0.00650698,-0.00650696,0.05000735,-0.05000735,1.47844227,-1.47844215,0.39459137,-0.39459166,0.62763142,-0.62763147,0.51732358,-0.51732357,0.02663851,-0.02663851,1.40945304,-1.40945304
-5.72386193,2.53008901,-2.53008900,0.00642940,-0.00642939,0.04987762,-0.04987762,1.46517522,-1.46517496,0.39761249,-0.39761274,0.62456065,-0.62456064,0.51526458,-0.51526453,0.02635984,-0.02635984,1.40001329,-1.40001318
-5.71785893,2.50947193,-2.50947174,0.00638328,-0.00638326,0.04990504,-0.04990505,1.44781916,-1.44781877,0.39982769,-0.39982791,0.61964727,-0.61964719,0.51204815,-0.51204805,0.02624145,-0.02624146,1.38736434,-1.38736412
-5.71185593,2.48435257,-2.48435220,0.00637175,-0.00637174,0.05013121,-0.05013121,1.42663638,-1.42663586,0.40122104,-0.40122123,0.61296150,-0.61296136,0.50784939,-0.50784925,0.02628148,-0.02628150,1.37171424,-1.37171391
-5.70585293,2.45521479,-2.45521425,0.00639681,-0.00639680,0.05059789,-0.05059790,1.40191121,-1.40191056,0.40178677,-0.40178692,0.60459578,-0.60459558,0.50286066,-0.50286047,0.02647430,-0.02647431,1.35329170,-1.35329126
-5.69984992,2.42256723,-2.42256653,0.00645924,-0.00645923,0.05134613,-0.05134614,1.37394496,-1.37394420,0.40152957,-0.40152968,0.59466397,-0.59466370,0.49728692,-0.49728670,0.02681059,-0.02681061,1.33234159,-1.33234106
-5.69384692,2.38693293,-2.38693208,0.00655859,-0.00655858,0.05241523,-0.05241524,1.34305151,-1.34305063,0.40046451,-0.40046460,0.58330016,-0.58329983,0.49134067,-0.49134042,0.02727757,-0.02727759,1.30912042,-1.30911979
-5.68784392,2.34883872,-2.34883774,0.00669320,-0.00669320,0.05384158,-0.05384160,1.30955332,-1.30955235,0.39861653,-0.39861658,0.57065712,-0.57065675,0.48523637,-0.48523609,0.02785916,-0.02785919,1.28389183,-1.28389112
-5.68184092,2.30880458,-2.30880348,0.00686026,-0.00686025,0.05565748,-0.05565751,1.27377809,-1.27377703,0.39601941,-0.39601943,0.55690419,-0.55690376,0.47918463,-0.47918433,0.02853636,-0.02853638,1.25692233,-1.25692154
-5.67583792,2.26733309,-2.26733189,0.00705590,-0.00705590,0.05788990,-0.05788994,1.23605561,-1.23605447,0.39271452,-0.39271451,0.54222455,-0.54222409,0.47338622,-0.47338591,0.02928760,-0.02928763,1.22847707,-1.22847621
-5.66983492,2.22489932,-2.22489804,0.00727533,-0.00727533,0.06055918,-0.06055922,1.19671511,-1.19671391,0.38874916,-0.38874913,0.52681217,-0.52681167,0.46802622,-0.46802589,0.03008927,-0.03008929,1.19881600,-1.19881509
-5.66383192,2.18194146,-2.18194011,0.00751297,-0.00751298,0.06367784,-0.06367788,1.15608268,-1.15608143,0.38417479,-0.38417473,0.51086812,-0.51086760,0.46326834,-0.46326801,0.03091621,-0.03091623,1.16819022,-1.16818926
-5.65782891,2.13885235,-2.13885095,0.00776267,-0.00776267,0.06724948,-0.06724954,1.11447895,-1.11447766,0.37904504,-0.37904497,0.49459664,-0.49459611,0.45924984,-0.45924951,0.03174235,-0.03174238,1.13683874,-1.13683774
-5.65182591,2.09597259,-2.09597116,0.00801784,-0.00801784,0.07126793,-0.07126799,1.07221682,-1.07221551,0.37341388,-0.37341379,0.47820099,-0.47820044,0.45607716,-0.45607683,0.03254137,-0.03254139,1.10498574,-1.10498472
-5.64582291,2.05358514,-2.05358369,0.00827166,-0.00827166,0.07571653,-0.07571660,1.02959933,-1.02959800,0.36733373,-0.36733363,0.46187918,-0.46187863,0.45382254,-0.45382223,0.03328733,-0.03328735,1.07283830,-1.07283726
-5.63981991,2.01191202,-2.01191057,0.00851732,-0.00851733,0.08056793,-0.08056801,0.98691757,-0.98691625,0.36085394,-0.36085382,0.44581994,-0.44581940,0.45252188,-0.45252158,0.03395538,-0.03395540,1.04058467,-1.04058362
-5.63381691,1.97111324,-1.97111179,0.00874816,-0.00874817,0.08578417,-0.08578426,0.94444876,-0.94444745,0.35401939,-0.35401926,0.43019892,-0.43019839,0.45217399,-0.45217371,0.03452243,-0.03452244,1.00839320,-1.00839215
-5.62781391,1.93128803,-1.93128660,0.00895787,-0.00895787,0.09131729,-0.09131738,0.90245438,-0.90245308,0.34686957,-0.34686943,0.41517544,-0.41517493,0.45274140,-0.45274113,0.03496772,-0.03496773,0.97641185,-0.97641080
-5.62181091,1.89247865,-1.89247724,0.00914063,-0.00914063,0.09711045,-0.09711055,0.86117850,-0.86117724,0.33943796,-0.33943782,0.40088987,-0.40088938,0.45415283,-0.45415259,0.03527342,-0.03527342,0.94476833,-0.94476729
-5.61580790,1.85467646,-1.85467508,0.00929129,-0.00929129,0.10309956,-0.10309966,0.82084635,-0.82084512,0.33175184,-0.33175169,0.38746175,-0.38746129,0.45630737,-0.45630714,0.03542503,-0.03542503,0.91357078,-0.91356976
-5.60980490,1.81783038,-1.81782904,0.00940543,-0.00940543,0.10921543,-0.10921553,0.78166303,-0.78166185,0.32383246,-0.32383231,0.37498880,-0.37498838,0.45908016,-0.45907995,0.03541176,-0.03541176,0.88290902,-0.88290802
-5.60380190,1.78185722,-1.78185591,0.00947950,-0.00947950,0.11538639,-0.11538650,0.74381255,-0.74381143,0.31569561,-0.31569546,0.36354681,-0.36354641,0.46232966,-0.46232947,0.03522677,-0.03522676,0.85285618,-0.85285520
-5.59779890,1.74665359,-1.74665231,0.00951085,-0.00951085,0.12154130,-0.12154141,0.70745707,-0.70745600,0.30735246,-0.30735230,0.35319024,-0.35318987,0.46590605,-0.46590587,0.03486720,-0.03486719,0.82347071,-0.82346975
-5.59179590,1.71210885,-1.71210760,0.00949774,-0.00949774,0.12761281,-0.12761292,0.67273641,-0.67273539,0.29881067,-0.29881050,0.34395376,-0.34395343,0.46966052,-0.46966036,0.03433422,-0.03433420,0.79479859,-0.79479766
-5.58579290,1.67811859,-1.67811736,0.00943937,-0.00943937,0.13354082,-0.13354093,0.63976779,-0.63976682,0.29007566,-0.29007549,0.33585429,-0.33585399,0.47345509,-0.47345494,0.03363280,-0.03363277,0.76687566,-0.76687475
-5.57978989,1.64459781,-1.64459660,0.00933587,-0.00933586,0.13927584,-0.13927595,0.60864580,-0.60864489,0.28115201,-0.28115183,0.32889355,-0.32889328,0.47717242,-0.47717229,0.03277147,-0.03277144,0.73972988,-0.73972899
-5.57378689,1.61149327,-1.61149208,0.00918819,-0.00918819,0.14478220,-0.14478231,0.57944251,-0.57944165,0.27204483,-0.27204464,0.32306087,-0.32306063,0.48072520,-0.48072508,0.03176195,-0.03176191,0.71338348,-0.71338262
-5.56778389,1.57879433,-1.57879315,0.00899811,-0.00899811,0.15004085,-0.15004095,0.55220772,-0.55220693,0.26276109,-0.26276090,0.31833609,-0.31833587,0.48406444,-0.48406432,0.03061866,-0.03061862,0.68785487,-0.68785402
-5.56178089,1.54654148,-1.54654030,0.00876811,-0.00876810,0.15505157,-0.15505167,0.52696937,-0.52696863,0.25331083,-0.25331063,0.31469225,-0.31469206,0.48718637,-0.48718626,0.02935824,-0.02935820,0.66316012,-0.66315929
-5.55577789,1.51483216,-1.51483100,0.00850129,-0.00850128,0.15983443,-0.15983453,0.50373394,-0.50373324,0.24370812,-0.24370791,0.31209804,-0.31209787,0.49013726,-0.49013715,0.02799901,-0.02799897,0.63931411,-0.63931330
-5.54977489,1.48382344,-1.48382228,0.00820126,-0.00820125,0.16443037,-0.16443046,0.48248699,-0.48248634,0.23397185,-0.23397163,0.31051964,-0.31051949,0.49301596,-0.49301586,0.02656038,-0.02656034,0.61633121,-0.61633040
-5.54377189,1.45373107,-1.45372992,0.00787208,-0.00787206,0.16890073,-0.16890081,0.46319380,-0.46319319,0.22412620,-0.22412597,0.30992207,-0.30992194,0.49597367,-0.49597358,0.02506234,-0.02506229,0.59422545,-0.59422467
-5.53776888,1.42482503,-1.42482389,0.00751808,-0.00751807,0.17332575,-0.17332583,0.44580005,-0.44579948,0.21420082,-0.21420058,0.31026972,-0.31026960,0.49921088,-0.49921080,0.02352490,-0.02352486,0.57301041,-0.57300963
-5.53176588,1.39742150,-1.39742037,0.00714383,-0.00714382,0.17780196,-0.17780204,0.43023272,-0.43023218,0.20423071,-0.20423047,0.31152630,-0.31152619,0.50297140,-0.50297134,0.02196773,-0.02196768,0.55269856,-0.55269780
-5.52576288,1.37187151,-1.37187041,0.00675402,-0.00675401,0.18243852,-0.18243860,0.41640116,-0.41640065,0.19425586,-0.19425561,0.31365407,-0.31365397,0.50753357,-0.50753353,0.02040966,-0.02040961,0.53330052,-0.53329977
-5.51975988,1.34854693,-1.34854585,0.00635334,-0.00635332,0.18735264,-0.18735272,0.40419844,-0.40419796,0.18432060,-0.18432034,0.31661255,-0.31661245,0.51319890,-0.51319888,0.01886841,-0.01886836,0.51482408,-0.51482334
-5.51375688,1.32782416,-1.32782312,0.00594643,-0.00594642,0.19266422,-0.19266431,0.39350311,-0.39350265,0.17447276,-0.17447250,0.32035683,-0.32035674,0.52027860,-0.52027860,0.01736035,-0.01736030,0.49727323,-0.49727251
-5.50775388,1.31006666,-1.31006565,0.00553783,-0.00553782,0.19848996,-0.19849006,0.38418132,-0.38418088,0.16476270,-0.16476244,0.32483570,-0.32483562,0.52907854,-0.52907857,0.01590032,-0.01590027,0.48064740,-0.48064670
-5.50175088,1.29560692,-1.29560597,0.00513186,-0.00513185,0.20493715,-0.20493725,0.37608948,-0.37608906,0.15524225,-0.15524199,0.32998975,-0.32998967,0.53988331,-0.53988337,0.01450154,-0.01450150,0.46494088,-0.46494019
-5.49574787,1.28472917,-1.28472828,0.00473263,-0.00473261,0.21209747,-0.21209759,0.36907738,-0.36907697,0.14596363,-0.14596337,0.33574975,-0.33574968,0.55294005,-0.55294015,0.01317560,-0.01317556,0.45014273,-0.45014206
-5.48974487,1.27765355,-1.27765272,0.00434395,-0.00434394,0.22004120,-0.22004132,0.36299186,-0.36299147,0.13697837,-0.13697811,0.34203547,-0.34203541,0.56844315,-0.56844329,0.01193248,-0.01193244,0.43623711,-0.43623647
-5.48374187,1.27452290,-1.27452214,0.00396936,-0.00396935,0.22881193,-0.22881207,0.35768094,-0.35768057,0.12833640,-0.12833615,0.34875521,-0.34875515,0.58652026,-0.58652043,0.01078066,-0.01078062,0.42320430,-0.42320368
-5.47773887,1.27539293,-1.27539225,0.00361207,-0.00361206,0.23842240,-0.23842255,0.35299832,-0.35299796,0.12008529,-0.12008505,0.35580605,-0.35580599,0.60722070,-0.60722092,0.00972723,-0.00972720,0.41102212,-0.41102153
-5.47173587,1.28022646,-1.28022586,0.00327496,-0.00327495,0.24885144,-0.24885161,0.34880813,-0.34880778,0.11226960,-0.11226937,0.36307513,-0.36307507,0.63050697,-0.63050722,0.00877806,-0.00877803,0.39966799,-0.39966742
-5.46573287,1.28889220,-1.28889169,0.00296063,-0.00296062,0.26004246,-0.26004264,0.34498972,-0.34498939,0.10493053,-0.10493031,0.37044183,-0.37044178,0.65624972,-0.65625001,0.00793793,-0.00793790,0.38912137,-0.38912083
-5.45972986,1.30116834,-1.30116792,0.00267135,-0.00267134,0.27190353,-0.27190371,0.34144240,-0.34144208,0.09810572,-0.09810552,0.37778096,-0.37778091,0.68422695,-0.68422728,0.00721074,-0.00721071,0.37936653,-0.37936603
-5.45372686,1.31675091,-1.31675058,0.00240910,-0.00240909,0.28430919,-0.28430938,0.33808963,-0.33808932,0.09182935,-0.09182917,0.38496674,-0.38496670,0.71412744,-0.71412779,0.00659963,-0.00659960,0.37039537,-0.37039490
-5.44772386,1.33526648,-1.33526625,0.00217565,-0.00217564,0.29710399,-0.29710419,0.33488269,-0.33488239,0.08613228,-0.08613211,0.39187760,-0.39187756,0.74555848,-0.74555886,0.00610711,-0.00610709,0.36221010,-0.36220967
-5.44172086,1.35628881,-1.35628866,0.00197249,-0.00197248,0.31010769,-0.31010790,0.33180338,-0.33180310,0.08104244,-0.08104229,0.39840139,-0.39840135,0.77805788,-0.77805828,0.00573519,-0.00573518,0.35482567,-0.35482527
-5.43571786,1.37935842,-1.37935836,0.00180094,-0.00180093,0.32312187,-0.32312209,0.32886561,-0.32886535,0.07658524,-0.07658512,0.40444093,-0.40444090,0.81110955,-0.81110997,0.00548543,-0.00548542,0.34827142,-0.34827106
-5.42971486,1.40400430,-1.40400432,0.00166214,-0.00166213,0.33593781,-0.33593803,0.32611561,-0.32611537,0.07278405,-0.07278396,0.40991951,-0.40991948,0.84416226,-0.84416269,0.00535895,-0.00535894,0.34259210,-0.34259179
-5.42371186,1.42976631,-1.42976642,0.00155709,-0.00155709,0.34834524,-0.34834546,0.32363070,-0.32363048,0.06966053,-0.06966046,0.41478608,-0.41478605,0.87665065,-0.87665108,0.00535644,-0.00535643,0.33784778,-0.33784751
-5.41770885,1.45621735,-1.45621754,0.00148666,-0.00148666,0.36014156,-0.36014178,0.32151651,-0.32151632,0.06723495,-0.06723491,0.41901989,-0.41901987,0.90801754,-0.90801797,0.00547804,-0.00547804,0.33411262,-0.33411240
-5.41170585,1.48298387,-1.48298415,0.00145158,-0.00145158,0.37114122,-0.37114144,0.31990263,-0.31990247,0.06552632,-0.06552631,0.42263427,-0.42263427,0.93773655,-0.93773698,0.00572332,-0.00572332,0.33147251,-0.33147234
-5.40570285,1.50976366,-1.50976401,0.00145248,-0.00145248,0.38118468,-0.38118490,0.31893685,-0.31893672,0.06455222,-0.06455224,0.42567934,-0.42567935,0.96533390,-0.96533431,0.00609107,-0.00609107,0.33002150,-0.33002138
-5.39969985,1.53633992,-1.53634036,0.00148984,-0.00148984,0.39014662,-0.39014684,0.31877812,-0.31877802,0.06432849,-0.06432855,0.42824348,-0.42824351,0.99040834,-0.99040874,0.00657913,-0.00657913,0.32985713,-0.32985705
-5.39369685,1.56259098,-1.56259151,0.00156396,-0.00156397,0.39794305,-0.39794326,0.31958855,-0.31958849,0.06486862,-0.06486870,0.43045353,-0.43045358,1.01264833,-1.01264871,0.00718425,-0.00718425,0.33107485,-0.33107482
-5.38769385,1.58849487,-1.58849548,0.00167498,-0.00167499,0.40453680,-0.40453701,0.32152472,-0.32152470,0.06618282,-0.06618294,0.43247356,-0.43247363,1.03184553,-1.03184590,0.00790183,-0.00790183,0.33376182,-0.33376185
-5.38169085,1.61412891,-1.61412961,0.00182276,-0.00182277,0.40994141,-0.40994162,0.32472879,-0.32472882,0.06827700,-0.06827715,0.43450233,-0.43450244,1.04790408,-1.04790443,0.00872577,-0.00872578,0.33799033,-0.33799041
-5.37568784,1.63966416,-1.63966496,0.00200685,-0.00200686,0.41422297,-0.41422318,0.32931974,-0.32931981,0.07115143,-0.07115162,0.43676962,-0.43676976,1.06084523,-1.06084557,0.00964829,-0.00964830,0.34381126,-0.34381140
-5.36968484,1.66535536,-1.66535627,0.00222644,-0.00222645,0.41749998,-0.41750019,0.33538530,-0.33538542,0.07479941,-0.07479963,0.43953136,-0.43953153,1.07080715,-1.07080748,0.01065979,-0.01065980,0.35124790,-0.35124809
-5.36368184,1.69152690,-1.69152791,0.00248026,-0.00248027,0.41994128,-0.41994150,0.34297493,-0.34297509,0.07920585,-0.07920611,0.44306403,-0.44306425,1.07804006,-1.07804039,0.01174879,-0.01174880,0.36029063,-0.36029087
-5.35767884,1.71855580,-1.71855693,0.00276656,-0.00276657,0.42176200,-0.42176223,0.35209423,-0.35209444,0.08434596,-0.08434625,0.44765845,-0.44765871,1.08289697,-1.08289729,0.01290188,-0.01290190,0.37089266,-0.37089295
-5.35167584,1.74685285,-1.74685408,0.00308299,-0.00308301,0.42321791,-0.42321814,0.36270128,-0.36270153,0.09018405,-0.09018438,0.45361314,-0.45361345,1.08582060,-1.08582093,0.01410380,-0.01410382,0.38296735,-0.38296769
-5.34567284,1.77684284,-1.77684419,0.00342661,-0.00342663,0.42459828,-0.42459853,0.37470494,-0.37470523,0.09667272,-0.09667308,0.46122768,-0.46122804,1.08732721,-1.08732756,0.01533760,-0.01533761,0.39638716,-0.39638755
