energy_ev,total_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.67583792,7.10277399,0.86627720,0.46918677,7.13965102,2.21963945,0.02894918,2.53172817,0.08223027,2.10823242
-5.66983492,7.11528650,0.86409750,0.47620751,7.14008573,2.22843975,0.02916497,2.53459117,0.08134043,2.11363949
-5.66383192,7.10154388,0.86116273,0.48354751,7.10199636,2.22763998,0.02927468,2.52478189,0.08019129,2.11509434
-5.65782891,7.06106124,0.85733199,0.49100965,7.02609906,2.21704891,0.02927233,2.50231521,0.07878587,2.11228083
-5.65182591,6.99389895,0.85249570,0.49839691,6.91385609,2.19664577,0.02915378,2.46744405,0.07713675,2.10498936
-5.64582291,6.90067728,0.84658016,0.50552044,6.76744190,2.16658631,0.02891688,2.42065716,0.07526587,2.09312953
-5.63981991,6.78257774,0.83955227,0.51220820,6.58968848,2.12720419,0.02856170,2.36266976,0.07320419,2.07674165
-5.63381691,6.64133064,0.83142404,0.51831364,6.38401215,2.07900742,0.02809059,2.29440726,0.07099107,2.05600647
-5.62781391,6.47918892,0.82225656,0.52372413,6.15432515,2.02266990,0.02750820,2.21698290,0.06867356,2.03125227
-5.62181091,6.29888902,0.81216308,0.52836859,5.90493554,1.95901847,0.02682149,2.13167005,0.06630541,2.00295894
-5.61580790,6.10359945,0.80131093,0.53222387,5.64043962,1.88901575,0.02603959,2.03987041,0.06394607,1.97175811
-5.60980490,5.89685857,0.78992189,0.53531960,5.36561076,1.81373938,0.02517364,1.94307925,0.06165945,1.93842927
-5.60380190,5.68250324,0.77827091,0.53774108,5.08528877,1.73435849,0.02423657,1.84284915,0.05951272,1.90389110
-5.59779890,5.46458984,0.76668287,0.53962988,4.80427333,1.65210801,0.02324281,1.74075334,0.05757488,1.86918813
-5.59179590,5.24730994,0.75552736,0.54118223,4.52722462,1.56826168,0.02220794,1.63835003,0.05591541,1.83547243
-5.58579290,5.03490231,0.74521146,0.54264485,4.25857356,1.48410472,0.02114830,1.53714873,0.05460281,1.80398068
-5.57978989,4.83156338,0.73617052,0.54430840,4.00244356,1.40090670,0.02008066,1.43857946,0.05370318,1.77600676
-5.57378689,4.64135799,0.72885715,0.54649878,3.76258464,1.31989547,0.01902174,1.34396564,0.05327868,1.75287039
-5.56778389,4.46813226,0.72372870,0.54956626,3.54232053,1.24223287,0.01798783,1.25450115,0.05338618,1.73588263
-5.56178089,4.31543025,0.72123347,0.55387315,3.34450827,1.16899248,0.01699441,1.17123180,0.05407576,1.72630892
-5.55577789,4.18641613,0.72179603,0.55978008,3.17150995,1.10114015,0.01605574,1.09504137,0.05538939,1.72533066
-5.54977489,4.08380315,0.72580223,0.56763166,3.02517517,1.03951739,0.01518458,1.02664215,0.05735962,1.73400659
-5.54377189,4.00979099,0.73358433,0.57774190,2.90683333,0.98482798,0.01439189,0.96656977,0.06000833,1.75323501
-5.53776888,3.96601263,0.74540668,0.59038000,2.81729418,0.93762776,0.01368658,0.91518198,0.06334566,1.78371820
-5.53176588,3.95349200,0.76145271,0.60575708,2.75685544,0.89831786,0.01307537,0.87266104,0.06736908,1.82593020
-5.52576288,3.97261336,0.78181357,0.62401444,2.72531648,0.86714103,0.01256267,0.83901931,0.07206258,1.88008934
-5.51975988,4.02310346,0.80647899,0.64521365,2.72199703,0.84418127,0.01215056,0.81410753,0.07739620,1.94613649
-5.51375688,4.10402715,0.83533082,0.66932925,2.74576035,0.82936633,0.01183879,0.79762553,0.08332572,2.02372025
-5.50775388,4.21379701,0.86813957,0.69624402,2.79504056,0.82247318,0.01162490,0.78913480,0.08979268,2.11218973
-5.50175088,4.35019744,0.90456421,0.72574735,2.86787398,0.82313601,0.01150433,0.78807275,0.09672479,2.21059579
-5.49574787,4.51042316,0.94415548,0.75753675,2.96193450,0.83085677,0.01147065,0.79376823,0.10403663,2.31770089
-5.48974487,4.69113189,0.98636258,0.79122244,3.07457334,0.84501784,0.01151575,0.80545814,0.11163078,2.43199788
-5.48374187,4.88851073,1.03054338,0.82633516,3.20286333,0.86489676,0.01163019,0.82230476,0.11939931,2.55173743
-5.47773887,5.09835502,1.07597766,0.86233660,3.34364797,0.88968273,0.01180344,0.84341370,0.12722570,2.67496368
-5.47173587,5.31615861,1.12188328,0.89863263,3.49359541,0.91849465,0.01202421,0.86785229,0.13498706,2.79955733
-5.46573287,5.53721349,1.16743468,0.93458839,3.64925714,0.95040040,0.01228081,0.89466801,0.14255673,2.92328504
-5.45972986,5.75671685,1.21178321,0.96954516,3.80713114,0.98443722,0.01256140,0.92290695,0.14980713,3.04385398
-5.45372686,5.96988299,1.25407871,1.00283824,3.96372882,1.01963274,0.01285441,0.95163197,0.15661280,3.15896991
-5.44772386,6.17205746,1.29349154,1.03381531,4.11564472,1.05502635,0.01314872,0.97994029,0.16285356,3.26639707
-5.44172086,6.35883033,1.32923448,1.06185461,4.25962769,1.08969074,0.01343399,1.00698035,0.16841772,3.36401819
-5.43571786,6.52614564,1.36058381,1.08638250,4.39265216,1.12275284,0.01370087,1.03196747,0.17320515,3.44989268
-5.42971486,6.67040398,1.38689873,1.10688956,4.51198746,1.15341414,0.01394120,1.05419826,0.17713019,3.52231125
-5.42371186,6.78855511,1.40763875,1.12294508,4.61526336,1.18096963,0.01414812,1.07306326,0.18012430,3.57984513
-5.41770885,6.87817789,1.42237828,1.13420911,4.70052978,1.20482500,0.01431623,1.08805770,0.18213821,3.62138838
-5.41170585,6.93754510,1.43081816,1.14044206,4.76630852,1.22451170,0.01444157,1.09879005,0.18314371,3.64619184
-5.40570285,6.96567092,1.43279374,1.14151136,4.81163507,1.23969926,0.01452170,1.10498806,0.18313478,3.65388768
-5.39969985,6.96233957,1.42827915,1.13739519,4.83608880,1.25020457,0.01455559,1.10650234,0.18212816,3.64450358
-5.39369685,6.92811398,1.41738804,1.12818304,4.83980975,1.25599760,0.01454360,1.10330705,0.18016324,3.61846620
-5.38769385,6.86432412,1.40037037,1.11407343,4.82350122,1.25720345,0.01448733,1.09549792,0.17730131,3.57659374
-5.38169085,6.77303500,1.37760581,1.09536867,4.78841707,1.25410034,0.01438951,1.08328736,0.17362420,3.52007774
-5.37568784,6.65699517,1.34959378,1.07246712,4.73633372,1.24711345,0.01425378,1.06699697,0.16923225,3.45045472
-5.36968484,6.51956719,1.31694057,1.04585310,4.66950690,1.23680473,0.01408460,1.04704738,0.16424180,3.36956856
-5.36368184,6.36464167,1.28034394,1.01608490,4.59061402,1.22385862,0.01388697,1.02394585,0.15878222,3.27952464
-5.35767884,6.19653754,1.24057575,0.98378131,4.50268340,1.20906410,0.01366629,0.99827171,0.15299254,3.18263714
-5.35167584,6.01989116,1.19846308,0.94960702,4.40901203,1.19329332,0.01342819,0.97066023,0.14701790,3.08137120
-5.34567284,5.83953731,1.15486843,0.91425733,4.31307413,1.17747739,0.01317833,0.94178514,0.14100577,2.97828125
-5.33966983,5.66038530,1.11066947,0.87844261,4.21842295,1.16257990,0.01292228,0.91234035,0.13510223,2.87594763
-5.33366683,5.48729364,1.06673900,0.84287282,4.12858873,1.14956887,0.01266533,0.88302130,0.12944830,2.77691288
-5.32766383,5.32494633,1.02392540,0.80824248,4.04697569,1.13938796,0.01241247,0.85450651,0.12417650,2.68361953
-5.32166083,5.17773431,0.98303421,0.77521634,3.97676136,1.13292767,0.01216821,0.82743975,0.11940761,2.59835098
-5.31565783,5.04964478,0.94481107,0.74441598,3.92080113,1.13099751,0.01193656,0.80241337,0.11524792,2.52317681
-5.30965483,4.94416139,0.90992651,0.71640758,3.88154125,1.13429988,0.01172097,0.77995317,0.11178680,2.45990386
-5.30365183,4.86417763,0.87896266,0.69169102,3.86094286,1.14340661,0.01152430,0.76050538,0.10909484,2.41003419
-5.29764882,4.81192561,0.85240238,0.67069037,3.86041973,1.15873881,0.01134880,0.74442592,0.10722244,2.37473077
-5.29164582,4.78892188,0.83062067,0.65374600,3.88079170,1.18055080,0.01119608,0.73197237,0.10619896,2.35479174
-5.28564282,4.79593175,0.81387877,0.64110833,3.92225547,1.20891876,0.01106716,0.72329874,0.10603239,2.35063363
-5.27963982,4.83295270,0.80232082,0.63293330,3.98437396,1.24373437,0.01096243,0.71845336,0.10670958,2.36228393
-5.27363682,4.89921770,0.79597323,0.62927978,4.06608462,1.28470400,0.01088169,0.71737972,0.10819689,2.38938318
-5.26763382,4.99321804,0.79474674,0.63010888,4.16572679,1.33135330,0.01082414,0.71992030,0.11044144,2.43119644
-5.26163082,5.11274541,0.79844105,0.63528527,4.28108722,1.38303747,0.01078843,0.72582333,0.11337264,2.48663393
-5.25562781,5.25495209,0.80675208,0.64458070,4.40946266,1.43895667,0.01077266,0.73475203,0.11690426,2.55428040
-5.24962481,5.41642788,0.81928151,0.65767962,4.54773747,1.49817639,0.01077444,0.74629631,0.12093668,2.63243252
-5.24362181,5.59329176,0.83554855,0.67418698,4.69247382,1.55965213,0.01079091,0.75998624,0.12535956,2.71914341
-5.23761881,5.78129588,0.85500369,0.69363813,4.84001164,1.62225750,0.01081878,0.77530703,0.13005458,2.81227334
-5.23161581,5.97593906,0.87704391,0.71551070,4.98657500,1.68481514,0.01085444,0.79171501,0.13489842,2.90954519
-5.22561281,6.17258662,0.90102928,0.73923821,5.12838139,1.74612911,0.01089399,0.80865398,0.13976576,3.00860328
-5.21960980,6.36659299,0.92630013,0.76422516,5.26175015,1.80501797,0.01093334,0.82557143,0.14453229,3.10707398
-5.21360680,6.55342352,0.95219466,0.78986306,5.38320658,1.86034724,0.01096834,0.84193422,0.14907763,3.20262631
-5.20760380,6.72877165,0.97806617,0.81554710,5.48957790,1.91106022,0.01099486,0.85724298,0.15328808,3.29303084
-5.20160080,6.88866781,1.00329949,0.84069267,5.57807815,1.95620605,0.01100890,0.87104498,0.15705921,3.37621492
-5.19559780,7.02957653,1.02732611,0.86475133,5.64637905,1.99496413,0.01100674,0.88294496,0.16029806,3.45031270
-5.18959480,7.14847862,1.04963732,0.88722537,5.69266454,2.02666398,0.01098504,0.89261365,0.16292511,3.51370819
-5.18359180,7.24293594,1.06979514,0.90768063,5.71566757,2.05080007,0.01094092,0.89979376,0.16487571,3.56507010
-5.17758879,7.31113650,1.08744038,0.92575667,5.71468806,2.06704089,0.01087210,0.90430332,0.16610126,3.60337723
-5.17158579,7.35191889,1.10229783,0.94117417,5.68959205,2.07523242,0.01077693,0.90603636,0.16656973,3.62793376
-5.16558279,7.36477544,1.11417824,0.95373897,5.64079248,2.07539569,0.01065448,0.90496102,0.16626591,3.63837397
-5.15957979,7.34983454,1.12297716,0.96334272,5.56921314,2.06771891,0.01050453,0.90111531,0.16519106,3.63465658
-5.15357679,7.30782334,1.12867075,0.96995997,5.47623752,2.05254453,0.01032759,0.89460076,0.16336221,3.61704896
-5.14757379,7.24001280,1.13130885,0.97364208,5.36364530,2.03035190,0.01012487,0.88557438,0.16081101,3.58610226
-5.14157079,7.14814781,1.13100561,0.97450809,5.23353926,2.00173640,0.00989821,0.87423925,0.15758226,3.54261861
-5.13556778,7.03436563,1.12792838,0.97273316,5.08826588,1.96738592,0.00965002,0.86083427,0.15373216,3.48761190
-5.12956478,6.90110617,1.12228519,0.96853518,4.93033292,1.92805570,0.00938317,0.84562349,0.14932631,3.42226401
-5.12356178,6.75101811,1.11431164,0.96216033,4.76232730,1.88454263,0.00910088,0.82888541,0.14443756,3.34787819
-5.11755878,6.58686460,1.10425776,0.95386829,4.58683629,1.83765981,0.00880660,0.81090283,0.13914381,3.26583177
-5.11155578,6.41143225,1.09237546,0.94391794,4.40637487,1.78821253,0.00850387,0.79195337,0.13352583,3.17752994
-5.10555278,6.22744677,1.07890721,0.93255427,4.22332145,1.73697627,0.00819625,0.77230118,0.12766505,3.08436230
-5.09954977,6.03749814,1.06407628,0.91999721,4.03986388,1.68467752,0.00788713,0.75219005,0.12164163,2.98766390
-5.09354677,5.84397751,1.04807910,0.90643281,3.85795685,1.63197779,0.00757969,0.73183785,0.11553260,2.88868172
-5.08754377,5.64902741,1.03107986,0.89200723,3.67929146,1.57946130,0.00727679,0.71143273,0.10941026,2.78854770
-5.08154077,5.45450616,1.01320742,0.87682367,3.50527682,1.52762624,0.00698094,0.69113076,0.10334089,2.68825879
-5.07553777,5.26196645,0.99455472,0.86094230,3.33703338,1.47687982,0.00669418,0.67105510,0.09738367,2.58866401
-5.06953477,5.07264788,0.97518024,0.84438303,3.17539688,1.42753679,0.00641815,0.65129655,0.09158995,2.49045870
-5.06353177,4.88748194,0.95511149,0.82713076,3.02093176,1.37982113,0.00615402,0.63191526,0.08600278,2.39418504
-5.05752876,4.70710818,0.93435008,0.80914268,2.87395227,1.33387053,0.00590253,0.61294340,0.08065672,2.30023848
-5.05152576,4.53189949,0.91287789,0.79035708,2.73454962,1.28974320,0.00566399,0.59438860,0.07557788,2.20887893
-5.04552276,4.36199438,0.89066403,0.77070304,2.60262324,1.24742644,0.00543839,0.57623780,0.07078426,2.12024569
-5.03951976,4.19733399,0.86767205,0.75011034,2.47791454,1.20684655,0.00522534,0.55846152,0.06628618,2.03437512
-5.03351676,4.03770188,0.84386691,0.72851903,2.36004129,1.16787950,0.00502423,0.54101804,0.06208696,1.95121977
-5.02751376,3.88276429,0.81922146,0.70588813,2.24853127,1.13036199,0.00483421,0.52385757,0.05818370,1.87066816
-5.02151076,3.73210945,0.79372201,0.68220283,2.14285406,1.09410245,0.00465428,0.50692615,0.05456811,1.79256408
-5.01550775,3.58528424,0.76737277,0.65748005,2.04244979,1.05889175,0.00448333,0.49016913,0.05122743,1.71672488
-5.00950475,3.44182722,0.74019900,0.63177197,1.94675446,1.02451325,0.00432019,0.47353431,0.04814540,1.64295786
-5.00350175,3.30129730,0.71224880,0.60516749,1.85522119,0.99075213,0.00416369,0.45697452,0.04530316,1.57107468
-4.99749875,3.16329752,0.68359358,0.57779162,1.76733752,0.95740382,0.00401265,0.44044975,0.04268017,1.50090326
-4.99149575,3.02749384,0.65432731,0.54980294,1.68263851,0.92428144,0.00386599,0.42392883,0.04025510,1.43229719
-4.98549275,2.89362907,0.62456459,0.52138937,1.60071626,0.89122230,0.00372265,0.40739063,0.03800656,1.36514266
-4.97948974,2.76153222,0.59443786,0.49276254,1.52122582,0.85809332,0.00358173,0.39082488,0.03591388,1.29936310
-4.97348674,2.63112365,0.56409392,0.46415111,1.44388819,0.82479550,0.00344240,0.37423262,0.03395771,1.23492162
-4.96748374,2.50241661,0.53369000,0.43579347,1.36849074,0.79126741,0.00330399,0.35762630,0.03212055,1.17182162
-4.96148074,2.37551556,0.50338956,0.40793016,1.29488558,0.75748771,0.00316596,0.34102969,0.03038721,1.11010581
-4.95547774,2.25061196,0.47335812,0.38079644,1.22298617,0.72347665,0.00302790,0.32447743,0.02874514,1.04985393
-4.94947474,2.12797792,0.44375918,0.35461518,1.15276274,0.68929676,0.00288956,0.30801440,0.02718466,0.99117942
-4.94347174,2.00795817,0.41475053,0.32959061,1.08423668,0.65505251,0.00275085,0.29169497,0.02569913,0.93422534
-4.93746873,1.89096075,0.38648094,0.30590292,1.01747428,0.62088906,0.00261179,0.27558191,0.02428496,0.87915970
-4.93146573,1.77744681,0.35908735,0.28370397,0.95257997,0.58699025,0.00247258,0.25974529,0.02294164,0.82617052
-4.92546273,1.66791971,0.33269268,0.26311423,0.88968933,0.55357562,0.00233351,0.24426114,0.02167156,0.77546057
-4.91945973,1.56291382,0.30740414,0.24422090,0.82896191,0.52089674,0.00219501,0.22921001,0.02047987,0.72724220
-4.91345673,1.46298309,0.28331211,0.22707728,0.77057413,0.48923282,0.00205761,0.21467547,0.01937417,0.68173215
-4.90745373,1.36868973,0.26048969,0.21170326,0.71471223,0.45888565,0.00192193,0.20074243,0.01836426,0.63914654
-4.90145073,1.28059311,0.23899259,0.19808686,0.66156553,0.43017415,0.00178864,0.18749558,0.01746170,0.59969623
-4.89544772,1.19923905,0.21885964,0.18618668,0.61132006,0.40342838,0.00165847,0.17501767,0.01667947,0.56358234
-4.88944472,1.12514970,0.20011364,0.17593515,0.56415261,0.37898334,0.00153217,0.16338792,0.01603145,0.53099228
-4.88344172,1.05881403,0.18276268,0.16724227,0.52022538,0.35717259,0.00141049,0.15268049,0.01553196,0.50209613
-4.87743872,1.00067909,0.16680173,0.15999994,0.47968134,0.33832178,0.00129417,0.14296301,0.01519527,0.47704349
-4.87143572,0.95114218,0.15221455,0.15408642,0.44264024,0.32274220,0.00118391,0.13429524,0.01503506,0.45596073
-4.86543272,0.91054375,0.13897587,0.14937096,0.40919546,0.31072447,0.00108034,0.12672796,0.01506392,0.43894870
-4.85942971,0.87916126,0.12705379,0.14571842,0.37941165,0.30253236,0.00098403,0.12030188,0.01529277,0.42608084
-4.85342671,0.85720387,0.11641226,0.14299364,0.35332312,0.29839696,0.00089547,0.11504684,0.01573039,0.41740168
-4.84742371,0.84480804,0.10701382,0.14106562,0.33093303,0.29851106,0.00081505,0.11098109,0.01638289,0.41292571
-4.84142071,0.84203392,0.09882227,0.13981122,0.31221319,0.30302401,0.00074307,0.10811074,0.01725331,0.41263655
-4.83541771,0.84886269,0.09180542,0.13911854,0.29710460,0.31203692,0.00067971,0.10642942,0.01834113,0.41648658
-4.82941471,0.86519477,0.08593783,0.13888962,0.28551834,0.32559849,0.00062508,0.10591796,0.01964198,0.42439681
-4.82341171,0.89084907,0.08120337,0.13904275,0.27733700,0.34370136,0.00057917,0.10654431,0.02114737,0.43625726
-4.81740870,0.92556337,0.07759771,0.13951416,0.27241643,0.36627924,0.00054189,0.10826355,0.02284450,0.45192777
-4.81140570,0.96899596,0.07513058,0.14025917,0.27058771,0.39320488,0.00051305,0.11101804,0.02471620,0.47123937
-4.80540270,1.02072876,0.07382772,0.14125282,0.27165936,0.42428891,0.00049242,0.11473772,0.02674103,0.49399627
-4.79939970,1.08027209,0.07373257,0.14249005,0.27541973,0.45927987,0.00047966,0.11934059,0.02889340,0.51997867
-4.79339670,1.14707118,0.07490751,0.14398536,0.28163954,0.49786539,0.00047440,0.12473338,0.03114400,0.54894629
-4.78739370,1.22051463,0.07743468,0.14577220,0.29007460,0.53967475,0.00047621,0.13081244,0.03346019,0.58064276
-4.78139070,1.29994479,0.08141629,0.14790186,0.30046865,0.58428275,0.00048464,0.13746486,0.03580665,0.61480096
-4.77538769,1.38466990,0.08697431,0.15044222,0.31255648,0.63121511,0.00049919,0.14456985,0.03814608,0.65114903
-4.76938469,1.47397803,0.09424953,0.15347607,0.32606722,0.67995534,0.00051936,0.15200039,0.04044005,0.68941713
-4.76338169,1.56715212,0.10339986,0.15709933,0.34072785,0.72995290,0.00054462,0.15962516,0.04264990,0.72934461
-4.75737869,1.66348604,0.11459786,0.16141886,0.35626696,0.78063278,0.00057446,0.16731068,0.04473770,0.77068733
-4.75137569,1.76230068,0.12802739,0.16655020,0.37241865,0.83140610,0.00060837,0.17492371,0.04666722,0.81322482
-4.74537269,1.86295960,0.14387937,0.17261492,0.38892657,0.88168167,0.00064585,0.18233376,0.04840490,0.85676681
-4.73936968,1.96488337,0.16234651,0.17973774,0.40554798,0.93087809,0.00068643,0.18941572,0.04992073,0.90115866
-4.73336668,2.06756169,0.18361723,0.18804338,0.42205775,0.97843622,0.00072967,0.19605256,0.05118906,0.94628540
-4.72736368,2.17056267,0.20786850,0.19765309,0.43825212,1.02383146,0.00077517,0.20213783,0.05218932,0.99207366
-4.72136068,2.27353840,0.23525801,0.20868088,0.45395209,1.06658565,0.00082256,0.20757809,0.05290651,1.03849150
-4.71535768,2.37622636,0.26591549,0.22122952,0.46900632,1.10627815,0.00087154,0.21229503,0.05333154,1.08554554
-4.70935468,2.47844624,0.29993365,0.23538630,0.48329341,1.14255565,0.00092185,0.21622725,0.05346147,1.13327553
-4.70335168,2.58009221,0.33735887,0.25121872,0.49672334,1.17514055,0.00097329,0.21933152,0.05329942,1.18174623
-4.69734867,2.68112064,0.37818190,0.26877012,0.50923817,1.20383743,0.00102571,0.22158358,0.05285437,1.23103685
-4.69134567,2.78153392,0.42232920,0.28805551,0.52081174,1.22853754,0.00107902,0.22297843,0.05214081,1.28122857
-4.68534267,2.88136104,0.46965507,0.30905770,0.53144861,1.24922110,0.00113321,0.22352989,0.05117812,1.33239049
-4.67933967,2.98063610,0.51993524,0.33172403,0.54118209,1.26595727,0.00118828,0.22326974,0.04998996,1.38456491
-4.67333667,3.07937585,0.57286235,0.35596369,0.55007160,1.27890192,0.00124430,0.22224623,0.04860344,1.43775277
-4.66733367,3.17755789,0.62804365,0.38164618,0.55819953,1.28829311,0.00130138,0.22052210,0.04704830,1.49190014
-4.66133067,3.27510076,0.68500150,0.40860074,0.56566766,1.29444462,0.00135968,0.21817228,0.04535604,1.54688671
-4.65532766,3.37184758,0.74317686,0.43661713,0.57259362,1.29773758,0.00141938,0.21528125,0.04355902,1.60251723
-4.64932466,3.46755449,0.80193597,0.46544784,0.57910742,1.29861060,0.00148070,0.21194017,0.04168967,1.65851677
-4.64332166,3.56188493,0.86058043,0.49481170,0.58534843,1.29754870,0.00154388,0.20824410,0.03977975,1.71453032
