energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.87393697,3.53118414,0.00532979,0.40895133,1.19236053,0.43241619,1.31809849,0.82813026,0.00542609,1.61946236
-5.86793397,3.59173726,0.00515913,0.42095829,1.20311449,0.43944698,1.32876811,0.85026392,0.00561829,1.63948959
-5.86193097,3.64582855,0.00498610,0.43206501,1.21008337,0.44642650,1.33586207,0.87074956,0.00584622,1.65665889
-5.85592796,3.69356928,0.00481534,0.44220952,1.21330117,0.45342692,1.33947220,0.88950363,0.00610649,1.67114299
-5.84992496,3.73514719,0.00465159,0.45134172,1.21285242,0.46052073,1.33971065,0.90646696,0.00639574,1.68314774
-5.84392196,3.77081649,0.00449959,0.45942460,1.20887118,0.46777691,1.33670508,0.92160666,0.00671063,1.69290375
-5.83791896,3.80088902,0.00436392,0.46643547,1.20153987,0.47525754,1.33059511,0.93491780,0.00704774,1.70065868
-5.83191596,3.82572628,0.00424885,0.47236686,1.19108766,0.48301508,1.32153004,0.94642473,0.00740354,1.70667048
-5.82591296,3.84573228,0.00415827,0.47722703,1.17778838,0.49109024,1.30966757,0.95618164,0.00777427,1.71120146
-5.81990995,3.86134657,0.00409548,0.48104001,1.16195766,0.49951065,1.29517343,0.96427238,0.00815597,1.71451311
-5.81390695,3.87303710,0.00406322,0.48384515,1.14394896,0.50829009,1.27822154,0.97080910,0.00854437,1.71686164
-5.80790395,3.88129240,0.00406346,0.48569592,1.12414862,0.51742847,1.25899440,0.97592974,0.00893490,1.71849393
-5.80190095,3.88661274,0.00409744,0.48665817,1.10296949,0.52691218,1.23768341,0.97979431,0.00932266,1.71964389
-5.79589795,3.88950003,0.00416558,0.48680775,1.08084347,0.53671503,1.21448888,0.98257984,0.00970247,1.72052891
-5.78989495,3.89044640,0.00426746,0.48622758,1.05821270,0.54679937,1.18961934,0.98447434,0.01006891,1.72134648
-5.78389195,3.88992158,0.00440180,0.48500435,1.03551988,0.55711749,1.16329035,0.98566976,0.01041635,1.72227084
-5.77788894,3.88835960,0.00456649,0.48322484,1.01319777,0.56761313,1.13572234,0.98635445,0.01073913,1.72344972
-5.77188594,3.88614511,0.00475864,0.48097227,0.99165845,0.57822300,1.10713796,0.98670525,0.01103159,1.72500125
-5.76588294,3.88360024,0.00497459,0.47832263,0.97128253,0.58887829,1.07775869,0.98687987,0.01128826,1.72701124
-5.75987994,3.88097265,0.00520998,0.47534142,0.95240894,0.59950611,1.04780124,0.98700971,0.01150399,1.72953094
-5.75387694,3.87842575,0.00545987,0.47208079,0.93532574,0.61003088,1.01747366,0.98719380,0.01167413,1.73257556
-5.74787394,3.87603165,0.00571884,0.46857734,0.92026232,0.62037566,0.98697175,0.98749394,0.01179463,1.73612378
-5.74187094,3.87376783,0.00598106,0.46485079,0.90738348,0.63046346,0.95647575,0.98793171,0.01186225,1.74011830
-5.73586793,3.87151779,0.00624049,0.46090341,0.89678565,0.64021856,0.92614773,0.98848723,0.01187465,1.74446781
-5.72986493,3.86907621,0.00649098,0.45672046,0.88849549,0.64956785,0.89612978,0.98910007,0.01183051,1.74905025
-5.72386193,3.86615854,0.00672644,0.45227148,0.88247096,0.65844228,0.86654309,0.98967218,0.01172962,1.75371750
-5.71785893,3.86241494,0.00694096,0.44751249,0.87860486,0.66677846,0.83748810,0.99007284,0.01157292,1.75830136
-5.71185593,3.85744805,0.00712904,0.44238884,0.87673068,0.67452024,0.80904549,0.99014530,0.01136253,1.76262069
-5.70585293,3.85083381,0.00728563,0.43683876,0.87663050,0.68162047,0.78127812,0.98971505,0.01110173,1.76648941
-5.69984992,3.84214451,0.00740638,0.43079720,0.87804457,0.68804279,0.75423357,0.98859898,0.01079488,1.76972511
-5.69384692,3.83097279,0.00748766,0.42420000,0.88068214,0.69376326,0.72794725,0.98661536,0.01044738,1.77215774
-5.68784392,3.81695554,0.00752672,0.41698793,0.88423302,0.69877195,0.70244567,0.98359376,0.01006550,1.77363804
-5.68184092,3.79979612,0.00752175,0.40911063,0.88837931,0.70307422,0.67774973,0.97938474,0.00965627,1.77404517
-5.67583792,3.77928400,0.00747189,0.40053006,0.89280675,0.70669153,0.65387780,0.97386859,0.00922734,1.77329317
-5.66983492,3.75531028,0.00737730,0.39122342,0.89721530,0.70966178,0.63084823,0.96696275,0.00878673,1.77133571
-5.66383192,3.72787845,0.00723911,0.38118538,0.90132823,0.71203899,0.60868138,0.95862747,0.00834273,1.76816884
-5.65782891,3.69710933,0.00705937,0.37042944,0.90489967,0.71389217,0.58740075,0.94886949,0.00790368,1.76383152
-5.65182591,3.66324000,0.00684101,0.35898849,0.90772007,0.71530344,0.56703334,0.93774350,0.00747776,1.75840367
-5.64582291,3.62661637,0.00658768,0.34691449,0.90961957,0.71636528,0.54760921,0.92535117,0.00707288,1.75200183
-5.63981991,3.58767985,0.00630367,0.33427729,0.91046917,0.71717710,0.52916023,0.91183803,0.00669644,1.74477251
-5.63381691,3.54694839,0.00599378,0.32116273,0.91017988,0.71784101,0.51171818,0.89738815,0.00635526,1.73688355
-5.62781391,3.50499311,0.00566314,0.30767003,0.90869993,0.71845717,0.49531236,0.88221691,0.00605539,1.72851386
-5.62181091,3.46241141,0.00531705,0.29390873,0.90601042,0.71911878,0.47996680,0.86656231,0.00580199,1.71984209
-5.61580790,3.41979809,0.00496087,0.27999520,0.90211981,0.71990702,0.46569744,0.85067517,0.00559927,1.71103491
-5.60980490,3.37771603,0.00459985,0.26604899,0.89705758,0.72088623,0.45250927,0.83480871,0.00545037,1.70223540
-5.60380190,3.33666788,0.00423898,0.25218912,0.89086766,0.72209951,0.44039390,0.81920804,0.00535733,1.69355249
-5.59779890,3.29707044,0.00388291,0.23853049,0.88360193,0.72356515,0.42932740,0.80410015,0.00532098,1.68505177
-5.59179590,3.25923298,0.00353583,0.22518062,0.87531429,0.72527400,0.41926889,0.78968471,0.00534097,1.67674861
-5.58579290,3.22334080,0.00320139,0.21223668,0.86605568,0.72718809,0.41015977,0.77612628,0.00541573,1.66860370
-5.57978989,3.18944490,0.00288268,0.19978314,0.85587012,0.72924050,0.40192377,0.76354826,0.00554248,1.66052153
-5.57378689,3.15745825,0.00258217,0.18788991,0.84479229,0.73133671,0.39446776,0.75202879,0.00571729,1.65235191
-5.56778389,3.12715884,0.00230172,0.17661115,0.83284630,0.73335715,0.38768338,0.74159875,0.00593510,1.64389442
-5.56178089,3.09819940,0.00204261,0.16598468,0.82004595,0.73516112,0.38144941,0.73224209,0.00618982,1.63490560
-5.55577789,3.07012309,0.00180552,0.15603206,0.80639620,0.73659172,0.37563473,0.72389811,0.00647446,1.62510860
-5.54977489,3.04238433,0.00159065,0.14675915,0.79189558,0.73748156,0.37010182,0.71646585,0.00678123,1.61420453
-5.54377189,3.01437355,0.00139770,0.13815734,0.77653950,0.73765904,0.36471056,0.70981006,0.00710174,1.60188515
-5.53776888,2.98544461,0.00122600,0.13020503,0.76032380,0.73695476,0.35932228,0.70376852,0.00742717,1.58784604
-5.53176588,2.95494328,0.00107455,0.12286963,0.74324857,0.73520789,0.35380378,0.69816034,0.00774847,1.57179958
-5.52576288,2.92223544,0.00094210,0.11610964,0.72532172,0.73227198,0.34803123,0.69279460,0.00805662,1.55348712
-5.51975988,2.88673355,0.00082719,0.10987700,0.70656202,0.72802011,0.34189373,0.68747913,0.00834281,1.53268967
-5.51375688,2.84792005,0.00072827,0.10411938,0.68700152,0.72234902,0.33529648,0.68202880,0.00859873,1.50923669
-5.50775388,2.80536685,0.00064372,0.09878246,0.66668707,0.71518222,0.32816335,0.67627294,0.00881675,1.48301249
-5.50175088,2.75875004,0.00057191,0.09381208,0.64568088,0.70647175,0.32043886,0.67006166,0.00899015,1.45396021
-5.49574787,2.70785929,0.00051124,0.08915618,0.62406009,0.69619880,0.31208939,0.66327070,0.00911333,1.42208313
-5.48974487,2.65260201,0.00046020,0.08476650,0.60191548,0.68437313,0.30310372,0.65580464,0.00918191,1.38744355
-5.48374187,2.59300227,0.00041738,0.08060000,0.57934935,0.67103143,0.29349287,0.64759854,0.00919291,1.35015940
-5.47773887,2.52919504,0.00038146,0.07662001,0.55647276,0.65623484,0.28328923,0.63861783,0.00914473,1.31039892
-5.47173587,2.46141633,0.00035130,0.07279710,0.53340235,0.64006579,0.27254515,0.62885679,0.00903729,1.26837386
-5.46573287,2.38999025,0.00032587,0.06910965,0.51025696,0.62262438,0.26133094,0.61833569,0.00887188,1.22433161
-5.45972986,2.31531389,0.00030427,0.06554426,0.48715422,0.60402466,0.24973264,0.60709697,0.00865118,1.17854688
-5.45372686,2.23784107,0.00028576,0.06209594,0.46420743,0.58439090,0.23784938,0.59520072,0.00837907,1.13131323
-5.44772386,2.15806607,0.00026969,0.05876819,0.44152278,0.56385409,0.22579079,0.58271994,0.00806054,1.08293502
-5.44172086,2.07650827,0.00025556,0.05557301,0.41919711,0.54254889,0.21367431,0.56973586,0.00770144,1.03372006
-5.43571786,1.99369846,0.00024295,0.05253086,0.39731638,0.52061109,0.20162284,0.55633364,0.00730828,0.98397330
-5.42971486,1.91016767,0.00023153,0.04967072,0.37595478,0.49817563,0.18976254,0.54259893,0.00688805,0.93399167
-5.42371186,1.82643881,0.00022103,0.04703014,0.35517459,0.47537528,0.17822118,0.52861535,0.00644794,0.88406026
-5.41770885,1.74302146,0.00021126,0.04465549,0.33502667,0.45233988,0.16712692,0.51446313,0.00599514,0.83444976
-5.41170585,1.66040981,0.00020208,0.04260222,0.31555166,0.42919606,0.15660761,0.50021904,0.00553663,0.78541510
-5.40570285,1.57908360,0.00019335,0.04093538,0.29678154,0.40606750,0.14679074,0.48595749,0.00507901,0.73719526
-5.39969985,1.49951167,0.00018502,0.03973010,0.27874169,0.38307533,0.13780384,0.47175277,0.00462834,0.69001383
-5.39369685,1.42215759,0.00017699,0.03907229,0.26145313,0.36033888,0.12977541,0.45768223,0.00419000,0.64408038
-5.38769385,1.34748672,0.00016924,0.03905922,0.24493488,0.33797642,0.12283623,0.44383009,0.00376864,0.59959221
-5.38169085,1.27597402,0.00016172,0.03980014,0.22920625,0.31610588,0.11712094,0.43029157,0.00336807,0.55673636
-5.37568784,1.20811183,0.00015439,0.04141671,0.21428906,0.29484547,0.11276970,0.41717707,0.00299131,0.51569165
-5.36968484,1.14441690,0.00014724,0.04404318,0.20020950,0.27431406,0.10992979,0.40461591,0.00264056,0.47663060
-5.36368184,1.08543592,0.00014025,0.04782623,0.18699970,0.25463138,0.10875698,0.39275934,0.00231722,0.43972110
-5.35767884,1.03174900,0.00013339,0.05292434,0.17469884,0.23591797,0.10941644,0.38178249,0.00202203,0.40512773
-5.35167584,0.98397062,0.00012667,0.05950653,0.16335391,0.21829485,0.11208300,0.37188499,0.00175505,0.37301269
-5.34567284,0.94274758,0.00012007,0.06775049,0.15301988,0.20188300,0.11694064,0.36329003,0.00151582,0.34353630
-5.33966983,0.90875377,0.00011360,0.07783988,0.14375950,0.18680270,0.12418096,0.35624178,0.00130342,0.31685712
-5.33366683,0.88268179,0.00010726,0.08996079,0.13564266,0.17317264,0.13400072,0.35100105,0.00111658,0.29313163
-5.32766383,0.86523127,0.00010107,0.10429744,0.12874525,0.16110900,0.14659812,0.34783937,0.00095378,0.27251366
-5.32166083,0.85709431,0.00009504,0.12102691,0.12314779,0.15072449,0.16216806,0.34703154,0.00081330,0.25515336
-5.31565783,0.85893827,0.00008920,0.14031321,0.11893364,0.14212726,0.18089624,0.34884688,0.00069335,0.24119605
-5.30965483,0.87138649,0.00008357,0.16230061,0.11618700,0.13541989,0.20295229,0.35353959,0.00059211,0.23078064
-5.30365183,0.89499742,0.00007818,0.18710653,0.11499069,0.13069830,0.22848217,0.36133848,0.00050778,0.22403789
-5.29764882,0.93024292,0.00007305,0.21481413,0.11542373,0.12805065,0.25759992,0.37243657,0.00043865,0.22108838
-5.29164582,0.97748653,0.00006821,0.24546489,0.11755889,0.12755616,0.29037914,0.38698097,0.00038310,0.22204018
-5.28564282,1.03696233,0.00006369,0.27905149,0.12146011,0.12928385,0.32684458,0.40506354,0.00033965,0.22698626
-5.27963982,1.10875548,0.00005950,0.31551140,0.12717992,0.13329120,0.36696412,0.42671279,0.00030698,0.23600157
-5.27363682,1.19278506,0.00005565,0.35472135,0.13475697,0.13962256,0.41064162,0.45188737,0.00028390,0.24913980
-5.26763382,1.28879010,0.00005216,0.39649326,0.14421357,0.14830747,0.45771094,0.48047171,0.00026939,0.26642993
-5.26163082,1.39631956,0.00004903,0.44057175,0.15555347,0.15935880,0.50793169,0.51227389,0.00026254,0.28787247
-5.25562781,1.51472686,0.00004624,0.48663374,0.16875983,0.17277072,0.56098687,0.54702623,0.00026263,0.31343553
-5.24962481,1.64316947,0.00004380,0.53429015,0.18379346,0.18851654,0.61648277,0.58438844,0.00026902,0.34305093
-5.24362181,1.78061403,0.00004167,0.58308998,0.20059147,0.20654652,0.67395148,0.62395366,0.00028119,0.37661027
-5.23761881,1.92584704,0.00003985,0.63252678,0.21906628,0.22678574,0.73285583,0.66525702,0.00029872,0.41396140
-5.23161581,2.07749122,0.00003829,0.68204755,0.23910522,0.24913211,0.79259717,0.70778663,0.00032129,0.45490524
-5.22561281,2.23402723,0.00003696,0.73106366,0.26057059,0.27345464,0.85252549,0.75099672,0.00034861,0.49919340
-5.21960980,2.39382036,0.00003583,0.77896382,0.28330034,0.29959222,0.91195201,0.79432227,0.00038048,0.54652658
-5.21360680,2.55515142,0.00003487,0.82512846,0.30710946,0.32735289,0.97016367,0.83719482,0.00041674,0.59655424
-5.20760380,2.71625103,0.00003403,0.86894517,0.33179191,0.35651393,1.02643916,0.87905869,0.00045726,0.64887548
-5.20160080,2.87533620,0.00003329,0.90982460,0.35712323,0.38682269,1.08006605,0.91938698,0.00050192,0.70304145
-5.19559780,3.03064806,0.00003261,0.94721618,0.38286378,0.41799850,1.13035815,0.95769673,0.00055064,0.75855933
-5.18959480,3.18048932,0.00003195,0.98062310,0.40876246,0.44973544,1.17667278,0.99356247,0.00060334,0.81489792
-5.18359180,3.32326027,0.00003131,1.00961583,0.43456092,0.48170624,1.21842703,1.02662763,0.00065992,0.87149483
-5.17758879,3.45749196,0.00003065,1.03384376,0.45999811,0.51356716,1.25511249,1.05661322,0.00072028,0.92776511
-5.17158579,3.58187532,0.00002996,1.05304425,0.48481498,0.54496373,1.28630784,1.08332345,0.00078431,0.98311121
-5.16558279,3.69528514,0.00002922,1.06704891,0.50875929,0.57553728,1.31168880,1.10664787,0.00085184,1.03693387
-5.15957979,3.79679813,0.00002844,1.07578670,0.53159030,0.60493204,1.33103497,1.12656010,0.00092269,1.08864375
-5.15357679,3.88570431,0.00002761,1.07928374,0.55308316,0.63280257,1.34423345,1.14311303,0.00099660,1.13767322
-5.14757379,3.96151146,0.00002672,1.07765998,0.57303295,0.65882124,1.35127893,1.15643084,0.00107327,1.18348811
-5.14157079,4.02394267,0.00002579,1.07112271,0.59125810,0.68268551,1.35227051,1.16669818,0.00115232,1.22559879
-5.13556778,4.07292714,0.00002483,1.05995745,0.60760318,0.70412464,1.34740524,1.17414703,0.00123332,1.26357013
-5.12956478,4.10858485,0.00002383,1.04451645,0.62194095,0.72290563,1.33696884,1.17904193,0.00131571,1.29703018
-5.12356178,4.13120611,0.00002281,1.02520553,0.63417354,0.73883815,1.32132403,1.18166432,0.00139890,1.32567696
-5.11755878,4.14122677,0.00002179,1.00246973,0.64423289,0.75177810,1.30089697,1.18229665,0.00148217,1.34928316
-5.11155578,4.13920063,0.00002076,0.97677857,0.65208032,0.76162985,1.27616250,1.18120732,0.00156477,1.36769879
-5.10555278,4.12577024,0.00001975,0.94861132,0.65770539,0.76834695,1.24762885,1.17863681,0.00164582,1.38085136
-5.09954977,4.10163754,0.00001876,0.91844320,0.66112412,0.77193137,1.21582228,1.17478603,0.00172443,1.38874394
-5.09354677,4.06753555,0.00001779,0.88673283,0.66237658,0.77243120,1.18127259,1.16980717,0.00179962,1.39145108
-5.08754377,4.02420262,0.00001686,0.85391136,0.66152419,0.76993718,1.14449962,1.16379763,0.00187040,1.38911287
-5.08154077,3.97235991,0.00001597,0.82037383,0.65864660,0.76457801,1.10600163,1.15679710,0.00193577,1.38192752
-5.07553777,3.91269326,0.00001511,0.78647270,0.65383859,0.75651486,1.06624545,1.14878804,0.00199475,1.37014273
-5.06953477,3.84583975,0.00001429,0.75251381,0.64720680,0.74593517,1.02565898,1.13969932,0.00204638,1.35404636
-5.06353177,3.77237940,0.00001352,0.71875464,0.63886672,0.73304632,0.98462588,1.12941274,0.00208977,1.33395682
-5.05752876,3.69283185,0.00001278,0.68540469,0.62893985,0.71806907,0.94348251,1.11777219,0.00212413,1.31021348
-5.05152576,3.60765777,0.00001208,0.65262775,0.61755114,0.70123148,0.90251694,1.10459462,0.00214879,1.28316764
-5.04552276,3.51726448,0.00001142,0.62054576,0.60482680,0.68276310,0.86196981,1.08968253,0.00216319,1.25317431
-5.03951976,3.42201502,0.00001078,0.58924379,0.59089252,0.66289001,0.82203675,1.07283708,0.00216693,1.22058493
-5.03351676,3.32223968,0.00001017,0.55877576,0.57587200,0.64183062,0.78287199,1.05387121,0.00215981,1.18574144
-5.02751376,3.21824921,0.00000959,0.52917062,0.55988593,0.61979236,0.74459283,1.03262220,0.00214177,1.14897158
-5.02151076,3.11034847,0.00000902,0.50043838,0.54305122,0.59696933,0.70728458,1.00896294,0.00211294,1.11058551
-5.01550775,2.99884977,0.00000847,0.47257598,0.52548057,0.57354086,0.67100570,0.98281145,0.00207364,1.07087368
-5.00950475,2.88408482,0.00000794,0.44557244,0.50728227,0.54967087,0.63579287,0.95413832,0.00202436,1.03010591
-5.00350175,2.76641477,0.00000742,0.41941331,0.48856010,0.52550797,0.60166565,0.92297164,0.00196574,0.98853135
-4.99749875,2.64623756,0.00000692,0.39408418,0.46941349,0.50118614,0.56863079,0.88939942,0.00189857,0.94637926
-4.99149575,2.52399239,0.00000643,0.36957329,0.44993762,0.47682588,0.53668583,0.85356933,0.00182379,0.90386040
-4.98549275,2.40016102,0.00000595,0.34587319,0.43022367,0.45253554,0.50582214,0.81568601,0.00174241,0.86116877
-4.97948974,2.27526600,0.00000549,0.32298157,0.41035900,0.42841297,0.47602737,0.77600604,0.00165551,0.81848353
-4.97348674,2.14986599,0.00000504,0.30090132,0.39042742,0.40454699,0.44728724,0.73483094,0.00156426,0.77597100
-4.96748374,2.02454863,0.00000461,0.27963999,0.37050928,0.38101891,0.41958688,0.69249862,0.00146982,0.73378649
-4.96148074,1.89992124,0.00000420,0.25920889,0.35068172,0.35790383,0.39291174,0.64937358,0.00137334,0.69207595
-4.95547774,1.77660021,0.00000380,0.23962176,0.33101873,0.33527171,0.36724815,0.60583651,0.00127597,0.65097737
-4.94947474,1.65519937,0.00000343,0.22089340,0.31159125,0.31318821,0.34258362,0.56227365,0.00117878,0.61062180
-4.94347174,1.53631820,0.00000307,0.20303825,0.29246721,0.29171524,0.31890697,0.51906627,0.00108278,0.57113413
-4.93746873,1.42053030,0.00000274,0.18606907,0.27371155,0.27091133,0.29620840,0.47658092,0.00098889,0.53263346
-4.93146573,1.30837267,0.00000243,0.16999578,0.25538616,0.25083170,0.27447933,0.43516056,0.00089793,0.49523322
-4.92546273,1.20033634,0.00000215,0.15482458,0.23754987,0.23152827,0.25371239,0.39511698,0.00081060,0.45904110
-4.91945973,1.09685840,0.00000189,0.14055719,0.22025827,0.21304939,0.23390117,0.35672469,0.00072748,0.42415865
-4.91345673,0.99831603,0.00000165,0.12719052,0.20356358,0.19543963,0.21504008,0.32021642,0.00064905,0.39068086
-4.90745373,0.90502226,0.00000143,0.11471645,0.18751448,0.17873941,0.19712410,0.28578020,0.00057564,0.35869550
-4.90145073,0.81722376,0.00000124,0.10312193,0.17215580,0.16298467,0.18014847,0.25355819,0.00050749,0.32828246
-4.89544772,0.73510038,0.00000106,0.09238912,0.15752829,0.14820652,0.16410837,0.22364683,0.00044472,0.29951308
-4.88944472,0.65876645,0.00000091,0.08249585,0.14366825,0.13443094,0.14899854,0.19609857,0.00038736,0.27244940
-4.88344172,0.58827339,0.00000077,0.07341602,0.13060723,0.12167850,0.13481281,0.17092462,0.00033535,0.24714348
-4.87743872,0.52361365,0.00000065,0.06512017,0.11837163,0.10996417,0.12154364,0.14809874,0.00028855,0.22363677
-4.87143572,0.46472545,0.00000055,0.05757600,0.10698237,0.09929705,0.10918164,0.12756173,0.00024675,0.20195953
-4.86543272,0.41149820,0.00000046,0.05074892,0.09645454,0.08968030,0.09771510,0.10922634,0.00020970,0.18213031
-4.85942971,0.36377822,0.00000038,0.04460261,0.08679710,0.08111096,0.08712952,0.09298249,0.00017710,0.16415553
-4.85342671,0.32137457,0.00000031,0.03909946,0.07801263,0.07357982,0.07740723,0.07870244,0.00014863,0.14802911
-4.84742371,0.28406475,0.00000026,0.03420104,0.07009713,0.06707135,0.06852711,0.06624589,0.00012395,0.13373225
-4.84142071,0.25160010,0.00000021,0.02986847,0.06303993,0.06156357,0.06046437,0.05546465,0.00010271,0.12123322
-4.83541771,0.22371077,0.00000017,0.02606276,0.05682363,0.05702792,0.05319048,0.04620693,0.00008456,0.11048735
-4.82941471,0.20011017,0.00000014,0.02274510,0.05142420,0.05342922,0.04667320,0.03832108,0.00006918,0.10143704
-4.82341171,0.18049891,0.00000011,0.01987709,0.04681112,0.05072553,0.04087676,0.03165879,0.00005623,0.09401194
-4.81740870,0.16456814,0.00000009,0.01742096,0.04294762,0.04886815,0.03576212,0.02607761,0.00004541,0.08812925
-4.81140570,0.15200246,0.00000007,0.01533973,0.03979108,0.04780163,0.03128740,0.02144298,0.00003644,0.08369419
-4.80540270,0.14248243,0.00000006,0.01359735,0.03729345,0.04746390,0.02740831,0.01762964,0.00002906,0.08060059
-4.79939970,0.13568664,0.00000004,0.01215885,0.03540181,0.04778644,0.02407873,0.01452259,0.00002304,0.07873173
-4.79339670,0.13129378,0.00000004,0.01099045,0.03405899,0.04869472,0.02125129,0.01201753,0.00001816,0.07796136
-4.78739370,0.12898442,0.00000003,0.01005967,0.03320430,0.05010872,0.01887801,0.01002106,0.00001425,0.07815495
-4.78139070,0.12844294,0.00000003,0.00933540,0.03277438,0.05194365,0.01691089,0.00845046,0.00001115,0.07917121
-4.77538769,0.12935953,0.00000002,0.00878806,0.03270398,0.05411091,0.01530255,0.00723334,0.00000872,0.08086378
-4.76938469,0.13143236,0.00000002,0.00838964,0.03292699,0.05651928,0.01400680,0.00630713,0.00000687,0.08308329
-4.76338169,0.13437005,0.00000003,0.00811385,0.03337739,0.05907620,0.01297921,0.00561841,0.00000549,0.08567948
-4.75737869,0.13789428,0.00000003,0.00793619,0.03399027,0.06168937,0.01217753,0.00512235,0.00000453,0.08850361
-4.75137569,0.14174272,0.00000004,0.00783406,0.03470290,0.06426843,0.01156220,0.00478203,0.00000394,0.09141096
-4.74537269,0.14567212,0.00000006,0.00778686,0.03545574,0.06672668,0.01109668,0.00456791,0.00000370,0.09426341
-4.73936968,0.14946143,0.00000008,0.00777611,0.03619341,0.06898295,0.01074773,0.00445735,0.00000379,0.09693200
-4.73336668,0.15291505,0.00000010,0.00778548,0.03686570,0.07096336,0.01048571,0.00443427,0.00000424,0.09929940
-4.72736368,0.15586581,0.00000014,0.00780092,0.03742834,0.07260299,0.01028469,0.00448890,0.00000508,0.10126215
-4.72136068,0.15817780,0.00000019,0.00781069,0.03784378,0.07384743,0.01012261,0.00461771,0.00000638,0.10273272
-4.71535768,0.15974885,0.00000025,0.00780542,0.03808176,0.07465403,0.00998132,0.00482343,0.00000824,0.10364106
-4.70935468,0.16051242,0.00000034,0.00777811,0.03811969,0.07499289,0.00984657,0.00511529,0.00001078,0.10393590
-4.70335168,0.16043908,0.00000045,0.00772414,0.03794296,0.07484748,0.00970793,0.00550930,0.00001416,0.10358533
-4.69734867,0.15953719,0.00000059,0.00764124,0.03754491,0.07421492,0.00955876,0.00602867,0.00001858,0.10257709
-4.69134567,0.15785300,0.00000077,0.00752945,0.03692678,0.07310582,0.00939598,0.00670439,0.00002428,0.10091808
-4.68534267,0.15547002,0.00000101,0.00739103,0.03609728,0.07154381,0.00921992,0.00757580,0.00003158,0.09863355
-4.67933967,0.15250775,0.00000130,0.00723038,0.03507219,0.06956463,0.00903409,0.00869123,0.00004083,0.09576565
-4.67333667,0.14911972,0.00000166,0.00705392,0.03387370,0.06721493,0.00884491,0.01010866,0.00005243,0.09237160
-4.66733367,0.14549101,0.00000212,0.00686999,0.03252967,0.06455084,0.00866144,0.01189628,0.00006689,0.08852154
-4.66133067,0.14183533,0.00000267,0.00668869,0.03107283,0.06163628,0.00849504,0.01413301,0.00008475,0.08429607
-4.65532766,0.13839160,0.00000335,0.00652179,0.02953990,0.05854116,0.00835909,0.01690883,0.00010665,0.07978363
-4.64932466,0.13542030,0.00000417,0.00638257,0.02797079,0.05533957,0.00826862,0.02032482,0.00013329,0.07507793
-4.64332166,0.13319954,0.00000515,0.00628569,0.02640774,0.05210789,0.00823997,0.02449308,0.00016544,0.07027532
