energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,2.26518488,1.10844780,1.01509574,0.00409037,1.51219553,0.09098460,0.00284437
-5.99399700,2.23633854,1.07968921,1.01142688,0.00395314,1.49702715,0.08736532,0.00281796
-5.98799400,2.20206702,1.05001446,1.00557925,0.00380125,1.47841545,0.08348718,0.00277981
-5.98199100,2.16357874,1.02020550,0.99797321,0.00363822,1.45711818,0.07944310,0.00273149
-5.97598799,2.12210378,0.99102515,0.98902319,0.00346781,1.43389916,0.07532777,0.00267477
-5.96998499,2.07885548,0.96319750,0.97912138,0.00329396,1.40950317,0.07123541,0.00261161
-5.96398199,2.03499533,0.93739105,0.96862325,0.00312070,1.38463315,0.06725759,0.00254405
-5.95797899,1.99160211,0.91420505,0.95783572,0.00295206,1.35993077,0.06348130,0.00247419
-5.95197599,1.94964673,0.89415953,0.94700848,0.00279207,1.33596100,0.05998724,0.00240414
-5.94597299,1.90997330,0.87768901,0.93632865,0.00264465,1.31320130,0.05684841,0.00233591
-5.93996998,1.87328687,0.86513987,0.92591918,0.00251358,1.29203544,0.05412893,0.00227138
-5.93396698,1.84014762,0.85677105,0.91584061,0.00240248,1.27275205,0.05188314,0.00221227
-5.92796398,1.81097137,0.85275744,0.90609622,0.00231473,1.25554738,0.05015500,0.00216007
-5.92196098,1.78603529,0.85319548,0.89663981,0.00225348,1.24053181,0.04897767,0.00211601
-5.91595798,1.76548810,0.85811005,0.88738575,0.00222157,1.22773925,0.04837327,0.00208101
-5.90995498,1.74936342,0.86746199,0.87822042,0.00222156,1.21713856,0.04835289,0.00205572
-5.90395198,1.73759502,0.88115549,0.86901431,0.00225564,1.20864605,0.04891664,0.00204045
-5.89794897,1.73003272,0.89904463,0.85963402,0.00232564,1.20213803,0.05005388,0.00203520
-5.89194597,1.72645789,0.92093870,0.84995346,0.00243295,1.19746269,0.05174355,0.00203969
-5.88594297,1.72659737,0.94660589,0.83986344,0.00257854,1.19445042,0.05395459,0.00205332
-5.87993997,1.73013529,0.97577527,0.82927932,0.00276288,1.19292212,0.05664645,0.00207527
-5.87393697,1.73672228,1.00813719,0.81814626,0.00298588,1.19269507,0.05976971,0.00210445
-5.86793397,1.74598181,1.04334231,0.80644185,0.00324690,1.19358637,0.06326681,0.00213962
-5.86193097,1.75751398,1.08099990,0.79417619,0.00354470,1.19541398,0.06707292,0.00217938
-5.85592796,1.77089715,1.12067582,0.78138951,0.00387734,1.19799564,0.07111696,0.00222221
-5.84992496,1.78568784,1.16189108,0.76814767,0.00424226,1.20114628,0.07532274,0.00226658
-5.84392196,1.80142000,1.20412152,0.75453602,0.00463619,1.20467443,0.07961031,0.00231089
-5.83791896,1.81760420,1.24679942,0.74065208,0.00505515,1.20837837,0.08389738,0.00235361
-5.83191596,1.83372774,1.28931751,0.72659765,0.00549453,1.21204265,0.08810101,0.00239326
-5.82591296,1.84925642,1.33103582,0.71247094,0.00594906,1.21543570,0.09213924,0.00242850
-5.81990995,1.86363855,1.37129155,0.69835937,0.00641291,1.21830899,0.09593297,0.00245809
-5.81390695,1.87631155,1.40941202,0.68433331,0.00687975,1.22039816,0.09940776,0.00248100
-5.80790395,1.88671135,1.44473018,0.67044137,0.00734287,1.22142639,0.10249565,0.00249638
-5.80190095,1.89428442,1.47660248,0.65670750,0.00779530,1.22110991,0.10513685,0.00250359
-5.79589795,1.89850208,1.50442803,0.64312985,0.00822995,1.21916555,0.10728136,0.00250222
-5.78989495,1.89887634,1.52766839,0.62968163,0.00863981,1.21531999,0.10889027,0.00249206
-5.78389195,1.89497671,1.54586670,0.61631375,0.00901804,1.20932014,0.10993690,0.00247314
-5.77788894,1.88644668,1.55866537,0.60295900,0.00935822,1.20094398,0.11040750,0.00244572
-5.77188594,1.87301916,1.56582090,0.58953744,0.00965450,1.19001133,0.11030166,0.00241024
-5.76588294,1.85452973,1.56721522,0.57596268,0.00990175,1.17639361,0.10963233,0.00236731
-5.75987994,1.83092680,1.56286247,0.56214855,0.01009571,1.16002210,0.10842539,0.00231772
