energy_ev,total_up,As_p_up,As_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,3.42285169,0.21617579,0.00000000,0.71752412,1.17489489,0.15907034,0.93386621
-5.99399700,3.44448627,0.22533388,0.00000000,0.73086241,1.15979029,0.16165349,0.93123398
-5.98799400,3.45922196,0.23403724,0.00000000,0.74311045,1.14214049,0.16404115,0.92681685
-5.98199100,3.46683599,0.24218981,0.00000000,0.75413216,1.12213891,0.16620734,0.92074413
-5.97598799,3.46710410,0.24970177,0.00000000,0.76378531,1.09997542,0.16812324,0.91313725
-5.96998499,3.45981132,0.25649196,0.00000000,0.77192596,1.07583446,0.16975802,0.90410608
-5.96398199,3.44476570,0.26249011,0.00000000,0.77841357,1.04989463,0.17107993,0.89374667
-5.95797899,3.42181447,0.26763906,0.00000000,0.78311673,1.02232940,0.17205750,0.88214047
-5.95197599,3.39086134,0.27189650,0.00000000,0.78591894,0.99330880,0.17266082,0.86935495
-5.94597299,3.35188383,0.27523653,0.00000000,0.78672439,0.96300183,0.17286294,0.85544553
-5.93996998,3.30494963,0.27765068,0.00000000,0.78546324,0.93157913,0.17264115,0.84045854
-5.93396698,3.25023054,0.27914856,0.00000000,0.78209618,0.89921580,0.17197813,0.82443492
-5.92796398,3.18801347,0.27975791,0.00000000,0.77661808,0.86609383,0.17086301,0.80741443
-5.92196098,3.11870737,0.27952425,0.00000000,0.76906039,0.83240408,0.16929210,0.78944000
-5.91595798,3.04284594,0.27851000,0.00000000,0.75949230,0.79834756,0.16726942,0.77056197
-5.90995498,2.96108571,0.27679312,0.00000000,0.74802060,0.76413580,0.16480694,0.75084194
-5.90395198,2.87419973,0.27446554,0.00000000,0.73478822,0.72999038,0.16192448,0.73035606
-5.89794897,2.78306720,0.27163113,0.00000000,0.71997157,0.69614163,0.15864937,0.70919752
-5.89194597,2.68865959,0.26840360,0.00000000,0.70377689,0.66282648,0.15501583,0.68747830
-5.88594297,2.59202410,0.26490430,0.00000000,0.68643578,0.63028579,0.15106417,0.66532998
-5.87993997,2.49426530,0.26126002,0.00000000,0.66820017,0.59876124,0.14683974,0.64290376
-5.87393697,2.39652581,0.25760093,0.00000000,0.64933704,0.56849189,0.14239186,0.62036965
-5.86793397,2.29996698,0.25405868,0.00000000,0.63012304,0.53971089,0.13777260,0.59791499
