energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.04991851,0.00313570,0.30074988,0.07076131,0.03338782,0.15686193,0.00000000,0.36100609,0.47365796
-5.99399700,1.08011734,0.00332035,0.30242609,0.07407348,0.03739154,0.16726981,0.00000000,0.37312759,0.47616564
-5.98799400,1.11688409,0.00349956,0.30613628,0.07789870,0.04195867,0.17917975,0.00000000,0.38673066,0.48180342
-5.98199100,1.15922158,0.00366979,0.31154038,0.08217624,0.04712384,0.19253183,0.00000000,0.40143252,0.49002685
-5.97598799,1.20614953,0.00382784,0.31829141,0.08685431,0.05292533,0.20728536,0.00000000,0.41684923,0.50028222
-5.96998499,1.25673549,0.00397100,0.32604564,0.09189175,0.05940523,0.22342194,0.00000000,0.43260623,0.51202260
-5.96398199,1.31012292,0.00409714,0.33447164,0.09725977,0.06660944,0.24094829,0.00000000,0.44834789,0.52472236
-5.95797899,1.36555576,0.00420486,0.34325807,0.10294344,0.07458770,0.25989887,0.00000000,0.46374606,0.53788955
-5.95197599,1.42239884,0.00429354,0.35212015,0.10894302,0.08339346,0.28033803,0.00000000,0.47850732,0.55107627
-5.94597299,1.48015392,0.00436350,0.36080466,0.11527498,0.09308374,0.30236173,0.00000000,0.49237881,0.56388673
-5.93996998,1.53847102,0.00441599,0.36909360,0.12197284,0.10371882,0.32609864,0.00000000,0.50515257,0.57598310
-5.93396698,1.59715487,0.00445331,0.37680641,0.12908757,0.11536177,0.35171052,0.00000000,0.51666837,0.58708925
-5.92796398,1.65616674,0.00447877,0.38380105,0.13668769,0.12807773,0.37939180,0.00000000,0.52681515,0.59699247
-5.92196098,1.71562154,0.00449675,0.38997396,0.14485902,0.14193302,0.40936820,0.00000000,0.53553107,0.60554346
-5.91595798,1.77578074,0.00451260,0.39525904,0.15370395,0.15699388,0.44189422,0.00000000,0.54280241,0.61265485
-5.90995498,1.83704132,0.00453261,0.39962599,0.16334039,0.17332487,0.47724963,0.00000000,0.54866139,0.61829849
-5.90395198,1.89992120,0.00456394,0.40307802,0.17390031,0.19098692,0.51573466,0.00000000,0.55318331,0.62250193
-5.89794897,1.96504183,0.00461446,0.40564930,0.18552782,0.21003500,0.55766401,0.00000000,0.55648297,0.62534423
-5.89194597,2.03310827,0.00469268,0.40740213,0.19837699,0.23051539,0.60335963,0.00000000,0.55871072,0.62695149
-5.88594297,2.10488753,0.00480753,0.40842412,0.21260930,0.25246263,0.65314244,0.00000000,0.56004831,0.62749232
-5.87993997,2.18118565,0.00496822,0.40882547,0.22839072,0.27589625,0.70732298,0.00000000,0.56070459,0.62717334
-5.87393697,2.26282414,0.00518404,0.40873635,0.24588871,0.30081726,0.76619128,0.00000000,0.56091125,0.62623492
-5.86793397,2.35061639,0.00546419,0.40830453,0.26526881,0.32720472,0.83000624,0.00000000,0.56091867,0.62494724
-5.86193097,2.44534453,0.00581752,0.40769325,0.28669129,0.35501244,0.89898464,0.00000000,0.56099183,0.62360658
-5.85592796,2.54773740,0.00625235,0.40707919,0.31030750,0.38416603,0.97329040,0.00000000,0.56140634,0.62253188
-5.84992496,2.65844998,0.00677627,0.40665074,0.33625636,0.41456048,1.05302421,0.00000000,0.56244464,0.62206148
-5.84392196,2.77804474,0.00739587,0.40660626,0.36466067,0.44605862,1.13821409,0.00000000,0.56439206,0.62254987
-5.83791896,2.90697532,0.00811659,0.40715240,0.39562360,0.47849042,1.22880719,0.00000000,0.56753303,0.62436443
-5.83191596,3.04557276,0.00894248,0.40850238,0.42922512,0.51165347,1.32466318,0.00000000,0.57214709,0.62788186
-5.82591296,3.19403442,0.00987602,0.41087412,0.46551860,0.54531466,1.42554945,0.00000000,0.57850483,0.63348434
-5.81990995,3.35241573,0.01091796,0.41448820,0.50452748,0.57921315,1.53113850,0.00000000,0.58686366,0.64155521
-5.81390695,3.52062465,0.01206712,0.41956549,0.54624211,0.61306459,1.64100735,0.00000000,0.59746342,0.65247416
-5.80790395,3.69841871,0.01332033,0.42632465,0.59061671,0.64656646,1.75463927,0.00000000,0.61052192,0.66661183
-5.80190095,3.88540447,0.01467224,0.43497921,0.63756655,0.67940440,1.87142757,0.00000000,0.62623037,0.68432400
-5.79589795,4.08103902,0.01611532,0.44573443,0.68696544,0.71125925,1.99068134,0.00000000,0.64474888,0.70594518
-5.78989495,4.28463326,0.01763983,0.45878400,0.73864350,0.74181456,2.11163291,0.00000000,0.66620218,0.73178206
-5.78389195,4.49535676,0.01923379,0.47430650,0.79238537,0.77076406,2.23344676,0.00000000,0.69067564,0.76210663
-5.77788894,4.71224372,0.02088308,0.49246185,0.84792915,0.79781900,2.35522961,0.00000000,0.71821182,0.79714956
-5.77188594,4.93420025,0.02257156,0.51338781,0.90496588,0.82271473,2.47604138,0.00000000,0.74880775,0.83709370
-5.76588294,5.16001262,0.02428122,0.53719666,0.96314017,0.84521640,2.59490685,0.00000000,0.78241311,0.88206833
-5.75987994,5.38835677,0.02599242,0.56397216,1.02205185,0.86512340,2.71082776,0.00000000,0.81892948,0.93214405
-5.75387694,5.61780925,0.02768421,0.59376696,1.08125898,0.88227250,2.82279536,0.00000000,0.85821082,0.98732891
-5.74787394,5.84685991,0.02933459,0.62660051,1.14028240,0.89653939,2.92980333,0.00000000,0.90006528,1.04756566
-5.74187094,6.07392672,0.03092099,0.66245755,1.19861185,0.90783882,3.03086098,0.00000000,0.94425837,1.11273048
-5.73586793,6.29737297,0.03242065,0.70128730,1.25571380,0.91612334,3.12500700,0.00000000,0.99051748,1.18263311
-5.72986493,6.51552727,0.03381111,0.74300322,1.31104098,0.92138085,3.21132357,0.00000000,1.03853761,1.25701847
-5.72386193,6.72670628,0.03507072,0.78748336,1.36404338,0.92363119,3.28895107,0.00000000,1.08798814,1.33556956
-5.71785893,6.92924013,0.03617911,0.83457125,1.41418056,0.92292221,3.35710319,0.00000000,1.13852037,1.41791148
-5.71185593,7.12150011,0.03711774,0.88407712,1.46093492,0.91932541,3.41508227,0.00000000,1.18977543,1.50361626
-5.70585293,7.30192797,0.03787037,0.93577923,1.50382542,0.91293179,3.46229478,0.00000000,1.24139219,1.59220820
-5.69984992,7.46906582,0.03842352,0.98942533,1.54242121,0.90384793,3.49826633,0.00000000,1.29301477,1.68316926
-5.69384692,7.62158535,0.03876685,1.04473387,1.57635458,0.89219276,3.52265581,0.00000000,1.34429912,1.77594422
-5.68784392,7.75831522,0.03889352,1.10139484,1.60533256,0.87809507,3.53526800,0.00000000,1.39491831,1.86994512
-5.68184092,7.87826493,0.03880046,1.15907028,1.62914660,0.86169197,3.53606399,0.00000000,1.44456626,1.96455493
-5.67583792,7.98064398,0.03848848,1.21739427,1.64767965,0.84312819,3.52516860,0.00000000,1.49295956,2.05913013
-5.66983492,8.06487506,0.03796236,1.27597249,1.66091028,0.82255631,3.50287436,0.00000000,1.53983737,2.15300227
-5.66383192,8.13060047,0.03723081,1.33438160,1.66891349,0.80013758,3.46964128,0.00000000,1.58495945,2.24547868
-5.65782891,8.17768130,0.03630627,1.39216850,1.67185798,0.77604333,3.42609212,0.00000000,1.62810253,2.33584266
-5.65182591,8.20618939,0.03520471,1.44885002,1.67000010,0.75045656,3.37300304,0.00000000,1.66905539,2.42335361
-5.64582291,8.21639271,0.03394521,1.50391324,1.66367448,0.72357353,3.31128950,0.00000000,1.70761320,2.50724765
-5.63981991,8.20873507,0.03254951,1.55681702,1.65328197,0.69560504,3.24198801,0.00000000,1.74357173,2.58673953
-5.63381691,8.18381181,0.03104157,1.60699505,1.63927545,0.66677722,3.16623394,0.00000000,1.77672213,2.66102624
-5.62781391,8.14234298,0.02944690,1.65386087,1.62214409,0.63733156,3.08523655,0.00000000,1.80684689,2.72929330
-5.62181091,8.08514620,0.02779202,1.69681512,1.60239710,0.60752406,3.00025185,0.00000000,1.83371774,2.79072378
-5.61580790,8.01311086,0.02610381,1.73525514,1.58054767,0.57762342,2.91255458,0.00000000,1.85709580,2.84451069
-5.60980490,7.92717548,0.02440891,1.76858696,1.55709789,0.54790821,2.82341043,0.00000000,1.87673451,2.88987255
-5.60380190,7.82830968,0.02273314,1.79623932,1.53252546,0.51866321,2.73404935,0.00000000,1.89238534,2.92607199
-5.59779890,7.71750142,0.02110097,1.81767955,1.50727279,0.49017478,2.64564130,0.00000000,1.90380616,2.95243674
-5.59179590,7.59575015,0.01953502,1.83243038,1.48173882,0.46272565,2.55927488,0.00000000,1.91077195,2.96838231
-5.58579290,7.46406535,0.01805564,1.84008725,1.45627387,0.43658923,2.47593983,0.00000000,1.91308729,2.97343507
-5.57978989,7.32346989,0.01668064,1.84033498,1.43117752,0.41202366,2.39651346,0.00000000,1.91059973,2.96725471
-5.57378689,7.17500685,0.01542499,1.83296295,1.40669936,0.38926593,2.32175142,0.00000000,1.90321330,2.94965452
-5.56778389,7.01974812,0.01430068,1.81787791,1.38304218,0.36852621,2.25228253,0.00000000,1.89090106,2.92061826
-5.56178089,6.85880309,0.01331667,1.79511351,1.36036726,0.34998266,2.18860749,0.00000000,1.87371573,2.88031232
-5.55577789,6.69332562,0.01247886,1.76483572,1.33880095,0.33377708,2.13110095,0.00000000,1.85179758,2.82909219
-5.54977489,6.52451752,0.01179017,1.72734392,1.31844203,0.32001128,2.08001643,0.00000000,1.82537877,2.76750244
-5.54377189,6.35362741,0.01125070,1.68306702,1.29936920,0.30874468,2.03549339,0.00000000,1.79478371,2.69626987
-5.53776888,6.18194395,0.01085794,1.63255498,1.28164796,0.29999299,1.99756582,0.00000000,1.76042508,2.61628981
-5.53176588,6.01078320,0.01060696,1.57646568,1.26533648,0.29372806,1.96617177,0.00000000,1.72279559,2.52860612
-5.52576288,5.84147036,0.01049072,1.51554803,1.25048997,0.28987911,1.94116327,0.00000000,1.68245578,2.43438556
-5.51975988,5.67531664,0.01050036,1.45062174,1.23716336,0.28833497,1.92231618,0.00000000,1.64001835,2.33488775
-5.51375688,5.51359240,0.01062549,1.38255507,1.22541208,0.28894761,1.90933971,0.00000000,1.59612984,2.23143222
-5.50775388,5.35749839,0.01085456,1.31224134,1.21529103,0.29153648,1.90188529,0.00000000,1.55145057,2.12536390
-5.50175088,5.20813655,0.01117509,1.24057544,1.20685193,0.29589383,1.89955477,0.00000000,1.50663383,2.01801893
-5.49574787,5.06648244,0.01157406,1.16843145,1.20013919,0.30179052,1.90190795,0.00000000,1.46230535,1.91069215
-5.48974487,4.93336089,0.01203812,1.09664222,1.19518490,0.30898231,1.90846930,0.00000000,1.41904404,1.80460778
-5.48374187,4.80942632,0.01255391,1.02598180,1.19200308,0.31721630,1.91873427,0.00000000,1.37736497,1.70089433
-5.47773887,4.69514882,0.01310823,0.95715128,1.19058390,0.32623732,1.93217492,0.00000000,1.33770511,1.60056472
-5.47173587,4.59080679,0.01368835,0.89076842,1.19088807,0.33579402,1.94824535,0.00000000,1.30041258,1.50450203
-5.46573287,4.49648612,0.01428207,0.82736118,1.19284208,0.34564448,1.96638679,0.00000000,1.26573959,1.41345088
-5.45972986,4.41208590,0.01487795,0.76736497,1.19633434,0.35556114,1.98603251,0.00000000,1.23383926,1.32801451
-5.45372686,4.33732982,0.01546539,0.71112339,1.20121279,0.36533494,2.00661272,0.00000000,1.20476619,1.24865669
-5.44772386,4.27178255,0.01603471,0.65889190,1.20728398,0.37477849,2.02755933,0.00000000,1.17848052,1.17570801
-5.44172086,4.21486965,0.01657721,0.61084381,1.21431389,0.38372833,2.04831081,0.00000000,1.15485517,1.10937537
-5.43571786,4.16589998,0.01708519,0.56707793,1.22203039,0.39204613,2.06831697,0.00000000,1.13368558,1.04975378
-5.42971486,4.12408912,0.01755197,0.52762713,1.23012745,0.39961900,2.08704384,0.00000000,1.11470157,0.99683942
-5.42371186,4.08858280,0.01797189,0.49246725,1.23827076,0.40635893,2.10397854,0.00000000,1.09758057,0.95054298
-5.41770885,4.05847913,0.01834026,0.46152570,1.24610480,0.41220137,2.11863415,0.00000000,1.08196172,0.91070243
-5.41170585,4.03284892,0.01865334,0.43468937,1.25326089,0.41710334,2.13055459,0.00000000,1.06746024,0.87709468
-5.40570285,4.01075369,0.01890832,0.41181147,1.25936606,0.42104093,2.13931940,0.00000000,1.05368152,0.84944557
-5.39969985,3.99126087,0.01910328,0.39271720,1.26405229,0.42400663,2.14454843,0.00000000,1.04023457,0.82743809
-5.39369685,3.97345646,0.01923716,0.37720817,1.26696588,0.42600644,2.14590636,0.00000000,1.02674435,0.81071880
-5.38769385,3.95645526,0.01930971,0.36506573,1.26777654,0.42705707,2.14310685,0.00000000,1.01286282,0.79890265
-5.38169085,3.93940913,0.01932151,0.35605338,1.26618584,0.42718332,2.13591650,0.00000000,0.99827834,0.79157663
-5.37568784,3.92151399,0.01927392,0.34991858,1.26193480,0.42641578,2.12415817,0.00000000,0.98272344,0.78830267
-5.36968484,3.90201602,0.01916907,0.34639425,1.25481030,0.42478895,2.10771395,0.00000000,0.96598070,0.78862040
-5.36368184,3.88021788,0.01900991,0.34520043,1.24465016,0.42233980,2.08652733,0.00000000,0.94788698,0.79205026
-5.35767884,3.85548549,0.01880014,0.34604622,1.23134673,0.41910696,2.06060488,0.00000000,0.92833583,0.79809753
-5.35167584,3.82725588,0.01854424,0.34863245,1.21484904,0.41513040,2.03001713,0.00000000,0.90727825,0.80625761
-5.34567284,3.79504641,0.01824747,0.35265519,1.19516336,0.41045163,1.99489874,0.00000000,0.88472205,0.81602290
-5.33966983,3.75846562,0.01791589,0.35781013,1.17235242,0.40511446,1.95544809,0.00000000,0.86072977,0.82689137
-5.33366683,3.71722538,0.01755630,0.36379791,1.14653332,0.39916607,1.91192610,0.00000000,0.83541553,0.83837665
-5.32766383,3.67115420,0.01717627,0.37033029,1.11787439,0.39265852,1.86465450,0.00000000,0.80894097,0.85001954
-5.32166083,3.62021095,0.01678411,0.37713677,1.08659109,0.38565035,1.81401349,0.00000000,0.78151034,0.86140034
-5.31565783,3.56449829,0.01638880,0.38397157,1.05294128,0.37820829,1.76043880,0.00000000,0.75336515,0.87215155
-5.30965483,3.50427463,0.01599996,0.39062041,1.01722000,0.37040892,1.70441821,0.00000000,0.72477833,0.88197011
-5.30365183,3.43996361,0.01562778,0.39690680,0.97975389,0.36234000,1.64648731,0.00000000,0.69604817,0.89062852
-5.29764882,3.37215979,0.01528289,0.40269733,0.94089545,0.35410148,1.58722463,0.00000000,0.66749212,0.89798397
-5.29164582,3.30162945,0.01497629,0.40790569,0.90101723,0.34580593,1.52724581,0.00000000,0.63944046,0.90398475
