energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.28564282,3.22930528,0.01471914,0.41249481,0.86050600,0.33757836,1.46719683,0.00000000,0.61222996,0.90867332
-5.27963982,3.15627427,0.01452264,0.41647725,0.81975683,0.32955519,1.40774608,0.00000000,0.58619754,0.91218545
-5.27363682,3.08375813,0.01439780,0.41991324,0.77916731,0.32188248,1.34957518,0.00000000,0.56167390,0.91474517
-5.26763382,3.01308613,0.01435522,0.42290667,0.73913160,0.31471330,1.29336849,0.00000000,0.53897720,0.91665542
-5.26163082,2.94566070,0.01440482,0.42559894,0.70003457,0.30820427,1.23980137,0.00000000,0.51840681,0.91828455
-5.25562781,2.88291640,0.01455562,0.42816088,0.66224586,0.30251139,1.18952725,0.00000000,0.50023708,0.92004911
-5.24962481,2.82627371,0.01481543,0.43078316,0.62611395,0.29778530,1.14316374,0.00000000,0.48471138,0.92239351
-5.24362181,2.77708935,0.01519061,0.43366560,0.59196032,0.29416614,1.10127826,0.00000000,0.47203642,0.92576749
-5.23761881,2.73660498,0.01568578,0.43700582,0.56007387,0.29177819,1.06437341,0.00000000,0.46237701,0.93060246
-5.23161581,2.70589712,0.01630366,0.44098796,0.53070561,0.29072474,1.03287304,0.00000000,0.45585152,0.93728776
-5.22561281,2.68583044,0.01704482,0.44577193,0.50406395,0.29108320,1.00710925,0.00000000,0.45252818,0.94614826
-5.21960980,2.67701729,0.01790760,0.45148385,0.48031081,0.29290099,0.98731146,0.00000000,0.45242253,0.95742427
-5.21360680,2.67978570,0.01888806,0.45820819,0.45955862,0.29619235,0.97359783,0.00000000,0.45549617,0.97125515
-5.20760380,2.69415824,0.01997996,0.46598202,0.44186859,0.30093634,0.96597014,0.00000000,0.46165708,0.98766732
-5.20160080,2.71984308,0.02117489,0.47479177,0.42725040,0.30707627,0.96431225,0.00000000,0.47076150,1.00656770
-5.19559780,2.75623867,0.02246245,0.48457261,0.41566333,0.31452070,0.96839294,0.00000000,0.48261773,1.02774279
-5.18959480,2.80245226,0.02383056,0.49521059,0.40701906,0.32314595,0.97787313,0.00000000,0.49699149,1.05086383
-5.18359180,2.85733197,0.02526572,0.50654732,0.40118600,0.33280032,0.99231754,0.00000000,0.51361306,1.07549768
-5.17758879,2.91951148,0.02675351,0.51838705,0.39799519,0.34330972,1.01121066,0.00000000,0.53218577,1.10112315
-5.17158579,2.98746530,0.02827896,0.53050561,0.39724741,0.35448467,1.03397651,0.00000000,0.55239569,1.12715191
-5.16558279,3.05957253,0.02982705,0.54266092,0.39872145,0.36612826,1.06000148,0.00000000,0.57392206,1.15295304
-5.15957979,3.13418601,0.03138319,0.55460424,0.40218308,0.37804492,1.08865949,0.00000000,0.59644805,1.17788000
-5.15357679,3.20970360,0.03293359,0.56609175,0.40739442,0.39004949,1.11933827,0.00000000,0.61967139,1.20129863
-5.14757379,3.28463839,0.03446570,0.57689567,0.41412318,0.40197624,1.15146581,0.00000000,0.64331427,1.22261493
-5.14157079,3.35768421,0.03596846,0.58681448,0.42215160,0.41368743,1.18453567,0.00000000,0.66713223,1.24130107
-5.13556778,3.42777351,0.03743254,0.59568156,0.43128442,0.42508097,1.21812998,0.00000000,0.69092144,1.25691853
-5.12956478,3.49412474,0.03885039,0.60337194,0.44135576,0.43609691,1.25193917,0.00000000,0.71452411,1.26913717
-5.12356178,3.55627717,0.04021629,0.60980686,0.45223443,0.44672233,1.28577734,0.00000000,0.73783180,1.27774943
-5.11755878,3.61411146,0.04152615,0.61495589,0.46382759,0.45699439,1.31959261,0.00000000,0.76078659,1.28267907
-5.11155578,3.66785539,0.04277739,0.61883681,0.47608262,0.46700148,1.35347183,0.00000000,0.78337998,1.28398420
-5.10555278,3.71807454,0.04396855,0.62151313,0.48898704,0.47688221,1.38763946,0.00000000,0.80564982,1.28185457
-5.09954977,3.76564875,0.04509902,0.62308980,0.50256675,0.48682233,1.42245045,0.00000000,0.82767546,1.27660347
-5.09354677,3.81173558,0.04616864,0.62370722,0.51688252,0.49704960,1.45837743,0.00000000,0.84957148,1.26865488
-5.08754377,3.85772274,0.04717738,0.62353421,0.53202506,0.50782678,1.49599258,0.00000000,0.87148051,1.25852658
-5.08154077,3.90517164,0.04812499,0.62276034,0.54810896,0.51944285,1.53594482,0.00000000,0.89356541,1.24681019
-5.07553777,3.95575473,0.04901081,0.62158803,0.56526567,0.53220287,1.57893310,0.00000000,0.91600148,1.23414928
-5.06953477,4.01118921,0.04983362,0.62022506,0.58363602,0.54641665,1.62567684,0.00000000,0.93896892,1.22121639
-5.06353177,4.07316965,0.05059165,0.61887776,0.60336243,0.56238658,1.67688430,0.00000000,0.96264596,1.20869025
-5.05752876,4.14330204,0.05128262,0.61774508,0.62458127,0.58039510,1.73322016,0.00000000,0.98720297,1.19723390
-5.05152576,4.22304153,0.05190406,0.61701406,0.64741551,0.60069202,1.79527333,0.00000000,1.01279755,1.18747457
-5.04552276,4.31363557,0.05245358,0.61685638,0.67196804,0.62348229,1.86352611,0.00000000,1.03957079,1.17998597
-5.03951976,4.41607423,0.05292932,0.61742623,0.69831572,0.64891440,1.93832572,0.00000000,1.06764455,1.17527334
-5.03351676,4.53104883,0.05333046,0.61885931,0.72650452,0.67707012,2.01985937,0.00000000,1.09711959,1.17376152
-5.02751376,4.65891982,0.05365766,0.62127262,0.75654567,0.70795562,2.10813362,0.00000000,1.12807454,1.17578617
-5.02151076,4.79969456,0.05391361,0.62476491,0.78841304,0.74149476,2.20295925,0.00000000,1.16056513,1.18158793
-5.01550775,4.95301544,0.05410342,0.62941737,0.82204185,0.77752458,2.30394209,0.00000000,1.19462381,1.19130947
-5.00950475,5.11815849,0.05423492,0.63529439,0.85732863,0.81579352,2.41048074,0.00000000,1.23025926,1.20499505
-5.00350175,5.29404256,0.05431885,0.64244393,0.89413256,0.85596261,2.52177149,0.00000000,1.26745571,1.22259230
-4.99749875,5.47924885,0.05436889,0.65089747,0.93227803,0.89760969,2.63682077,0.00000000,1.30617208,1.24395594
-4.99149575,5.67205048,0.05440146,0.66066925,0.97155857,0.94023695,2.75446519,0.00000000,1.34634061,1.26885301
-4.98549275,5.87045143,0.05443538,0.67175487,1.01174183,0.98328155,2.87339881,0.00000000,1.38786541,1.29696950
-4.97948974,6.07223413,0.05449133,0.68412925,1.05257564,1.02612925,2.99220709,0.00000000,1.43062064,1.32791794
-4.97348674,6.27501457,0.05459113,0.69774400,1.09379482,1.06813072,3.10940657,0.00000000,1.47444884,1.36124590
-4.96748374,6.47630336,0.05475692,0.71252464,1.13512860,1.10862005,3.22348895,0.00000000,1.51915937,1.39644529
-4.96148074,6.67357118,0.05501019,0.72836766,1.17630824,1.14693479,3.33296809,0.00000000,1.56452733,1.43296213
-4.95547774,6.86431634,0.05537084,0.74513806,1.21707454,1.18243688,3.43642786,0.00000000,1.61029305,1.47020698
-4.94947474,7.04613236,0.05585611,0.76266739,1.25718486,1.21453350,3.53256894,0.00000000,1.65616254,1.50756566
-4.94347174,7.21677280,0.05647974,0.78075285,1.29641913,1.24269710,3.62025238,0.00000000,1.70180882,1.54441042
-4.93746873,7.37421106,0.05725104,0.79915765,1.33458465,1.26648357,3.69853769,0.00000000,1.74687442,1.58011121
-4.93146573,7.51669234,0.05817423,0.81761278,1.37151906,1.28554779,3.76671359,0.00000000,1.79097496,1.61404705
-4.92546273,7.64277578,0.05924795,0.83582046,1.40709147,1.29965570,3.82431965,0.00000000,1.83370384,1.64561726
-4.91945973,7.75136462,0.06046494,0.85345917,1.44120132,1.30869233,3.87115755,0.00000000,1.87463800,1.67425237
-4.91345673,7.84172317,0.06181202,0.87019026,1.47377515,1.31266533,3.90729122,0.00000000,1.91334447,1.69942446
-4.90745373,7.91347977,0.06327024,0.88566599,1.50476116,1.31170377,3.93303558,0.00000000,1.94938766,1.72065665
-4.90145073,7.96661562,0.06481536,0.89953858,1.53412198,1.30605223,3.94893440,0.00000000,1.98233722,1.73753161
-4.89544772,8.00144033,0.06641848,0.91147017,1.56182606,1.29606042,3.95572833,0.00000000,2.01177603,1.74969883
-4.88944472,8.01855559,0.06804690,0.92114295,1.58783803,1.28216885,3.95431466,0.00000000,2.03730835,1.75688033
-4.88344172,8.01880895,0.06966516,0.92826924,1.61210902,1.26489123,3.94570113,0.00000000,2.05856774,1.75887483
-4.87743872,8.00324048,0.07123614,0.93260094,1.63456737,1.24479450,3.93095608,0.00000000,2.07522455,1.75556026
-4.87143572,7.97302534,0.07272230,0.93393790,1.65511061,1.22247742,3.91115782,0.00000000,2.08699288,1.74689435
-4.86543272,7.92941543,0.07408689,0.93213475,1.67359942,1.19854879,3.88734600,0.00000000,2.09363668,1.73291368
-4.85942971,7.87368337,0.07529511,0.92710590,1.68985420,1.17360635,3.86047750,0.00000000,2.09497501,1.71373087
-4.85342671,7.80707189,0.07631523,0.91882850,1.70365464,1.14821738,3.83138942,0.00000000,2.09088616,1.68953036
-4.84742371,7.73075124,0.07711955,0.90734303,1.71474267,1.12290174,3.80077089,0.00000000,2.08131069,1.66056277
-4.84142071,7.64578671,0.07768523,0.89275166,1.72282891,1.09811829,3.76914527,0.00000000,2.06625326,1.62713814
-4.83541771,7.55311765,0.07799483,0.87521444,1.72760228,1.07425492,3.73686332,0.00000000,2.04578318,1.58961831
-4.82941471,7.45354879,0.07803680,0.85494345,1.72874266,1.05162274,3.70410757,0.00000000,2.02003381,1.54840865
-4.82341171,7.34775363,0.07780558,0.83219526,1.72593574,1.03045435,3.67090720,0.00000000,1.98920073,1.50394952
-4.81740870,7.23628914,0.07730165,0.80726213,1.71888956,1.01090608,3.63716224,0.00000000,1.95353887,1.45670758
-4.81140570,7.11962022,0.07653124,0.78046236,1.70735156,0.99306384,3.60267547,0.00000000,1.91335863,1.40716737
-4.80540270,6.99815182,0.07550598,0.75213022,1.69112542,0.97695201,3.56718963,0.00000000,1.86902121,1.35582329
-4.79939970,6.87226629,0.07424231,0.72260604,1.67008653,0.96254474,3.53042780,0.00000000,1.82093324,1.30317211
-4.79339670,6.74236294,0.07276087,0.69222684,1.64419525,0.94977885,3.49213413,0.00000000,1.76954093,1.24970626
-4.78739370,6.60889711,0.07108570,0.66131795,1.61350712,0.93856744,3.45211263,0.00000000,1.71532397,1.19590789
-4.78139070,6.47241583,0.06924354,0.63018588,1.57817929,0.92881348,3.41026139,0.00000000,1.65878925,1.14224380
-4.77538769,6.33358740,0.06726294,0.59911274,1.53847280,0.92042244,3.36660040,0.00000000,1.60046460,1.08916114
-4.76938469,6.19322270,0.06517359,0.56835225,1.49475051,0.91331337,3.32129120,0.00000000,1.54089267,1.03708391
-4.76338169,6.05228647,0.06300552,0.53812754,1.44747051,0.90742773,3.27464710,0.00000000,1.48062516,0.98641012
-4.75737869,5.91189744,0.06078846,0.50863041,1.39717552,0.90273549,3.22713361,0.00000000,1.42021719,0.93750947
-4.75137569,5.77331671,0.05855128,0.48002213,1.34447847,0.89923835,3.17935871,0.00000000,1.36022209,0.89072153
-4.74537269,5.63792470,0.05632142,0.45243542,1.29004523,0.89696983,3.13205370,0.00000000,1.30118651,0.84635414
-4.73936968,5.50718744,0.05412453,0.42597736,1.23457490,0.89599229,3.08604556,0.00000000,1.24364574,0.80468207
-4.73336668,5.38261372,0.05198409,0.40073287,1.17877902,0.89639134,3.04222232,0.00000000,1.18811923,0.76594570
-4.72736368,5.26570518,0.04992117,0.37676861,1.12336016,0.89826776,3.00149336,0.00000000,1.13510631,0.73034985
-4.72136068,5.15790175,0.04795420,0.35413673,1.06899124,0.90172777,2.96474666,0.00000000,1.08508194,0.69806255
-4.71535768,5.06052541,0.04609887,0.33287846,1.01629617,0.90687201,2.93280549,0.00000000,1.03849240,0.66921388
-4.70935468,4.97472505,0.04436805,0.31302714,0.96583279,0.91378426,2.90638668,0.00000000,0.99575105,0.64389491
-4.70335168,4.90142549,0.04277175,0.29461066,0.91807863,0.92252036,2.88606282,0.00000000,0.95723397,0.62215677
-4.69734867,4.84128341,0.04131713,0.27765306,0.87342004,0.93309823,2.87223038,0.00000000,0.92327552,0.60401007
-4.69134567,4.79465265,0.04000857,0.26217542,0.83214505,0.94548958,2.86508538,0.00000000,0.89416391,0.58942454
-4.68534267,4.76156065,0.03884779,0.24819592,0.79443995,0.95961380,2.86460796,0.00000000,0.87013678,0.57832933
-4.67933967,4.74169759,0.03783393,0.23572918,0.76038974,0.97533447,2.87055655,0.00000000,0.85137684,0.57061369
-4.67333667,4.73441865,0.03696378,0.22478508,0.72998210,0.99245879,2.88247190,0.00000000,0.83800766,0.56612832
-4.66733367,4.73875932,0.03623194,0.21536701,0.70311450,1.01073985,2.89969065,0.00000000,0.83008979,0.56468742
-4.66133067,4.75346302,0.03563108,0.20746996,0.67960415,1.02988165,2.92136768,0.00000000,0.82761712,0.56607125
-4.65532766,4.77701934,0.03515218,0.20107834,0.65919996,1.04954665,2.94650576,0.00000000,0.83051376,0.57002931
-4.64932466,4.80771104,0.03478483,0.19616389,0.64159613,1.06936530,2.97399108,0.00000000,0.83863147,0.57628401
-4.64332166,4.84366714,0.03451748,0.19268379,0.62644650,1.08894704,3.00263250,0.00000000,0.85174776,0.58453471
