energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.81390695,4.16206531,1.41048828,0.46043052,0.09298302,0.88022229,0.14658731,1.56351586,1.16377129,1.20483016
-5.80790395,4.17457725,1.48240299,0.46682739,0.09527027,0.88983993,0.15095785,1.56314909,1.17625029,1.18816746
-5.80190095,4.19566336,1.56044337,0.47491887,0.09776223,0.89891334,0.15547316,1.57002858,1.19023872,1.17273227
-5.79589795,4.22554527,1.64461248,0.48466517,0.10041803,0.90759733,0.16008253,1.58417005,1.20586098,1.15864229
-5.78989495,4.26448109,1.73490613,0.49602833,0.10319544,0.91609242,0.16473586,1.60554791,1.22326288,1.14602887
-5.78389195,4.31277562,1.83131680,0.50897544,0.10605274,0.92463978,0.16938577,1.63410679,1.24261132,1.13504131
-5.77788894,4.37078501,1.93383657,0.52348081,0.10895044,0.93351425,0.17398934,1.66977211,1.26409279,1.12584915
-5.77188594,4.43891533,2.04245851,0.53952698,0.11185267,0.94301568,0.17850958,1.71245903,1.28791082,1.11864232
-5.76588294,4.51761449,2.15717636,0.55710455,0.11472839,0.95345874,0.18291657,1.76207932,1.31428202,1.11362893
-5.75987994,4.60735768,2.27798219,0.57621080,0.11755217,0.96516144,0.18718805,1.81854584,1.34343080,1.11103076
-5.75387694,4.70862651,2.40486186,0.59684718,0.12030460,0.97843262,0.19130956,1.88177432,1.37558275,1.11107644
-5.74787394,4.82188268,2.53778800,0.61901599,0.12297230,0.99355893,0.19527415,1.95168256,1.41095663,1.11399263
-5.74187094,4.94753709,2.67671075,0.64271617,0.12554757,1.01079164,0.19908148,2.02818690,1.44975535,1.11999362
-5.73586793,5.08591567,2.82154610,0.66793879,0.12802757,1.03033382,0.20273662,2.11119623,1.49215600,1.12926969
-5.72986493,5.23722345,2.97216213,0.69466225,0.13041334,1.05232837,0.20624837,2.20060384,1.53829949,1.14197498
-5.72386193,5.40150857,3.12836357,0.72284762,0.13270843,1.07684765,0.20962735,2.29627748,1.58828004,1.15821529
-5.71785893,5.57862804,3.28987512,0.75243437,0.13491743,1.10388497,0.21288394,2.39804810,1.64213532,1.17803674
-5.71185593,5.76821713,3.45632420,0.78333667,0.13704441,1.13334873,0.21602614,2.50569796,1.69983763,1.20141576
-5.70585293,5.96966422,3.62722411,0.81544065,0.13909139,1.16505960,0.21905753,2.61894853,1.76128692,1.22825124
-5.69984992,6.18209298,3.80195830,0.84860262,0.14105689,1.19875107,0.22197539,2.73744925,1.82630616,1.25835937
-5.69384692,6.40435333,3.97976708,0.88264854,0.14293474,1.23407376,0.22476924,2.86076748,1.89463975,1.29147180
-5.68784392,6.63502256,4.15973764,0.91737468,0.14471310,1.27060349,0.22741969,2.98838069,1.96595538,1.32723731
-5.68184092,6.87241757,4.34079858,0.95254974,0.14637395,1.30785321,0.22989793,3.11967149,2.03984971,1.36522753
-5.67583792,7.11461859,4.52171995,0.98791806,0.14789284,1.34528835,0.23216569,3.25392604,2.11585798,1.40494641
-5.66983492,7.35950448,4.70111954,1.02320426,0.14923919,1.38234530,0.23417583,3.39033656,2.19346743,1.44584355
-5.66383192,7.60479889,4.87747623,1.05811877,0.15037693,1.41845240,0.23587351,3.52800810,2.27213425,1.48733087
-5.65782891,7.84812615,5.04915055,1.09236443,0.15126558,1.45305243,0.23719794,3.66596990,2.35130339,1.52880202
-5.65182591,8.08707491,5.21441249,1.12564368,0.15186166,1.48562579,0.23808450,3.80319116,2.43043036,1.56965385
-5.64582291,8.31926752,5.37147624,1.15766629,0.15212036,1.51571333,0.23846734,3.93860091,2.50900404,1.60930881
-5.63981991,8.54243186,5.51854090,1.18815713,0.15199748,1.54293749,0.23828215,4.07111147,2.58656910,1.64723738
-5.63381691,8.75447282,5.65383604,1.21686384,0.15145138,1.56702082,0.23746905,4.19964451,2.66274683,1.68297928
-5.62781391,8.95353979,5.77567052,1.24356401,0.15044496,1.58780073,0.23597544,4.32315881,2.73725291,1.71616234
-5.62181091,9.13808681,5.88248261,1.26807156,0.14894755,1.60523957,0.23375866,4.44067816,2.80991088,1.74651791
-5.61580790,9.30692203,5.97288939,1.29024193,0.14693655,1.61942927,0.23078836,4.55131835,2.88066010,1.77389186
-5.60980490,9.45924353,6.04573309,1.30997594,0.14439880,1.63059009,0.22704833,4.65431142,2.94955729,1.79825046
-5.60380190,9.59465913,6.10012231,1.32722203,0.14133161,1.63906326,0.22253792,4.74902609,3.01677113,1.81968042
-5.59779890,9.71318842,6.13546579,1.34197665,0.13774334,1.64529764,0.21727276,4.83498284,3.08256965,1.83838305
-5.59179590,9.81524630,6.15149715,1.35428280,0.13365357,1.64983074,0.21128489,4.91186282,3.14730050,1.85466252
-5.58579290,9.90160801,6.14828896,1.36422675,0.12909282,1.65326494,0.20462222,4.97950971,3.21136496,1.86890855
-5.57978989,9.97335692,6.12625532,1.37193289,0.12410183,1.65623977,0.19734741,5.03792428,3.27518655,1.88157436
-5.57378689,10.03181722,6.08614233,1.37755706,0.11873053,1.65940156,0.18953617,5.08725175,3.33917576,1.89315085
-5.56778389,10.07847451,6.02900691,1.38127857,0.11303660,1.66337185,0.18127512,5.12776253,3.40369263,1.90413816
-5.56178089,10.11488820,5.95618435,1.38329138,0.10708383,1.66871601,0.17265926,5.15982726,3.46900920,1.91501617
-5.55577789,10.14260021,5.86924627,1.38379468,0.10094028,1.67591356,0.16378921,5.18388765,3.53527384,1.92621537
-5.54977489,10.16304462,5.76995055,1.38298365,0.09467639,1.68533174,0.15476836,5.20042458,3.60247974,1.93808964
-5.54377189,10.17746329,5.66018543,1.38104059,0.08836304,1.69720354,0.14569994,5.20992563,3.67043935,1.95089253
-5.53776888,10.18683198,5.54191043,1.37812711,0.08206971,1.71161138,0.13668431,5.21285373,3.73876673,1.96475816
-5.53176588,10.19180110,5.41709628,1.37437773,0.07586278,1.72847726,0.12781639,5.20961892,3.80686899,1.97968799
-5.52576288,10.19265450,5.28766686,1.36989524,0.06980401,1.74756000,0.11918343,5.20055501,3.87394798,1.99554419
-5.51975988,10.18928875,5.15544512,1.36474802,0.06394929,1.76845963,0.11086317,5.18590236,3.93901250,2.01205007
-5.51375688,10.18121387,5.02210541,1.35896961,0.05834762,1.79062895,0.10292243,5.16579796,4.00090098,2.02879753
-5.50775388,10.16757592,4.88913361,1.35256021,0.05304046,1.81339174,0.09541606,5.14027319,4.05831392,2.04526142
-5.50175088,10.14719992,4.75779673,1.34549033,0.04806120,1.83596669,0.08838647,5.10925938,4.10985484,2.06081988
-5.49574787,10.11865088,4.62912230,1.33770605,0.04343512,1.85749623,0.08186347,5.07260068,4.15407804,2.07477986
-5.48974487,10.08030957,4.50388809,1.32913558,0.03917939,1.87707866,0.07586457,5.03007325,4.18954103,2.08640644
-5.48374187,10.03045882,4.38262187,1.31969678,0.03530342,1.89380244,0.07039565,4.98140959,4.21485930,2.09495446
-5.47773887,9.96737581,4.26561045,1.30930503,0.03180934,1.90678082,0.06545182,4.92632625,4.22876082,2.09970096
-5.47173587,9.88942535,4.15291706,1.29788093,0.02869262,1.91518556,0.06101865,4.86455343,4.23013783,2.09997683
-5.46573287,9.79514934,4.04440567,1.28535748,0.02594282,1.91827810,0.05707345,4.79586437,4.21809342,2.09519605
-5.45972986,9.68334819,3.93977089,1.27168623,0.02354439,1.91543694,0.05358672,4.72010313,4.19198096,2.08488136
-5.45372686,9.55315012,3.83857163,1.25684213,0.02147747,1.90618031,0.05052364,4.63720907,4.15143434,2.06868506
-5.44772386,9.40406559,3.74026716,1.24082677,0.01971876,1.89018300,0.04784551,4.54723688,4.09638821,2.04640423
-5.44172086,9.23602473,3.64425377,1.22367008,0.01824235,1.86728720,0.04551122,4.45037123,4.02708704,2.01798982
-5.43571786,9.04939692,3.54990086,1.20543036,0.01702047,1.83750690,0.04347853,4.34693559,3.94408321,1.98354946
-5.42971486,8.84499232,3.45658490,1.18619287,0.01602421,1.80102604,0.04170533,4.23739496,3.84822427,1.94334417
-5.42371186,8.62404658,3.36372050,1.16606716,0.01522425,1.75819081,0.04015068,4.12235274,3.74063046,1.89777946
-5.41770885,8.38819024,3.27078741,1.14518343,0.01459141,1.70949681,0.03877574,4.00254222,3.62266360,1.84739147
-5.41170585,8.13940534,3.17735307,1.12368823,0.01409719,1.65557174,0.03754451,3.87881327,3.49588918,1.79282914
-5.40570285,7.87997177,3.08308998,1.10173987,0.01371427,1.59715483,0.03642445,3.75211517,3.36203338,1.73483340
-5.39969985,7.61240653,2.98778781,1.07950379,0.01341691,1.53507389,0.03538690,3.62347630,3.22293698,1.67421449
-5.39369685,7.33939855,2.89136004,1.05714810,0.01318126,1.47022108,0.03440734,3.49398172,3.08050815,1.61182848
-5.38769385,7.06374186,2.79384523,1.03483964,0.01298566,1.40352853,0.03346553,3.36474935,2.93667580,1.54855387
-5.38169085,6.78826946,2.69540303,1.01274041,0.01281083,1.33594448,0.03254550,3.23690550,2.79334518,1.48526924
-5.37568784,6.51578964,2.59630547,0.99100466,0.01264006,1.26841098,0.03163541,3.11156048,2.65235685,1.42283255
-5.36968484,6.24902646,2.49692375,0.96977639,0.01245927,1.20184339,0.03072735,2.98978464,2.51545014,1.36206257
-5.36368184,5.99056505,2.39771139,0.94918735,0.01225705,1.13711243,0.02981694,2.87258536,2.38423162,1.30372278
-5.35767884,5.74280260,2.29918420,0.92935524,0.01202465,1.07502866,0.02890301,2.76088539,2.26014893,1.24850773
-5.35167584,5.50790506,2.20189811,0.91038216,0.01175589,1.01632963,0.02798706,2.65550278,2.14446997,1.19703208
-5.34567284,5.28776985,2.10642556,0.89235309,0.01144702,0.96166954,0.02707280,2.55713276,2.03826722,1.14982196
-5.33966983,5.08399429,2.01333159,0.87533434,0.01109658,0.91161123,0.02616559,2.46633197,1.94240692,1.10730847
-5.33366683,4.89784991,1.92315044,0.85937196,0.01070512,0.86662013,0.02527196,2.38350531,1.85754253,1.06982328
-5.32766383,4.73026261,1.83636381,0.84449021,0.01027501,0.82706011,0.02439902,2.30889598,1.78411208,1.03759587
-5.32166083,4.58179874,1.75338150,0.83069003,0.00981009,0.79319075,0.02355402,2.24257908,1.72233890,1.01075241
-5.31565783,4.45265762,1.67452555,0.81794788,0.00931544,0.76516595,0.02274393,2.18445921,1.67223539,0.98931608
-5.30965483,4.34267081,1.60001830,0.80621495,0.00879702,0.74303377,0.02197498,2.13427255,1.63360960,0.97320881
-5.30365183,4.25130870,1.52997510,0.79541705,0.00826137,0.72673731,0.02125243,2.09159375,1.60607439,0.96225448
-5.29764882,4.17769500,1.46440189,0.78545546,0.00771533,0.71611685,0.02058029,2.05584775,1.58905917,0.95618369
-5.29164582,4.12062956,1.40319787,0.77620870,0.00716579,0.71091324,0.01996121,2.02632668,1.58182430,0.95464010
-5.28564282,4.07861984,1.34616297,0.76753559,0.00661937,0.71077278,0.01939636,2.00221161,1.58347824,0.95718862
-5.27963982,4.04992090,1.29300983,0.75927951,0.00608229,0.71525367,0.01888552,1.98259869,1.59299744,0.96332542
-5.27363682,4.03258371,1.24337971,0.75127381,0.00556016,0.72383437,0.01842710,1.96652903,1.60924915,0.97248980
-5.26763382,4.02451085,1.19686149,0.74334834,0.00505783,0.73592382,0.01801838,1.95302153,1.63101704,0.98407795
-5.26163082,4.02351834,1.15301283,0.73533671,0.00457937,0.75087376,0.01765565,1.94110731,1.65702935,0.99745824
-5.25562781,4.02740203,1.11138242,0.72708408,0.00412796,0.76799289,0.01733453,1.92986468,1.68598937,1.01198798
-5.24962481,4.03400638,1.07153235,0.71845509,0.00370593,0.78656289,0.01705022,1.91845321,1.71660752,1.02703105
-5.24362181,4.04129319,1.03305932,0.70934139,0.00331475,0.80585588,0.01679780,1.90614533,1.74763437,1.04197595
-5.23761881,4.04740776,0.99561382,0.69966843,0.00295512,0.82515287,0.01657254,1.89235438,1.77789362,1.05625361
-5.23161581,4.05073979,0.95891639,0.68940108,0.00262703,0.84376268,0.01637013,1.87665742,1.80631403,1.06935438
-5.22561281,4.04997620,0.92277014,0.67854760,0.00232985,0.86104070,0.01618698,1.85881214,1.83195903,1.08084330
-5.21960980,4.04414371,0.88706910,0.66716175,0.00206245,0.87640665,0.01602035,1.83876666,1.85405284,1.09037317
-5.21360680,4.03263883,0.85180195,0.65534279,0.00182333,0.88936075,0.01586855,1.81666184,1.87200192,1.09769464
-5.20760380,4.01524381,0.81705120,0.64323324,0.00161067,0.89949746,0.01573097,1.79282573,1.88541069,1.10266276
-5.20160080,3.99212729,0.78298778,0.63101445,0.00142247,0.90651620,0.01560814,1.76776026,1.89409046,1.10523976
-5.19559780,3.96382938,0.74986147,0.61890012,0.00125663,0.91022850,0.01550168,1.74212057,1.89806111,1.10549356
-5.18959480,3.93123127,0.71798762,0.60712797,0.00111106,0.91056113,0.01541417,1.71668758,1.89754484,1.10359216
-5.18359180,3.89551027,0.68773085,0.59594992,0.00098370,0.90755510,0.01534902,1.69233484,1.89295225,1.09979385
-5.17758879,3.85808191,0.65948638,0.58562132,0.00087259,0.90136032,0.01531026,1.66999084,1.88486067,1.09443374
-5.17158579,3.82053121,0.63365999,0.57638944,0.00077593,0.89222631,0.01530225,1.65059810,1.87398569,1.08790697
-5.16558279,3.78453573,0.61064728,0.56848205,0.00069205,0.88048908,0.01532944,1.63507068,1.86114675,1.08064931
-5.15957979,3.75178361,0.59081329,0.56209641,0.00061952,0.86655496,0.01539604,1.62425164,1.84722807,1.07311594
-5.15357679,3.72388986,0.57447310,0.55738917,0.00055703,0.85088185,0.01550575,1.61887208,1.83313654,1.06575938
-5.14757379,3.70231445,0.56187435,0.55446773,0.00050351,0.83395890,0.01566141,1.61951354,1.81975843,1.05900740
-5.14157079,3.68828587,0.55318228,0.55338346,0.00045803,0.81628532,0.01586475,1.62657510,1.80791665,1.05324205
-5.13556778,3.68273331,0.54846789,0.55412695,0.00041985,0.79834941,0.01611617,1.64024674,1.79833063,1.04878060
-5.12956478,3.68623087,0.54769964,0.55662572,0.00038836,0.78060858,0.01641451,1.66049022,1.79158071,1.04585944
-5.12356178,3.69895636,0.55073917,0.56074443,0.00036310,0.76347129,0.01675693,1.68702845,1.78807869,1.04462164
-5.11755878,3.72066684,0.55734097,0.56628766,0.00034375,0.74728161,0.01713888,1.71934407,1.78804609,1.04510873
-5.11155578,3.75069251,0.56715639,0.57300515,0.00033011,0.73230709,0.01755409,1.75668785,1.79150137,1.04725734
-5.10555278,3.78794971,0.57974159,0.58059947,0.00032210,0.71873026,0.01799467,1.79809676,1.79825679,1.05090075
-5.09954977,3.83097296,0.59456932,0.58873575,0.00031976,0.70664426,0.01845134,1.84242155,1.80792534,1.05577555
-5.09354677,3.87796523,0.61104420,0.59705319,0.00032328,0.69605246,0.01891362,1.88836322,1.81993765,1.06153307
-5.08754377,3.92686481,0.62852085,0.60517795,0.00033296,0.68687218,0.01937025,1.93451711,1.83356830,1.06775524
-5.08154077,3.97542625,0.64632433,0.61273698,0.00034926,0.67894207,0.01980955,1.97942336,1.84797048,1.07397426
-5.07553777,4.02131229,0.66377206,0.61937220,0.00037283,0.67203293,0.02021989,2.02162190,1.86221758,1.07969520
-5.06953477,4.06219302,0.68019650,0.62475456,0.00040448,0.66586109,0.02059014,2.05970983,1.87534989,1.08442067
-5.06353177,4.09584817,0.69496763,0.62859744,0.00044524,0.66010399,0.02091021,2.09239911,1.88642428,1.08767627
-5.05752876,4.12026803,0.70751439,0.63066879,0.00049637,0.65441703,0.02117148,2.11857215,1.89456475,1.08903594
-5.05152576,4.13374876,0.71734428,0.63080157,0.00055936,0.64845079,0.02136728,2.13733287,1.89901132,1.08814587
-5.04552276,4.13497758,0.72406016,0.62890204,0.00063601,0.64186813,0.02149324,2.14805120,1.89916509,1.08474585
-5.03951976,4.12310418,0.72737384,0.62495551,0.00072836,0.63436005,0.02154760,2.15039887,1.89462731,1.07868717
-5.03351676,4.09779483,0.72711562,0.61902929,0.00083879,0.62565984,0.02153146,2.14437481,1.88523055,1.06994608
-5.02751376,4.05926679,0.72323961,0.61127271,0.00096996,0.61555493,0.02144882,2.13031907,1.87106049,1.05863217
-5.02151076,4.00830118,0.71582453,0.60191413,0.00112488,0.60389581,0.02130662,2.10891423,1.85246715,1.04499123
-5.01550775,3.94623355,0.70507000,0.59125497,0.00130688,0.59060191,0.02111461,2.08117419,1.83006500,1.02940237
-5.00950475,3.87492257,0.69128857,0.57966116,0.00151963,0.57566422,0.02088509,2.04842064,1.80472176,1.01236946
-5.00350175,3.79669770,0.67489383,0.56755205,0.00176713,0.55914459,0.02063258,2.01224775,1.77753628,0.99450718
-4.99749875,3.71428836,0.65638510,0.55538739,0.00205372,0.54117201,0.02037342,1.97447668,1.74980635,0.97652225
-4.99149575,3.63073716,0.63632951,0.54365289,0.00238408,0.52193616,0.02012526,1.93710123,1.72298763,0.95919066
-4.98549275,3.54930093,0.61534210,0.53284470,0.00276318,0.50167852,0.01990652,1.90222682,1.69864538,0.94333170
-4.97948974,3.47334342,0.59406491,0.52345371,0.00319634,0.48068186,0.01973582,1.87200499,1.67840095,0.92978000
-4.97348674,3.40622406,0.57314581,0.51594997,0.00368916,0.45925838,0.01963144,1.84856570,1.66387494,0.91935664
-4.96748374,3.35118685,0.55321790,0.51076802,0.00424751,0.43773731,0.01961080,1.83394980,1.65662935,0.91284054
-4.96148074,3.31125376,0.53488033,0.50829358,0.00487750,0.41645254,0.01968990,1.83004404,1.65811082,0.91094122
-4.95547774,3.28912629,0.51868104,0.50885191,0.00558543,0.39573076,0.01988297,1.83852070,1.66959713,0.91427398
-4.94947474,3.28709868,0.50510209,0.51269856,0.00637771,0.37588069,0.02020206,1.86078372,1.69214869,0.92333845
-4.94347174,3.30698536,0.49454784,0.52001238,0.00726080,0.35718369,0.02065680,1.89792311,1.72656702,0.93850126
-4.93746873,3.35006497,0.48733640,0.53089124,0.00824107,0.33988615,0.02125419,1.95067873,1.77336128,0.95998336
-4.93146573,3.41704208,0.48369422,0.54535034,0.00932465,0.32419370,0.02199848,2.01941463,1.83272417,0.98785230
-4.92546273,3.50802739,0.48375399,0.56332319,0.01051726,0.31026742,0.02289120,2.10410438,1.90451786,1.02201976
-4.91945973,3.62253640,0.48755555,0.58466493,0.01182400,0.29822185,0.02393114,2.20432771,1.98827034,1.06224399
-4.91345673,3.75950572,0.49504962,0.60915793,0.01324907,0.28812485,0.02511448,2.31927837,2.08318210,1.10813711
-4.90745373,3.91732578,0.50610403,0.63651924,0.01479549,0.27999889,0.02643493,2.44778272,2.18814301,1.15917670
-4.90145073,4.09388830,0.52051196,0.66640960,0.01646483,0.27382364,0.02788389,2.58832833,2.30175849,1.21472097
-4.89544772,4.28664619,0.53800185,0.69844350,0.01825681,0.26953955,0.02945066,2.73910155,2.42238416,1.27402692
-4.88944472,4.49268350,0.55824858,0.73220009,0.02016905,0.26705208,0.03112263,2.89803287,2.54816765,1.33627062
-4.88344172,4.70879292,0.58088543,0.76723435,0.02219672,0.26623632,0.03288549,3.06284843,2.67709615,1.40056866
-4.87743872,4.93155801,0.60551646,0.80308824,0.02433224,0.26694188,0.03472341,3.23112617,2.80704790,1.46600008
-4.87143572,5.15743759,0.63172895,0.83930156,0.02656509,0.26899758,0.03661925,3.40035495,2.93584615,1.53162782
-4.86543272,5.38284978,0.65910571,0.87542209,0.02888164,0.27221613,0.03855476,3.56799468,3.06131345,1.59651912
-4.85942971,5.60425333,0.68723682,0.91101498,0.03126509,0.27639846,0.04051075,3.73153587,3.18132477,1.65976405
-4.85342671,5.81822425,0.71573075,0.94567107,0.03369555,0.28133779,0.04246732,3.88855677,3.29385754,1.72049199
-4.84742371,6.02152588,0.74422461,0.97901419,0.03615017,0.28682339,0.04440403,4.03677669,3.39703721,1.77788538
-4.84142071,6.21117125,0.77239351,1.01070731,0.03860347,0.29264406,0.04630019,4.17410399,3.48917693,1.83119090
-4.83541771,6.38447639,0.79995875,1.04045751,0.04102782,0.29859146,0.04813508,4.29867770,3.56881037,1.87972793
-4.82941471,6.53910432,0.82669496,1.06802002,0.04339393,0.30446323,0.04988824,4.40890185,3.63471685,1.92289437
-4.82341171,6.67309914,0.85243597,1.09320112,0.04567159,0.31006603,0.05153983,4.50347208,3.68593858,1.96017028
-4.81740870,6.78491042,0.87707932,1.11586019,0.04783039,0.31521857,0.05307091,4.58139400,3.72178981,1.99111943
-4.81140570,6.87340813,0.90058945,1.13591086,0.04984059,0.31975447,0.05446380,4.64199368,3.74185827,2.01538952
-4.80540270,6.93788869,0.92299926,1.15332141,0.05167391,0.32352523,0.05570249,4.68492019,3.74599955,2.03271121
-4.79939970,6.97807282,0.94441007,1.16811431,0.05330441,0.32640298,0.05677292,4.71014099,3.73432536,2.04289659
-4.79339670,6.99409596,0.96498980,1.18036508,0.05470924,0.32828311,0.05766334,4.71793065,3.70718658,2.04583746
-4.78739370,6.98649213,0.98496924,1.19020032,0.05586934,0.32908678,0.05836459,4.70885379,3.66515252,2.04150362
-4.78139070,6.95617200,1.00463627,1.19779482,0.05677001,0.32876302,0.05887034,4.68374305,3.60898758,2.02994163
-4.77538769,6.90439601,1.02432807,1.20336790,0.05740133,0.32729054,0.05917723,4.64367289,3.53962646,2.01127389
-4.76938469,6.83274323,1.04442115,1.20717863,0.05775839,0.32467916,0.05928496,4.58993014,3.45814918,1.98569824
-4.76338169,6.74307657,1.06531946,1.20952008,0.05784137,0.32097070,0.05919635,4.52398198,3.36575683,1.95348783
-4.75737869,6.63750493,1.08744054,1.21071254,0.05765543,0.31623950,0.05891718,4.44744208,3.26374872,1.91499108
-4.75137569,6.51834286,1.11120018,1.21109570,0.05721042,0.31059243,0.05845614,4.36203542,3.15350159,1.87063151
-4.74537269,6.38806821,1.13699588,1.21101983,0.05652045,0.30416846,0.05782453,4.26956240,3.03645103,1.82090699
-4.73936968,6.24927826,1.16518962,1.21083632,0.05560336,0.29713796,0.05703603,4.17186280,2.91407522,1.76638809
-4.73336668,6.10464507,1.19609069,1.21088760,0.05448005,0.28970160,0.05610638,4.07077988,2.78788069,1.70771521
-4.72736368,5.95687044,1.22993912,1.21149684,0.05317383,0.28208904,0.05505301,3.96812535,2.65938998,1.64559425
-4.72136068,5.80864154,1.26689070,1.21295789,0.05170968,0.27455753,0.05389471,3.86564561,2.53013046,1.58079038
-4.71535768,5.66258767,1.30700418,1.21552574,0.05011358,0.26739026,0.05265128,3.76498983,2.40162398,1.51412008
-4.70935468,5.52123926,1.35023163,1.21940801,0.04841186,0.26089461,0.05134315,3.66768069,2.27537676,1.44644114
-4.70335168,5.38698978,1.39641244,1.22475790,0.04663066,0.25540030,0.04999111,3.57508815,2.15286891,1.37864097
-4.69734867,5.26206155,1.44527173,1.23166906,0.04479543,0.25125717,0.04861598,3.48840722,2.03554329,1.31162311
-4.69134567,5.14847594,1.49642333,1.24017259,0.04293057,0.24883273,0.04723836,3.40864022,1.92479331,1.24629253
-4.68534267,5.04802875,1.54937771,1.25023646,0.04105916,0.24850908,0.04587836,3.33658407,1.82194951,1.18353978
-4.67933967,4.96227100,1.60355460,1.26176757,0.03920273,0.25067912,0.04455540,3.27282323,1.72826478,1.12422465
-4.67333667,4.89249530,1.65830006,1.27461619,0.03738121,0.25574194,0.04328799,3.21772834,1.64489847,1.06915966
-4.66733367,4.83972766,1.71290735,1.28858288,0.03561282,0.26409697,0.04209346,3.17146079,1.57289942,1.01909385
-4.66133067,4.80472439,1.76664081,1.30342748,0.03391411,0.27613695,0.04098781,3.13398308,1.51318836,0.97469738
-4.65532766,4.78797359,1.81876169,1.31887976,0.03229996,0.29223941,0.03998543,3.10507442,1.46654010,0.93654736
-4.64932466,4.78970034,1.86855494,1.33465125,0.03078356,0.31275684,0.03909887,3.08435117,1.43356592,0.90511518
-4.64332166,4.80987493,1.91535549,1.35044772,0.02937646,0.33800532,0.03833856,3.07129110,1.41469693,0.88075596
