energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,11.52584927,3.20847576,6.95470848,0.02261274,0.71297118,0.06520910,2.29722008,1.03906483,0.44726123
-5.99399700,11.38885126,3.26093105,6.80880161,0.02290016,0.71378931,0.06372534,2.29865143,1.03315077,0.44826748
-5.98799400,11.27461099,3.31630806,6.68096502,0.02327959,0.71556757,0.06237414,2.30222323,1.02776280,0.44966667
-5.98199100,11.18093350,3.37340396,6.57009593,0.02374710,0.71802556,0.06114931,2.30753231,1.02269508,0.45138634
-5.97598799,11.10539528,3.43099847,6.47487585,0.02429756,0.72088004,0.06004237,2.31417571,1.01774102,0.45335893
-5.96998499,11.04548469,3.48789387,6.39386037,0.02492481,0.72385581,0.05904303,2.32177333,1.01270507,0.45552574
-5.96398199,10.99873047,3.54295137,6.32556300,0.02562196,0.72669567,0.05813974,2.32998727,1.00741341,0.45784013
-5.95797899,10.96281294,3.59512233,6.26852970,0.02638163,0.72916906,0.05732018,2.33853694,1.00172289,0.46026980
-5.95197599,10.93565396,3.64347342,6.22140129,0.02719619,0.73107919,0.05657169,2.34720944,0.99552788,0.46279796
-5.94597299,10.91548306,3.68720520,6.18296188,0.02805796,0.73226835,0.05588161,2.35586492,0.98876488,0.46542363
-5.93996998,10.90087893,3.72566381,6.15217261,0.02895949,0.73262131,0.05523769,2.36443704,0.98141469,0.46816083
-5.93396698,10.89078673,3.75834630,6.12819057,0.02989367,0.73206687,0.05462829,2.37292884,0.97350225,0.47103700
-5.92796398,10.88451314,3.78489988,6.11037386,0.03085399,0.73057752,0.05404261,2.38140482,0.96509434,0.47409066
-5.92196098,10.88170202,3.80511623,6.09827417,0.03183458,0.72816736,0.05347091,2.38997978,0.95629547,0.47736850
-5.91595798,10.88229433,3.81892166,6.09161892,0.03283040,0.72488860,0.05290460,2.39880573,0.94724221,0.48092218
-5.90995498,10.88647658,3.82636450,6.09028532,0.03383726,0.72082669,0.05233641,2.40805755,0.93809660,0.48480499
-5.90395198,10.89462211,3.82760061,6.09426887,0.03485190,0.71609456,0.05176040,2.41791865,0.92903894,0.48906851
-5.89794897,10.90722938,3.82287824,6.10364872,0.03587202,0.71082607,0.05117211,2.42856739,0.92026048,0.49375964
-5.89194597,10.92486143,3.81252314,6.11855238,0.03689620,0.70516919,0.05056855,2.44016517,0.91195647,0.49891791
-5.88594297,10.94808980,3.79692458,6.13912191,0.03792392,0.69927903,0.04994826,2.45284685,0.90431991,0.50457347
-5.87993997,10.97744587,3.77652303,6.16548342,0.03895546,0.69331109,0.04931129,2.46671387,0.89753626,0.51074559
-5.87393697,11.01338177,3.75179954,6.19772144,0.03999181,0.68741497,0.04865922,2.48183046,0.89177946,0.51744201
-5.86793397,11.05624244,3.72326740,6.23585923,0.04103458,0.68172887,0.04799506,2.49822299,0.88720924,0.52465883
-5.86193097,11.10624956,3.69146564,6.27984583,0.04208590,0.67637491,0.04732322,2.51588237,0.88396976,0.53238130
-5.85592796,11.16349751,3.65695457,6.32955025,0.04314831,0.67145556,0.04664935,2.53476926,0.88218967,0.54058513
-5.84992496,11.22796103,3.62031292,6.38476274,0.04422468,0.66705131,0.04598023,2.55482170,0.88198332,0.54923848
-5.84392196,11.29951350,3.58213627,6.44520296,0.04531814,0.66321958,0.04532357,2.57596470,0.88345289,0.55830435
-5.83791896,11.37795435,3.54303651,6.51053427,0.04643202,0.65999491,0.04468779,2.59812109,0.88669134,0.56774337
-5.83191596,11.46304371,3.50364173,6.58038337,0.04756985,0.65739042,0.04408182,2.62122304,0.89178570,0.57751678
-5.82591296,11.55454193,3.46459628,6.65436394,0.04873534,0.65540038,0.04351483,2.64522357,0.89882047,0.58758943
-5.81990995,11.65225134,3.42656043,6.73210289,0.04993238,0.65400376,0.04299600,2.67010720,0.90788073,0.59793260
-5.81390695,11.75605721,3.39020925,6.81326746,0.05116510,0.65316856,0.04253423,2.69589900,0.91905463,0.60852659
-5.80790395,11.86596488,3.35623018,6.89759132,0.05243784,0.65285656,0.04213795,2.72267146,0.93243490,0.61936264
-5.80190095,11.98212987,3.32531889,6.98489773,0.05375513,0.65302828,0.04181487,2.75054835,0.94811908,0.63044433
-5.79589795,12.10487786,3.29817306,7.07511772,0.05512167,0.65364771,0.04157180,2.77970509,0.96620826,0.64178809
-5.78989495,12.23471179,3.27548365,7.16830143,0.05654218,0.65468657,0.04141446,2.81036522,0.98680405,0.65342277
-5.78389195,12.37230379,3.25792340,7.26462093,0.05802130,0.65612772,0.04134739,2.84279265,1.01000373,0.66538824
-5.77788894,12.51847040,3.24613252,7.36436336,0.05956325,0.65796736,0.04137380,2.87727968,1.03589369,0.67773293
-5.77188594,12.67413026,3.24070157,7.46791336,0.06117162,0.66021597,0.04149551,2.91413099,1.06454109,0.69051051
-5.76588294,12.84024479,3.24215180,7.57572481,0.06284894,0.66289766,0.04171292,2.95364409,1.09598420,0.70377555
-5.75987994,13.01774329,3.25091339,7.68828227,0.06459624,0.66604802,0.04202499,2.99608687,1.13022167,0.71757860
-5.75387694,13.20743535,3.26730254,7.80605348,0.06641268,0.66971043,0.04242921,3.04167337,1.16720145,0.73196074
-5.74787394,13.40991455,3.29149818,7.92943477,0.06829504,0.67393105,0.04292167,3.09053883,1.20680970,0.74694794
-5.74187094,13.62545837,3.32351973,8.05869227,0.07023733,0.67875279,0.04349706,3.14271561,1.24886077,0.76254559
-5.73586793,13.85393041,3.36320716,8.19390209,0.07223049,0.68420857,0.04414879,3.19811135,1.29308874,0.77873344
-5.72986493,14.09469119,3.41020490,8.33489319,0.07426215,0.69031434,0.04486900,3.25649095,1.33914147,0.79546135
-5.72386193,14.34652415,3.46395106,8.48119697,0.07631657,0.69706230,0.04564868,3.31746384,1.38657780,0.81264624
-5.71785893,14.60758321,3.52367340,8.63200733,0.07837474,0.70441495,0.04647784,3.38047780,1.43486857,0.83017032
-5.71185593,14.87536739,3.58839300,8.78615501,0.08041467,0.71230028,0.04734560,3.44482042,1.48340194,0.84788112
-5.70585293,15.14672706,3.65693669,8.94209905,0.08241186,0.72060857,0.04824036,3.50962876,1.53149317,0.86559314
-5.69984992,15.41790466,3.72795851,9.09793788,0.08434004,0.72919127,0.04915004,3.57390755,1.57839911,0.88309145
-5.69384692,15.68461099,3.79997012,9.25144120,0.08617191,0.73786191,0.05006230,3.63655554,1.62333686,0.90013704
-5.68784392,15.94213633,3.87137956,9.40010283,0.08788023,0.74639947,0.05096477,3.69639953,1.66550633,0.91647384
-5.68184092,16.18549324,3.94053725,9.54121353,0.08943881,0.75455383,0.05184534,3.75223458,1.70411582,0.93183709
-5.67583792,16.40958618,4.00578755,9.67195146,0.09082368,0.76205336,0.05269249,3.80286904,1.73840958,0.94596289
