energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.89794897,9.99790399,0.42882573,2.34098526,0.06152616,0.13307434,0.05246496,2.14336829,1.01779224,3.23610523
-5.89194597,9.87522273,0.43715826,2.32421990,0.05950826,0.13362913,0.05189583,2.12888872,1.01803021,3.16187790
-5.88594297,9.73084152,0.44536414,2.30314758,0.05769153,0.13365132,0.05120911,2.10995756,1.01647939,3.08006176
-5.87993997,9.56678307,0.45333406,2.27815569,0.05609942,0.13315069,0.05041739,2.08690346,1.01320623,2.99168706
-5.87393697,9.38520377,0.46095863,2.24965161,0.05474907,0.13214668,0.04953501,2.06008254,1.00829036,2.89781489
-5.86793397,9.18833804,0.46813115,2.21805223,0.05365132,0.13066753,0.04857783,2.02986846,1.00182167,2.79951094
-5.86193097,8.97844841,0.47475028,2.18377510,0.05281088,0.12874907,0.04756301,1.99664357,0.99389752,2.69782210
-5.85592796,8.75778263,0.48072259,2.14723149,0.05222666,0.12643340,0.04650880,1.96079159,0.98462020,2.59375646
-5.84992496,8.52853839,0.48596485,2.10882120,0.05189222,0.12376731,0.04543440,1.92269170,0.97409465,2.48826713
-5.84392196,8.29283547,0.49040591,2.06892896,0.05179639,0.12080073,0.04435969,1.88271407,0.96242646,2.38223994
-5.83791896,8.05269486,0.49398824,2.02792221,0.05192393,0.11758510,0.04330512,1.84121658,0.94972016,2.27648492
-5.83191596,7.81002382,0.49666888,1.98614966,0.05225615,0.11417183,0.04229140,1.79854265,0.93607782,2.17173126
-5.82591296,7.56660570,0.49842004,1.94394054,0.05277168,0.11061086,0.04133930,1.75501973,0.92159791,2.06862537
-5.81990995,7.32409331,0.49922915,1.90160393,0.05344712,0.10694945,0.04046927,1.71095837,0.90637441,1.96773131
-5.81390695,7.08400455,0.49909853,1.85942789,0.05425770,0.10323113,0.03970111,1.66665145,0.89049625,1.86953326
-5.80790395,6.84771952,0.49804475,1.81767835,0.05517788,0.09949495,0.03905349,1.62237353,0.87404694,1.77443940
-5.80190095,6.61647807,0.49609772,1.77659736,0.05618187,0.09577492,0.03854353,1.57838013,0.85710448,1.68278655
-5.79589795,6.39137765,0.49329966,1.73640098,0.05724414,0.09209984,0.03818621,1.53490691,0.83974154,1.59484540
-5.78989495,6.17337118,0.48970401,1.69727664,0.05833982,0.08849327,0.03799384,1.49216868,0.82202588,1.51082582
-5.78389195,5.96326515,0.48537433,1.65938044,0.05944504,0.08497383,0.03797558,1.45035852,0.80402103,1.43088207
-5.77788894,5.76171847,0.48038342,1.62283448,0.06053726,0.08155566,0.03813685,1.40964686,0.78578718,1.35511778
-5.77188594,5.56924252,0.47481253,1.58772454,0.06159544,0.07824907,0.03847897,1.37018094,0.76738238,1.28359074
-5.76588294,5.38620322,0.46875071,1.55409866,0.06260032,0.07506134,0.03899879,1.33208464,0.74886388,1.21631729
-5.75987994,5.21282580,0.46229447,1.52196661,0.06353455,0.07199760,0.03968849,1.29545885,0.73028962,1.15327672
-5.75387694,5.04920291,0.45554759,1.49130089,0.06438284,0.06906173,0.04053560,1.26038269,0.71172001,1.09441543
-5.74787394,4.89530643,0.44862101,1.46203923,0.06513210,0.06625733,0.04152306,1.22691545,0.69321966,1.03965122
-5.74187094,4.75100353,0.44163293,1.43408882,0.06577160,0.06358864,0.04262966,1.19509943,0.67485931,0.98887769
-5.73586793,4.61607678,0.43470893,1.40733238,0.06629314,0.06106139,0.04383054,1.16496370,0.65671777,0.94196882
-5.72986493,4.49024827,0.42798211,1.38163585,0.06669118,0.05868360,0.04509794,1.13652866,0.63888382,0.89878376
-5.72386193,4.37320704,0.42159315,1.35685759,0.06696304,0.05646629,0.04640215,1.10981130,0.62145811,0.85917191
-5.71785893,4.26463932,0.41569038,1.33285889,0.06710914,0.05442409,0.04771255,1.08483098,0.60455501,0.82297818
-5.71185593,4.16426028,0.41042956,1.30951518,0.06713319,0.05257571,0.04899881,1.06161555,0.58830425,0.79004831
-5.70585293,4.07184628,0.40597363,1.28672766,0.06704240,0.05094433,0.05023209,1.04020749,0.57285246,0.76023422
-5.69984992,3.98726616,0.40249218,1.26443468,0.06684770,0.04955789,0.05138632,1.02066982,0.55836436,0.73339922
-5.69384692,3.91051014,0.40016067,1.24262237,0.06656394,0.04844917,0.05243937,1.00309141,0.54502369,0.70942287
-5.68784392,3.84171476,0.39915941,1.22133386,0.06620995,0.04765585,0.05337406,0.98759144,0.53303369,0.68820540
-5.68184092,3.78118257,0.39967228,1.20067666,0.06580863,0.04722034,0.05417915,0.97432262,0.52261704,0.66967144
-5.67583792,3.72939521,0.40188505,1.18082748,0.06538688,0.04718953,0.05484991,0.96347305,0.51401519,0.65377296
-5.66983492,3.68701874,0.40598342,1.16203432,0.06497542,0.04761434,0.05538858,0.95526620,0.50748692,0.64049121
-5.66383192,3.65490044,0.41215072,1.14461542,0.06460849,0.04854910,0.05580445,0.94995918,0.50330607,0.62983759
-5.65782891,3.63405658,0.42056511,1.12895488,0.06432340,0.05005075,0.05611371,0.94783888,0.50175836,0.62185335
-5.65182591,3.62565100,0.43139653,1.11549505,0.06415989,0.05217780,0.05633886,0.94921619,0.50313714,0.61660802
-5.64582291,3.63096474,0.44480313,1.10472582,0.06415941,0.05498913,0.05650801,0.95441810,0.50773819,0.61419659
-5.63981991,3.65135728,0.46092736,1.09717104,0.06436420,0.05854256,0.05665371,0.96377814,0.51585337,0.61473537
-5.63381691,3.68822054,0.47989172,1.09337273,0.06481629,0.06289315,0.05681172,0.97762501,0.52776336,0.61835675
-5.62781391,3.74292677,0.50179413,1.09387337,0.06555639,0.06809144,0.05701955,0.99627009,0.54372952,0.62520276
-5.62181091,3.81677210,0.52670314,1.09919722,0.06662271,0.07418137,0.05731486,1.01999389,0.56398497,0.63541763
-5.61580790,3.91091752,0.55465297,1.10983120,0.06804980,0.08119827,0.05773387,1.04903202,0.58872517,0.64913959
-5.60980490,4.02632931,0.58563857,1.12620615,0.06986735,0.08916660,0.05830979,1.08356122,0.61809822,0.66649198
-5.60380190,4.16372102,0.61961083,1.14867911,0.07209909,0.09809792,0.05907134,1.12368577,0.65219527,0.68757399
-5.59779890,4.32349907,0.65647223,1.17751746,0.07476179,0.10798877,0.06004138,1.16942503,0.69104128,0.71245127
-5.59179590,4.50571417,0.69607299,1.21288527,0.07786438,0.11881886,0.06123587,1.22070240,0.73458652,0.74114666
-5.58579290,4.71002027,0.73820807,1.25483254,0.08140726,0.13054952,0.06266297,1.27733635,0.78269930,0.77363144
-5.57978989,4.93564308,0.78261529,1.30328768,0.08538179,0.14312252,0.06432247,1.33903397,0.83516016,0.80981733
-5.57378689,5.18135953,0.82897468,1.35805332,0.08977008,0.15645942,0.06620558,1.40538732,0.89165807,0.84954975
-5.56778389,5.44548969,0.87690941,1.41880591,0.09454495,0.17046141,0.06829493,1.47587310,0.95178878,0.89260245
-5.56178089,5.72590193,0.92598845,1.48509887,0.09967017,0.18500981,0.07056499,1.54985571,1.01505573,0.93867410
-5.55577789,6.02003220,0.97573112,1.55636931,0.10510104,0.19996730,0.07298268,1.62659406,1.08087383,0.98738702
-5.54977489,6.32491769,1.02561369,1.63194828,0.11078515,0.21517975,0.07550833,1.70525204,1.14857596,1.03828838
-5.54377189,6.63724472,1.07507786,1.71107416,0.11666346,0.23047883,0.07809678,1.78491268,1.21742255,1.09085399
-5.53776888,6.95341043,1.12354142,1.79290902,0.12267161,0.24568521,0.08069872,1.86459579,1.28661403,1.14449500
-5.53176588,7.26959704,1.17041047,1.87655751,0.12874148,0.26061239,0.08326214,1.94327880,1.35530594,1.19856739
-5.52576288,7.58185750,1.21509344,1.96108785,0.13480291,0.27507102,0.08573379,2.01992022,1.42262652,1.25238422
-5.51975988,7.88621006,1.25701609,2.04555447,0.14078558,0.28887357,0.08806077,2.09348538,1.48769625,1.30523043
-5.51375688,8.17873955,1.29563739,2.12902174,0.14662108,0.30183921,0.09019202,2.16297338,1.54964891,1.35637986
-5.50775388,8.45570212,1.33046555,2.21058804,0.15224489,0.31379872,0.09207972,2.22744473,1.60765344,1.40511396
-5.50175088,8.71363006,1.36107362,2.28940960,0.15759848,0.32459933,0.09368058,2.28604847,1.66093593,1.45074159
-5.49574787,8.94943286,1.38711408,2.36472321,0.16263121,0.33410911,0.09495703,2.33804795,1.70880094,1.49261924
-5.48974487,9.16049061,1.40833166,2.43586711,0.16730214,0.34222095,0.09587810,2.38284405,1.75065136,1.53017072
-5.48374187,9.34473566,1.42457382,2.50229915,0.17158154,0.34885582,0.09642018,2.41999502,1.78600596,1.56290562
-5.47773887,9.50071874,1.43579826,2.56361141,0.17545209,0.35396514,0.09656750,2.44923172,1.81451385,1.59043558
-5.47173587,9.62765614,1.44207695,2.61954054,0.17890964,0.35753226,0.09631240,2.47046766,1.83596529,1.61248756
-5.46573287,9.72545510,1.44359644,2.66997327,0.18196360,0.35957288,0.09565535,2.48380305,1.85029804,1.62891339
-5.45972986,9.79471531,1.44065397,2.71494648,0.18463669,0.36013433,0.09460471,2.48952248,1.85759915,1.63969511
-5.45372686,9.83670559,1.43364968,2.75464169,0.18696427,0.35929389,0.09317636,2.48808598,1.85810170,1.64494549
-5.44772386,9.85331574,1.42307477,2.78937398,0.18899304,0.35715592,0.09139303,2.48011371,1.85217667,1.64490376
-5.44172086,9.84698502,1.40949621,2.81957560,0.19077932,0.35384822,0.08928356,2.46636462,1.84032007,1.63992651
-5.43571786,9.82060949,1.39353828,2.84577486,0.19238677,0.34951753,0.08688197,2.44770985,1.82313587,1.63047404
-5.42971486,9.77743219,1.37586192,2.86857122,0.19388384,0.34432440,0.08422648,2.42510186,1.80131529,1.61709276
-5.42371186,9.72092048,1.35714248,2.88860772,0.19534083,0.33843781,0.08135842,2.39954064,1.77561332,1.60039436
-5.41770885,9.65463613,1.33804689,2.90654204,0.19682686,0.33202946,0.07832113,2.37203819,1.74682358,1.58103274
-5.41170585,9.58210402,1.31921125,2.92301764,0.19840676,0.32526828,0.07515892,2.34358315,1.71575235,1.55967960
-5.40570285,9.50668533,1.30121971,2.93863656,0.20013814,0.31831520,0.07191602,2.31510677,1.68319316,1.53700009
-5.39969985,9.43146122,1.28458566,2.95393520,0.20206859,0.31131849,0.06863563,2.28745198,1.64990278,1.51362939
-5.39369685,9.35913220,1.26973586,2.96936431,0.20423337,0.30440976,0.06535909,2.26134671,1.61657983,1.49015139
-5.38769385,9.29193750,1.25699834,2.98527432,0.20665352,0.29770092,0.06212513,2.23738270,1.58384661,1.46708044
-5.38169085,9.23159787,1.24659440,3.00190662,0.20933452,0.29128202,0.05896933,2.21600050,1.55223505,1.44484683
-5.37568784,9.17928365,1.23863505,3.01939092,0.21226566,0.28522024,0.05592362,2.19748131,1.52217708,1.42378667
-5.36968484,9.13560869,1.23312192,3.03774890,0.21541999,0.27955973,0.05301603,2.18194563,1.49399956,1.40413629
-5.36368184,9.10064914,1.22995242,3.05690325,0.21875500,0.27432259,0.05027051,2.16935864,1.46792385,1.38603137
-5.35767884,9.07398487,1.22892891,3.07669159,0.22221391,0.26951056,0.04770688,2.15954168,1.44406962,1.36951039
-5.35167584,9.05476027,1.22977125,3.09688375,0.22572751,0.26510754,0.04534091,2.15218908,1.42246237,1.35452218
-5.34567284,9.04175986,1.23213217,3.11720133,0.22921655,0.26108255,0.04318445,2.14688923,1.40304409,1.34093678
-5.33966983,9.03349405,1.23561454,3.13733784,0.23259447,0.25739308,0.04124569,2.14314871,1.38568620,1.32855884
-5.33366683,9.02828979,1.23979000,3.15697819,0.23577043,0.25398860,0.03952934,2.14041817,1.37020388,1.31714285
-5.32766383,9.02438103,1.24421786,3.17581593,0.23865249,0.25081398,0.03803698,2.13811874,1.35637108,1.30640918
-5.32166083,9.01999449,1.24846371,3.19356737,0.24115083,0.24781270,0.03676728,2.13566768,1.34393526,1.29606009
-5.31565783,9.01342656,1.25211685,3.20998171,0.24318082,0.24492969,0.03571626,2.13250227,1.33263128,1.28579507
-5.30965483,9.00310836,1.25480613,3.22484663,0.24466596,0.24211369,0.03487753,2.12810099,1.32219380,1.27532459
-5.30365183,8.98765680,1.25621343,3.23798948,0.24554047,0.23931904,0.03424248,2.12200137,1.31236778,1.26438203
-5.29764882,8.96591069,1.25608463,3.24927415,0.24575150,0.23650688,0.03380047,2.11381405,1.30291690,1.25273319
-5.29164582,8.93695169,1.25423769,3.25859442,0.24526088,0.23364576,0.03353891,2.10323285,1.29362970,1.24018334
-5.28564282,8.90011110,1.25056774,3.26586462,0.24404637,0.23071175,0.03344344,2.09004084,1.28432362,1.22658173
-5.27963982,8.85496414,1.24504914,3.27100864,0.24210240,0.22768808,0.03349804,2.07411252,1.27484695,1.21182356
-5.27363682,8.80131374,1.23773455,3.27394854,0.23944023,0.22456436,0.03368511,2.05541262,1.26507917,1.19584986
-5.26763382,8.73916639,1.22875130,3.27459381,0.23608759,0.22133557,0.03398564,2.03399170,1.25492977,1.17864535
-5.26163082,8.66870266,1.21829512,3.27283242,0.23208781,0.21800094,0.03437942,2.00997918,1.24433605,1.16023478
-5.25562781,8.59024485,1.20662163,3.26852439,0.22749850,0.21456274,0.03484518,1.98357434,1.23326018,1.14067806
-5.24962481,8.50422399,1.19403583,3.26149868,0.22238979,0.21102510,0.03536093,1.95503564,1.22168570,1.12006463
-5.24362181,8.41114801,1.18088006,3.25155351,0.21684218,0.20739303,0.03590423,1.92466891,1.20961394,1.09850738
-5.23761881,8.31157259,1.16752070,3.23846038,0.21094420,0.20367153,0.03645258,1.89281490,1.19706027,1.07613640
-5.23161581,8.20607553,1.15433405,3.22197142,0.20478974,0.19986498,0.03698382,1.85983638,1.18405053,1.05309294
-5.22561281,8.09523517,1.14169190,3.20182967,0.19847539,0.19597673,0.03747655,1.82610536,1.17061754,1.02952358
-5.21960980,7.97961312,1.12994703,3.17778158,0.19209762,0.19200893,0.03791062,1.79199046,1.15679777,1.00557506
-5.21360680,7.85974102,1.11941936,3.14959113,0.18575013,0.18796247,0.03826753,1.75784492,1.14262830,0.98138954
-5.20760380,7.73611121,1.11038294,3.11705455,0.17952125,0.18383718,0.03853091,1.72399541,1.12814377,0.95710061
-5.20160080,7.60917085,1.10305438,3.08001504,0.17349160,0.17963211,0.03868690,1.69073186,1.11337373,0.93283001
-5.19559780,7.47931928,1.09758317,3.03837660,0.16773206,0.17534581,0.03872450,1.65829869,1.09834000,0.90868505
-5.18959480,7.34690832,1.09404417,2.99211667,0.16230204,0.17097676,0.03863584,1.62688759,1.08305440,0.88475674
-5.18359180,7.21224551,1.09243277,2.94129682,0.15724823,0.16652367,0.03841639,1.59663220,1.06751687,0.86111874
-5.17758879,7.07560026,1.09266289,2.88607159,0.15260372,0.16198587,0.03806513,1.56760485,1.05171399,0.83782698
-5.17158579,6.93721308,1.09456816,2.82669513,0.14838767,0.15736353,0.03758449,1.53981573,1.03561814,0.81492008
-5.16558279,6.79730814,1.09790621,2.76352588,0.14460543,0.15265794,0.03698040,1.51321450,1.01918747,0.79242052
-5.15957979,6.65610919,1.10236619,2.69702944,0.14124907,0.14787165,0.03626212,1.48769454,1.00236669,0.77033646
-5.15357679,6.51385909,1.10757927,2.62777979,0.13829848,0.14300863,0.03544203,1.46309977,0.98508882,0.74866434
-5.14757379,6.37084250,1.11313189,2.55645923,0.13572276,0.13807431,0.03453541,1.43923396,0.96727807,0.72739204
-5.14157079,6.22741160,1.11858126,2.48385717,0.13348199,0.13307576,0.03356010,1.41587226,0.94885355,0.70650255
-5.13556778,6.08401389,1.12347257,2.41086802,0.13152931,0.12802166,0.03253616,1.39277464,0.92973408,0.68597809
-5.12956478,5.94122111,1.12735725,2.33848811,0.12981314,0.12292246,0.03148552,1.36970058,0.90984358,0.66580442
-5.12356178,5.79975778,1.12981153,2.26781173,0.12827952,0.11779041,0.03043159,1.34642458,0.88911709,0.64597516
-5.11755878,5.66052783,1.13045446,2.20002588,0.12687446,0.11263970,0.02939886,1.32275179,0.86750703,0.62649603
-5.11155578,5.52463737,1.12896466,2.13640369,0.12554623,0.10748656,0.02841252,1.29853288,0.84498926,0.60738860
-5.10555278,5.39341168,1.12509496,2.07829589,0.12424744,0.10234930,0.02749811,1.27367754,0.82156886,0.58869346
-5.09954977,5.26840465,1.11868430,2.02712003,0.12293686,0.09724849,0.02668118,1.24816599,0.79728498,0.57047254
-5.09354677,5.15139894,1.10966621,1.98434697,0.12158097,0.09220688,0.02598689,1.22205761,0.77221476,0.55281044
-5.08754377,5.04439551,1.09807365,1.95148431,0.12015509,0.08724951,0.02543974,1.19549642,0.74647572,0.53581458
-5.08154077,4.94959166,1.08403969,1.93005639,0.11864410,0.08240355,0.02506326,1.16871299,0.72022677,0.51961413
-5.07553777,4.86934717,1.06779422,1.92158085,0.11704274,0.07769819,0.02487971,1.14202245,0.69366746,0.50435768
-5.06953477,4.80613892,1.04965665,1.92754177,0.11535544,0.07316446,0.02490980,1.11581879,0.66703561,0.49020969
-5.06353177,4.76250473,1.03002502,1.94935969,0.11359583,0.06883485,0.02517241,1.09056543,0.64060330,0.47734581
-5.05752876,4.74097806,1.00936201,1.98835901,0.11178575,0.06474300,0.02568439,1.06678261,0.61467143,0.46594727
-5.05152576,4.74401568,0.98817847,2.04573368,0.10995404,0.06092323,0.02646026,1.04503187,0.58956304,0.45619455
-5.04552276,4.77392078,0.96701517,2.12251204,0.10813505,0.05741003,0.02751200,1.02589849,0.56561568,0.44826059
-5.03951976,4.83276471,0.94642369,2.21952207,0.10636696,0.05423755,0.02884888,1.00997250,0.54317318,0.44230383
-5.03351676,4.92231034,0.92694726,2.33735840,0.10469003,0.05143905,0.03047720,0.99782901,0.52257708,0.43846144
-5.02751376,5.04394046,0.90910221,2.47635252,0.10314481,0.04904626,0.03240022,0.99000884,0.50415813,0.43684289
-5.02151076,5.19859436,0.89336103,2.63654762,0.10177042,0.04708890,0.03461796,0.98700002,0.48822807,0.43752442
-5.01550775,5.38671551,0.88013746,2.81767949,0.10060297,0.04559411,0.03712721,0.98922108,0.47507204,0.44054434
-5.00950475,5.60821293,0.86977424,3.01916468,0.09967416,0.04458590,0.03992141,0.99700654,0.46494178,0.44589963
-5.00350175,5.86243813,0.86253385,3.24009709,0.09901008,0.04408477,0.04299074,1.01059537,0.45804979,0.45354387
-4.99749875,6.14817910,0.85859238,3.47925365,0.09863036,0.04410722,0.04632222,1.03012252,0.45456460,0.46338654
-4.99149575,6.46367190,0.85803672,3.73510953,0.09854751,0.04466540,0.04989979,1.05561391,0.45460707,0.47529392
-4.98549275,6.80662981,0.86086478,4.00586302,0.09876653,0.04576682,0.05370459,1.08698500,0.45824787,0.48909124
-4.97948974,7.17428915,0.86698856,4.28946965,0.09928492,0.04741410,0.05771522,1.12404262,0.46550607,0.50456632
-4.97348674,7.56347024,0.87623984,4.58368476,0.10009272,0.04960472,0.06190803,1.16649012,0.47634872,0.52147424
-4.96748374,7.97065142,0.88837777,4.88611343,0.10117297,0.05233099,0.06625752,1.21393547,0.49069139,0.53954307
-4.96148074,8.39205325,0.90309824,5.19426613,0.10250221,0.05557986,0.07073676,1.26590173,0.50839964,0.55848030
-4.95547774,8.82372995,0.92004424,5.50561834,0.10405116,0.05933303,0.07531775,1.32183966,0.52929125,0.57797971
-4.94947474,9.26166471,0.93881687,5.81767208,0.10578547,0.06356696,0.07997192,1.38114176,0.55313922,0.59772851
-4.94347174,9.70186527,0.95898662,6.12801704,0.10766659,0.06825301,0.08467049,1.44315728,0.57967542,0.61741437
-4.93746873,10.14045653,0.98010434,6.43438922,0.10965261,0.07335768,0.08938490,1.50720762,0.60859486,0.63673222
-4.93146573,10.57376683,1.00171182,6.73472468,0.11169912,0.07884288,0.09408712,1.57260165,0.63956050,0.65539049
-4.92546273,10.99840491,1.02335164,7.02720656,0.11376008,0.08466625,0.09874995,1.63865035,0.67220852,0.67311663
-4.91945973,11.41132518,1.04457605,7.31030333,0.11578865,0.09078163,0.10334721,1.70468045,0.70615405,0.68966185
-4.91345673,11.80987905,1.06495503,7.58279693,0.11773797,0.09713948,0.10785393,1.77004660,0.74099716,0.70480488
-4.90745373,12.19185095,1.08408319,7.84379950,0.11956196,0.10368738,0.11224636,1.83414178,0.77632900,0.71835472
-4.90145073,12.55547805,1.10158583,8.09275806,0.12121605,0.11037058,0.11650199,1.89640580,0.81173813,0.73015240
-4.89544772,12.89945337,1.11712392,8.32944669,0.12265788,0.11713249,0.12059942,1.95633153,0.84681665,0.74007179
-4.88944472,13.22291236,1.13039821,8.55394648,0.12384803,0.12391525,0.12451827,2.01346902,0.88116610,0.74801945
-4.88344172,13.52540393,1.14115253,8.76661363,0.12475066,0.13066021,0.12823893,2.06742732,0.91440302,0.75393370
-4.87743872,13.80684692,1.14917611,8.96803685,0.12533413,0.13730841,0.13174237,2.11787417,0.94616381,0.75778295
-4.87143572,14.06747389,1.15430522,9.15898511,0.12557158,0.14380098,0.13500991,2.16453360,0.97610901,0.75956346
-4.86543272,14.30776424,1.15642387,9.34034775,0.12544151,0.15007960,0.13802301,2.20718187,1.00392666,0.75929668
-4.85942971,14.52836912,1.15546375,9.51306865,0.12492818,0.15608677,0.14076312,2.24564173,1.02933481,0.75702627
-4.85342671,14.73003081,1.15140322,9.67807680,0.12402199,0.16176620,0.14321155,2.27977560,1.05208316,0.75281486
-4.84742371,14.91349960,1.14426555,9.83621571,0.12271972,0.16706310,0.14534945,2.30947789,1.07195376,0.74674089
-4.84142071,15.07945121,1.13411620,9.98817412,0.12102466,0.17192454,0.14715790,2.33466692,1.08876095,0.73889529
-4.83541771,15.22840800,1.12105925,10.13442082,0.11894653,0.17629974,0.14861804,2.35527687,1.10235066,0.72937850
-4.82941471,15.36066717,1.10523315,10.27514598,0.11650128,0.18014053,0.14971137,2.37125027,1.11259921,0.71829751
-4.82341171,15.47623904,1.08680572,10.41021188,0.11371074,0.18340178,0.15042009,2.38253124,1.11941181,0.70576326
-4.81740870,15.57479846,1.06596860,10.53911510,0.11060206,0.18604197,0.15072758,2.38906016,1.12272099,0.69188837
-4.81140570,15.65565185,1.04293144,10.66096269,0.10720699,0.18802378,0.15061892,2.39076980,1.12248512,0.67678513
-4.80540270,15.71772211,1.01791585,10.77446380,0.10356110,0.18931481,0.15008149,2.38758339,1.11868718,0.66056396
-4.79939970,15.75955308,0.99114951,10.87793840,0.09970283,0.18988834,0.14910551,2.37941467,1.11133399,0.64333217
-4.79339670,15.77933438,0.96286051,10.96934358,0.09567248,0.18972409,0.14768472,2.36617006,1.10045581,0.62519314
-4.78739370,15.77494691,0.93327234,11.04631780,0.09151118,0.18880905,0.14581688,2.34775283,1.08610649,0.60624586
-4.78139070,15.74402821,0.90259949,11.10624235,0.08725990,0.18713820,0.14350427,2.32406913,1.06836406,0.58658480
-4.77538769,15.68405597,0.87104404,11.14631870,0.08295843,0.18471522,0.14075412,2.29503572,1.04733162,0.56630013
-4.76938469,15.59244740,0.83879325,11.16365957,0.07864458,0.18155296,0.13757887,2.26058880,1.02313845,0.54547813
-4.76338169,15.46667069,0.80601811,11.15539092,0.07435335,0.17767388,0.13399636,2.22069380,0.99594107,0.52420191
-4.75737869,15.30436471,0.77287310,11.11876123,0.07011637,0.17311013,0.13002977,2.17535533,0.96592419,0.50255223
-4.75137569,15.10346195,0.73949678,11.05125404,0.06596149,0.16790346,0.12570755,2.12462695,0.93330120,0.48060842
-4.74537269,14.86230958,0.70601336,10.95069928,0.06191247,0.16210489,0.12106310,2.06862013,0.89831408,0.45844937
-4.73936968,14.57978337,0.67253492,10.81537877,0.05798896,0.15577406,0.11613434,2.00751190,0.86123266,0.43615446
-4.73336668,14.25538908,0.63916418,10.64412127,0.05420655,0.14897832,0.11096321,1.94155075,0.82235300,0.41380439
-4.72736368,13.88934664,0.60599748,10.43638282,0.05057709,0.14179166,0.10559498,1.87106034,0.78199491,0.39148191
-4.72136068,13.48265277,0.57312795,10.19230849,0.04710897,0.13429337,0.10007754,1.79644082,0.74049869,0.36927230
-4.71535768,13.03711885,0.54064845,9.91277262,0.04380770,0.12656656,0.09446071,1.71816749,0.69822106,0.34726369
-4.70935468,12.55538174,0.50865424,9.59939530,0.04067641,0.11869664,0.08879537,1.63678691,0.65553054,0.32554710
-4.70335168,12.04088664,0.47724517,9.25453400,0.03771644,0.11076974,0.08313277,1.55291043,0.61280228,0.30421625
-4.69734867,11.49784216,0.44652725,8.88125039,0.03492798,0.10287118,0.07752379,1.46720539,0.57041280,0.28336713
-4.69134567,10.93114930,0.41661359,8.48325347,0.03231063,0.09508398,0.07201826,1.38038439,0.52873466,0.26309741
-4.68534267,10.34630692,0.38762468,8.06482121,0.02986392,0.08748763,0.06666440,1.29319297,0.48813134,0.24350555
-4.67933967,9.74929773,0.35968794,7.63070388,0.02758784,0.08015695,0.06150832,1.20639615,0.44895266,0.22468991
-4.67333667,9.14645907,0.33293673,7.18601289,0.02548315,0.07316123,0.05659363,1.12076453,0.41153069,0.20674770
-4.66733367,8.54434395,0.30750878,6.73609970,0.02355176,0.06656368,0.05196113,1.03706022,0.37617654,0.18977385
-4.66133067,7.94957743,0.28354422,6.28642945,0.02179689,0.06042098,0.04764866,0.95602336,0.34317792,0.17386000
-4.65532766,7.36871387,0.26118330,5.84245411,0.02022320,0.05478329,0.04369094,0.87835949,0.31279763,0.15909338
-4.64932466,6.80810006,0.24056391,5.40948967,0.01883680,0.04969432,0.04011955,0.80472832,0.28527286,0.14555591
-4.64332166,6.27374851,0.22181902,4.99260155,0.01764516,0.04519177,0.03696299,0.73573407,0.26081535,0.13332328
