energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87393697,1.61021756,-1.67720356,0.34683163,-0.39922091,0.76152463,-0.72828171,0.00065103,-0.00084984,0.28255204,-0.31779957,0.49891960,-0.55522187,0.41849594,-0.46992961,0.14158508,-0.16987678,0.00000000,-0.00000000
-5.86793397,1.60009960,-1.66379733,0.32840273,-0.38558512,0.75682300,-0.71874563,0.00068225,-0.00084209,0.28349873,-0.31888930,0.49764655,-0.55707350,0.41555141,-0.46686634,0.13918922,-0.16728967,0.00000000,-0.00000000
-5.86193097,1.60157803,-1.65874718,0.31132121,-0.37197435,0.75996114,-0.71648265,0.00073563,-0.00085632,0.28551945,-0.32016791,0.49824029,-0.55886154,0.41413447,-0.46398486,0.13767398,-0.16507985,0.00000000,-0.00000000
-5.85592796,1.61566324,-1.66290215,0.29586169,-0.35861922,0.77136914,-0.72190365,0.00081222,-0.00089341,0.28879607,-0.32175802,0.50113777,-0.56087061,0.41450227,-0.46147539,0.13715026,-0.16335749,0.00000000,-0.00000000
-5.84992496,1.64327464,-1.67711296,0.28227844,-0.34577419,0.79140568,-0.73537866,0.00091320,-0.00095434,0.29350652,-0.32379665,0.50676770,-0.56342388,0.41690287,-0.45954631,0.13772394,-0.16224091,0.00000000,-0.00000000
-5.84392196,1.68521063,-1.70221431,0.27079764,-0.33370871,0.82034744,-0.75723109,0.00103983,-0.00104024,0.29981846,-0.32643233,0.51553581,-0.56687503,0.42156642,-0.45841950,0.13949218,-0.16185317,0.00000000,-0.00000000
-5.83791896,1.74211668,-1.73900226,0.26161045,-0.32269764,0.85837731,-0.78772978,0.00119337,-0.00115230,0.30788248,-0.32982130,0.52781000,-0.57159832,0.42869589,-0.45832453,0.14253968,-0.16231818,0.00000000,-0.00000000
-5.83191596,1.81445243,-1.78820681,0.25486708,-0.31301120,0.90557165,-0.82707870,0.00137504,-0.00129175,0.31782527,-0.33412271,0.54390570,-0.57797685,0.43845785,-0.45949173,0.14693507,-0.16375651,0.00000000,-0.00000000
-5.82591296,1.90245903,-1.85046035,0.25067200,-0.30490487,0.96188715,-0.87540454,0.00158594,-0.00145979,0.32974292,-0.33949317,0.56407223,-0.58638961,0.45097347,-0.46214422,0.15272741,-0.16628092,0.00000000,-0.00000000
-5.81990995,2.00612811,-1.92626284,0.24908054,-0.29860961,1.02714773,-0.93274243,0.00182697,-0.00165750,0.34369470,-0.34608054,0.58848048,-0.59719751,0.46631038,-0.46648944,0.15994310,-0.16999184,0.00000000,-0.00000000
-5.81390695,2.12517403,-2.01594518,0.25009676,-0.29432282,1.10103244,-0.99902045,0.00209873,-0.00188578,0.35969761,-0.35401744,0.61721255,-0.61072914,0.48447555,-0.47271010,0.16858318,-0.17497285,0.00000000,-0.00000000
-5.80790395,2.25901092,-2.11963239,0.25367280,-0.29220034,1.18306515,-1.07404369,0.00240147,-0.00214523,0.37772190,-0.36341463,0.65025368,-0.62726661,0.50540973,-0.48095525,0.17862123,-0.18128639,0.00000000,-0.00000000
-5.80190095,2.40673637,-2.23720856,0.25970964,-0.29234986,1.27260706,-1.15747895,0.00273496,-0.00243613,0.39768794,-0.37435456,0.68748689,-0.64703230,0.52898374,-0.49133173,0.19000184,-0.18896995,0.00000000,-0.00000000
-5.79589795,2.56712313,-2.36828561,0.26805925,-0.29482587,1.36885298,-1.24884115,0.00309846,-0.00275828,0.41946448,-0.38688546,0.72869060,-0.67017692,0.55499684,-0.50389643,0.20263998,-0.19803261,0.00000000,-0.00000000
-5.78989495,2.73862027,-2.51217804,0.27852813,-0.29962654,1.47083229,-1.34748265,0.00349062,-0.00311098,0.44286855,-0.40101624,0.77353924,-0.69676951,0.58317742,-0.51864979,0.21642100,-0.20845252,0.00000000,-0.00000000
-5.78389195,2.91936481,-2.66788555,0.29088199,-0.30669236,1.57741519,-1.45258658,0.00390945,-0.00349293,0.46766706,-0.41671252,0.82160706,-0.72678992,0.61318613,-0.53553098,0.23120172,-0.22017503,0.00000000,-0.00000000
-5.77788894,3.10720424,-2.83408543,0.30485164,-0.31590686,1.68732491,-1.56316538,0.00435231,-0.00390220,0.49358015,-0.43389401,0.87237490,-0.76012395,0.64462147,-0.55441506,0.24681231,-0.23311188,0.00000000,-0.00000000
-5.77188594,3.29973029,-3.00913602,0.32013978,-0.32709927,1.79915598,-1.67806526,0.00481584,-0.00433619,0.52028606,-0.45243348,0.92523978,-0.79656156,0.67702769,-0.57511229,0.26305905,-0.24714148,0.00000000,-0.00000000
-5.76588294,3.49432330,-3.19109207,0.33642860,-0.34004889,1.91139862,-1.79597725,0.00529603,-0.00479160,0.54742766,-0.47215729,0.97952700,-0.83579826,0.70990488,-0.59736993,0.27972808,-0.26211016,0.00000000,-0.00000000
-5.75987994,3.68820641,-3.37773259,0.35338788,-0.35449132,2.02246856,-1.91545513,0.00578826,-0.00526450,0.57462019,-0.49284776,1.03450441,-0.87743953,0.74272089,-0.62087638,0.29658979,-0.27783469,0.00000000,-0.00000000
-5.75387694,3.87850788,-3.56660069,0.37068354,-0.37012602,2.13074189,-2.03494013,0.00628734,-0.00575031,0.60146008,-0.51424711,1.08939818,-0.92100824,0.77492475,-0.64526778,0.31340397,-0.29410578,0.00000000,-0.00000000
-5.74787394,4.06232973,-3.75505456,0.38798618,-0.38662510,2.23459350,-2.15279196,0.00678760,-0.00624391,0.62753457,-0.53606293,1.14340987,-0.96595468,0.80596100,-0.67013668,0.32992549,-0.31069261,0.00000000,-0.00000000
-5.74187094,4.23682039,-3.94032820,0.40497951,-0.40364299,2.33243810,-2.26732523,0.00728304,-0.00673969,0.65243170,-0.55797505,1.19573396,-1.01166891,0.83528461,-0.69504269,0.34591028,-0.32734827,0.00000000,-0.00000000
-5.73586793,4.39924847,-4.11959964,0.42136845,-0.42082669,2.42277202,-2.37685014,0.00776743,-0.00723172,0.67575038,-0.57964341,1.24557559,-1.05749485,0.86237580,-0.71952455,0.36112157,-0.34381584,0.00000000,-0.00000000
-5.72986493,4.54707532,-4.29006427,0.43688650,-0.43782616,2.50421435,-2.47971600,0.00823446,-0.00771380,0.69711027,-0.60071673,1.29216775,-1.10274570,0.88675424,-0.74311332,0.37533600,-0.35983511,0.00000000,-0.00000000
-5.72386193,4.67802323,-4.44901043,0.45130236,-0.45430458,2.57554555,-2.57435563,0.00867790,-0.00817970,0.71616099,-0.62084165,1.33478764,-1.14672000,0.90799217,-0.76534597,0.38834953,-0.37514945,0.00000000,-0.00000000
-5.71785893,4.79013700,-4.59389427,0.46442546,-0.46994817,2.63574219,-2.65932918,0.00909176,-0.00862323,0.73259052,-0.63967190,1.37277179,-1.18871803,0.92572595,-0.78577904,0.39998294,-0.38951284,0.00000000,-0.00000000
-5.71185593,4.88183644,-4.72241082,0.47611038,-0.48447509,2.68400615,-2.73336515,0.00947046,-0.00903846,0.74613249,-0.65687730,1.40552950,-1.22805772,0.93966561,-0.80400172,0.41008659,-0.40269667,0.00000000,-0.00000000
-5.70585293,4.95195789,-4.83255868,0.48625995,-0.49764338,2.71978723,-2.79539724,0.00980894,-0.00941985,0.75657216,-0.67215218,1.43255446,-1.26409002,0.94960224,-0.81964789,0.41854446,-0.41449607,0.00000000,-0.00000000
-5.69984992,4.99978353,-4.92269554,0.49482694,-0.50925754,2.74279833,-2.84459512,0.01010282,-0.00976237,0.76375101,-0.68522300,1.45343438,-1.29621299,0.95541280,-0.83240664,0.42527720,-0.42473563,0.00000000,-0.00000000
-5.69384692,5.02505750,-4.99158285,0.50181448,-0.51917358,2.75302250,-2.88038819,0.01034849,-0.01006169,0.76756985,-0.69585499,1.46785845,-1.32388464,0.95706252,-0.84203101,0.43024411,-0.43327425,0.00000000,-0.00000000
-5.68784392,5.02798860,-5.03841786,0.50727501,-0.52730257,2.75071201,-2.90248124,0.01054321,-0.01031423,0.76799041,-0.70385765,1.47562266,-1.34663402,0.95460472,-0.84834464,0.43344408,-0.44000895,0.00000000,-0.00000000
-5.68184092,5.00924000,-5.06285242,0.51130803,-0.53361250,2.73637935,-2.91086154,0.01068516,-0.01051727,0.76503551,-0.70908891,1.47663295,-1.36407071,0.94817821,-0.85124613,0.43491524,-0.44487756,0.00000000,-0.00000000
-5.67583792,4.96990659,-5.06499813,0.51405653,-0.53812844,2.71078100,-2.90579731,0.01077348,-0.01066901,0.75878785,-0.71145808,1.47090626,-1.37589240,0.93800255,-0.85071116,0.43473362,-0.44786020,0.00000000,-0.00000000
-5.66983492,4.91148135,-5.04541835,0.51570238,-0.54093121,2.67489462,-2.88782788,0.01080823,-0.01076861,0.74938756,-0.71092757,1.45856955,-1.38189069,0.92437126,-0.84679235,0.43301062,-0.44897952,0.00000000,-0.00000000
-5.66383192,4.83581226,-5.00510791,0.51646082,-0.54215446,2.62989088,-2.85774624,0.01079044,-0.01081616,0.73702857,-0.70751324,1.43985682,-1.38195510,0.90764344,-0.83961699,0.42988955,-0.44829968,0.00000000,-0.00000000
-5.65782891,4.74505165,-4.94546197,0.51657406,-0.54198053,2.57710118,-2.81657498,0.01072197,-0.01081266,0.72195402,-0.70128383,1.41510432,-1.37607531,0.88823402,-0.82938293,0.42554120,-0.44592423,0.00000000,-0.00000000
-5.65182591,4.64159984,-4.86823566,0.51630428,-0.54063497,2.51798247,-2.76553679,0.01060551,-0.01076000,0.70445084,-0.69235917,1.38474394,-1.36434158,0.86660306,-0.81635275,0.42015872,-0.44199286,0.00000000,-0.00000000
-5.64582291,4.52804508,-4.77549644,0.51592623,-0.53838017,2.45408064,-2.70602108,0.01044447,-0.01066086,0.68484364,-0.68090760,1.34929495,-1.34694362,0.84324435,-0.80084664,0.41395191,-0.43667723,0.00000000,-0.00000000
-5.63981991,4.40710178,-4.66957117,0.51571944,-0.53550817,2.38699363,-2.63954792,0.01024283,-0.01051864,0.66348794,-0.66714254,1.30935423,-1.32416768,0.81867363,-0.78323416,0.40714102,-0.43017599,0.00000000,-0.00000000
-5.63381691,4.28154858,-4.55298991,0.51596037,-0.53233276,2.31833553,-2.56773088,0.01000512,-0.01033732,0.64076309,-0.65131834,1.26558500,-1.29639208,0.79341676,-0.76392525,0.39995039,-0.42270915,0.00000000,-0.00000000
-5.62781391,4.15416805,-4.42842812,0.51691461,-0.52918123,2.24970245,-2.49224002,0.00973624,-0.01012141,0.61706475,-0.63372550,1.21870431,-1.26408100,0.76799808,-0.74336072,0.39260205,-0.41451198,0.00000000,-0.00000000
-5.62181091,4.02768919,-4.29864900,0.51882927,-0.52638578,2.18264112,-2.41476605,0.00944140,-0.00987580,0.59279728,-0.61468538,1.16946942,-1.22777679,0.74292909,-0.72200242,0.38530935,-0.40582859,0.00000000,-0.00000000
-5.61580790,3.90473389,-4.16644719,0.52192578,-0.52427484,2.11862073,-2.33698676,0.00912598,-0.00960568,0.56836591,-0.59454439,1.11866333,-1.18809061,0.71869775,-0.70032342,0.37827104,-0.39690545,0.00000000,-0.00000000
-5.60980490,3.78776823,-4.03459496,0.52639326,-0.52316444,2.05900832,-2.26053617,0.00879545,-0.00931639,0.54416908,-0.57366773,1.06707955,-1.14569155,0.69575854,-0.67879815,0.37166584,-0.38798484,0.00000000,-0.00000000
-5.60380190,3.67905921,-3.90579155,0.53238261,-0.52334977,2.00504793,-2.18697692,0.00845529,-0.00901337,0.52059079,-0.55243284,1.01550669,-1.10129445,0.67452339,-0.65789284,0.36564761,-0.37929855,0.00000000,-0.00000000
-5.59779890,3.58063738,-3.78261635,0.54000149,-0.52509708,1.95784357,-2.11777617,0.00811090,-0.00870205,0.49799339,-0.53122243,0.96471287,-1.05564632,0.65535367,-0.63805630,0.36034139,-0.37106197,0.00000000,-0.00000000
-5.59179590,3.49426570,-3.66748592,0.54931042,-0.52863611,1.91834581,-2.05428477,0.00776755,-0.00838774,0.47671059,-0.51041736,0.91543057,-1.00951180,0.63855332,-0.61971102,0.35584042,-0.36346860,0.00000000,-0.00000000
-5.58579290,3.42141464,-3.56261531,0.56032001,-0.53415313,1.88734181,-1.99771978,0.00743029,-0.00807560,0.45704124,-0.49038935,0.86834207,-0.96365783,0.62436338,-0.60324491,0.35220415,-0.35668521,0.00000000,-0.00000000
-5.57978989,3.36324381,-3.46998357,0.57298956,-0.54178484,1.86544849,-1.94914988,0.00710390,-0.00777053,0.43924365,-0.47149362,0.82406607,-0.91883780,0.61295778,-0.58900357,0.34945739,-0.35084780,0.00000000,-0.00000000
-5.57378689,3.32058972,-3.39130340,0.58722705,-0.55161327,1.85310851,-1.90948341,0.00679286,-0.00747711,0.42353081,-0.45406173,0.78314564,-0.87577564,0.60444076,-0.57728326,0.34759061,-0.34605836,0.00000000,-0.00000000
-5.56778389,3.29395983,-3.32799514,0.60289061,-0.56366179,1.85058869,-1.87945867,0.00650126,-0.00719957,0.41006662,-0.43839452,0.74603795,-0.83515022,0.59884587,-0.56832477,0.34656135,-0.34238257,0.00000000,-0.00000000
-5.56178089,3.28353247,-3.28116500,0.61979143,-0.57789248,1.85798065,-1.85963611,0.00623278,-0.00694167,0.39896313,-0.42475561,0.71310608,-0.79758040,0.59613654,-0.56230819,0.34629673,-0.33984863,0.00000000,-0.00000000
-5.55577789,3.28916243,-3.25158768,0.63769806,-0.59420494,1.87520324,-1.85039231,0.00599061,-0.00670670,0.39027902,-0.41336540,0.68461308,-0.76361127,0.59620845,-0.55934873,0.34669697,-0.33844703,0.00000000,-0.00000000
-5.54977489,3.31039182,-3.23969369,0.65634203,-0.61243667,1.90200667,-1.85191537,0.00577743,-0.00649737,0.38401924,-0.40439586,0.66071850,-0.73370192,0.59889335,-0.55949388,0.34763971,-0.33813153,0.00000000,-0.00000000
-5.54377189,3.34646579,-3.24556146,0.67542453,-0.63236509,1.93797803,-1.86420189,0.00559531,-0.00631579,0.38013602,-0.39796630,0.64147739,-0.70821509,0.60396465,-0.56272183,0.34898506,-0.33882113,0.00000000,-0.00000000
-5.53776888,3.39635268,-3.26891464,0.69462405,-0.65371130,1.98254813,-1.88705546,0.00544571,-0.00616341,0.37853096,-0.39414014,0.62684196,-0.68740909,0.61114421,-0.56894137,0.35058108,-0.34040318,0.00000000,-0.00000000
-5.53176588,3.45876788,-3.30912495,0.71360453,-0.67614536,2.03499965,-1.92008694,0.00532940,-0.00604098,0.37905850,-0.39292303,0.61666566,-0.67143222,0.62011053,-0.57799341,0.35226954,-0.34273735,0.00000000,-0.00000000
-5.52576288,3.53220114,-3.36522080,0.73202399,-0.69929326,2.09447648,-1.96271673,0.00524643,-0.00594850,0.38153031,-0.39426217,0.61070959,-0.66031987,0.63050785,-0.58965402,0.35389171,-0.34566048,0.00000000,-0.00000000
-5.51975988,3.61494647,-3.43590193,0.74954301,-0.72274525,2.15999435,-2.01417941,0.00519609,-0.00588521,0.38572075,-0.39804716,0.60865107,-0.65399444,0.64195591,-0.60363912,0.35529387,-0.34899208,0.00000000,-0.00000000
-5.51375688,3.70513425,-3.51956039,0.76583307,-0.74606530,2.23045292,-2.07353114,0.00517693,-0.00584959,0.39137306,-0.40411217,0.61009408,-0.65226817,0.65406020,-0.61961068,0.35633238,-0.35254036,0.00000000,-0.00000000
-5.50775388,3.80076484,-3.61430764,0.78058416,-0.76880161,2.30464927,-2.13966012,0.00518672,-0.00583938,0.39820625,-0.41223955,0.61458122,-0.65484863,0.66642215,-0.63718436,0.35687819,-0.35610846,0.00000000,-0.00000000
-5.50175088,3.89974330,-3.71800789,0.79351173,-0.79049759,2.38129306,-2.21130054,0.00522251,-0.00585159,0.40592225,-0.42216483,0.62160677,-0.66134705,0.67864907,-0.65593838,0.35682040,-0.35950076,0.00000000,-0.00000000
-5.49574787,3.99991470,-3.82831721,0.80436246,-0.81070322,2.45902343,-2.28705015,0.00528067,-0.00588259,0.41421336,-0.43358285,0.63063067,-0.67128897,0.69036348,-0.67542343,0.35606899,-0.36252898,0.00000000,-0.00000000
-5.48974487,4.09909960,-3.94272802,0.81291891,-0.82898622,2.53642764,-2.36539164,0.00535694,-0.00592818,0.42276963,-0.44615508,0.64109272,-0.68412716,0.70121145,-0.69517330,0.35455649,-0.36501792,0.00000000,-0.00000000
-5.48374187,4.19512924,-4.05861805,0.81900299,-0.84494278,2.61206162,-2.44471776,0.00544657,-0.00598370,0.43128596,-0.45951772,0.65242688,-0.69925632,0.71086983,-0.71471594,0.35223868,-0.36681042,0.00000000,-0.00000000
-5.47773887,4.28588030,-4.17330316,0.82247802,-0.85820752,2.68447224,-2.52335996,0.00554439,-0.00604417,0.43946883,-0.47329059,0.66407510,-0.71602918,0.71905212,-0.73358462,0.34909426,-0.36777171,0.00000000,-0.00000000
-5.47173587,4.36930864,-4.28409259,0.82324972,-0.86846223,2.75222111,-2.59962018,0.00564499,-0.00610441,0.44704234,-0.48708632,0.67550035,-0.73377367,0.72551280,-0.75132884,0.34512363,-0.36779261,0.00000000,-0.00000000
-5.46573287,4.44348202,-4.38834551,0.82126598,-0.87544329,2.81390979,-2.67180511,0.00574284,-0.00615922,0.45375361,-0.50051975,0.68619862,-0.75181041,0.73005017,-0.76752461,0.34034698,-0.36679178,0.00000000,-0.00000000
-5.45972986,4.50661111,-4.48352744,0.81651576,-0.87894745,2.86820575,-2.73826211,0.00583247,-0.00620353,0.45937720,-0.51321722,0.69570948,-0.76947029,0.73250768,-0.78178383,0.33480163,-0.36471688,0.00000000,-0.00000000
-5.45372686,4.55707869,-4.56726497,0.80902706,-0.87883586,2.91386871,-2.79741588,0.00590865,-0.00623258,0.46371877,-0.52482538,0.70362501,-0.78611142,0.73277381,-0.79376243,0.32853910,-0.36154456,0.00000000,-0.00000000
-5.44772386,4.59346652,-4.63739724,0.79886434,-0.87503625,2.94977656,-2.84780470,0.00596650,-0.00624204,0.46661762,-0.53501942,0.70959694,-0.80113503,0.73078072,-0.80316713,0.32162184,-0.35727945,0.00000000,-0.00000000
-5.44172086,4.61457936,-4.69202272,0.78612547,-0.86754331,2.97495025,-2.88811502,0.00600171,-0.00622819,0.46794834,-0.54351032,0.71334189,-0.81399986,0.72650179,-0.80976049,0.31411998,-0.35195225,0.00000000,-0.00000000
-5.43571786,4.61946570,-4.72953963,0.77093837,-0.85641721,2.98857653,-2.91721329,0.00601061,-0.00618801,0.46762157,-0.55005102,0.71464461,-0.82423453,0.71994838,-0.81336427,0.30610818,-0.34561694,0.00000000,-0.00000000
-5.42971486,4.60743463,-4.74867904,0.75345748,-0.84178053,2.99002803,-2.93417364,0.00599031,-0.00611928,0.46558380,-0.55444121,0.71335924,-0.83144753,0.71116596,-0.81386101,0.29766278,-0.33834741,0.00000000,-0.00000000
-5.42371186,4.57806835,-4.74852926,0.73386015,-0.82381361,2.97887954,-2.93830051,0.00593880,-0.00602065,0.46181640,-0.55653079,0.70940869,-0.83533468,0.70022994,-0.81119388,0.28885935,-0.33023367,0.00000000,-0.00000000
-5.41770885,4.53122973,-4.72855093,0.71234312,-0.80274863,2.95491994,-2.92914517,0.00585496,-0.00589165,0.45633400,-0.55622177,0.70278227,-0.83568366,0.68724139,-0.80536484,0.27977075,-0.32137777,0.00000000,-0.00000000
-5.41170585,4.46706469,-4.68858228,0.68911904,-0.77886266,2.91815903,-2.90651544,0.00573860,-0.00573272,0.44918217,-0.55346862,0.69353171,-0.83237566,0.67232292,-0.79643135,0.27046568,-0.31188976,0.00000000,-0.00000000
-5.40570285,4.38599893,-4.62883453,0.66441304,-0.75246983,2.86882891,-2.87047828,0.00559044,-0.00554513,0.44043475,-0.54827723,0.68176582,-0.82538420,0.65561484,-0.78450184,0.26100787,-0.30188373,0.00000000,-0.00000000
-5.39969985,4.28872898,-4.54987757,0.63845950,-0.72391308,2.80737955,-2.82135489,0.00541205,-0.00533095,0.43019074,-0.54070240,0.66764408,-0.81477117,0.63727172,-0.76973008,0.25145572,-0.29147420,0.00000000,-0.00000000
-5.39369685,4.17620771,-4.45261677,0.61149888,-0.69355554,2.73446874,-2.75970877,0.00520580,-0.00509291,0.41857100,-0.53084409,0.65136947,-0.80068035,0.61745956,-0.75230892,0.24186246,-0.28077296,0.00000000,-0.00000000
-5.38769385,4.04962439,-4.33826170,0.58377470,-0.66177202,2.65094644,-2.68632699,0.00497470,-0.00483433,0.40571479,-0.51884273,0.63318082,-0.78332889,0.59635342,-0.73246355,0.23227678,-0.26988652,0.00000000,-0.00000000
-5.38169085,3.91038002,-4.20828831,0.55553066,-0.62894074,2.55783426,-2.60219561,0.00472234,-0.00455896,0.39177640,-0.50487360,0.61334496,-0.76299703,0.57413565,-0.71044459,0.22274371,-0.25891406,0.00000000,-0.00000000
-5.37568784,3.76005848,-4.06439587,0.52700787,-0.59543552,2.45630066,-2.50847020,0.00445271,-0.00427085,0.37692174,-0.48914069,0.59214910,-0.74001664,0.55099465,-0.68652136,0.21330582,-0.24794619,0.00000000,-0.00000000
-5.36968484,3.60039449,-3.90846056,0.49844231,-0.56161877,2.34763277,-2.40644268,0.00417006,-0.00397420,0.36132519,-0.47187024,0.56989366,-0.71475909,0.52712400,-0.66097548,0.20400454,-0.23706432,0.00000000,-0.00000000
-5.36368184,3.43323924,-3.74248741,0.47006251,-0.52783522,2.23320598,-2.29750586,0.00387876,-0.00367323,0.34516671,-0.45330425,0.54688578,-0.68762300,0.50272196,-0.63409505,0.19488157,-0.22634063,0.00000000,-0.00000000
-5.35767884,3.26052504,-3.56856230,0.44208747,-0.49440679,2.11445232,-2.18311707,0.00358319,-0.00337204,0.32862919,-0.43369420,0.52343377,-0.65902238,0.47799125,-0.60616957,0.18598024,-0.21583863,0.00000000,-0.00000000
-5.35167584,3.08422984,-3.38880589,0.41472488,-0.46162853,1.99282882,-2.06476216,0.00328753,-0.00307450,0.31189618,-0.41329515,0.49984258,-0.62937563,0.45313886,-0.57748567,0.17734684,-0.20561428,0.00000000,-0.00000000
-5.34567284,2.90634294,-3.20533069,0.38816982,-0.42976566,1.86978694,-1.94392135,0.00299576,-0.00278416,0.29515000,-0.39236050,0.47641052,-0.59909584,0.42837596,-0.54832374,0.16903173,-0.19571739,0.00000000,-0.00000000
