energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.75987994,8.42813391,0.01440598,0.70824109,0.95355089,0.39868666,4.79754049,4.41687767,0.11794350,2.44580030
-5.75387694,8.29018450,0.01522119,0.69089115,0.96248824,0.38653120,4.61963151,4.35698379,0.11588876,2.41446823
-5.74787394,8.13997810,0.01609453,0.67320996,0.96825707,0.37333759,4.44983512,4.28997356,0.11346678,2.37793676
-5.74187094,7.97727762,0.01701838,0.65519451,0.97061427,0.35925125,4.28719449,4.21559507,0.11071238,2.33620973
-5.73586793,7.80200856,0.01798310,0.63685868,0.96936602,0.34442794,4.13082560,4.13368463,0.10766341,2.28934535
-5.72986493,7.61428307,0.01897714,0.61823710,0.96437391,0.32902976,3.97997184,4.04418080,0.10435973,2.23745897
-5.72386193,7.41442109,0.01998722,0.59938833,0.95555980,0.31322098,3.83405143,3.94713754,0.10084219,2.18072484
-5.71785893,7.20296735,0.02099866,0.58039746,0.94290933,0.29716424,3.69269588,3.84273548,0.09715169,2.11937703
-5.71185593,6.98070366,0.02199569,0.56137771,0.92647385,0.28101692,3.55577779,3.73129087,0.09332828,2.05370939
-5.70585293,6.74865522,0.02296190,0.54247100,0.90637071,0.26492807,3.42342712,3.61326155,0.08941048,1.98407452
-5.69984992,6.50809063,0.02388071,0.52384725,0.88278187,0.24903587,3.29603523,3.48924924,0.08543472,1.91088184
-5.69384692,6.26051488,0.02473587,0.50570250,0.85595089,0.23346576,3.17424664,3.35999802,0.08143495,1.83459457
-5.68784392,6.00765530,0.02551204,0.48825557,0.82617822,0.21832922,3.05893895,3.22638849,0.07744244,1.75572580
-5.68184092,5.75144023,0.02619531,0.47174363,0.79381509,0.20372315,2.95119162,3.08942762,0.07348572,1.67483351
-5.67583792,5.49397107,0.02677374,0.45641650,0.75925602,0.18972999,2.85224511,2.95023451,0.06959066,1.59251472
-5.66983492,5.23748808,0.02723784,0.44252992,0.72293030,0.17641822,2.76345183,2.81002222,0.06578068,1.50939867
-5.66383192,4.98433102,0.02758104,0.43033812,0.68529273,0.16384353,2.68622101,2.67007622,0.06207701,1.42613946
-5.65782891,4.73689584,0.02779997,0.42008571,0.64681381,0.15205015,2.62195959,2.53173035,0.05849903,1.34340791
-5.65182591,4.49758886,0.02789478,0.41199938,0.60796995,0.14107262,2.57201160,2.39634091,0.05506457,1.26188331
-5.64582291,4.26878025,0.02786924,0.40627962,0.56923382,0.13093762,2.53759843,2.26526005,0.05179024,1.18224495
-5.63981991,4.05275859,0.02773075,0.40309287,0.53106538,0.12166592,2.51976258,2.13980962,0.04869165,1.10516398
-5.63381691,3.85168840,0.02749023,0.40256447,0.49390385,0.11327437,2.51931720,2.02125633,0.04578363,1.03129579
-5.62781391,3.66757260,0.02716186,0.40477262,0.45816084,0.10577777,2.53680383,1.91078971,0.04308028,0.96127320
-5.62181091,3.50222151,0.02676273,0.40974387,0.42421493,0.09919063,2.57246031,1.80950353,0.04059496,0.89570089
-5.61580790,3.35723008,0.02631232,0.41745033,0.39240789,0.09352890,2.62620049,1.71838175,0.03834022,0.83515110
-5.60980490,3.23396430,0.02583199,0.42780877,0.36304247,0.08881138,2.69760713,1.63828960,0.03632755,0.78016097
-5.60380190,3.13355762,0.02534427,0.44068194,0.33638190,0.08506108,2.78593876,1.56997019,0.03456715,0.73123140
-5.59779890,3.05691759,0.02487224,0.45588196,0.31265087,0.08230640,2.89015043,1.51404672,0.03306762,0.68882764
-5.59179590,3.00474226,0.02443878,0.47317596,0.29203792,0.08058202,3.00892826,1.47103011,0.03183556,0.65338121
-5.58579290,2.97754537,0.02406589,0.49229367,0.27469889,0.07992969,3.14073626,1.44133146,0.03087529,0.62529308
-5.57978989,2.97568879,0.02377408,0.51293675,0.26076117,0.08039879,3.28387390,1.42527842,0.03018846,0.60493770
-5.57378689,2.99942002,0.02358171,0.53478962,0.25032836,0.08204658,3.43654172,1.42313440,0.02977381,0.59266733
-5.56778389,3.04891198,0.02350456,0.55753109,0.24348499,0.08493822,3.59691210,1.43511903,0.02962693,0.58881619
-5.56178089,3.12430236,0.02355540,0.58084654,0.24030085,0.08914638,3.76320160,1.46142829,0.02974016,0.59370381
-5.55577789,3.22572903,0.02374368,0.60443978,0.24083460,0.09475049,3.93374115,1.50225270,0.03010256,0.60763691
-5.54977489,3.35335837,0.02407543,0.62804428,0.24513637,0.10183551,4.10704005,1.55779170,0.03070000,0.63090921
-5.54377189,3.50740342,0.02455314,0.65143291,0.25324891,0.11049010,4.28184012,1.62826260,0.03151533,0.66379865
-5.53776888,3.68812918,0.02517590,0.67442574,0.26520730,0.12080430,4.45715646,1.71390283,0.03252868,0.70656155
-5.53176588,3.89584289,0.02593949,0.69689555,0.28103695,0.13286652,4.63230184,1.81496423,0.03371783,0.75942342
-5.52576288,4.13086803,0.02683669,0.71877042,0.30074997,0.14675995,4.80689271,1.93169889,0.03505869,0.82256633
-5.51975988,4.39350173,0.02785760,0.74003347,0.32434000,0.16255834,4.98083561,2.06433630,0.03652575,0.89611294
-5.51375688,4.68395635,0.02898997,0.76071951,0.35177570,0.18032128,5.15429392,2.21305223,0.03809267,0.98010767
-5.50775388,5.00228724,0.03021962,0.78090883,0.38299329,0.20008913,5.32763598,2.37793059,0.03973278,1.07449553
-5.50175088,5.34830966,0.03153085,0.80071839,0.41788844,0.22187764,5.50136706,2.55891958,0.04141965,1.17909952
-5.49574787,5.72150928,0.03290683,0.82029084,0.45630821,0.24567258,5.67604843,2.75578482,0.04312753,1.29359789
-5.48974487,6.12095123,0.03432994,0.83978204,0.49804336,0.27142468,5.85220810,2.96806172,0.04483187,1.41750236
-5.48374187,6.54519376,0.03578217,0.85934778,0.54282186,0.29904502,6.03024815,3.19501055,0.04650964,1.55013901
-5.47773887,6.99221262,0.03724538,0.87913041,0.59030402,0.32840133,6.21035463,3.43557722,0.04813970,1.69063321
-5.47173587,7.45934259,0.03870161,0.89924625,0.64007983,0.35931541,6.39241550,3.68836333,0.04970304,1.83790019
-5.46573287,7.94324211,0.04013329,0.91977457,0.69166905,0.39156206,6.57595242,3.95160834,0.05118293,1.99064274
-5.45972986,8.43988618,0.04152346,0.94074870,0.74452435,0.42486969,6.76007141,4.22318684,0.05256512,2.14735709
-5.45372686,8.94459164,0.04285598,0.96215001,0.79803773,0.45892290,6.94343637,4.50062277,0.05383786,2.30634795
-5.44772386,9.45207718,0.04411575,0.98390504,0.85155035,0.49336708,7.12426866,4.78112204,0.05499200,2.46575327
-5.44172086,9.95655893,0.04528888,1.00588602,0.90436563,0.52781508,7.30037394,5.06162378,0.05602095,2.62357852
-5.43571786,10.45188019,0.04636293,1.02791479,0.95576524,0.56185597,7.46919650,5.33886955,0.05692076,2.77774021
-5.42971486,10.93167190,0.04732714,1.04976985,1.00502770,0.59506548,7.62789909,5.60948854,0.05769012,2.92611746
-5.42371186,11.38953825,0.04817269,1.07119626,1.05144871,0.62701801,7.77346508,5.87009603,0.05833033,3.06660999
-5.41770885,11.81926032,0.04889297,1.09191761,1.09436251,0.65729967,7.90281809,6.11740099,0.05884535,3.19720060
-5.41170585,12.21500865,0.04948382,1.11164942,1.13316344,0.68552185,8.01295324,6.34831830,0.05924177,3.31601945
-5.40570285,12.57155480,0.04994385,1.13011318,1.16732655,0.71133474,8.10107303,6.56008018,0.05952881,3.42140749
-5.39969985,12.88447155,0.05027459,1.14705005,1.19642639,0.73444014,8.16472072,6.75034141,0.05971829,3.51197603
-5.39369685,13.15031097,0.05048073,1.16223342,1.22015293,0.75460290,8.20190373,6.91727262,0.05982447,3.58665950
-5.38769385,13.36675073,0.05057020,1.17547955,1.23832386,0.77166045,8.21120027,7.05963669,0.05986392,3.64475863
-5.38169085,13.53270009,0.05055415,1.18665563,1.25089241,0.78552970,8.19184295,7.17684364,0.05985527,3.68597165
-5.37568784,13.64835873,0.05044688,1.19568470,1.25795023,0.79621106,8.14377467,7.26898055,0.05981879,3.71041148
-5.36968484,13.71522411,0.05026561,1.20254723,1.25972500,0.80378910,8.06767311,7.33681421,0.05977598,3.71860766
-5.36368184,13.73604545,0.05003004,1.20727920,1.25657275,0.80842979,7.96494249,7.38176566,0.05974896,3.71149240
-5.35767884,13.71472533,0.04976193,1.20996690,1.24896498,0.81037423,7.83767242,7.40585709,0.05975977,3.69037087
-5.35167584,13.65617254,0.04948441,1.21073872,1.23747118,0.80992927,7.68856585,7.41163316,0.05982964,3.65687679
-5.34567284,13.56611259,0.04922126,1.20975453,1.22273732,0.80745511,7.52083981,7.40206014,0.05997807,3.61291490
-5.33966983,13.45086424,0.04899606,1.20719334,1.20546132,0.80335069,7.33810380,7.38040739,0.06022205,3.56059285
-5.33366683,13.31709266,0.04883134,1.20324001,1.18636642,0.79803733,7.14422205,7.35011676,0.06057510,3.50214529
-5.32766383,13.17155047,0.04874763,1.19807187,1.16617374,0.79194149,6.94316661,7.31466586,0.06104655,3.43985357
-5.32166083,13.02081892,0.04876263,1.19184607,1.14557521,0.78547744,6.73886847,7.27743167,0.06164071,3.37596463
-5.31565783,12.87106111,0.04889038,1.18468850,1.12520803,0.77903065,6.53507385,7.24156083,0.06235639,3.31261243
-5.30965483,12.72779838,0.04914058,1.17668483,1.10563177,0.77294266,6.33521254,7.20985222,0.06318646,3.25174566
-5.30365183,12.59571972,0.04951798,1.16787442,1.08730913,0.76749821,6.14228397,7.18465728,0.06411765,3.19506448
-5.29764882,12.47853202,0.05002210,1.15824714,1.07059117,0.76291516,5.95876592,7.16780184,0.06513067,3.14396894
-5.29164582,12.37885700,0.05064694,1.14774359,1.05570751,0.75933763,5.78654920,7.16053266,0.06620047,3.09952119
-5.28564282,12.29817782,0.05138111,1.13625841,1.04276189,0.75683262,5.62690031,7.16349018,0.06729685,3.06242242
-5.27963982,12.23683616,0.05220801,1.12364661,1.03173320,0.75539024,5.48045256,7.17670782,0.06838527,3.03300532
-5.27363682,12.19407798,0.05310636,1.10973243,1.02248168,0.75492735,5.34722456,7.19963689,0.06942786,3.01124162
-5.26763382,12.16814375,0.05405080,1.09432026,1.01475996,0.75529439,5.22666391,7.23119495,0.07038466,2.99676394
-5.26163082,12.15639728,0.05501271,1.07720690,1.00822834,0.75628497,5.11771265,7.26983459,0.07121498,2.98890017
-5.25562781,12.15548561,0.05596124,1.05819450,1.00247337,0.75764762,5.01889017,7.31362853,0.07187877,2.98671856
-5.24962481,12.16152128,0.05686425,1.03710346,0.99702901,0.75909909,4.92838887,7.36036687,0.07233807,2.98908090
-5.24362181,12.17027797,0.05768948,1.01378452,0.99139912,0.76033853,4.84417722,7.40766153,0.07255843,2.99470113
-5.23761881,12.17739030,0.05840561,0.98812956,0.98508047,0.76106177,4.76410537,7.45305330,0.07251012,3.00220659
-5.23161581,12.17854889,0.05898331,0.96008036,0.97758510,0.76097507,4.68600827,7.49411682,0.07216930,3.01019920
-5.22561281,12.16968274,0.05939625,0.92963514,0.96846125,0.75980783,4.60780196,7.52855938,0.07151888,3.01731387
-5.21960980,12.14712211,0.05962189,0.89685243,0.95731188,0.75732353,4.52756932,7.55430980,0.07054919,3.02227208
-5.21360680,12.10773614,0.05964220,0.86185222,0.94381024,0.75332872,4.44363251,7.56959453,0.06925836,3.02392840
-5.20760380,12.04904134,0.05944422,0.82481449,0.92771193,0.74767963,4.35460989,7.57299861,0.06765241,3.02130882
-5.20160080,11.96927841,0.05902036,0.78597513,0.90886314,0.74028638,4.25945643,7.56351006,0.06574508,3.01363960
-5.19559780,11.86745645,0.05836859,0.74561971,0.88720499,0.73111468,4.15748738,7.54054696,0.06355736,3.00036629
-5.18959480,11.74336499,0.05749236,0.70407527,0.86277391,0.72018524,4.04838570,7.50396713,0.06111686,2.98116289
-5.18359180,11.59755580,0.05640045,0.66170092,0.83569850,0.70757102,3.93219458,7.45406122,0.05845687,2.95593141
-5.17758879,11.43129718,0.05510655,0.61887734,0.80619299,0.69339273,3.80929691,7.39153018,0.05561536,2.92479278
-5.17158579,11.24650465,0.05362878,0.57599601,0.77454806,0.67781285,3.68038391,7.31744902,0.05263384,2.88807011
-5.16558279,11.04565239,0.05198907,0.53344857,0.74111942,0.66102865,3.54641553,7.23321881,0.04955616,2.84626561
-5.15957979,10.83167026,0.05021243,0.49161670,0.70631486,0.64326471,3.40857523,7.14050926,0.04642730,2.80003282
-5.15357679,10.60783134,0.04832623,0.45086303,0.67058047,0.62476511,3.26822176,7.04119444,0.04329224,2.75014552
-5.14757379,10.37763495,0.04635939,0.41152328,0.63438669,0.60578603,3.12684054,6.93728421,0.04019488,2.69746511
-5.14157079,10.14468990,0.04434158,0.37389996,0.59821472,0.58658876,2.98599668,6.83085400,0.03717711,2.64290773
-5.13556778,9.91260221,0.04230245,0.33825779,0.56254390,0.56743368,2.84729162,6.72397534,0.03427798,2.58741277
-5.12956478,9.68487115,0.04027093,0.30482074,0.52784060,0.54857525,2.71232487,6.61864966,0.03153308,2.53191370
-5.12356178,9.46479686,0.03827456,0.27377078,0.49454875,0.53025824,2.58266188,6.51674739,0.02897408,2.47731234
-5.11755878,9.25540198,0.03633888,0.24524827,0.46308254,0.51271518,2.45980853,6.41995425,0.02662842,2.42445736
-5.11155578,9.05936923,0.03448697,0.21935359,0.43382117,0.49616518,2.34519258,6.32972635,0.02451922,2.37412725
-5.10555278,8.87899589,0.03273904,0.19615006,0.40710582,0.48081389,2.24015173,6.24725524,0.02266522,2.32701821
-5.09954977,8.71616578,0.03111215,0.17566769,0.38323866,0.46685447,2.14592770,6.17344374,0.02108102,2.28373684
-5.09354677,8.57233825,0.02961999,0.15790751,0.36248380,0.45446958,2.06366552,6.10889308,0.01977724,2.24479738
-5.08754377,8.44855331,0.02827289,0.14284633,0.34506982,0.44383383,1.99441680,6.05390127,0.01876092,2.21062305
-5.08154077,8.34545148,0.02707775,0.13044144,0.33119363,0.43511675,1.93914583,6.00847236,0.01803585,2.18155094
-5.07553777,8.26330622,0.02603827,0.12063522,0.32102524,0.42848570,1.89873704,5.97233587,0.01760299,2.15783967
-5.06953477,8.20206663,0.02515509,0.11335925,0.31471303,0.42410868,1.87400248,5.94497525,0.01746087,2.13967904
-5.06353177,8.16140764,0.02442620,0.10853792,0.31238918,0.42215653,1.86568793,5.92566391,0.01760598,2.12720079
-5.05752876,8.14078473,0.02384722,0.10609124,0.31417475,0.42280433,1.87447645,5.91350725,0.01803312,2.12048974
-5.05152576,8.13949024,0.02341194,0.10593688,0.32018406,0.42623172,1.90098821,5.90748863,0.01873567,2.11959427
-5.04552276,8.15670811,0.02311275,0.10799135,0.33052811,0.43262199,1.94577587,5.90651740,0.01970584,2.12453558
-5.03951976,8.19156432,0.02294117,0.11217031,0.34531652,0.44215962,2.00931470,5.90947676,0.02093484,2.13531504
-5.03351676,8.24317031,0.02288835,0.11838807,0.36465799,0.45502635,2.09198738,5.91526963,0.02241294,2.15191904
-5.02751376,8.31065718,0.02294560,0.12655638,0.38865895,0.47139564,2.19406338,5.92286031,0.02412953,2.17432100
-5.02151076,8.39319883,0.02310485,0.13658260,0.41742031,0.49142566,2.31567325,5.93131039,0.02607303,2.20248030
-5.01550775,8.49002296,0.02335904,0.14836734,0.45103238,0.51525094,2.45677879,5.93980731,0.02823084,2.23633815
-5.00950475,8.60040919,0.02370243,0.16180192,0.48956799,0.54297293,2.61714004,5.94768452,0.03058915,2.27581045
-5.00350175,8.72367459,0.02413092,0.17676562,0.53307394,0.57464983,2.79628060,5.95443237,0.03313278,2.32077799
-4.99749875,8.85914730,0.02464207,0.19312300,0.58156114,0.61028621,2.99345313,5.95969944,0.03584498,2.37107453
-4.99149575,9.00612992,0.02523518,0.21072160,0.63499380,0.64982270,3.20760700,5.96328449,0.03870721,2.42647335
-4.98549275,9.16385474,0.02591117,0.22939001,0.69327805,0.69312662,3.43736026,5.96511953,0.04169898,2.48667311
-4.97948974,9.33143383,0.02667230,0.24893666,0.75625059,0.73998386,3.68097835,5.96524501,0.04479764,2.55128393
-4.97348674,9.50780693,0.02752181,0.26914943,0.82366798,0.79009279,3.93636162,5.96377872,0.04797833,2.61981468
-4.96748374,9.69169114,0.02846350,0.28979620,0.89519716,0.84306061,4.20104387,5.96087995,0.05121386,2.69166245
-4.96148074,9.88153582,0.02950108,0.31062646,0.97040785,0.89840280,4.47220364,5.95671116,0.05447482,2.76610529
-4.95547774,10.07548672,0.03063763,0.33137406,1.04876755,0.95554588,4.74668954,5.95139914,0.05772962,2.84229904
-4.94947474,10.27136253,0.03187488,0.35176099,1.12963957,1.01383388,5.02106057,5.94499832,0.06094478,2.91927914
-4.94347174,10.46664719,0.03321256,0.37150227,1.21228477,1.07253859,5.29164126,5.93745801,0.06408525,2.99596792
-4.93746873,10.65849998,0.03464778,0.39031177,1.29586719,1.13087345,5.55459134,5.92859611,0.06711483,3.07118786
-4.93146573,10.84378520,0.03617447,0.40790874,1.37946395,1.18801099,5.80598816,5.91808073,0.06999674,3.14368075
-4.92546273,11.01912180,0.03778294,0.42402494,1.46207941,1.24310322,6.04191999,5.90542133,0.07269428,3.21213271
-4.91945973,11.18095257,0.03945962,0.43841198,1.54266333,1.29530448,6.25858697,5.88997037,0.07517156,3.27520439
-4.91345673,11.32563109,0.04118691,0.45084866,1.62013288,1.34379585,6.45240640,5.87093564,0.07739428,3.33156558
-4.90745373,11.44952397,0.04294330,0.46114794,1.69339766,1.38781038,6.62011813,5.84740331,0.07933062,3.37993304
-4.90145073,11.54912449,0.04470365,0.46916316,1.76138712,1.42665805,6.75888582,5.81837089,0.08095208,3.41911022
-4.89544772,11.62117315,0.04643976,0.47479338,1.82307947,1.45974945,6.86638969,5.78278861,0.08223432,3.44802714
-4.88944472,11.66278003,0.04812102,0.47798731,1.87753080,1.48661720,6.94090648,5.73960760,0.08315792,3.46577903
-4.88344172,11.67154344,0.04971542,0.47874576,1.92390353,1.50693415,6.98137279,5.68783238,0.08370916,3.47166164
-4.87743872,11.64565910,0.05119052,0.47712245,1.96149272,1.52052749,6.98742867,5.62657528,0.08388052,3.46520187
-4.87143572,11.58401467,0.05251471,0.47322296,1.98974938,1.52738814,6.95943916,5.55510985,0.08367118,3.44618211
-4.86543272,11.48626461,0.05365839,0.46720193,2.00829950,1.52767489,6.89849224,5.47292074,0.08308726,3.41465697
-4.85942971,11.35288142,0.05459527,0.45925854,2.01695799,1.52171303,6.80637315,5.37974715,0.08214188,3.37096160
-4.85342671,11.18518008,0.05530350,0.44963045,2.01573686,1.50998749,6.68551569,5.27561783,0.08085505,3.31571092
-4.84742371,10.98531409,0.05576680,0.43858644,2.00484721,1.49313058,6.53893260,5.16087536,0.07925332,3.24978963
-4.84142071,10.75624244,0.05597535,0.42641799,1.98469475,1.47190496,6.37012779,5.03618871,0.07736924,3.17433328
-4.83541771,10.50166847,0.05592653,0.41343031,1.95586913,1.44718224,6.18299413,4.90255299,0.07524063,3.09070098
-4.82941471,10.22595283,0.05562534,0.39993301,1.91912724,1.41991826,5.98170112,4.76127640,0.07290969,3.00044087
-4.82341171,9.93400379,0.05508462,0.38623095,1.87537148,1.39112584,5.77057720,4.61395495,0.07042197,2.90524957
-4.81740870,9.63114938,0.05432494,0.37261563,1.82562346,1.36184601,5.55399121,4.46243594,0.06782521,2.80692726
-4.81140570,9.32299645,0.05337422,0.35935729,1.77099453,1.33311892,5.33623783,4.30877198,0.06516820,2.70733002
-4.80540270,9.01528201,0.05226711,0.34669832,1.71265411,1.30595523,5.12143105,4.15516752,0.06249949,2.60832125
-4.79939970,8.71372287,0.05104407,0.33484785,1.65179708,1.28130911,4.91340917,4.00392042,0.05986625,2.51172383
-4.79339670,8.42386873,0.04975028,0.32397797,1.58961143,1.26005355,4.71565428,3.85736089,0.05731310,2.41927465
-4.78739370,8.15096414,0.04843435,0.31422144,1.52724736,1.24295872,4.53122783,3.71779044,0.05488105,2.33258295
-4.78139070,7.89982350,0.04714693,0.30567092,1.46578878,1.23067394,4.36272346,3.58742321,0.05260660,2.25309349
-4.77538769,7.67472282,0.04593927,0.29837966,1.40622806,1.22371349,4.21223699,3.46833166,0.05052099,2.18205561
-4.76938469,7.47931067,0.04486165,0.29236352,1.34944480,1.22244650,4.08135287,3.36239848,0.04864952,2.12049858
-4.76338169,7.31654010,0.04396194,0.28760392,1.29618898,1.22709093,3.97114551,3.27127595,0.04701123,2.06921363
-4.75737869,7.18862188,0.04328415,0.28405175,1.24706876,1.23771149,3.88219360,3.19635356,0.04561857,2.02874267
-4.75137569,7.09699894,0.04286712,0.28163178,1.20254309,1.25422124,3.81460504,3.13873424,0.04447742,1.99937344
-4.74537269,7.04234089,0.04274331,0.28024731,1.16291895,1.27638660,3.76805005,3.09921912,0.04358713,1.98114072
-4.73936968,7.02455691,0.04293772,0.27978501,1.12835297,1.30383540,3.74180007,3.07830041,0.04294086,1.97383323
-4.73336668,7.04282515,0.04346708,0.28011950,1.09885715,1.33606761,3.73477026,3.07616153,0.04252599,1.97700542
-4.72736368,7.09563617,0.04433916,0.28111767,1.07430819,1.37246835,3.74556397,3.09268365,0.04232463,1.98999378
-4.72136068,7.18084842,0.04555230,0.28264259,1.05445994,1.41232293,3.77251756,3.12745751,0.04231431,2.01193697
-4.71535768,7.29575328,0.04709523,0.28455686,1.03895845,1.45483356,3.81374502,3.17979948,0.04246870,2.04179932
-4.70935468,7.43714799,0.04894709,0.28672551,1.02735922,1.49913758,3.86718170,3.24877087,0.04275841,2.07839705
-4.70335168,7.60141446,0.05107769,0.28901839,1.01914588,1.54432684,3.93062729,3.33319961,0.04315183,2.12042703
-4.69734867,7.78460259,0.05344808,0.29131218,1.01375008,1.58946818,4.00178827,3.43170356,0.04361599,2.16649742
-4.69134567,7.98251681,0.05601130,0.29349194,1.01057183,1.63362461,4.07832026,3.54271500,0.04411745,2.21515988
-4.68534267,8.19080457,0.05871345,0.29545253,1.00899998,1.67587705,4.15787064,3.66450585,0.04462313,2.26494288
-4.67933967,8.40504565,0.06149493,0.29709973,1.00843221,1.71534628,4.23812200,3.79521359,0.04510114,2.31438564
-4.67333667,8.62084121,0.06429197,0.29835136,1.00829414,1.75121460,4.31683610,3.93286770,0.04552156,2.36207201
-4.66733367,8.83390118,0.06703826,0.29913823,1.00805692,1.78274686,4.39189849,4.07541658,0.04585716,2.40666369
-4.66133067,9.04012849,0.06966675,0.29940515,1.00725302,1.80931015,4.46136285,4.22075518,0.04608401,2.44693196
-4.65532766,9.23569851,0.07211158,0.29911174,1.00548950,1.83039156,4.52349410,4.36675307,0.04618204,2.48178704
-4.64932466,9.41713192,0.07430992,0.29823331,1.00245854,1.84561338,4.57680884,4.51128312,0.04613546,2.51030414
-4.64332166,9.58135884,0.07620390,0.29676144,0.99794473,1.85474499,4.62011138,4.65225043,0.04593304,2.53174526
