energy_ev,total_up,P_s_up,P_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,3.17262168,0.01173048,1.45109368,3.42762932,1.31089956,0.74542081,0.00000000
-5.99399700,3.12416697,0.01240403,1.43901277,3.40305356,1.29656875,0.72980279,0.00000000
-5.98799400,3.07846660,0.01316988,1.42730003,3.38185480,1.28327194,0.71499992,0.00000000
-5.98199100,3.03577233,0.01401539,1.41600002,3.36424101,1.27101227,0.70112058,0.00000000
-5.97598799,2.99634933,0.01492604,1.40519447,3.35039929,1.25981551,0.68826110,0.00000000
-5.96998499,2.96045554,0.01588571,1.39499203,3.34047719,1.24972208,0.67650123,0.00000000
-5.96398199,2.92831968,0.01687699,1.38551649,3.33456305,1.24077824,0.66589978,0.00000000
-5.95797899,2.90011922,0.01788153,1.37689403,3.33266678,1.23302668,0.65649083,0.00000000
-5.95197599,2.87595974,0.01888042,1.36924020,3.33470229,1.22649716,0.64828077,0.00000000
-5.94597299,2.85585700,0.01985455,1.36264731,3.34047273,1.22119787,0.64124637,0.00000000
-5.93996998,2.83972273,0.02078509,1.35717291,3.34965980,1.21710778,0.63533411,0.00000000
-5.93396698,2.82735529,0.02165388,1.35282989,3.36181798,1.21417067,0.63046084,0.00000000
-5.92796398,2.81843575,0.02244384,1.34957889,3.37637441,1.21229113,0.62651586,0.00000000
-5.92196098,2.81252998,0.02313939,1.34732330,3.39263500,1.21133274,0.62336434,0.00000000
-5.91595798,2.80909679,0.02372683,1.34590736,3.40979686,1.21111890,0.62085188,0.00000000
-5.90995498,2.80750213,0.02419464,1.34511751,3.42696705,1.21143605,0.61881023,0.00000000
-5.90395198,2.80703885,0.02453384,1.34468704,3.44318708,1.21203958,0.61706367,0.00000000
-5.89794897,2.80695115,0.02473811,1.34430395,3.45746257,1.21266199,0.61543596,0.00000000
-5.89194597,2.80646300,0.02480405,1.34362179,3.46879678,1.21302307,0.61375740,0.00000000
-5.88594297,2.80480895,0.02473116,1.34227290,3.47622682,1.21284174,0.61187173,0.00000000
-5.87993997,2.80126610,0.02452190,1.33988360,3.47886084,1.21184878,0.60964258,0.00000000
-5.87393697,2.79518547,0.02418158,1.33609047,3.47591438,1.20979999,0.60695899,0.00000000
-5.86793397,2.78602125,0.02371819,1.33055685,3.46674422,1.20648879,0.60373989,0.00000000
-5.86193097,2.77335624,0.02314213,1.32298878,3.45087770,1.20175780,0.59993724,0.00000000
-5.85592796,2.75692193,0.02246595,1.31314932,3.42803589,1.19550835,0.59553760,0.00000000
-5.84992496,2.73661211,0.02170392,1.30087046,3.39814918,1.18770748,0.59056215,0.00000000
-5.84392196,2.71248882,0.02087164,1.28606190,3.36136414,1.17839175,0.58506504,0.00000000
-5.83791896,2.68478023,0.01998558,1.26871608,3.31804094,1.16766745,0.57913015,0.00000000
-5.83191596,2.65387016,0.01906261,1.24890906,3.26874112,1.15570720,0.57286642,0.00000000
-5.82591296,2.62027963,0.01811950,1.22679728,3.21420611,1.14274270,0.56640192,0.00000000
-5.81990995,2.58464122,0.01717252,1.20261009,3.15532729,1.12905409,0.55987700,0.00000000
-5.81390695,2.54766747,0.01623694,1.17663866,3.09310901,1.11495646,0.55343682,0.00000000
-5.80790395,2.51011488,0.01532672,1.14922182,3.02862632,1.10078393,0.54722356,0.00000000
-5.80190095,2.47274559,0.01445413,1.12072955,2.96297963,1.08687259,0.54136882,0.00000000
-5.79589795,2.43628869,0.01362952,1.09154528,2.89724869,1.07354283,0.53598660,0.00000000
-5.78989495,2.40140345,0.01286114,1.06204789,2.83244823,1.06108255,0.53116709,0.00000000
-5.78389195,2.36864663,0.01215502,1.03259455,2.76948780,1.04973192,0.52697175,0.00000000
-5.77788894,2.33844570,0.01151496,1.00350534,2.70913789,1.03967080,0.52342998,0.00000000
-5.77188594,2.31107960,0.01094260,0.97505064,2.65200417,1.03100970,0.52053740,0.00000000
-5.76588294,2.28666832,0.01043752,0.94744186,2.59851124,1.02378469,0.51825608,0.00000000
-5.75987994,2.26517178,0.00999747,0.92082607,2.54889676,1.01795678,0.51651659,0.00000000
-5.75387694,2.24639837,0.00961859,0.89528469,2.50321602,1.01341573,0.51522184,0.00000000
-5.74787394,2.23002243,0.00929573,0.87083636,2.46135669,1.00998827,0.51425259,0.00000000
-5.74187094,2.21560987,0.00902278,0.84744342,2.42306276,1.00745007,0.51347416,0.00000000
-5.73586793,2.20265042,0.00879297,0.82502186,2.38796611,1.00554094,0.51274436,0.00000000
-5.72986493,2.19059453,0.00859926,0.80345368,2.35562379,1.00398220,0.51192177,0.00000000
-5.72386193,2.17889288,0.00843463,0.78260110,2.32555878,1.00249537,0.51087432,0.00000000
-5.71785893,2.16703623,0.00829238,0.76232163,2.29730190,1.00082087,0.50948749,0.00000000
-5.71185593,2.15459310,0.00816641,0.74248303,2.27043222,0.99873585,0.50767174,0.00000000
-5.70585293,2.14124340,0.00805141,0.72297728,2.24461387,0.99606981,0.50536875,0.00000000
-5.69984992,2.12680584,0.00794303,0.70373291,2.21962715,0.99271746,0.50255611,0.00000000
-5.69384692,2.11125766,0.00783799,0.68472483,2.19539204,0.98864772,0.49925018,0.00000000
-5.68784392,2.09474570,0.00773410,0.66598126,2.17198319,0.98390862,0.49550701,0.00000000
-5.68184092,2.07758799,0.00763026,0.64758755,2.14963533,0.97862772,0.49142117,0.00000000
-5.67583792,2.06026599,0.00752644,0.62968653,2.12873916,0.97300803,0.48712251,0.00000000
-5.66983492,2.04340779,0.00742350,0.61247569,2.10982785,0.96731981,0.48277113,0.00000000
-5.66383192,2.02776330,0.00732312,0.59620128,2.09355508,0.96188853,0.47855070,0.00000000
-5.65782891,2.01417256,0.00722758,0.58114972,2.08066578,0.95707980,0.47466047,0.00000000
-5.65182591,2.00352899,0.00713963,0.56763682,2.07196107,0.95328204,0.47130639,0.00000000
-5.64582291,1.99673919,0.00706227,0.55599529,2.06825932,0.95088776,0.46869169,0.00000000
-5.63981991,1.99468133,0.00699861,0.54656123,2.07035499,0.95027437,0.46700756,0.00000000
-5.63381691,1.99816391,0.00695165,0.53966006,2.07897740,0.95178549,0.46642400,0.00000000
-5.62781391,2.00788674,0.00692417,0.53559256,2.09475104,0.95571353,0.46708164,0.00000000
-5.62181091,2.02440566,0.00691860,0.53462147,2.11815917,0.96228431,0.46908458,0.00000000
-5.61580790,2.04810233,0.00693692,0.53695922,2.14951210,0.97164435,0.47249459,0.00000000
-5.60980490,2.07916021,0.00698057,0.54275701,2.18892136,0.98385118,0.47732699,0.00000000
-5.60380190,2.11754734,0.00705043,0.55209579,2.23628048,0.99886702,0.48354818,0.00000000
-5.59779890,2.16300639,0.00714678,0.56497919,2.29125317,1.01655600,0.49107491,0.00000000
-5.59179590,2.21505222,0.00726930,0.58132870,2.35326898,1.03668474,0.49977535,0.00000000
-5.58579290,2.27297667,0.00741709,0.60098120,2.42152657,1.05892633,0.50947176,0.00000000
-5.57978989,2.33586036,0.00758867,0.62368886,2.49500442,1.08286730,0.51994461,0.00000000
