energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.53776888,2.27964184,0.12343529,0.08771134,0.00018490,0.92426601,0.03582643,0.35812050,0.89908996,0.93019230
-5.53176588,2.23245862,0.12974644,0.09268529,0.00021225,0.89108919,0.03520134,0.36115872,0.85619161,0.89192094
-5.52576288,2.20309278,0.13731658,0.09856544,0.00024493,0.86411601,0.03503248,0.36832633,0.81921814,0.86005772
-5.51975988,2.19141981,0.14609911,0.10533403,0.00028334,0.84329427,0.03533571,0.37965928,0.78817176,0.83459463
-5.51375688,2.19685225,0.15601878,0.11295604,0.00032796,0.82838492,0.03611917,0.39511649,0.76287388,0.81533144
-5.50775388,2.21837834,0.16697231,0.12137948,0.00037925,0.81898173,0.03738332,0.41458107,0.74298530,0.80189529
-5.50175088,2.25461149,0.17882975,0.13053595,0.00043769,0.81453563,0.03912091,0.43786282,0.72803061,0.79376488
-5.49574787,2.30384784,0.19143672,0.14034167,0.00050372,0.81438249,0.04131714,0.46470172,0.71742578,0.79029810
-5.48974487,2.36412932,0.20461741,0.15069872,0.00057775,0.81777300,0.04394966,0.49477242,0.71050740,0.79076187
-5.48374187,2.43330982,0.21817819,0.16149661,0.00066013,0.82390347,0.04698872,0.52768941,0.70656251,0.79436283
-5.47773887,2.50912181,0.23191190,0.17261398,0.00075112,0.83194627,0.05039733,0.56301305,0.70485770,0.80027769
-5.47173587,2.58924144,0.24560255,0.18392058,0.00085089,0.84107887,0.05413145,0.60025612,0.70466653,0.80768225
-5.46573287,2.67135014,0.25903049,0.19527933,0.00095947,0.85051045,0.05814025,0.63889117,0.70529426,0.81577796
-5.45972986,2.75319117,0.27197770,0.20654849,0.00107677,0.85950527,0.06236656,0.67835846,0.70609924,0.82381541
-5.45372686,2.83261985,0.28423330,0.21758394,0.00120254,0.86740233,0.06674740,0.71807456,0.70651036,0.83111398
-5.44772386,2.90764690,0.29559895,0.22824149,0.00133639,0.87363065,0.07121469,0.75744170,0.70604044,0.83707735
-5.44172086,2.97647402,0.30589399,0.23837922,0.00147777,0.87772022,0.07569619,0.79585763,0.70429510,0.84120463
-5.43571786,3.03752206,0.31496033,0.24785982,0.00162597,0.87930847,0.08011658,0.83272617,0.70097759,0.84309714
-5.42971486,3.08945148,0.32266672,0.25655292,0.00178017,0.87814247,0.08439880,0.86746822,0.69588949,0.84246102
-5.42371186,3.13117596,0.32891245,0.26433736,0.00193941,0.87407727,0.08846553,0.89953299,0.68892792,0.83910594
-5.41770885,3.16186936,0.33363024,0.27110344,0.00210267,0.86707074,0.09224087,0.92840943,0.68007961,0.83294052
-5.41170585,3.18096704,0.33678825,0.27675501,0.00226885,0.85717562,0.09565206,0.95363749,0.66941250,0.82396494
-5.40570285,3.18816213,0.33839124,0.28121146,0.00243688,0.84452931,0.09863128,0.97481878,0.65706546,0.81226140
-5.39969985,3.18339756,0.33848063,0.28440952,0.00260570,0.82934212,0.10111752,0.99162659,0.64323686,0.79798309
-5.39369685,3.16685464,0.33713358,0.28630481,0.00277433,0.81188466,0.10305821,1.00381457,0.62817239,0.78134240
-5.38769385,3.13893869,0.33446113,0.28687318,0.00294191,0.79247487,0.10441082,1.01122391,0.61215293,0.76259876
-5.38169085,3.10026230,0.33060534,0.28611161,0.00310774,0.77146532,0.10514418,1.01378865,0.59548277,0.74204695
-5.37568784,3.05162672,0.32573555,0.28403887,0.00327131,0.74923121,0.10523951,1.01153880,0.57847863,0.72000605
-5.36968484,2.99400161,0.32004389,0.28069562,0.00343234,0.72615938,0.10469115,1.00460104,0.56145981,0.69680952
-5.36368184,2.92850357,0.31374017,0.27614416,0.00359074,0.70263859,0.10350683,0.99319697,0.54473960,0.67279656
-5.35767884,2.85637355,0.30704634,0.27046768,0.00374667,0.67905131,0.10170765,0.97763879,0.52861807,0.64830501
-5.35167584,2.77895360,0.30019061,0.26376903,0.00390050,0.65576688,0.09932757,0.95832258,0.51337635,0.62366559
-5.34567284,2.69766313,0.29340155,0.25616907,0.00405276,0.63313634,0.09641259,0.93571937,0.49927231,0.59919779
-5.33966983,2.61397522,0.28690239,0.24780465,0.00420414,0.61148858,0.09301959,0.91036433,0.48653764,0.57520691
-5.33366683,2.52939339,0.28090563,0.23882617,0.00435543,0.59112799,0.08921482,0.88284461,0.47537622,0.55198252
-5.32766383,2.44542945,0.27560822,0.22939501,0.00450746,0.57233333,0.08507226,0.85378620,0.46596374,0.52979785
-5.32166083,2.36358309,0.27118765,0.21968073,0.00466104,0.55535785,0.08067177,0.82384045,0.45844850,0.50891024
-5.31565783,2.28532372,0.26779880,0.20985827,0.00481694,0.54043043,0.07609721,0.79367080,0.45295319,0.48956224
-5.30965483,2.21207545,0.26557202,0.20010517,0.00497582,0.52775778,0.07143455,0.76394028,0.44957779,0.47198343
-5.30365183,2.14520542,0.26461224,0.19059895,0.00513819,0.51752746,0.06677002,0.73530022,0.44840333,0.45639267
-5.29764882,2.08601597,0.26499930,0.18151483,0.00530442,0.50991161,0.06218850,0.70838055,0.44949646,0.44300071
-5.29164582,2.03574070,0.26678933,0.17302360,0.00547469,0.50507130,0.05777194,0.68378197,0.45291468,0.43201298
-5.28564282,1.99554415,0.27001716,0.16528994,0.00564907,0.50316116,0.05359812,0.66207006,0.45871213,0.42363243
-5.27963982,1.96652457,0.27469950,0.15847105,0.00582749,0.50433420,0.04973956,0.64377130,0.46694555,0.41806219
-5.27363682,1.94971890,0.28083872,0.15271563,0.00600984,0.50874627,0.04626266,0.62937075,0.47768021,0.41550781
-5.26763382,1.94610868,0.28842689,0.14816305,0.00619600,0.51656007,0.04322708,0.61931108,0.49099539,0.41617892
-5.26163082,1.95662548,0.29744975,0.14494279,0.00638593,0.52794804,0.04068526,0.61399247,0.50698905,0.42028993
-5.25562781,1.98215426,0.30789042,0.14317394,0.00657975,0.54309391,0.03868211,0.61377288,0.52578114,0.42805951
-5.24962481,2.02353300,0.31973230,0.14296462,0.00677778,0.56219235,0.03725477,0.61896800,0.54751525,0.43970863
-5.24362181,2.08154699,0.33296106,0.14441136,0.00698064,0.58544644,0.03643246,0.62985054,0.57235791,0.45545684
-5.23761881,2.15691671,0.34756549,0.14759823,0.00718929,0.61306259,0.03623630,0.64664825,0.60049559,0.47551669
-5.23161581,2.25027825,0.36353688,0.15259564,0.00740500,0.64524283,0.03667922,0.66954028,0.63212867,0.50008608
-5.22561281,2.36215618,0.38086709,0.15945887,0.00762942,0.68217442,0.03776573,0.69865194,0.66746275,0.52933875
-5.21960980,2.49292909,0.39954524,0.16822632,0.00786447,0.72401692,0.03949170,0.73404761,0.70669701,0.56341299
-5.21360680,2.64278902,0.41955322,0.17891737,0.00811234,0.77088722,0.04184414,0.77572227,0.75001014,0.60239883
-5.20760380,2.81169652,0.44086031,0.19153027,0.00837531,0.82284302,0.04480093,0.82359192,0.79754422,0.64632449
-5.20160080,2.99933400,0.46341721,0.20603990,0.00865570,0.87986564,0.04833057,0.87748374,0.84938736,0.69514242
-5.19559780,3.20506022,0.48715003,0.22239576,0.00895566,0.94184318,0.05239206,0.93712669,0.90555581,0.74871594
-5.18959480,3.42786975,0.51195469,0.24052037,0.00927705,1.00855493,0.05693479,1.00214355,0.96597681,0.80680737
-5.18359180,3.66636072,0.53769221,0.26030832,0.00962125,1.07965852,0.06189872,1.07204537,1.03047310,0.86906837
-5.17758879,3.91871488,0.56418545,0.28162615,0.00998904,1.15468058,0.06721471,1.14622931,1.09875032,0.93503374
-5.17158579,4.18269285,0.59121766,0.30431330,0.01038039,1.23301232,0.07280511,1.22398078,1.17038840,1.00411913
-5.16558279,4.45564756,0.61853330,0.32818428,0.01079442,1.31391069,0.07858473,1.30448040,1.24483787,1.07562367
-5.15957979,4.73455749,0.64584120,0.35303220,0.01122930,1.39650574,0.08446202,1.38681641,1.32142183,1.14873779
-5.15357679,5.01608043,0.67282023,0.37863357,0.01168221,1.47981468,0.09034069,1.47000246,1.39934408,1.22255651
-5.14757379,5.29662730,0.69912731,0.40475444,0.01214936,1.56276229,0.09612154,1.55300062,1.47770357,1.29609809
-5.14157079,5.57245411,0.72440756,0.43115760,0.01262607,1.64420741,0.10170461,1.63474900,1.55551480,1.36832759
-5.13556778,5.83976894,0.74830610,0.45761072,0.01310688,1.72297461,0.10699154,1.71419291,1.63173379,1.43818462
-5.12956478,6.09484972,0.77048092,0.48389499,0.01358573,1.79788966,0.11188795,1.79031839,1.70528852,1.50461415
-5.12356178,6.33416722,0.79061623,0.50981384,0.01405616,1.86781744,0.11630606,1.86218651,1.77511249,1.56659916
-5.11755878,6.55450767,0.80843540,0.53520136,0.01451151,1.93170034,0.12016701,1.92896664,1.84018005,1.62319359
-5.11155578,6.75308815,0.82371294,0.55992991,0.01494520,1.98859533,0.12340317,1.98996698,1.89954162,1.67355388
-5.10555278,6.92765886,0.83628451,0.58391631,0.01535100,2.03770767,0.12596011,2.04466057,1.95235703,1.71696770
-5.09954977,7.07658604,0.84605456,0.60712634,0.01572322,2.07841949,0.12779820,2.09270511,1.99792535,1.75287813
-5.09354677,7.19891065,0.85300095,0.62957691,0.01605695,2.11031162,0.12889375,2.13395530,2.03570939,1.78090211
-5.08754377,7.29437889,0.85717616,0.65133592,0.01634827,2.13317732,0.12923965,2.16846666,2.06535375,1.80084200
-5.08154077,7.36344209,0.85870503,0.67251919,0.01659433,2.14702717,0.12884542,2.19649043,2.08669520,1.81268967
-5.07553777,7.40722526,0.85777900,0.69328487,0.01679348,2.15208461,0.12773675,2.21845925,2.09976492,1.81662274
-5.06953477,7.42746537,0.85464708,0.71382507,0.01694524,2.14877243,0.12595442,2.23496430,2.10478238,1.81299318
-5.06353177,7.42642187,0.84960399,0.73435511,0.01705033,2.13769071,0.12355277,2.24672475,2.10214117,1.80230874
-5.05752876,7.40676402,0.84297624,0.75510089,0.01711052,2.11958742,0.12059766,2.25455092,2.09238757,1.78520829
-5.05152576,7.37144056,0.83510662,0.77628467,0.01712850,2.09532326,0.11716413,2.25930304,2.07619302,1.76243233
-5.04552276,7.32353838,0.82633822,0.79811018,0.01710769,2.06583252,0.11333376,2.26184751,2.05432194,1.73479015
-5.03951976,7.26613766,0.81699863,0.82074758,0.01705204,2.03208203,0.10919195,2.26301309,2.02759665,1.70312542
-5.03351676,7.20217080,0.80738534,0.84431916,0.01696576,1.99503047,0.10482508,2.26354916,1.99686132,1.66828202
-5.02751376,7.13429250,0.79775307,0.86888654,0.01685311,1.95558984,0.10031784,2.26408822,1.96294668,1.63107168
-5.02151076,7.06476754,0.78830363,0.89444002,0.01671812,1.91459129,0.09575075,2.26511469,1.92663743,1.59224513
-5.01550775,6.99538177,0.77917901,0.92089076,0.01656446,1.87275674,0.09119793,2.26694153,1.88864379,1.55246795
-5.00950475,6.92738046,0.77045782,0.94806644,0.01639517,1.83067757,0.08672529,2.26969584,1.84957860,1.51230223
-5.00350175,6.86143661,0.76215546,0.97571053,0.01621260,1.78880117,0.08238909,2.27331432,1.80994081,1.47219456
-4.99749875,6.79765017,0.75422775,1.00348549,0.01601828,1.74742573,0.07823502,2.27754858,1.77010602,1.43247066
-4.99149575,6.73557733,0.74657788,1.03098000,0.01581293,1.70670312,0.07429770,2.28198010,1.73032407,1.39333657
-4.98549275,6.67428763,0.73906627,1.05771976,0.01559644,1.66664915,0.07060066,2.28604391,1.69072355,1.35488577
-4.97948974,6.61244503,0.73152262,1.08318171,0.01536799,1.62716057,0.06715677,2.28905984,1.65132250,1.31711163
-4.97348674,6.54840811,0.72375970,1.10681108,0.01512613,1.58803716,0.06396901,2.29026963,1.61204443,1.27992407
-4.96748374,6.48034373,0.71558791,1.12804036,0.01486893,1.54900777,0.06103158,2.28887795,1.57273851,1.24316920
-4.96148074,6.40634791,0.70682994,1.14630974,0.01459422,1.50975848,0.05833127,2.28409550,1.53320251,1.20665083
-4.95547774,6.32456761,0.69733473,1.16108785,0.01429970,1.46996139,0.05584904,2.27518183,1.49320727,1.17015240
-4.94947474,6.23331750,0.68699009,1.17189206,0.01398321,1.42930245,0.05356163,2.26148603,1.45252113,1.13345834
-4.94347174,6.13118600,0.67573323,1.17830744,0.01364287,1.38750695,0.05144325,2.24248335,1.41093327,1.09637359
-4.93746873,6.01712605,0.66355881,1.18000353,0.01327730,1.34436156,0.04946727,2.21780617,1.36827463,1.05874056
-4.93146573,5.89052673,0.65052406,1.17674828,0.01288570,1.29973192,0.04760777,2.18726797,1.32443559,1.02045279
-4.92546273,5.75126323,0.63675077,1.16841860,0.01246805,1.25357533,0.04584097,2.15087935,1.27937979,0.98146493
-4.91945973,5.59972376,0.62242411,1.15500696,0.01202509,1.20594816,0.04414649,2.10885574,1.23315354,0.94179881
-4.91345673,5.43681301,0.60778817,1.13662406,0.01155843,1.15700809,0.04250845,2.06161633,1.18589078,0.90154571
-4.90745373,5.26393331,0.59313872,1.11349727,0.01107050,1.10701129,0.04091629,2.00977475,1.13781363,0.86086488
-4.90145073,5.08294505,0.57881318,1.08596513,0.01056449,1.05630534,0.03936544,1.95412204,1.08922875,0.81997902
-4.89544772,4.89610931,0.56517852,1.05446810,0.01004433,1.00531832,0.03785773,1.89560267,1.04052021,0.77916688
-4.88944472,4.70601587,0.55261737,1.01953613,0.00951450,0.95454505,0.03640168,1.83528499,0.99213917,0.73875392
-4.88344172,4.51550047,0.54151316,0.98177343,0.00897995,0.90453128,0.03501249,1.77432731,0.94459142,0.69910144
-4.87743872,4.32755539,0.53223466,0.94184131,0.00844596,0.85585685,0.03371190,1.71394123,0.89842328,0.66059491
-4.87143572,4.14523721,0.52512083,0.90043956,0.00791792,0.80911857,0.03252798,1.65535368,0.85420675,0.62363228
-4.86543272,3.97157595,0.52046639,0.85828739,0.00740125,0.76491370,0.03149459,1.59976918,0.81252466,0.58861251
-4.85942971,3.80948887,0.51850887,0.81610439,0.00690119,0.72382465,0.03065088,1.54833389,0.77395632,0.55592518
-4.85342671,3.66170229,0.51941769,0.77459230,0.00642271,0.68640548,0.03004055,1.50210272,0.73906449,0.52594123
-4.84742371,3.53068395,0.52328570,0.73441824,0.00597035,0.65317064,0.02971099,1.46201059,0.70838389,0.49900537
-4.84142071,3.41858775,0.53012367,0.69619984,0.00554816,0.62458602,0.02971237,1.42884886,0.68241167,0.47543021
-4.83541771,3.32721231,0.53985796,0.66049265,0.00515960,0.60106262,0.03009644,1.40324756,0.66160003,0.45549211
-4.82941471,3.25797372,0.55233166,0.62778015,0.00480749,0.58295256,0.03091539,1.38566384,0.64635112,0.43942897
-4.82341171,3.21189258,0.56730905,0.59846651,0.00449398,0.57054746,0.03222037,1.37637671,0.63701400,0.42743950
-4.81740870,3.18959455,0.58448352,0.57287203,0.00422057,0.56407865,0.03406004,1.37548806,0.63388366,0.41968409
-4.81140570,3.19132315,0.60348847,0.55123136,0.00398807,0.56371914,0.03647891,1.38292942,0.63720181,0.41628678
-4.80540270,3.21696319,0.62391101,0.53369406,0.00379670,0.56958666,0.03951557,1.39847400,0.64715917,0.41733825
-4.79939970,3.26607289,0.64530777,0.52032745,0.00364605,0.58174760,0.04320091,1.42175315,0.66389879,0.42289933
-4.79339670,3.33792245,0.66722238,0.51112138,0.00353522,0.60022126,0.04755625,1.45227632,0.68752029,0.43300487
-4.78739370,3.43153691,0.68920375,0.50599448,0.00346279,0.62498412,0.05259154,1.48945356,0.71808442,0.44766752
-4.78139070,3.54574114,0.71082451,0.50480166,0.00342695,0.65597377,0.05830362,1.53261964,0.75561781,0.46688133
-4.77538769,3.67920493,0.73169877,0.50734245,0.00342552,0.69309236,0.06467474,1.58105862,0.80011753,0.49062473
-4.76938469,3.83048661,0.75149854,0.51336988,0.00345601,0.73620929,0.07167125,1.63402816,0.85155529,0.51886291
-4.76338169,3.99807374,0.76996795,0.52259961,0.00351570,0.78516310,0.07924270,1.69078265,0.90988107,0.55154929
-4.75737869,4.18041980,0.78693489,0.53471910,0.00360166,0.83976270,0.08732140,1.75059467,0.97502614,0.58862619
-4.75137569,4.37597653,0.80231936,0.54939661,0.00371079,0.89978781,0.09582248,1.81277410,1.04690524,0.63002458
-4.74537269,4.58322127,0.81613834,0.56628997,0.00383988,0.96498895,0.10464453,1.87668473,1.12541810,0.67566297
-4.73936968,4.80067964,0.82850696,0.58505484,0.00398563,1.03508700,0.11367092,1.94175800,1.21045002,0.72544558
-4.73336668,5.02694343,0.83963582,0.60535255,0.00414470,1.10977263,0.12277170,2.00750399,1.30187173,0.77925978
-4.72736368,5.26068424,0.84982475,0.62685739,0.00431371,1.18870566,0.13180619,2.07351936,1.39953824,0.83697314
-4.72136068,5.50066293,0.85945313,0.64926313,0.00448928,1.27151465,0.14062615,2.13949254,1.50328676,0.89842993
-4.71535768,5.74573528,0.86896717,0.67228891,0.00466808,1.35779659,0.14907938,2.20520601,1.61293357,0.96344752
-4.70935468,5.99485368,0.87886462,0.69568415,0.00484684,1.44711693,0.15701381,2.27053576,1.72826965,1.03181246
-4.70335168,6.24706494,0.88967740,0.71923243,0.00502240,1.53900978,0.16428177,2.33544779,1.84905492,1.10327668
-4.69734867,6.50150378,0.90195273,0.74275426,0.00519176,1.63297832,0.17074429,2.39999173,1.97501111,1.17755358
-4.69134567,6.75738159,0.91623323,0.76610837,0.00535206,1.72849514,0.17627540,2.46429128,2.10581297,1.25431431
-4.68534267,7.01397001,0.93303670,0.78919149,0.00550072,1.82500262,0.18076607,2.52853140,2.24107802,1.33318425
-4.67933967,7.27057903,0.95283596,0.81193652,0.00563538,1.92191301,0.18412762,2.59294228,2.38035488,1.41373967
-4.67333667,7.52652924,0.97603939,0.83430886,0.00575400,2.01860833,0.18629467,2.65777996,2.52311044,1.49550494
-4.66733367,7.78111860,1.00297251,0.85630107,0.00585488,2.11443995,0.18722710,2.72330390,2.66871645,1.57795017
-4.66133067,8.03358429,1.03386128,0.87792574,0.00593668,2.20872807,0.18691132,2.78975172,2.81643609,1.66048970
-4.65532766,8.28306087,1.06881731,0.89920700,0.00599843,2.30076128,0.18536049,2.85731199,2.96541144,1.74248164
-4.64932466,8.52853658,1.10782570,0.92017082,0.00603954,2.38979643,0.18261389,2.92609569,3.11465289,1.82322864
-4.64332166,8.76881021,1.15073570,0.94083458,0.00605982,2.47505943,0.17873528,2.99610773,3.26303158,1.90198047
