energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.81390695,4.03321937,-7.46552598,0.02281308,-0.05597760,0.31224939,-1.11818919,0.02194005,-0.02712730,0.00000000,-0.00000000,2.12128996,-3.42891428,0.70595018,-1.03825662,0.03932908,-0.20604414,2.08502406,-3.46841007
-5.80790395,3.93044671,-7.35397526,0.02212702,-0.05307420,0.30288289,-1.09932306,0.02144820,-0.02704658,0.00000000,-0.00000000,2.05054754,-3.42875562,0.69682964,-1.01279150,0.03886295,-0.20267760,2.03074035,-3.42630900
-5.80190095,3.82296817,-7.23587388,0.02134008,-0.05056104,0.29438965,-1.07897025,0.02092219,-0.02698464,0.00000000,-0.00000000,1.97988832,-3.42251291,0.68721614,-0.98762017,0.03854020,-0.19863252,1.97234343,-3.38142722
-5.79589795,3.71239863,-7.11199730,0.02046288,-0.04846530,0.28687946,-1.05729019,0.02037215,-0.02694267,0.00000000,-0.00000000,1.91014113,-3.40968646,0.67741563,-0.96309797,0.03836205,-0.19394060,1.91069681,-3.33399382
-5.78989495,3.60041471,-6.98315699,0.01950797,-0.04680662,0.28045030,-1.03447208,0.01980828,-0.02692062,0.00000000,-0.00000000,1.84204652,-3.38988720,0.66778142,-0.93957640,0.03832837,-0.18864204,1.84670596,-3.28422870
-5.78389195,3.48871064,-6.85018703,0.01848936,-0.04559705,0.27518678,-1.01073298,0.01924047,-0.02691713,0.00000000,-0.00000000,1.77624443,-3.36284162,0.65870401,-0.91739885,0.03843753,-0.18278502,1.78129403,-3.23233706
-5.77788894,3.37895621,-6.71393065,0.01742195,-0.04484118,0.27115921,-0.98631481,0.01867808,-0.02692948,0.00000000,-0.00000000,1.71326624,-3.32839368,0.65060006,-0.89689595,0.03868626,-0.17642497,1.71537828,-3.17850508
-5.77188594,3.27275769,-6.57522659,0.01632111,-0.04453638,0.26842309,-0.96148016,0.01812968,-0.02695371,0.00000000,-0.00000000,1.65353103,-3.28650379,0.64390086,-0.87838038,0.03906960,-0.16962375,1.64984814,-3.12289702
-5.76588294,3.17162205,-6.43489536,0.01520216,-0.04467314,0.26701904,-0.93650692,0.01760282,-0.02698466,0.00000000,-0.00000000,1.59734554,-3.23724480,0.63904043,-0.86214133,0.03958081,-0.16244855,1.58554495,-3.06565358
-5.75987994,3.07692505,-6.29372574,0.01408002,-0.04523555,0.26697283,-0.91168180,0.01710389,-0.02701615,0.00000000,-0.00000000,1.54490745,-3.18079549,0.63644335,-0.84843844,0.04021140,-0.15497060,1.52324414,-3.00689186
-5.75387694,2.98988358,-6.15246174,0.01296883,-0.04620176,0.26829555,-0.88729286,0.01663802,-0.02704118,0.00000000,-0.00000000,1.49631141,-3.11743197,0.63651264,-0.83749565,0.04095112,-0.14726385,1.46363991,-2.94670681
-5.74787394,2.91153247,-6.01179076,0.01188165,-0.04754457,0.27098370,-0.86362138,0.01620898,-0.02705219,0.00000000,-0.00000000,1.45155742,-3.04751742,0.63961786,-0.82949487,0.04178801,-0.13940342,1.40733287,-2.88517430
-5.74187094,2.84270609,-5.87233337,0.01083025,-0.04923204,0.27501920,-0.84093324,0.01581916,-0.02704130,0.00000000,-0.00000000,1.41056089,-2.97149089,0.64608358,-0.82457003,0.04270849,-0.13146412,1.35482069,-2.82235575
-5.73586793,2.78402472,-5.73463526,0.00982497,-0.05122812,0.28036921,-0.81947036,0.01546963,-0.02700063,0.00000000,-0.00000000,1.37316405,-2.88985552,0.65617861,-0.82280147,0.04369734,-0.12351887,1.30649189,-2.75830422
-5.72986493,2.73588585,-5.59916182,0.00887456,-0.05349326,0.28698572,-0.79944232,0.01516016,-0.02692259,0.00000000,-0.00000000,1.33914813,-2.80316686,0.67010591,-0.82421123,0.04473789,-0.11563730,1.26262289,-2.69307165
-5.72386193,2.69846041,-5.46629553,0.00798622,-0.05598512,0.29480498,-0.78101883,0.01488936,-0.02680016,0.00000000,-0.00000000,1.30824598,-2.71202159,0.68799380,-0.82875935,0.04581211,-0.10788437,1.22337800,-2.62671703
-5.71785893,2.67169371,-5.33633625,0.00716553,-0.05865913,0.30374683,-0.76432322,0.01465479,-0.02662720,0.00000000,-0.00000000,1.28015471,-2.61704686,0.70988836,-0.83634155,0.04690074,-0.10031925,1.18881247,-2.55931487
-5.71185593,2.65531099,-5.20950424,0.00641657,-0.06146919,0.31371393,-0.74942732,0.01445310,-0.02639868,0.00000000,-0.00000000,1.25454796,-2.51889059,0.73574746,-0.84678834,0.04798351,-0.09299432,1.15887813,-2.49096354
-5.70585293,2.64882732,-5.08594546,0.00574199,-0.06436822,0.32459105,-0.73634808,0.01428026,-0.02611085,0.00000000,-0.00000000,1.23108759,-2.41821263,0.76543655,-0.85986589,0.04903939,-0.08595454,1.13343136,-2.42179275
-5.69984992,2.65156150,-4.96573873,0.00514309,-0.06730881,0.33624460,-0.72504601,0.01413168,-0.02576146,0.00000000,-0.00000000,1.20943446,-2.31567680,0.79872657,-0.87527864,0.05004683,-0.07923690,1.11224312,-2.35196966
-5.69384692,2.66265370,-4.84890401,0.00462002,-0.07024373,0.34852246,-0.71542567,0.01400242,-0.02534978,0.00000000,-0.00000000,1.18925800,-2.21194374,0.83529398,-0.89267363,0.05098409,-0.07287034,1.09501037,-2.28170290
-5.68784392,2.68108625,-4.73541106,0.00417187,-0.07312654,0.36125426,-0.70733816,0.01388737,-0.02487669,0.00000000,-0.00000000,1.17024451,-2.10766431,0.87472330,-0.91164658,0.05182962,-0.06687570,1.08136871,-2.21124411
-5.68184092,2.70570728,-4.62518796,0.00379684,-0.07591206,0.37425233,-0.70058551,0.01378144,-0.02434462,0.00000000,-0.00000000,1.15210393,-2.00347348,0.91651218,-0.93174949,0.05256246,-0.06126610,1.07090548,-2.14088663
-5.67583792,2.73525676,-4.51812883,0.00349237,-0.07855689,0.38731337,-0.69492698,0.01367968,-0.02375746,0.00000000,-0.00000000,1.13457495,-1.89998462,0.96007917,-0.95249969,0.05316264,-0.05604740,1.06317310,-2.07096112
-5.66983492,2.76839424,-4.41410034,0.00325527,-0.08101990,0.40022096,-0.69008684,0.01357743,-0.02312042,0.00000000,-0.00000000,1.11742857,-1.79778399,1.00477409,-0.97338995,0.05361161,-0.05121885,1.05770206,-2.00182827
-5.66383192,2.80372810,-4.31294687,0.00308184,-0.08326265,0.41274900,-0.68576358,0.01347044,-0.02243987,0.00000000,-0.00000000,1.10046994,-1.69742559,1.04989109,-0.99389945,0.05389272,-0.04677393,1.05401325,-1.93386879
-5.65782891,2.83984550,-4.21449426,0.00296796,-0.08524986,0.42466600,-0.68163989,0.01335496,-0.02172304,0.00000000,-0.00000000,1.08353867,-1.59942627,1.09468413,-1.01350537,0.05399162,-0.04270115,1.05162928,-1.86747117
-5.65182591,2.87534278,-4.11855241,0.00290916,-0.08694977,0.43574032,-0.67739343,0.01322774,-0.02097785,0.00000000,-0.00000000,1.06650778,-1.50426137,1.13838467,-1.03169457,0.05389662,-0.03898506,1.05008452,-1.80301796
-5.64582291,2.90885560,-4.02491702,0.00290071,-0.08833454,0.44574620,-0.67270762,0.01308617,-0.02021261,0.00000000,-0.00000000,1.04928135,-1.41236088,1.18022123,-1.04797527,0.05359910,-0.03560714,1.04893373,-1.74087120
-5.63981991,2.93908846,-3.93337104,0.00293768,-0.08938058,0.45447040,-0.66728233,0.01292817,-0.01943576,0.00000000,-0.00000000,1.03179135,-1.32410648,1.21944027,-1.06188821,0.05309376,-0.03254672,1.04775917,-1.68135817
-5.63381691,2.96484311,-3.84368632,0.00301492,-0.09006883,0.46171938,-0.66084385,0.01275228,-0.01865563,0.00000000,-0.00000000,1.01399378,-1.23982943,1.25532796,-1.07301712,0.05237883,-0.02978184,1.04617619,-1.62475801
-5.62781391,2.98504523,-3.75562592,0.00312717,-0.09038505,0.46732663,-0.65315397,0.01255756,-0.01788025,0.00000000,-0.00000000,0.99586447,-1.15980958,1.28723220,-1.08099816,0.05145621,-0.02729002,1.04383737,-1.57129039
-5.62181091,2.99876923,-3.66894770,0.00326902,-0.09031997,0.47116004,-0.64401774,0.01234354,-0.01711714,0.00000000,-0.00000000,0.97739503,-1.08427550,1.31458404,-1.08552802,0.05033147,-0.02504898,1.04043536,-1.52110674
-5.61580790,3.00526041,-3.58340919,0.00343499,-0.08986945,0.47312890,-0.63328966,0.01211023,-0.01637314,0.00000000,-0.00000000,0.95858909,-1.01340572,1.33691818,-1.08637062,0.04901386,-0.02303721,1.03570466,-1.47428471
-5.60980490,3.00395450,-3.49877419,0.00361954,-0.08903456,0.47319027,-0.62087800,0.01185798,-0.01565436,0.00000000,-0.00000000,0.93945924,-0.94733103,1.35389141,-1.08336204,0.04751608,-0.02123442,1.02942248,-1.43082626
-5.60380190,2.99449388,-3.41482066,0.00381712,-0.08782153,0.47135446,-0.60674733,0.01158746,-0.01496607,0.00000000,-0.00000000,0.92002489,-0.88613757,1.36529876,-1.07641377,0.04585408,-0.01962195,1.02140911,-1.39065936
-5.59779890,2.97674053,-3.33134985,0.00402221,-0.08624170,0.46768931,-0.59091893,0.01129956,-0.01431267,0.00000000,-0.00000000,0.90031126,-0.82987064,1.37108641,-1.06551398,0.04404678,-0.01818303,1.01152791,-1.35364332
-5.59179590,2.95078525,-3.24819609,0.00422942,-0.08431131,0.46232301,-0.57346924,0.01099538,-0.01369775,0.00000000,-0.00000000,0.88034956,-0.77853870,1.37136119,-1.05072687,0.04211560,-0.01690289,0.99968531,-1.31957740
-5.58579290,2.91695313,-3.16523649,0.00443352,-0.08205127,0.45544533,-0.55452642,0.01067615,-0.01312404,0.00000000,-0.00000000,0.86017839,-0.73211752,1.36639590,-1.03219026,0.04008416,-0.01576886,0.98583091,-1.28821201
-5.57978989,2.87580508,-3.08240005,0.00462961,-0.07948677,0.44730700,-0.53426511,0.01034320,-0.01259353,0.00000000,-0.00000000,0.83984630,-0.69055394,1.35663055,-1.01011118,0.03797777,-0.01477036,0.96995804,-1.25926200
-5.57378689,2.82813533,-2.99967522,0.00481314,-0.07664686,0.43821734,-0.51289973,0.00999794,-0.01210751,0.00000000,-0.00000000,0.81941537,-0.65376908,1.34266898,-0.98475992,0.03582302,-0.01389880,0.95210471,-1.23242105
-5.56778389,2.77496487,-2.91711535,0.00498010,-0.07356397,0.42853986,-0.49067645,0.00964182,-0.01166662,0.00000000,-0.00000000,0.79896549,-0.62166079,1.32527113,-0.95646250,0.03364737,-0.01314749,0.93235518,-1.20737644
-5.56178089,2.71753073,-2.83484138,0.00512710,-0.07027329,0.41868604,-0.46786435,0.00927641,-0.01127096,0.00000000,-0.00000000,0.77859913,-0.59410520,1.30534078,-0.92559187,0.03147880,-0.01251142,0.91084199,-1.18382328
-5.55577789,2.65727131,-2.75304148,0.00525151,-0.06681218,0.40910737,-0.44474593,0.00890331,-0.01092009,0.00000000,-0.00000000,0.75844612,-0.57095735,1.28390911,-0.89255813,0.02934552,-0.01198712,0.88774851,-1.16147752
-5.54977489,2.59580750,-2.67196730,0.00535160,-0.06321950,0.40028563,-0.42160754,0.00852425,-0.01061314,0.00000000,-0.00000000,0.73866819,-0.55205093,1.26211422,-0.85779802,0.02727575,-0.01157242,0.86331176,-1.14008705
-5.54377189,2.53491990,-2.59192712,0.00542660,-0.05953494,0.39272174,-0.39872997,0.00814109,-0.01034880,0.00000000,-0.00000000,0.71946281,-0.53719744,1.24117709,-0.82176406,0.02529759,-0.01126629,0.83782535,-1.11944043
-5.53776888,2.47652219,-2.51327607,0.00547688,-0.05579835,0.38692339,-0.37637965,0.00775583,-0.01012538,0.00000000,-0.00000000,0.70106597,-0.52618492,1.22237432,-0.78491369,0.02343904,-0.01106868,0.81164231,-1.09937304
-5.53176588,2.42263083,-2.43640404,0.00550398,-0.05204908,0.38339155,-0.35480075,0.00737069,-0.00994079,0.00000000,-0.00000000,0.68375361,-0.51877662,1.20700828,-0.74769873,0.02172804,-0.01098031,0.78517755,-1.07977045
-5.52576288,2.37533131,-2.36172204,0.00551069,-0.04832535,0.38260639,-0.33420850,0.00698811,-0.00979259,0.00000000,-0.00000000,0.66784138,-0.51471006,1.19637513,-0.71055551,0.02019265,-0.01100263,0.75890964,-1.06056926
-5.51975988,2.33674149,-2.28964787,0.00550112,-0.04466373,0.38501275,-0.31478389,0.00661079,-0.00967797,0.00000000,-0.00000000,0.65368275,-0.51369672,1.19173154,-0.67389596,0.01886127,-0.01113768,0.73338169,-1.04175553
-5.51375688,2.30897237,-2.22059204,0.00548068,-0.04109860,0.39100564,-0.29666999,0.00624170,-0.00959377,0.00000000,-0.00000000,0.64166513,-0.51542278,1.19426070,-0.63810000,0.01776295,-0.01138807,0.70920097,-1.02336127
-5.50775388,2.29408697,-2.15494476,0.00545609,-0.03766176,0.40091601,-0.27996991,0.00588409,-0.00953652,0.00000000,-0.00000000,0.63220428,-0.51955130,1.20503855,-0.60350923,0.01692768,-0.01175696,0.68703713,-1.00545948
-5.50175088,2.29405822,-2.09306498,0.00543534,-0.03438208,0.41499746,-0.26474643,0.00554152,-0.00950243,0.00000000,-0.00000000,0.62573696,-0.52572574,1.22500109,-0.57042237,0.01638666,-0.01224807,0.66761874,-0.98815817
-5.49574787,2.31072649,-2.03527190,0.00542765,-0.03128528,0.43341404,-0.25102319,0.00521781,-0.00948748,0.00000000,-0.00000000,0.62271220,-0.53357518,1.25491369,-0.53909218,0.01617256,-0.01286568,0.65172802,-0.97159396
-5.48974487,2.34575810,-1.98183940,0.00544332,-0.02839374,0.45622980,-0.23878733,0.00491706,-0.00948744,0.00000000,-0.00000000,0.62358136,-0.54272099,1.29534342,-0.50972406,0.01631968,-0.01361466,0.64019352,-0.95592559
-5.48374187,2.40060566,-1.93299359,0.00549367,-0.02572644,0.48340052,-0.22799334,0.00464357,-0.00949799,0.00000000,-0.00000000,0.62878741,-0.55278485,1.34663540,-0.48247618,0.01686394,-0.01450042,0.63388077,-0.94132769
-5.47773887,2.47647152,-1.88891317,0.00559085,-0.02329895,0.51476792,-0.21856789,0.00440188,-0.00951478,0.00000000,-0.00000000,0.63875385,-0.56339764,1.40889415,-0.45746094,0.01784278,-0.01552892,0.63368082,-0.92798514
-5.47173587,2.57427537,-1.84973224,0.00574773,-0.02112347,0.55005698,-0.21041532,0.00419664,-0.00953354,0.00000000,-0.00000000,0.65387362,-0.57420897,1.48197084,-0.43474761,0.01929477,-0.01670654,0.64049659,-0.91608789
-5.46573287,2.69462717,-1.81554482,0.00597765,-0.01920894,0.58887652,-0.20342348,0.00403261,-0.00955019,0.00000000,-0.00000000,0.67449849,-0.58489665,1.56545720,-0.41436575,0.02125907,-0.01803988,0.65522720,-0.90582642
-5.45972986,2.83780622,-1.78641027,0.00629428,-0.01756117,0.63072343,-0.19746968,0.00391457,-0.00956094,0.00000000,-0.00000000,0.70092924,-0.59517559,1.65868689,-0.39630930,0.02377467,-0.01953556,0.67875036,-0.89738752
-5.45372686,3.00374731,-1.76235870,0.00671138,-0.01618298,0.67499057,-0.19242628,0.00384729,-0.00956241,0.00000000,-0.00000000,0.73340706,-0.60480551,1.76074440,-0.38054092,0.02687929,-0.02119982,0.71190304,-0.89095024
-5.44772386,3.19203432,-1.74339530,0.00724254,-0.01507438,0.72097853,-0.18816588,0.00383543,-0.00955166,0.00000000,-0.00000000,0.77210629,-0.61359706,1.87048191,-0.36699633,0.03060818,-0.02303813,0.75546071,-0.88668170
-5.44172086,3.40190175,-1.72950286,0.00790103,-0.01423272,0.76791087,-0.18456575,0.00388348,-0.00952632,0.00000000,-0.00000000,0.81712889,-0.62141562,1.98654375,-0.35558836,0.03499265,-0.02505462,0.81011554,-0.88473253
-5.43571786,3.63224410,-1.72064172,0.00869946,-0.01365277,0.81495272,-0.18151134,0.00399573,-0.00948460,0.00000000,-0.00000000,0.86850055,-0.62818275,2.10739800,-0.34621064,0.04005845,-0.02725153,0.87645417,-0.88523163
-5.42971486,3.88163297,-1.71674676,0.00964965,-0.01332692,0.86123215,-0.17889886,0.00417615,-0.00942530,0.00000000,-0.00000000,0.92616875,-0.63387477,2.23137429,-0.33874064,0.04582411,-0.02962855,0.95493544,-0.88828027
-5.42371186,4.14834130,-1.71772138,0.01076232,-0.01324523,0.90586367,-0.17663682,0.00442837,-0.00934781,0.00000000,-0.00000000,0.99000244,-0.63851873,2.35670680,-0.33304207,0.05229915,-0.03218214,1.04586910,-0.89394536
-5.41770885,4.43037405,-1.72342853,0.01204691,-0.01339551,0.94797304,-0.17464655,0.00475563,-0.00925210,0.00000000,-0.00000000,1.05979353,-0.64218574,2.48158081,-0.32896667,0.05948248,-0.03490491,1.14939599,-0.90225215
-5.41170585,4.72550452,-1.73367960,0.01351137,-0.01376343,0.98672261,-0.17286190,0.00516068,-0.00913859,0.00000000,-0.00000000,1.13525995,-0.64498196,2.60418128,-0.32635544,0.06736085,-0.03778500,1.26547082,-0.91317652
-5.40570285,5.03131505,-1.74822183,0.01516195,-0.01433253,1.02133605,-0.17122809,0.00564580,-0.00900814,0.00000000,-0.00000000,1.21605001,-0.64703790,2.72274167,-0.32503935,0.07590757,-0.04080561,1.39384817,-0.92663747
-5.39969985,5.34524113,-1.76672554,0.01700304,-0.01508436,1.05112152,-0.16970005,0.00621269,-0.00886192,0.00000000,-0.00000000,1.30174805,-0.64849648,2.83559107,-0.32483995,0.08508161,-0.04394460,1.53407280,-0.94249017
-5.39369685,5.66461758,-1.78877238,0.01903704,-0.01599855,1.07549248,-0.16824032,0.00686251,-0.00870128,0.00000000,-0.00000000,1.39188101,-0.64950058,2.94119794,-0.32556984,0.09482707,-0.04717438,1.68547480,-0.96052024
-5.38769385,5.98672561,-1.81384605,0.02126420,-0.01705298,1.09398497,-0.16681681,0.00759580,-0.00852773,0.00000000,-0.00000000,1.48592571,-0.65018089,3.03820870,-0.32703329,0.10507312,-0.05046189,1.84717040,-0.98044000
-5.38169085,6.30883951,-1.84132673,0.02368251,-0.01822395,1.10627092,-0.16540058,0.00841245,-0.00834274,0.00000000,-0.00000000,1.58331664,-0.65064479,3.12547993,-0.32902734,0.11573456,-0.05376895,2.01806863,-1.00188725
-5.37568784,6.62827184,-1.87049055,0.02628762,-0.01948649,1.11216672,-0.16396384,0.00931173,-0.00814776,0.00000000,-0.00000000,1.68345397,-0.65096689,3.20210283,-0.33134334,0.12671284,-0.05705275,2.19688424,-1.02442707
-5.36968484,6.94241593,-1.90051480,0.02907273,-0.02081465,1.11163686,-0.16247831,0.01029219,-0.00794407,0.00000000,-0.00000000,1.78571154,-0.65118189,3.26741935,-0.33376917,0.13789769,-0.06026670,2.38215650,-1.04755718
-5.36368184,7.24878483,-1.93048971,0.03202856,-0.02218194,1.10479242,-0.16091406,0.01135172,-0.00773280,0.00000000,-0.00000000,1.88944460,-0.65128031,3.32102954,-0.33609225,0.14916923,-0.06336147,2.57227365,-1.07071706
-5.35767884,7.54504561,-1.95943676,0.03514323,-0.02356177,1.09188468,-0.15923901,0.01248745,-0.00751488,0.00000000,-0.00000000,1.99399713,-0.65120717,3.36279016,-0.33810317,0.16040060,-0.06628628,2.76550215,-1.09330078
-5.35167584,7.82904832,-1.98633345,0.03840224,-0.02492806,1.07329412,-0.15741883,0.01369576,-0.00729107,0.00000000,-0.00000000,2.09870845,-0.65086403,3.39280495,-0.33959998,0.17146085,-0.06899037,2.96001971,-1.11467343
-5.34567284,8.09884900,-2.01014364,0.04178837,-0.02625580,1.04951542,-0.15541763,0.01497222,-0.00706199,0.00000000,-0.00000000,2.20291907,-0.65011401,3.41140731,-0.34039301,0.18221814,-0.07142463,3.15395089,-1.13419073
