energy_ev,total_up,Ge_p_up,Ge_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,2.10790924,0.90481036,0.00000000,1.08750777,0.98928718,0.47285608,0.00000000
-5.99399700,2.19961359,0.94211803,0.00000000,1.16258836,1.02006445,0.49799179,0.00000000
-5.98799400,2.29152373,0.97959445,0.00000000,1.23992220,1.05048163,0.52352369,0.00000000
-5.98199100,2.38233759,1.01658375,0.00000000,1.31840195,1.07999410,0.54917816,0.00000000
-5.97598799,2.47075564,1.05241459,0.00000000,1.39686868,1.10806734,0.57469404,0.00000000
-5.96998499,2.55550234,1.08641484,0.00000000,1.47413358,1.13418731,0.59982458,0.00000000
-5.96398199,2.63534815,1.11792803,0.00000000,1.54900143,1.15787146,0.62433836,0.00000000
-5.95797899,2.70913173,1.14633097,0.00000000,1.62029554,1.17868008,0.64801925,0.00000000
-5.95197599,2.77578187,1.17105205,0.00000000,1.68688318,1.19622784,0.67066567,0.00000000
-5.94597299,2.83433886,1.19158967,0.00000000,1.74770118,1.21019505,0.69208919,0.00000000
-5.93996998,2.88397453,1.20752973,0.00000000,1.80178049,1.22033828,0.71211309,0.00000000
-5.93396698,2.92401058,1.21856160,0.00000000,1.84826931,1.22649973,0.73057086,0.00000000
-5.92796398,2.95393456,1.22449169,0.00000000,1.88645365,1.22861513,0.74730517,0.00000000
-5.92196098,2.97341289,1.22525381,0.00000000,1.91577487,1.22671942,0.76216746,0.00000000
-5.91595798,2.98230054,1.22091572,0.00000000,1.93584335,1.22094997,0.77501836,0.00000000
-5.90995498,2.98064690,1.21168149,0.00000000,1.94644799,1.21154709,0.78572921,0.00000000
-5.90395198,2.96869740,1.19788914,0.00000000,1.94756094,1.19885138,0.79418451,0.00000000
-5.89794897,2.94689090,1.18000382,0.00000000,1.93933758,1.18329813,0.80028543,0.00000000
-5.89194597,2.91585250,1.15860629,0.00000000,1.92211159,1.16540856,0.80395414,0.00000000
-5.88594297,2.87638194,1.13437745,0.00000000,1.89638530,1.14577827,0.80513860,0.00000000
-5.87993997,2.82943768,1.10807915,0.00000000,1.86281563,1.12506306,0.80381772,0.00000000
-5.87393697,2.77611690,1.08053222,0.00000000,1.82219604,1.10396260,0.80000612,0.00000000
-5.86793397,2.71763176,1.05259245,0.00000000,1.77543509,1.08320241,0.79375838,0.00000000
-5.86193097,2.65528247,1.02512550,0.00000000,1.72353224,1.06351474,0.78517216,0.00000000
-5.85592796,2.59042763,0.99898162,0.00000000,1.66755174,1.04561889,0.77438977,0.00000000
-5.84992496,2.52445256,0.97497122,0.00000000,1.60859528,1.03020158,0.76159802,0.00000000
-5.84392196,2.45873630,0.95384201,0.00000000,1.54777422,1.01789807,0.74702590,0.00000000
-5.83791896,2.39461820,0.93625858,0.00000000,1.48618237,1.00927437,0.73094019,0.00000000
-5.83191596,2.33336472,0.92278496,0.00000000,1.42486981,1.00481123,0.71363892,0.00000000
-5.82591296,2.27613760,0.91387061,0.00000000,1.36481869,1.00489032,0.69544286,0.00000000
-5.81990995,2.22396413,0.90984029,0.00000000,1.30692155,1.00978287,0.67668544,0.00000000
-5.81390695,2.17771042,0.91088767,0.00000000,1.25196270,1.01964111,0.65770148,0.00000000
-5.80790395,2.13805868,0.91707291,0.00000000,1.20060315,1.03449281,0.63881526,0.00000000
-5.80190095,2.10548898,0.92832393,0.00000000,1.15336939,1.05423878,0.62032857,0.00000000
-5.79589795,2.08026656,0.94444114,0.00000000,1.11064618,1.07865373,0.60250937,0.00000000
-5.78989495,2.06243493,0.96510520,0.00000000,1.07267360,1.10739015,0.58558167,0.00000000
-5.78389195,2.05181514,0.98988751,0.00000000,1.03954809,1.13998524,0.56971714,0.00000000
-5.77788894,2.04801167,1.01826291,0.00000000,1.01122752,1.17587075,0.55502900,0.00000000
-5.77188594,2.05042452,1.04962407,0.00000000,0.98753992,1.21438542,0.54156846,0.00000000
-5.76588294,2.05826749,1.08329725,0.00000000,0.96819549,1.25478976,0.52932403,0.00000000
-5.75987994,2.07059211,1.11855882,0.00000000,0.95280144,1.29628284,0.51822359,0.00000000
-5.75387694,2.08631635,1.15465220,0.00000000,0.94087908,1.33802060,0.50813924,0.00000000
-5.74787394,2.10425739,1.19080492,0.00000000,0.93188260,1.37913528,0.49889467,0.00000000
-5.74187094,2.12316726,1.22624517,0.00000000,0.92521882,1.41875549,0.49027454,0.00000000
-5.73586793,2.14177007,1.26021787,0.00000000,0.92026730,1.45602633,0.48203556,0.00000000
-5.72986493,2.15879971,1.29199966,0.00000000,0.91640016,1.49012900,0.47391852,0.00000000
-5.72386193,2.17303651,1.32091267,0.00000000,0.91300089,1.52029940,0.46566080,0.00000000
-5.71785893,2.18334171,1.34633685,0.00000000,0.90948177,1.54584520,0.45700865,0.00000000
-5.71185593,2.18868853,1.36772059,0.00000000,0.90529919,1.56616073,0.44772868,0.00000000
-5.70585293,2.18818876,1.38458952,0.00000000,0.89996669,1.58073948,0.43761810,0.00000000
-5.69984992,2.18111417,1.39655325,0.00000000,0.89306526,1.58918371,0.42651313,0.00000000
-5.69384692,2.16691201,1.40331013,0.00000000,0.88425085,1.59121094,0.41429545,0.00000000
-5.68784392,2.14521435,1.40464984,0.00000000,0.87325901,1.58665728,0.40089632,0.00000000
-5.68184092,2.11584129,1.40045394,0.00000000,0.85990669,1.57547744,0.38629841,0.00000000
-5.67583792,2.07879816,1.39069444,0.00000000,0.84409148,1.55774172,0.37053535,0.00000000
-5.66983492,2.03426722,1.37543050,0.00000000,0.82578844,1.53363007,0.35368919,0.00000000
-5.66383192,1.98259463,1.35480357,0.00000000,0.80504504,1.50342370,0.33588603,0.00000000
-5.65782891,1.92427347,1.32903102,0.00000000,0.78197442,1.46749456,0.31729013,0.00000000
-5.65182591,1.85992384,1.29839876,0.00000000,0.75674763,1.42629322,0.29809702,0.00000000
-5.64582291,1.79027104,1.26325299,0.00000000,0.72958507,1.38033578,0.27852588,0.00000000
-5.63981991,1.71612293,1.22399140,0.00000000,0.70074775,1.33019020,0.25881169,0.00000000
