energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.35167584,1.08499189,0.00967216,0.00000000,0.00439159,0.06873127,0.60907323,0.50873565,0.45683165,0.00000000
-5.34567284,1.13173082,0.01013048,0.00000000,0.00454699,0.07137215,0.62373682,0.53086420,0.47597061,0.00000000
-5.33966983,1.18748679,0.01066095,0.00000000,0.00474705,0.07448228,0.64302667,0.55758126,0.49871336,0.00000000
-5.33366683,1.25159128,0.01125687,0.00000000,0.00498996,0.07801873,0.66660974,0.58861918,0.52473962,0.00000000
-5.32766383,1.32318455,0.01190941,0.00000000,0.00527323,0.08192455,0.69403485,0.62363830,0.55363818,0.00000000
-5.32166083,1.40124112,0.01260786,0.00000000,0.00559377,0.08613049,0.72474787,0.66223885,0.58491740,0.00000000
-5.31565783,1.48460208,0.01333991,0.00000000,0.00594810,0.09055718,0.75811069,0.70397560,0.61801883,0.00000000
-5.30965483,1.57201320,0.01409199,0.00000000,0.00633242,0.09511773,0.79342318,0.74837483,0.65233355,0.00000000
-5.30365183,1.66216725,0.01484971,0.00000000,0.00674288,0.09972057,0.82994756,0.79495273,0.68722067,0.00000000
-5.29764882,1.75374898,0.01559822,0.00000000,0.00717566,0.10427251,0.86693390,0.84323431,0.72202741,0.00000000
-5.29164582,1.84548052,0.01632277,0.00000000,0.00762724,0.10868190,0.90364593,0.89277183,0.75610985,0.00000000
-5.28564282,1.93616523,0.01700910,0.00000000,0.00809450,0.11286166,0.93938592,0.94316177,0.78885355,0.00000000
-5.27963982,2.02472771,0.01764393,0.00000000,0.00857485,0.11673212,0.97351756,0.99405912,0.81969320,0.00000000
-5.27363682,2.11024796,0.01821535,0.00000000,0.00906641,0.12022358,1.00548585,1.04518816,0.84813030,0.00000000
-5.26763382,2.19198764,0.01871320,0.00000000,0.00956804,0.12327838,1.03483296,1.09634884,0.87374814,0.00000000
-5.26163082,2.26940700,0.01912937,0.00000000,0.01007935,0.12585245,1.06120937,1.14741811,0.89622332,0.00000000
-5.25562781,2.34217131,0.01945801,0.00000000,0.01060073,0.12791625,1.08437984,1.19834589,0.91533322,0.00000000
-5.24962481,2.41014622,0.01969566,0.00000000,0.01113327,0.12945512,1.10422379,1.24914565,0.93095909,0.00000000
-5.24362181,2.47338220,0.01984125,0.00000000,0.01167863,0.13046886,1.12073021,1.29987985,0.94308453,0.00000000
-5.23761881,2.53208871,0.01989610,0.00000000,0.01223890,0.13097087,1.13398748,1.35064101,0.95178961,0.00000000
-5.23161581,2.58659946,0.01986369,0.00000000,0.01281639,0.13098657,1.14416855,1.40152920,0.95724075,0.00000000
-5.22561281,2.63733082,0.01974949,0.00000000,0.01341343,0.13055146,1.15151264,1.45262754,0.95967711,0.00000000
-5.21960980,2.68473571,0.01956062,0.00000000,0.01403208,0.12970877,1.15630423,1.50397696,0.95939415,0.00000000
-5.21360680,2.72925586,0.01930550,0.00000000,0.01467393,0.12850702,1.15885083,1.55555195,0.95672536,0.00000000
-5.20760380,2.77127536,0.01899347,0.00000000,0.01533986,0.12699734,1.15946082,1.60723916,0.95202309,0.00000000
-5.20160080,2.81107847,0.01863438,0.00000000,0.01602983,0.12523105,1.15842258,1.65882019,0.94563966,0.00000000
-5.19559780,2.84881450,0.01823822,0.00000000,0.01674267,0.12325732,1.15598622,1.70996027,0.93790965,0.00000000
-5.18959480,2.88447214,0.01781474,0.00000000,0.01747604,0.12112131,1.15234901,1.76020383,0.92913450,0.00000000
-5.18359180,2.91786501,0.01737313,0.00000000,0.01822631,0.11886257,1.14764524,1.80897776,0.91957002,0.00000000
-5.17758879,2.94862960,0.01692176,0.00000000,0.01898858,0.11651414,1.14194114,1.85560274,0.90941754,0.00000000
-5.17158579,2.97623604,0.01646797,0.00000000,0.01975675,0.11410201,1.13523508,1.89931231,0.89881902,0.00000000
-5.16558279,3.00001116,0.01601796,0.00000000,0.02052363,0.11164521,1.12746288,1.93927923,0.88785622,0.00000000
-5.15957979,3.01917264,0.01557669,0.00000000,0.02128117,0.10915636,1.11850781,1.97464775,0.87655381,0.00000000
-5.15357679,3.03287236,0.01514793,0.00000000,0.02202064,0.10664264,1.10821473,2.00457045,0.86488602,0.00000000
-5.14757379,3.04024643,0.01473427,0.00000000,0.02273291,0.10410707,1.09640707,2.02824761,0.85278630,0.00000000
-5.14157079,3.04046882,0.01433727,0.00000000,0.02340874,0.10155008,1.08290592,2.04496700,0.84015917,0.00000000
-5.13556778,3.03280558,0.01395759,0.00000000,0.02403907,0.09897108,1.06754969,2.05414212,0.82689349,0.00000000
-5.12956478,3.01666623,0.01359515,0.00000000,0.02461528,0.09637010,1.05021328,2.05534642,0.81287617,0.00000000
-5.12356178,2.99164946,0.01324932,0.00000000,0.02512942,0.09374925,1.03082551,2.04834186,0.79800554,0.00000000
-5.11755878,2.95758029,0.01291908,0.00000000,0.02557449,0.09111391,1.00938376,2.03309992,0.78220349,0.00000000
-5.11155578,2.91453654,0.01260320,0.00000000,0.02594452,0.08847369,0.98596503,2.00981394,0.76542568,0.00000000
-5.10555278,2.86286319,0.01230036,0.00000000,0.02623475,0.08584291,0.96073272,1.97890191,0.74766938,0.00000000
-5.09954977,2.80317376,0.01200928,0.00000000,0.02644167,0.08324071,0.93393883,1.94099952,0.72897841,0.00000000
-5.09354677,2.73633859,0.01172878,0.00000000,0.02656305,0.08069080,0.90592151,1.89694367,0.70944520,0.00000000
-5.08754377,2.66346093,0.01145786,0.00000000,0.02659786,0.07822074,0.87709809,1.84774724,0.68920988,0.00000000
-5.08154077,2.58584203,0.01119569,0.00000000,0.02654626,0.07586092,0.84795404,1.79456631,0.66845659,0.00000000
-5.07553777,2.50493714,0.01094164,0.00000000,0.02640945,0.07364331,0.81902854,1.73866139,0.64740747,0.00000000
-5.06953477,2.42230499,0.01069524,0.00000000,0.02618957,0.07159995,0.79089731,1.68135450,0.62631472,0.00000000
-5.06353177,2.33955313,0.01045614,0.00000000,0.02588957,0.06976140,0.76415366,1.62398418,0.60545124,0.00000000
-5.05752876,2.25828193,0.01022408,0.00000000,0.02551306,0.06815523,0.73938866,1.56786037,0.58510057,0.00000000
-5.05152576,2.18003006,0.00999885,0.00000000,0.02506424,0.06680453,0.71717129,1.51422112,0.56554656,0.00000000
-5.04552276,2.10622364,0.00978027,0.00000000,0.02454774,0.06572668,0.69802945,1.46419303,0.54706348,0.00000000
-5.03951976,2.03813143,0.00956812,0.00000000,0.02396858,0.06493236,0.68243265,1.41875688,0.52990688,0.00000000
-5.03351676,1.97682769,0.00936218,0.00000000,0.02333212,0.06442484,0.67077682,1.37871964,0.51430573,0.00000000
-5.02751376,1.92316387,0.00916222,0.00000000,0.02264401,0.06419971,0.66337197,1.34469379,0.50045600,0.00000000
-5.02151076,1.87774993,0.00896798,0.00000000,0.02191025,0.06424483,0.66043287,1.31708431,0.48851601,0.00000000
-5.01550775,1.84094551,0.00877925,0.00000000,0.02113712,0.06454078,0.66207303,1.29608361,0.47860343,0.00000000
-5.00950475,1.81286050,0.00859591,0.00000000,0.02033134,0.06506152,0.66830201,1.28167390,0.47079407,0.00000000
-5.00350175,1.79336460,0.00841792,0.00000000,0.01950002,0.06577541,0.67902597,1.27363668,0.46512225,0.00000000
-4.99749875,1.78210460,0.00824545,0.00000000,0.01865079,0.06664641,0.69405138,1.27156839,0.46158253,0.00000000
-4.99149575,1.77852817,0.00807885,0.00000000,0.01779187,0.06763540,0.71309146,1.27490131,0.46013277,0.00000000
-4.98549275,1.78191281,0.00791874,0.00000000,0.01693208,0.06870166,0.73577519,1.28292853,0.46069800,0.00000000
-4.97948974,1.79139833,0.00776603,0.00000000,0.01608094,0.06980426,0.76165840,1.29483181,0.46317508,0.00000000
-4.97348674,1.80602137,0.00762192,0.00000000,0.01524872,0.07090347,0.79023650,1.30971126,0.46743772,0.00000000
-4.96748374,1.82475063,0.00748790,0.00000000,0.01444643,0.07196190,0.82095853,1.32661555,0.47334177,0.00000000
-4.96148074,1.84652140,0.00736573,0.00000000,0.01368586,0.07294564,0.85324193,1.34457179,0.48073044,0.00000000
-4.95547774,1.87026836,0.00725742,0.00000000,0.01297955,0.07382499,0.88648767,1.36261400,0.48943939,0.00000000
-4.94947474,1.89495565,0.00716517,0.00000000,0.01234075,0.07457509,0.92009528,1.37980955,0.49930152,0.00000000
-4.94347174,1.91960357,0.00709130,0.00000000,0.01178338,0.07517619,0.95347728,1.39528287,0.51015126,0.00000000
-4.93746873,1.94331133,0.00703816,0.00000000,0.01132192,0.07561375,0.98607271,1.40823592,0.52182836,0.00000000
-4.93146573,1.96527550,0.00700808,0.00000000,0.01097128,0.07587826,1.01735935,1.41796524,0.53418119,0.00000000
-4.92546273,1.98480413,0.00700325,0.00000000,0.01074666,0.07596493,1.04686422,1.42387521,0.54706927,0.00000000
-4.91945973,2.00132633,0.00702565,0.00000000,0.01066337,0.07587314,1.07417230,1.42548756,0.56036526,0.00000000
-4.91345673,2.01439756,0.00707698,0.00000000,0.01073656,0.07560588,1.09893297,1.42244718,0.57395622,0.00000000
-4.90745373,2.02370081,0.00715856,0.00000000,0.01098098,0.07516905,1.12086435,1.41452420,0.58774422,0.00000000
-4.90145073,2.02904391,0.00727128,0.00000000,0.01141069,0.07457081,1.13975532,1.40161279,0.60164626,0.00000000
-4.89544772,2.03035342,0.00741556,0.00000000,0.01203867,0.07382091,1.15546523,1.38372661,0.61559351,0.00000000
-4.88944472,2.02766544,0.00759135,0.00000000,0.01287647,0.07293010,1.16792158,1.36099160,0.62953004,0.00000000
-4.88344172,2.02111389,0.00779803,0.00000000,0.01393382,0.07190963,1.17711580,1.33363618,0.64341087,0.00000000
-4.87743872,2.01091667,0.00803451,0.00000000,0.01521814,0.07077086,1.18309737,1.30197941,0.65719963,0.00000000
-4.87143572,1.99736036,0.00829920,0.00000000,0.01673416,0.06952493,1.18596673,1.26641749,0.67086583,0.00000000
-4.86543272,1.98078389,0.00859003,0.00000000,0.01848347,0.06818263,1.18586737,1.22740914,0.68438181,0.00000000
-4.85942971,1.96156188,0.00890455,0.00000000,0.02046408,0.06675428,1.18297738,1.18546020,0.69771973,0.00000000
-4.85342671,1.94008815,0.00923994,0.00000000,0.02267009,0.06524973,1.17750108,1.14110804,0.71084848,0.00000000
-4.84742371,1.91675999,0.00959309,0.00000000,0.02509135,0.06367850,1.16966095,1.09490624,0.72373087,0.00000000
-4.84142071,1.89196369,0.00996066,0.00000000,0.02771322,0.06204981,1.15969029,1.04740988,0.73632121,0.00000000
-4.83541771,1.86606190,0.01033917,0.00000000,0.03051646,0.06037282,1.14782695,0.99916201,0.74856342,0.00000000
-4.82941471,1.83938307,0.01072501,0.00000000,0.03347720,0.05865673,1.13430813,0.95068151,0.76038984,0.00000000
-4.82341171,1.81221348,0.01111456,0.00000000,0.03656705,0.05691098,1.11936670,0.90245278,0.77172084,0.00000000
-4.81740870,1.78479192,0.01150418,0.00000000,0.03975338,0.05514535,1.10322873,0.85491735,0.78246529,0.00000000
-4.81140570,1.75730730,0.01189030,0.00000000,0.04299969,0.05337007,1.08611245,0.80846775,0.79252195,0.00000000
-4.80540270,1.72989896,0.01226944,0.00000000,0.04626619,0.05159589,1.06822841,0.76344342,0.80178179,0.00000000
-4.79939970,1.70265982,0.01263819,0.00000000,0.04951048,0.04983411,1.04978069,0.72012903,0.81013110,0.00000000
-4.79339670,1.67564198,0.01299329,0.00000000,0.05268839,0.04809658,1.03096888,0.67875472,0.81745544,0.00000000
-4.78739370,1.64886444,0.01333162,0.00000000,0.05575486,0.04639564,1.01199066,0.63949844,0.82364405,0.00000000
-4.78139070,1.62232264,0.01365016,0.00000000,0.05866498,0.04474408,0.99304474,0.60248989,0.82859484,0.00000000
-4.77538769,1.59599920,0.01394610,0.00000000,0.06137504,0.04315507,0.97433376,0.56781600,0.83221951,0.00000000
-4.76938469,1.56987553,0.01421673,0.00000000,0.06384358,0.04164203,0.95606705,0.53552754,0.83444864,0.00000000
-4.76338169,1.54394352,0.01445956,0.00000000,0.06603244,0.04021859,0.93846298,0.50564651,0.83523660,0.00000000
-4.75737869,1.51821709,0.01467230,0.00000000,0.06790778,0.03889846,0.92175076,0.47817414,0.83456593,0.00000000
-4.75137569,1.49274279,0.01485288,0.00000000,0.06944095,0.03769536,0.90617145,0.45309897,0.83245102,0.00000000
-4.74537269,1.46760921,0.01499952,0.00000000,0.07060925,0.03662295,0.89197815,0.43040496,0.82894086,0.00000000
-4.73936968,1.44295471,0.01511076,0.00000000,0.07139658,0.03569472,0.87943536,0.41007917,0.82412072,0.00000000
-4.73336668,1.41897311,0.01518554,0.00000000,0.07179385,0.03492395,0.86881725,0.39211887,0.81811257,0.00000000
-4.72736368,1.39591717,0.01522322,0.00000000,0.07179925,0.03432364,0.86040511,0.37653800,0.81107414,0.00000000
-4.72136068,1.37409963,0.01522366,0.00000000,0.07141825,0.03390636,0.85448378,0.36337258,0.80319669,0.00000000
-4.71535768,1.35389180,0.01518729,0.00000000,0.07066349,0.03368426,0.85133730,0.35268524,0.79470129,0.00000000
-4.70935468,1.33571973,0.01511508,0.00000000,0.06955437,0.03366883,0.85124366,0.34456854,0.78583393,0.00000000
-4.70335168,1.32005795,0.01500866,0.00000000,0.06811651,0.03387086,0.85446904,0.33914727,0.77685933,0.00000000
-4.69734867,1.30742121,0.01487022,0.00000000,0.06638105,0.03430023,0.86126144,0.33657940,0.76805381,0.00000000
-4.69134567,1.29835415,0.01470260,0.00000000,0.06438378,0.03496568,0.87184404,0.33705593,0.75969748,0.00000000
-4.68534267,1.29341959,0.01450914,0.00000000,0.06216415,0.03587463,0.88640848,0.34079940,0.75206578,0.00000000
-4.67933967,1.29318545,0.01429372,0.00000000,0.05976428,0.03703289,0.90510825,0.34806116,0.74542106,0.00000000
-4.67333667,1.29821096,0.01406060,0.00000000,0.05722780,0.03844438,0.92805250,0.35911737,0.74000416,0.00000000
-4.66733367,1.30903237,0.01381436,0.00000000,0.05459881,0.04011080,0.95530049,0.37426359,0.73602666,0.00000000
-4.66133067,1.32614862,0.01355978,0.00000000,0.05192080,0.04203138,0.98685691,0.39380812,0.73366392,0.00000000
-4.65532766,1.35000737,0.01330169,0.00000000,0.04923567,0.04420245,1.02266838,0.41806403,0.73304928,0.00000000
-4.64932466,1.38099159,0.01304489,0.00000000,0.04658278,0.04661723,1.06262115,0.44733981,0.73426977,0.00000000
-4.64332166,1.41940717,0.01279402,0.00000000,0.04399823,0.04926547,1.10654025,0.48192886,0.73736334,0.00000000
