energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,0.91044518,0.09452735,0.00000000,0.41882345,0.00000000,0.27359269,0.39450485
-5.99399700,0.92621579,0.09827674,0.00000000,0.42080010,0.00000000,0.27737981,0.40468449
-5.98799400,0.94698472,0.10290071,0.00000000,0.42497831,0.00000000,0.28365846,0.41673833
-5.98199100,0.97264767,0.10841237,0.00000000,0.43134545,0.00000000,0.29252369,0.43056161
-5.97598799,1.00302668,0.11481308,0.00000000,0.43985491,0.00000000,0.30403343,0.44602168
-5.96998499,1.03787956,0.12209251,0.00000000,0.45043061,0.00000000,0.31820844,0.46296286
-5.96398199,1.07690906,0.13022874,0.00000000,0.46297153,0.00000000,0.33503250,0.48121106
-5.95797899,1.11977117,0.13918820,0.00000000,0.47735562,0.00000000,0.35445270,0.50057816
-5.95197599,1.16608212,0.14892577,0.00000000,0.49344306,0.00000000,0.37637948,0.52086570
-5.94597299,1.21542358,0.15938463,0.00000000,0.51107857,0.00000000,0.40068672,0.54186794
-5.93996998,1.26734602,0.17049614,0.00000000,0.53009268,0.00000000,0.42721146,0.56337400
-5.93396698,1.32137017,0.18217968,0.00000000,0.55030206,0.00000000,0.45575363,0.58516930
-5.92796398,1.37698701,0.19434252,0.00000000,0.57150896,0.00000000,0.48607568,0.60703619
-5.92196098,1.43365649,0.20687972,0.00000000,0.59350002,0.00000000,0.51790239,0.62875401
-5.91595798,1.49080577,0.21967424,0.00000000,0.61604480,0.00000000,0.55092098,0.65009888
-5.90995498,1.54782756,0.23259724,0.00000000,0.63889429,0.00000000,0.58478184,0.67084323
-5.90395198,1.60407935,0.24550876,0.00000000,0.66177988,0.00000000,0.61910011,0.69075560
-5.89794897,1.65888420,0.25825872,0.00000000,0.68441311,0.00000000,0.65345834,0.70960076
-5.89194597,1.71153389,0.27068849,0.00000000,0.70648665,0.00000000,0.68741042,0.72714063
-5.88594297,1.76129480,0.28263288,0.00000000,0.72767656,0.00000000,0.72048700,0.74313595
-5.87993997,1.80741707,0.29392274,0.00000000,0.74764632,0.00000000,0.75220249,0.75734904
-5.87393697,1.84914705,0.30438811,0.00000000,0.76605248,0.00000000,0.78206356,0.76954771
-5.86793397,1.88574305,0.31386174,0.00000000,0.78255201,0.00000000,0.80957913,0.77951008
-5.86193097,1.91649395,0.32218317,0.00000000,0.79681107,0.00000000,0.83427153,0.78703061
-5.85592796,1.94074019,0.32920303,0.00000000,0.80851505,0.00000000,0.85568873,0.79192667
-5.84992496,1.95789626,0.33478745,0.00000000,0.81737932,0.00000000,0.87341687,0.79404586
-5.84392196,1.96747366,0.33882252,0.00000000,0.82316028,0.00000000,0.88709302,0.79327328
-5.83791896,1.96910328,0.34121848,0.00000000,0.82566618,0.00000000,0.89641729,0.78953880
-5.83191596,1.96255598,0.34191351,0.00000000,0.82476705,0.00000000,0.90116388,0.78282354
-5.82591296,1.94776014,0.34087692,0.00000000,0.82040317,0.00000000,0.90119055,0.77316544
-5.81990995,1.92481514,0.33811149,0.00000000,0.81259165,0.00000000,0.89644586,0.76066336
-5.81390695,1.89399980,0.33365493,0.00000000,0.80143056,0.00000000,0.88697383,0.74547945
-5.80790395,1.85577497,0.32758026,0.00000000,0.78710030,0.00000000,0.87291572,0.72783951
-5.80190095,1.81077992,0.31999499,0.00000000,0.76986199,0.00000000,0.85450864,0.70803113
