energy_ev,total_up,Cd_p_up,Cd_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,0.04654751,0.01743923,0.00581466,0.01118240,0.00021058,0.01393606,0.00000000
-5.99399700,0.03955099,0.01553285,0.00486790,0.00898940,0.00017753,0.01272346,0.00000000
-5.98799400,0.03441744,0.01436781,0.00414478,0.00720651,0.00015304,0.01213865,0.00000000
-5.98199100,0.03098707,0.01391465,0.00362322,0.00577565,0.00013630,0.01216698,0.00000000
-5.97598799,0.02913317,0.01415740,0.00328480,0.00464530,0.00012663,0.01280653,0.00000000
-5.96998499,0.02876185,0.01509371,0.00311476,0.00377051,0.00012353,0.01406775,0.00000000
-5.96398199,0.02981060,0.01673433,0.00310193,0.00311278,0.00012664,0.01597282,0.00000000
-5.95797899,0.03224609,0.01910224,0.00323847,0.00263971,0.00013574,0.01855455,0.00000000
-5.95197599,0.03606106,0.02223122,0.00351956,0.00232460,0.00015073,0.02185488,0.00000000
-5.94597299,0.04127049,0.02616412,0.00394303,0.00214598,0.00017161,0.02592305,0.00000000
-5.93996998,0.04790715,0.03095061,0.00450884,0.00208712,0.00019846,0.03081328,0.00000000
-5.93396698,0.05601661,0.03664468,0.00521862,0.00213550,0.00023141,0.03658216,0.00000000
-5.92796398,0.06565176,0.04330170,0.00607505,0.00228236,0.00027062,0.04328567,0.00000000
-5.92196098,0.07686706,0.05097537,0.00708131,0.00252224,0.00031627,0.05097592,0.00000000
-5.91595798,0.08971252,0.05971441,0.00824042,0.00285259,0.00036849,0.05969770,0.00000000
-5.90995498,0.10422778,0.06955921,0.00955467,0.00327344,0.00042740,0.06948497,0.00000000
-5.90395198,0.12043627,0.08053858,0.01102502,0.00378710,0.00049299,0.08035729,0.00000000
-5.89794897,0.13833978,0.09266664,0.01265056,0.00439801,0.00056520,0.09231652,0.00000000
-5.89194597,0.15791362,0.10594018,0.01442800,0.00511251,0.00064379,0.10534380,0.00000000
-5.88594297,0.17910269,0.12033639,0.01635130,0.00593885,0.00072842,0.11939707,0.00000000
-5.87993997,0.20181858,0.13581132,0.01841134,0.00688705,0.00081857,0.13440924,0.00000000
-5.87393697,0.22593791,0.15229917,0.02059575,0.00796896,0.00091355,0.15028721,0.00000000
