energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,0.91385560,0.03763654,0.00000000,0.60785203,0.26762456,0.00222483,0.26144611
-5.99399700,0.95905953,0.04031968,0.00000000,0.63843287,0.28036069,0.00231336,0.27661826
-5.98799400,1.00151666,0.04306078,0.00000000,0.66733454,0.29210603,0.00239222,0.29162365
-5.98199100,1.04084121,0.04585506,0.00000000,0.69431100,0.30272199,0.00245998,0.30642085
-5.97598799,1.07676528,0.04869975,0.00000000,0.71919466,0.31210190,0.00251559,0.32100332
-5.96998499,1.10914798,0.05159380,0.00000000,0.74190219,0.32017411,0.00255841,0.33540040
-5.96398199,1.13798045,0.05453752,0.00000000,0.76243768,0.32690404,0.00258818,0.34967700
-5.95797899,1.16338633,0.05753209,0.00000000,0.78089274,0.33229506,0.00260510,0.36393175
-5.95197599,1.18561754,0.06057894,0.00000000,0.79744364,0.33638811,0.00260977,0.37829383
-5.94597299,1.20504579,0.06367907,0.00000000,0.81234557,0.33926024,0.00260323,0.39291833
-5.93996998,1.22214992,0.06683239,0.00000000,0.82592429,0.34102201,0.00258688,0.40798057
-5.93396698,1.23749999,0.07003706,0.00000000,0.83856562,0.34181409,0.00256247,0.42366941
-5.92796398,1.25173865,0.07328887,0.00000000,0.85070323,0.34180313,0.00253205,0.44017995
-5.92196098,1.26556088,0.07658080,0.00000000,0.86280529,0.34117719,0.00249790,0.45770594
-5.91595798,1.27969281,0.07990270,0.00000000,0.87536065,0.34014089,0.00246250,0.47643221
-5.90995498,1.29487069,0.08324116,0.00000000,0.88886507,0.33891053,0.00242841,0.49652740
-5.90395198,1.31182072,0.08657958,0.00000000,0.90380792,0.33770939,0.00239821,0.51813746
-5.89794897,1.33124030,0.08989847,0.00000000,0.92065991,0.33676319,0.00237448,0.54137994
-5.89194597,1.35378138,0.09317590,0.00000000,0.93986199,0.33629599,0.00235962,0.56633939
-5.88594297,1.38003592,0.09638813,0.00000000,0.96181561,0.33652628,0.00235590,0.59306400
-5.87993997,1.41052368,0.09951036,0.00000000,0.98687439,0.33766356,0.00236528,0.62156333
-5.87393697,1.44568221,0.10251758,0.00000000,1.01533705,0.33990499,0.00238943,0.65180731
-5.86793397,1.48585862,0.10538534,0.00000000,1.04744143,0.34343226,0.00242963,0.68372627
-5.86193097,1.53130300,0.10809058,0.00000000,1.08335938,0.34840846,0.00248673,0.71721176
-5.85592796,1.58216282,0.11061228,0.00000000,1.12319220,0.35497483,0.00256111,0.75211821
-5.84992496,1.63847820,0.11293198,0.00000000,1.16696649,0.36324733,0.00265264,0.78826491
-5.84392196,1.70017749,0.11503414,0.00000000,1.21463020,0.37331309,0.00276071,0.82543834
-5.83791896,1.76707321,0.11690623,0.00000000,1.26604879,0.38522655,0.00288416,0.86339467
-5.83191596,1.83885814,0.11853867,0.00000000,1.32100166,0.39900564,0.00302132,0.90186204
-5.82591296,1.91510199,0.11992457,0.00000000,1.37917885,0.41462793,0.00317003,0.94054298
-5.81990995,1.99524871,0.12105922,0.00000000,1.44017858,0.43202710,0.00332769,0.97911652
-5.81390695,2.07861526,0.12193959,0.00000000,1.50350572,0.45108992,0.00349129,1.01724041
-5.80790395,2.16439222,0.12256367,0.00000000,1.56857202,0.47165411,0.00365751,1.05455327
-5.80190095,2.25164707,0.12292981,0.00000000,1.63469828,0.49350729,0.00382277,1.09067705
-5.79589795,2.33933083,0.12303617,0.00000000,1.70111920,0.51638733,0.00398335,1.12521980
-5.78989495,2.42628860,0.12288022,0.00000000,1.76699126,0.53998441,0.00413550,1.15777909
-5.78389195,2.51127449,0.12245845,0.00000000,1.83140383,0.56394484,0.00427552,1.18794607
-5.77788894,2.59297124,0.12176625,0.00000000,1.89339391,0.58787684,0.00439993,1.21531055
-5.77188594,2.67001448,0.12079800,0.00000000,1.95196423,0.61135822,0.00450554,1.23946683
-5.76588294,2.74102131,0.11954735,0.00000000,2.00610456,0.63394575,0.00458958,1.26002067
-5.75987994,2.80462261,0.11800781,0.00000000,2.05481577,0.65518621,0.00464981,1.27659706
-5.75387694,2.85949824,0.11617334,0.00000000,2.09713591,0.67462849,0.00468461,1.28884863
-5.74787394,2.90441393,0.11403917,0.00000000,2.13216751,0.69183655,0.00469301,1.29646467
-5.74187094,2.93825838,0.11160265,0.00000000,2.15910503,0.70640257,0.00467482,1.29918022
-5.73586793,2.96007935,0.10886411,0.00000000,2.17726135,0.71795990,0.00463055,1.29678493
-5.72986493,2.96911681,0.10582763,0.00000000,2.18609222,0.72619509,0.00456152,1.28913138
-5.72386193,2.96483196,0.10250172,0.00000000,2.18521750,0.73085861,0.00446975,1.27614228
-5.71785893,2.94693042,0.09889978,0.00000000,2.17443815,0.73177364,0.00435796,1.25781624
-5.71185593,2.91537865,0.09504044,0.00000000,2.15374813,0.72884270,0.00422946,1.23423180
-5.70585293,2.87041239,0.09094755,0.00000000,2.12334048,0.72205153,0.00408811,1.20554927
-5.69984992,2.81253676,0.08665004,0.00000000,2.08360717,0.71147033,0.00393814,1.17201035
-5.69384692,2.74251767,0.08218144,0.00000000,2.03513255,0.69725207,0.00378407,1.13393524
-5.68784392,2.66136471,0.07757927,0.00000000,1.97868047,0.67962807,0.00363058,1.09171742
-5.68184092,2.57030613,0.07288422,0.00000000,1.91517554,0.65890094,0.00348234,1.04581612
-5.67583792,2.47075683,0.06813915,0.00000000,1.84567906,0.63543528,0.00334390,0.99674668
-5.66983492,2.36428046,0.06338811,0.00000000,1.77136066,0.60964649,0.00321952,0.94506928
-5.66383192,2.25254733,0.05867521,0.00000000,1.69346663,0.58198819,0.00311310,0.89137623
-5.65782891,2.13728962,0.05404360,0.00000000,1.61328617,0.55293881,0.00302801,0.83627851
-5.65182591,2.02025565,0.04953449,0.00000000,1.53211695,0.52298781,0.00296700,0.78039192
-5.64582291,1.90316512,0.04518630,0.00000000,1.45123116,0.49262219,0.00293216,0.72432343
-5.63981991,1.78766682,0.04103390,0.00000000,1.37184347,0.46231380,0.00292478,0.66865816
-5.63381691,1.67530044,0.03710813,0.00000000,1.29508196,0.43250773,0.00294538,0.61394749
-5.62781391,1.56746374,0.03343535,0.00000000,1.22196310,0.40361243,0.00299365,0.56069877
-5.62181091,1.46538606,0.03003734,0.00000000,1.15337158,0.37599166,0.00306845,0.50936664
-5.61580790,1.37010895,0.02693126,0.00000000,1.09004556,0.34995846,0.00316786,0.46034660
-5.60980490,1.28247407,0.02412976,0.00000000,1.03256767,0.32577135,0.00328918,0.41397053
-5.60380190,1.20311858,0.02164130,0.00000000,0.98136175,0.30363265,0.00342906,0.37050444
-5.59779890,1.13247748,0.01947049,0.00000000,0.93669518,0.28368876,0.00358354,0.33014822
-5.59179590,1.07079227,0.01761851,0.00000000,0.89868632,0.26603231,0.00374820,0.29303731
-5.58579290,1.01812513,0.01608362,0.00000000,0.86731632,0.25070585,0.00391822,0.25924601
-5.57978989,0.97437738,0.01486152,0.00000000,0.84244447,0.23770674,0.00408860,0.22879210
-5.57378689,0.93931093,0.01394587,0.00000000,0.82382616,0.22699291,0.00425422,0.20164253
-5.56778389,0.91257165,0.01332859,0.00000000,0.81113225,0.21848917,0.00441006,0.17771982
