energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.69384692,6.34918685,0.20973029,0.00178209,0.04280959,4.87777400,4.04310266,2.86662069
-5.68784392,6.22154645,0.20682498,0.00174967,0.04252157,4.77693744,3.94491984,2.82431642
-5.68184092,6.07720395,0.20383723,0.00171185,0.04211636,4.66207918,3.83633116,2.77296846
-5.67583792,5.91953010,0.20084238,0.00166946,0.04160262,4.53587399,3.71984170,2.71390012
-5.66983492,5.75195623,0.19790051,0.00162336,0.04099012,4.40108034,3.59799248,2.64851891
-5.66383192,5.57789226,0.19505500,0.00157445,0.04028946,4.26047311,3.47330163,2.57827982
-5.65782891,5.40065612,0.19233224,0.00152360,0.03951182,4.11678383,3.34821329,2.50465137
-5.65182591,5.22341690,0.18974231,0.00147169,0.03866876,3.97265018,3.22505572,2.42908581
-5.64582291,5.04915274,0.18728060,0.00141957,0.03777210,3.83057578,3.10600913,2.35299414
-5.63981991,4.88062331,0.18493037,0.00136808,0.03683385,3.69290078,2.99308338,2.27772631
-5.63381691,4.72035598,0.18266588,0.00131800,0.03586619,3.56178254,2.88810472,2.20455673
-5.62781391,4.57064362,0.18045601,0.00127008,0.03488146,3.43918537,2.79271017,2.13467451
-5.62181091,4.43355121,0.17826814,0.00122503,0.03389231,3.32687758,2.70834799,2.06917763
-5.61580790,4.31092833,0.17607196,0.00118351,0.03291167,3.22643367,2.63628195,2.00907022
-5.60980490,4.20442372,0.17384305,0.00114616,0.03195293,3.13923932,2.57759735,1.95526145
-5.60380190,4.11549880,0.17156596,0.00111356,0.03102992,3.06649681,2.53320663,1.90856506
-5.59779890,4.04543680,0.16923664,0.00108626,0.03015694,3.00922875,2.50385268,1.86969821
-5.59179590,3.99534519,0.16686398,0.00106477,0.02934876,2.96827825,2.49010844,1.83927867
-5.58579290,3.96614949,0.16447054,0.00104954,0.02862040,2.94430420,2.49237175,1.81781964
-5.57978989,3.95857759,0.16209219,0.00104098,0.02798701,2.93777124,2.51085524,1.80572179
-5.57378689,3.97313489,0.15977693,0.00103944,0.02746350,2.94893417,2.54557146,1.80326251
-5.56778389,4.01007123,0.15758271,0.00104518,0.02706422,2.97781785,2.59631426,1.81058272
-5.56178089,4.06934181,0.15557464,0.00105840,0.02680243,3.02419376,2.66263786,1.82767204
-5.55577789,4.15056504,0.15382152,0.00107918,0.02668980,3.08755546,2.74383571,1.85435341
-5.54977489,4.25298068,0.15239205,0.00110749,0.02673586,3.16709507,2.83892131,1.89026844
-5.54377189,4.37541240,0.15135086,0.00114319,0.02694744,3.26168374,2.94661348,1.93486504
-5.53776888,4.51623848,0.15075467,0.00118600,0.02732807,3.36985847,3.06532851,1.98738892
-5.53176588,4.67337465,0.15064872,0.00123547,0.02787753,3.48981809,3.19318139,2.04688027
-5.52576288,4.84427228,0.15106375,0.00129103,0.02859145,3.61943036,3.32799781,2.11217701
-5.51975988,5.02593442,0.15201366,0.00135196,0.02946102,3.75625191,3.46733826,2.18192558
-5.51375688,5.21495154,0.15349402,0.00141737,0.03047285,3.89756191,3.60853475,2.25459975
-5.50775388,5.40755722,0.15548151,0.00148628,0.03160904,4.04040955,3.74873992,2.32852763
-5.50175088,5.59970328,0.15793431,0.00155757,0.03284741,4.18167466,3.88498759,2.40192649
-5.49574787,5.78715247,0.16079342,0.00163005,0.03416187,4.31813982,4.01426302,2.47294452
-5.48974487,5.96558568,0.16398487,0.00170246,0.03552308,4.44657167,4.13358046,2.53970824
-5.48374187,6.13071958,0.16742264,0.00177352,0.03689919,4.56380834,4.24006499,2.60037371
-5.47773887,6.27843011,0.17101221,0.00184196,0.03825676,4.66684939,4.33103536,2.65317967
-5.47173587,6.40487629,0.17465439,0.00190657,0.03956175,4.75294456,4.40408414,2.69650021
-5.46573287,6.50661889,0.17824944,0.00196621,0.04078065,4.81967718,4.45715166,2.72889479
-5.45972986,6.58072860,0.18170102,0.00201985,0.04188156,4.86503856,4.48859036,2.74915326
-5.45372686,6.62487847,0.18491994,0.00206661,0.04283529,4.88748980,4.49721653,2.75633389
-5.44772386,6.63741651,0.18782738,0.00210581,0.04361637,4.88600822,4.48234705,2.74979266
-5.44172086,6.61741490,0.19035754,0.00213692,0.04420394,4.86011621,4.44381950,2.72920245
-5.43571786,6.56469389,0.19245953,0.00215964,0.04458249,4.80989125,4.38199469,2.69456134
-5.42971486,6.47981912,0.19409836,0.00217384,0.04474243,4.73595671,4.29774170,2.64618975
-5.42371186,6.36407330,0.19525527,0.00217962,0.04468043,4.63945424,4.19240625,2.58471662
-5.41770885,6.21940356,0.19592709,0.00217724,0.04439955,4.52199913,4.06776414,2.51105547
-5.41170585,6.04834792,0.19612499,0.00216713,0.04390913,4.38562120,3.92596210,2.42637175
-5.40570285,5.85394441,0.19587264,0.00214987,0.04322453,4.23269417,3.76944906,2.33204294
-5.39969985,5.63962811,0.19520393,0.00212614,0.04236665,4.06585731,3.60090113,2.22961370
-5.39369685,5.40912092,0.19416050,0.00209671,0.04136125,3.88793293,3.42314385,2.12074800
-5.38769385,5.16631977,0.19278917,0.00206239,0.04023821,3.70184403,3.23907529,2.00718066
-5.38169085,4.91518845,0.19113958,0.00202404,0.03903066,3.51053545,3.05159316,1.89067047
-5.37568784,4.65965774,0.18926206,0.00198249,0.03777409,3.31690232,2.86352906,1.77295674
-5.36968484,4.40353816,0.18720600,0.00193859,0.03650542,3.12372822,2.67759205,1.65572120
-5.36368184,4.15044815,0.18501869,0.00189313,0.03526208,2.93363554,2.49632342,1.54055635
-5.35767884,3.90376001,0.18274478,0.00184686,0.03408117,2.74904910,2.32206364,1.42894136
-5.35167584,3.66656430,0.18042623,0.00180051,0.03299866,2.57217350,2.15693168,1.32222577
-5.34567284,3.44165239,0.17810287,0.00175476,0.03204869,2.40498408,2.00281632,1.22162101
-5.33966983,3.23151592,0.17581326,0.00171028,0.03126291,2.24923000,1.86137830,1.12819928
-5.33366683,3.03836059,0.17359597,0.00166769,0.03066997,2.10644789,1.73406156,1.04289881
-5.32766383,2.86413137,0.17149088,0.00162765,0.03029505,1.97798357,1.62211153,0.96653439
-5.32166083,2.71054532,0.16954059,0.00159080,0.03015947,1.86501913,1.52659793,0.89981166
-5.31565783,2.57912817,0.16779155,0.00155782,0.03028040,1.76860257,1.44843962,0.84334349
-5.30965483,2.47125058,0.16629497,0.00152941,0.03067054,1.68967680,1.38842896,0.79766702
-5.30365183,2.38816051,0.16510726,0.00150632,0.03133800,1.62910559,1.34725326,0.76325949
-5.29764882,2.33100821,0.16429000,0.00148931,0.03228605,1.58769370,1.32551140,0.74055158
-5.29164582,2.30086136,0.16390937,0.00147918,0.03351304,1.56619949,1.32372396,0.72993699
-5.28564282,2.29870850,0.16403504,0.00147673,0.03501233,1.56533845,1.34233580,0.73177725
-5.27963982,2.32544971,0.16473861,0.00148274,0.03677223,1.58577692,1.38171065,0.74640120
-5.27363682,2.38187472,0.16609162,0.00149798,0.03877612,1.62811605,1.44211772,0.77409880
-5.26763382,2.46862919,0.16816332,0.00152310,0.04100254,1.69286646,1.52371111,0.81510948
-5.26163082,2.58617120,0.17101833,0.00155869,0.04342541,1.78041483,1.62650324,0.86960546
-5.25562781,2.73472031,0.17471427,0.00160517,0.04601439,1.89098451,1.75033399,0.93767090
-5.24962481,2.91420245,0.17929961,0.00166281,0.04873530,2.02459199,1.89483768,1.01927799
-5.24362181,3.12419423,0.18481190,0.00173167,0.05155074,2.18100238,2.05941024,1.11426151
-5.23761881,3.36387059,0.19127635,0.00181158,0.05442074,2.35968629,2.24317898,1.22229320
-5.23161581,3.63195933,0.19870508,0.00190216,0.05730364,2.55978138,2.44497759,1.34285788
-5.22561281,3.92670643,0.20709689,0.00200276,0.06015692,2.78006114,2.66332846,1.47523290
-5.21960980,4.24585514,0.21643771,0.00211250,0.06293832,3.01891356,2.89643441,1.61847245
-5.21360680,4.58664132,0.22670162,0.00223025,0.06560681,3.27433178,3.14218145,1.77139844
-5.20760380,4.94580694,0.23785240,0.00235469,0.06812369,3.54391832,3.39815341,1.93259890
-5.20160080,5.31963234,0.24984548,0.00248430,0.07045370,3.82490382,3.66165899,2.10043488
-5.19559780,5.70398732,0.26263015,0.00261744,0.07256598,4.11418053,3.92977089,2.27305631
-5.18959480,6.09439969,0.27615187,0.00275232,0.07443502,4.40835004,4.19937611,2.44842695
-5.18359180,6.48613927,0.29035449,0.00288714,0.07604144,4.70378399,4.46723581,2.62435778
-5.17758879,6.87431440,0.30518216,0.00302007,0.07737259,4.99669578,4.73005260,2.79854823
-5.17158579,7.25397714,0.32058081,0.00314931,0.07842301,5.28322076,4.98454272,2.96863378
-5.16558279,7.62023322,0.33649904,0.00327316,0.07919464,5.55950192,5.22751014,3.13223832
-5.15957979,7.96835207,0.35288834,0.00339002,0.07969678,5.82177769,5.45591953,3.28702934
-5.15357679,8.29387266,0.36970246,0.00349847,0.07994593,6.06646846,5.66696512,3.43077384
-5.14757379,8.59270089,0.38689612,0.00359726,0.07996528,6.29025847,5.85813262,3.56139269
-5.14157079,8.86119482,0.40442296,0.00368533,0.07978409,6.49016989,6.02725172,3.67701142
-5.13556778,9.09623478,0.42223285,0.00376183,0.07943689,6.66362641,6.17253723,3.77600533
-5.12956478,9.29527616,0.44026891,0.00382614,0.07896247,6.80850438,6.29261762,3.85703721
-5.12356178,9.45638373,0.45846416,0.00387780,0.07840284,6.92316973,6.38655028,3.91908651
-5.11755878,9.57824724,0.47673834,0.00391659,0.07780205,7.00650028,6.45382347,3.96146875
-5.11155578,9.66017911,0.49499492,0.00394243,0.07720497,7.05789325,6.49434592,3.98384496
-5.10555278,9.70209575,0.51311881,0.00395540,0.07665614,7.07725869,6.50842515,3.98622104
-5.09954977,9.70448479,0.53097475,0.00395571,0.07619851,7.06500021,6.49673661,3.96893757
-5.09354677,9.66836104,0.54840689,0.00394370,0.07587235,7.02198470,6.46028545,3.93265088
-5.08754377,9.59521421,0.56523947,0.00391979,0.07571413,6.94950317,6.40036357,3.87830673
-5.08154077,9.48695146,0.58127878,0.00388448,0.07575562,6.84922502,6.31850410,3.80710784
-5.07553777,9.34583767,0.59631655,0.00383835,0.07602290,6.72314795,6.21643550,3.72047702
-5.06953477,9.17443606,0.61013443,0.00378201,0.07653570,6.57354577,6.09603733,3.62001750
-5.06353177,8.97555118,0.62250969,0.00371615,0.07730670,6.40291582,5.95929909,3.50747195
-5.05752876,8.75217565,0.63322173,0.00364150,0.07834108,6.21392777,5.80828333,3.38468173
-5.05152576,8.50744180,0.64205923,0.00355886,0.07963615,6.00937479,5.64509356,3.25354763
-5.04552276,8.24457816,0.64882758,0.00346907,0.08118116,5.79212792,5.47184731,3.11599295
-5.03951976,7.96687090,0.65335614,0.00337303,0.08295735,5.56509399,5.29065390,2.97392984
-5.03351676,7.67762943,0.65550523,0.00327171,0.08493809,5.33117722,5.10359655,2.82922934
-5.02751376,7.38015541,0.65517212,0.00316613,0.08708936,5.09324423,4.91271789,2.68369530
-5.02151076,7.07771417,0.65229620,0.00305738,0.08937030,4.85409211,4.72000815,2.53904220
-5.01550775,6.77350759,0.64686257,0.00294658,0.09173414,4.61641920,4.52739485,2.39687684
-5.00950475,6.47064771,0.63890434,0.00283492,0.09412931,4.38279816,4.33673340,2.25868353
-5.00350175,6.17213040,0.62850325,0.00272360,0.09650071,4.15565085,4.14979763,2.12581247
-4.99749875,5.88080892,0.61578866,0.00261384,0.09879130,3.93722508,3.96826996,1.99947095
-4.99149575,5.59936733,0.60093506,0.00250687,0.10094379,3.72957290,3.79373076,1.88071702
-4.98549275,5.33029416,0.58415817,0.00240387,0.10290251,3.53453081,3.62764695,1.77045532
-4.97948974,5.07585686,0.56570987,0.00230600,0.10461528,3.35370195,3.47136005,1.66943478
-4.97348674,4.83807781,0.54587209,0.00221436,0.10603536,3.18844082,3.32607386,1.57824798
-4.96748374,4.61871293,0.52495017,0.00212995,0.10712334,3.03984097,3.19284261,1.49733209
-4.96148074,4.41923360,0.50326575,0.00205368,0.10784879,2.90872610,3.07255980,1.42697138
-4.95547774,4.24081307,0.48114957,0.00198637,0.10819178,2.79564529,2.96594872,1.36730110
-4.94947474,4.08431790,0.45893451,0.00192867,0.10814409,2.70087262,2.87355491,1.31831297
-4.94347174,3.95030519,0.43694892,0.00188114,0.10771003,2.62441166,2.79574146,1.27986229
-4.93746873,3.83902606,0.41551060,0.00184417,0.10690688,2.56600508,2.73268724,1.25167655
-4.93146573,3.75043543,0.39492155,0.00181802,0.10576498,2.52514939,2.68438850,1.23336587
-4.92546273,3.68420815,0.37546344,0.00180281,0.10432725,2.50111473,2.65066402,1.22443491
-4.91945973,3.63976111,0.35739403,0.00179850,0.10264840,2.49296951,2.63116360,1.22429657
-4.91345673,3.61628089,0.34094437,0.00180492,0.10079373,2.49960933,2.62537979,1.23228706
-4.90745373,3.61275616,0.32631696,0.00182180,0.09883761,2.51978957,2.63266257,1.24768226
-4.90145073,3.62801384,0.31368457,0.00184870,0.09686163,2.55216090,2.65223635,1.26971522
-4.89544772,3.66075816,0.30318982,0.00188510,0.09495266,2.59530662,2.68321896,1.29759428
-4.88944472,3.70961126,0.29494534,0.00193038,0.09320068,2.64778101,2.72464182,1.33052153
-4.88344172,3.77315422,0.28903450,0.00198382,0.09169664,2.70814729,2.77547095,1.36771115
-4.87743872,3.84996722,0.28551256,0.00204463,0.09053032,2.77501426,2.83462796,1.40840715
-4.87143572,3.93866759,0.28440818,0.00211196,0.08978825,2.84707034,2.90101074,1.45189988
-4.86543272,4.03794452,0.28572522,0.00218492,0.08955181,2.92311405,2.97351332,1.49754103
-4.85942971,4.14658951,0.28944489,0.00226259,0.08989538,3.00207979,3.05104466,1.54475649
-4.85342671,4.26352138,0.29552797,0.00234403,0.09088480,3.08305834,3.13254609,1.59305656
-4.84742371,4.38780529,0.30391729,0.00242832,0.09257589,3.16531127,3.21700749,1.64204345
-4.84142071,4.51866512,0.31454027,0.00251453,0.09501316,3.24827903,3.30348200,1.69141546
-4.83541771,4.65548889,0.32731160,0.00260182,0.09822878,3.33158239,3.39109967,1.74096797
-4.82941471,4.79782720,0.34213585,0.00268937,0.10224149,3.41501765,3.47907992,1.79059103
-4.82341171,4.94538471,0.35891005,0.00277644,0.10705587,3.49854559,3.56674309,1.84026373
-4.81740870,5.09800537,0.37752608,0.00286238,0.11266160,3.58227519,3.65352105,1.89004554
-4.81140570,5.25565168,0.39787284,0.00294665,0.11903290,3.66644249,3.73896698,1.94006495
-4.80540270,5.41837909,0.41983797,0.00302881,0.12612819,3.75138593,3.82276396,1.99050582
-4.79939970,5.58630639,0.44330908,0.00310856,0.13388987,3.83751889,3.90473223,2.04159205
-4.79339670,5.75958331,0.46817437,0.00318571,0.14224441,3.92530080,3.98483444,2.09357103
-4.78739370,5.93835641,0.49432251,0.00326019,0.15110276,4.01520772,4.06317842,2.14669648
-4.78139070,6.12273456,0.52164175,0.00333208,0.16036104,4.10770355,4.14001658,2.20121147
-4.77538769,6.31275526,0.55001815,0.00340156,0.16990177,4.20321276,4.21574115,2.25733193
-4.76938469,6.50835275,0.57933310,0.00346892,0.17959543,4.30209537,4.29087453,2.31523147
-4.76338169,6.70932921,0.60946011,0.00353452,0.18930261,4.40462492,4.36605388,2.37502780
-4.75737869,6.91532971,0.64026098,0.00359880,0.19887662,4.51096966,4.44200959,2.43677125
-4.75137569,7.12582177,0.67158176,0.00366224,0.20816649,4.62117731,4.51953723,2.50043560
-4.74537269,7.34008008,0.70324855,0.00372532,0.21702052,4.73516349,4.59946325,2.56591148
-4.73936968,7.55717670,0.73506361,0.00378850,0.22529003,4.85270348,4.68260475,2.63300232
-4.73336668,7.77597693,0.76680205,0.00385219,0.23283338,4.97342738,4.76972437,2.70142292
-4.72736368,7.99514092,0.79820951,0.00391671,0.23952000,5.09681811,4.86148173,2.77080043
-4.72136068,8.21313083,0.82900107,0.00398226,0.24523434,5.22221207,4.95838320,2.84067757
-4.71535768,8.42822323,0.85886179,0.00404891,0.24987954,5.34880212,5.06073205,2.91051786
-4.70935468,8.63852648,0.88744899,0.00411653,0.25338062,5.47564253,5.16858167,2.97971257
-4.70335168,8.84200261,0.91439648,0.00418483,0.25568705,5.60165585,5.28169419,3.04758904
-4.69734867,9.03649318,0.93932068,0.00425331,0.25677454,5.72564155,5.39950713,3.11342021
-4.69134567,9.21974880,0.96182853,0.00432127,0.25664596,5.84628652,5.52111058,3.17643503
-4.68534267,9.38946170,0.98152706,0.00438781,0.25533129,5.96217764,5.64523677,3.23582961
-4.67933967,9.54330095,0.99803408,0.00445186,0.25288654,6.07181663,5.77026391,3.29077896
-4.67333667,9.67894990,1.01098982,0.00451217,0.24939181,6.17363747,5.89423505,3.34044925
-4.66733367,9.79414541,1.02006873,0.00456738,0.24494830,6.26602673,6.01489250,3.38401046
-4.66133067,9.88671832,1.02499106,0.00461601,0.23967466,6.34734709,6.12972713,3.42064964
-4.65532766,9.95463471,1.02553357,0.00465655,0.23370266,6.41596399,6.23604163,3.44958443
-4.64932466,9.99603732,1.02153892,0.00468748,0.22717240,6.47027558,6.33102535,3.47007710
-4.64332166,10.00928638,1.01292306,0.00470734,0.22022735,6.50874541,6.41183846,3.48144886
-4.63731866,9.99299906,0.99968041,0.00471476,0.21300937,6.52993755,6.47570185,3.48309434
-4.63131566,9.94608666,0.98188642,0.00470851,0.20565390,6.53255310,6.51998933,3.47449607
-4.62531266,9.86778831,0.95969745,0.00468755,0.19828563,6.51546719,6.54231818,3.45523847
-4.61930965,9.75770024,0.93334781,0.00465109,0.19101475,6.47776501,6.54063415,3.42502120
-4.61330665,9.61579930,0.90314423,0.00459859,0.18393397,6.41877555,6.51328717,3.38367107
-4.60730365,9.44245970,0.86945793,0.00452979,0.17711641,6.33810148,6.45909446,3.33115236
-4.60130065,9.23846190,0.83271462,0.00444474,0.17061435,6.23564360,6.37738822,3.26757457
-4.59529765,9.00499281,0.79338301,0.00434377,0.16445903,6.11161859,6.26804587,3.19319750
-4.58929465,8.74363665,0.75196216,0.00422753,0.15866128,5.96656881,6.13150157,3.10843288
-4.58329165,8.45635615,0.70896841,0.00409693,0.15321303,5.80136318,5.96873862,3.01384234
-4.57728864,8.14546429,0.66492222,0.00395314,0.14808951,5.61718892,5.78126328,2.91013141
-4.57128564,7.81358682,0.62033567,0.00379754,0.14325210,5.41553369,5.57106141,2.79813963
-4.56528264,7.46361656,0.57570079,0.00363171,0.13865155,5.19815878,5.34053985,2.67882667
-4.55927964,7.09866051,0.53147942,0.00345736,0.13423147,4.96706401,5.09245556,2.55325497
-4.55327664,6.72198153,0.48809457,0.00327628,0.12993189,4.72444543,4.82983548,2.42256929
-4.54727364,6.33693611,0.44592376,0.00309032,0.12569271,4.47264753,4.55589059,2.28797374
-4.54127064,5.94691037,0.40529417,0.00290135,0.12145695,4.21411151,4.27392793,2.15070724
-4.53526763,5.55525625,0.36647988,0.00271118,0.11717355,3.95132160,3.98726385,2.01201803
-4.52926463,5.16522991,0.32970084,0.00252156,0.11279965,3.68675137,3.69914172,1.87313833
-4.52326163,4.77993423,0.29512363,0.00233412,0.10830241,3.42281198,3.41265710,1.73525986
-4.51725863,4.40226715,0.26286370,0.00215036,0.10366014,3.16180397,3.13069240,1.59951113
-4.51125563,4.03487721,0.23298888,0.00197165,0.09886276,2.90587434,2.85586294,1.46693723
-4.50525263,3.68012743,0.20552385,0.00179916,0.09391181,2.65697992,2.59047541,1.33848269
-4.49924962,3.34006824,0.18045537,0.00163389,0.08881974,2.41685811,2.33649918,1.21497784
-4.49324662,3.01641977,0.15773794,0.00147666,0.08360889,2.18700542,2.09555042,1.09712899
-4.48724362,2.71056352,0.13729968,0.00132810,0.07830995,1.96866406,1.86888828,0.98551255
-4.48124062,2.42354308,0.11904818,0.00118869,0.07296025,1.76281642,1.65742210,0.88057296
-4.47523762,2.15607306,0.10287621,0.00105870,0.06760180,1.57018692,1.46172821,0.78262427
-4.46923462,1.90855548,0.08866696,0.00093828,0.06227933,1.39125063,1.28207468,0.69185502
-4.46323162,1.68110246,0.07629899,0.00082744,0.05703836,1.22624774,1.11845214,0.60833599
-4.45722861,1.47356379,0.06565042,0.00072603,0.05192334,1.07520272,0.97060892,0.53203028
-4.45122561,1.28555831,0.05660266,0.00063384,0.04697608,0.93794723,0.83808874,0.46280519
-4.44522261,1.11650757,0.04904341,0.00055054,0.04223437,0.81414549,0.72026918,0.40044533
-4.43921961,0.96567053,0.04286904,0.00047572,0.03773093,0.70332108,0.61639960,0.34466636
-4.43321661,0.83217811,0.03798627,0.00040893,0.03349262,0.60488408,0.52563717,0.29512893
-4.42721361,0.71506651,0.03431323,0.00034966,0.02954007,0.51815772,0.44708000,0.25145226
-4.42121061,0.61330834,0.03177989,0.00029739,0.02588745,0.44240353,0.37979673,0.21322705
-4.41520760,0.52584079,0.03032788,0.00025158,0.02254264,0.37684461,0.32285183,0.18002736
-4.40920460,0.45159035,0.02990979,0.00021165,0.01950756,0.32068621,0.27532659,0.15142117
-4.40320160,0.38949349,0.03048792,0.00017709,0.01677871,0.27313364,0.23633551,0.12697961
-4.39719860,0.33851338,0.03203255,0.00014734,0.01434780,0.23340692,0.20503837,0.10628457
-4.39119560,0.29765235,0.03451988,0.00012189,0.01220253,0.20075245,0.18064806,0.08893489
-4.38519260,0.26596033,0.03792953,0.00010026,0.01032737,0.17445162,0.16243468,0.07455095
-4.37918959,0.24253957,0.04224184,0.00008199,0.00870437,0.15382646,0.14972639,0.06277798
-4.37318659,0.22654599,0.04743504,0.00006666,0.00731387,0.13824286,0.14190734,0.05328796
-4.36718359,0.21718764,0.05348226,0.00005387,0.00613526,0.12711137,0.13841358,0.04578053
-4.36118059,0.21372088,0.06034867,0.00004328,0.00514755,0.11988623,0.13872725,0.03998289
-4.35517759,0.21544494,0.06798882,0.00003456,0.00432994,0.11606295,0.14236975,0.03564896
-4.34917459,0.22169538,0.07634423,0.00002743,0.00366221,0.11517479,0.14889454,0.03255795
-4.34317159,0.23183732,0.08534150,0.00002163,0.00312511,0.11678873,0.15787994,0.03051253
-4.33716858,0.24525875,0.09489092,0.00001695,0.00270054,0.12050118,0.16892245,0.02933676
-4.33116558,0.26136479,0.10488583,0.00001321,0.00237178,0.12593382,0.18163112,0.02887393
-4.32516258,0.27957314,0.11520271,0.00001022,0.00212350,0.13272996,0.19562302,0.02898442
-4.31915958,0.29931124,0.12570211,0.00000786,0.00194189,0.14055157,0.21052042,0.02954368
-4.31315658,0.32001523,0.13623047,0.00000601,0.00181456,0.14907714,0.22594939,0.03044045
-4.30715358,0.34113106,0.14662273,0.00000456,0.00173052,0.15800064,0.24154026,0.03157517
