energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-3.29864932,3.96465089,0.41976773,2.80702020,0.00091223,0.04027033,0.20414114,0.71902407,0.01845549,0.13412315
-3.29264632,3.88044921,0.42394496,2.73071968,0.00099926,0.04005888,0.20669255,0.71103968,0.01809240,0.13698977
-3.28664332,3.80835399,0.43021498,2.66222291,0.00110256,0.03982208,0.21015535,0.70559456,0.01775088,0.14087284
-3.28064032,3.74928477,0.43861597,2.60226647,0.00122252,0.03956898,0.21455018,0.70278592,0.01743843,0.14577794
-3.27463732,3.70396192,0.44914283,2.55146019,0.00135941,0.03931059,0.21988287,0.70266597,0.01716326,0.15169431
-3.26863432,3.67289410,0.46174591,2.51027931,0.00151335,0.03905971,0.22614387,0.70523861,0.01693414,0.15859453
-3.26263132,3.65637089,0.47633125,2.47905991,0.00168429,0.03883059,0.23330799,0.71045778,0.01676026,0.16643454
-3.25662831,3.65446109,0.49276230,2.45799727,0.00187194,0.03863858,0.24133460,0.71822741,0.01665096,0.17515419
-3.25062531,3.66701647,0.51086320,2.44714724,0.00207576,0.03849975,0.25016805,0.72840315,0.01661561,0.18467820
-3.24462231,3.69368062,0.53042334,2.44643033,0.00229492,0.03843046,0.25973864,0.74079576,0.01666333,0.19491752
-3.23861931,3.73390235,0.55120319,2.45563798,0.00252828,0.03844688,0.26996383,0.75517609,0.01680280,0.20577114
-3.23261631,3.78695269,0.57294096,2.47444065,0.00277438,0.03856462,0.28074974,0.77128139,0.01704201,0.21712816
-3.22661331,3.85194456,0.59535993,2.50239706,0.00303142,0.03879815,0.29199290,0.78882271,0.01738806,0.22887011
-3.22061031,3.92785386,0.61817596,2.53896401,0.00329726,0.03916047,0.30358218,0.80749296,0.01784692,0.24087340
-3.21460730,4.01354106,0.64110483,2.58350617,0.00356948,0.03966254,0.31540066,0.82697541,0.01842326,0.25301186
-3.20860430,4.10777198,0.66386917,2.63530544,0.00384538,0.04031294,0.32732763,0.84695200,0.01912020,0.26515917
-3.20260130,4.20923706,0.68620448,2.69356937,0.00412201,0.04111743,0.33924039,0.86711140,0.01993915,0.27719113
-3.19659830,4.31656839,0.70786407,2.75743849,0.00439626,0.04207855,0.35101592,0.88715614,0.02087964,0.28898772
-3.19059530,4.42835408,0.72862272,2.82599264,0.00466488,0.04319535,0.36253234,0.90680884,0.02193917,0.30043482
-3.18459230,4.54315002,0.74827896,2.89825618,0.00492462,0.04446310,0.37367020,0.92581712,0.02311309,0.31142562
-3.17858929,4.65948923,0.76665597,2.97320271,0.00517225,0.04587311,0.38431348,0.94395722,0.02439450,0.32186160
-3.17258629,4.77588939,0.78360114,3.04975968,0.00540468,0.04741264,0.39435052,0.96103616,0.02577420,0.33165323
-3.16658329,4.89085944,0.79898461,3.12681346,0.00561903,0.04906492,0.40367474,0.97689272,0.02724073,0.34072028
-3.16058029,5.00290610,0.81269695,3.20321567,0.00581273,0.05080930,0.41218535,0.99139707,0.02878036,0.34899195
-3.15457729,5.11054148,0.82464625,3.27779131,0.00598358,0.05262151,0.41978813,1.00444958,0.03037728,0.35640671
-3.14857429,5.21229276,0.83475516,3.34934940,0.00612983,0.05447413,0.42639622,1.01597874,0.03201376,0.36291212
-3.14257129,5.30671471,0.84295797,3.41669643,0.00625024,0.05633712,0.43193112,1.02593870,0.03367039,0.36846458
-3.13656828,5.39240575,0.84919823,3.47865293,0.00634410,0.05817853,0.43632391,1.03430651,0.03532647,0.37302910
-3.13056528,5.46802775,0.85342707,3.53407315,0.00641126,0.05996538,0.43951661,1.04107935,0.03696034,0.37657925
-3.12456228,5.53232941,0.85560241,3.58186737,0.00645215,0.06166458,0.44146379,1.04627199,0.03854993,0.37909716
-3.11855928,5.58417272,0.85568917,3.62102643,0.00646773,0.06324392,0.44213430,1.04991456,0.04007318,0.38057373
-3.11255628,5.62256148,0.85366047,3.65064743,0.00645948,0.06467321,0.44151308,1.05205070,0.04150867,0.38100896
-3.10655328,5.64667068,0.84949969,3.66995961,0.00642932,0.06592526,0.43960280,1.05273620,0.04283616,0.38041241
-3.10055028,5.65587506,0.84320321,3.67834905,0.00637955,0.06697699,0.43642550,1.05203798,0.04403712,0.37880370
-3.09454727,5.64977522,0.83478365,3.67538092,0.00631278,0.06781030,0.43202374,1.05003348,0.04509535,0.37621294
-3.08854427,5.62821948,0.82427312,3.66081787,0.00623181,0.06841290,0.42646139,1.04681021,0.04599738,0.37268120
-3.08254127,5.59131985,0.81172643,3.63463344,0.00613955,0.06877896,0.41982377,1.04246542,0.04673301,0.36826059
-3.07653827,5.53946069,0.79722365,3.59701934,0.00603890,0.06890954,0.41221719,1.03710571,0.04729553,0.36301432
-3.07053527,5.47329889,0.78087198,3.54838586,0.00593269,0.06881278,0.40376766,1.03084655,0.04768204,0.35701621
-3.06453227,5.39375508,0.76280651,3.48935511,0.00582352,0.06850385,0.39461892,1.02381141,0.04789355,0.35035002
-3.05852926,5.30199540,0.74318983,3.42074682,0.00571377,0.06800469,0.38492966,1.01613070,0.04793493,0.34310833
-3.05252626,5.19940436,0.72221035,3.34355716,0.00560548,0.06734340,0.37487010,1.00794021,0.04781481,0.33539097
-3.04652326,5.08754949,0.70007928,3.25893124,0.00550028,0.06655354,0.36461795,0.99937920,0.04754527,0.32730324
-3.04052026,4.96813895,0.67702649,3.16813025,0.00539944,0.06567302,0.35435400,0.99058811,0.04714149,0.31895374
-3.03451726,4.84297377,0.65329531,3.07249460,0.00530378,0.06474303,0.34425734,0.98170595,0.04662122,0.31045200
-3.02851426,4.71389663,0.62913650,2.97340448,0.00521371,0.06380664,0.33450061,0.97286739,0.04600418,0.30190599
-3.02251126,4.58273909,0.60480169,2.87223945,0.00512924,0.06290739,0.32524526,0.96419978,0.04531139,0.29341959
-3.01650825,4.45126955,0.58053667,2.77033882,0.00505003,0.06208785,0.31663719,0.95581998,0.04456449,0.28509015
-3.01050525,4.32114393,0.55657472,2.66896421,0.00497542,0.06138807,0.30880280,0.94783134,0.04378496,0.27700619
-3.00450225,4.19386099,0.53313036,2.56926593,0.00490452,0.06084425,0.30184570,0.94032083,0.04299339,0.26924538
-2.99849925,4.07072412,0.51039380,2.47225434,0.00483622,0.06048733,0.29584423,0.93335640,0.04220882,0.26187290
-2.99249625,3.95281086,0.48852638,2.37877727,0.00476931,0.06034183,0.29084975,0.92698486,0.04144805,0.25494020
-2.98649325,3.84095130,0.46765710,2.28950419,0.00470251,0.06042491,0.28688594,0.92123018,0.04072511,0.24848419
-2.98049025,3.73571616,0.44788049,2.20491756,0.00463455,0.06074554,0.28394897,0.91609254,0.04005081,0.24252705
-2.97448724,3.63741455,0.42925578,2.12531153,0.00456423,0.06130406,0.28200860,0.91154804,0.03943240,0.23707638
-2.96848424,3.54610164,0.41180749,2.05079766,0.00449046,0.06209194,0.28101020,0.90754936,0.03887339,0.23212602
-2.96248124,3.46159555,0.39552733,1.98131728,0.00441231,0.06309191,0.28087748,0.90402725,0.03837349,0.22765722
-2.95647824,3.38350266,0.38037728,1.91665979,0.00432905,0.06427830,0.28151592,0.90089301,0.03792874,0.22364027
-2.95047524,3.31125016,0.36629379,1.85648574,0.00424018,0.06561782,0.28281670,0.89804187,0.03753172,0.22003647
-2.94447224,3.24412457,0.35319279,1.80035380,0.00414542,0.06707047,0.28466098,0.89535734,0.03717197,0.21680036
-2.93846923,3.18131427,0.34097536,1.74775025,0.00404478,0.06859084,0.28692441,0.89271626,0.03683647,0.21388212
-2.93246623,3.12195459,0.32953374,1.69811968,0.00393848,0.07012955,0.28948155,0.88999455,0.03651025,0.21123006
-2.92646323,3.06517336,0.31875758,1.65089565,0.00382704,0.07163487,0.29221022,0.88707332,0.03617707,0.20879302
-2.92046023,3.01013510,0.30853991,1.60553008,0.00371119,0.07305446,0.29499542,0.88384519,0.03582017,0.20652274
-2.91445723,2.95608213,0.29878293,1.56152002,0.00359192,0.07433715,0.29773282,0.88022044,0.03542296,0.20437584
-2.90845423,2.90237080,0.28940309,1.51843106,0.00347042,0.07543468,0.30033156,0.87613267,0.03496981,0.20231567
-2.90245123,2.84850156,0.28033553,1.47591634,0.00334809,0.07630338,0.30271643,0.87154376,0.03444670,0.20031365
-2.89644822,2.79414157,0.27153752,1.43373058,0.00322650,0.07690563,0.30482915,0.86644769,0.03384187,0.19835019
-2.89044522,2.73913918,0.26299098,1.39173884,0.00310735,0.07721116,0.30662889,0.86087304,0.03314630,0.19641524
-2.88444222,2.68352978,0.25470392,1.34991976,0.00299247,0.07719807,0.30809207,0.85488392,0.03235412,0.19450826
-2.87843922,2.62753294,0.24671081,1.30836341,0.00288376,0.07685350,0.30921128,0.84857929,0.03146292,0.19263783
-2.87243622,2.57154131,0.23907190,1.26726416,0.00278317,0.07617401,0.30999366,0.84209054,0.03047383,0.19082084
-2.86643322,2.51610190,0.23187161,1.22690900,0.00269261,0.07516561,0.31045871,0.83557743,0.02939151,0.18908126
-2.86043022,2.46189084,0.22521596,1.18766210,0.00261397,0.07384348,0.31063571,0.82922262,0.02822407,0.18744881
-2.85442721,2.40968303,0.21922942,1.14994644,0.00254902,0.07223131,0.31056099,0.82322495,0.02698272,0.18595727
-2.84842421,2.36031808,0.21405094,1.11422344,0.00249937,0.07036049,0.31027505,0.81779180,0.02568145,0.18464280
-2.84242121,2.31466435,0.20982978,1.08097160,0.00246641,0.06826897,0.30981988,0.81313104,0.02433654,0.18354229
-2.83641821,2.27358264,0.20672083,1.05066509,0.00245128,0.06600004,0.30923651,0.80944277,0.02296608,0.18269175
-2.83041521,2.23789124,0.20488001,1.02375323,0.00245480,0.06360092,0.30856296,0.80691148,0.02158936,0.18212491
-2.82441221,2.20833385,0.20445953,1.00064175,0.00247742,0.06112143,0.30783271,0.80569891,0.02022634,0.18187202
-2.81840920,2.18555157,0.20560335,0.98167639,0.00251920,0.05861253,0.30707364,0.80593789,0.01889707,0.18195895
-2.81240620,2.17005994,0.20844291,0.96712963,0.00257975,0.05612507,0.30630767,0.80772762,0.01762118,0.18240660
-2.80640320,2.16223190,0.21309314,0.95719060,0.00265824,0.05370858,0.30555082,0.81113037,0.01641742,0.18323059
-2.80040020,2.16228677,0.21964896,0.95195877,0.00275338,0.05141022,0.30481385,0.81616981,0.01530325,0.18444118
-2.79439720,2.17028547,0.22818207,0.95144111,0.00286344,0.04927387,0.30410330,0.82283089,0.01429447,0.18604349
-2.78839420,2.18613158,0.23873841,0.95555280,0.00298625,0.04733948,0.30342277,0.83106121,0.01340502,0.18803789
-2.78239120,2.20957778,0.25133593,0.96412108,0.00311927,0.04564251,0.30277444,0.84077361,0.01264676,0.19042044
-2.77638819,2.24023675,0.26596296,0.97689193,0.00325959,0.04421357,0.30216054,0.85184978,0.01202936,0.19318347
-2.77038519,2.27759566,0.28257702,0.99353900,0.00340406,0.04307818,0.30158474,0.86414454,0.01156028,0.19631608
-2.76438219,2.32103324,0.30110416,1.01367426,0.00354934,0.04225671,0.30105333,0.87749054,0.01124474,0.19980457
-2.75837919,2.36983824,0.32143878,1.03685977,0.00369198,0.04176431,0.30057599,0.89170293,0.01108578,0.20363277
-2.75237619,2.42322841,0.34344390,1.06261998,0.00382850,0.04161098,0.30016617,0.90658384,0.01108435,0.20778217
-2.74637319,2.48036897,0.36695203,1.09045398,0.00395553,0.04180169,0.29984107,0.92192646,0.01123939,0.21223187
-2.74037019,2.54038995,0.39176649,1.11984727,0.00406988,0.04233643,0.29962107,0.93751837,0.01154795,0.21695842
-2.73436718,2.60240171,0.41766330,1.15028253,0.00416859,0.04321037,0.29952873,0.95314437,0.01200531,0.22193537
-2.72836418,2.66550846,0.44439366,1.18124922,0.00424911,0.04441398,0.29958748,0.96858843,0.01260505,0.22713283
-2.72236118,2.72881959,0.47168694,1.21225166,0.00430924,0.04593311,0.29981992,0.98363523,0.01333921,0.23251692
-2.71635818,2.79145889,0.49925431,1.24281563,0.00434729,0.04774919,0.30024601,0.99807115,0.01419839,0.23804918
-2.71035518,2.85257209,0.52679287,1.27249342,0.00436209,0.04983935,0.30088118,1.01168514,0.01517180,0.24368611
-2.70435218,2.91133292,0.55399036,1.30086752,0.00435295,0.05217665,0.30173455,1.02426952,0.01624742,0.24937883
-2.69834917,2.96694843,0.58053025,1.32755303,0.00431976,0.05473031,0.30280727,1.03562112,0.01741210,0.25507294
-2.69234617,3.01866390,0.60609725,1.35219909,0.00426291,0.05746611,0.30409128,1.04554286,0.01865165,0.26070866
-2.68634317,3.06576801,0.63038306,1.37448960,0.00418326,0.06034676,0.30556843,1.05384603,0.01995102,0.26622128
-2.68034017,3.10759856,0.65309218,1.39414348,0.00408214,0.06333250,0.30721012,1.06035333,0.02129442,0.27154193
-2.67433717,3.14354906,0.67394769,1.41091466,0.00396124,0.06638172,0.30897741,1.06490278,0.02266549,0.27659868
-2.66833417,3.17307644,0.69269672,1.42459217,0.00382259,0.06945170,0.31082176,1.06735234,0.02404751,0.28131794
-2.66233117,3.19570964,0.70911557,1.43500019,0.00366846,0.07249945,0.31268618,1.06758523,0.02542362,0.28562617
-2.65632816,3.21105908,0.72301407,1.44199853,0.00350128,0.07548266,0.31450692,1.06551566,0.02677701,0.28945170
-2.65032516,3.21882644,0.73423931,1.44548319,0.00332360,0.07836060,0.31621555,1.06109471,0.02809120,0.29272681
-2.64432216,3.21881444,0.74267830,1.44538721,0.00313801,0.08109515,0.31774122,1.05431603,0.02935028,0.29538973
-2.63831916,3.21093590,0.74825976,1.44168161,0.00294705,0.08365171,0.31901321,1.04522101,0.03053915,0.29738665
-2.63231616,3.19522154,0.75095469,1.43437635,0.00275319,0.08600014,0.31996352,1.03390304,0.03164377,0.29867361
-2.62631316,3.17182579,0.75077601,1.42352102,0.00255874,0.08811551,0.32052928,1.02051055,0.03265138,0.29921808
-2.62031016,3.14103023,0.74777704,1.40920530,0.00236586,0.08997881,0.32065519,1.00524849,0.03355073,0.29900034
-2.61430715,3.10324397,0.74204920,1.39155887,0.00217650,0.09157746,0.32029547,0.98837807,0.03433228,0.29801441
-2.60830415,3.05900079,0.73371879,1.37075068,0.00199238,0.09290561,0.31941563,0.97021451,0.03498833,0.29626866
-2.60230115,3.00895270,0.72294316,1.34698752,0.00181501,0.09396427,0.31799369,0.95112279,0.03551318,0.29378593
-2.59629815,2.95385998,0.70990649,1.32051178,0.00164564,0.09476120,0.31602103,0.93151137,0.03590320,0.29060322
-2.59029515,2.89457774,0.69481523,1.29159839,0.00148533,0.09531060,0.31350265,0.91182398,0.03615689,0.28677100
-2.58429215,2.83203919,0.67789348,1.26055096,0.00133492,0.09563255,0.31045702,0.89252953,0.03627491,0.28235211
-2.57828914,2.76723614,0.65937838,1.22769719,0.00119505,0.09575223,0.30691538,0.87411061,0.03626004,0.27742024
-2.57228614,2.70119705,0.63951577,1.19338356,0.00106621,0.09569903,0.30292059,0.85705066,0.03611714,0.27205822
-2.56628314,2.63496333,0.61855607,1.15796957,0.00094876,0.09550541,0.29852557,0.84182020,0.03585300,0.26635592
-2.56028014,2.56956444,0.59675050,1.12182152,0.00084295,0.09520568,0.29379136,0.82886271,0.03547625,0.26040813
-2.55427714,2.50599262,0.57434769,1.08530600,0.00074899,0.09483469,0.28878492,0.81858031,0.03499714,0.25431217
-2.54827414,2.44517789,0.55159068,1.04878340,0.00066704,0.09442646,0.28357669,0.81131993,0.03442737,0.24816554
-2.54227114,2.38796416,0.52871415,1.01260138,0.00059728,0.09401287,0.27823799,0.80736044,0.03377982,0.24206362
-2.53626813,2.33508721,0.50594211,0.97708868,0.00053997,0.09362234,0.27283850,0.80690103,0.03306829,0.23609737
-2.53026513,2.28715541,0.48348571,0.94254938,0.00049545,0.09327867,0.26744369,0.81005169,0.03230723,0.23035133
-2.52426213,2.24463384,0.46154133,0.90925772,0.00046422,0.09300006,0.26211254,0.81682589,0.03151144,0.22490175
-2.51825913,2.20783261,0.44028896,0.87745381,0.00044695,0.09279830,0.25689548,0.82713618,0.03069575,0.21981514
-2.51225613,2.17689999,0.41989066,0.84734016,0.00044458,0.09267822,0.25183278,0.84079296,0.02987477,0.21514706
-2.50625313,2.15182086,0.40048929,0.81907945,0.00045831,0.09263754,0.24695338,0.85750672,0.02906255,0.21094148
-2.50025013,2.13242081,0.38220758,0.79279334,0.00048967,0.09266685,0.24227433,0.87689398,0.02827238,0.20723045
-2.49424712,2.11837618,0.36514734,0.76856262,0.00054055,0.09275013,0.23780079,0.89848697,0.02751648,0.20403435
-2.48824412,2.10922972,0.34938917,0.74642861,0.00061326,0.09286543,0.23352672,0.92174695,0.02680582,0.20136256
-2.48224112,2.10441183,0.33499250,0.72639571,0.00071053,0.09298593,0.22943624,0.94608097,0.02614997,0.19921463
-2.47623812,2.10326652,0.32199603,0.70843514,0.00083552,0.09308132,0.22550546,0.97086153,0.02555693,0.19758183
-2.47023512,2.10508144,0.31041874,0.69248961,0.00099187,0.09311933,0.22170505,0.99544870,0.02503305,0.19644906
-2.46423212,2.10912065,0.30026125,0.67847870,0.00118366,0.09306743,0.21800306,1.01921379,0.02458294,0.19579704
-2.45822911,2.11465896,0.29150769,0.66630478,0.00141539,0.09289466,0.21436815,1.04156377,0.02420951,0.19560465
-2.45222611,2.12101629,0.28412791,0.65585905,0.00169193,0.09257341,0.21077292,1.06196547,0.02391391,0.19585130
-2.44622311,2.12759047,0.27807998,0.64702757,0.00201849,0.09208116,0.20719726,1.07996842,0.02369563,0.19651925
-2.44022011,2.13388695,0.27331295,0.63969678,0.00240045,0.09140196,0.20363145,1.09522538,0.02355253,0.19759562
-2.43421711,2.13954386,0.26976963,0.63375840,0.00284332,0.09052777,0.20007892,1.10750952,0.02348097,0.19907424
-2.42821411,2.14435131,0.26738932,0.62911341,0.00335254,0.08945939,0.19655847,1.11672738,0.02347586,0.20095688
-2.42221111,2.14826359,0.26611046,0.62567494,0.00393334,0.08820700,0.19310582,1.12292679,0.02353088,0.20325405
-2.41620810,2.15140380,0.26587288,0.62336990,0.00459051,0.08679030,0.18977439,1.12629938,0.02363855,0.20598517
-2.41020510,2.15406032,0.26661969,0.62213943,0.00532823,0.08523822,0.18663520,1.12717729,0.02379046,0.20917815
-2.40420210,2.15667536,0.26829875,0.62193812,0.00614981,0.08358817,0.18377591,1.12602397,0.02397740,0.21286828
-2.39819910,2.15982579,0.27086350,0.62273206,0.00705748,0.08188484,0.18129900,1.12341953,0.02418961,0.21709659
-2.39219610,2.16419715,0.27427325,0.62449603,0.00805212,0.08017871,0.17931907,1.12004090,0.02441695,0.22190759
-2.38619310,2.17055192,0.27849293,0.62720985,0.00913312,0.07852413,0.17795949,1.11663770,0.02464916,0.22734668
-2.38019010,2.17969348,0.28349217,0.63085433,0.01029813,0.07697730,0.17734840,1.11400472,0.02487605,0.23345705
-2.37418709,2.19242728,0.28924396,0.63540686,0.01154293,0.07559401,0.17761421,1.11295206,0.02508780,0.24027659
-2.36818409,2.20952098,0.29572277,0.64083713,0.01286135,0.07442736,0.17888092,1.11427424,0.02527513,0.24783453
-2.36218109,2.23166528,0.30290236,0.64710303,0.01424517,0.07352557,0.18126332,1.11871948,0.02542958,0.25614831
-2.35617809,2.25943719,0.31075332,0.65414704,0.01568423,0.07292983,0.18486220,1.12696034,0.02554368,0.26522068
-2.35017509,2.29326725,0.31924040,0.66189337,0.01716645,0.07267250,0.18976001,1.13956708,0.02561113,0.27503709
-2.34417209,2.33341215,0.32831998,0.67024587,0.01867808,0.07277554,0.19601686,1.15698462,0.02562697,0.28556371
-2.33816908,2.37993391,0.33793753,0.67908688,0.02020389,0.07324934,0.20366729,1.17951405,0.02558768,0.29674607
-2.33216608,2.43268647,0.34802540,0.68827713,0.02172754,0.07409196,0.21271768,1.20729944,0.02549120,0.30850831
-2.32616308,2.49131025,0.35850109,0.69765671,0.02323195,0.07528883,0.22314468,1.24032035,0.02533699,0.32075342
-2.32016008,2.55523494,0.36926595,0.70704700,0.02469975,0.07681291,0.23489453,1.27839026,0.02512596,0.33336415
-2.31415708,2.62369041,0.38020466,0.71625369,0.02611377,0.07862528,0.24788345,1.32116097,0.02486038,0.34620481
-2.30815408,2.69572534,0.39118544,0.72507070,0.02745749,0.08067622,0.26199903,1.36813264,0.02454376,0.35912396
-2.30215108,2.77023285,0.40206111,0.73328483,0.02871556,0.08290663,0.27710257,1.41866903,0.02418071,0.37195769
-2.29614807,2.84598220,0.41267107,0.74068121,0.02987426,0.08524983,0.29303235,1.47201727,0.02377673,0.38453373
-2.29014507,2.92165525,0.42284416,0.74704916,0.03092190,0.08763359,0.30960770,1.52733133,0.02333802,0.39667597
-2.28414207,2.99588642,0.43240235,0.75218837,0.03184914,0.08998243,0.32663362,1.58369823,0.02287129,0.40820936
-2.27813907,3.06730457,0.44116523,0.75591516,0.03264930,0.09221996,0.34390596,1.64016602,0.02238359,0.41896513
-2.27213607,3.13457514,0.44895511,0.75806863,0.03331848,0.09427135,0.36121679,1.69577237,0.02188210,0.42878580
-2.26613307,3.19644112,0.45560250,0.75851633,0.03385561,0.09606563,0.37835975,1.74957277,0.02137403,0.43753019
-2.26013007,3.25176112,0.46095190,0.75715933,0.03426244,0.09753797,0.39513537,1.80066743,0.02086646,0.44507787
-2.25412706,3.29954325,0.46486746,0.75393642,0.03454329,0.09863171,0.41135580,1.84822576,0.02036628,0.45133308
-2.24812406,3.33897355,0.46723834,0.74882710,0.03470488,0.09930007,0.42684916,1.89150795,0.01988008,0.45622780
-2.24212106,3.36943784,0.46798350,0.74185336,0.03475590,0.09950761,0.44146296,1.92988271,0.01941415,0.45972393
-2.23611806,3.39053646,0.46705558,0.73307999,0.03470663,0.09923122,0.45506681,1.96284104,0.01897443,0.46181440
-2.23011506,3.40209130,0.46444373,0.72261333,0.03456845,0.09846082,0.46755411,1.99000557,0.01856646,0.46252308
-2.22411206,3.40414525,0.46017510,0.71059851,0.03435336,0.09719952,0.47884275,2.01113549,0.01819539,0.46190369
-2.21810905,3.39695404,0.45431497,0.69721518,0.03407346,0.09546342,0.48887498,2.02612725,0.01786593,0.46003748
-2.21210605,3.38097142,0.44696532,0.68267191,0.03374048,0.09328105,0.49761628,2.03501121,0.01758229,0.45702993
-2.20610305,3.35682813,0.43826195,0.66719934,0.03336532,0.09069238,0.50505358,2.03794481,0.01734813,0.45300660
-2.20010005,3.32530618,0.42837029,0.65104255,0.03295771,0.08774752,0.51119288,2.03520268,0.01716648,0.44810823
-2.19409705,3.28730933,0.41747987,0.63445276,0.03252587,0.08450522,0.51605639,2.02716442,0.01703963,0.44248541
-2.18809405,3.24383146,0.40579786,0.61767885,0.03207632,0.08103105,0.51967959,2.01430060,0.01696904,0.43629299
-2.18209105,3.19592407,0.39354200,0.60095896,0.03161372,0.07739559,0.52210812,1.99715767,0.01695521,0.42968451
-2.17608804,3.14466431,0.38093299,0.58451277,0.03114089,0.07367241,0.52339501,1.97634245,0.01699755,0.42280693
-2.17008504,3.09112483,0.36818706,0.56853442,0.03065885,0.06993617,0.52359810,1.95250649,0.01709435,0.41579584
-2.16408204,3.03634645,0.35550869,0.55318685,0.03016695,0.06626073,0.52277801,1.92633108,0.01724264,0.40877142
-2.15807904,2.98131461,0.34308418,0.53859742,0.02966311,0.06271734,0.52099662,1.89851291,0.01743820,0.40183527
-2.15207604,2.92694002,0.33107599,0.52485522,0.02914410,0.05937311,0.51831618,1.86975077,0.01767555,0.39506830
-2.14607304,2.87404402,0.31961849,0.51201011,0.02860583,0.05628956,0.51479898,1.84073342,0.01794801,0.38852965
-2.14007004,2.82334854,0.30881490,0.50007345,0.02804375,0.05352147,0.51050758,1.81212858,0.01824779,0.38225672
-2.13406703,2.77547064,0.29873580,0.48902051,0.02745313,0.05111596,0.50550549,1.78457297,0.01856619,0.37626629
-2.12806403,2.73092106,0.28941913,0.47879442,0.02682946,0.04911180,0.49985821,1.75866347,0.01889376,0.37055653
-2.12206103,2.69010647,0.28087161,0.46931135,0.02616876,0.04753901,0.49363446,1.73494920,0.01922061,0.36510986
-2.11605803,2.65333447,0.27307145,0.46046663,0.02546784,0.04641867,0.48690749,1.71392445,0.01953663,0.35989644
-2.11005503,2.62082097,0.26597224,0.45214167,0.02472457,0.04576291,0.47975624,1.69602245,0.01983184,0.35487800
-2.10405203,2.59269901,0.25950764,0.44421100,0.02393803,0.04557518,0.47226633,1.68160999,0.02009669,0.35001198
-2.09804902,2.56902843,0.25359676,0.43654938,0.02310864,0.04585066,0.46453064,1.67098300,0.02032240,0.34525553
-2.09204602,2.54980590,0.24814982,0.42903845,0.02223824,0.04657682,0.45664936,1.66436302,0.02050117,0.34056935
-2.08604302,2.53497478,0.24307388,0.42157273,0.02133008,0.04773412,0.44872965,1.66189506,0.02062653,0.33592106
-2.08004002,2.52443451,0.23827832,0.41406455,0.02038873,0.04929685,0.44088450,1.66364667,0.02069352,0.33128798
-2.07403702,2.51804927,0.23367984,0.40644795,0.01942001,0.05123401,0.43323120,1.66960874,0.02069884,0.32665920
-2.06803402,2.51565585,0.22920684,0.39868120,0.01843083,0.05351027,0.42588908,1.67969793,0.02064097,0.32203688
-2.06203102,2.51707073,0.22480287,0.39074802,0.01742900,0.05608704,0.41897691,1.69376100,0.02052025,0.31743672
-2.05602801,2.52209626,0.22042925,0.38265746,0.01642300,0.05892346,0.41260974,1.71158092,0.02033880,0.31288762
-2.05002501,2.53052626,0.21606661,0.37444255,0.01542177,0.06197750,0.40689563,1.73288490,0.02010055,0.30843062
-2.04402201,2.54215080,0.21171545,0.36615787,0.01443445,0.06520692,0.40193209,1.75735379,0.01981105,0.30411717
-2.03801901,2.55676054,0.20739581,0.35787625,0.01347018,0.06857029,0.39780268,1.78463286,0.01947735,0.30000688
-2.03201601,2.57415033,0.20314594,0.34968474,0.01253785,0.07202790,0.39457374,1.81434332,0.01910783,0.29616486
-2.02601301,2.59412222,0.19902028,0.34168019,0.01164589,0.07554249,0.39229144,1.84609416,0.01871196,0.29265887
-2.02001001,2.61648780,0.19508681,0.33396473,0.01080210,0.07907999,0.39097942,1.87949365,0.01830009,0.28955642
-2.01400700,2.64106956,0.19142385,0.32664122,0.01001348,0.08261001,0.39063700,1.91415996,0.01788323,0.28692186
-2.00800400,2.66770144,0.18811658,0.31980906,0.00928613,0.08610619,0.39123820,1.94973033,0.01747286,0.28481381
-2.00200100,2.69622819,0.18525338,0.31356046,0.00862514,0.08954634,0.39273161,1.98586823,0.01708067,0.28328289
-1.99599800,2.72650358,0.18292213,0.30797731,0.00803453,0.09291248,0.39504110,2.02226821,0.01671840,0.28236987
-1.98999500,2.75838747,0.18120662,0.30312880,0.00751722,0.09619058,0.39806750,2.05865815,0.01639765,0.28210443
-1.98399200,2.79174176,0.18018326,0.29906974,0.00707507,0.09937021,0.40169116,2.09479884,0.01612972,0.28250436
-1.97798899,2.82642544,0.17991810,0.29583972,0.00670889,0.10244406,0.40577523,2.13048107,0.01592550,0.28357544
-1.97198599,2.86228898,0.18046429,0.29346293,0.00641853,0.10540723,0.41016981,2.16552059,0.01579531,0.28531177
-1.96598299,2.89916849,0.18186014,0.29194866,0.00620293,0.10825662,0.41471648,2.19975131,0.01574877,0.28769671
-1.95997999,2.93688011,0.18412769,0.29129231,0.00606028,0.11099014,0.41925335,2.23301748,0.01579475,0.29070416
-1.95397699,2.97521503,0.18727188,0.29147687,0.00598814,0.11360602,0.42362022,2.26516558,0.01594122,0.29430027
-1.94797399,3.01393578,0.19128038,0.29247464,0.00598353,0.11610220,0.42766376,2.29603657,0.01619516,0.29844534
-1.94197099,3.05277408,0.19612393,0.29424909,0.00604316,0.11847572,0.43124244,2.32545935,0.01656244,0.30309589
-1.93596798,3.09143079,0.20175729,0.29675677,0.00616354,0.12072240,0.43423103,2.35324602,0.01704773,0.30820678
