energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,3.88934205,1.45010566,1.59073263,0.00834304,0.53288470,0.04476338,1.25506178
-5.99399700,4.04714883,1.47606689,1.67243604,0.00903568,0.55251579,0.04630708,1.30615286
-5.98799400,4.19586133,1.49404049,1.75277800,0.00972980,0.57085107,0.04772395,1.35403665
-5.98199100,4.33335149,1.50362797,1.83070554,0.01041578,0.58762443,0.04898768,1.39804061
-5.97598799,4.45763151,1.50458874,1.90516920,0.01108354,0.60258988,0.05007408,1.43754106
-5.96998499,4.56689955,1.49684771,1.97514630,0.01172273,0.61552712,0.05096159,1.47197777
-5.96398199,4.65958203,1.48049784,2.03966470,0.01232304,0.62624664,0.05163168,1.50086741
-5.95797899,4.73437147,1.45579741,2.09782654,0.01287445,0.63459419,0.05206931,1.52381539
-5.95197599,4.79025860,1.42316214,2.14883106,0.01336753,0.64045460,0.05226321,1.54052573
-5.94597299,4.82655778,1.38315243,2.19199582,0.01379376,0.64375472,0.05220617,1.55080855
-5.93996998,4.84292466,1.33645627,2.22677559,0.01414576,0.64446542,0.05189519,1.55458506
-5.93396698,4.83936546,1.28386854,2.25277802,0.01441758,0.64260257,0.05133159,1.55188960
-5.92796398,4.81623726,1.22626750,2.26977538,0.01460490,0.63822691,0.05052097,1.54286874
-5.92196098,4.77423903,1.16458952,2.27771182,0.01470521,0.63144283,0.04947307,1.52777745
-5.91595798,4.71439349,1.09980299,2.27670558,0.01471787,0.62239595,0.04820155,1.50697215
-5.90995498,4.63801997,1.03288248,2.26704585,0.01464423,0.61126963,0.04672366,1.48090114
-5.90395198,4.54669907,0.96478406,2.24918418,0.01448754,0.59828037,0.04505979,1.45009237
-5.89794897,4.44222990,0.89642277,2.22372060,0.01425288,0.58367232,0.04323296,1.41513912
-5.89194597,4.32658136,0.82865271,2.19138470,0.01394703,0.56771087,0.04126827,1.37668395
-5.88594297,4.20183879,0.76225068,2.15301246,0.01357822,0.55067567,0.03919225,1.33540150
-5.87993997,4.07014793,0.69790334,2.10951954,0.01315588,0.53285316,0.03703224,1.29198072
-5.87393697,3.93365797,0.63619846,2.06187211,0.01269036,0.51452894,0.03481568,1.24710711
-5.86793397,3.79446581,0.57762000,2.01105641,0.01219256,0.49598012,0.03256958,1.20144565
-5.86193097,3.65456350,0.52254698,1.95804828,0.01167361,0.47746809,0.03031982,1.15562502
-5.85592796,3.51579073,0.47125588,1.90378398,0.01114453,0.45923190,0.02809070,1.11022358
-5.84992496,3.37979418,0.42392601,1.84913356,0.01061590,0.44148242,0.02590445,1.06575767
-5.84392196,3.24799523,0.38064756,1.79487787,0.01009757,0.42439779,0.02378087,1.02267252
-5.83791896,3.12156695,0.34143156,1.74169018,0.00959838,0.40812007,0.02173708,0.98133607
