energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.75746139,0.00131844,0.06334814,0.00559083,0.00000000,0.45117433,0.00000000,0.20451924,0.18287366
-5.99399700,0.74147985,0.00118523,0.06203884,0.00556822,0.00000000,0.44222779,0.00000000,0.19844126,0.17973544
-5.98799400,0.72734659,0.00106050,0.06149689,0.00558303,0.00000000,0.43344971,0.00000000,0.19250198,0.17770972
-5.98199100,0.71574876,0.00094532,0.06180789,0.00564131,0.00000000,0.42521783,0.00000000,0.18689105,0.17697797
-5.97598799,0.70736201,0.00084050,0.06305018,0.00574868,0.00000000,0.41791461,0.00000000,0.18179876,0.17771200
-5.96998499,0.70283051,0.00074658,0.06529333,0.00591016,0.00000000,0.41191470,0.00000000,0.17741104,0.18006913
-5.96398199,0.70274660,0.00066387,0.06859666,0.00612999,0.00000000,0.40757204,0.00000000,0.17390439,0.18418737
-5.95797899,0.70763049,0.00059246,0.07300771,0.00641148,0.00000000,0.40520708,0.00000000,0.17144058,0.19018058
-5.95197599,0.71791075,0.00053225,0.07856063,0.00675680,0.00000000,0.40509446,0.00000000,0.17016159,0.19813395
-5.94597299,0.73390637,0.00048296,0.08527467,0.00716684,0.00000000,0.40745180,0.00000000,0.17018472,0.20809968
-5.93996998,0.75581084,0.00044419,0.09315256,0.00764111,0.00000000,0.41242981,0.00000000,0.17159817,0.22009325
-5.93396698,0.78367918,0.00041541,0.10217913,0.00817758,0.00000000,0.42010446,0.00000000,0.17445718,0.23409028
-5.92796398,0.81741828,0.00039602,0.11232001,0.00877267,0.00000000,0.43047121,0.00000000,0.17878093,0.25002425
-5.92196098,0.85678134,0.00038534,0.12352055,0.00942115,0.00000000,0.44344193,0.00000000,0.18455038,0.26778508
-5.91595798,0.90136661,0.00038265,0.13570516,0.01011624,0.00000000,0.45884445,0.00000000,0.19170713,0.28721889
-5.90995498,0.95062095,0.00038718,0.14877699,0.01084961,0.00000000,0.47642508,0.00000000,0.20015340,0.30812887
-5.90395198,1.00384816,0.00039817,0.16261812,0.01161152,0.00000000,0.49585396,0.00000000,0.20975330,0.33027739
-5.89794897,1.06022229,0.00041487,0.17709033,0.01239101,0.00000000,0.51673320,0.00000000,0.22033532,0.35338939
-5.89194597,1.11880547,0.00043652,0.19203651,0.01317613,0.00000000,0.53860768,0.00000000,0.23169608,0.37715702
-5.88594297,1.17857015,0.00046242,0.20728267,0.01395417,0.00000000,0.56097805,0.00000000,0.24360534,0.40124540
-5.87993997,1.23842494,0.00049192,0.22264064,0.01471202,0.00000000,0.58331569,0.00000000,0.25581204,0.42529947
-5.87393697,1.29724353,0.00052446,0.23791139,0.01543647,0.00000000,0.60507901,0.00000000,0.26805134,0.44895171
-5.86793397,1.35389559,0.00055957,0.25288891,0.01611465,0.00000000,0.62573067,0.00000000,0.28005244,0.47183050
-5.86193097,1.40727894,0.00059694,0.26736454,0.01673432,0.00000000,0.64475492,0.00000000,0.29154690,0.49356893
-5.85592796,1.45635161,0.00063641,0.28113176,0.01728431,0.00000000,0.66167476,0.00000000,0.30227718,0.51381377
-5.84992496,1.50016291,0.00067804,0.29399103,0.01775483,0.00000000,0.67606787,0.00000000,0.31200522,0.53223425
-5.84392196,1.53788236,0.00072215,0.30575486,0.01813783,0.00000000,0.68758119,0.00000000,0.32052064,0.54853048
-5.83791896,1.56882534,0.00076934,0.31625262,0.01842726,0.00000000,0.69594320,0.00000000,0.32764826,0.56244115
-5.83191596,1.59247471,0.00082057,0.32533517,0.01861928,0.00000000,0.70097378,0.00000000,0.33325477,0.57375021
-5.82591296,1.60849745,0.00087718,0.33287890,0.01871243,0.00000000,0.70259103,0.00000000,0.33725416,0.58229240
-5.81990995,1.61675579,0.00094093,0.33878924,0.01870772,0.00000000,0.70081504,0.00000000,0.33961178,0.58795744
-5.81390695,1.61731243,0.00101408,0.34300335,0.01860858,0.00000000,0.69576830,0.00000000,0.34034683,0.59069259
-5.80790395,1.61042973,0.00109935,0.34549191,0.01842086,0.00000000,0.68767287,0.00000000,0.33953318,0.59050371
-5.80190095,1.59656273,0.00120002,0.34626000,0.01815258,0.00000000,0.67684452,0.00000000,0.33729850,0.58745468
-5.79589795,1.57634660,0.00131988,0.34534690,0.01781376,0.00000000,0.66368384,0.00000000,0.33382164,0.58166516
-5.78989495,1.55057866,0.00146324,0.34282497,0.01741609,0.00000000,0.64866497,0.00000000,0.32932852,0.57330693
-5.78389195,1.52019599,0.00163489,0.33879743,0.01697260,0.00000000,0.63232226,0.00000000,0.32408645,0.56259885
-5.77788894,1.48624913,0.00184005,0.33339543,0.01649722,0.00000000,0.61523525,0.00000000,0.31839722,0.54980058
-5.77188594,1.44987308,0.00208430,0.32677410,0.01600442,0.00000000,0.59801279,0.00000000,0.31258911,0.53520544
-5.76588294,1.41225638,0.00237345,0.31910820,0.01550872,0.00000000,0.58127652,0.00000000,0.30700812,0.51913247
-5.75987994,1.37460942,0.00271340,0.31058709,0.01502431,0.00000000,0.56564452,0.00000000,0.30200864,0.50191812
-5.75387694,1.33813297,0.00310998,0.30140947,0.01456462,0.00000000,0.55171541,0.00000000,0.29794387,0.48390765
-5.74787394,1.30398778,0.00356877,0.29177804,0.01414194,0.00000000,0.54005356,0.00000000,0.29515620,0.46544675
-5.74187094,1.27326617,0.00409481,0.28189416,0.01376717,0.00000000,0.53117559,0.00000000,0.29396789,0.44687332
-5.73586793,1.24696638,0.00469245,0.27195273,0.01344947,0.00000000,0.52553855,0.00000000,0.29467215,0.42850999
-5.72986493,1.22597009,0.00536501,0.26213751,0.01319615,0.00000000,0.52353006,0.00000000,0.29752501,0.41065720
-5.72386193,1.21102381,0.00611457,0.25261697,0.01301251,0.00000000,0.52546046,0.00000000,0.30273799,0.39358736
-5.71785893,1.20272420,0.00694173,0.24354072,0.01290183,0.00000000,0.53155702,0.00000000,0.31047180,0.37753993
-5.71185593,1.20150759,0.00784530,0.23503669,0.01286534,0.00000000,0.54196035,0.00000000,0.32083129,0.36271772
-5.70585293,1.20764373,0.00882221,0.22720909,0.01290240,0.00000000,0.55672278,0.00000000,0.33386162,0.34928427
-5.69984992,1.22123363,0.00986725,0.22013712,0.01301058,0.00000000,0.57580872,0.00000000,0.34954581,0.33736250
-5.69384692,1.24221130,0.01097307,0.21387448,0.01318592,0.00000000,0.59909689,0.00000000,0.36780380,0.32703445
-5.68784392,1.27034916,0.01213006,0.20844957,0.01342313,0.00000000,0.62638408,0.00000000,0.38849292,0.31834213
-5.68184092,1.30526680,0.01332648,0.20386641,0.01371587,0.00000000,0.65739054,0.00000000,0.41140997,0.31128941
-5.67583792,1.34644274,0.01454857,0.20010617,0.01405703,0.00000000,0.69176665,0.00000000,0.43629477,0.30584479
-5.66983492,1.39322879,0.01578077,0.19712920,0.01443899,0.00000000,0.72910074,0.00000000,0.46283521,0.30194491
-5.66383192,1.44486675,0.01700607,0.19487744,0.01485389,0.00000000,0.76892801,0.00000000,0.49067374,0.29949877
-5.65782891,1.50050693,0.01820637,0.19327728,0.01529387,0.00000000,0.81074023,0.00000000,0.51941518,0.29839241
-5.65182591,1.55922826,0.01936298,0.19224251,0.01575127,0.00000000,0.85399625,0.00000000,0.54863563,0.29849395
-5.64582291,1.62005960,0.02045715,0.19167754,0.01621880,0.00000000,0.89813302,0.00000000,0.57789248,0.29965881
-5.63981991,1.68200173,0.02147062,0.19148064,0.01668967,0.00000000,0.94257713,0.00000000,0.60673503,0.30173506
-5.63381691,1.74404993,0.02238621,0.19154709,0.01715768,0.00000000,0.98675646,0.00000000,0.63471561,0.30456861
-5.62781391,1.80521643,0.02318836,0.19177240,0.01761729,0.00000000,1.03011202,0.00000000,0.66140089,0.30800827
-5.62181091,1.86455249,0.02386370,0.19205525,0.01806359,0.00000000,1.07210950,0.00000000,0.68638285,0.31191042
-5.61580790,1.92116955,0.02440153,0.19230030,0.01849236,0.00000000,1.11225044,0.00000000,0.70928930,0.31614323
-5.60980490,1.97425895,0.02479415,0.19242068,0.01889999,0.00000000,1.15008265,0.00000000,0.72979334,0.32059033
-5.60380190,2.02310969,0.02503720,0.19234028,0.01928343,0.00000000,1.18520963,0.00000000,0.74762162,0.32515382
-5.59779890,2.06712362,0.02512979,0.19199553,0.01964018,0.00000000,1.21729855,0.00000000,0.76256090,0.32975646
-5.59179590,2.10582763,0.02507457,0.19133697,0.01996818,0.00000000,1.24608661,0.00000000,0.77446276,0.33434307
-5.58579290,2.13888220,0.02487762,0.19033023,0.02026579,0.00000000,1.27138544,0.00000000,0.78324619,0.33888104
-5.57978989,2.16608600,0.02454822,0.18895669,0.02053171,0.00000000,1.29308316,0.00000000,0.78889795,0.34335987
-5.57378689,2.18737605,0.02409851,0.18721359,0.02076495,0.00000000,1.31114411,0.00000000,0.79147066,0.34778983
-5.56778389,2.20282350,0.02354306,0.18511366,0.02096481,0.00000000,1.32560601,0.00000000,0.79107868,0.35219971
-5.56178089,2.21262486,0.02289832,0.18268437,0.02113081,0.00000000,1.33657452,0.00000000,0.78789194,0.35663372
-5.55577789,2.21708885,0.02218206,0.17996668,0.02126269,0.00000000,1.34421545,0.00000000,0.78212793,0.36114771
-5.54977489,2.21661956,0.02141268,0.17701338,0.02136037,0.00000000,1.34874477,0.00000000,0.77404231,0.36580484
-5.54377189,2.21169619,0.02060865,0.17388720,0.02142393,0.00000000,1.35041682,0.00000000,0.76391837,0.37067082
-5.53776888,2.20285057,0.01978785,0.17065863,0.02145359,0.00000000,1.34951122,0.00000000,0.75205599,0.37580906
-5.53176588,2.19064324,0.01896701,0.16740359,0.02144968,0.00000000,1.34631902,0.00000000,0.73876043,0.38127594
-5.52576288,2.17563936,0.01816122,0.16420111,0.02141257,0.00000000,1.34112893,0.00000000,0.72433157,0.38711638
-5.51975988,2.15838553,0.01738349,0.16113105,0.02134268,0.00000000,1.33421404,0.00000000,0.70905407,0.39336011
-5.51375688,2.13938892,0.01664446,0.15827209,0.02124042,0.00000000,1.32582003,0.00000000,0.69318874,0.40001881
-5.50775388,2.11909955,0.01595219,0.15569990,0.02110615,0.00000000,1.31615531,0.00000000,0.67696569,0.40708429
-5.50175088,2.09789690,0.01531204,0.15348578,0.02094018,0.00000000,1.30538371,0.00000000,0.66057940,0.41452796
-5.49574787,2.07608137,0.01472673,0.15169562,0.02074269,0.00000000,1.29362024,0.00000000,0.64418589,0.42230166
-5.48974487,2.05387120,0.01419643,0.15038942,0.02051380,0.00000000,1.28092990,0.00000000,0.62790202,0.43033974
-5.48374187,2.03140479,0.01371897,0.14962116,0.02025354,0.00000000,1.26732996,0.00000000,0.61180698,0.43856250
-5.47773887,2.00874820,0.01329019,0.14943907,0.01996188,0.00000000,1.25279529,0.00000000,0.59594556,0.44688073
-5.47173587,1.98590732,0.01290425,0.14988629,0.01963877,0.00000000,1.23726646,0.00000000,0.58033318,0.45520109
-5.46573287,1.96284368,0.01255405,0.15100164,0.01928425,0.00000000,1.22066023,0.00000000,0.56496206,0.46343202
-5.45972986,1.93949291,0.01223168,0.15282054,0.01889849,0.00000000,1.20288158,0.00000000,0.54980831,0.47148990
-5.45372686,1.91578434,0.01192888,0.15537586,0.01848187,0.00000000,1.18383662,0.00000000,0.53483934,0.47930493
-5.44772386,1.89166049,0.01163741,0.15869862,0.01803513,0.00000000,1.16344549,0.00000000,0.52002125,0.48682632
-5.44172086,1.86709496,0.01134954,0.16281828,0.01755940,0.00000000,1.14165446,0.00000000,0.50532560,0.49402662
-5.43571786,1.84210752,0.01105836,0.16776268,0.01705631,0.00000000,1.11844649,0.00000000,0.49073535,0.50090448
-5.42971486,1.81677528,0.01075812,0.17355744,0.01652806,0.00000000,1.09384955,0.00000000,0.47624957,0.50748598
-5.42371186,1.79123921,0.01044451,0.18022486,0.01597745,0.00000000,1.06794229,0.00000000,0.46188670,0.51382406
-5.41770885,1.76570560,0.01011482,0.18778221,0.01540790,0.00000000,1.04085664,0.00000000,0.44768626,0.51999617
-5.41170585,1.74044234,0.00976811,0.19623959,0.01482346,0.00000000,1.01277746,0.00000000,0.43370907,0.52610019
-5.40570285,1.71577053,0.00940528,0.20559744,0.01422874,0.00000000,0.98393924,0.00000000,0.42003595,0.53224879
-5.39969985,1.69205194,0.00902909,0.21584375,0.01362890,0.00000000,0.95462015,0.00000000,0.40676524,0.53856255
-5.39369685,1.66967342,0.00864411,0.22695130,0.01302951,0.00000000,0.92513420,0.00000000,0.39400931,0.54516229
-5.38769385,1.64902947,0.00825668,0.23887497,0.01243650,0.00000000,0.89582176,0.00000000,0.38189041,0.55216098
-5.38169085,1.63050429,0.00787481,0.25154947,0.01185603,0.00000000,0.86703957,0.00000000,0.37053623,0.55965587
-5.37568784,1.61445472,0.00750803,0.26488766,0.01129438,0.00000000,0.83915060,0.00000000,0.36007551,0.56772126
-5.36968484,1.60119528,0.00716727,0.27877954,0.01075787,0.00000000,0.81251469,0.00000000,0.35063397,0.57640241
-5.36368184,1.59098645,0.00686467,0.29309227,0.01025270,0.00000000,0.78748039,0.00000000,0.34233089,0.58571098
-5.35767884,1.58402696,0.00661349,0.30767111,0.00978497,0.00000000,0.76437859,0.00000000,0.33527652,0.59562240
-5.35167584,1.58045060,0.00642788,0.32234152,0.00936050,0.00000000,0.74351800,0.00000000,0.32957041,0.60607522
-5.34567284,1.58032761,0.00632273,0.33691223,0.00898488,0.00000000,0.72518270,0.00000000,0.32530067,0.61697269
-5.33966983,1.58367038,0.00631351,0.35117936,0.00866338,0.00000000,0.70963156,0.00000000,0.32254415,0.62818627
-5.33366683,1.59044273,0.00641603,0.36493140,0.00840095,0.00000000,0.69709917,0.00000000,0.32136728,0.63956103
-5.32766383,1.60057198,0.00664627,0.37795479,0.00820219,0.00000000,0.68779793,0.00000000,0.32182744,0.65092261
-5.32166083,1.61396245,0.00702008,0.39003994,0.00807136,0.00000000,0.68192050,0.00000000,0.32397453,0.66208514
-5.31565783,1.63050908,0.00755290,0.40098741,0.00801231,0.00000000,0.67964222,0.00000000,0.32785241,0.67285979
-5.30965483,1.65010997,0.00825943,0.41061397,0.00802850,0.00000000,0.68112268,0.00000000,0.33349996,0.68306340
-5.30365183,1.67267631,0.00915323,0.41875813,0.00812290,0.00000000,0.68650597,0.00000000,0.34095151,0.69252649
-5.29764882,1.69813881,0.01024627,0.42528510,0.00829790,0.00000000,0.69591914,0.00000000,0.35023628,0.70110041
-5.29164582,1.72644979,0.01154847,0.43009074,0.00855525,0.00000000,0.70946848,0.00000000,0.36137684,0.70866296
-5.28564282,1.75758030,0.01306714,0.43310437,0.00889589,0.00000000,0.72723381,0.00000000,0.37438649,0.71512233
-5.27963982,1.79151249,0.01480643,0.43429040,0.00931981,0.00000000,0.74926053,0.00000000,0.38926552,0.72041900
-5.27363682,1.82822734,0.01676684,0.43364856,0.00982587,0.00000000,0.77555016,0.00000000,0.40599672,0.72452570
-5.26763382,1.86768867,0.01894460,0.43121290,0.01041167,0.00000000,0.80604963,0.00000000,0.42454015,0.72744528
-5.26163082,1.90982450,0.02133127,0.42704947,0.01107338,0.00000000,0.84064033,0.00000000,0.44482774,0.72920686
-5.25562781,1.95450710,0.02391329,0.42125296,0.01180558,0.00000000,0.87912750,0.00000000,0.46675802,0.72986050
-5.24962481,2.00153353,0.02667176,0.41394246,0.01260120,0.00000000,0.92123114,0.00000000,0.49019147,0.72947079
-5.24362181,2.05060807,0.02958223,0.40525652,0.01345148,0.00000000,0.96657921,0.00000000,0.51494701,0.72810981
-5.23761881,2.10132846,0.03261482,0.39534779,0.01434592,0.00000000,1.01470405,0.00000000,0.54079999,0.72585006
-5.23161581,2.15317718,0.03573441,0.38437759,0.01527248,0.00000000,1.06504271,0.00000000,0.56748218,0.72275769
-5.22561281,2.20551913,0.03890109,0.37251062,0.01621764,0.00000000,1.11694178,0.00000000,0.59468395,0.71888672
-5.21960980,2.25760637,0.04207081,0.35990999,0.01716670,0.00000000,1.16966682,0.00000000,0.62205884,0.71427446
-5.21360680,2.30859044,0.04519627,0.34673297,0.01810408,0.00000000,1.22241667,0.00000000,0.64923062,0.70893850
-5.20760380,2.35754197,0.04822795,0.33312737,0.01901371,0.00000000,1.27434202,0.00000000,0.67580258,0.70287553
-5.20160080,2.40347716,0.05111529,0.31922892,0.01987946,0.00000000,1.32456785,0.00000000,0.70136891,0.69606188
-5.19559780,2.44538970,0.05380809,0.30515948,0.02068563,0.00000000,1.37221882,0.00000000,0.72552754,0.68845597
-5.18959480,2.48228701,0.05625783,0.29102622,0.02141740,0.00000000,1.41644649,0.00000000,0.74789410,0.68000219
-5.18359180,2.51322866,0.05841911,0.27692163,0.02206135,0.00000000,1.45645712,0.00000000,0.76811614,0.67063624
-5.17758879,2.53736496,0.06025102,0.26292423,0.02260592,0.00000000,1.49153869,0.00000000,0.78588691,0.66029120
-5.17158579,2.55397378,0.06171840,0.24909995,0.02304178,0.00000000,1.52108586,0.00000000,0.80095807,0.64890427
-5.16558279,2.56249319,0.06279290,0.23550390,0.02336217,0.00000000,1.54462143,0.00000000,0.81315040,0.63642342
-5.15957979,2.56254834,0.06345394,0.22218230,0.02356316,0.00000000,1.56181327,0.00000000,0.82236203,0.62281364
-5.15357679,2.55397073,0.06368930,0.20917461,0.02364375,0.00000000,1.57248575,0.00000000,0.82857356,0.60806239
-5.14757379,2.53680882,0.06349547,0.19651539,0.02360593,0.00000000,1.57662507,0.00000000,0.83184967,0.59218379
-5.14157079,2.51132933,0.06287776,0.18423611,0.02345458,0.00000000,1.57437809,0.00000000,0.83233719,0.57522142
-5.13556778,2.47800887,0.06185003,0.17236639,0.02319726,0.00000000,1.56604474,0.00000000,0.83025934,0.55724944
-5.12956478,2.43751647,0.06043416,0.16093500,0.02284391,0.00000000,1.55206435,0.00000000,0.82590672,0.53837203
-5.12356178,2.39068785,0.05865931,0.14997035,0.02240648,0.00000000,1.53299657,0.00000000,0.81962517,0.51872124
