energy_ev,total_up,Ge_p_up,Ge_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,2.75291382,0.29549674,0.00000000,2.02636290,0.82553387,0.02310415,1.15100876
-5.99399700,2.78772832,0.29506301,0.00000000,2.04635225,0.83373171,0.02485580,1.16768818
-5.98799400,2.82332749,0.29487835,0.00000000,2.06634577,0.84245284,0.02663192,1.18447488
-5.98199100,2.85978559,0.29502966,0.00000000,2.08635917,0.85180613,0.02841371,1.20134097
-5.97598799,2.89697117,0.29557577,0.00000000,2.10625271,0.86183851,0.03018038,1.21817785
-5.96998499,2.93455399,0.29654607,0.00000000,2.12573792,0.87253539,0.03190948,1.23480083
-5.96398199,2.97202336,0.29794062,0.00000000,2.14439332,0.88382459,0.03357734,1.25095826
-5.95797899,3.00871683,0.29973162,0.00000000,2.16168801,0.89558330,0.03515960,1.26634489
-5.95197599,3.04385749,0.30186616,0.00000000,2.17701205,0.90764771,0.03663175,1.28061848
-5.94597299,3.07659772,0.30426999,0.00000000,2.18971167,0.91982469,0.03796980,1.29341877
-5.93996998,3.10606685,0.30685225,0.00000000,2.19912747,0.93190463,0.03915085,1.30438784
-5.93396698,3.13142011,0.30951064,0.00000000,2.20463345,0.94367487,0.04015382,1.31319049
-5.92796398,3.15188596,0.31213707,0.00000000,2.20567459,0.95493276,0.04096000,1.31953369
-5.92196098,3.16680931,0.31462311,0.00000000,2.20180094,0.96549758,0.04155369,1.32318382
-5.91595798,3.17568823,0.31686538,0.00000000,2.19269644,0.97522078,0.04192273,1.32398084
-5.90995498,3.17820221,0.31877032,0.00000000,2.17820066,0.98399378,0.04205891,1.32184861
-5.90395198,3.17423054,0.32025830,0.00000000,2.15832261,0.99175315,0.04195834,1.31680070
-5.89794897,3.16386010,0.32126689,0.00000000,2.13324573,0.99848273,0.04162165,1.30894158
-5.89194597,3.14738226,0.32175317,0.00000000,2.10332390,1.00421293,0.04105415,1.29846301
-5.88594297,3.12527943,0.32169510,0.00000000,2.06906896,1.00901710,0.04026574,1.28563595
-5.87993997,3.09820232,0.32109190,0.00000000,2.03113028,1.01300558,0.03927083,1.27079859
-5.87393697,3.06693944,0.31996359,0.00000000,1.99026788,1.01631771,0.03808800,1.25434110
-5.86793397,3.03238092,0.31834973,0.00000000,1.94732042,1.01911262,0.03673965,1.23668812
-5.86193097,2.99547884,0.31630759,0.00000000,1.90317015,1.02155927,0.03525153,1.21827995
-5.85592796,2.95720647,0.31390990,0.00000000,1.85870649,1.02382664,0.03365213,1.19955357
-5.84992496,2.91851894,0.31124225,0.00000000,1.81479047,1.02607468,0.03197208,1.18092452
-5.84392196,2.88031723,0.30840049,0.00000000,1.77222171,1.02844651,0.03024348,1.16277060
-5.83791896,2.84341769,0.30548817,0.00000000,1.73170976,1.03106258,0.02849920,1.14541827
-5.83191596,2.80852827,0.30261406,0.00000000,1.69385098,1.03401693,0.02677222,1.12913236
-5.82591296,2.77623252,0.29989010,0.00000000,1.65911224,1.03737579,0.02509492,1.11410947
-5.81990995,2.74698167,0.29742947,0.00000000,1.62782161,1.04117848,0.02349851,1.10047528
-5.81390695,2.72109461,0.29534511,0.00000000,1.60016660,1.04544037,0.02201239,1.08828570
-5.80790395,2.69876507,0.29374843,0.00000000,1.57619931,1.05015757,0.02066365,1.07753146
-5.80190095,2.68007479,0.29274822,0.00000000,1.55584799,1.05531286,0.01947664,1.06814568
-5.79589795,2.66501121,0.29244978,0.00000000,1.53893396,1.06088216,0.01847252,1.06001369
-5.78989495,2.65348790,0.29295396,0.00000000,1.52519252,1.06684111,0.01766898,1.05298446
-5.78389195,2.64536593,0.29435616,0.00000000,1.51429653,1.07317093,0.01707996,1.04688253
-5.77788894,2.64047451,0.29674528,0.00000000,1.50588106,1.07986319,0.01671546,1.04151996
-5.77188594,2.63862920,0.30020230,0.00000000,1.49956778,1.08692290,0.01658142,1.03670731
-5.76588294,2.63964663,0.30479875,0.00000000,1.49498752,1.09436976,0.01667959,1.03226315
-5.75987994,2.64335464,0.31059493,0.00000000,1.49180009,1.10223729,0.01700757,1.02802161
-5.75387694,2.64959768,0.31763789,0.00000000,1.48971039,1.11057002,0.01755879,1.02383770
-5.74787394,2.65823728,0.32595936,0.00000000,1.48848011,1.11941882,0.01832264,1.01959039
-5.74187094,2.66914811,0.33557366,0.00000000,1.48793490,1.12883488,0.01928459,1.01518338
-5.73586793,2.68221045,0.34647574,0.00000000,1.48796690,1.13886265,0.02042641,1.01054398
-5.72986493,2.69730004,0.35863948,0.00000000,1.48853285,1.14953248,0.02172644,1.00562041
-5.72386193,2.71427658,0.37201634,0.00000000,1.48964848,1.16085338,0.02315992,1.00037797
-5.71785893,2.73297213,0.38653456,0.00000000,1.49137948,1.17280659,0.02469943,0.99479463
-5.71185593,2.75318063,0.40209892,0.00000000,1.49383014,1.18534040,0.02631536,0.98885646
-5.70585293,2.77464942,0.41859116,0.00000000,1.49713019,1.19836669,0.02797642,0.98255339
-5.69984992,2.79707380,0.43587103,0.00000000,1.50142071,1.21175928,0.02965030,0.97587562
-5.69384692,2.82009478,0.45377802,0.00000000,1.50683988,1.22535450,0.03130426,0.96881093
-5.68784392,2.84330053,0.47213364,0.00000000,1.51350910,1.23895368,0.03290589,0.96134305
-5.68184092,2.86623110,0.49074414,0.00000000,1.52152002,1.25232746,0.03442376,0.95345099
-5.67583792,2.88838620,0.50940370,0.00000000,1.53092296,1.26522176,0.03582814,0.94510942
-5.66983492,2.90923530,0.52789774,0.00000000,1.54171700,1.27736484,0.03709169,0.93628970
-5.66383192,2.92822945,0.54600639,0.00000000,1.55384194,1.28847509,0.03819010,0.92696154
-5.65782891,2.94481389,0.56350796,0.00000000,1.56717233,1.29826915,0.03910267,0.91709487
-5.65182591,2.95844071,0.58018220,0.00000000,1.58151370,1.30646987,0.03981279,0.90666175
-5.64582291,2.96858109,0.59581349,0.00000000,1.59660105,1.31281375,0.04030831,0.89563812
-5.63981991,2.97473634,0.61019375,0.00000000,1.61209977,1.31705762,0.04058182,0.88400523
-5.63381691,2.97644757,0.62312504,0.00000000,1.62760892,1.31898432,0.04063082,0.87175055
-5.62781391,2.97330398,0.63442206,0.00000000,1.64266705,1.31840733,0.04045764,0.85886834
-5.62181091,2.96494950,0.64391443,0.00000000,1.65676059,1.31517432,0.04006936,0.84535973
-5.61580790,2.95108828,0.65144882,0.00000000,1.66933465,1.30916969,0.03947756,0.83123251
-5.60980490,2.93148914,0.65689110,0.00000000,1.67980631,1.30031629,0.03869788,0.81650079
-5.60380190,2.90598936,0.66012841,0.00000000,1.68758008,1.28857643,0.03774953,0.80118453
-5.59779890,2.87449805,0.66107135,0.00000000,1.69206525,1.27395236,0.03665473,0.78530930
-5.59179590,2.83699940,0.65965615,0.00000000,1.69269479,1.25648641,0.03543802,0.76890616
-5.58579290,2.79355591,0.65584690,0.00000000,1.68894516,1.23626086,0.03412556,0.75201186
-5.57978989,2.74431153,0.64963770,0.00000000,1.68035635,1.21339763,0.03274436,0.73466943
-5.57378689,2.68949470,0.64105474,0.00000000,1.66655152,1.18805789,0.03132157,0.71692896
-5.56778389,2.62942096,0.63015811,0.00000000,1.64725539,1.16044137,0.02988373,0.69884865
-5.56178089,2.56449489,0.61704326,0.00000000,1.62231057,1.13078558,0.02845609,0.68049601
-5.55577789,2.49521087,0.60184196,0.00000000,1.59169112,1.09936460,0.02706198,0.66194895
-5.54977489,2.42215255,0.58472263,0.00000000,1.55551267,1.06648753,0.02572228,0.64329681
-5.54377189,2.34599050,0.56589000,0.00000000,1.51403857,1.03249651,0.02445495,0.62464110
-5.53776888,2.26747798,0.54558391,0.00000000,1.46768177,0.99776412,0.02327468,0.60609579
-5.53176588,2.18744479,0.52407731,0.00000000,1.41700221,0.96269036,0.02219264,0.58778730
-5.52576288,2.10678904,0.50167344,0.00000000,1.36269982,0.92769907,0.02121639,0.56985394
-5.51975988,2.02646735,0.47870220,0.00000000,1.30560337,0.89323398,0.02034985,0.55244498
-5.51375688,1.94748345,0.45551584,0.00000000,1.24665559,0.85975441,0.01959341,0.53571936
-5.50775388,1.87087583,0.43248405,0.00000000,1.18689506,0.82773072,0.01894415,0.51984406
-5.50175088,1.79770460,0.40998857,0.00000000,1.12743567,0.79763972,0.01839615,0.50499235
-5.49574787,1.72903807,0.38841753,0.00000000,1.06944421,0.76995999,0.01794090,0.49134193
-5.48974487,1.66593936,0.36815956,0.00000000,1.01411689,0.74516721,0.01756774,0.47907296
-5.48374187,1.60945311,0.34959784,0.00000000,0.96265542,0.72372954,0.01726439,0.46836622
-5.47773887,1.56059250,0.33310422,0.00000000,0.91624323,0.70610295,0.01701749,0.45940114
-5.47173587,1.52032648,0.31903345,0.00000000,0.87602238,0.69272625,0.01681316,0.45235386
-5.46573287,1.48956702,0.30771757,0.00000000,0.84307149,0.68401598,0.01663753,0.44739512
-5.45972986,1.46915603,0.29946047,0.00000000,0.81838491,0.68036065,0.01647727,0.44468788
-5.45372686,1.45985188,0.29453278,0.00000000,0.80285342,0.68211437,0.01632002,0.44438461
-5.44772386,1.46231495,0.29316684,0.00000000,0.79724652,0.68958960,0.01615480,0.44662401
-5.44172086,1.47709232,0.29555203,0.00000000,0.80219638,0.70304909,0.01597234,0.45152727
-5.43571786,1.50460125,0.30183026,0.00000000,0.81818349,0.72269686,0.01576528,0.45919354
-5.42971486,1.54511195,0.31209190,0.00000000,0.84552427,0.74866857,0.01552831,0.46969500
-5.42371186,1.59872982,0.32637202,0.00000000,0.88436062,0.78102135,0.01525820,0.48307127
-5.41770885,1.66537791,0.34464722,0.00000000,0.93465179,0.81972366,0.01495377,0.49932370
-5.41170585,1.74478053,0.36683310,0.00000000,0.99616882,0.86464567,0.01461574,0.51840953
-5.40570285,1.83644909,0.39278269,0.00000000,1.06849192,0.91555083,0.01424651,0.54023649
