energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Li_s_up,S_s_up,S_p_up
-5.27363682,2.52561309,0.02373079,0.21316132,0.83920304,0.70037923,0.52476507,0.01432599,1.16061824
-5.26763382,2.66061631,0.02541454,0.22357500,0.86351999,0.74525429,0.54529872,0.01534737,1.21959948
-5.26163082,2.79331505,0.02705519,0.23384996,0.88526789,0.79073815,0.56377805,0.01638169,1.27698427
-5.25562781,2.92213845,0.02863035,0.24385248,0.90423122,0.83631437,0.57993344,0.01741736,1.33209087
-5.24962481,3.04557372,0.03011795,0.25345665,0.92024115,0.88147388,0.59352940,0.01844285,1.38426295
-5.24362181,3.16219061,0.03149676,0.26254601,0.93317561,0.92572319,0.60437066,0.01944691,1.43288004
-5.23761881,3.27066369,0.03274693,0.27101497,0.94295796,0.96859206,0.61230725,0.02041875,1.47736695
-5.23161581,3.36979202,0.03385045,0.27876999,0.94955469,1.00964042,0.61723824,0.02134819,1.51720225
-5.22561281,3.45851579,0.03479160,0.28573049,0.95297219,1.04846455,0.61911408,0.02222587,1.55192542
-5.21960980,3.53592994,0.03555726,0.29182958,0.95325283,1.08470233,0.61793743,0.02304329,1.58114294
-5.21360680,3.60129463,0.03613727,0.29701448,0.95047084,1.11803764,0.61376245,0.02379296,1.60453306
-5.20760380,3.65404280,0.03652455,0.30124683,0.94472795,1.14820379,0.60669258,0.02446845,1.62184949
-5.20160080,3.69378500,0.03671522,0.30450286,0.93614930,1.17498623,0.59687696,0.02506443,1.63292399
-5.19559780,3.72031179,0.03670865,0.30677334,0.92487974,1.19822445,0.58450569,0.02557666,1.63766803
-5.18959480,3.73359410,0.03650736,0.30806361,0.91108070,1.21781320,0.56980416,0.02600207,1.63607367
-5.18359180,3.73378201,0.03611688,0.30839343,0.89492782,1.23370330,0.55302665,0.02633866,1.62821364
-5.17758879,3.72120198,0.03554554,0.30779687,0.87660935,1.24590193,0.53444961,0.02658553,1.61424090
-5.17158579,3.69635310,0.03480422,0.30632224,0.85632533,1.25447254,0.51436481,0.02674287,1.59438754
-5.16558279,3.65990230,0.03390601,0.30403195,0.83428754,1.25953445,0.49307272,0.02681189,1.56896321
-5.15957979,3.61267858,0.03286590,0.30100241,0.81071999,1.26126214,0.47087621,0.02679485,1.53835291
-5.15357679,3.55566620,0.03170040,0.29732383,0.78585990,1.25988408,0.44807497,0.02669500,1.50301420
-5.14757379,3.48999658,0.03042720,0.29310001,0.75995878,1.25568117,0.42496064,0.02651659,1.46347359
-5.14157079,3.41693876,0.02906479,0.28844794,0.73328363,1.24898449,0.40181276,0.02626483,1.42032215
-5.13556778,3.33788789,0.02763211,0.28349727,0.70611769,1.24017239,0.37889565,0.02594588,1.37421004
-5.12956478,3.25435155,0.02614822,0.27838948,0.67876084,1.22966668,0.35645609,0.02556681,1.32584002
-5.12356178,3.16793358,0.02463200,0.27327678,0.65152919,1.21792776,0.33472176,0.02513559,1.27595966
-5.11755878,3.08031510,0.02310186,0.26832070,0.62475379,1.20544871,0.31390043,0.02466096,1.22535230
-5.11155578,2.99323249,0.02157547,0.26369016,0.59877836,1.19274809,0.29417961,0.02415242,1.17482669
-5.10555278,2.90845252,0.02006952,0.25955926,0.57395593,1.18036154,0.27572656,0.02362007,1.12520536
-5.09954977,2.82774445,0.01859958,0.25610452,0.55064433,1.16883225,0.25868865,0.02307449,1.07731179
-5.09354677,2.75284953,0.01717985,0.25350171,0.52920069,1.15870024,0.24319367,0.02252656,1.03195648
-5.08754377,2.68544827,0.01582311,0.25192228,0.50997487,1.15049085,0.22935026,0.02198729,0.98992224
-5.08154077,2.62712603,0.01454054,0.25152933,0.49330220,1.14470248,0.21724805,0.02146755,0.95194886
-5.07553777,2.57933761,0.01334168,0.25247338,0.47949546,1.14179395,0.20695772,0.02097787,0.91871745
-5.06953477,2.54337177,0.01223438,0.25488775,0.46883645,1.14217188,0.19853078,0.02052813,0.89083492
-5.06353177,2.52031653,0.01122475,0.25888392,0.46156747,1.14617843,0.19199910,0.02012731,0.86881884
-5.05752876,2.51102637,0.01031720,0.26454686,0.45788284,1.15407972,0.18737421,0.01978324,0.85308326
-5.05152576,2.51609236,0.00951447,0.27193050,0.45792079,1.16605561,0.18464648,0.01950230,0.84392576
-5.04552276,2.53581644,0.00881767,0.28105353,0.46175620,1.18219095,0.18378419,0.01928921,0.84151636
-5.03951976,2.57019090,0.00822635,0.29189573,0.46939420,1.20246898,0.18473263,0.01914685,0.84588864
-5.03351676,2.61888421,0.00773863,0.30439503,0.48076517,1.22676706,0.18741334,0.01907605,0.85693355
-5.02751376,2.68123423,0.00735130,0.31844544,0.49572138,1.25485514,0.19172364,0.01907555,0.87439630
-5.02151076,2.75624950,0.00705995,0.33389611,0.51403548,1.28639719,0.19753648,0.01914192,0.89787681
-5.01550775,2.84261954,0.00685913,0.35055170,0.53540107,1.32095574,0.20470089,0.01926964,0.92683380
-5.00950475,2.93873435,0.00674252,0.36817408,0.55943567,1.35799959,0.21304295,0.01945113,0.96059299
-5.00350175,3.04271339,0.00670305,0.38648563,0.58568594,1.39691462,0.22236747,0.01967704,0.99835919
-4.99749875,3.15244367,0.00673316,0.40517404,0.61363544,1.43701755,0.23246044,0.01993639,1.03923247
-4.99149575,3.26562649,0.00682487,0.42389856,0.64271468,1.47757231,0.24309213,0.02021693,1.08222803
-4.98549275,3.37983170,0.00697005,0.44229773,0.67231339,1.51780860,0.25402105,0.02050552,1.12629940
-4.97948974,3.49255811,0.00716051,0.45999830,0.70179472,1.55694206,0.26499841,0.02078849,1.17036440
-4.97348674,3.60129826,0.00738821,0.47662499,0.73051090,1.59419549,0.27577327,0.02105213,1.21333317
-4.96748374,3.70360548,0.00764539,0.49181104,0.75782000,1.62882025,0.28609800,0.02128306,1.25413734
-4.96148074,3.79716090,0.00792471,0.50520881,0.78310321,1.66011725,0.29573404,0.02146874,1.29175932
-4.95547774,3.87983796,0.00821935,0.51650025,0.80578195,1.68745657,0.30445765,0.02159781,1.32526080
-4.94947474,3.94976199,0.00852313,0.52540678,0.82533422,1.71029514,0.31206546,0.02166052,1.35380918
-4.94347174,4.00536244,0.00883056,0.53169799,0.84130953,1.72819168,0.31837971,0.02164898,1.37670114
-4.93746873,4.04541584,0.00913692,0.53519893,0.85334179,1.74081843,0.32325275,0.02155747,1.39338221
-4.93146573,4.06907774,0.00943827,0.53579559,0.86115969,1.74796918,0.32657084,0.02138252,1.40346169
-4.92546273,4.07590232,0.00973148,0.53343829,0.86459402,1.74956344,0.32825692,0.02112307,1.40672234
-4.91945973,4.06584928,0.01001423,0.52814286,0.86358171,1.74564667,0.32827233,0.02078040,1.40312437
-4.91345673,4.03927777,0.01028497,0.51998951,0.85816649,1.73638670,0.32661737,0.02035808,1.39280384
-4.90745373,3.99692800,0.01054294,0.50911956,0.84849604,1.72206662,0.32333072,0.01986176,1.37606553
-4.90145073,3.93989176,0.01078805,0.49573005,0.83481594,1.70307465,0.31848772,0.01929899,1.35337071
-4.89544772,3.86957331,0.01102093,0.48006663,0.81746071,1.67989160,0.31219757,0.01867890,1.32532049
-4.88944472,3.78764276,0.01124281,0.46241502,0.79684231,1.65307648,0.30459976,0.01801186,1.29263563
-4.88344172,3.69598416,0.01145550,0.44309147,0.77343687,1.62325102,0.29585959,0.01730917,1.25613365
-4.87743872,3.59664055,0.01166136,0.42243269,0.74776998,1.59108372,0.28616331,0.01658266,1.21670442
-4.87143572,3.49175834,0.01186322,0.40078566,0.72040144,1.55727407,0.27571283,0.01584441,1.17528514
-4.86543272,3.38353309,0.01206435,0.37849780,0.69191001,1.52253734,0.26472032,0.01510633,1.13283569
-4.85942971,3.27415829,0.01226840,0.35590784,0.66287867,1.48759044,0.25340292,0.01437997,1.09031526
-4.85342671,3.16577885,0.01247938,0.33333782,0.63388108,1.45313889,0.24197761,0.01367620,1.04866094
-4.84742371,3.06044983,0.01270153,0.31108629,0.60546944,1.41986509,0.23065650,0.01300503,1.00876869
-4.84142071,2.96010126,0.01293930,0.28942303,0.57816414,1.38841789,0.21964256,0.01237547,0.97147720
-4.83541771,2.86650886,0.01319727,0.26858532,0.55244527,1.35940317,0.20912593,0.01179541,0.93755449
-4.82941471,2.78127048,0.01347998,0.24877560,0.52874616,1.33337530,0.19928076,0.01127157,0.90768749
-4.82341171,2.70578768,0.01379187,0.23016066,0.50744862,1.31082926,0.19026262,0.01080946,0.88247413
-4.81740870,2.64125163,0.01413710,0.21287199,0.48887991,1.29219327,0.18220653,0.01041343,0.86241780
-4.81140570,2.58863272,0.01451941,0.19700721,0.47331107,1.27782162,0.17522534,0.01008664,0.84792372
-4.80540270,2.54867287,0.01494196,0.18263223,0.46095645,1.26798784,0.16940869,0.00983116,0.83929688
-4.79939970,2.52188024,0.01540714,0.16978409,0.45197395,1.26287816,0.16482224,0.00964803,0.83674116
-4.79339670,2.50852564,0.01591640,0.15847394,0.44646594,1.26258551,0.16150734,0.00953727,0.84035925
-4.78739370,2.50864071,0.01647011,0.14869033,0.44448046,1.26710433,0.15948086,0.00949797,0.85015339
-4.78139070,2.52201796,0.01706742,0.14040226,0.44601261,1.27632658,0.15873537,0.00952836,0.86602651
-4.77538769,2.54821283,0.01770612,0.13356211,0.45100602,1.29003947,0.15923953,0.00962581,0.88778405
-4.76938469,2.58654854,0.01838262,0.12810824,0.45935443,1.30792527,0.16093877,0.00978689,0.91513646
-4.76338169,2.63612429,0.01909193,0.12396729,0.47090330,1.32956380,0.16375615,0.01000743,0.94770248
-4.75737869,2.69582746,0.01982767,0.12105608,0.48545173,1.35443785,0.16759365,0.01028252,0.98501365
-4.75137569,2.76435043,0.02058222,0.11928320,0.50275461,1.38194189,0.17233373,0.01060661,1.02652016
-4.74537269,2.84021259,0.02134684,0.11855036,0.52252546,1.41139410,0.17784123,0.01097349,1.07159832
-4.73936968,2.92178769,0.02211192,0.11875358,0.54443978,1.44205171,0.18396574,0.01137643,1.11955990
-4.73336668,3.00733642,0.02286725,0.11978416,0.56813934,1.47312935,0.19054430,0.01180822,1.16966340
-4.72736368,3.09504405,0.02360230,0.12152976,0.59323737,1.50381997,0.19740453,0.01226133,1.22112729
-4.72136068,3.18306211,0.02430661,0.12387543,0.61932462,1.53331767,0.20436810,0.01272796,1.27314509
-4.71535768,3.26955328,0.02497012,0.12670474,0.64597649,1.56084171,0.21125450,0.01320025,1.32490198
-4.70935468,3.35273806,0.02558352,0.12990104,0.67276087,1.58566074,0.21788500,0.01367041,1.37559266
-4.70335168,3.43094154,0.02613856,0.13334889,0.69924670,1.60711637,0.22408673,0.01413090,1.42443986
-4.69734867,3.50263881,0.02662836,0.13693552,0.72501293,1.62464510,0.22969677,0.01457457,1.47071285
-4.69134567,3.56649698,0.02704761,0.14055248,0.74965761,1.63779767,0.23456602,0.01499488,1.51374553
-4.68534267,3.62141229,0.02739274,0.14409727,0.77280679,1.64625504,0.23856284,0.01538600,1.55295299
-4.67933967,3.66654064,0.02766199,0.14747490,0.79412283,1.64984034,0.24157622,0.01574297,1.58784634
-4.67333667,3.70132030,0.02785536,0.15059948,0.81331193,1.64852624,0.24351838,0.01606184,1.61804470
-4.66733367,3.72548570,0.02797456,0.15339556,0.83013031,1.64243747,0.24432675,0.01633966,1.64328418
-4.66133067,3.73907165,0.02802278,0.15579920,0.84438900,1.63184830,0.24396514,0.01657462,1.66342314
-4.65532766,3.74240779,0.02800447,0.15775891,0.85595692,1.61717524,0.24242419,0.01676594,1.67844362
-4.64932466,3.73610334,0.02792499,0.15923604,0.86476206,1.59896496,0.23972087,0.01691392,1.68844872
-4.64332166,3.72102268,0.02779027,0.16020506,0.87079078,1.57787822,0.23589734,0.01701978,1.69365595
-4.63731866,3.69825272,0.02760642,0.16065321,0.87408525,1.55467013,0.23101890,0.01708560,1.69438684
-4.63131566,3.66906316,0.02737941,0.16058000,0.87473906,1.53016749,0.22517140,0.01711411,1.69105317
-4.62531266,3.63486125,0.02711465,0.15999627,0.87289130,1.50524414,0.21845806,0.01710858,1.68414020
-4.61930965,3.59714263,0.02681676,0.15892296,0.86871931,1.48079489,0.21099581,0.01707259,1.67418783
-4.61330665,3.55744004,0.02648930,0.15738964,0.86243044,1.45770901,0.20291152,0.01700986,1.66177010
-4.60730365,3.51727177,0.02613464,0.15543294,0.85425328,1.43684394,0.19433797,0.01692409,1.64747418
-4.60130065,3.47809164,0.02575388,0.15309480,0.84442855,1.41900012,0.18541001,0.01681879,1.63187935
-4.59529765,3.44124225,0.02534689,0.15042073,0.83320034,1.40489749,0.17626084,0.01669715,1.61553705
-4.58929465,3.40791305,0.02491241,0.14745817,0.82080783,1.39515434,0.16701863,0.01656194,1.59895276
-4.58329165,3.37910466,0.02444829,0.14425491,0.80747804,1.39026903,0.15780370,0.01641546,1.58257025
-4.57728864,3.35560047,0.02395168,0.14085778,0.79341975,1.39060510,0.14872608,0.01625953,1.56675901
-4.57128564,3.33794659,0.02341942,0.13731153,0.77881902,1.39637997,0.13988373,0.01609553,1.55180521
-4.56528264,3.32644044,0.02284835,0.13365805,0.76383633,1.40765781,0.13136141,0.01592443,1.53790662
-4.55927964,3.32112846,0.02223567,0.12993580,0.74860542,1.42434643,0.12323004,0.01574695,1.52517146
-4.55327664,3.32181285,0.02157928,0.12617963,0.73323390,1.44619853,0.11554675,0.01556365,1.51362142
-4.54727364,3.32806682,0.02087810,0.12242085,0.71780554,1.47281730,0.10835526,0.01537511,1.50319837
-4.54127064,3.33925781,0.02013234,0.11868758,0.70238389,1.50366614,0.10168688,0.01518212,1.49377462
-4.53526763,3.35457776,0.01934369,0.11500525,0.68701716,1.53808242,0.09556166,0.01498577,1.48516609
-4.52926463,3.37307904,0.01851548,0.11139738,0.67174398,1.57529494,0.08998986,0.01478766,1.47714776
-4.52326163,3.39371486,0.01765269,0.10788631,0.65659965,1.61444462,0.08497345,0.01459002,1.46947066
-4.51725863,3.41538242,0.01676198,0.10449403,0.64162246,1.65460800,0.08050777,0.01439576,1.46187956
-4.51125563,3.43696721,0.01585157,0.10124302,0.62685986,1.69482272,0.07658294,0.01420859,1.45413050
-4.50525263,3.45738678,0.01493111,0.09815686,0.61237384,1.73411443,0.07318524,0.01403294,1.44600739
-4.49924962,3.47563218,0.01401151,0.09526075,0.59824549,1.77152421,0.07029824,0.01387397,1.43733671
-4.49324662,3.49080554,0.01310463,0.09258184,0.58457812,1.80613565,0.06790371,0.01373744,1.42799977
