energy_ev,total_up,In_p_up,In_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.56178089,0.90291805,0.26768401,0.00420697,0.20306292,0.64987856,0.00418296,0.02644409
-5.55577789,0.95691726,0.28117504,0.00441300,0.21588855,0.69027183,0.00438602,0.02868710
-5.54977489,1.01064922,0.29410335,0.00461219,0.22863214,0.73081685,0.00458116,0.03092933
-5.54377189,1.06401058,0.30640047,0.00480407,0.24123308,0.77147396,0.00476789,0.03314774
-5.53776888,1.11698303,0.31802077,0.00498857,0.25365113,0.81226635,0.00494615,0.03532028
-5.53176588,1.16964105,0.32894451,0.00516605,0.26586955,0.85328471,0.00511633,0.03742685
-5.52576288,1.22215638,0.33918012,0.00533736,0.27789758,0.89468936,0.00527936,0.03945024
-5.51975988,1.27479871,0.34876574,0.00550375,0.28977212,0.93670944,0.00543665,0.04137705
-5.51375688,1.32793193,0.35776984,0.00566692,0.30155851,0.97963866,0.00559008,0.04319845
-5.50775388,1.38200580,0.36629081,0.00582895,0.31335004,1.02382762,0.00574201,0.04491086
-5.50175088,1.43754284,0.37445556,0.00599221,0.32526628,1.06967241,0.00589518,0.04651635
-5.49574787,1.49512063,0.38241707,0.00615932,0.33745003,1.11759999,0.00605265,0.04802289
-5.48974487,1.55535015,0.39035099,0.00633303,0.35006301,1.16805046,0.00621771,0.04944435
-5.48374187,1.61885076,0.39845143,0.00651609,0.36328029,1.22145715,0.00639375,0.05080014
-5.47773887,1.68622288,0.40692595,0.00671119,0.37728374,1.27822513,0.00658417,0.05211476
-5.47173587,1.75801969,0.41599019,0.00692077,0.39225465,1.33870933,0.00679221,0.05341696
-5.46573287,1.83471910,0.42586200,0.00714691,0.40836582,1.40319327,0.00702088,0.05473878
-5.45972986,1.91669760,0.43675565,0.00739127,0.42577355,1.47186963,0.00727277,0.05611438
-5.45372686,2.00420724,0.44887604,0.00765493,0.44460981,1.54482379,0.00755000,0.05757883
-5.44772386,2.09735721,0.46241333,0.00793832,0.46497499,1.62202132,0.00785406,0.05916669
-5.44172086,2.19610109,0.47753791,0.00824121,0.48693161,1.70330034,0.00818581,0.06091076
-5.43571786,2.30023039,0.49439616,0.00856262,0.51049933,1.78836928,0.00854538,0.06284075
-5.42971486,2.40937504,0.51310670,0.00890089,0.53565133,1.87681037,0.00893215,0.06498215
-5.42371186,2.52301059,0.53375741,0.00925364,0.56231256,1.96808869,0.00934479,0.06735514
-5.41770885,2.64047185,0.55640312,0.00961790,0.59035960,2.06156644,0.00978125,0.06997380
-5.41170585,2.76097191,0.58106373,0.00999018,0.61962227,2.15652163,0.01023885,0.07284547
-5.40570285,2.88362555,0.60772292,0.01036654,0.64988698,2.25217008,0.01071436,0.07597031
-5.39969985,3.00747529,0.63632711,0.01074279,0.68090138,2.34768946,0.01120407,0.07934108
-5.39369685,3.13151859,0.66678452,0.01111456,0.71238023,2.44224391,0.01170391,0.08294320
-5.38769385,3.25473440,0.69896452,0.01147745,0.74401208,2.53500776,0.01220954,0.08675491
-5.38169085,3.37610747,0.73269678,0.01182718,0.77546653,2.62518695,0.01271645,0.09074763
-5.37568784,3.49464901,0.76777064,0.01215969,0.80640154,2.71203690,0.01322008,0.09488651
-5.36968484,3.60941269,0.80393450,0.01247122,0.83647072,2.79487599,0.01371583,0.09913103
-5.36368184,3.71950536,0.84089546,0.01275840,0.86533009,2.87309395,0.01419921,0.10343575
-5.35767884,3.82409238,0.87831944,0.01301827,0.89264434,2.94615510,0.01466579,0.10775112
-5.35167584,3.92239785,0.91583213,0.01324834,0.91809232,3.01359661,0.01511128,0.11202440
-5.34567284,4.01370072,0.95302076,0.01344656,0.94137180,3.07502254,0.01553154,0.11620057
-5.33966983,4.09732791,0.98943748,0.01361129,0.96220355,3.13009452,0.01592255,0.12022333
-5.33366683,4.17264592,1.02460411,0.01374127,0.98033472,3.17852050,0.01628042,0.12403623
-5.32766383,4.23905272,1.05801891,0.01383559,0.99554183,3.22004281,0.01660143,0.12758372
-5.32166083,4.29597137,1.08916522,0.01389358,1.00763342,3.25442715,0.01688197,0.13081233
-5.31565783,4.34284706,1.11752203,0.01391482,1.01645256,3.28145375,0.01711859,0.13367190
-5.30965483,4.37914852,1.14257647,0.01389908,1.02187929,3.30091192,0.01730804,0.13611674
-5.30365183,4.40437474,1.16383776,0.01384627,1.02383318,3.31259870,0.01744731,0.13810687
-5.29764882,4.41806716,1.18085228,0.01375645,1.02227584,3.31632229,0.01753370,0.13960922
-5.29164582,4.41982703,1.19321923,0.01362980,1.01721357,3.31191000,0.01756491,0.14059866
-5.28564282,4.40933719,1.20060607,0.01346669,1.00869973,3.29922058,0.01753914,0.14105900
-5.27963982,4.38638694,1.20276316,0.01326765,0.99683690,3.27815997,0.01745517,0.14098377
-5.27363682,4.35089834,1.19953681,0.01303346,0.98177837,3.24869936,0.01731249,0.14037681
-5.26763382,4.30295204,1.19087987,0.01276517,0.96372891,3.21089427,0.01711138,0.13925253
-5.26163082,4.24281070,1.17685941,0.01246417,0.94294434,3.16490304,0.01685298,0.13763593
-5.25562781,4.17093797,1.15766076,0.01213221,0.91972987,3.11100332,0.01653939,0.13556230
-5.24962481,4.08801128,1.13358770,0.01177144,0.89443686,3.04960505,0.01617362,0.13307650
-5.24362181,3.99492721,1.10505841,0.01138443,0.86745806,2.98125875,0.01575964,0.13023207
-5.23761881,3.89279824,1.07259746,0.01097420,0.83922125,2.90665826,0.01530230,0.12708988
-5.23161581,3.78294064,1.03682371,0.01054414,0.81018130,2.82663723,0.01480728,0.12371660
-5.22561281,3.66685343,0.99843489,0.01009802,0.78081099,2.74215928,0.01428094,0.12018297
-5.21960980,3.54618905,0.95818919,0.00963993,0.75159081,2.65430199,0.01373018,0.11656191
-5.21360680,3.42271680,0.91688459,0.00917418,0.72299805,2.56423512,0.01316230,0.11292652
-5.20760380,3.29828046,0.87533697,0.00870524,0.69549563,2.47319420,0.01258476,0.10934819
-5.20160080,3.17475172,0.83435749,0.00823762,0.66952111,2.38245019,0.01200503,0.10589468
-5.19559780,3.05398149,0.79473047,0.00777579,0.64547635,2.29327674,0.01143037,0.10262839
-5.18959480,2.93775075,0.75719229,0.00732405,0.62371805,2.20691630,0.01086765,0.09960489
-5.18359180,2.82772306,0.72241225,0.00688647,0.60454976,2.12454626,0.01032318,0.09687159
-5.17758879,2.72540023,0.69097583,0.00646674,0.58821542,2.04724666,0.00980254,0.09446681
-5.17158579,2.63208289,0.66337106,0.00606816,0.57489477,1.97597034,0.00931051,0.09241909
-5.16558279,2.54883699,0.63997808,0.00569350,0.56470055,1.91151685,0.00885091,0.09074681
-5.15957979,2.47646741,0.62106230,0.00534501,0.55767776,1.85451063,0.00842660,0.08945816
-5.15357679,2.41549912,0.60677106,0.00502434,0.55380455,1.80538446,0.00803943,0.08855132
-5.14757379,2.36616655,0.59713384,0.00473254,0.55299494,1.76436831,0.00769024,0.08801499
-5.14157079,2.32841103,0.59206564,0.00447008,0.55510287,1.73148415,0.00737891,0.08782902
-5.13556778,2.30188644,0.59137345,0.00423680,0.55992749,1.70654671,0.00710440,0.08796536
-5.12956478,2.28597261,0.59476530,0.00403200,0.56721943,1.68917017,0.00686485,0.08838902
-5.12356178,2.27979608,0.60186154,0.00385447,0.57668769,1.67878060,0.00665767,0.08905928
-5.11755878,2.28225757,0.61220797,0.00370251,0.58800698,1.67463387,0.00647968,0.08993087
-5.11155578,2.29206543,0.62529028,0.00357401,0.60082531,1.67583853,0.00632716,0.09095524
-5.10555278,2.30777411,0.64054946,0.00346653,0.61477159,1.68138303,0.00619609,0.09208188
-5.09954977,2.32782679,0.65739764,0.00337736,0.62946313,1.69016671,0.00608218,0.09325962
-5.09354677,2.35060094,0.67523408,0.00330363,0.64451305,1.70103351,0.00598105,0.09443789
-5.08754377,2.37445557,0.69346087,0.00324234,0.65953729,1.71280762,0.00588836,0.09556805
-5.08154077,2.39777909,0.71149793,0.00319050,0.67416145,1.72432990,0.00579991,0.09660450
-5.07553777,2.41903610,0.72879706,0.00314517,0.68802734,1.73449395,0.00571179,0.09750591
-5.06953477,2.43681200,0.74485468,0.00310357,0.70079907,1.74228073,0.00562041,0.09823626
-5.06353177,2.44985384,0.75922301,0.00306312,0.71216895,1.74679037,0.00552267,0.09876581
-5.05752876,2.45710619,0.77151945,0.00302154,0.72186291,1.74727027,0.00541601,0.09907190
-5.05152576,2.45774074,0.78143388,0.00297688,0.72964538,1.74313827,0.00529843,0.09913974
-5.04552276,2.45117861,0.78873386,0.00292758,0.73532376,1.73400007,0.00516860,0.09896281
-5.03951976,2.43710460,0.79326745,0.00287249,0.73875203,1.71966025,0.00502584,0.09854327
-5.03351676,2.41547268,0.79496368,0.00281090,0.73983364,1.70012644,0.00487017,0.09789201
-5.02751376,2.38650264,0.79383066,0.00274254,0.73852335,1.67560638,0.00470229,0.09702847
-5.02151076,2.35066794,0.78995135,0.00266756,0.73482797,1.64649813,0.00452355,0.09598027
-5.01550775,2.30867516,0.78347720,0.00258652,0.72880584,1.61337373,0.00433593,0.09478246
-5.00950475,2.26143588,0.77461978,0.00250038,0.72056492,1.57695700,0.00414199,0.09347654
-5.00350175,2.21003202,0.76364076,0.00241037,0.71025957,1.53809641,0.00394484,0.09210924
-4.99749875,2.15567600,0.75084051,0.00231802,0.69808582,1.49773416,0.00374803,0.09073099
-4.99149575,2.09966722,0.73654579,0.00222507,0.68427546,1.45687254,0.00355549,0.08939423
-4.98549275,2.04334652,0.72109695,0.00213338,0.66908890,1.41653911,0.00337149,0.08815153
-4.97948974,1.98805031,0.70483502,0.00204488,0.65280706,1.37775182,0.00320049,0.08705359
-4.97348674,1.93506598,0.68808934,0.00196149,0.63572269,1.34148545,0.00304713,0.08614724
-4.96748374,1.88559019,0.67116604,0.00188508,0.61813123,1.30864042,0.00291608,0.08547342
-4.96148074,1.84069142,0.65433786,0.00181736,0.60032171,1.28001502,0.00281197,0.08506540
-4.95547774,1.80127797,0.63783576,0.00175987,0.58256804,1.25628187,0.00273933,0.08494701
-4.94947474,1.76807212,0.62184245,0.00171390,0.56512099,1.23796910,0.00270245,0.08513138
-4.94347174,1.74159138,0.60648826,0.00168046,0.54820113,1.22544669,0.00270533,0.08561984
-4.93746873,1.72213684,0.59184936,0.00166028,0.53199327,1.21891808,0.00275152,0.08640141
-4.93146573,1.70978885,0.57794837,0.00165373,0.51664219,1.21841697,0.00284411,0.08745260
-4.92546273,1.70440973,0.56475729,0.00166088,0.50225022,1.22380910,0.00298552,0.08873781
-4.91945973,1.70565307,0.55220255,0.00168144,0.48887645,1.23479875,0.00317751,0.09021019
-4.91345673,1.71297901,0.54017196,0.00171480,0.47653764,1.25093923,0.00342097,0.09181297
-4.90745373,1.72567469,0.52852311,0.00176006,0.46521078,1.27164714,0.00371590,0.09348125
-4.90145073,1.74287898,0.51709289,0.00181601,0.45483701,1.29621960,0.00406130,0.09514409
-4.89544772,1.76361069,0.50570765,0.00188121,0.44532677,1.32385399,0.00445507,0.09672701
-4.88944472,1.78679908,0.49419357,0.00195400,0.43656597,1.35366961,0.00489398,0.09815453
-4.88344172,1.81131602,0.48238675,0.00203253,0.42842268,1.38473071,0.00537363,0.09935290
-4.87743872,1.83600877,0.47014262,0.00211486,0.42075432,1.41607039,0.00588845,0.10025276
-4.87143572,1.85973255,0.45734432,0.00219893,0.41341482,1.44671494,0.00643171,0.10079158
-4.86543272,1.88138228,0.44390966,0.00228268,0.40626167,1.47570817,0.00699564,0.10091591
-4.85942971,1.89992270,0.42979660,0.00236404,0.39916249,1.50213523,0.00757148,0.10058327
-4.85342671,1.91441640,0.41500691,0.00244105,0.39200103,1.52514561,0.00814970,0.09976355
-4.84742371,1.92404910,0.39958810,0.00251182,0.38468231,1.54397488,0.00872015,0.09843997
-4.84142071,1.92815181,0.38363356,0.00257468,0.37713695,1.55796474,0.00927230,0.09660951
-4.83541771,1.92621951,0.36728099,0.00262814,0.36932443,1.56658100,0.00979552,0.09428281
-4.82941471,1.91792582,0.35070936,0.00267096,0.36123540,1.56942897,0.01027935,0.09148360
-4.82341171,1.90313356,0.33413451,0.00270221,0.35289281,1.56626604,0.01071381,0.08824760
-4.81740870,1.88190081,0.31780359,0.00272124,0.34435214,1.55701084,0.01108967,0.08462120
-4.81140570,1.85448240,0.30198865,0.00272777,0.33570045,1.54174880,0.01139877,0.08065964
-4.80540270,1.82132657,0.28697960,0.00272185,0.32705452,1.52073375,0.01163425,0.07642513
-4.79939970,1.78306692,0.27307669,0.00270390,0.31855790,1.49438535,0.01179078,0.07198479
-4.79339670,1.74050968,0.26058277,0.00267466,0.31037721,1.46328234,0.01186474,0.06740865
-4.78739370,1.69461642,0.24979549,0.00263525,0.30269736,1.42815145,0.01185433,0.06276759
-4.78139070,1.64648257,0.24099956,0.00258706,0.29571622,1.38985238,0.01175962,0.05813162
-4.77538769,1.59731226,0.23445928,0.00253180,0.28963843,1.34935902,0.01158258,0.05356825
-4.76938469,1.54838985,0.23041127,0.00247138,0.28466876,1.30773731,0.01132694,0.04914122
-4.76338169,1.50104915,0.22905774,0.00240796,0.28100505,1.26612046,0.01099812,0.04490947
-4.75737869,1.45664087,0.23056015,0.00234379,0.27883092,1.22568218,0.01060303,0.04092651
-4.75137569,1.41649941,0.23503360,0.00228125,0.27830852,1.18760870,0.01014983,0.03724004
-4.74537269,1.38190985,0.24254192,0.00222273,0.27957156,1.15307039,0.00964767,0.03389193
-4.73936968,1.35407629,0.25309362,0.00217060,0.28271882,1.12319399,0.00910642,0.03091839
-4.73336668,1.33409240,0.26663895,0.00212716,0.28780858,1.09903623,0.00853640,0.02835046
-4.72736368,1.32291529,0.28306822,0.00209454,0.29485410,1.08155962,0.00794808,0.02621458
-4.72136068,1.32134337,0.30221145,0.00207472,0.30382055,1.07161128,0.00735183,0.02453336
-4.71535768,1.32999928,0.32383969,0.00206945,0.31462361,1.06990529,0.00675770,0.02332636
-4.70935468,1.34931801,0.34766803,0.00208020,0.32712989,1.07700911,0.00617523,0.02261092
-4.70335168,1.37954098,0.37336050,0.00210820,0.34115940,1.09333436,0.00561331,0.02240295
-4.69734867,1.42071603,0.40053675,0.00215434,0.35649002,1.11913210,0.00508009,0.02271761
-4.69134567,1.47270317,0.42878066,0.00221923,0.37286402,1.15449257,0.00458293,0.02356993
-4.68534267,1.53518594,0.45765057,0.00230317,0.38999639,1.19934922,0.00412840,0.02497527
-4.67933967,1.60768767,0.48669104,0.00240618,0.40758484,1.25348660,0.00372233,0.02694960
-4.67333667,1.68959196,0.51544560,0.00252801,0.42532095,1.31655167,0.00336987,0.02950963
-4.66733367,1.78016633,0.54347034,0.00266815,0.44290221,1.38806795,0.00307562,0.03267273
-4.66133067,1.87858810,0.57034754,0.00282590,0.46004419,1.46745171,0.00284373,0.03645667
-4.65532766,1.98397124,0.59569894,0.00300036,0.47649250,1.55402969,0.00267800,0.04087922
-4.64932466,2.09539298,0.61919806,0.00319048,0.49203377,1.64705732,0.00258205,0.04595746
-4.64332166,2.21191908,0.64058082,0.00339513,0.50650510,1.74573702,0.00255940,0.05170709
-4.63731866,2.33262660,0.65965403,0.00361305,0.51980141,1.84923565,0.00261349,0.05814142
-4.63131566,2.45662321,0.67630131,0.00384298,0.53188034,1.95670066,0.00274781,0.06527031
-4.62531266,2.58306224,0.69048587,0.00408359,0.54276407,2.06727437,0.00296582,0.07309901
-4.61930965,2.71115295,0.70225010,0.00433357,0.55253819,2.18010593,0.00327094,0.08162689
-4.61330665,2.84016557,0.71171179,0.00459159,0.56134715,2.29436076,0.00366645,0.09084608
-4.60730365,2.96943108,0.71905709,0.00485632,0.56938676,2.40922726,0.00415533,0.10074010
-4.60130065,3.09833600,0.72453051,0.00512644,0.57689369,2.52392068,0.00474007,0.11128256
-4.59529765,3.22631251,0.72842219,0.00540061,0.58413266,2.63768446,0.00542245,0.12243586
-4.58929465,3.35282467,0.73105336,0.00567744,0.59138167,2.74978897,0.00620327,0.13415000
-4.58329165,3.47735166,0.73276026,0.00595551,0.59891608,2.85952830,0.00708210,0.14636163
-4.57728864,3.59936923,0.73387758,0.00623329,0.60699238,2.96621531,0.00805695,0.15899325
-4.57128564,3.71833040,0.73472212,0.00650914,0.61583227,3.06917565,0.00912403,0.17195280
-4.56528264,3.83364706,0.73557743,0.00678130,0.62560813,3.16774126,0.01027752,0.18513357
-4.55927964,3.94467356,0.73668033,0.00704781,0.63643046,3.26124420,0.01150934,0.19841455
-4.55327664,4.05069386,0.73820984,0.00730656,0.64833815,3.34901133,0.01280908,0.21166134
-4.54727364,4.15091328,0.74027913,0.00755526,0.66129200,3.43036070,0.01416386,0.22472751
-4.54127064,4.24445604,0.74293103,0.00779141,0.67517214,3.50460029,0.01555844,0.23745662
-4.53526763,4.33036935,0.74613703,0.00801237,0.68977932,3.57102964,0.01697535,0.24968475
-4.52926463,4.40763450,0.74980025,0.00821537,0.70484028,3.62894481,0.01839510,0.26124365
-4.52326163,4.47518526,0.75376176,0.00839754,0.72001704,3.67764711,0.01979656,0.27196436
-4.51725863,4.53193310,0.75781041,0.00855601,0.73491958,3.71645546,0.02115740,0.28168129
-4.51125563,4.57679882,0.76169525,0.00868796,0.74912154,3.74472245,0.02245464,0.29023662
-4.50525263,4.60874939,0.76514030,0.00879073,0.76217810,3.76185348,0.02366521,0.29748484
-4.49924962,4.62683863,0.76786070,0.00886187,0.77364529,3.76732852,0.02476666,0.30329738
-4.49324662,4.63024985,0.76957947,0.00889931,0.78309976,3.76072551,0.02573779,0.30756704
-4.48724362,4.61833870,0.77004425,0.00890140,0.79015812,3.74174424,0.02655934,0.31021201
-4.48124062,4.59067383,0.76904289,0.00886702,0.79449491,3.71022960,0.02721461,0.31117944
-4.47523762,4.54707325,0.76641745,0.00879570,0.79585837,3.66619282,0.02769003,0.31044822
-4.46923462,4.48763442,0.76207572,0.00868764,0.79408329,3.60982925,0.02797563,0.30803087
-4.46323162,4.41275604,0.75599979,0.00854380,0.78910024,3.54153160,0.02806541,0.30397443
-4.45722861,4.32314997,0.74825124,0.00836590,0.78094095,3.46189742,0.02795754,0.29836025
-4.45122561,4.21984234,0.73897275,0.00815643,0.76973949,3.37173002,0.02765449,0.29130265
-4.44522261,4.10416299,0.72838597,0.00791864,0.75572924,3.27203220,0.02716290,0.28294640
-4.43921961,3.97772334,0.71678572,0.00765647,0.73923583,3.16399268,0.02649346,0.27346323
-4.43321661,3.84238311,0.70453089,0.00737446,0.72066651,3.04896527,0.02566049,0.26304731
-4.42721361,3.70020688,0.69203229,0.00707769,0.70049628,2.92844151,0.02468153,0.25190995
-4.42121061,3.55341221,0.67973789,0.00677161,0.67925153,2.80401746,0.02357681,0.24027380
-4.41520760,3.40431106,0.66811631,0.00646190,0.65749188,2.67735596,0.02236857,0.22836653
-4.40920460,3.25524689,0.65763894,0.00615436,0.63579103,2.55014580,0.02108049,0.21641452
-4.40320160,3.10852989,0.64876151,0.00585471,0.61471732,2.42405934,0.01973696,0.20463658
-4.39719860,2.96637291,0.64190589,0.00556844,0.59481488,2.30071021,0.01836247,0.19323806
-4.39119560,2.83083040,0.63744274,0.00530067,0.57658590,2.18161287,0.01698097,0.18240546
-4.38519260,2.70374287,0.63567564,0.00505600,0.56047491,2.06814537,0.01561540,0.17230187
-4.37918959,2.58668870,0.63682750,0.00483838,0.54685529,1.96151686,0.01428713,0.16306324
-4.37318659,2.48094514,0.64102952,0.00465101,0.53601864,1.86274077,0.01301568,0.15479570
-4.36718359,2.38745956,0.64831339,0.00449626,0.52816721,1.77261469,0.01181837,0.14757389
-4.36118059,2.30683192,0.65860684,0.00437563,0.52340958,1.69170737,0.01071018,0.14144044
-4.35517759,2.23930870,0.67173295,0.00428968,0.52175948,1.62035305,0.00970361,0.13640645
-4.34917459,2.18478822,0.68741311,0.00423808,0.52313800,1.55865313,0.00880870,0.13245303
-4.34317159,2.14283686,0.70527379,0.00421960,0.52737858,1.50648476,0.00803303,0.12953367
-4.33716858,2.11271521,0.72485676,0.00423219,0.53423487,1.46351583,0.00738184,0.12757737
-4.33116558,2.09341309,0.74563250,0.00427306,0.54339092,1.42922556,0.00685812,0.12649248
-4.32516258,2.08369183,0.76701651,0.00433875,0.55447329,1.40292973,0.00646282,0.12617086
-4.31915958,2.08213231,0.78838768,0.00442527,0.56706470,1.38380967,0.00619494,0.12649242
-4.31315658,2.08718693,0.80910843,0.00452824,0.58071875,1.37094375,0.00605170,0.12732970
-4.30715358,2.09723383,0.82854563,0.00464303,0.59497505,1.36334057,0.00602873,0.12855248
