energy_ev,total_up,Rh_p_up,Rh_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,2.52089594,0.59642017,1.80689007,0.60672362,0.01885133,0.51108608,0.00000000
-5.99399700,2.50271422,0.58551354,1.80225688,0.59442192,0.01873498,0.50953036,0.00000000
-5.98799400,2.49275620,0.57636590,1.80312537,0.58250788,0.01868091,0.51105001,0.00000000
-5.98199100,2.49103994,0.56897027,1.80951603,0.57108812,0.01868668,0.51558409,0.00000000
-5.97598799,2.49748074,0.56329993,1.82138542,0.56028191,0.01874863,0.52302583,0.00000000
-5.96998499,2.51188025,0.55930562,1.83861698,0.55021491,0.01886185,0.53322262,0.00000000
-5.96398199,2.53391691,0.55691321,1.86101280,0.54101241,0.01902029,0.54597656,0.00000000
-5.95797899,2.56313874,0.55602185,1.88828682,0.53279225,0.01921675,0.56104589,0.00000000
-5.95197599,2.59895941,0.55650307,1.92006021,0.52565800,0.01944307,0.57814725,0.00000000
-5.94597299,2.64065829,0.55820102,1.95585965,0.51969270,0.01969020,0.59695902,0.00000000
-5.93996998,2.68738515,0.56093398,1.99511870,0.51495348,0.01994847,0.61712569,0.00000000
-5.93396698,2.73816989,0.56449727,2.03718285,0.51146744,0.02020773,0.63826338,0.00000000
-5.92796398,2.79193736,0.56866756,2.08131827,0.50922892,0.02045761,0.65996643,0.00000000
-5.92196098,2.84752721,0.57320849,2.12672415,0.50819832,0.02068776,0.68181506,0.00000000
-5.91595798,2.90371825,0.57787744,2.17254853,0.50830250,0.02088812,0.70338379,0.00000000
-5.90995498,2.95925679,0.58243314,2.21790713,0.50943677,0.02104915,0.72425064,0.00000000
-5.90395198,3.01288783,0.58664384,2.26190464,0.51146831,0.02116214,0.74400668,0.00000000
-5.89794897,3.06338819,0.59029567,2.30365763,0.51424082,0.02121934,0.76226572,0.00000000
-5.89194597,3.10960020,0.59320066,2.34231842,0.51758023,0.02121427,0.77867386,0.00000000
-5.88594297,3.15046467,0.59520415,2.37709878,0.52130111,0.02114182,0.79291834,0.00000000
-5.87993997,3.18505166,0.59619111,2.40729274,0.52521348,0.02099842,0.80473567,0.00000000
-5.87393697,3.21258793,0.59609098,2.43229726,0.52912970,0.02078211,0.81391841,0.00000000
-5.86793397,3.23247967,0.59488085,2.45163028,0.53287116,0.02049258,0.82032052,0.00000000
-5.86193097,3.24432962,0.59258665,2.46494492,0.53627435,0.02013117,0.82386092,0.00000000
-5.85592796,3.24794781,0.58928228,2.47203965,0.53919615,0.01970080,0.82452518,0.00000000
-5.84992496,3.24335528,0.58508670,2.47286356,0.54151810,0.01920589,0.82236514,0.00000000
-5.84392196,3.23078088,0.58015909,2.46751686,0.54314945,0.01865220,0.81749662,0.00000000
-5.83791896,3.21065103,0.57469221,2.45624634,0.54402893,0.01804665,0.81009513,0.00000000
-5.83191596,3.18357305,0.56890439,2.43943609,0.54412517,0.01739713,0.80038988,0.00000000
-5.82591296,3.15031291,0.56303046,2.41759395,0.54343589,0.01671229,0.78865630,0.00000000
-5.81990995,3.11176815,0.55731205,2.39133411,0.54198587,0.01600125,0.77520739,0.00000000
-5.81390695,3.06893762,0.55198784,2.36135698,0.53982389,0.01527347,0.76038422,0.00000000
-5.80790395,3.02288890,0.54728421,2.32842674,0.53701881,0.01453842,0.74454607,0.00000000
-5.80190095,2.97472527,0.54340670,2.29334800,0.53365511,0.01380548,0.72806050,0.00000000
-5.79589795,2.92555327,0.54053284,2.25694209,0.52982796,0.01308370,0.71129384,0.00000000
-5.78989495,2.87645234,0.53880659,2.22002429,0.52563821,0.01238168,0.69460228,0.00000000
-5.78389195,2.82844750,0.53833474,2.18338245,0.52118753,0.01170748,0.67832410,0.00000000
-5.77788894,2.78248612,0.53918536,2.14775805,0.51657379,0.01106850,0.66277300,0.00000000
-5.77188594,2.73941928,0.54138835,2.11382997,0.51188701,0.01047151,0.64823284,0.00000000
-5.76588294,2.69998808,0.54493807,2.08220154,0.50720592,0.00992260,0.63495381,0.00000000
-5.75987994,2.66481508,0.54979767,2.05339092,0.50259532,0.00942723,0.62314997,0.00000000
-5.75387694,2.63440054,0.55590508,2.02782493,0.49810429,0.00899028,0.61299816,0.00000000
-5.74787394,2.60912306,0.56317998,2.00583609,0.49376515,0.00861612,0.60463801,0.00000000
-5.74187094,2.58924401,0.57153147,1.98766269,0.48959344,0.00830868,0.59817293,0.00000000
-5.73586793,2.57491494,0.58086590,1.97345141,0.48558849,0.00807153,0.59367179,0.00000000
-5.72986493,2.56618725,0.59109435,1.96326212,0.48173491,0.00790794,0.59117112,0.00000000
-5.72386193,2.56302299,0.60213924,1.95707429,0.47800462,0.00782090,0.59067747,0.00000000
-5.71785893,2.56530629,0.61393966,1.95479459,0.47435935,0.00781319,0.59216984,0.00000000
-5.71185593,2.57285436,0.62645513,1.95626516,0.47075368,0.00788731,0.59560180,0.00000000
-5.70585293,2.58542767,0.63966737,1.96127207,0.46713820,0.00804551,0.60090345,0.00000000
-5.69984992,2.60273866,0.65358010,1.96955379,0.46346288,0.00828963,0.60798279,0.00000000
-5.69384692,2.62445871,0.66821664,1.98080911,0.45968040,0.00862109,0.61672677,0.00000000
-5.68784392,2.65022333,0.68361560,1.99470458,0.45574932,0.00904067,0.62700179,0.00000000
-5.68184092,2.67963529,0.69982467,2.01088105,0.45163697,0.00954844,0.63865396,0.00000000
-5.67583792,2.71226624,0.71689299,2.02895942,0.44732192,0.01014352,0.65150905,0.00000000
-5.66983492,2.74765666,0.73486239,2.04854558,0.44279595,0.01082400,0.66537235,0.00000000
-5.66383192,2.78531491,0.75375801,2.06923438,0.43806531,0.01158671,0.68002872,0.00000000
-5.65782891,2.82471554,0.77357889,2.09061296,0.43315131,0.01242714,0.69524279,0.00000000
-5.65182591,2.86529746,0.79428902,2.11226336,0.42809015,0.01333929,0.71075971,0.00000000
-5.64582291,2.90646245,0.81580941,2.13376460,0.42293185,0.01431563,0.72630653,0.00000000
-5.63981991,2.94757451,0.83801175,2.15469437,0.41773846,0.01534705,0.74159427,0.00000000
-5.63381691,2.98796038,0.86071405,2.17463048,0.41258143,0.01642290,0.75632095,0.00000000
-5.62781391,3.02691174,0.88367870,2.19315218,0.40753832,0.01753107,0.77017541,0.00000000
-5.62181091,3.06368922,0.90661312,2.20984159,0.40268891,0.01865814,0.78284215,0.00000000
-5.61580790,3.09752854,0.92917322,2.22428528,0.39811090,0.01978953,0.79400692,0.00000000
-5.60980490,3.12764877,0.95096963,2.23607628,0.39387540,0.02090980,0.80336304,0.00000000
-5.60380190,3.15326280,0.97157659,2.24481643,0.39004236,0.02200288,0.81061826,0.00000000
-5.59779890,3.17358963,0.99054310,2.25011949,0.38665625,0.02305244,0.81550199,0.00000000
-5.59179590,3.18786858,1.00740608,2.25161473,0.38374219,0.02404219,0.81777249,0.00000000
-5.58579290,3.19537476,1.02170497,2.24895130,0.38130275,0.02495629,0.81722392,0.00000000
-5.57978989,3.19543549,1.03299709,2.24180334,0.37931567,0.02577968,0.81369281,0.00000000
-5.57378689,3.18744722,1.04087321,2.22987563,0.37773262,0.02649844,0.80706380,0.00000000
-5.56778389,3.17089225,1.04497268,2.21290986,0.37647919,0.02710012,0.79727425,0.00000000
-5.56178089,3.14535477,1.04499730,2.19069138,0.37545609,0.02757406,0.78431757,0.00000000
-5.55577789,3.11053556,1.04072362,2.16305603,0.37454161,0.02791160,0.76824509,0.00000000
-5.54977489,3.06626491,1.03201284,2.12989706,0.37359541,0.02810635,0.74916635,0.00000000
-5.54377189,3.01251299,1.01881820,2.09117175,0.37246319,0.02815426,0.72724777,0.00000000
-5.53776888,2.94939761,1.00118937,2.04690737,0.37098239,0.02805376,0.70270966,0.00000000
-5.53176588,2.87718857,0.97927384,1.99720637,0.36898844,0.02780580,0.67582185,0.00000000
-5.52576288,2.79630874,0.95331526,1.94225022,0.36632144,0.02741373,0.64689789,0.00000000
-5.51975988,2.70733149,0.92364891,1.88230189,0.36283276,0.02688329,0.61628821,0.00000000
-5.51375688,2.61097455,0.89069455,1.81770648,0.35839149,0.02622241,0.58437241,0.00000000
-5.50775388,2.50809038,0.85494699,1.74889005,0.35289018,0.02544100,0.55155105,0.00000000
-5.50175088,2.39965324,0.81696489,1.67635620,0.34624982,0.02455074,0.51823723,0.00000000
