energy_ev,total_up,Bi_p_up,Bi_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,3.36796045,0.54816039,0.01662773,2.21061545,1.94576192,2.17687961,0.00000000
-5.99399700,3.24610076,0.52033592,0.01584676,2.09532802,1.88430471,2.10971353,0.00000000
-5.98799400,3.12818009,0.49323977,0.01510920,1.98500452,1.82415890,2.04454586,0.00000000
-5.98199100,3.01595603,0.46707493,0.01442575,1.88106681,1.76638666,1.98262568,0.00000000
-5.97598799,2.91092421,0.44201548,0.01380523,1.78470424,1.71192086,1.92502656,0.00000000
-5.96998499,2.81427640,0.41820306,0.01325447,1.69684912,1.66153554,1.87261410,0.00000000
-5.96398199,2.72687349,0.39574525,0.01277821,1.61816301,1.61582454,1.82602319,0.00000000
-5.95797899,2.64923381,0.37471609,0.01237911,1.54903354,1.57518887,1.78564549,0.00000000
-5.95197599,2.58153651,0.35515858,0.01205782,1.48958126,1.53983290,1.75162714,0.00000000
-5.94597299,2.52363893,0.33708892,0.01181317,1.43967564,1.50976899,1.72387607,0.00000000
-5.93996998,2.47510648,0.32050222,0.01164232,1.39895882,1.48482999,1.70207816,0.00000000
-5.93396698,2.43525303,0.30537951,0.01154099,1.36687586,1.46468848,1.68572100,0.00000000
-5.92796398,2.40318951,0.29169530,0.01150379,1.34270975,1.44888162,1.67412385,0.00000000
-5.92196098,2.37787809,0.27942574,0.01152443,1.32561980,1.43684025,1.66647225,0.00000000
-5.91595798,2.35818955,0.26855646,0.01159610,1.31468162,1.42792074,1.66185560,0.00000000
-5.90995498,2.34296110,0.25909009,0.01171170,1.30892736,1.42143807,1.65930629,0.00000000
-5.90395198,2.33105247,0.25105277,0.01186419,1.30738466,1.41669892,1.65783862,0.00000000
-5.89794897,2.32139801,0.24449955,0.01204680,1.30911329,1.41303328,1.65648632,0.00000000
-5.89194597,2.31305306,0.23951809,0.01225333,1.31323825,1.40982353,1.65433747,0.00000000
-5.88594297,2.30523296,0.23623074,0.01247834,1.31897852,1.40652994,1.65056561,0.00000000
-5.87993997,2.29734375,0.23479466,0.01271731,1.32567076,1.40271197,1.64445654,0.00000000
-5.87393697,2.28900356,0.23539991,0.01296681,1.33278748,1.39804452,1.63542992,0.00000000
-5.86793397,2.28005448,0.23826553,0.01322451,1.33994931,1.39232903,1.62305547,0.00000000
-5.86193097,2.27056462,0.24363379,0.01348930,1.34693118,1.38549895,1.60706344,0.00000000
-5.85592796,2.26082080,0.25176254,0.01376119,1.35366248,1.37761986,1.58734940,0.00000000
-5.84992496,2.25131206,0.26291607,0.01404126,1.36022122,1.36888411,1.56397325,0.00000000
-5.84392196,2.24270509,0.27735465,0.01433156,1.36682262,1.35960049,1.53715297,0.00000000
-5.83791896,2.23581222,0.29532312,0.01463488,1.37380247,1.35017924,1.50725313,0.00000000
-5.83191596,2.23155345,0.31703897,0.01495456,1.38159587,1.34111308,1.47476895,0.00000000
-5.82591296,2.23091349,0.34268013,0.01529425,1.39071201,1.33295487,1.44030617,0.00000000
-5.81990995,2.23489571,0.37237315,0.01565761,1.40170596,1.32629266,1.40455757,0.00000000
-5.81390695,2.24447413,0.40618203,0.01604800,1.41514821,1.32172313,1.36827685,0.00000000
-5.80790395,2.26054548,0.44409823,0.01646824,1.43159313,1.31982421,1.33225063,0.00000000
-5.80190095,2.28388279,0.48603226,0.01692028,1.45154745,1.32112786,1.29726945,0.00000000
-5.79589795,2.31509225,0.53180723,0.01740500,1.47543982,1.32609410,1.26409873,0.00000000
-5.78989495,2.35457503,0.58115475,0.01792193,1.50359269,1.33508720,1.23345064,0.00000000
-5.78389195,2.40249546,0.63371338,0.01846916,1.53619752,1.34835483,1.20595771,0.00000000
-5.77788894,2.45875698,0.68902991,0.01904324,1.57329444,1.36601133,1.18214926,0.00000000
-5.77188594,2.52298700,0.74656365,0.01963911,1.61475720,1.38802546,1.16243130,0.00000000
-5.76588294,2.59453143,0.80569358,0.02025023,1.66028420,1.41421349,1.14707084,0.00000000
-5.75987994,2.67245956,0.86572848,0.02086866,1.70939614,1.44423788,1.13618506,0.00000000
-5.75387694,2.75557924,0.92591978,0.02148529,1.76144050,1.47761188,1.12973592,0.00000000
-5.74787394,2.84246245,0.98547682,0.02209013,1.81560308,1.51370991,1.12753033,0.00000000
-5.74187094,2.93148027,1.04358430,0.02267261,1.87092620,1.55178356,1.12922614,0.00000000
-5.73586793,3.02084664,1.09942124,0.02322199,1.92633322,1.59098275,1.13434358,0.00000000
-5.72986493,3.10866923,1.15218116,0.02372772,1.98065849,1.63038124,1.14228190,0.00000000
-5.72386193,3.19300590,1.20109259,0.02417989,2.03268180,1.66900582,1.15234055,0.00000000
-5.71785893,3.27192466,1.24543963,0.02456963,2.08116612,1.70586787,1.16374413,0.00000000
-5.71185593,3.34356510,1.28458152,0.02488941,2.12489719,1.73999629,1.17567015,0.00000000
-5.70585293,3.40619878,1.31797086,0.02513344,2.16272357,1.77047042,1.18727846,0.00000000
-5.69984992,3.45828640,1.34516966,0.02529788,2.19359545,1.79645171,1.19774126,0.00000000
-5.69384692,3.49852944,1.36586270,0.02538104,2.21660087,1.81721273,1.20627239,0.00000000
-5.68784392,3.52591413,1.37986768,0.02538344,2.23099768,1.83216253,1.21215477,0.00000000
-5.68184092,3.53974593,1.38714172,0.02530783,2.23624011,1.84086700,1.21476484,0.00000000
-5.67583792,3.53967303,1.38778389,0.02515911,2.23199873,1.84306353,1.21359304,0.00000000
-5.66983492,3.52569780,1.38203358,0.02494411,2.21817290,1.83866932,1.20825954,0.00000000
-5.66383192,3.49817559,1.37026469,0.02467132,2.19489536,1.82778275,1.19852455,0.00000000
-5.65782891,3.45780084,1.35297568,0.02435059,2.16252842,1.81067801,1.18429297,0.00000000
-5.65182591,3.40558097,1.33077584,0.02399267,2.12165213,1.78779291,1.16561327,0.00000000
-5.64582291,3.34279903,1.30436795,0.02360881,2.07304482,1.75971056,1.14267068,0.00000000
-5.63981991,3.27096660,1.27452815,0.02321027,2.01765669,1.72713562,1.11577533,0.00000000
-5.63381691,3.19176896,1.24208340,0.02280786,1.95657767,1.69086617,1.08534582,0.00000000
-5.62781391,3.10700457,1.20788737,0.02241152,1.89100079,1.65176244,1.05188919,0.00000000
-5.62181091,3.01852159,1.17279563,0.02202989,1.82218254,1.61071369,1.01597824,0.00000000
-5.61580790,2.92815384,1.13764081,0.02166996,1.75140189,1.56860479,0.97822736,0.00000000
-5.60980490,2.83765902,1.10320871,0.02133682,1.67991952,1.52628383,0.93926789,0.00000000
-5.60380190,2.74866139,1.07021613,0.02103348,1.60893886,1.48453223,0.89972422,0.00000000
-5.59779890,2.66260136,1.03929115,0.02076075,1.53957050,1.44403843,0.86019160,0.00000000
-5.59179590,2.58069375,1.01095652,0.02051728,1.47280105,1.40537634,0.82121648,0.00000000
-5.58579290,2.50389621,0.98561674,0.02029968,1.40946772,1.36898928,0.78328023,0.00000000
-5.57978989,2.43288860,0.96354912,0.02010268,1.35023923,1.33517980,0.74678658,0.00000000
-5.57378689,2.36806400,0.94489924,0.01991945,1.29560361,1.30410585,0.71205324,0.00000000
-5.56778389,2.30953103,0.92968071,0.01974192,1.24586293,1.27578295,0.67930764,0.00000000
-5.56178089,2.25712705,0.91777931,0.01956121,1.20113506,1.25009211,0.64868681,0.00000000
-5.55577789,2.21044108,0.90896123,0.01936805,1.16136175,1.22679299,0.62024092,0.00000000
-5.54977489,2.16884519,0.90288504,0.01915321,1.12632271,1.20554131,0.59394017,0.00000000
-5.54377189,2.13153259,0.89911693,0.01890793,1.09565452,1.18590965,0.56968435,0.00000000
-5.53776888,2.09756059,0.89714867,0.01862434,1.06887373,1.16741063,0.54731449,0.00000000
-5.53176588,2.06589647,0.89641757,0.01829576,1.04540276,1.14952124,0.52662582,0.00000000
-5.52576288,2.03546438,0.89632783,0.01791706,1.02459772,1.13170738,0.50738144,0.00000000
-5.51975988,2.00519132,0.89627243,0.01748479,1.00577690,1.11344756,0.48932597,0.00000000
-5.51375688,1.97405056,0.89565491,0.01699735,0.98824887,1.09425479,0.47219865,0.00000000
-5.50775388,1.94110111,0.89391034,0.01645506,0.97133933,1.07369606,0.45574534,0.00000000
-5.50175088,1.90552183,0.89052464,0.01586009,0.95441571,1.05140866,0.43972906,0.00000000
-5.49574787,1.86663945,0.88505196,0.01521634,0.93690877,1.02711299,0.42393879,0.00000000
-5.48974487,1.82394983,0.87712919,0.01452931,0.91833079,1.00062160,0.40819623,0.00000000
-5.48374187,1.77713194,0.86648751,0.01380585,0.89828975,0.97184438,0.39236066,0.00000000
-5.47773887,1.72605479,0.85296041,0.01305389,0.87649927,0.94078994,0.37633171,0.00000000
-5.47173587,1.67077717,0.83648820,0.01228215,0.85278427,0.90756333,0.36005020,0.00000000
-5.46573287,1.61154086,0.81711860,0.01149984,0.82708230,0.87236054,0.34349730,0.00000000
-5.45972986,1.54875773,0.79500381,0.01071635,0.79944077,0.83546003,0.32669205,0.00000000
-5.45372686,1.48299154,0.77039394,0.00994098,0.77001039,0.79721176,0.30968772,0.00000000
-5.44772386,1.41493523,0.74362722,0.00918267,0.73903514,0.75802432,0.29256699,0.00000000
-5.44172086,1.34538472,0.71511734,0.00844977,0.70683943,0.71835052,0.27543651,0.00000000
-5.43571786,1.27521016,0.68533838,0.00774983,0.67381285,0.67867210,0.25842089,0.00000000
-5.42971486,1.20532563,0.65480790,0.00708950,0.64039327,0.63948394,0.24165650,0.00000000
-5.42371186,1.13665831,0.62406885,0.00647435,0.60704887,0.60127844,0.22528528,0.00000000
-5.41770885,1.07011809,0.59367082,0.00590887,0.57425975,0.56453028,0.20944882,0.00000000
-5.41170585,1.00656859,0.56415144,0.00539640,0.54249984,0.52968224,0.19428276,0.00000000
-5.40570285,0.94680029,0.53601845,0.00493910,0.51221964,0.49713230,0.17991184,0.00000000
-5.39969985,0.89150674,0.50973314,0.00453804,0.48383037,0.46722232,0.16644562,0.00000000
-5.39369685,0.84126434,0.48569563,0.00419321,0.45769009,0.44022882,0.15397498,0.00000000
-5.38769385,0.79651627,0.46423254,0.00390361,0.43409209,0.41635570,0.14256945,0.00000000
-5.38169085,0.75756102,0.44558739,0.00366731,0.41325598,0.39572945,0.13227542,0.00000000
-5.37568784,0.72454576,0.42991406,0.00348157,0.39532164,0.37839670,0.12311529,0.00000000
-5.36968484,0.69746464,0.41727346,0.00334297,0.38034620,0.36432423,0.11508739,0.00000000
-5.36368184,0.67616213,0.40763356,0.00324745,0.36830404,0.35340144,0.10816672,0.00000000
-5.35767884,0.66034115,0.40087257,0.00319054,0.35908982,0.34544521,0.10230657,0.00000000
-5.35167584,0.64957568,0.39678533,0.00316737,0.35252430,0.34020692,0.09744061,0.00000000
-5.34567284,0.64332757,0.39509250,0.00317289,0.34836266,0.33738151,0.09348569,0.00000000
-5.33966983,0.64096680,0.39545231,0.00320197,0.34630518,0.33661825,0.09034510,0.00000000
-5.33366683,0.64179474,0.39747435,0.00324950,0.34600970,0.33753293,0.08791205,0.00000000
-5.32766383,0.64506945,0.40073493,0.00331060,0.34710546,0.33972109,0.08607353,0.00000000
-5.32166083,0.65003241,0.40479352,0.00338068,0.34920793,0.34277187,0.08471412,0.00000000
-5.31565783,0.65593555,0.40920959,0.00345564,0.35193393,0.34628201,0.08371990,0.00000000
-5.30965483,0.66206796,0.41355931,0.00353192,0.35491675,0.34986964,0.08298211,0.00000000
-5.30365183,0.66778114,0.41745148,0.00360668,0.35782046,0.35318729,0.08240059,0.00000000
-5.29764882,0.67251206,0.42054219,0.00367787,0.36035326,0.35593379,0.08188687,0.00000000
-5.29164582,0.67580320,0.42254760,0.00374433,0.36227906,0.35786449,0.08136678,0.00000000
-5.28564282,0.67731895,0.42325450,0.00380585,0.36342714,0.35879974,0.08078253,0.00000000
-5.27963982,0.67685762,0.42252815,0.00386322,0.36369949,0.35863091,0.08009427,0.00000000
-5.27363682,0.67435887,0.42031734,0.00391821,0.36307542,0.35732418,0.07928102,0.00000000
-5.26763382,0.66990609,0.41665623,0.00397360,0.36161355,0.35492157,0.07834091,0.00000000
-5.26163082,0.66372371,0.41166322,0.00403312,0.35945078,0.35153943,0.07729088,0.00000000
-5.25562781,0.65616957,0.40553670,0.00410133,0.35679855,0.34736431,0.07616579,0.00000000
-5.24962481,0.64772247,0.39854792,0.00418356,0.35393619,0.34264632,0.07501691,0.00000000
-5.24362181,0.63896538,0.39103125,0.00428572,0.35120182,0.33769024,0.07391000,0.00000000
-5.23761881,0.63056480,0.38337219,0.00441410,0.34898089,0.33284463,0.07292287,0.00000000
-5.23161581,0.62324694,0.37599350,0.00457522,0.34769268,0.32848933,0.07214268,0.00000000
-5.22561281,0.61777145,0.36933994,0.00477552,0.34777532,0.32502163,0.07166293,0.00000000
