energy_ev,total_up,B_p_up,B_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-6.00000000,0.00083592,0.00000005,0.00000000,0.00145374,0.00044843,0.00000000,0.00000003
-5.99399700,0.00062195,0.00000007,0.00000000,0.00108145,0.00033363,0.00000000,0.00000004
-5.98799400,0.00045954,0.00000011,0.00000000,0.00079878,0.00024648,0.00000000,0.00000006
-5.98199100,0.00033727,0.00000017,0.00000000,0.00058583,0.00018085,0.00000000,0.00000009
-5.97598799,0.00024600,0.00000026,0.00000000,0.00042668,0.00013185,0.00000000,0.00000013
-5.96998499,0.00017852,0.00000038,0.00000000,0.00030872,0.00009558,0.00000000,0.00000020
-5.96398199,0.00012917,0.00000057,0.00000000,0.00022202,0.00006902,0.00000001,0.00000029
-5.95797899,0.00009360,0.00000084,0.00000000,0.00015890,0.00004981,0.00000001,0.00000043
-5.95197599,0.00006851,0.00000122,0.00000000,0.00011347,0.00003616,0.00000001,0.00000063
-5.94597299,0.00005146,0.00000177,0.00000000,0.00008124,0.00002674,0.00000002,0.00000091
-5.93996998,0.00004070,0.00000255,0.00000000,0.00005889,0.00002059,0.00000003,0.00000131
-5.93396698,0.00003507,0.00000364,0.00000000,0.00004398,0.00001703,0.00000004,0.00000188
-5.92796398,0.00003389,0.00000517,0.00000000,0.00003480,0.00001565,0.00000006,0.00000266
-5.92196098,0.00003691,0.00000728,0.00000000,0.00003018,0.00001623,0.00000009,0.00000375
-5.91595798,0.00004430,0.00001018,0.00000000,0.00002946,0.00001877,0.00000012,0.00000525
-5.90995498,0.00005659,0.00001414,0.00000000,0.00003233,0.00002342,0.00000017,0.00000728
-5.90395198,0.00007472,0.00001949,0.00000000,0.00003884,0.00003053,0.00000023,0.00001004
-5.89794897,0.00010010,0.00002668,0.00000000,0.00004938,0.00004062,0.00000032,0.00001375
-5.89194597,0.00013461,0.00003626,0.00000000,0.00006460,0.00005443,0.00000043,0.00001868
-5.88594297,0.00018069,0.00004893,0.00000000,0.00008554,0.00007294,0.00000059,0.00002521
-5.87993997,0.00024144,0.00006555,0.00000000,0.00011352,0.00009738,0.00000078,0.00003377
-5.87393697,0.00032072,0.00008717,0.00000000,0.00015030,0.00012930,0.00000104,0.00004492
-5.86793397,0.00042323,0.00011511,0.00000000,0.00019803,0.00017060,0.00000138,0.00005931
-5.86193097,0.00055467,0.00015090,0.00000000,0.00025932,0.00022356,0.00000181,0.00007775
-5.85592796,0.00072182,0.00019640,0.00000000,0.00033734,0.00029091,0.00000235,0.00010119
-5.84992496,0.00093266,0.00025378,0.00000000,0.00043580,0.00037588,0.00000304,0.00013076
-5.84392196,0.00119647,0.00032558,0.00000000,0.00055902,0.00048220,0.00000390,0.00016775
-5.83791896,0.00152391,0.00041468,0.00000000,0.00071197,0.00061415,0.00000496,0.00021367
-5.83191596,0.00192703,0.00052438,0.00000000,0.00090029,0.00077662,0.00000627,0.00027019
-5.82591296,0.00241930,0.00065834,0.00000000,0.00113027,0.00097501,0.00000788,0.00033921
-5.81990995,0.00301552,0.00082059,0.00000000,0.00140881,0.00121529,0.00000982,0.00042281
-5.81390695,0.00373169,0.00101547,0.00000000,0.00174339,0.00150391,0.00001215,0.00052323
-5.80790395,0.00458478,0.00124762,0.00000000,0.00214193,0.00184772,0.00001493,0.00064284
-5.80190095,0.00559244,0.00152182,0.00000000,0.00261269,0.00225382,0.00001821,0.00078413
-5.79589795,0.00677258,0.00184297,0.00000000,0.00316404,0.00272943,0.00002205,0.00094960
-5.78989495,0.00814287,0.00221585,0.00000000,0.00380421,0.00328167,0.00002652,0.00114173
-5.78389195,0.00972009,0.00264505,0.00000000,0.00454106,0.00391731,0.00003165,0.00136287
-5.77788894,0.01151949,0.00313470,0.00000000,0.00538171,0.00464248,0.00003751,0.00161517
-5.77188594,0.01355395,0.00368832,0.00000000,0.00633218,0.00546239,0.00004414,0.00190043
-5.76588294,0.01583320,0.00430856,0.00000000,0.00739700,0.00638096,0.00005156,0.00222000
-5.75987994,0.01836291,0.00499695,0.00000000,0.00857884,0.00740046,0.00005979,0.00257470
-5.75387694,0.02114386,0.00575370,0.00000000,0.00987805,0.00852121,0.00006885,0.00296462
-5.74787394,0.02417112,0.00657749,0.00000000,0.01129234,0.00974123,0.00007871,0.00338908
-5.74187094,0.02743339,0.00746522,0.00000000,0.01281641,0.01105596,0.00008933,0.00384649
-5.73586793,0.03091235,0.00841192,0.00000000,0.01444172,0.01245802,0.00010066,0.00433428
-5.72986493,0.03458235,0.00941061,0.00000000,0.01615628,0.01393707,0.00011261,0.00484886
-5.72386193,0.03841023,0.01045226,0.00000000,0.01794460,0.01547975,0.00012507,0.00538557
-5.71785893,0.04235545,0.01152584,0.00000000,0.01978774,0.01706972,0.00013792,0.00593874
-5.71185593,0.04637049,0.01261842,0.00000000,0.02166350,0.01868783,0.00015100,0.00650170
-5.70585293,0.05040157,0.01371536,0.00000000,0.02354675,0.02031240,0.00016412,0.00706690
-5.69984992,0.05438967,0.01480061,0.00000000,0.02540992,0.02191965,0.00017711,0.00762608
-5.69384692,0.05827184,0.01585703,0.00000000,0.02722360,0.02348421,0.00018975,0.00817040
-5.68784392,0.06198279,0.01686686,0.00000000,0.02895729,0.02497977,0.00020184,0.00869072
-5.68184092,0.06545661,0.01781217,0.00000000,0.03058020,0.02637977,0.00021315,0.00917778
-5.67583792,0.06862874,0.01867538,0.00000000,0.03206215,0.02765819,0.00022348,0.00962254
-5.66983492,0.07143790,0.01943982,0.00000000,0.03337454,0.02879033,0.00023263,0.01001641
-5.66383192,0.07382809,0.02009026,0.00000000,0.03449118,0.02975363,0.00024042,0.01035152
-5.65782891,0.07575042,0.02061338,0.00000000,0.03538923,0.03052840,0.00024668,0.01062103
-5.65182591,0.07716479,0.02099829,0.00000000,0.03604996,0.03109847,0.00025130,0.01081930
-5.64582291,0.07804126,0.02123684,0.00000000,0.03645939,0.03145179,0.00025416,0.01094213
-5.63981991,0.07836118,0.02132395,0.00000000,0.03660877,0.03158086,0.00025522,0.01098689
-5.63381691,0.07811779,0.02125780,0.00000000,0.03649495,0.03148297,0.00025445,0.01095264
-5.62781391,0.07731654,0.02103989,0.00000000,0.03612046,0.03116035,0.00025188,0.01084011
-5.62181091,0.07597489,0.02067497,0.00000000,0.03549343,0.03062006,0.00024757,0.01065173
-5.61580790,0.07412171,0.02017092,0.00000000,0.03462732,0.02987379,0.00024161,0.01039152
-5.60980490,0.07179634,0.01953848,0.00000000,0.03354048,0.02893745,0.00023414,0.01006496
-5.60380190,0.06904724,0.01879087,0.00000000,0.03225548,0.02783067,0.00022534,0.00967878
-5.59779890,0.06593042,0.01794338,0.00000000,0.03079842,0.02657613,0.00021539,0.00924077
-5.59179590,0.06250769,0.01701288,0.00000000,0.02919808,0.02519889,0.00020453,0.00875951
-5.58579290,0.05884475,0.01601735,0.00000000,0.02748503,0.02372562,0.00019298,0.00824408
-5.57978989,0.05500935,0.01497533,0.00000000,0.02569074,0.02218388,0.00018101,0.00770385
-5.57378689,0.05106947,0.01390545,0.00000000,0.02384675,0.02060140,0.00016888,0.00714813
-5.56778389,0.04709170,0.01282600,0.00000000,0.02198386,0.01900541,0.00015685,0.00658604
-5.56178089,0.04313978,0.01175456,0.00000000,0.02013150,0.01742214,0.00014520,0.00602621
-5.55577789,0.03927352,0.01070767,0.00000000,0.01831711,0.01587631,0.00013422,0.00547666
-5.54977489,0.03554797,0.00970064,0.00000000,0.01656579,0.01439092,0.00012418,0.00494467
-5.54377189,0.03201298,0.00874746,0.00000000,0.01490005,0.01298702,0.00011538,0.00443668
-5.53776888,0.02871305,0.00786074,0.00000000,0.01333972,0.01168373,0.00010811,0.00395832
