energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,2.51033267,0.15224831,0.00000000,0.41818459,1.18552502,0.06266086,0.29093079
-5.99399700,2.47938733,0.14524322,0.00000000,0.41087190,1.18568039,0.05954148,0.28837283
-5.98799400,2.44392872,0.13825927,0.00000000,0.40266557,1.18224454,0.05647884,0.28488358
-5.98199100,2.40379346,0.13132167,0.00000000,0.39358436,1.17499404,0.05348618,0.28044563
-5.97598799,2.35890968,0.12445160,0.00000000,0.38365927,1.16378765,0.05057431,0.27505871
-5.96998499,2.30930312,0.11766687,0.00000000,0.37293388,1.14856959,0.04775181,0.26874015
-5.96398199,2.25510041,0.11098271,0.00000000,0.36146436,1.12937054,0.04502539,0.26152489
-5.95797899,2.19652921,0.10441247,0.00000000,0.34931907,1.10630624,0.04240016,0.25346491
-5.95197599,2.13391501,0.09796842,0.00000000,0.33657787,1.07957361,0.03987998,0.24462827
-5.94597299,2.06767455,0.09166235,0.00000000,0.32333092,1.04944453,0.03746780,0.23509766
-5.93996998,1.99830598,0.08550610,0.00000000,0.30967725,1.01625739,0.03516593,0.22496847
-5.93396698,1.92637616,0.07951197,0.00000000,0.29572295,0.98040681,0.03297632,0.21434659
-5.92796398,1.85250564,0.07369291,0.00000000,0.28157907,0.94233185,0.03090080,0.20334592
-5.92196098,1.77735189,0.06806261,0.00000000,0.26735948,0.90250320,0.02894124,0.19208570
-5.91595798,1.70159174,0.06263543,0.00000000,0.25317859,0.86140991,0.02709972,0.18068778
-5.90995498,1.62590369,0.05742618,0.00000000,0.23914915,0.81954611,0.02537864,0.16927396
-5.90395198,1.55095107,0.05244983,0.00000000,0.22538022,0.77739845,0.02378088,0.15796351
-5.89794897,1.47736680,0.04772121,0.00000000,0.21197542,0.73543447,0.02230982,0.14687094
-5.89194597,1.40574051,0.04325455,0.00000000,0.19903145,0.69409263,0.02096958,0.13610412
-5.88594297,1.33660848,0.03906324,0.00000000,0.18663711,0.65377416,0.01976506,0.12576280
-5.87993997,1.27044692,0.03515940,0.00000000,0.17487273,0.61483698,0.01870223,0.11593764
-5.87393697,1.20766871,0.03155373,0.00000000,0.16381007,0.57759192,0.01778829,0.10670970
-5.86793397,1.14862353,0.02825534,0.00000000,0.15351264,0.54230108,0.01703201,0.09815034
-5.86193097,1.09360131,0.02527164,0.00000000,0.14403645,0.50917835,0.01644407,0.09032161
-5.85592796,1.04283832,0.02260848,0.00000000,0.13543110,0.47839175,0.01603738,0.08327695
-5.84992496,0.99652561,0.02027020,0.00000000,0.12774104,0.45006737,0.01582759,0.07706225
-5.84392196,0.95481878,0.01825986,0.00000000,0.12100703,0.42429444,0.01583342,0.07171699
-5.83791896,0.91784854,0.01657949,0.00000000,0.11526754,0.40113114,0.01607709,0.06727551
-5.83191596,0.88573095,0.01523036,0.00000000,0.11056004,0.38061075,0.01658470,0.06376826
-5.82591296,0.85857675,0.01421321,0.00000000,0.10692208,0.36274755,0.01738647,0.06122288
-5.81990995,0.83649881,0.01352850,0.00000000,0.10439193,0.34754229,0.01851692,0.05966502
-5.81390695,0.81961716,0.01317653,0.00000000,0.10300883,0.33498665,0.02001485,0.05911886
-5.80790395,0.80806095,0.01315749,0.00000000,0.10281271,0.32506656,0.02192317,0.05960720
-5.80190095,0.80196725,0.01347142,0.00000000,0.10384328,0.31776419,0.02428847,0.06115117
-5.79589795,0.80147621,0.01411802,0.00000000,0.10613862,0.31305841,0.02716035,0.06376941
-5.78989495,0.80672314,0.01509633,0.00000000,0.10973320,0.31092388,0.03059047,0.06747690
-5.78389195,0.81782736,0.01640437,0.00000000,0.11465539,0.31132881,0.03463133,0.07228335
-5.77788894,0.83487885,0.01803854,0.00000000,0.12092465,0.31423160,0.03933474,0.07819129
-5.77188594,0.85792310,0.01999310,0.00000000,0.12854844,0.31957671,0.04475005,0.08519400
-5.76588294,0.88694528,0.02225952,0.00000000,0.13751906,0.32729008,0.05092211,0.09327335
-5.75987994,0.92185467,0.02482584,0.00000000,0.14781066,0.33727454,0.05788908,0.10239768
-5.75387694,0.96247051,0.02767608,0.00000000,0.15937650,0.34940555,0.06568005,0.11251992
-5.74787394,1.00851034,0.03078975,0.00000000,0.17214674,0.36352790,0.07431273,0.12357615
-5.74187094,1.05958176,0.03414145,0.00000000,0.18602695,0.37945345,0.08379105,0.13548462
-5.73586793,1.11517869,0.03770069,0.00000000,0.20089752,0.39696051,0.09410301,0.14814543
-5.72986493,1.17468255,0.04143189,0.00000000,0.21661397,0.41579496,0.10521881,0.16144101
-5.72386193,1.23736905,0.04529459,0.00000000,0.23300850,0.43567328,0.11708924,0.17523739
-5.71785893,1.30242049,0.04924392,0.00000000,0.24989249,0.45628753,0.12964476,0.18938634
-5.71185593,1.36894355,0.05323134,0.00000000,0.26706030,0.47731207,0.14279500,0.20372832
-5.70585293,1.43599200,0.05720556,0.00000000,0.28429390,0.49841203,0.15642906,0.21809617
-5.69984992,1.50259348,0.06111372,0.00000000,0.30136844,0.51925293,0.17041655,0.23231953
-5.69384692,1.56777933,0.06490266,0.00000000,0.31805850,0.53951119,0.18460936,0.24622960
-5.68784392,1.63061609,0.06852041,0.00000000,0.33414467,0.55888491,0.19884431,0.25966433
-5.68184092,1.69023727,0.07191762,0.00000000,0.34942032,0.57710453,0.21294653,0.27247356
-5.67583792,1.74587385,0.07504909,0.00000000,0.36369808,0.59394259,0.22673352,0.28452405
-5.66983492,1.79688193,0.07787512,0.00000000,0.37681591,0.60922223,0.24001980,0.29570408
-5.66383192,1.84276629,0.08036276,0.00000000,0.38864234,0.62282390,0.25262202,0.30592735
-5.65782891,1.88319839,0.08248690,0.00000000,0.39908060,0.63468982,0.26436431,0.31513618
-5.65182591,1.91802819,0.08423098,0.00000000,0.40807159,0.64482599,0.27508369,0.32330351
-5.64582291,1.94728885,0.08558752,0.00000000,0.41559529,0.65330155,0.28463531,0.33043393
-5.63981991,1.97119415,0.08655824,0.00000000,0.42167083,0.66024556,0.29289732,0.33656345
-5.63381691,1.99012877,0.08715391,0.00000000,0.42635493,0.66584112,0.29977516,0.34175801
-5.62781391,2.00463177,0.08739379,0.00000000,0.42973899,0.67031740,0.30520497,0.34611098
-5.62181091,2.01537404,0.08730484,0.00000000,0.43194482,0.67393962,0.30915608,0.34973950
-5.61580790,2.02313077,0.08692064,0.00000000,0.43311936,0.67699769,0.31163238,0.35277995
-5.60980490,2.02875025,0.08628006,0.00000000,0.43342853,0.67979397,0.31267249,0.35538274
-5.60380190,2.03312030,0.08542581,0.00000000,0.43305051,0.68263057,0.31234869,0.35770664
-5.59779890,2.03713379,0.08440288,0.00000000,0.43216882,0.68579694,0.31076463,0.35991282
-5.59179590,2.04165481,0.08325695,0.00000000,0.43096540,0.68955823,0.30805195,0.36215894
-5.58579290,2.04748663,0.08203286,0.00000000,0.42961407,0.69414468,0.30436586,0.36459344
-5.57978989,2.05534293,0.08077315,0.00000000,0.42827459,0.69974279,0.29987997,0.36735034
-5.57378689,2.06582309,0.07951681,0.00000000,0.42708753,0.70648824,0.29478046,0.37054460
-5.56778389,2.07939246,0.07829816,0.00000000,0.42617008,0.71446095,0.28925998,0.37426837
-5.56178089,2.09636816,0.07714600,0.00000000,0.42561308,0.72368227,0.28351144,0.37858812
-5.55577789,2.11691074,0.07608308,0.00000000,0.42547907,0.73411443,0.27772202,0.38354276
-5.54977489,2.14102174,0.07512572,0.00000000,0.42580165,0.74566202,0.27206757,0.38914283
-5.54377189,2.16854706,0.07428378,0.00000000,0.42658588,0.75817546,0.26670780,0.39537070
-5.53776888,2.19918587,0.07356086,0.00000000,0.42780985,0.77145620,0.26178222,0.40218183
-5.53176588,2.23250454,0.07295477,0.00000000,0.42942711,0.78526350,0.25740715,0.40950692
-5.52576288,2.26795498,0.07245812,0.00000000,0.43137001,0.79932236,0.25367387,0.41725495
-5.51975988,2.30489675,0.07205922,0.00000000,0.43355368,0.81333250,0.25064778,0.42531693
-5.51375688,2.34262212,0.07174297,0.00000000,0.43588057,0.82697799,0.24836881,0.43357032
-5.50775388,2.38038330,0.07149195,0.00000000,0.43824523,0.83993738,0.24685276,0.44188382
-5.50175088,2.41742084,0.07128754,0.00000000,0.44053944,0.85189387,0.24609357,0.45012254
-5.49574787,2.45299256,0.07111102,0.00000000,0.44265723,0.86254552,0.24606627,0.45815324
-5.48974487,2.48640182,0.07094468,0.00000000,0.44449980,0.87161504,0.24673049,0.46584956
-5.48374187,2.51702445,0.07077288,0.00000000,0.44598022,0.87885903,0.24803429,0.47309702
-5.47773887,2.54433346,0.07058291,0.00000000,0.44702756,0.88407636,0.24991793,0.47979765
-5.47173587,2.56792054,0.07036589,0.00000000,0.44759065,0.88711556,0.25231769,0.48587405
-5.46573287,2.58751386,0.07011737,0.00000000,0.44764100,0.88788093,0.25516916,0.49127272
-5.45972986,2.60299125,0.06983781,0.00000000,0.44717506,0.88633710,0.25841020,0.49596660
-5.45372686,2.61438836,0.06953293,0.00000000,0.44621555,0.88251196,0.26198314,0.49995660
-5.44772386,2.62190134,0.06921373,0.00000000,0.44481193,0.87649775,0.26583635,0.50327214
-5.44172086,2.62588379,0.06889651,0.00000000,0.44303990,0.86845019,0.26992508,0.50597049
-5.43571786,2.62683782,0.06860246,0.00000000,0.44099988,0.85858551,0.27421153,0.50813518
-5.42971486,2.62539958,0.06835731,0.00000000,0.43881457,0.84717549,0.27866431,0.50987308
-5.42371186,2.62231931,0.06819062,0.00000000,0.43662566,0.83454048,0.28325732,0.51131068
-5.41770885,2.61843664,0.06813506,0.00000000,0.43458960,0.82104054,0.28796817,0.51258935
-5.41170585,2.61465189,0.06822546,0.00000000,0.43287273,0.80706499,0.29277637,0.51385980
-5.40570285,2.61189412,0.06849786,0.00000000,0.43164582,0.79302056,0.29766130,0.51527607
-5.39969985,2.61108724,0.06898841,0.00000000,0.43107823,0.77931859,0.30260028,0.51698907
-5.39369685,2.61311517,0.06973230,0.00000000,0.43133176,0.76636163,0.30756675,0.51914007
-5.38769385,2.61878744,0.07076263,0.00000000,0.43255465,0.75452999,0.31252883,0.52185428
-5.38169085,2.62880651,0.07210937,0.00000000,0.43487562,0.74416871,0.31744820,0.52523483
-5.37568784,2.64373806,0.07379834,0.00000000,0.43839849,0.73557537,0.32227959,0.52935749
-5.36968484,2.66398547,0.07585026,0.00000000,0.44319735,0.72898940,0.32697075,0.53426615
-5.36368184,2.68976962,0.07827997,0.00000000,0.44931264,0.72458314,0.33146306,0.53996959
-5.35767884,2.72111489,0.08109577,0.00000000,0.45674821,0.72245521,0.33569272,0.54643936
-5.35167584,2.75784213,0.08429891,0.00000000,0.46546961,0.72262637,0.33959245,0.55360920
-5.34567284,2.79956900,0.08788332,0.00000000,0.47540361,0.72503811,0.34309378,0.56137598
-5.33966983,2.84571793,0.09183546,0.00000000,0.48643909,0.72955413,0.34612969,0.56960204
-5.33366683,2.89553160,0.09613443,0.00000000,0.49842928,0.73596458,0.34863762,0.57811912
-5.32766383,2.94809549,0.10075230,0.00000000,0.51119530,0.74399305,0.35056265,0.58673362
-5.32166083,3.00236684,0.10565458,0.00000000,0.52453097,0.75330598,0.35186080,0.59523306
-5.31565783,3.05720904,0.11080096,0.00000000,0.53820860,0.76352416,0.35250224,0.60339348
-5.30965483,3.11143011,0.11614615,0.00000000,0.55198573,0.77423588,0.35247434,0.61098763
-5.30365183,3.16382396,0.12164087,0.00000000,0.56561243,0.78501124,0.35178433,0.61779342
-5.29764882,3.21321268,0.12723299,0.00000000,0.57883896,0.79541705,0.35046149,0.62360247
-5.29164582,3.25848824,0.13286867,0.00000000,0.59142351,0.80503171,0.34855873,0.62822838
-5.28564282,3.29865186,0.13849357,0.00000000,0.60313961,0.81345955,0.34615344,0.63151420
-5.27963982,3.33284934,0.14405401,0.00000000,0.61378304,0.82034395,0.34334750,0.63333905
-5.27363682,3.36040101,0.14949800,0.00000000,0.62317781,0.82537890,0.34026636,0.63362328
-5.26763382,3.38082471,0.15477632,0.00000000,0.63118109,0.82831841,0.33705727,0.63233222
-5.26163082,3.39385119,0.15984323,0.00000000,0.63768685,0.82898356,0.33388646,0.62947814
-5.25562781,3.39943095,0.16465721,0.00000000,0.64262798,0.82726684,0.33093555,0.62512034
-5.24962481,3.39773241,0.16918134,0.00000000,0.64597696,0.82313373,0.32839708,0.61936351
-5.24362181,3.38913156,0.17338362,0.00000000,0.64774502,0.81662152,0.32646932,0.61235415
-5.23761881,3.37419351,0.17723700,0.00000000,0.64797979,0.80783546,0.32535065,0.60427548
