energy_ev,total_up,Hf_p_up,Hf_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.65182591,3.75959393,3.13039337,0.70199640,0.36551857,0.00452903,1.17256639,0.01719538,1.35807474
-5.64582291,3.76910433,3.16712707,0.69830170,0.35597069,0.00438371,1.17107448,0.01618721,1.36968694
-5.63981991,3.77594820,3.19735341,0.69424167,0.34684941,0.00424134,1.16893608,0.01520448,1.38024597
-5.63381691,3.77970625,3.22029458,0.68977296,0.33817638,0.00410184,1.16607459,0.01425557,1.38953180
-5.62781391,3.78005913,3.23531368,0.68486827,0.32995734,0.00396491,1.16244298,0.01334748,1.39736509
-5.62181091,3.77680569,3.24193449,0.67951887,0.32218529,0.00383022,1.15802719,0.01248586,1.40361642
-5.61580790,3.76987576,3.23985565,0.67373609,0.31484404,0.00369736,1.15284787,0.01167497,1.40821345
-5.60980490,3.75933683,3.22895910,0.66755181,0.30791166,0.00356602,1.14696008,0.01091774,1.41114557
-5.60380190,3.74539412,3.20931239,0.66101790,0.30136385,0.00343595,1.14045123,0.01021589,1.41246584
-5.59779890,3.72838404,3.18116493,0.65420447,0.29517689,0.00330708,1.13343723,0.00956997,1.41229000
-5.59179590,3.70876133,3.14493852,0.64719732,0.28933017,0.00317952,1.12605701,0.00897954,1.41079260
-5.58579290,3.68708044,3.10121253,0.64009436,0.28380808,0.00305362,1.11846589,0.00844331,1.40820034
-5.57978989,3.66397198,3.05070464,0.63300151,0.27860130,0.00292994,1.11082794,0.00795925,1.40478291
-5.57378689,3.64011555,2.99424782,0.62602797,0.27370752,0.00280927,1.10330779,0.00752477,1.40084175
-5.56778389,3.61620997,2.93276465,0.61928130,0.26913152,0.00269260,1.09606242,0.00713683,1.39669721
-5.56178089,3.59294260,2.86724004,0.61286247,0.26488474,0.00258110,1.08923320,0.00679214,1.39267479
-5.55577789,3.57095916,2.79869340,0.60686111,0.26098442,0.00247609,1.08293866,0.00648720,1.38909091
-5.54977489,3.55083527,2.72815129,0.60135119,0.25745245,0.00237896,1.07726839,0.00621848,1.38623905
-5.54377189,3.53305131,2.65662149,0.59638736,0.25431391,0.00229113,1.07227831,0.00598248,1.38437682
-5.53776888,3.51797152,2.58506929,0.59200206,0.25159557,0.00221399,1.06798748,0.00577581,1.38371441
-5.53176588,3.50582821,2.51439668,0.58820367,0.24932420,0.00214885,1.06437675,0.00559527,1.38440512
-5.52576288,3.49671172,2.44542468,0.58497554,0.24752504,0.00209687,1.06138912,0.00543788,1.38653815
-5.51975988,3.49056631,2.37887940,0.58227616,0.24622020,0.00205903,1.05893174,0.00530090,1.39013399
-5.51375688,3.48719205,2.31538151,0.58004034,0.24542721,0.00203604,1.05687957,0.00518188,1.39514259
-5.50775388,3.48625215,2.25543928,0.57818130,0.24515760,0.00202836,1.05508023,0.00507863,1.40144414
-5.50175088,3.48728541,2.19944478,0.57659359,0.24541569,0.00203612,1.05335990,0.00498923,1.40885246
-5.49574787,3.48972270,2.14767308,0.57515676,0.24619733,0.00205911,1.05152992,0.00491201,1.41712078
-5.48974487,3.49290682,2.10028382,0.57373937,0.24748891,0.00209680,1.04939365,0.00484552,1.42594942
-5.48374187,3.49611449,2.05732501,0.57220349,0.24926639,0.00214829,1.04675336,0.00478850,1.43499523
-5.47773887,3.49857964,2.01873846,0.57040915,0.25149451,0.00221235,1.04341674,0.00473987,1.44388216
-5.47173587,3.49951695,1.98436676,0.56821888,0.25412619,0.00228746,1.03920287,0.00469864,1.45221269
-5.46573287,3.49814488,1.95396131,0.56550185,0.25710219,0.00237177,1.03394731,0.00466396,1.45957960
-5.45972986,3.49370749,1.92719141,0.56213781,0.26035100,0.00246321,1.02750634,0.00463500,1.46557782
-5.45372686,3.48549447,1.90365432,0.55802045,0.26378922,0.00255949,1.01976013,0.00461100,1.46981594
-5.44772386,3.47285915,1.88288615,0.55306028,0.26732222,0.00265816,1.01061495,0.00459118,1.47192713
-5.44172086,3.45523418,1.86437362,0.54718688,0.27084543,0.00275669,1.00000439,0.00457481,1.47157929
-5.43571786,3.43214488,1.84756676,0.54035059,0.27424601,0.00285248,0.98788984,0.00456114,1.46848419
-5.42971486,3.40322028,1.83189241,0.53252366,0.27740517,0.00294300,0.97426017,0.00454941,1.46240552
-5.42371186,3.36820187,1.81676853,0.52370070,0.28020089,0.00302578,0.95913091,0.00453892,1.45316580
-5.41770885,3.32695026,1.80161906,0.51389881,0.28251119,0.00309851,0.94254302,0.00452897,1.44065193
-5.41170585,3.27944973,1.78588920,0.50315709,0.28421764,0.00315912,0.92456128,0.00451896,1.42481950
-5.40570285,3.22581077,1.76906065,0.49153578,0.28520921,0.00320580,0.90527260,0.00450837,1.40569566
-5.39969985,3.16627052,1.75066644,0.47911500,0.28538612,0.00323708,0.88478407,0.00449682,1.38338065
-5.39369685,3.10119118,1.73030485,0.46599314,0.28466365,0.00325186,0.86322099,0.00448408,1.35804774
-5.38769385,3.03105616,1.70765192,0.45228491,0.28297568,0.00324946,0.84072471,0.00447012,1.32994179
-5.38169085,2.95646388,1.68247196,0.43811912,0.28027772,0.00322964,0.81745040,0.00445512,1.29937617
-5.37568784,2.87811917,1.65462566,0.42363611,0.27654942,0.00319258,0.79356455,0.00443947,1.26672824
-5.36968484,2.79682225,1.62407529,0.40898501,0.27179627,0.00313895,0.76924239,0.00442382,1.23243326
-5.36368184,2.71345517,1.59088686,0.39432078,0.26605050,0.00306984,0.74466498,0.00440902,1.19697692
-5.35767884,2.62896614,1.55522891,0.37980105,0.25937106,0.00298673,0.72001613,0.00439614,1.16088658
-5.35167584,2.54435164,1.51736802,0.36558291,0.25184266,0.00289154,0.69547912,0.00438642,1.12472142
-5.34567284,2.46063718,1.47766122,0.35181964,0.24357404,0.00278647,0.67123324,0.00438126,1.08906169
-5.33966983,2.37885679,1.43654556,0.33865756,0.23469531,0.00267404,0.64745042,0.00438213,1.05449739
-5.33366683,2.30003217,1.39452528,0.32623302,0.22535471,0.00255700,0.62429184,0.00439060,1.02161672
-5.32766383,2.22515207,1.35215717,0.31466959,0.21571483,0.00243826,0.60190485,0.00440820,0.99099452
-5.32166083,2.15515260,1.31003471,0.30407574,0.20594844,0.00232085,0.58042025,0.00443644,0.96318119
-5.31565783,2.09089919,1.26877166,0.29454283,0.19623420,0.00220784,0.55995016,0.00447673,0.93869229
-5.30965483,2.03317077,1.22898568,0.28614372,0.18675229,0.00210231,0.54058650,0.00453036,0.91799912
-5.30365183,1.98264670,1.19128261,0.27893186,0.17768027,0.00200728,0.52240028,0.00459848,0.90152061
-5.29764882,1.93989674,1.15624189,0.27294103,0.16918919,0.00192566,0.50544172,0.00468205,0.88961652
-5.29164582,1.90537424,1.12440355,0.26818563,0.16144008,0.00186024,0.48974107,0.00478186,0.88258212
-5.28564282,1.87941256,1.09625697,0.26466146,0.15458095,0.00181364,0.47531035,0.00489852,0.88064444
-5.27963982,1.86222442,1.07223157,0.26234710,0.14874427,0.00178831,0.46214560,0.00503248,0.88395985
-5.27363682,1.85390397,1.05268958,0.26120553,0.14404495,0.00178650,0.45022967,0.00518405,0.89261300
-5.26763382,1.85443092,1.03792050,0.26118614,0.14057884,0.00181026,0.43953530,0.00535342,0.90661691
-5.26163082,1.86367638,1.02813746,0.26222683,0.13842164,0.00186146,0.43002827,0.00554069,0.92591401
-5.25562781,1.88140960,1.02347489,0.26425622,0.13762819,0.00194176,0.42167041,0.00574591,0.95037788
-5.24962481,1.90730518,1.02398752,0.26719574,0.13823206,0.00205265,0.41442218,0.00596906,0.97981564
-5.24362181,1.94095026,1.02965024,0.27096160,0.14024539,0.00219540,0.40824479,0.00621015,1.01397062
-5.23761881,1.98185113,1.04035877,0.27546644,0.14365890,0.00237113,0.40310154,0.00646913,1.05252534
-5.23161581,2.02943921,1.05593089,0.28062079,0.14844199,0.00258074,0.39895840,0.00674597,1.09510471
-5.22561281,2.08307619,1.07610814,0.28633409,0.15454302,0.00282493,0.39578378,0.00704061,1.14127937
-5.21960980,2.14205836,1.10055802,0.29251545,0.16188959,0.00310414,0.39354748,0.00735294,1.19056921
-5.21360680,2.20562053,1.12887677,0.29907407,0.17038904,0.00341855,0.39221903,0.00768278,1.24244727
-5.20760380,2.27293968,1.16059282,0.30591944,0.17992899,0.00376801,0.39176544,0.00802980,1.29634404
-5.20160080,2.34313898,1.19517126,0.31296133,0.19037819,0.00415199,0.39214870,0.00839351,1.35165236
-5.19559780,2.41529265,1.23201945,0.32010963,0.20158758,0.00456950,0.39332320,0.00877317,1.40773316
-5.18959480,2.48843218,1.27049401,0.32727434,0.21339170,0.00501903,0.39523333,0.00916772,1.46392212
-5.18359180,2.56155452,1.30990961,0.33436542,0.22561053,0.00549850,0.39781156,0.00957578,1.51953743
-5.17758879,2.63363250,1.34954953,0.34129297,0.23805180,0.00600516,0.40097718,0.00999552,1.57388886
-5.17158579,2.70362803,1.38867810,0.34796755,0.25051374,0.00653556,0.40463591,0.01042465,1.62628800
-5.16558279,2.77050797,1.42655512,0.35430083,0.26278841,0.00708550,0.40868048,0.01086042,1.67605982
-5.15957979,2.83326279,1.46245197,0.36020655,0.27466545,0.00765000,0.41299232,0.01129955,1.72255537
-5.15357679,2.89092767,1.49566915,0.36560176,0.28593631,0.00822333,0.41744429,0.01173827,1.76516540
-5.14757379,2.94260555,1.52555477,0.37040843,0.29639882,0.00879904,0.42190434,0.01217238,1.80333466
-5.14157079,2.98749149,1.55152348,0.37455525,0.30586191,0.00937004,0.42624000,0.01259724,1.83657642
-5.13556778,3.02489730,1.57307501,0.37797971,0.31415046,0.00992868,0.43032348,0.01300791,1.86448679
-5.12956478,3.05427557,1.58981170,0.38063017,0.32111000,0.01046695,0.43403700,0.01339924,1.88675832
-5.12356178,3.07524175,1.60145395,0.38246800,0.32661116,0.01097661,0.43727817,0.01376598,1.90319208
-5.11755878,3.08759320,1.60785305,0.38346950,0.33055354,0.01144940,0.43996499,0.01410294,1.91370783
-5.11155578,3.09132388,1.60900030,0.38362765,0.33286896,0.01187730,0.44204013,0.01440516,1.91835152
-5.10555278,3.08663357,1.60503190,0.38295333,0.33352383,0.01225274,0.44347432,0.01466801,1.91729946
-5.09954977,3.07393068,1.59622902,0.38147612,0.33252052,0.01256883,0.44426839,0.01488744,1.91085877
-5.09354677,3.05382780,1.58301262,0.37924442,0.32989768,0.01281961,0.44445393,0.01506004,1.89946351
-5.08754377,3.02712952,1.56593286,0.37632482,0.32572931,0.01300027,0.44409231,0.01518322,1.88366642
-5.08154077,2.99481237,1.54565324,0.37280078,0.32012275,0.01310728,0.44327212,0.01525532,1.86412592
-5.07553777,2.95799711,1.52292980,0.36877044,0.31321550,0.01313857,0.44210502,0.01527563,1.84158875
-5.06953477,2.91791387,1.49858583,0.36434373,0.30517102,0.01309359,0.44072023,0.01524447,1.81686827
-5.06353177,2.87586132,1.47348314,0.35963876,0.29617364,0.01297335,0.43925773,0.01516318,1.79081921
-5.05752876,2.83316102,1.44849077,0.35477766,0.28642277,0.01278040,0.43786068,0.01503405,1.76430953
-5.05152576,2.79110879,1.42445232,0.34988198,0.27612666,0.01251874,0.43666724,0.01486026,1.73819031
-5.04552276,2.75092500,1.40215337,0.34506785,0.26549583,0.01219367,0.43580240,0.01464572,1.71326488
-5.03951976,2.71370582,1.38229022,0.34044116,0.25473662,0.01181164,0.43537003,0.01439497,1.69025844
-5.03351676,2.68037779,1.36544139,0.33609290,0.24404491,0.01138001,0.43544579,0.01411294,1.66978937
-5.02751376,2.65165760,1.35204318,0.33209499,0.23360036,0.01090678,0.43607114,0.01380478,1.65234370
-5.02151076,2.62801934,1.34237033,0.32849674,0.22356143,0.01040039,0.43724892,0.01347570,1.63825381
-5.01550775,2.60967074,1.33652289,0.32532217,0.21406114,0.00986937,0.43894064,0.01313070,1.62768262
-5.00950475,2.59653984,1.33441983,0.32256841,0.20520407,0.00932218,0.44106587,0.01277447,1.62061404
-5.00350175,2.58827293,1.33579991,0.32020517,0.19706430,0.00876688,0.44350355,0.01241119,1.61685040
-4.99749875,2.58424426,1.34022977,0.31817548,0.18968462,0.00821099,0.44609544,0.01204443,1.61601712
-4.99149575,2.58357721,1.34711908,0.31639757,0.18307692,0.00766129,0.44865145,0.01167706,1.61757468
-4.98549275,2.58517622,1.35574212,0.31476794,0.17722367,0.00712369,0.45095662,0.01131120,1.62083746
-4.97948974,2.58776830,1.36526490,0.31316544,0.17208038,0.00660318,0.45277948,0.01094825,1.62499890
-4.97348674,2.58995226,1.37477672,0.31145614,0.16757903,0.00610373,0.45388130,0.01058886,1.62916175
-4.96748374,2.59025362,1.38332480,0.30949893,0.16363215,0.00562836,0.45402594,0.01023310,1.63237239
-4.96148074,2.58718276,1.38995048,0.30715136,0.16013746,0.00517915,0.45298961,0.00988045,1.63365761
-4.95547774,2.57929368,1.39372551,0.30427565,0.15698277,0.00475730,0.45057032,0.00953001,1.63206227
-4.94947474,2.56524086,1.39378675,0.30074450,0.15405109,0.00436323,0.44659629,0.00918062,1.62668628
-4.94347174,2.54383168,1.38936802,0.29644643,0.15122551,0.00399674,0.44093324,0.00883095,1.61671913
-4.93746873,2.51407219,1.37982755,0.29129040,0.14839392,0.00365707,0.43348992,0.00847971,1.60147074
-4.93146573,2.47520432,1.36467021,0.28520964,0.14545318,0.00334306,0.42422194,0.00812573,1.58039712
-4.92546273,2.42673307,1.34356352,0.27816430,0.14231267,0.00305326,0.41313355,0.00776810,1.55311995
-4.91945973,2.36844287,1.31634701,0.27014308,0.13889722,0.00278605,0.40027744,0.00740625,1.51943932
-4.91345673,2.30040252,1.28303477,0.26116356,0.13514917,0.00253975,0.38575263,0.00704001,1.47933939
-4.90745373,2.22295916,1.24381124,0.25127151,0.13102958,0.00231266,0.36970058,0.00666963,1.43298671
-4.90145073,2.13672176,1.19902085,0.24053901,0.12651872,0.00210320,0.35229979,0.00629582,1.38072188
-4.89544772,2.04253540,1.14915202,0.22906171,0.12161569,0.00190989,0.33375918,0.00591974,1.32304486
-4.88944472,1.94144791,1.09481664,0.21695525,0.11633733,0.00173142,0.31431060,0.00554291,1.26059515
-4.88344172,1.83467063,1.03672606,0.20435118,0.11071657,0.00156664,0.29420091,0.00516720,1.19412767
-4.87743872,1.72353549,0.97566474,0.19139245,0.10480025,0.00141462,0.27368387,0.00479473,1.12448592
-4.87143572,1.60945026,0.91246296,0.17822881,0.09864657,0.00127458,0.25301232,0.00442781,1.05257346
-4.86543272,1.49385421,0.84796961,0.16501228,0.09232236,0.00114593,0.23243090,0.00406885,0.97932527
-4.85942971,1.37817596,0.78302632,0.15189286,0.08590021,0.00102824,0.21216958,0.00372028,0.90568008
-4.85342671,1.26379514,0.71844384,0.13901468,0.07945574,0.00092118,0.19243823,0.00338448,0.83255486
-4.84742371,1.15200927,0.65498148,0.12651278,0.07306492,0.00082459,0.17342233,0.00306372,0.76082235
-4.84142071,1.04400667,0.59333013,0.11451047,0.06680177,0.00073838,0.15527999,0.00276009,0.69129240
-4.83541771,0.94084615,0.53409939,0.10311744,0.06073631,0.00066257,0.13814004,0.00247549,0.62469746
-4.82941471,0.84344360,0.47780876,0.09242857,0.05493299,0.00059723,0.12210155,0.00221161,0.56168255
-4.82341171,0.75256522,0.42488288,0.08252351,0.04944945,0.00054253,0.10723417,0.00196992,0.50279951
-4.81740870,0.66882718,0.37565072,0.07346679,0.04433576,0.00049869,0.09357964,0.00175170,0.44850546
-4.81140570,0.59270060,0.33034808,0.06530856,0.03963406,0.00046598,0.08115397,0.00155804,0.39916490
-4.80540270,0.52452119,0.28912301,0.05808571,0.03537850,0.00044474,0.06995021,0.00138991,0.35505481
-4.79939970,0.46450235,0.25204362,0.05182340,0.03159555,0.00043535,0.05994168,0.00124818,0.31637223
-4.79339670,0.41275049,0.21910746,0.04653665,0.02830453,0.00043824,0.05108539,0.00113369,0.28324333
-4.78739370,0.36928157,0.19025199,0.04223211,0.02551828,0.00045387,0.04332557,0.00104730,0.25573342
-4.78139070,0.33403765,0.16536549,0.03890971,0.02324396,0.00048274,0.03659706,0.00098994,0.23385696
-4.77538769,0.30690258,0.14429779,0.03656418,0.02148387,0.00052533,0.03082853,0.00096265,0.21758712
-4.76938469,0.28771585,0.12687049,0.03518629,0.02023622,0.00058214,0.02594540,0.00096660,0.20686415
-4.76338169,0.27628420,0.11288615,0.03476384,0.01949579,0.00065360,0.02187235,0.00100316,0.20160221
-4.75737869,0.27239039,0.10213629,0.03528221,0.01925455,0.00074009,0.01853548,0.00107384,0.20169440
-4.75137569,0.27579907,0.09440801,0.03672468,0.01950203,0.00084188,0.01586396,0.00118035,0.20701586
-4.74537269,0.28625967,0.08948903,0.03907226,0.02022559,0.00095909,0.01379130,0.00132452,0.21742483
-4.73936968,0.30350664,0.08717141,0.04230333,0.02141050,0.00109168,0.01225618,0.00150827,0.23276215
-4.73336668,0.32725737,0.08725381,0.04639295,0.02303990,0.00123938,0.01120292,0.00173357,0.25284908
-4.72736368,0.35720845,0.08954263,0.05131202,0.02509462,0.00140171,0.01058161,0.00200234,0.27748431
-4.72136068,0.39303078,0.09385207,0.05702640,0.02755297,0.00157787,0.01034795,0.00231636,0.30644027
-4.71535768,0.43436442,0.10000358,0.06349595,0.03039046,0.00176681,0.01046284,0.00267721,0.33945949
-4.70935468,0.48081387,0.10782466,0.07067382,0.03357957,0.00196717,0.01089186,0.00308614,0.37625155
-4.70335168,0.53194447,0.11714754,0.07850584,0.03708954,0.00217732,0.01160457,0.00354398,0.41649098
-4.69734867,0.58728064,0.12780782,0.08693028,0.04088635,0.00239535,0.01257381,0.00405109,0.45981686
-4.69134567,0.64630641,0.13964329,0.09587793,0.04493275,0.00261911,0.01377491,0.00460724,0.50583417
-4.68534267,0.70846872,0.15249310,0.10527268,0.04918858,0.00284629,0.01518505,0.00521164,0.55411738
-4.67933967,0.77318347,0.16619751,0.11503250,0.05361114,0.00307445,0.01678257,0.00586287,0.60421623
-4.67333667,0.83984450,0.18059807,0.12507081,0.05815589,0.00330110,0.01854646,0.00655892,0.65566368
-4.66733367,0.90783512,0.19553843,0.13529833,0.06277727,0.00352380,0.02045593,0.00729726,0.70798577
-4.66133067,0.97654175,0.21086566,0.14562521,0.06742964,0.00374026,0.02249016,0.00807492,0.76071298
-4.65532766,1.04536897,0.22643197,0.15596336,0.07206839,0.00394839,0.02462817,0.00888861,0.81339256
-4.64932466,1.11375521,0.24209674,0.16622896,0.07665109,0.00414646,0.02684878,0.00973486,0.86560116
-4.64332166,1.18118817,0.25772869,0.17634486,0.08113862,0.00433311,0.02913078,0.01061026,0.91695700
-4.63731866,1.24721887,0.27320796,0.18624285,0.08549624,0.00450746,0.03145317,0.01151153,0.96713073
-4.63131566,1.31147350,0.28842803,0.19586551,0.08969454,0.00466917,0.03379542,0.01243580,1.01585444
-4.62531266,1.37366202,0.30329710,0.20516774,0.09371015,0.00481842,0.03613788,0.01338072,1.06292790
-4.61930965,1.43358296,0.31773907,0.21411756,0.09752623,0.00495598,0.03846215,0.01434459,1.10822159
-4.61330665,1.49112366,0.33169365,0.22269634,0.10113263,0.00508314,0.04075140,0.01532644,1.15167618
-4.60730365,1.54625594,0.34511594,0.23089826,0.10452573,0.00520165,0.04299070,0.01632606,1.19329822
-4.60130065,1.59902701,0.35797505,0.23872910,0.10770794,0.00531370,0.04516725,0.01734393,1.23315219
-4.59529765,1.64954603,0.37025214,0.24620432,0.11068687,0.00542173,0.04727046,0.01838111,1.27134916
-4.58929465,1.69796712,0.38193783,0.25334663,0.11347425,0.00552837,0.04929200,0.01943904,1.30803268
-4.58329165,1.74446952,0.39302913,0.26018305,0.11608455,0.00563627,0.05122566,0.02051924,1.34336274
-4.57728864,1.78923623,0.40352613,0.26674172,0.11853346,0.00574792,0.05306712,0.02162301,1.37749858
-4.57128564,1.83243248,0.41342877,0.27304873,0.12083633,0.00586554,0.05481364,0.02275101,1.41058161
-4.56528264,1.87418533,0.42273369,0.27912496,0.12300658,0.00599092,0.05646366,0.02390290,1.44271949
-4.55927964,1.91456592,0.43143170,0.28498340,0.12505425,0.00612526,0.05801637,0.02507689,1.47397247
-4.55327664,1.95357565,0.43950588,0.29062695,0.12698475,0.00626906,0.05947125,0.02626940,1.50434292
-4.54727364,1.99113734,0.44693057,0.29604702,0.12879794,0.00642206,0.06082772,0.02747473,1.53376910
-4.54127064,2.02709220,0.45367139,0.30122292,0.13048749,0.00658317,0.06208479,0.02868484,1.56212345
-4.53526763,2.06120309,0.45968635,0.30612221,0.13204076,0.00675046,0.06324088,0.02988923,1.58921593
-4.52926463,2.09316407,0.46492795,0.31070200,0.13343904,0.00692119,0.06429377,0.03107493,1.61480233
-4.52326163,2.12261591,0.46934631,0.31491113,0.13465825,0.00709189,0.06524069,0.03222672,1.63859712
-4.51725863,2.14916673,0.47289307,0.31869315,0.13567005,0.00725843,0.06607863,0.03332736,1.66029028
-4.51125563,2.17241664,0.47552587,0.32198984,0.13644326,0.00741622,0.06680473,0.03435807,1.67956708
-4.50525263,2.19198488,0.47721307,0.32474521,0.13694556,0.00756034,0.06741689,0.03529911,1.69612957
-4.49924962,2.20753786,0.47793849,0.32690955,0.13714536,0.00768575,0.06791446,0.03613044,1.70971868
-4.49324662,2.21881613,0.47770573,0.32844346,0.13701371,0.00778748,0.06829893,0.03683249,1.72013511
