energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-3.52076038,2.01499017,1.41788634,0.69118874,0.00956048,0.17973395,0.00989682,0.98079685,0.25204603,0.03562429
-3.51475738,2.06811107,1.45342720,0.70900390,0.01058100,0.19008522,0.00942666,0.98598519,0.26577626,0.03644346
-3.50875438,2.11908918,1.48620091,0.72535904,0.01170547,0.20092044,0.00899983,0.98857375,0.27996166,0.03735663
-3.50275138,2.16696489,1.51568326,0.73993661,0.01292286,0.21210203,0.00862176,0.98829429,0.29440999,0.03834629
-3.49674837,2.21077185,1.54137237,0.75242474,0.01422054,0.22347471,0.00829611,0.98492548,0.30891142,0.03939198
-3.49074537,2.24956216,1.56280236,0.76252673,0.01558410,0.23486819,0.00802465,0.97830147,0.32324242,0.04047067
-3.48474237,2.28243177,1.57955589,0.76997050,0.01699738,0.24610069,0.00780736,0.96831825,0.33717040,0.04155724
-3.47873937,2.30854499,1.59127523,0.77451772,0.01844252,0.25698293,0.00764249,0.95493756,0.35045878,0.04262510
-3.47273637,2.32715742,1.59767128,0.77597215,0.01990005,0.26732271,0.00752667,0.93818820,0.36287248,0.04364678
-3.46673337,2.33763616,1.59853041,0.77418686,0.02134917,0.27692960,0.00745513,0.91816480,0.37418355,0.04459470
-3.46073037,2.33947687,1.59371889,0.76906990,0.02276802,0.28561990,0.00742191,0.89502420,0.38417675,0.04544183
-3.45472736,2.33231692,1.58318477,0.76058833,0.02413408,0.29322142,0.00742012,0.86897967,0.39265498,0.04616247
-3.44872436,2.31594447,1.56695754,0.74877024,0.02542460,0.29957807,0.00744217,0.84029339,0.39944424,0.04673292
-3.44272136,2.29030307,1.54514555,0.73370486,0.02661721,0.30455401,0.00748011,0.80926756,0.40439800,0.04713213
-3.43671836,2.25549197,1.51793156,0.71554066,0.02769036,0.30803728,0.00752584,0.77623477,0.40740092,0.04734227
-3.43071536,2.21176235,1.48556691,0.69448163,0.02862401,0.30994270,0.00757144,0.74154785,0.40837166,0.04734919
-3.42471236,2.15950971,1.44836442,0.67078193,0.02940015,0.31021408,0.00760937,0.70557005,0.40726486,0.04714283
-3.41870935,2.09926298,1.40669077,0.64473917,0.03000333,0.30882557,0.00763275,0.66866555,0.40407209,0.04671745
-3.41270635,2.03167092,1.36095841,0.61668672,0.03042121,0.30578210,0.00763551,0.63119106,0.39882192,0.04607174
-3.40670335,1.95748643,1.31161751,0.58698527,0.03064492,0.30111911,0.00761259,0.59348844,0.39157895,0.04520888
-3.40070035,1.87754940,1.25914826,0.55601431,0.03066943,0.29490136,0.00756007,0.55587880,0.38244211,0.04413636
-3.39469735,1.79276878,1.20405349,0.52416351,0.03049369,0.28722101,0.00747522,0.51865789,0.37154197,0.04286579
-3.38869435,1.70410434,1.14685197,0.49182469,0.03012075,0.27819506,0.00735659,0.48209306,0.35903753,0.04141254
-3.38269135,1.61254883,1.08807233,0.45938452,0.02955772,0.26796228,0.00720401,0.44642145,0.34511236,0.03979534
-3.37668834,1.51911081,1.02824751,0.42721808,0.02881553,0.25667955,0.00701852,0.41184946,0.32997028,0.03803571
-3.37068534,1.42479868,0.96790986,0.39568371,0.02790868,0.24451808,0.00680236,0.37855317,0.31383079,0.03615746
-3.36468234,1.33060602,0.90758668,0.36511893,0.02685481,0.23165929,0.00655882,0.34667962,0.29692432,0.03418608
-3.35867934,1.23749857,0.84779609,0.33583766,0.02567416,0.21829074,0.00629218,0.31634865,0.27948746,0.03214809
-3.35267634,1.14640290,0.78904318,0.30812862,0.02438904,0.20460204,0.00600749,0.28765510,0.26175829,0.03007044
-3.34667334,1.05819670,0.73181634,0.28225470,0.02302318,0.19078106,0.00571046,0.26067122,0.24397200,0.02797994
-3.34067034,0.97370092,0.67658370,0.25845324,0.02160109,0.17701029,0.00540731,0.23544908,0.22635674,0.02590266
-3.33466733,0.89367331,0.62378954,0.23693700,0.02014739,0.16346368,0.00510455,0.21202290,0.20912993,0.02386347
-3.32866433,0.81880345,0.57385081,0.21789549,0.01868624,0.15030381,0.00480882,0.19041119,0.19249507,0.02188554
-3.32266133,0.74970909,0.52715362,0.20149649,0.01724076,0.13767961,0.00452678,0.17061859,0.17663904,0.01999005
-3.31665833,0.68693342,0.48404977,0.18788750,0.01583250,0.12572451,0.00426489,0.15263751,0.16172989,0.01819581
-3.31065533,0.63094318,0.44485333,0.17719691,0.01448104,0.11455510,0.00402934,0.13644945,0.14791521,0.01651910
-3.30465233,0.58212739,0.40983737,0.16953467,0.01320368,0.10427031,0.00382588,0.12202605,0.13532103,0.01497353
-3.29864932,0.54079640,0.37923073,0.16499233,0.01201513,0.09495098,0.00365971,0.10932995,0.12405110,0.01356994
-3.29264632,0.50718120,0.35321503,0.16364240,0.01092741,0.08665991,0.00353543,0.09831542,0.11418671,0.01231643
-3.28664332,0.48143277,0.33192192,0.16553684,0.00994974,0.07944218,0.00345694,0.08892883,0.10578682,0.01121838
-3.28064032,0.46362146,0.31543052,0.17070503,0.00908856,0.07332586,0.00342739,0.08110908,0.09888855,0.01027862
-3.27463732,0.45373636,0.30376528,0.17915091,0.00834758,0.06832292,0.00344913,0.07478785,0.09350792,0.00949748
-3.26863432,0.45168474,0.29689423,0.19084984,0.00772792,0.06443042,0.00352369,0.06988989,0.08964084,0.00887306
-3.26263132,0.45729179,0.29472768,0.20574513,0.00722827,0.06163174,0.00365177,0.06633330,0.08726427,0.00840136
-3.25662831,0.47030074,0.29711764,0.22374464,0.00684508,0.05989803,0.00383327,0.06402980,0.08633760,0.00807651
-3.25062531,0.49037378,0.30385788,0.24471777,0.00657278,0.05918968,0.00406727,0.06288513,0.08680414,0.00789100
-3.24462231,0.51709396,0.31468491,0.26849302,0.00640406,0.05945792,0.00435208,0.06279951,0.08859277,0.00783589
-3.23861931,0.54996853,0.32928003,0.29485658,0.00633007,0.06064643,0.00468533,0.06366823,0.09161971,0.00790105
-3.23261631,0.58843389,0.34727244,0.32355220,0.00634071,0.06269293,0.00506402,0.06538238,0.09579053,0.00807541
-3.22661331,0.63186251,0.36824370,0.35428245,0.00642486,0.06553090,0.00548460,0.06782979,0.10100218,0.00834715
-3.22061031,0.67957188,0.39173352,0.38671170,0.00657066,0.06909118,0.00594312,0.07089612,0.10714526,0.00870400
-3.21460730,0.73083556,0.41724686,0.42047083,0.00676576,0.07330367,0.00643530,0.07446612,0.11410636,0.00913340
-3.20860430,0.78489626,0.44426244,0.45516358,0.00699758,0.07809887,0.00695672,0.07842507,0.12177048,0.00962281
-3.20260130,0.84098056,0.47224238,0.49037446,0.00725355,0.08340940,0.00750294,0.08266038,0.13002352,0.01015989
-3.19659830,0.89831504,0.50064287,0.52567800,0.00752137,0.08917138,0.00806960,0.08706325,0.13875468,0.01073273
-3.19059530,0.95614308,0.52892553,0.56064894,0.00778924,0.09532563,0.00865264,0.09153044,0.14785875,0.01133007
-3.18459230,1.01374170,0.55656918,0.59487287,0.00804611,0.10181864,0.00924835,0.09596591,0.15723819,0.01194151
-3.17858929,1.07043771,0.58308151,0.62795699,0.00828187,0.10860324,0.00985349,0.10028249,0.16680490,0.01255764
-3.17258629,1.12562236,0.60801026,0.65954034,0.00848757,0.11563897,0.01046540,0.10440332,0.17648152,0.01317018
-3.16658329,1.17876368,0.63095348,0.68930290,0.00865556,0.12289206,0.01108200,0.10826301,0.18620231,0.01377208
-3.16058029,1.22941588,0.65156835,0.71697331,0.00877965,0.13033506,0.01170180,0.11180855,0.19591342,0.01435759
-3.15457729,1.27722529,0.66957824,0.74233457,0.00885520,0.13794604,0.01232391,0.11499982,0.20557259,0.01492223
-3.14857429,1.32193246,0.68477763,0.76522753,0.00887918,0.14570755,0.01294793,0.11780968,0.21514827,0.01546277
-3.14257129,1.36337037,0.69703480,0.78555196,0.00885020,0.15360520,0.01357387,0.12022365,0.22461821,0.01597712
-3.13656828,1.40145889,0.70629199,0.80326515,0.00876847,0.16162610,0.01420202,0.12223922,0.23396766,0.01646422
-3.13056528,1.43619589,0.71256324,0.81837827,0.00863573,0.16975730,0.01483285,0.12386472,0.24318717,0.01692387
-3.12456228,1.46764573,0.71593003,0.83095062,0.00845514,0.17798414,0.01546681,0.12511793,0.25227037,0.01735656
-3.11855928,1.49592589,0.71653489,0.84108224,0.00823114,0.18628898,0.01610428,0.12602443,0.26121167,0.01776324
-3.11255628,1.52119289,0.71457355,0.84890546,0.00796928,0.19465019,0.01674541,0.12661587,0.27000438,0.01814520
-3.10655328,1.54362837,0.71028590,0.85457584,0.00767598,0.20304166,0.01739009,0.12692813,0.27863909,0.01850387
-3.10055028,1.56342665,0.70394640,0.85826319,0.00735840,0.21143298,0.01803794,0.12699968,0.28710280,0.01884070
-3.09454727,1.58078452,0.69585441,0.86014327,0.00702412,0.21979028,0.01868834,0.12687001,0.29537880,0.01915710
-3.08854427,1.59589419,0.68632489,0.86039061,0.00668103,0.22807780,0.01934056,0.12657839,0.30344731,0.01945438
-3.08254127,1.60893999,0.67568003,0.85917297,0.00633704,0.23626027,0.01999390,0.12616299,0.31128715,0.01973385
-3.07653827,1.62009895,0.66424200,0.85664769,0.00599998,0.24430592,0.02064794,0.12566029,0.31887811,0.01999684
-3.07053527,1.62954536,0.65232721,0.85296011,0.00567737,0.25219004,0.02130277,0.12510496,0.32620416,0.02024495
-3.06453227,1.63745884,0.64024205,0.84824394,0.00537634,0.25989895,0.02195932,0.12453005,0.33325721,0.02048015
-3.05852926,1.64403525,0.62828029,0.84262350,0.00510350,0.26743416,0.02261964,0.12396751,0.34004119,0.02070512
-3.05252626,1.64949950,0.61672179,0.83621746,0.00486488,0.27481642,0.02328716,0.12344892,0.34657622,0.02092342
-3.04652326,1.65411910,0.60583249,0.82914367,0.00466588,0.28208942,0.02396694,0.12300639,0.35290249,0.02113980
-3.04052026,1.65821708,0.59586521,0.82152437,0.00451123,0.28932292,0.02466585,0.12267345,0.35908366,0.02136039
-3.03451726,1.66218314,0.58706093,0.81349156,0.00440500,0.29661489,0.02539265,0.12248586,0.36520934,0.02159288
-3.02851426,1.66648155,0.57965015,0.80519151,0.00435063,0.30409260,0.02615795,0.12248225,0.37139644,0.02184664
-3.02251126,1.67165488,0.57385398,0.79678828,0.00435092,0.31191234,0.02697405,0.12270441,0.37778915,0.02213276
-3.01650825,1.67832259,0.56988443,0.78846558,0.00440807,0.32025769,0.02785472,0.12319729,0.38455743,0.02246395
-3.01050525,1.68717393,0.56794383,0.78042668,0.00452372,0.32933614,0.02881471,0.12400843,0.39189380,0.02285438
-3.00450225,1.69895487,0.56822298,0.77289231,0.00469898,0.33937431,0.02986929,0.12518712,0.40000856,0.02331935
-2.99849925,1.71444922,0.57089803,0.76609633,0.00493446,0.35061152,0.03103357,0.12678294,0.40912350,0.02387497
-2.99249625,1.73445451,0.57612617,0.76027948,0.00523030,0.36329211,0.03232179,0.12884408,0.41946412,0.02453756
-2.98649325,1.75975325,0.58404002,0.75568141,0.00558621,0.37765659,0.03374655,0.13141516,0.43125087,0.02532316
-2.98049025,1.79108096,0.59474128,0.75253138,0.00600151,0.39393198,0.03531802,0.13453492,0.44468947,0.02624682
-2.97448724,1.82909212,0.60829369,0.75103815,0.00647513,0.41232160,0.03704316,0.13823380,0.45996087,0.02732192
-2.96848424,1.87432577,0.62471589,0.75137963,0.00700571,0.43299475,0.03892495,0.14253146,0.47721112,0.02855948
-2.96248124,1.92717226,0.64397456,0.75369295,0.00759160,0.45607670,0.04096185,0.14743450,0.49654173,0.02996747
-2.95647824,1.98784287,0.66597833,0.75806532,0.00823096,0.48163934,0.04314721,0.15293448,0.51800083,0.03155017
-2.95047524,2.05634389,0.69057290,0.76452654,0.00892179,0.50969299,0.04546901,0.15900628,0.54157567,0.03330760
-2.94447224,2.13245654,0.71753792,0.77304332,0.00966208,0.54017975,0.04790964,0.16560706,0.56718674,0.03523511
-2.93846923,2.21572395,0.74658581,0.78351595,0.01044983,0.57296867,0.05044603,0.17267576,0.59468397,0.03732304
-2.93246623,2.30544616,0.77736303,0.79577755,0.01128322,0.60785322,0.05304984,0.18013329,0.62384524,0.03955656
-2.92646323,2.40068375,0.80945386,0.80959590,0.01216068,0.64455115,0.05568801,0.18788344,0.65437743,0.04191575
-2.92046023,2.50027036,0.84238673,0.82467792,0.01308097,0.68270691,0.05832341,0.19581445,0.68592002,0.04437572
-2.91445723,2.60283385,0.87564321,0.84067669,0.01404331,0.72189682,0.06091572,0.20380131,0.71805140,0.04690708
-2.90845423,2.70682590,0.90866933,0.85720059,0.01504744,0.76163674,0.06342245,0.21170858,0.75029769,0.04947648
-2.90245123,2.81055885,0.94088895,0.87382435,0.01609363,0.80139226,0.06580011,0.21939385,0.78214388,0.05204737
-2.89644822,2.91224882,0.97171892,0.89010147,0.01718272,0.84059105,0.06800540,0.22671147,0.81304693,0.05458086
-2.89044522,3.01006353,1.00058529,0.90557751,0.01831607,0.87863701,0.06999649,0.23351667,0.84245051,0.05703673
-2.88444222,3.10217310,1.02694014,0.91980376,0.01949547,0.91492575,0.07173426,0.23966971,0.86980076,0.05937457
-2.87843922,3.18680202,1.05027844,0.93235076,0.02072303,0.94886089,0.07318351,0.24504009,0.89456252,0.06155480
-2.87243622,3.26228025,1.07015405,0.94282107,0.02200096,0.97987052,0.07431397,0.24951040,0.91623547,0.06353989
-2.86643322,3.32709154,1.08619452,0.95086085,0.02333137,1.00742327,0.07510130,0.25298004,0.93436946,0.06529537
-2.86043022,3.37991716,1.09811376,0.95616996,0.02471597,1.03104328,0.07552776,0.25536823,0.94857845,0.06679086
-2.85442721,3.41967329,1.10572228,0.95851000,0.02615581,1.05032360,0.07558279,0.25661656,0.95855249,0.06800088
-2.84842421,3.44554072,1.10893438,0.95771031,0.02765096,1.06493739,0.07526328,0.25669072,0.96406721,0.06890559
-2.84242121,3.45698589,1.10777201,0.95367159,0.02920017,1.07464654,0.07457364,0.25558156,0.96499046,0.06949125
-2.83641821,3.45377237,1.10236499,0.94636718,0.03080067,1.07930744,0.07352560,0.25330519,0.96128582,0.06975057
-2.83041521,3.43596278,1.09294766,0.93584205,0.03244783,1.07887363,0.07213786,0.24990234,0.95301284,0.06968274
-2.82441221,3.40391111,1.07985190,0.92220961,0.03413509,1.07339542,0.07043545,0.24543698,0.94032410,0.06929334
-2.81840920,3.35824610,1.06349678,0.90564655,0.03585377,1.06301648,0.06844897,0.23999406,0.92345922,0.06859399
-2.81240620,3.29984664,1.04437518,0.88638607,0.03759316,1.04796765,0.06621366,0.23367676,0.90273605,0.06760184
-2.80640320,3.22981036,1.02303793,0.86470975,0.03934052,1.02855839,0.06376847,0.22660317,0.87853973,0.06633894
-2.80040020,3.14941697,1.00007594,0.84093842,0.04108137,1.00516620,0.06115490,0.21890257,0.85130979,0.06483141
-2.79439720,3.06008786,0.97610110,0.81542248,0.04279972,0.97822467,0.05841599,0.21071156,0.82152617,0.06310861
-2.78839420,2.96334384,0.95172658,0.78853197,0.04447852,0.94821048,0.05559528,0.20217002,0.78969462,0.06120222
-2.78239120,2.86076247,0.92754743,0.76064679,0.04610005,0.91563004,0.05273578,0.19341724,0.75633203,0.05914533
-2.77638819,2.75393670,0.90412199,0.73214735,0.04764649,0.88100627,0.04987910,0.18458827,0.72195245,0.05697156
-2.77038519,2.64443611,0.88195512,0.70340597,0.04910043,0.84486585,0.04706468,0.17581056,0.68705404,0.05471421
-2.76438219,2.53377197,0.86148370,0.67477926,0.05044535,0.80772746,0.04432914,0.16720116,0.65210757,0.05240550
-2.75837919,2.42336704,0.84306501,0.64660160,0.05166619,0.77009125,0.04170576,0.15886439,0.61754661,0.05007597
-2.75237619,2.31453065,0.82696856,0.61917999,0.05274969,0.73242975,0.03922413,0.15089022,0.58375974,0.04775387
-2.74637319,2.20843956,0.81337156,0.59279018,0.05368479,0.69518032,0.03690991,0.14335320,0.55108475,0.04546478
-2.74037019,2.10612469,0.80235833,0.56767422,0.05446283,0.65873934,0.03478478,0.13631209,0.51980501,0.04323127
-2.73436718,2.00846353,0.79392358,0.54403944,0.05507765,0.62345794,0.03286644,0.12981010,0.49014767,0.04107275
-2.72836418,1.91617806,0.78797953,0.52205872,0.05552565,0.58963927,0.03116875,0.12387572,0.46228384,0.03900530
-2.72236118,1.82983760,0.78436644,0.50187201,0.05580562,0.55753730,0.02970193,0.11852403,0.43633022,0.03704174
-2.71635818,1.74986615,0.78286621,0.48358896,0.05591856,0.52735679,0.02847288,0.11375843,0.41235234,0.03519168
-2.71035518,1.67655341,0.78321838,0.46729259,0.05586738,0.49925458,0.02748546,0.10957270,0.39036875,0.03346169
-2.70435218,1.61006887,0.78513781,0.45304362,0.05565660,0.47334166,0.02674085,0.10595327,0.37035624,0.03185548
-2.69834917,1.55047807,0.78833322,0.44088552,0.05529195,0.44968626,0.02623789,0.10288153,0.35225573,0.03037422
-2.69234617,1.49776046,0.79252572,0.43084981,0.05478002,0.42831749,0.02597345,0.10033621,0.33597853,0.02901675
-2.68634317,1.45182783,0.79746639,0.42296151,0.05412798,0.40922949,0.02594268,0.09829551,0.32141290,0.02777999
-2.68034017,1.41254273,0.80295209,0.41724443,0.05334324,0.39238599,0.02613932,0.09673909,0.30843066,0.02665920
-2.67433717,1.37973611,0.80883856,0.41372609,0.05243333,0.37772506,0.02655587,0.09564970,0.29689369,0.02564839
-2.66833417,1.35322349,0.81505031,0.41244197,0.05140570,0.36516393,0.02718377,0.09501441,0.28666015,0.02474058
-2.66233117,1.33281912,0.82158645,0.41343889,0.05026773,0.35460376,0.02801343,0.09482546,0.27759035,0.02392821
-2.65632816,1.31834753,0.82852247,0.41677736,0.04902676,0.34593423,0.02903429,0.09508061,0.26955210,0.02320340
-2.65032516,1.30965233,0.83600742,0.42253270,0.04769017,0.33903786,0.03023476,0.09578301,0.26242543,0.02255824
-2.64432216,1.30660171,0.84425696,0.43079485,0.04626552,0.33379384,0.03160212,0.09694071,0.25610663,0.02198504
-2.63831916,1.30909087,0.85354223,0.44166690,0.04476070,0.33008153,0.03312238,0.09856574,0.25051151,0.02147656
-2.63231616,1.31704123,0.86417536,0.45526229,0.04318413,0.32778330,0.03478012,0.10067282,0.24557784,0.02102616
-2.62631316,1.33039681,0.87649217,0.47170083,0.04154485,0.32678684,0.03655839,0.10327793,0.24126689,0.02062793
-2.62031016,1.34911809,0.89083302,0.49110374,0.03985263,0.32698691,0.03843850,0.10639668,0.23756415,0.02027676
-2.61430715,1.37317393,0.90752281,0.51358785,0.03811801,0.32828652,0.04040000,0.11004263,0.23447912,0.01996839
-2.60830415,1.40253213,0.92685104,0.53925936,0.03635228,0.33059754,0.04242065,0.11422567,0.23204430,0.01969938
-2.60230115,1.43714934,0.94905325,0.56820732,0.03456733,0.33384099,0.04447653,0.11895058,0.23031336,0.01946710
-2.59629815,1.47696100,0.97429454,0.60049724,0.03277553,0.33794678,0.04654218,0.12421581,0.22935867,0.01926963
-2.59029515,1.52187196,1.00265611,0.63616509,0.03098948,0.34285332,0.04859097,0.13001252,0.22926817,0.01910568
-2.58429215,1.57174841,1.03412562,0.67521190,0.02922175,0.34850682,0.05059548,0.13632401,0.23014174,0.01897447
-2.57828914,1.62641149,1.06859165,0.71759935,0.02748456,0.35486047,0.05252807,0.14312545,0.23208717,0.01887563
-2.57228614,1.68563298,1.10584263,0.76324634,0.02578949,0.36187357,0.05436149,0.15038405,0.23521589,0.01880907
-2.56628314,1.74913315,1.14557019,0.81202672,0.02414722,0.36951060,0.05606960,0.15805942,0.23963848,0.01877490
-2.56028014,1.81658087,1.18737660,0.86376826,0.02256722,0.37774023,0.05762811,0.16610433,0.24546018,0.01877328
-2.55427714,1.88759561,1.23078604,0.91825288,0.02105759,0.38653440,0.05901534,0.17446558,0.25277644,0.01880438
-2.54827414,1.96175125,1.27525876,0.97521792,0.01962490,0.39586728,0.06021291,0.18308507,0.26166861,0.01886826
-2.54227114,2.03858120,1.32020766,1.03435855,0.01827410,0.40571420,0.06120637,0.19190084,0.27219987,0.01896482
-2.53626813,2.11758444,1.36501617,1.09533116,0.01700858,0.41605054,0.06198571,0.20084820,0.28441157,0.01909376
-2.53026513,2.19823204,1.40905668,1.15775751,0.01583016,0.42685046,0.06254571,0.20986065,0.29831989,0.01925451
-2.52426213,2.27997383,1.45170863,1.22122968,0.01473929,0.43808558,0.06288612,0.21887078,0.31391312,0.01944621
-2.51825913,2.36224490,1.49237549,1.28531566,0.01373520,0.44972353,0.06301160,0.22781098,0.33114946,0.01966762
-2.51225613,2.44447175,1.53049999,1.34956546,0.01281615,0.46172651,0.06293154,0.23661397,0.34995549,0.01991716
-2.50625313,2.52607807,1.56557707,1.41351789,0.01197966,0.47404980,0.06265957,0.24521324,0.37022544,0.02019283
-2.50025013,2.60649012,1.59716429,1.47670769,0.01122275,0.48664042,0.06221303,0.25354337,0.39182124,0.02049219
-2.49424712,2.68514204,1.62488957,1.53867323,0.01054225,0.49943595,0.06161213,0.26154031,0.41457342,0.02081232
-2.48824412,2.76148105,1.64845622,1.59896465,0.00993495,0.51236366,0.06087917,0.26914173,0.43828293,0.02114987
-2.48224112,2.83497304,1.66764550,1.65715227,0.00939786,0.52534002,0.06003756,0.27628742,0.46272383,0.02150096
-2.47623812,2.90510864,1.68231698,1.71283540,0.00892832,0.53827074,0.05911090,0.28291984,0.48764694,0.02186129
-2.47023512,2.97140990,1.69240709,1.76565107,0.00852409,0.55105133,0.05812206,0.28898491,0.51278426,0.02222611
-2.46423212,3.03343781,1.69792616,1.81528273,0.00818346,0.56356830,0.05709234,0.29443296,0.53785413,0.02259030
-2.45822911,3.09080042,1.69895447,1.86146849,0.00790520,0.57570094,0.05604079,0.29921994,0.56256708,0.02294840
-2.45222611,3.14316150,1.69563759,1.90400854,0.00768855,0.58732372,0.05498358,0.30330882,0.58663206,0.02329478
-2.44622311,3.19024931,1.68818128,1.94277145,0.00753314,0.59830916,0.05393367,0.30667104,0.60976303,0.02362370
-2.44022011,3.23186511,1.67684619,1.97769896,0.00743886,0.60853111,0.05290057,0.30928811,0.63168555,0.02392944
-2.43421711,3.26789089,1.66194246,2.00880879,0.00740579,0.61786835,0.05189033,0.31115305,0.65214330,0.02420648
-2.42821411,3.29829565,1.64382427,2.03619532,0.00743402,0.62620826,0.05090570,0.31227172,0.67090423,0.02444961
-2.42221111,3.32313979,1.62288425,2.06002775,0.00752352,0.63345045,0.04994645,0.31266378,0.68776605,0.02465411
-2.41620810,3.34257704,1.59954771,2.08054565,0.00767404,0.63951018,0.04900979,0.31236330,0.70256113,0.02481589
-2.41020510,3.35685358,1.57426661,2.09805197,0.00788499,0.64432147,0.04809097,0.31141879,0.71516031,0.02493158
-2.40420210,3.36630405,1.54751309,2.11290352,0.00815533,0.64783962,0.04718390,0.30989271,0.72547582,0.02499871
-2.39819910,3.37134445,1.51977256,2.12549931,0.00848352,0.65004319,0.04628176,0.30786030,0.73346293,0.02501572
-2.39219610,3.37246192,1.49153629,2.13626702,0.00886749,0.65093523,0.04537770,0.30540782,0.73912057,0.02498208
-2.38619310,3.37020184,1.46329356,2.14564830,0.00930460,0.65054385,0.04446546,0.30263018,0.74249067,0.02489826
-2.38019010,3.36515255,1.43552347,2.15408326,0.00979163,0.64892196,0.04353989,0.29962805,0.74365644,0.02476575
-2.37418709,3.35792840,1.40868657,2.16199507,0.01032481,0.64614631,0.04259745,0.29650465,0.74273960,0.02458703
-2.36818409,3.34915176,1.38321663,2.16977506,0.01089986,0.64231590,0.04163656,0.29336212,0.73989669,0.02436547
-2.36218109,3.33943478,1.35951266,2.17776921,0.01151197,0.63754968,0.04065786,0.29029798,0.73531456,0.02410523
-2.35617809,3.32936157,1.33793163,2.18626637,0.01215588,0.63198382,0.03966431,0.28740158,0.72920527,0.02381117
-2.35017509,3.31947171,1.31878217,2.19548901,0.01282586,0.62576854,0.03866119,0.28475075,0.72180055,0.02348867
-2.34417209,3.31024562,1.30231936,2.20558649,0.01351578,0.61906461,0.03765602,0.28240904,0.71334593,0.02314351
-2.33816908,3.30209239,1.28874109,2.21663154,0.01421909,0.61203971,0.03665826,0.28042336,0.70409486,0.02278169
-2.33216608,3.29534067,1.27818598,2.22861976,0.01492883,0.60486474,0.03567904,0.27882243,0.69430286,0.02240926
-2.32616308,3.29023277,1.27073305,2.24147231,0.01563766,0.59771013,0.03473070,0.27761597,0.68422192,0.02203219
-2.32016008,3.28692233,1.26640314,2.25504164,0.01633785,0.59074238,0.03382632,0.27679469,0.67409534,0.02165621
-2.31415708,3.28547556,1.26516209,2.26912003,0.01702130,0.58412077,0.03297924,0.27633120,0.66415314,0.02128665
-2.30815408,3.28587598,1.26692557,2.28345061,0.01767960,0.57799451,0.03220245,0.27618158,0.65460797,0.02092839
-2.30215108,3.28803243,1.27156528,2.29774046,0.01830405,0.57250023,0.03150810,0.27628781,0.64565195,0.02058570
-2.29614807,3.29179007,1.27891653,2.31167524,0.01888577,0.56775995,0.03090693,0.27658073,0.63745415,0.02026222
-2.29014507,3.29694380,1.28878660,2.32493493,0.01941581,0.56387958,0.03040784,0.27698343,0.63015893,0.01996088
-2.28414207,3.30325367,1.30096383,2.33720988,0.01988529,0.56094783,0.03001743,0.27741507,0.62388504,0.01968394
-2.27813907,3.31046134,1.31522693,2.34821668,0.02028555,0.55903574,0.02973964,0.27779466,0.61872549,0.01943293
-2.27213607,3.31830715,1.33135419,2.35771311,0.02060842,0.55819652,0.02957556,0.27804492,0.61474807,0.01920871
-2.26613307,3.32654654,1.34913211,2.36551145,0.02084637,0.55846593,0.02952321,0.27809580,0.61199643,0.01901155
-2.26013007,3.33496533,1.36836313,2.37148951,0.02099279,0.55986286,0.02957755,0.27788761,0.61049159,0.01884112
-2.25412706,3.34339264,1.38887202,2.37559874,0.02104222,0.56239022,0.02973051,0.27737362,0.61023374,0.01869664
-2.24812406,3.35171085,1.41051051,2.37786876,0.02099055,0.56603597,0.02997121,0.27652193,0.61120418,0.01857691
-2.24212106,3.35986164,1.43315985,2.37840799,0.02083525,0.57077416,0.03028620,0.27531657,0.61336729,0.01848040
-2.23611806,3.36784765,1.45673110,2.37739991,0.02057549,0.57656595,0.03065986,0.27375779,0.61667237,0.01840534
-2.23011506,3.37572934,1.48116280,2.37509489,0.02021230,0.58336048,0.03107482,0.27186152,0.62105526,0.01834979
-2.22411206,3.38361679,1.50641616,2.37179761,0.01974858,0.59109557,0.03151252,0.26965798,0.62643968,0.01831168
-2.21810905,3.39165676,1.53246769,2.36785045,0.01918910,0.59969817,0.03195370,0.26718958,0.63273825,0.01828885
-2.21210605,3.40001531,1.55929949,2.36361339,0.01854044,0.60908458,0.03237902,0.26450821,0.63985322,0.01827911
-2.20610305,3.40885685,1.58688777,2.35944118,0.01781081,0.61916048,0.03276955,0.26167197,0.64767686,0.01828025
-2.20010005,3.41832071,1.61518991,2.35565904,0.01700991,0.62982074,0.03310737,0.25874169,0.65609179,0.01829001
-2.19409705,3.42849649,1.64413091,2.35253785,0.01614861,0.64094922,0.03337599,0.25577716,0.66497109,0.01830610
-2.18809405,3.43939978,1.67359005,2.35027051,0.01523868,0.65241854,0.03356080,0.25283361,0.67417858,0.01832618
-2.18209105,3.45094992,1.70338854,2.34895068,0.01429247,0.66409006,0.03364940,0.24995821,0.68356917,0.01834787
-2.17608804,3.46295135,1.73327925,2.34855541,0.01332260,0.67581403,0.03363186,0.24718722,0.69298961,0.01836866
-2.17008504,3.47508012,1.76293933,2.34893300,0.01234156,0.68743027,0.03350083,0.24454353,0.70227958,0.01838600
-2.16408204,3.48687697,1.79196650,2.34979695,0.01136145,0.69876921,0.03325168,0.24203510,0.71127331,0.01839719
-2.15807904,3.49774780,1.81987976,2.35072703,0.01039368,0.70965361,0.03288240,0.23965406,0.71980169,0.01839948
