energy_ev,total_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.87393697,2.05365205,0.78796643,1.49758775,0.00778636,0.13683001,0.58526468,0.01541913
-5.86793397,2.01470305,0.76789799,1.46917580,0.00721724,0.13499718,0.57521484,0.01512824
-5.86193097,1.97465860,0.74659993,1.44088788,0.00665766,0.13281341,0.56476367,0.01480259
-5.85592796,1.93401584,0.72403935,1.41319549,0.00611299,0.13026413,0.55401752,0.01444738
-5.84992496,1.89340732,0.70026702,1.38664872,0.00558861,0.12735369,0.54311792,0.01406919
-5.84392196,1.85357039,0.67540971,1.36185122,0.00508965,0.12410422,0.53223349,0.01367584
-5.83791896,1.81531312,0.64966021,1.33943338,0.00462097,0.12055394,0.52155107,0.01327605
-5.83191596,1.77947826,0.62326568,1.32002479,0.00418699,0.11675482,0.51126650,0.01287917
-5.82591296,1.74690686,0.59651485,1.30422703,0.00379161,0.11277001,0.50157544,0.01249484
-5.81990995,1.71840281,0.56972474,1.29258791,0.00343821,0.10867090,0.49266453,0.01213269
-5.81390695,1.69469966,0.54322732,1.28557789,0.00312957,0.10453404,0.48470335,0.01180200
-5.80790395,1.67643096,0.51735689,1.28356965,0.00286789,0.10043811,0.47783733,0.01151138
-5.80190095,1.66410495,0.49243834,1.28682129,0.00265482,0.09646104,0.47218198,0.01126851
-5.79589795,1.65808447,0.46877690,1.29546372,0.00249148,0.09267733,0.46781842,0.01107987
-5.78989495,1.65857260,0.44664952,1.30949255,0.00237848,0.08915576,0.46479047,0.01095059
-5.78389195,1.66560441,0.42629819,1.32876461,0.00231599,0.08595752,0.46310320,0.01088423
-5.77788894,1.67904477,0.40792512,1.35299917,0.00230379,0.08313486,0.46272303,0.01088274
-5.77188594,1.69859217,0.39168997,1.38178360,0.00234128,0.08073015,0.46357920,0.01094640
-5.76588294,1.72378816,0.37770890,1.41458324,0.00242753,0.07877560,0.46556645,0.01107383
-5.75987994,1.75403183,0.36605519,1.45075503,0.00256132,0.07729327,0.46854887,0.01126213
-5.75387694,1.78859856,0.35676141,1.48956433,0.00274115,0.07629558,0.47236455,0.01150692
-5.74787394,1.82666220,0.34982258,1.53020425,0.00296523,0.07578617,0.47683098,0.01180257
-5.74187094,1.86731971,0.34520013,1.57181692,0.00323151,0.07576093,0.48175073,0.01214240
-5.73586793,1.90961719,0.34282627,1.61351568,0.00353767,0.07620919,0.48691743,0.01251889
-5.72986493,1.95257629,0.34260846,1.65440775,0.00388111,0.07711492,0.49212162,0.01292393
-5.72386193,1.99521997,0.34443367,1.69361622,0.00425891,0.07845789,0.49715640,0.01334908
-5.71785893,2.03659670,0.34817210,1.73030103,0.00466784,0.08021460,0.50182261,0.01378580
-5.71185593,2.07580218,0.35368029,1.76367799,0.00510437,0.08235910,0.50593343,0.01422567
-5.70585293,2.11199810,0.36080344,1.79303539,0.00556461,0.08486337,0.50931825,0.01466059
-5.69984992,2.14442720,0.36937685,1.81774775,0.00604433,0.08769759,0.51182580,0.01508294
-5.69384692,2.17242458,0.37922656,1.83728641,0.00653895,0.09082994,0.51332641,0.01548570
-5.68784392,2.19542493,0.39016940,1.85122672,0.00704357,0.09422630,0.51371344,0.01586253
-5.68184092,2.21296596,0.40201239,1.85925184,0.00755296,0.09784967,0.51290395,0.01620785
-5.67583792,2.22468825,0.41455193,1.86115328,0.00806161,0.10165949,0.51083859,0.01651682
-5.66983492,2.23033195,0.42757302,1.85682841,0.00856374,0.10561100,0.50748082,0.01678531
-5.66383192,2.22973101,0.44084864,1.84627534,0.00905339,0.10965461,0.50281570,0.01700992
-5.65782891,2.22280562,0.45413977,1.82958564,0.00952446,0.11373548,0.49684812,0.01718783
-5.65182591,2.20955355,0.46719611,1.80693542,0.00997078,0.11779342,0.48960093,0.01731682
-5.64582291,2.19004115,0.47975780,1.77857536,0.01038623,0.12176305,0.48111274,0.01739516
-5.63981991,2.16439480,0.49155829,1.74482032,0.01076481,0.12557452,0.47143589,0.01742156
-5.63381691,2.13279332,0.50232827,1.70603903,0.01110079,0.12915447,0.46063441,0.01739514
-5.62781391,2.09546187,0.51180079,1.66264442,0.01138877,0.13242758,0.44878219,0.01731539
-5.62181091,2.05266764,0.51971724,1.61508495,0.01162389,0.13531843,0.43596147,0.01718221
-5.61580790,2.00471751,0.52583423,1.56383721,0.01180187,0.13775369,0.42226161,0.01699591
-5.60980490,1.95195761,0.52993081,1.50940016,0.01191917,0.13966456,0.40777817,0.01675726
-5.60380190,1.89477456,0.53181585,1.45229073,0.01197313,0.14098928,0.39261234,0.01646756
-5.59779890,1.83359804,0.53133515,1.39304108,0.01196200,0.14167563,0.37687058,0.01612872
-5.59179590,1.76890416,0.52837787,1.33219696,0.01188507,0.14168329,0.36066454,0.01574335
-5.58579290,1.70121908,0.52288193,1.27031719,0.01174271,0.14098588,0.34411102,0.01531482
-5.57978989,1.63112216,0.51483798,1.20797372,0.01153638,0.13957263,0.32733203,0.01484734
-5.57378689,1.55924815,0.50429175,1.14575184,0.01126866,0.13744944,0.31045469,0.01434601
-5.56778389,1.48628764,0.49134451,1.08425024,0.01094315,0.13463950,0.29361111,0.01381683
-5.56178089,1.41298543,0.47615163,1.02408043,0.01056447,0.13118311,0.27693785,0.01326670
-5.55577789,1.34013643,0.45891913,0.96586512,0.01013809,0.12713705,0.26057517,0.01270335
-5.54977489,1.26857866,0.43989845,0.91023528,0.00967027,0.12257313,0.24466592,0.01213529
-5.54377189,1.19918363,0.41937957,0.85782571,0.00916783,0.11757641,0.22935396,0.01157164
-5.53776888,1.13284375,0.39768277,0.80926885,0.00863805,0.11224272,0.21478227,0.01102200
-5.53176588,1.07045745,0.37514945,0.76518699,0.00808843,0.10667603,0.20109064,0.01049627
-5.52576288,1.01291204,0.35213235,0.72618275,0.00752657,0.10098537,0.18841308,0.01000439
-5.51975988,0.96106502,0.32898554,0.69282826,0.00695992,0.09528181,0.17687495,0.00955616
-5.51375688,0.91572438,0.30605467,0.66565309,0.00639567,0.08967531,0.16658995,0.00916094
-5.50775388,0.87762860,0.28366782,0.64513149,0.00584057,0.08427180,0.15765705,0.00882746
-5.50175088,0.84742692,0.26212734,0.63166926,0.00530085,0.07917040,0.15015748,0.00856354
-5.49574787,0.82566085,0.24170275,0.62559085,0.00478203,0.07446101,0.14415191,0.00837590
-5.48974487,0.81274742,0.22262524,0.62712718,0.00428897,0.07022236,0.13967791,0.00826994
-5.48374187,0.80896489,0.20508358,0.63640477,0.00382573,0.06652030,0.13674784,0.00824963
-5.47773887,0.81444168,0.18922166,0.65343676,0.00339564,0.06340681,0.13534727,0.00831731
-5.47173587,0.82914875,0.17513764,0.67811625,0.00300127,0.06091925,0.13543406,0.00847370
-5.46573287,0.85289625,0.16288455,0.71021265,0.00264450,0.05908018,0.13693809,0.00871779
-5.45972986,0.88533435,0.15247229,0.74937119,0.00232657,0.05789761,0.13976185,0.00904694
-5.45372686,0.92595871,0.14387083,0.79511606,0.00204818,0.05736558,0.14378184,0.00945689
-5.44772386,0.97412046,0.13701439,0.84685728,0.00180955,0.05746508,0.14885080,0.00994195
-5.44172086,1.02904057,0.13180643,0.90390130,0.00161053,0.05816527,0.15480078,0.01049510
-5.43571786,1.08982825,0.12812520,0.96546512,0.00145069,0.05942491,0.16144704,0.01110824
-5.42971486,1.15550303,0.12582963,1.03069378,0.00132938,0.06119397,0.16859259,0.01177246
-5.42371186,1.22501954,0.12476539,1.09868043,0.00124582,0.06341530,0.17603337,0.01247824
-5.41770885,1.29729459,0.12477090,1.16848862,0.00119916,0.06602641,0.18356386,0.01321580
-5.41170585,1.37123526,0.12568315,1.23917575,0.00118849,0.06896126,0.19098301,0.01397535
-5.40570285,1.44576721,0.12734310,1.30981699,0.00121288,0.07215199,0.19810017,0.01474737
-5.39969985,1.51986207,0.12960072,1.37952858,0.00127138,0.07553062,0.20474093,0.01552286
-5.39369685,1.59256290,0.13231938,1.44748963,0.00136300,0.07903069,0.21075262,0.01629358
-5.38769385,1.66300682,0.13537964,1.51296155,0.00148665,0.08258870,0.21600925,0.01705221
-5.38169085,1.73044384,0.13868234,1.57530421,0.00164116,0.08614557,0.22041561,0.01779249
-5.37568784,1.79425136,0.14215106,1.63398829,0.00182516,0.08964779,0.22391056,0.01850928
-5.36968484,1.85394386,0.14573379,1.68860337,0.00203702,0.09304856,0.22646916,0.01919860
-5.36368184,1.90917755,0.14940402,1.73886142,0.00227485,0.09630873,0.22810368,0.01985757
-5.35767884,1.95974991,0.15316116,1.78459591,0.00253639,0.09939750,0.22886340,0.02048433
-5.35167584,2.00559467,0.15703036,1.82575654,0.00281896,0.10229312,0.22883314,0.02107792
-5.34567284,2.04677241,0.16106190,1.86240018,0.00311949,0.10498323,0.22813072,0.02163809
-5.33966983,2.08345760,0.16533001,1.89467868,0.00343442,0.10746518,0.22690331,0.02216513
-5.33366683,2.11592294,0.16993147,1.92282407,0.00375979,0.10974610,0.22532282,0.02265968
-5.32766383,2.14452170,0.17498375,1.94713230,0.00409124,0.11184281,0.22358058,0.02312251
-5.32166083,2.16966905,0.18062301,1.96794604,0.00442405,0.11378152,0.22188145,0.02355440
-5.31565783,2.19182330,0.18700178,1.98563761,0.00475326,0.11559738,0.22043748,0.02395594
-5.30965483,2.21146760,0.19428658,2.00059257,0.00507379,0.11733383,0.21946152,0.02432746
-5.30365183,2.22909297,0.20265523,2.01319475,0.00538051,0.11904172,0.21916079,0.02466897
-5.29764882,2.24518292,0.21229407,2.02381306,0.00566845,0.12077827,0.21973071,0.02498010
-5.29164582,2.26020023,0.22339499,2.03279049,0.00593294,0.12260588,0.22134912,0.02526019
-5.28564282,2.27457589,0.23615210,2.04043551,0.00616973,0.12459066,0.22417108,0.02550828
-5.27963982,2.28870035,0.25075831,2.04701585,0.00637522,0.12680095,0.22832436,0.02572329
-5.27363682,2.30291702,0.26740149,2.05275467,0.00654653,0.12930557,0.23390568,0.02590409
-5.26763382,2.31751794,0.28626031,2.05782899,0.00668168,0.13217207,0.24097791,0.02604968
-5.26163082,2.33274144,0.30749982,2.06237030,0.00677963,0.13546488,0.24956812,0.02615935
-5.25562781,2.34877162,0.33126659,2.06646693,0.00684042,0.13924349,0.25966668,0.02623280
-5.24962481,2.36573954,0.35768360,2.07016833,0.00686514,0.14356056,0.27122730,0.02627030
-5.24362181,2.38372594,0.38684493,2.07349072,0.00685592,0.14846028,0.28416808,0.02627283
-5.23761881,2.40276538,0.41881023,2.07642415,0.00681593,0.15397671,0.29837349,0.02624216
-5.23161581,2.42285167,0.45359929,2.07894065,0.00674921,0.16013239,0.31369727,0.02618094
-5.22561281,2.44394437,0.49118664,2.08100329,0.00666059,0.16693718,0.32996611,0.02609271
-5.21960980,2.46597631,0.53149670,2.08257578,0.00655554,0.17438734,0.34698407,0.02598196
-5.21360680,2.48886165,0.57439929,2.08363240,0.00643992,0.18246488,0.36453750,0.02585408
-5.20760380,2.51250445,0.61970614,2.08416770,0.00631983,0.19113731,0.38240046,0.02571530
-5.20160080,2.53680701,0.66716833,2.08420562,0.00620133,0.20035757,0.40034031,0.02557265
-5.19559780,2.56167771,0.71647505,2.08380737,0.00609029,0.21006445,0.41812334,0.02543377
-5.18959480,2.58703782,0.76725389,2.08307749,0.00599212,0.22018317,0.43552027,0.02530688
-5.18359180,2.61282655,0.81907273,2.08216763,0.00591159,0.23062632,0.45231137,0.02520050
-5.17758879,2.63900396,0.87144349,2.08127736,0.00585269,0.24129510,0.46829105,0.02512335
-5.17158579,2.66555131,0.92382775,2.08065160,0.00581842,0.25208072,0.48327172,0.02508407
-5.16558279,2.69246838,0.97564424,2.08057445,0.00581076,0.26286605,0.49708688,0.02509099
-5.15957979,2.71976780,1.02627817,2.08135934,0.00583058,0.27352748,0.50959321,0.02515190
-5.15357679,2.74746636,1.07509227,2.08333552,0.00587762,0.28393686,0.52067178,0.02527375
-5.14757379,2.77557377,1.12143920,2.08683151,0.00595052,0.29396357,0.53022830,0.02546239
-5.14157079,2.80407930,1.16467517,2.09215606,0.00604691,0.30347671,0.53819244,0.02572227
-5.13556778,2.83293728,1.20417433,2.09957766,0.00616352,0.31234725,0.54451649,0.02605618
-5.12956478,2.86205236,1.23934343,2.10930365,0.00629630,0.32045030,0.54917333,0.02646505
-5.12356178,2.89126572,1.26963647,2.12146032,0.00644065,0.32766728,0.55215400,0.02694769
-5.11755878,2.92034348,1.29456859,2.13607521,0.00659160,0.33388807,0.55346503,0.02750068
-5.11155578,2.94896836,1.31372896,2.15306310,0.00674404,0.33901313,0.55312585,0.02811829
-5.10555278,2.97673566,1.32679203,2.17221667,0.00689294,0.34295543,0.55116620,0.02879245
-5.09954977,3.00315450,1.33352683,2.19320294,0.00703360,0.34564228,0.54762408,0.02951282
-5.09354677,3.02765460,1.33380390,2.21556607,0.00716190,0.34701701,0.54254405,0.03026698
-5.08754377,3.04959902,1.32759966,2.23873681,0.00727444,0.34704032,0.53597618,0.03104064
-5.08154077,3.06830249,1.31499795,2.26204846,0.00736882,0.34569151,0.52797558,0.03181801
-5.07553777,3.08305476,1.29618883,2.28475893,0.00744372,0.34296933,0.51860253,0.03258217
-5.06953477,3.09314802,1.27146457,2.30607780,0.00749910,0.33889250,0.50792318,0.03331559
-5.06353177,3.09790709,1.24121301,2.32519722,0.00753623,0.33349990,0.49601064,0.03400060
-5.05752876,3.09672078,1.20590860,2.34132508,0.00755776,0.32685039,0.48294632,0.03461995
-5.05152576,3.08907281,1.16610135,2.35371874,0.00756772,0.31902214,0.46882143,0.03515735
-5.04552276,3.07457040,1.12240413,2.36171746,0.00757148,0.31011166,0.45373837,0.03559798
-5.03951976,3.05296907,1.07547877,2.36477191,0.00757564,0.30023233,0.43781179,0.03592900
-5.03351676,3.02419184,1.02602129,2.36246901,0.00758790,0.28951251,0.42116928,0.03613990
-5.02751376,2.98834190,0.97474689,2.35455080,0.00761688,0.27809335,0.40395145,0.03622291
-5.02151076,2.94570756,0.92237486,2.34092636,0.00767189,0.26612618,0.38631129,0.03617314
-5.01550775,2.89675921,0.86961410,2.32167613,0.00776268,0.25376960,0.36841278,0.03598877
-5.00950475,2.84213814,0.81714933,2.29704833,0.00789914,0.24118634,0.35042880,0.03567102
-5.00350175,2.78263762,0.76562843,2.26744783,0.00809103,0.22853997,0.33253821,0.03522406
-4.99749875,2.71917704,0.71565111,2.23341808,0.00834758,0.21599145,0.31492238,0.03465483
-4.99149575,2.65277038,0.66775912,2.19561704,0.00867724,0.20369573,0.29776123,0.03397270
-4.98549275,2.58449041,0.62242804,2.15478849,0.00908732,0.19179842,0.28122887,0.03318915
-4.97948974,2.51543036,0.58006084,2.11173026,0.00958367,0.18043265,0.26548914,0.03231728
-4.97348674,2.44666499,0.54098325,2.06726093,0.01017043,0.16971622,0.25069131,0.03137139
-4.96748374,2.37921277,0.50544090,2.02218691,0.01084978,0.15974907,0.23696589,0.03036649
-4.96148074,2.31400113,0.47359821,1.97727135,0.01162172,0.15061129,0.22442112,0.02931781
-4.95547774,2.25183628,0.44553905,1.93320652,0.01248398,0.14236159,0.21313993,0.02824036
-4.94947474,2.19337912,0.42126910,1.89059088,0.01343193,0.13503639,0.20317788,0.02714853
-4.94347174,2.13912816,0.40071971,1.84991197,0.01445859,0.12864951,0.19456182,0.02605573
-4.93746873,2.08941034,0.38375334,1.81153568,0.01555470,0.12319254,0.18728967,0.02497414
-4.93146573,2.04437995,0.37017025,1.77570241,0.01670888,0.11863577,0.18133111,0.02391454
-4.92546273,2.00402569,0.35971642,1.74253006,0.01790789,0.11492986,0.17662915,0.02288617
-4.91945973,1.96818537,0.35209239,1.71202352,0.01913688,0.11200790,0.17310263,0.02189672
-4.91345673,1.93656744,0.34696297,1.68409008,0.02037976,0.10978814,0.17064944,0.02095244
-4.90745373,1.90877827,0.34396739,1.65855980,0.02161958,0.10817694,0.16915033,0.02005822
-4.90145073,1.88435387,0.34272975,1.63520974,0.02283896,0.10707220,0.16847306,0.01921784
-4.89544772,1.86279434,0.34286955,1.61379067,0.02402052,0.10636680,0.16847693,0.01843424
-4.88944472,1.84359959,0.34401178,1.59405497,0.02514731,0.10595222,0.16901720,0.01770976
-4.88344172,1.82630448,0.34579669,1.57578425,0.02620317,0.10572206,0.16994954,0.01704650
-4.87743872,1.81051188,0.34788857,1.55881527,0.02717315,0.10557533,0.17113407,0.01644662
-4.87143572,1.79592203,0.34998361,1.54306284,0.02804378,0.10541953,0.17243905,0.01591264
-4.86543272,1.78235698,0.35181657,1.52853870,0.02880335,0.10517326,0.17374407,0.01544770
-4.85942971,1.76977894,0.35316605,1.51536530,0.02944207,0.10476847,0.17494266,0.01505579
-4.85342671,1.75830184,0.35385831,1.50378389,0.02995221,0.10415207,0.17594421,0.01474189
-4.84742371,1.74819562,0.35376968,1.49415647,0.03032814,0.10328713,0.17667536,0.01451208
-4.84142071,1.73988314,0.35282742,1.48696152,0.03056631,0.10215340,0.17708078,0.01437349
-4.83541771,1.73392979,0.35100924,1.48278359,0.03066521,0.10074736,0.17712335,0.01433426
-4.82941471,1.73102653,0.34834153,1.48229732,0.03062524,0.09908176,0.17678396,0.01440334
-4.82341171,1.73196694,0.34489639,1.48624636,0.03044857,0.09718469,0.17606081,0.01459026
-4.81740870,1.73761946,0.34078781,1.49541831,0.03013902,0.09509825,0.17496849,0.01490479
-4.81140570,1.74889588,0.33616697,1.51061660,0.02970184,0.09287698,0.17353674,0.01535655
-4.80540270,1.76671757,0.33121703,1.53263052,0.02914357,0.09058596,0.17180905,0.01595457
-4.79939970,1.79198074,0.32614748,1.56220465,0.02847187,0.08829884,0.16984120,0.01670685
-4.79339670,1.82552225,0.32118834,1.60000905,0.02769537,0.08609578,0.16769965,0.01761986
-4.78739370,1.86808716,0.31658426,1.64661127,0.02682357,0.08406138,0.16545987,0.01869810
-4.78139070,1.92029950,0.31258869,1.70245156,0.02586664,0.08228272,0.16320474,0.01994371
-4.77538769,1.98263721,0.30945824,1.76782203,0.02483540,0.08084740,0.16102280,0.02135605
-4.76938469,2.05541216,0.30744731,1.84285083,0.02374114,0.07984188,0.15900650,0.02293149
-4.76338169,2.13875607,0.30680303,1.92749184,0.02259557,0.07934984,0.15725041,0.02466315
-4.75737869,2.23261252,0.30776050,2.02152029,0.02141068,0.07945083,0.15584941,0.02654092
-4.75137569,2.33673544,0.31053842,2.12453440,0.02019864,0.08021899,0.15489675,0.02855143
-4.74537269,2.45069368,0.31533511,2.23596287,0.01897170,0.08172207,0.15448214,0.03067823
-4.73936968,2.57388146,0.32232485,2.35507789,0.01774202,0.08402038,0.15468974,0.03290210
-4.73336668,2.70553379,0.33165451,2.48101276,0.01652153,0.08716611,0.15559622,0.03520140
-4.72736368,2.84474603,0.34344058,2.61278342,0.01532179,0.09120247,0.15726873,0.03755258
-4.72136068,2.99049650,0.35776642,2.74931263,0.01415384,0.09616308,0.15976306,0.03993071
-4.71535768,3.14167066,0.37467988,2.88945551,0.01302798,0.10207126,0.16312182,0.04231010
-4.70935468,3.29708570,0.39419103,3.03202528,0.01195367,0.10893938,0.16737281,0.04466489
-4.70335168,3.45551410,0.41627030,3.17581765,0.01093934,0.11676812,0.17252758,0.04696971
-4.69734867,3.61570492,0.44084681,3.31963285,0.00999227,0.12554578,0.17858022,0.04920023
-4.69134567,3.77640168,0.46780695,3.46229406,0.00911849,0.13524742,0.18550653,0.05133367
-4.68534267,3.93635621,0.49699333,3.60266155,0.00832265,0.14583416,0.19326337,0.05334924
-4.67933967,4.09433768,0.52820410,3.73964194,0.00760802,0.15725230,0.20178849,0.05522849
-4.67333667,4.24913704,0.56119269,3.87219258,0.00697642,0.16943264,0.21100070,0.05695549
-4.66733367,4.39956696,0.59566817,3.99932118,0.00642825,0.18228983,0.22080042,0.05851697
-4.66133067,4.54445809,0.63129624,4.12008146,0.00596253,0.19572193,0.23107066,0.05990225
-4.65532766,4.68265274,0.66770115,4.23356575,0.00557695,0.20961021,0.24167844,0.06110316
-4.64932466,4.81299739,0.70446846,4.33889593,0.00526801,0.22381935,0.25247658,0.06211384
-4.64332166,4.93433562,0.74114912,4.43521411,0.00503111,0.23819805,0.26330601,0.06293042
-4.63731866,5.04550323,0.77726464,4.52167478,0.00486072,0.25258015,0.27399837,0.06355077
-4.63131566,5.14532720,0.81231369,4.59743992,0.00475052,0.26678638,0.28437906,0.06397412
-4.62531266,5.23262984,0.84578009,4.66167838,0.00469361,0.28062669,0.29427068,0.06420079
-4.61930965,5.30623936,0.87714207,4.71357085,0.00468268,0.29390329,0.30349664,0.06423192
-4.61330665,5.36500751,0.90588288,4.75232081,0.00471020,0.30641430,0.31188512,0.06406925
-4.60730365,5.40783422,0.93150228,4.77717189,0.00476860,0.31795795,0.31927311,0.06371503
-4.60130065,5.43369888,0.95352885,4.78743110,0.00485047,0.32833731,0.32551046,0.06317195
-4.59529765,5.44169702,0.97153265,4.78249711,0.00494870,0.33736532,0.33046389,0.06244320
-4.58929465,5.43108069,0.98513761,4.76189211,0.00505667,0.34487000,0.33402070,0.06153262
-4.58329165,5.40130029,0.99403346,4.72529536,0.00516834,0.35069961,0.33609214,0.06044487
-4.57728864,5.35204541,0.99798630,4.67257640,0.00527842,0.35472756,0.33661621,0.05918568
-4.57128564,5.28328174,0.99684754,4.60382525,0.00538238,0.35685680,0.33555986,0.05776213
-4.56528264,5.19528162,0.99056058,4.51937771,0.00547655,0.35702351,0.33292027,0.05618288
-4.55927964,5.08864547,0.97916475,4.41983316,0.00555812,0.35519988,0.32872537,0.05445843
-4.55327664,4.96431223,0.96279642,4.30606335,0.00562515,0.35139575,0.32303331,0.05260124
-4.54727364,4.82355720,0.94168680,4.17921069,0.00567650,0.34565912,0.31593098,0.05062586
-4.54127064,4.66797648,0.91615662,4.04067542,0.00571179,0.33807530,0.30753164,0.04854888
-4.53526763,4.49945806,0.88660772,3.89209151,0.00573128,0.32876486,0.29797152,0.04638883
-4.52926463,4.32014028,0.85351187,3.73529193,0.00573576,0.31788031,0.28740582,0.04416596
-4.52326163,4.13235922,0.81739727,3.57226469,0.00572645,0.30560176,0.27600399,0.04190188
-4.51725863,3.93858734,0.77883318,3.40510140,0.00570483,0.29213163,0.26394466,0.03961915
-4.51125563,3.74136594,0.73841357,3.23594069,0.00567253,0.27768871,0.25141033,0.03734076
-4.50525263,3.54323481,0.69674023,3.06690934,0.00563118,0.26250176,0.23858209,0.03508962
-4.49924962,3.34666217,0.65440622,2.90006356,0.00558232,0.24680308,0.22563463,0.03288794
-4.49324662,3.15397834,0.61198038,2.73733367,0.00552725,0.23082206,0.21273169,0.03075669
-4.48724362,2.96731593,0.56999337,2.58047428,0.00546705,0.21477926,0.20002210,0.02871504
-4.48124062,2.78855952,0.52892590,2.43102264,0.00540243,0.19888108,0.18763672,0.02677994
-4.47523762,2.61930649,0.48919953,2.29026654,0.00533380,0.18331519,0.17568616,0.02496566
-4.46923462,2.46084077,0.45117019,2.15922332,0.00526124,0.16824702,0.16425955,0.02328354
-4.46323162,2.31411998,0.41512468,2.03863032,0.00518455,0.15381722,0.15342419,0.02174178
-4.45722861,2.17977603,0.38127995,1.92894682,0.00510331,0.14014026,0.14322613,0.02034542
-4.45122561,2.05812855,0.34978505,1.83036705,0.00501701,0.12730402,0.13369160,0.01909635
-4.44522261,1.94920965,0.32072550,1.74284278,0.00492512,0.11537043,0.12482911,0.01799349
-4.43921961,1.85279844,0.29412952,1.66611434,0.00482721,0.10437691,0.11663213,0.01703310
-4.43321661,1.76846301,0.26997589,1.59974784,0.00472311,0.09433859,0.10908214,0.01620907
-4.42721361,1.69560751,0.24820280,1.54317674,0.00461298,0.08525107,0.10215192,0.01551338
-4.42121061,1.63352178,0.22871717,1.49574554,0.00449747,0.07709357,0.09580888,0.01493656
-4.41520760,1.58143133,0.21140424,1.45675341,0.00437783,0.06983227,0.09001831,0.01446819
-4.40920460,1.53854508,0.19613664,1.42549587,0.00425597,0.06342377,0.08474636,0.01409738
-4.40320160,1.50409916,0.18278293,1.40130279,0.00413455,0.05781837,0.07996273,0.01381326
-4.39719860,1.47739506,0.17121513,1.38357121,0.00401703,0.05296321,0.07564290,0.01360544
-4.39119560,1.45783083,0.16131511,1.37179193,0.00390772,0.04880506,0.07176989,0.01346439
-4.38519260,1.44492460,0.15297973,1.36556917,0.00381178,0.04529277,0.06833549,0.01338174
-4.37918959,1.43833007,0.14612466,1.36463302,0.00373517,0.04237922,0.06534108,0.01335061
-4.37318659,1.43784389,0.14068694,1.36884455,0.00368467,0.04002294,0.06279780,0.01336573
-4.36718359,1.44340545,0.13662630,1.37819410,0.00366779,0.03818920,0.06072639,0.01342359
-4.36118059,1.45508958,0.13392532,1.39279335,0.00369266,0.03685076,0.05915660,0.01352242
-4.35517759,1.47309331,0.13258866,1.41286187,0.00376796,0.03598816,0.05812618,0.01366217
-4.34917459,1.49771760,0.13264143,1.43870941,0.00390276,0.03558976,0.05767960,0.01384438
-4.34317159,1.52934528,0.13412677,1.47071480,0.00410635,0.03565143,0.05786652,0.01407202
-4.33716858,1.56841642,0.13710293,1.50930273,0.00438806,0.03617601,0.05874007,0.01434922
-4.33116558,1.61540230,0.14163980,1.55491945,0.00475702,0.03717255,0.06035489,0.01468106
-4.32516258,1.67077904,0.14781511,1.60800841,0.00522193,0.03865544,0.06276513,0.01507324
-4.31915958,1.73500182,0.15571030,1.66898676,0.00579076,0.04064337,0.06602232,0.01553176
-4.31315658,1.80848050,0.16540619,1.73822341,0.00647050,0.04315815,0.07017321,0.01606263
-4.30715358,1.89155725,0.17697842,1.81601923,0.00726677,0.04622356,0.07525759,0.01667152
