energy_ev,total_up,Ag_p_up,Ag_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,18.76501197,1.36634221,17.08620361,0.29413523,0.03706118,0.23437612,0.85942801
-5.99399700,18.82298277,1.37936338,17.14593591,0.29323801,0.03703246,0.23318240,0.85578063
-5.98799400,18.86350884,1.39207373,17.18839957,0.29236908,0.03697199,0.23200261,0.85191725
-5.98199100,18.88492052,1.40453761,17.21177862,0.29157334,0.03687809,0.23082847,0.84794028
-5.97598799,18.88573880,1.41683671,17.21442398,0.29090235,0.03674987,0.22964791,0.84396448
-5.96998499,18.86469496,1.42906526,17.19487835,0.29041320,0.03658724,0.22844554,0.84011424
-5.96398199,18.82075035,1.44132464,17.15190200,0.29016705,0.03639087,0.22720335,0.83652041
-5.95797899,18.75311554,1.45371768,17.08449857,0.29022738,0.03616224,0.22590161,0.83331693
-5.95197599,18.66126790,1.46634269,16.99193982,0.29065816,0.03590349,0.22451976,0.83063719
-5.94597299,18.54496628,1.47928744,16.87378782,0.29152171,0.03561741,0.22303739,0.82861024
-5.93996998,18.40426114,1.49262311,16.72991291,0.29287660,0.03530731,0.22143528,0.82735698
-5.93396698,18.23949873,1.50639859,16.56050568,0.29477542,0.03497690,0.21969624,0.82698625
-5.92796398,18.05131792,1.52063498,16.36608146,0.29726261,0.03463015,0.21780597,0.82759105
-5.92196098,17.84063860,1.53532086,16.14747609,0.30037241,0.03427114,0.21575362,0.82924494
-5.91595798,17.60864123,1.55040825,15.90583209,0.30412700,0.03390388,0.21353230,0.83199859
-5.90995498,17.35673758,1.56580968,15.64257515,0.30853490,0.03353215,0.21113928,0.83587689
-5.90395198,17.08653342,1.58139652,15.35938129,0.31358975,0.03315928,0.20857601,0.84087641
-5.89794897,16.79978461,1.59699877,15.05813589,0.31926950,0.03278809,0.20584796,0.84696357
-5.89194597,16.49834874,1.61240660,14.74088639,0.32553606,0.03242062,0.20296423,0.85407358
-5.88594297,16.18413470,1.62737357,14.40979078,0.33233552,0.03205812,0.19993711,0.86211028
-5.87993997,15.85905314,1.64162184,14.06706480,0.33959897,0.03170092,0.19678147,0.87094697
-5.87393697,15.52497074,1.65484914,13.71493045,0.34724374,0.03134838,0.19351416,0.88042823
-5.86793397,15.18367118,1.66673740,13.35556892,0.35517537,0.03099898,0.19015341,0.89037294
-5.86193097,14.83682516,1.67696294,12.99108031,0.36328991,0.03065028,0.18671824,0.90057826
-5.85592796,14.48597142,1.68520773,12.62345244,0.37147670,0.03029914,0.18322808,0.91082463
-5.84992496,14.13250997,1.69117131,12.25454028,0.37962148,0.02994181,0.17970231,0.92088165
-5.84392196,13.77770764,1.69458303,11.88605675,0.38760961,0.02957419,0.17616012,0.93051454
-5.83791896,13.42271553,1.69521373,11.51957494,0.39532944,0.02919204,0.17262034,0.93949112
-5.83191596,13.06859672,1.69288673,11.15654085,0.40267548,0.02879129,0.16910147,0.94758894
-5.82591296,12.71636207,1.68748707,10.79829515,0.40955139,0.02836825,0.16562170,0.95460223
-5.81990995,12.36701108,1.67896894,10.44610159,0.41587257,0.02791996,0.16219902,0.96034859
-5.81390695,12.02157456,1.66736052,10.10117949,0.42156826,0.02744440,0.15885133,0.96467486
-5.80790395,11.68115559,1.65276616,9.76473712,0.42658307,0.02694072,0.15559646,0.96746211
-5.80190095,11.34696529,1.63536557,9.43800312,0.43087782,0.02640940,0.15245214,0.96862950
-5.79589795,11.02035028,1.61540994,9.12225291,0.43442976,0.02585239,0.14943587,0.96813682
-5.78989495,10.70280935,1.59321531,8.81882763,0.43723206,0.02527316,0.14656466,0.96598560
-5.78389195,10.39599731,1.56915320,8.52914366,0.43929275,0.02467669,0.14385464,0.96221882
-5.77788894,10.10171506,1.54363902,8.25469133,0.44063308,0.02406934,0.14132054,0.95691919
-5.77188594,9.82188583,1.51711879,7.99702236,0.44128543,0.02345878,0.13897511,0.95020611
-5.76588294,9.55851810,1.49005463,7.75772625,0.44129099,0.02285371,0.13682847,0.94223143
-5.75987994,9.31365704,1.46290975,7.53839639,0.44069718,0.02226360,0.13488741,0.93317432
-5.75387694,9.08932644,1.43613349,7.34058779,0.43955506,0.02169842,0.13315478,0.92323523
-5.74787394,8.88746414,1.41014719,7.16576821,0.43791686,0.02116826,0.13162892,0.91262941
-5.74187094,8.70985385,1.38533117,7.01526548,0.43583370,0.02068301,0.13030323,0.90158013
-5.73586793,8.55805689,1.36201359,6.89021351,0.43335362,0.02025197,0.12916593,0.89031177
-5.72986493,8.43334682,1.34046138,6.79149980,0.43051997,0.01988351,0.12819997,0.87904318
-5.72386193,8.33665014,1.32087355,6.71971703,0.42737027,0.01958478,0.12738321,0.86798131
-5.71785893,8.26849559,1.30337707,6.67512117,0.42393543,0.01936138,0.12668877,0.85731543
-5.71185593,8.22897436,1.28802526,6.65759797,0.42023943,0.01921713,0.12608567,0.84721207
-5.70585293,8.21771262,1.27479864,6.66663952,0.41629938,0.01915393,0.12553953,0.83781069
-5.69984992,8.23385760,1.26360817,6.70133178,0.41212592,0.01917157,0.12501360,0.82922033
-5.69384692,8.27607762,1.25430042,6.76035380,0.40772383,0.01926770,0.12446975,0.82151715
-5.68784392,8.34257591,1.24666456,6.84198859,0.40309292,0.01943784,0.12386961,0.81474310
-5.68184092,8.43111773,1.24044074,6.94414519,0.39822899,0.01967546,0.12317575,0.80890547
-5.67583792,8.53906963,1.23532951,7.06439134,0.39312485,0.01997210,0.12235272,0.80397758
-5.66983492,8.66344945,1.23100198,7.19999524,0.38777140,0.02031759,0.12136817,0.79990039
-5.66383192,8.80098547,1.22711023,7.34797540,0.38215861,0.02070029,0.12019368,0.79658513
-5.65782891,8.94818250,1.22329790,7.50515645,0.37627649,0.02110741,0.11880556,0.79391671
-5.65182591,9.10139306,1.21921041,7.66822945,0.37011593,0.02152535,0.11718544,0.79175795
-5.64582291,9.25689130,1.21450471,7.83381470,0.36366948,0.02194008,0.11532065,0.78995445
-5.63981991,9.41094750,1.20885831,7.99852502,0.35693197,0.02233751,0.11320440,0.78833994
-5.63381691,9.55990104,1.20197731,8.15902790,0.34990114,0.02270390,0.11083581,0.78674190
-5.62781391,9.70022971,1.19360340,8.31210458,0.34257809,0.02302622,0.10821972,0.78498736
-5.62181091,9.82861358,1.18351960,8.45470452,0.33496766,0.02329254,0.10536636,0.78290859
-5.61580790,9.94199179,1.17155472,8.58399413,0.32707878,0.02349231,0.10229089,0.78034847
-5.60980490,10.03761090,1.15758633,8.69739834,0.31892466,0.02361669,0.09901284,0.77716540
-5.60380190,10.11306395,1.14154244,8.79263466,0.31052298,0.02365873,0.09555540,0.77323755
-5.59779890,10.16631959,1.12340163,8.86773901,0.30189589,0.02361352,0.09194477,0.76846628
-5.59179590,10.19574113,1.10319189,8.92108340,0.29306997,0.02347831,0.08820939,0.76277860
-5.58579290,10.20009579,1.08098815,8.95138583,0.28407605,0.02325250,0.08437924,0.75612871
-5.57978989,10.17855482,1.05690854,8.95771275,0.27494895,0.02293761,0.08048507,0.74849843
-5.57378689,10.13068546,1.03110978,8.93947518,0.26572699,0.02253711,0.07655778,0.73989675
-5.56778389,10.05643595,1.00378158,8.89641948,0.25645154,0.02205631,0.07262777,0.73035842
-5.56178089,9.95611519,0.97514058,8.82861381,0.24716630,0.02150208,0.06872438,0.71994179
-5.55577789,9.83036838,0.94542378,8.73643171,0.23791659,0.02088259,0.06487541,0.70872609
-5.54977489,9.68015032,0.91488189,8.62053376,0.22874853,0.02020705,0.06110671,0.69680816
-5.54377189,9.50669769,0.88377285,8.48184850,0.21970818,0.01948534,0.05744185,0.68429904
-5.53776888,9.31150151,0.85235554,8.32155331,0.21084064,0.01872777,0.05390188,0.67132044
-5.53176588,9.09628062,0.82088411,8.14105592,0.20218923,0.01794474,0.05050512,0.65800128
-5.52576288,8.86295689,0.78960293,7.94197686,0.19379462,0.01714645,0.04726714,0.64447453
-5.51975988,8.61363229,0.75874235,7.72613275,0.18569411,0.01634270,0.04420068,0.63087424
-5.51375688,8.35056783,0.72851527,7.49552051,0.17792096,0.01554264,0.04131569,0.61733309
-5.50775388,8.07616402,0.69911460,7.25230171,0.17050384,0.01475460,0.03861949,0.60398029
-5.50175088,7.79294230,0.67071151,6.99878687,0.16346639,0.01398600,0.03611686,0.59093987
-5.49574787,7.50352684,0.64345452,6.73741892,0.15682692,0.01324319,0.03381025,0.57832936
-5.48974487,7.21062600,0.61746921,6.47075532,0.15059820,0.01253151,0.03170005,0.56625881
-5.48374187,6.91701290,0.59285853,6.20144839,0.14478743,0.01185519,0.02978481,0.55483003
-5.47773887,6.62550450,0.56970356,5.93222342,0.13939630,0.01121742,0.02806152,0.54413606
-5.47173587,6.33893916,0.54806463,5.66585470,0.13442113,0.01062041,0.02652595,0.53426081
-5.46573287,6.06015237,0.52798268,5.40513926,0.12985321,0.01006546,0.02517289,0.52527875
-5.45972986,5.79195101,0.50948077,5.15286893,0.12567913,0.00955304,0.02399649,0.51725479
-5.45372686,5.53708655,0.49256570,4.91180104,0.12188134,0.00908293,0.02299057,0.51024414
-5.44772386,5.29822763,0.47722972,4.68462853,0.11843872,0.00865431,0.02214886,0.50429243
-5.44172086,5.07793288,0.46345216,4.47395011,0.11532724,0.00826588,0.02146533,0.49943583
-5.43571786,4.87862449,0.45120116,4.28224133,0.11252078,0.00791598,0.02093440,0.49570140
